日期,MEG国内开工率
2015-01-01,0.6100925147182507
2015-01-02,0.6100925147182507
2015-01-03,0.6100925147182507
2015-01-04,0.6100925147182507
2015-01-05,0.6100925147182507
2015-01-06,0.6100925147182507
2015-01-07,0.6100925147182507
2015-01-08,0.6100925147182507
2015-01-09,0.6100925147182507
2015-01-10,0.6100925147182507
2015-01-11,0.6100925147182507
2015-01-12,0.6100925147182507
2015-01-13,0.6100925147182507
2015-01-14,0.6100925147182507
2015-01-15,0.6100925147182507
2015-01-16,0.6100925147182507
2015-01-17,0.6100925147182507
2015-01-18,0.6100925147182507
2015-01-19,0.6100925147182507
2015-01-20,0.6100925147182507
2015-01-21,0.6100925147182507
2015-01-22,0.6100925147182507
2015-01-23,0.6100925147182507
2015-01-24,0.6100925147182507
2015-01-25,0.6100925147182507
2015-01-26,0.6353238015138772
2015-01-27,0.6353238015138772
2015-01-28,0.6353238015138772
2015-01-29,0.6353238015138772
2015-01-30,0.6353238015138772
2015-01-31,0.6353238015138772
2015-02-01,0.6681244743481918
2015-02-02,0.6681244743481918
2015-02-03,0.6681244743481918
2015-02-04,0.6681244743481918
2015-02-05,0.6681244743481918
2015-02-06,0.6681244743481918
2015-02-07,0.6681244743481918
2015-02-08,0.6681244743481918
2015-02-09,0.6681244743481918
2015-02-10,0.6681244743481918
2015-02-11,0.6681244743481918
2015-02-12,0.6681244743481918
2015-02-13,0.6681244743481918
2015-02-14,0.6681244743481918
2015-02-15,0.6681244743481918
2015-02-16,0.6681244743481918
2015-02-17,0.6681244743481918
2015-02-18,0.6681244743481918
2015-02-19,0.6681244743481918
2015-02-20,0.6681244743481918
2015-02-21,0.6428931875525652
2015-02-22,0.6428931875525652
2015-02-23,0.6428931875525652
2015-02-24,0.6428931875525652
2015-02-25,0.6428931875525652
2015-02-26,0.6428931875525652
2015-02-27,0.6428931875525652
2015-02-28,0.6428931875525652
2015-03-01,0.6692243536280233
2015-03-02,0.6358632193494579
2015-03-03,0.6358632193494579
2015-03-04,0.6358632193494579
2015-03-05,0.6358632193494579
2015-03-06,0.6358632193494579
2015-03-07,0.6358632193494579
2015-03-08,0.6358632193494579
2015-03-09,0.6358632193494579
2015-03-10,0.6417014178482068
2015-03-11,0.6417014178482068
2015-03-12,0.6417014178482068
2015-03-13,0.6417014178482068
2015-03-14,0.6417014178482068
2015-03-15,0.6417014178482068
2015-03-16,0.6417014178482068
2015-03-17,0.6700583819849875
2015-03-18,0.6700583819849875
2015-03-19,0.6700583819849875
2015-03-20,0.6700583819849875
2015-03-21,0.6700583819849875
2015-03-22,0.6700583819849875
2015-03-23,0.6700583819849875
2015-03-24,0.6700583819849875
2015-03-25,0.6700583819849875
2015-03-26,0.6700583819849875
2015-03-27,0.6700583819849875
2015-03-28,0.6700583819849875
2015-03-29,0.628023352793995
2015-03-30,0.5713094245204337
2015-03-31,0.6283569641367807
2015-04-01,0.6994161801501251
2015-04-02,0.6994161801501251
2015-04-03,0.6994161801501251
2015-04-04,0.6994161801501251
2015-04-05,0.6994161801501251
2015-04-06,0.6910758965804837
2015-04-07,0.6910758965804837
2015-04-08,0.6910758965804837
2015-04-09,0.6910758965804837
2015-04-10,0.6910758965804837
2015-04-11,0.6910758965804837
