日期,TA国内开工率
2018-09-01,0.8667680246597599
2018-09-02,0.8667680246597599
2018-09-03,0.8784524776604385
2018-09-04,0.8784524776604385
2018-09-05,0.8784524776604385
2018-09-06,0.8784524776604385
2018-09-07,0.8784524776604385
2018-09-08,0.8337733549959382
2018-09-09,0.8337733549959382
2018-09-10,0.8337733549959382
2018-09-11,0.8337733549959382
2018-09-12,0.8337733549959382
2018-09-13,0.8337733549959382
2018-09-14,0.8337733549959382
2018-09-15,0.8337733549959382
2018-09-16,0.8337733549959382
2018-09-17,0.8337733549959382
2018-09-18,0.8337733549959382
2018-09-19,0.8337733549959382
2018-09-20,0.8083874898456539
2018-09-21,0.8083874898456539
2018-09-22,0.8083874898456539
2018-09-23,0.8226035743298131
2018-09-24,0.8226035743298131
2018-09-25,0.8226035743298131
2018-09-26,0.8226035743298131
2018-09-27,0.8479894394800974
2018-09-28,0.8479894394800974
2018-09-29,0.8479894394800974
2018-09-30,0.8479894394800974
2018-10-01,0.8353312820626955
2018-10-02,0.8353312820626955
2018-10-03,0.8109608515184225
2018-10-04,0.8109608515184225
2018-10-05,0.8109608515184225
2018-10-06,0.8109608515184225
2018-10-07,0.8109608515184225
2018-10-08,0.8109608515184225
2018-10-09,0.7480039059457174
2018-10-10,0.7480039059457174
2018-10-11,0.7480039059457174
2018-10-12,0.7256643446134672
2018-10-13,0.7256643446134672
2018-10-14,0.7256643446134672
2018-10-15,0.7256643446134672
2018-10-16,0.7124636947353193
2018-10-17,0.7794823787320699
2018-10-18,0.7266797792194786
2018-10-19,0.7266797792194786
2018-10-20,0.7266797792194786
2018-10-21,0.7165254331593649
2018-10-22,0.7408958637036377
2018-10-23,0.7591736866118425
2018-10-24,0.7591736866118425
2018-10-25,0.7591736866118425
2018-10-26,0.7469884713397059
2018-10-27,0.7327723868555468
2018-10-28,0.7327723868555468
2018-10-29,0.7327723868555468
2018-10-30,0.7632354250358879
2018-10-31,0.7632354250358879
2018-11-01,0.7555848903330625
2018-11-02,0.7230909829406986
2018-11-03,0.7230909829406986
2018-11-04,0.7637083671811535
2018-11-05,0.7484768480909829
2018-11-06,0.7484768480909829
2018-11-07,0.7484768480909829
2018-11-08,0.7484768480909829
2018-11-09,0.7484768480909829
2018-11-10,0.7484768480909829
2018-11-11,0.7484768480909829
2018-11-12,0.7393379366368806
