日期,PP总开工率
2012-01-01,0.985546522131888
2012-01-02,0.985546522131888
2012-01-03,0.985546522131888
2012-01-04,0.985546522131888
2012-01-05,0.985546522131888
2012-01-06,0.985546522131888
2012-01-07,0.985546522131888
2012-01-08,0.985546522131888
2012-01-09,0.985546522131888
2012-01-10,0.981029810298103
2012-01-11,0.981029810298103
2012-01-12,0.981029810298103
2012-01-13,0.981029810298103
2012-01-14,0.981029810298103
2012-01-15,0.981029810298103
2012-01-16,0.981029810298103
2012-01-17,0.981029810298103
2012-01-18,0.940379403794038
2012-01-19,0.940379403794038
2012-01-20,0.940379403794038
2012-01-21,0.940379403794038
2012-01-22,0.940379403794038
2012-01-23,0.940379403794038
2012-01-24,0.940379403794038
2012-01-25,0.940379403794038
2012-01-26,0.940379403794038
2012-01-27,0.940379403794038
2012-01-28,0.940379403794038
2012-01-29,0.940379403794038
2012-01-30,0.940379403794038
2012-01-31,0.940379403794038
2012-02-01,0.987353206865402
2012-02-02,0.987353206865402
2012-02-03,0.987353206865402
2012-02-04,0.987353206865402
2012-02-05,0.987353206865402
2012-02-06,0.987353206865402
2012-02-07,0.971996386630533
2012-02-08,0.971996386630533
2012-02-09,0.971996386630533
2012-02-10,0.971996386630533
2012-02-11,0.971996386630533
2012-02-12,0.971996386630533
2012-02-13,0.964769647696477
2012-02-14,0.964769647696477
2012-02-15,0.964769647696477
2012-02-16,0.964769647696477
2012-02-17,0.964769647696477
2012-02-18,0.964769647696477
2012-02-19,0.964769647696477
2012-02-20,0.964769647696477
2012-02-21,0.964769647696477
2012-02-22,0.971996386630533
2012-02-23,0.971996386630533
2012-02-24,0.971996386630533
2012-02-25,0.971996386630533
2012-02-26,0.971996386630533
2012-02-27,0.971996386630533
2012-02-28,0.971996386630533
2012-02-29,0.971996386630533
2012-03-01,0.9679313459801264
2012-03-02,0.9679313459801264
2012-03-03,0.9679313459801264
2012-03-04,0.9679313459801264
2012-03-05,0.9679313459801264
2012-03-06,0.9679313459801264
2012-03-07,0.9679313459801264
2012-03-08,0.9679313459801264
2012-03-09,0.9679313459801264
2012-03-10,0.9679313459801264
2012-03-11,0.9679313459801264
2012-03-12,0.9426377597109304
2012-03-13,0.9426377597109304
2012-03-14,0.9426377597109304
2012-03-15,0.9426377597109304
2012-03-16,0.9480578139114725
2012-03-17,0.9480578139114725
2012-03-18,0.9480578139114725
2012-03-19,0.9480578139114725
2012-03-20,0.9733514001806685
2012-03-21,0.9733514001806685
2012-03-22,0.9733514001806685
2012-03-23,0.9733514001806685
2012-03-24,0.9733514001806685
2012-03-25,0.9733514001806685
2012-03-26,0.9733514001806685
2012-03-27,0.9733514001806685
2012-03-28,0.9733514001806685
2012-03-29,0.9733514001806685
2012-03-30,0.9733514001806685
2012-03-31,0.9733514001806685
2012-04-01,0.9733514001806685
2012-04-02,0.9552845528455285
2012-04-03,0.9119241192411924
2012-04-04,0.9119241192411924
2012-04-05,0.9087624209575429
2012-04-06,0.9087624209575429
2012-04-07,0.9087624209575429
2012-04-08,0.9087624209575429
2012-04-09,0.9087624209575429
2012-04-10,0.9087624209575429
2012-04-11,0.8238482384823849
2012-04-12,0.8238482384823849
2012-04-13,0.8238482384823849
2012-04-14,0.8238482384823849
2012-04-15,0.8166214995483289
2012-04-16,0.8166214995483289
2012-04-17,0.8572719060523939
2012-04-18,0.8572719060523939
2012-04-19,0.8572719060523939
2012-04-20,0.8572719060523939
2012-04-21,0.8509485094850948
2012-04-22,0.8509485094850948
2012-04-23,0.8541102077687444
2012-04-24,0.8541102077687444
2012-04-25,0.8541102077687444
2012-04-26,0.8721770551038843
2012-04-27,0.8721770551038843
2012-04-28,0.8721770551038843
2012-04-29,0.8721770551038843
2012-04-30,0.8794037940379403
2012-05-01,0.8649503161698283
2012-05-02,0.8649503161698283
2012-05-03,0.8649503161698283
2012-05-04,0.8649503161698283
2012-05-05,0.8649503161698283
2012-05-06,0.8649503161698283
2012-05-07,0.8649503161698283
2012-05-08,0.8649503161698283
2012-05-09,0.8649503161698283
2012-05-10,0.8661593554162936
2012-05-11,0.8795881826320502
2012-05-12,0.8706356311548792
2012-05-13,0.8706356311548792
2012-05-14,0.8706356311548792
2012-05-15,0.8706356311548792
2012-05-16,0.8769024171888988
2012-05-17,0.8769024171888988
2012-05-18,0.8769024171888988
2012-05-19,0.8769024171888988
2012-05-20,0.8769024171888988
2012-05-21,0.9306177260519248
2012-05-22,0.9306177260519248
2012-05-23,0.9306177260519248
2012-05-24,0.9306177260519248
2012-05-25,0.9306177260519248
2012-05-26,0.9431512981199642
2012-05-27,0.9431512981199642
2012-05-28,0.9431512981199642
2012-05-29,0.9431512981199642
2012-05-30,0.9431512981199642
2012-05-31,0.9431512981199642
2012-06-01,0.946284691136974
2012-06-02,0.946284691136974
2012-06-03,0.946284691136974
2012-06-04,0.937332139659803
2012-06-05,0.937332139659803
2012-06-06,0.937332139659803
2012-06-07,0.9265890778871978
2012-06-08,0.9265890778871978
2012-06-09,0.9265890778871978
2012-06-10,0.9265890778871978
2012-06-11,0.9265890778871978
2012-06-12,0.9265890778871978
2012-06-13,0.9265890778871978
2012-06-14,0.9265890778871978
2012-06-15,0.9265890778871978
2012-06-16,0.9516562220232766
2012-06-17,0.9516562220232766
2012-06-18,0.9516562220232766
2012-06-19,0.9516562220232766
2012-06-20,0.9203222918531782
2012-06-21,0.9203222918531782
2012-06-22,0.9203222918531782
2012-06-23,0.9203222918531782
2012-06-24,0.9203222918531782
2012-06-25,0.9203222918531782
2012-06-26,0.9203222918531782
2012-06-27,0.9203222918531782
2012-06-28,0.928379588182632
2012-06-29,0.928379588182632
2012-06-30,0.928379588182632
2012-07-01,0.928379588182632
2012-07-02,0.928379588182632
2012-07-03,0.928379588182632
2012-07-04,0.928379588182632
2012-07-05,0.928379588182632
2012-07-06,0.928379588182632
2012-07-07,0.928379588182632
2012-07-08,0.8880931065353626
2012-07-09,0.8880931065353626
2012-07-10,0.8880931065353626
2012-07-11,0.8880931065353626
2012-07-12,0.8880931065353626
2012-07-13,0.8880931065353626
2012-07-14,0.8880931065353626
2012-07-15,0.8880931065353626
2012-07-16,0.8880931065353626
2012-07-17,0.8880931065353626
2012-07-18,0.8773500447627574
2012-07-19,0.8773500447627574
2012-07-20,0.8773500447627574
2012-07-21,0.8773500447627574
2012-07-22,0.8773500447627574
2012-07-23,0.8773500447627574
2012-07-24,0.8773500447627574
2012-07-25,0.8773500447627574
2012-07-26,0.8594449418084154
2012-07-27,0.8594449418084154
2012-07-28,0.8594449418084154
2012-07-29,0.8594449418084154
2012-07-30,0.8594449418084154
2012-07-31,0.8594449418084154
2012-08-01,0.7690241718889884
2012-08-02,0.7690241718889884
2012-08-03,0.7690241718889884
2012-08-04,0.7690241718889884
2012-08-05,0.7779767233661593
2012-08-06,0.7779767233661593
2012-08-07,0.8093106535362579
2012-08-08,0.8093106535362579
2012-08-09,0.7985675917636527
2012-08-10,0.7985675917636527
2012-08-11,0.8164726947179947
2012-08-12,0.8164726947179947
2012-08-13,0.8164726947179947
2012-08-14,0.8164726947179947
2012-08-15,0.8164726947179947
2012-08-16,0.8379588182632051
2012-08-17,0.8379588182632051
2012-08-18,0.8487018800358102
2012-08-19,0.8487018800358102
2012-08-20,0.8084153983885407
2012-08-21,0.8134263295553618
2012-08-22,0.8134263295553618
2012-08-23,0.8134263295553618
2012-08-24,0.8526591107236269
2012-08-25,0.8631211857018308
2012-08-26,0.8631211857018308
2012-08-27,0.8631211857018308
2012-08-28,0.8631211857018308
2012-08-29,0.8631211857018308
2012-08-30,0.8631211857018308
