日期,BU总开工率
2014-01-02,0.5518224052348271
2014-01-03,0.5518224052348271
2014-01-04,0.5518224052348271
2014-01-05,0.5518224052348271
2014-01-06,0.5518224052348271
2014-01-07,0.5518224052348271
2014-01-08,0.5518224052348271
2014-01-09,0.4936208340563518
2014-01-10,0.4936208340563518
2014-01-11,0.4936208340563518
2014-01-12,0.4936208340563518
2014-01-13,0.4936208340563518
2014-01-14,0.4936208340563518
2014-01-15,0.4936208340563518
2014-01-16,0.5416917563266284
2014-01-17,0.5416917563266284
2014-01-18,0.5416917563266284
2014-01-19,0.5416917563266284
2014-01-20,0.5416917563266284
2014-01-21,0.5416917563266284
2014-01-22,0.5416917563266284
2014-01-23,0.5401026349292638
2014-01-24,0.5401026349292638
2014-01-25,0.5401026349292638
2014-01-26,0.5401026349292638
2014-01-27,0.5401026349292638
2014-01-28,0.5401026349292638
2014-01-29,0.5401026349292638
2014-02-07,0.5414931161519577
2014-02-08,0.5414931161519577
2014-02-09,0.5414931161519577
2014-02-10,0.5414931161519577
2014-02-11,0.5414931161519577
2014-02-12,0.5414931161519577
2014-02-13,0.4966004366764103
2014-02-14,0.4966004366764103
2014-02-15,0.4966004366764103
2014-02-16,0.4966004366764103
2014-02-17,0.4966004366764103
2014-02-18,0.4966004366764103
2014-02-19,0.4966004366764103
2014-02-20,0.48825754934024657
2014-02-21,0.48825754934024657
2014-02-22,0.48825754934024657
2014-02-23,0.48825754934024657
2014-02-24,0.48825754934024657
2014-02-25,0.48825754934024657
2014-02-26,0.48825754934024657
2014-02-27,0.526793743226336
2014-02-28,0.526793743226336
2014-03-01,0.526793743226336
2014-03-02,0.526793743226336
2014-03-03,0.526793743226336
2014-03-04,0.526793743226336
2014-03-05,0.526793743226336
2014-03-06,0.4930249135323401
2014-03-07,0.4930249135323401
2014-03-08,0.4930249135323401
2014-03-09,0.4930249135323401
2014-03-10,0.4930249135323401
2014-03-11,0.4930249135323401
2014-03-12,0.4930249135323401
2014-03-13,0.6227369475922185
2014-03-14,0.6227369475922185
2014-03-15,0.6227369475922185
2014-03-16,0.6227369475922185
2014-03-17,0.6227369475922185
2014-03-18,0.6227369475922185
2014-03-19,0.6227369475922185
2014-03-20,0.5589734515229674
2014-03-21,0.5589734515229674
2014-03-22,0.5589734515229674
2014-03-23,0.5589734515229674
2014-03-24,0.5589734515229674
2014-03-25,0.5589734515229674
2014-03-26,0.5589734515229674
2014-03-27,0.5645353764137432
2014-03-28,0.5645353764137432
2014-03-29,0.5645353764137432
2014-03-30,0.5645353764137432
2014-03-31,0.5645353764137432
2014-04-01,0.5645353764137432
2014-04-02,0.5645353764137432
2014-04-03,0.42906277728841846
2014-04-04,0.42906277728841846
2014-04-05,0.42906277728841846
2014-04-06,0.42906277728841846
2014-04-07,0.42906277728841846
2014-04-08,0.42906277728841846
2014-04-09,0.42906277728841846
2014-04-10,0.5
2014-04-11,0.5
2014-04-12,0.5
2014-04-13,0.5
2014-04-14,0.5
2014-04-15,0.5
2014-04-16,0.5
2014-04-17,0.55
2014-04-18,0.55
2014-04-19,0.55
2014-04-20,0.55
2014-04-21,0.55
2014-04-22,0.55
2014-04-23,0.55
2014-04-24,0.6165791021774311
2014-04-25,0.6165791021774311
2014-04-26,0.6165791021774311
2014-04-27,0.6165791021774311
2014-04-28,0.6165791021774311
2014-04-29,0.6165791021774311
2014-04-30,0.6165791021774311
2014-05-01,0.5444727187720162
2014-05-02,0.5444727187720162
2014-05-03,0.5444727187720162
2014-05-04,0.5444727187720162
2014-05-05,0.5444727187720162
2014-05-06,0.5444727187720162
2014-05-07,0.5444727187720162
2014-05-08,0.5768510672433181
2014-05-09,0.5768510672433181
2014-05-10,0.5768510672433181
2014-05-11,0.5768510672433181
2014-05-12,0.5768510672433181
2014-05-13,0.5768510672433181
2014-05-14,0.5768510672433181
2014-05-15,0.5448699991213574
2014-05-16,0.5448699991213574
2014-05-17,0.5448699991213574
2014-05-18,0.5448699991213574
2014-05-19,0.5448699991213574
2014-05-20,0.5448699991213574
2014-05-21,0.5448699991213574
2014-05-22,0.5196426969381958
2014-05-23,0.5196426969381958
2014-05-24,0.5196426969381958
2014-05-25,0.5196426969381958
2014-05-26,0.5196426969381958
2014-05-27,0.5196426969381958
2014-05-28,0.5196426969381958
2014-05-29,0.5446713589466868
2014-05-30,0.5446713589466868
2014-05-31,0.5446713589466868
2014-06-01,0.5446713589466868
2014-06-02,0.5446713589466868
2014-06-03,0.5446713589466868
