日期,MA全国开工率
2012-09-28,0.634
2012-09-29,0.634
2012-09-30,0.634
2012-10-01,0.634
2012-10-02,0.634
2012-10-03,0.612
2012-10-04,0.612
2012-10-05,0.612
2012-10-06,0.612
2012-10-07,0.612
2012-10-08,0.612
2012-10-09,0.612
2012-10-10,0.626
2012-10-11,0.626
2012-10-12,0.626
2012-10-13,0.626
2012-10-14,0.626
2012-10-15,0.626
2012-10-16,0.626
2012-10-17,0.6409999999999999
2012-10-18,0.6409999999999999
2012-10-19,0.6409999999999999
2012-10-20,0.6409999999999999
2012-10-21,0.6409999999999999
2012-10-22,0.6409999999999999
2012-10-23,0.6409999999999999
2012-10-24,0.682
2012-10-25,0.682
2012-10-26,0.682
2012-10-27,0.682
2012-10-28,0.682
2012-10-29,0.682
2012-10-30,0.682
2012-10-31,0.6990000000000001
2012-11-01,0.6990000000000001
2012-11-02,0.6990000000000001
2012-11-05,0.6990000000000001
2012-11-06,0.6990000000000001
2012-11-07,0.6940000000000001
2012-11-08,0.6940000000000001
2012-11-09,0.6940000000000001
2012-11-12,0.6940000000000001
2012-11-13,0.6940000000000001
2012-11-14,0.69
2012-11-15,0.69
2012-11-16,0.69
2012-11-19,0.69
2012-11-20,0.69
2012-11-21,0.698
2012-11-22,0.698
2012-11-23,0.698
2012-11-26,0.698
2012-11-27,0.698
2012-11-28,0.684
2012-11-29,0.684
2012-11-30,0.684
2012-12-03,0.684
2012-12-04,0.684
2012-12-05,0.643
2012-12-06,0.643
2012-12-07,0.643
2012-12-10,0.643
2012-12-11,0.643
2012-12-12,0.6509999999999999
2012-12-13,0.6509999999999999
2012-12-14,0.6509999999999999
2012-12-17,0.6509999999999999
2012-12-18,0.6509999999999999
2012-12-19,0.636
2012-12-20,0.636
2012-12-21,0.636
2012-12-22,0.636
2012-12-23,0.636
2012-12-24,0.636
2012-12-25,0.636
2012-12-26,0.662
2012-12-27,0.662
2012-12-28,0.662
2012-12-29,0.662
2012-12-30,0.662
2012-12-31,0.662
2013-01-01,0.662
2013-01-02,0.608
2013-01-03,0.608
2013-01-04,0.608
2013-01-05,0.608
2013-01-06,0.608
2013-01-07,0.608
2013-01-08,0.608
2013-01-09,0.596
2013-01-10,0.596
2013-01-11,0.596
2013-01-12,0.596
2013-01-13,0.596
2013-01-14,0.596
2013-01-15,0.596
2013-01-16,0.596
2013-01-17,0.596
2013-01-18,0.596
2013-01-19,0.596
2013-01-20,0.596
2013-01-21,0.596
2013-01-22,0.596
2013-01-23,0.57
2013-01-24,0.57
2013-01-25,0.57
2013-01-26,0.57
2013-01-27,0.57
2013-01-28,0.57
2013-01-29,0.57
2013-01-30,0.57
2013-01-31,0.57
2013-02-01,0.57
2013-02-02,0.57
2013-02-03,0.57
2013-02-04,0.57
2013-02-05,0.57
2013-02-06,0.57
2013-02-07,0.57
2013-02-08,0.57
2013-02-09,0.57
2013-02-10,0.57
2013-02-11,0.57
2013-02-12,0.57
2013-02-13,0.57
2013-02-14,0.57
2013-02-15,0.57
2013-02-16,0.57
2013-02-17,0.57
2013-02-18,0.57
2013-02-19,0.57
2013-02-20,0.647
2013-02-21,0.647
2013-02-22,0.647
2013-02-23,0.647
2013-02-24,0.647
2013-02-25,0.647
2013-02-26,0.647
2013-02-27,0.674
2013-02-28,0.674
2013-03-01,0.674
2013-03-02,0.674
2013-03-03,0.674
2013-03-04,0.674
2013-03-05,0.674
2013-03-06,0.652
2013-03-07,0.652
2013-03-08,0.652
2013-03-09,0.652
2013-03-10,0.652
2013-03-11,0.652
2013-03-12,0.652
2013-03-13,0.642
2013-03-14,0.642
2013-03-15,0.642
2013-03-16,0.642
2013-03-17,0.642
2013-03-18,0.642
2013-03-19,0.642
2013-03-20,0.65
2013-03-21,0.65
2013-03-22,0.65
2013-03-23,0.65
2013-03-24,0.65
2013-03-25,0.65
2013-03-26,0.65
2013-03-27,0.626
2013-03-28,0.626
2013-03-29,0.626
2013-03-30,0.626
2013-03-31,0.626
2013-04-01,0.626
2013-04-02,0.626
2013-04-03,0.649
2013-04-04,0.649
2013-04-05,0.649
2013-04-06,0.649
2013-04-07,0.649
2013-04-08,0.649
2013-04-09,0.649
2013-04-10,0.604
2013-04-11,0.604
2013-04-12,0.604
2013-04-13,0.604
2013-04-14,0.604
2013-04-15,0.604
2013-04-16,0.604
2013-04-17,0.596
2013-04-18,0.596
2013-04-19,0.596
2013-04-22,0.596
2013-04-23,0.596
2013-04-24,0.648
2013-04-25,0.648
2013-04-26,0.648
2013-04-27,0.648
2013-04-28,0.648
2013-05-02,0.6559999999999999
2013-05-03,0.6559999999999999
2013-05-06,0.6559999999999999
2013-05-07,0.6559999999999999
2013-05-08,0.6579999999999999
2013-05-09,0.6579999999999999
2013-05-10,0.6579999999999999
2013-05-13,0.6579999999999999
2013-05-14,0.6579999999999999
2013-05-15,0.6579999999999999
2013-05-16,0.6579999999999999
2013-05-17,0.657
2013-05-20,0.657
2013-05-21,0.657
2013-05-22,0.657
2013-05-23,0.657
2013-05-24,0.67
2013-05-27,0.67
2013-05-28,0.67
2013-05-29,0.67
2013-05-30,0.67
2013-05-31,0.6829999999999999
2013-06-03,0.6829999999999999
2013-06-04,0.6829999999999999
2013-06-05,0.6829999999999999
2013-06-06,0.6829999999999999
2013-06-07,0.6990000000000001
2013-06-08,0.6990000000000001
2013-06-09,0.6990000000000001
2013-06-13,0.6990000000000001
2013-06-14,0.693
2013-06-17,0.693
2013-06-18,0.693
2013-06-19,0.693
2013-06-20,0.693
2013-06-21,0.6951999999999999
2013-06-24,0.6951999999999999
2013-06-25,0.6951999999999999
2013-06-26,0.6951999999999999
2013-06-27,0.6951999999999999
2013-06-28,0.6844
2013-07-01,0.6844
2013-07-02,0.6844
2013-07-03,0.6844
2013-07-04,0.6844
2013-07-05,0.659
2013-07-08,0.659
2013-07-09,0.659
2013-07-10,0.659
2013-07-11,0.659
2013-07-12,0.635
2013-07-13,0.635
2013-07-14,0.635
2013-07-15,0.635
2013-07-16,0.635
2013-07-17,0.635
2013-07-18,0.635
2013-07-19,0.629
2013-07-20,0.629
2013-07-21,0.629
2013-07-22,0.629
2013-07-23,0.629
2013-07-24,0.629
2013-07-25,0.629
2013-07-26,0.627
2013-07-27,0.627
2013-07-28,0.627
2013-07-29,0.627
2013-07-30,0.627
2013-07-31,0.627
2013-08-01,0.627
2013-08-02,0.638
2013-08-03,0.638
2013-08-04,0.638
2013-08-05,0.638
2013-08-06,0.638
2013-08-07,0.638
2013-08-08,0.638
2013-08-09,0.624
2013-08-10,0.624
2013-08-11,0.624
2013-08-12,0.624
2013-08-13,0.624
2013-08-14,0.624
2013-08-15,0.624
2013-08-16,0.626
2013-08-17,0.626
2013-08-18,0.626
2013-08-19,0.626
2013-08-20,0.626
2013-08-21,0.626
2013-08-22,0.626
2013-08-23,0.618
2013-08-24,0.618
2013-08-25,0.618
2013-08-26,0.618
2013-08-27,0.618
2013-08-28,0.618
2013-08-29,0.618
2013-08-30,0.618
2013-08-31,0.618
2013-09-01,0.618
2013-09-02,0.618
2013-09-03,0.618
2013-09-04,0.618
2013-09-05,0.618
2013-09-06,0.632
2013-09-07,0.632
2013-09-08,0.632
2013-09-09,0.632
2013-09-10,0.632
2013-09-11,0.632
2013-09-12,0.632
2013-09-13,0.67
2013-09-16,0.67
2013-09-17,0.67
2013-09-18,0.67
2013-09-22,0.67
2013-09-23,0.6729999999999999
2013-09-24,0.6729999999999999
2013-09-25,0.6729999999999999
2013-09-26,0.6729999999999999
2013-09-27,0.6729999999999999
2013-09-29,0.6709999999999999
2013-09-30,0.6709999999999999
2013-10-08,0.732
2013-10-09,0.732
2013-10-10,0.732
2013-10-11,0.732
2013-10-12,0.732
2013-10-13,0.732
2013-10-14,0.732
2013-10-15,0.732
2013-10-16,0.732
2013-10-17,0.732
2013-10-18,0.738
2013-10-19,0.738
2013-10-20,0.738
2013-10-21,0.738
2013-10-22,0.738
2013-10-23,0.738
2013-10-24,0.738
2013-10-25,0.654
2013-10-26,0.654
2013-10-27,0.654
2013-10-28,0.654
2013-10-29,0.654
2013-10-30,0.654
2013-10-31,0.654
2013-11-01,0.7
2013-11-02,0.7
2013-11-03,0.7
2013-11-04,0.7
2013-11-05,0.7
2013-11-06,0.7
2013-11-07,0.7
2013-11-08,0.7
2013-11-09,0.7
2013-11-10,0.7
2013-11-11,0.7
2013-11-12,0.7
2013-11-13,0.7
2013-11-14,0.7
2013-11-15,0.7020000000000001
2013-11-16,0.7020000000000001
2013-11-17,0.7020000000000001
2013-11-18,0.7020000000000001
2013-11-19,0.7020000000000001
2013-11-20,0.7020000000000001
2013-11-21,0.7020000000000001
2013-11-22,0.71
2013-11-23,0.71
2013-11-24,0.71
2013-11-25,0.71
2013-11-26,0.71
2013-11-27,0.71
2013-11-28,0.71
2013-11-29,0.5646
2013-11-30,0.5646
2013-12-01,0.5646
2013-12-02,0.5646
2013-12-03,0.5646
2013-12-04,0.5646
2013-12-05,0.5646
2013-12-06,0.6171
2013-12-07,0.6171
2013-12-08,0.6171
2013-12-09,0.6171
2013-12-10,0.6171
2013-12-11,0.6171
2013-12-12,0.6171
2013-12-13,0.613
2013-12-14,0.613
2013-12-15,0.613
2013-12-16,0.613
2013-12-17,0.613
2013-12-18,0.613
2013-12-19,0.613
2013-12-20,0.59
2013-12-21,0.59
2013-12-22,0.59
2013-12-23,0.59
2013-12-24,0.59
2013-12-25,0.59
2013-12-26,0.59
2013-12-27,0.5895
2013-12-28,0.5895
2013-12-29,0.5895
2013-12-30,0.5895
2013-12-31,0.5895
2014-01-02,0.5809
2014-01-03,0.5809
2014-01-04,0.5809
2014-01-05,0.5809
2014-01-06,0.5809
2014-01-07,0.5809
2014-01-08,0.5809
2014-01-09,0.596
2014-01-10,0.596
2014-01-11,0.596
2014-01-12,0.596
2014-01-13,0.596
2014-01-14,0.596
2014-01-15,0.596
2014-01-16,0.5566
2014-01-17,0.5566
2014-01-18,0.5566
2014-01-19,0.5566
2014-01-20,0.5566
2014-01-21,0.5566
2014-01-22,0.5566
2014-01-23,0.601
2014-01-24,0.601
2014-01-25,0.601
2014-01-26,0.6151
2014-01-27,0.6151
2014-01-28,0.6151
2014-01-29,0.6151
2014-02-07,0.6151
2014-02-08,0.6151
2014-02-09,0.6151
2014-02-10,0.6151
2014-02-11,0.6151
2014-02-12,0.6151
2014-02-13,0.6181
2014-02-14,0.6181
2014-02-15,0.6181
2014-02-16,0.6181
2014-02-17,0.6181
2014-02-18,0.6181
2014-02-19,0.6181
2014-02-20,0.6079
2014-02-21,0.6079
2014-02-22,0.6079
2014-02-23,0.6079
2014-02-24,0.6079
2014-02-25,0.6079
2014-02-26,0.6079
2014-02-27,0.6218
2014-02-28,0.6218
2014-03-01,0.6218
2014-03-02,0.6218
2014-03-03,0.6218
2014-03-04,0.6218
2014-03-05,0.6218
2014-03-06,0.5911
2014-03-07,0.5911
2014-03-08,0.5911
2014-03-09,0.5911
2014-03-10,0.5911
2014-03-11,0.5911
2014-03-12,0.5911
2014-03-13,0.5908
2014-03-14,0.5908
2014-03-15,0.5908
2014-03-16,0.5908
2014-03-17,0.5908
2014-03-18,0.5908
2014-03-19,0.5908
2014-03-20,0.5936
2014-03-21,0.5936
2014-03-22,0.5936
2014-03-23,0.5936
2014-03-24,0.5936
2014-03-25,0.5936
2014-03-26,0.5936
2014-03-27,0.583
2014-03-28,0.583
2014-03-29,0.583
2014-03-30,0.583
2014-03-31,0.583
2014-04-01,0.583
2014-04-02,0.583
2014-04-03,0.5974
2014-04-04,0.5974
2014-04-05,0.5974
2014-04-06,0.5974
2014-04-07,0.5974
2014-04-08,0.5974
2014-04-09,0.5974
2014-04-10,0.5787
2014-04-11,0.5787
2014-04-12,0.5787
2014-04-13,0.5787
2014-04-14,0.5787
2014-04-15,0.5787
2014-04-16,0.5787
2014-04-17,0.5991
2014-04-18,0.5991
2014-04-19,0.5991
2014-04-20,0.5991
2014-04-21,0.5991
2014-04-22,0.5991
2014-04-23,0.5825
2014-04-24,0.5825
2014-04-25,0.5825
2014-04-26,0.5825
2014-04-27,0.5825
2014-04-28,0.6039
2014-04-29,0.6039
2014-04-30,0.6039
2014-05-01,0.6039
2014-05-02,0.6039
2014-05-03,0.6039
2014-05-04,0.6039
2014-05-05,0.6039
2014-05-06,0.6039
2014-05-07,0.6073
2014-05-08,0.6073
2014-05-09,0.6073
2014-05-10,0.6073
2014-05-11,0.6073
2014-05-12,0.6073
2014-05-13,0.6073
2014-05-14,0.6073
2014-05-15,0.6145
2014-05-16,0.6145
2014-05-17,0.6145
2014-05-18,0.6145
2014-05-19,0.6145
2014-05-20,0.6145
2014-05-21,0.6145
2014-05-22,0.6028
2014-05-23,0.6028
2014-05-24,0.6028
2014-05-25,0.6028
2014-05-26,0.6028
2014-05-27,0.6028
2014-05-28,0.6028
2014-05-29,0.5808
2014-05-30,0.5808
2014-05-31,0.5808
2014-06-01,0.5808
2014-06-02,0.5808
2014-06-03,0.5808
2014-06-04,0.5808
2014-06-05,0.6014
2014-06-06,0.6014
2014-06-07,0.6014
2014-06-08,0.6014
2014-06-09,0.6014
2014-06-10,0.6014
2014-06-11,0.6014
2014-06-12,0.5912
2014-06-13,0.5912
2014-06-14,0.5912
2014-06-15,0.5912
2014-06-16,0.5912
2014-06-17,0.5912
2014-06-18,0.5912
2014-06-19,0.5781
2014-06-20,0.5781
2014-06-21,0.5781
2014-06-22,0.5781
2014-06-23,0.5781
2014-06-24,0.5781
2014-06-25,0.5781
2014-06-26,0.5781
2014-06-27,0.5781
2014-06-28,0.5781
2014-06-29,0.5781
2014-06-30,0.5804
2014-07-01,0.5804
2014-07-02,0.5804
2014-07-03,0.5812
2014-07-04,0.5812
2014-07-05,0.5812
2014-07-06,0.5812
2014-07-07,0.5812
2014-07-08,0.5812
2014-07-09,0.5812
2014-07-10,0.5776
2014-07-11,0.5776
2014-07-12,0.5776
2014-07-13,0.5776
2014-07-14,0.5776
2014-07-15,0.5776
2014-07-16,0.6078
2014-07-17,0.6078
2014-07-18,0.6078
2014-07-19,0.6078
2014-07-20,0.6078
2014-07-21,0.6078
2014-07-22,0.6078
2014-07-23,0.6078
2014-07-24,0.5927
2014-07-25,0.5927
2014-07-26,0.5927
2014-07-27,0.5927
2014-07-28,0.5927
2014-07-29,0.5927
2014-07-30,0.5927
2014-07-31,0.5937
2014-08-01,0.5937
2014-08-02,0.5937
2014-08-03,0.5937
2014-08-04,0.5937
2014-08-05,0.5937
2014-08-06,0.5937
2014-08-07,0.5902
2014-08-08,0.5902
2014-08-09,0.5902
2014-08-10,0.5902
2014-08-11,0.5902
2014-08-12,0.5902
2014-08-13,0.5902
2014-08-14,0.5803
2014-08-15,0.5803
2014-08-16,0.5803
2014-08-17,0.5803
2014-08-18,0.5803
2014-08-19,0.5803
2014-08-20,0.5803
2014-08-21,0.58
2014-08-22,0.58
2014-08-23,0.58
2014-08-24,0.58
2014-08-25,0.58
2014-08-26,0.58
2014-08-27,0.58
2014-08-28,0.5722
2014-08-29,0.5722
2014-08-30,0.5722
2014-08-31,0.5722
2014-09-01,0.5722
2014-09-02,0.5722
2014-09-03,0.5722
2014-09-04,0.553
2014-09-05,0.553
2014-09-06,0.553
2014-09-07,0.553
2014-09-08,0.553
2014-09-09,0.553
2014-09-10,0.553
2014-09-11,0.541
2014-09-12,0.541
2014-09-13,0.541
2014-09-14,0.541
2014-09-15,0.541
2014-09-16,0.541
2014-09-17,0.541
2014-09-18,0.5361
2014-09-19,0.5361
2014-09-20,0.5361
2014-09-21,0.5361
2014-09-22,0.5361
2014-09-23,0.5361
2014-09-24,0.5361
2014-09-25,0.5323
2014-09-26,0.5323
2014-09-27,0.5323
2014-09-28,0.5323
2014-09-29,0.5229
2014-09-30,0.5229
2014-10-01,0.5229
2014-10-02,0.5229
2014-10-03,0.5229
2014-10-04,0.5229
2014-10-05,0.5229
2014-10-06,0.5229
2014-10-07,0.5229
2014-10-08,0.5229
2014-10-09,0.5229
2014-10-10,0.5199
2014-10-11,0.5199
2014-10-12,0.5199
2014-10-13,0.5199
2014-10-14,0.5199
2014-10-15,0.5199
2014-10-16,0.5004
2014-10-17,0.5004
2014-10-18,0.5004
2014-10-19,0.5004
2014-10-20,0.5004
2014-10-21,0.5004
2014-10-22,0.5004
2014-10-23,0.503
2014-10-24,0.503
2014-10-25,0.503
2014-10-26,0.503
2014-10-27,0.503
2014-10-28,0.503
2014-10-29,0.503
2014-10-30,0.5362
2014-10-31,0.5362
2014-11-01,0.5362
2014-11-02,0.5362
2014-11-03,0.5362
2014-11-04,0.5362
2014-11-05,0.5362
2014-11-06,0.5353
2014-11-07,0.5353
2014-11-08,0.5353
2014-11-09,0.5353
2014-11-10,0.5353
2014-11-11,0.5353
2014-11-12,0.5353
2014-11-13,0.5222
2014-11-14,0.5222
2014-11-15,0.5222
2014-11-16,0.5222
2014-11-17,0.5222
2014-11-18,0.5222
2014-11-19,0.5222
2014-11-20,0.5723
2014-11-21,0.5723
2014-11-22,0.5723
2014-11-23,0.5723
2014-11-24,0.5723
2014-11-25,0.5723
2014-11-26,0.5723
2014-11-27,0.5731
2014-11-28,0.5731
2014-11-29,0.5731
2014-11-30,0.5731
2014-12-01,0.5731
2014-12-02,0.5731
2014-12-03,0.5731
2014-12-04,0.5760000000000001
2014-12-05,0.5760000000000001
2014-12-06,0.5760000000000001
2014-12-07,0.5760000000000001
2014-12-08,0.5760000000000001
2014-12-09,0.5760000000000001
2014-12-10,0.5760000000000001
2014-12-11,0.5546
2014-12-12,0.5546
2014-12-13,0.5546
2014-12-14,0.5546
2014-12-15,0.5546
2014-12-16,0.5546
2014-12-17,0.5546
2014-12-18,0.5635
2014-12-19,0.5635
2014-12-20,0.5635
2014-12-21,0.5635
2014-12-22,0.5635
2014-12-23,0.5635
2014-12-24,0.5635
2014-12-25,0.5293
2014-12-26,0.5293
2014-12-27,0.5293
2014-12-28,0.5293
2014-12-29,0.5293
2014-12-30,0.5293
2014-12-31,0.5293
2015-01-01,0.5293
2015-01-02,0.5293
2015-01-03,0.5293
2015-01-04,0.5293
2015-01-05,0.5293
2015-01-06,0.5293
2015-01-07,0.5293
2015-01-08,0.5568
2015-01-09,0.5568
2015-01-10,0.5568
2015-01-11,0.5568
2015-01-12,0.5568
2015-01-13,0.5568
2015-01-14,0.5568
2015-01-15,0.5568
2015-01-16,0.5657
2015-01-17,0.5657
2015-01-18,0.5657
2015-01-19,0.5657
2015-01-20,0.5657
2015-01-21,0.5657
2015-01-22,0.5657
2015-01-23,0.5670000000000001
2015-01-24,0.5670000000000001
2015-01-25,0.5670000000000001
2015-01-26,0.5670000000000001
2015-01-27,0.5670000000000001
2015-01-28,0.5670000000000001
2015-01-29,0.5670000000000001
2015-01-30,0.5554
2015-01-31,0.5554
2015-02-01,0.5554
2015-02-02,0.5554
2015-02-03,0.5554
2015-02-04,0.5554
2015-02-05,0.5468999999999999
2015-02-06,0.5468999999999999
2015-02-07,0.5468999999999999
2015-02-08,0.5468999999999999
2015-02-09,0.5468999999999999
2015-02-10,0.5468999999999999
2015-02-11,0.5468999999999999
2015-02-12,0.55
2015-02-13,0.55
2015-02-14,0.55
2015-02-15,0.55
2015-02-16,0.55
2015-02-17,0.55
2015-02-18,0.55
2015-02-19,0.55
2015-02-20,0.55
2015-02-21,0.55
2015-02-22,0.55
2015-02-23,0.55
2015-02-24,0.55
2015-02-25,0.55
2015-02-26,0.55
2015-02-27,0.5394
2015-02-28,0.5394
2015-03-01,0.5394
2015-03-02,0.5394
2015-03-03,0.5394
2015-03-04,0.5394
2015-03-05,0.5031
2015-03-06,0.5031
2015-03-07,0.5031
2015-03-08,0.5031
2015-03-09,0.5031
2015-03-10,0.5031
2015-03-11,0.5031
2015-03-12,0.5031
2015-03-13,0.5091
2015-03-14,0.5091
2015-03-15,0.5091
2015-03-16,0.5091
2015-03-17,0.5091
2015-03-18,0.5091
2015-03-19,0.5363
2015-03-20,0.5363
2015-03-21,0.5363
2015-03-22,0.5363
2015-03-23,0.5363
2015-03-24,0.5363
2015-03-25,0.5363
2015-03-26,0.5363
2015-03-27,0.5289
2015-03-28,0.5289
2015-03-29,0.5289
2015-03-30,0.5289
2015-03-31,0.5289
2015-04-01,0.5289
2015-04-02,0.5042
2015-04-03,0.5042
2015-04-04,0.5042
2015-04-05,0.5042
2015-04-06,0.5042
2015-04-07,0.5042
2015-04-08,0.5042
2015-04-09,0.4826
2015-04-10,0.4826
2015-04-11,0.4826
2015-04-12,0.4826
2015-04-13,0.4826
2015-04-14,0.4826
2015-04-15,0.4826
2015-04-16,0.49979999999999997
2015-04-17,0.49979999999999997
2015-04-18,0.49979999999999997
2015-04-19,0.49979999999999997
2015-04-20,0.49979999999999997
2015-04-21,0.49979999999999997
2015-04-22,0.49979999999999997
2015-04-23,0.5207
2015-04-24,0.5207
2015-04-25,0.5207
2015-04-26,0.5207
2015-04-27,0.5207
2015-04-28,0.5207
2015-04-29,0.5207
2015-04-30,0.5311
2015-05-01,0.5311
2015-05-02,0.5311
2015-05-03,0.5311
2015-05-04,0.5311
2015-05-05,0.5311
2015-05-06,0.5311
