Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2019-04-01 17:35:00,,,,,0.0,1.0
2019-04-03 17:27:00,,,,,0.0,1.0
2019-04-03 18:24:00,,,,,0.0,1.0
2019-04-03 18:39:00,,,,,0.0,1.0
2019-04-08 17:34:00,,,,,-1.0,1.0
2019-04-08 18:30:00,,,,,-1.0,2.0
2019-04-08 20:03:00,,,,,-1.0,1.0
2019-04-09 18:03:00,,,,,-1.0,10.0
2019-04-09 18:16:00,56.37,56.36,56.36,56.37,2.0,2.0
2019-04-09 18:17:00,56.44,56.44,56.44,56.44,1.0,1.0
2019-04-09 18:25:00,56.43,56.42,56.43,56.42,4.0,4.0
2019-04-09 18:27:00,56.5,56.43,56.43,56.5,11.0,19.0
2019-04-09 18:28:00,56.51,56.51,56.51,56.51,1.0,4.0
2019-04-09 18:29:00,56.56,56.52,56.52,56.56,4.0,10.0
2019-04-09 18:30:00,56.58,56.58,56.58,56.58,1.0,1.0
2019-07-19 15:39:00,,,,,0.0,1.0
2019-07-19 15:41:00,,,,,0.0,1.0
2019-07-19 15:45:00,,,,,0.0,1.0
2019-07-19 18:26:00,,,,,0.0,1.0
2019-07-19 19:42:00,,,,,0.0,1.0
2019-07-22 07:43:00,,,,,-1.0,10.0
2019-07-22 14:45:00,,,,,-1.0,1.0
2019-07-23 13:19:00,,,,,-1.0,6.0
2019-07-23 13:24:00,,,,,-1.0,1.0
2019-07-23 16:21:00,,,,,-1.0,16.0
2019-07-23 16:58:00,,,,,-1.0,2.0
2019-07-23 17:00:00,,,,,-1.0,1.0
2019-07-23 17:18:00,,,,,-1.0,1.0
2019-07-23 17:24:00,,,,,-1.0,5.0
2019-07-23 17:25:00,,,,,-1.0,11.0
2019-07-23 17:26:00,,,,,-1.0,1.0
2019-07-23 17:27:00,,,,,-1.0,7.0
2019-07-23 18:03:00,,,,,-1.0,1.0
2019-07-23 18:40:00,53.1,53.1,53.1,53.1,1.0,2.0
2019-09-16 12:27:00,,,,,0.0,5.0
2019-09-16 14:08:00,,,,,0.0,10.0
2019-09-16 18:24:00,,,,,0.0,2.0
2019-09-16 18:29:00,,,,,0.0,9.0
2019-09-16 18:30:00,,,,,0.0,1.0
2019-09-16 20:06:00,,,,,0.0,3.0
2019-09-17 13:42:00,,,,,0.0,10.0
2019-09-17 13:57:00,,,,,0.0,1.0
2019-09-20 14:03:00,,,,,0.0,2.0
2019-09-20 15:06:00,,,,,0.0,20.0
2019-09-20 15:15:00,,,,,0.0,1.0
2019-09-20 17:44:00,,,,,0.0,20.0
2019-09-20 17:52:00,,,,,0.0,1.0
2019-09-20 17:53:00,,,,,0.0,2.0
2019-09-20 17:54:00,,,,,0.0,5.0
2019-09-20 17:55:00,,,,,0.0,8.0
2019-09-20 17:56:00,,,,,0.0,34.0
2019-09-20 18:23:00,,,,,0.0,1.0
2019-09-20 18:27:00,,,,,0.0,5.0
