Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2019-07-25 17:05:00,,,,,0.0,1.0
2019-07-25 17:06:00,,,,,0.0,99.0
2019-07-25 18:33:00,,,,,0.0,200.0
2019-07-26 18:11:00,,,,,0.0,6.0
2019-07-26 18:12:00,,,,,0.0,30.0
2019-07-26 18:18:00,,,,,0.0,1.0
2019-07-26 18:20:00,,,,,0.0,15.0
2019-07-26 18:21:00,,,,,0.0,15.0
2019-07-26 18:28:00,,,,,0.0,10.0
2019-07-26 18:32:00,,,,,0.0,5.0
2019-07-26 20:22:00,,,,,0.0,5.0
2019-07-30 18:22:00,,,,,0.0,1.0
2019-08-02 01:12:00,,,,,0.0,3.0
2019-08-02 12:33:00,,,,,0.0,2.0
2019-08-02 12:34:00,,,,,0.0,1.0
2019-08-02 13:01:00,,,,,0.0,4.0
2019-08-02 13:02:00,,,,,0.0,7.0
2019-08-06 17:15:00,,,,,0.0,8.0
2019-08-06 17:16:00,,,,,0.0,10.0
2019-08-06 17:17:00,,,,,0.0,6.0
2019-08-06 17:18:00,,,,,0.0,6.0
2019-08-06 17:19:00,,,,,0.0,2.0
2019-08-08 16:10:00,,,,,0.0,2.0
2019-08-08 16:11:00,,,,,0.0,2.0
2019-08-08 16:16:00,,,,,0.0,5.0
2019-08-08 16:21:00,,,,,0.0,1.0
2019-08-08 16:22:00,,,,,0.0,8.0
2019-08-09 17:37:00,,,,,0.0,12.0
2019-08-09 17:39:00,,,,,0.0,2.0
2019-08-09 17:41:00,,,,,0.0,1.0
2019-08-09 18:08:00,,,,,0.0,1.0
2019-08-09 18:09:00,,,,,0.0,7.0
2019-08-09 18:10:00,,,,,0.0,2.0
2019-08-09 18:11:00,,,,,0.0,4.0
2019-08-09 19:50:00,,,,,0.0,1.0
2019-08-12 05:26:00,,,,,-1.0,1.0
2019-08-13 20:18:00,52.5,52.5,52.5,52.5,1.0,2.0
2019-12-09 12:48:00,,,,,-1.0,30.0
2019-12-10 21:56:00,,,,,-1.0,7.0
2019-12-11 15:38:00,52.04,52.04,52.04,52.04,5.0,5.0
2019-12-13 14:03:00,,,,,-1.0,14.0
2019-12-13 14:10:00,,,,,-1.0,3.0
2019-12-13 15:05:00,,,,,-1.0,33.0
2019-12-13 15:40:00,,,,,-1.0,3.0
2019-12-13 16:47:00,52.46,52.46,52.46,52.46,23.0,25.0
2019-12-13 16:48:00,52.46,52.46,52.46,52.46,27.0,31.0
2019-12-16 12:35:00,,,,,0.0,100.0
2019-12-18 18:47:00,,,,,0.0,1.0
2019-12-18 20:15:00,,,,,0.0,2.0
2019-12-18 20:22:00,,,,,0.0,2.0
2019-12-19 17:24:00,,,,,0.0,6.0
2019-12-19 17:25:00,,,,,0.0,1.0
2019-12-19 17:26:00,,,,,0.0,1.0
2019-12-20 15:18:00,,,,,0.0,1.0
2019-12-24 15:08:00,,,,,0.0,40.0
2019-12-24 16:11:00,,,,,0.0,3.0
2019-12-26 20:10:00,,,,,0.0,3.0
2019-12-26 20:27:00,,,,,0.0,1.0
2019-12-26 20:28:00,,,,,0.0,3.0
2019-12-27 19:31:00,,,,,0.0,8.0
2019-12-27 20:17:00,,,,,0.0,1.0
2019-12-27 20:26:00,,,,,0.0,1.0
2019-12-27 21:02:00,,,,,0.0,1.0
2019-12-30 09:36:00,,,,,-1.0,15.0
2019-12-30 09:43:00,,,,,-1.0,22.0
2019-12-30 12:48:00,,,,,-1.0,3.0
2019-12-30 13:01:00,,,,,-1.0,5.0
2019-12-30 16:30:00,,,,,-1.0,2.0
2019-12-30 16:31:00,,,,,-1.0,4.0
2019-12-30 16:32:00,,,,,-1.0,28.0
2019-12-30 16:33:00,,,,,-1.0,15.0
