Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2019-04-25 08:07:00,,,,,-1.0,25.0
2019-04-25 17:37:00,57.71,57.71,57.71,57.71,1.0,1.0
2019-04-25 17:48:00,57.71,57.71,57.71,57.71,4.0,5.0
2019-04-25 17:49:00,57.71,57.71,57.71,57.71,3.0,3.0
2019-04-25 17:56:00,57.71,57.71,57.71,57.71,6.0,6.0
2019-04-25 17:57:00,57.71,57.71,57.71,57.71,4.0,6.0
2019-04-25 18:01:00,57.74,57.74,57.74,57.74,1.0,2.0
2019-12-16 12:33:00,,,,,0.0,70.0
2019-12-16 16:58:00,,,,,0.0,101.0
2019-12-16 17:02:00,,,,,0.0,18.0
2019-12-16 18:53:00,,,,,0.0,1.0
2019-12-16 21:24:00,,,,,0.0,1.0
2019-12-16 21:26:00,,,,,0.0,1.0
2019-12-16 21:33:00,,,,,0.0,1.0
2019-12-17 13:23:00,,,,,0.0,5.0
2019-12-17 13:48:00,,,,,0.0,20.0
2019-12-17 16:49:00,,,,,0.0,16.0
2019-12-17 18:27:00,,,,,0.0,4.0
2019-12-17 21:53:00,,,,,0.0,3.0
2019-12-18 11:06:00,,,,,0.0,98.0
2019-12-18 14:50:00,,,,,0.0,40.0
2019-12-18 14:51:00,,,,,0.0,50.0
2019-12-18 15:31:00,,,,,0.0,40.0
2019-12-18 15:48:00,,,,,0.0,13.0
2019-12-18 21:52:00,,,,,0.0,1.0
2019-12-19 02:23:00,,,,,0.0,48.0
2019-12-19 15:54:00,,,,,0.0,6.0
2019-12-19 16:03:00,,,,,0.0,43.0
2019-12-19 16:10:00,,,,,0.0,23.0
2019-12-19 17:24:00,,,,,0.0,4.0
2019-12-19 17:28:00,,,,,0.0,2.0
2019-12-19 18:44:00,,,,,0.0,50.0
2019-12-19 18:59:00,,,,,0.0,3.0
2019-12-20 14:15:00,,,,,0.0,25.0
2019-12-20 14:18:00,,,,,0.0,3.0
2019-12-20 14:39:00,,,,,0.0,20.0
2019-12-20 14:59:00,,,,,0.0,20.0
2019-12-20 15:52:00,,,,,0.0,48.0
2019-12-20 15:58:00,,,,,0.0,1.0
2019-12-20 16:39:00,,,,,0.0,4.0
2019-12-20 18:03:00,,,,,0.0,20.0
2019-12-20 18:09:00,,,,,0.0,60.0
2019-12-23 15:57:00,,,,,0.0,1.0
2019-12-23 21:06:00,,,,,0.0,12.0
2019-12-24 16:14:00,,,,,0.0,3.0
2019-12-24 16:51:00,,,,,0.0,10.0
2019-12-24 18:40:00,,,,,0.0,2.0
2019-12-26 16:47:00,,,,,0.0,1.0
2019-12-26 17:46:00,,,,,0.0,8.0
2019-12-26 19:21:00,,,,,0.0,7.0
2019-12-27 14:59:00,,,,,0.0,3.0
2019-12-27 17:09:00,,,,,0.0,9.0
2019-12-27 17:14:00,,,,,0.0,19.0
2019-12-27 17:44:00,,,,,0.0,50.0
2019-12-27 20:57:00,,,,,0.0,1.0
2019-12-27 21:05:00,,,,,0.0,1.0
2019-12-27 21:28:00,,,,,0.0,2.0
2019-12-27 21:29:00,,,,,0.0,4.0
2019-12-30 10:26:00,,,,,-1.0,5.0
2019-12-30 13:15:00,,,,,-1.0,6.0
2019-12-30 13:22:00,54.77,54.77,54.77,54.77,1.0,2.0
2019-12-30 13:23:00,54.77,54.77,54.77,54.77,1.0,3.0
2019-12-30 13:31:00,54.8,54.8,54.8,54.8,1.0,4.0
2019-12-30 13:32:00,,,,,-1.0,4.0
2019-12-30 13:35:00,54.81,54.81,54.81,54.81,1.0,1.0
2019-12-30 13:37:00,54.79,54.79,54.79,54.79,3.0,3.0
2019-12-30 13:44:00,54.8,54.8,54.8,54.8,1.0,1.0
2019-12-30 13:47:00,54.79,54.79,54.79,54.79,1.0,6.0
2019-12-30 13:50:00,54.81,54.81,54.81,54.81,1.0,1.0
2019-12-30 14:36:00,,,,,-1.0,30.0
2019-12-30 14:52:00,,,,,-1.0,1.0
2019-12-30 18:11:00,,,,,-1.0,100.0
2019-12-30 20:44:00,,,,,-1.0,2.0
2019-12-31 14:01:00,,,,,-1.0,42.0
2019-12-31 14:03:00,,,,,-1.0,2.0
2019-12-31 14:05:00,,,,,-1.0,20.0
2019-12-31 18:55:00,,,,,-1.0,100.0
2019-12-31 19:17:00,,,,,-1.0,195.0
2020-01-02 14:47:00,,,,,-1.0,13.0
2020-01-02 14:59:00,,,,,-1.0,44.0
2020-01-02 15:09:00,,,,,-1.0,45.0
2020-01-02 16:38:00,,,,,-1.0,10.0
2020-01-02 20:01:00,,,,,-1.0,2.0
2020-01-03 01:51:00,55.0,55.0,55.0,55.0,27.0,62.0
2020-01-03 05:26:00,,,,,-1.0,187.0
2020-01-03 05:28:00,,,,,-1.0,36.0
2020-01-03 05:37:00,,,,,-1.0,4.0
2020-01-03 09:59:00,,,,,-1.0,160.0
2020-01-03 10:16:00,,,,,-1.0,35.0
2020-01-03 13:55:00,,,,,-1.0,160.0
2020-01-03 14:13:00,,,,,-1.0,40.0
2020-01-03 14:44:00,,,,,-1.0,50.0
2020-01-03 14:53:00,,,,,-1.0,23.0
2020-01-03 15:26:00,,,,,-1.0,30.0
2020-01-03 15:30:00,,,,,-1.0,13.0
2020-01-03 15:34:00,,,,,-1.0,1.0
2020-01-03 15:35:00,,,,,-1.0,1.0
2020-01-03 16:21:00,,,,,-1.0,66.0
2020-01-03 18:15:00,,,,,-1.0,24.0
2020-01-03 18:40:00,55.01,55.01,55.01,55.01,37.0,37.0
2020-01-03 18:41:00,55.04,55.02,55.02,55.04,32.0,32.0
2020-01-03 20:43:00,,,,,-1.0,1.0
2020-01-03 20:48:00,,,,,-1.0,1.0
2020-01-03 20:53:00,,,,,-1.0,50.0
2020-01-06 10:44:00,,,,,-1.0,25.0
2020-01-06 12:41:00,55.03,55.03,55.03,55.03,11.0,11.0
2020-01-06 12:42:00,55.03,55.03,55.03,55.03,4.0,4.0
2020-01-06 12:48:00,55.02,55.02,55.02,55.02,11.0,11.0
2020-01-06 12:49:00,55.03,55.03,55.03,55.03,3.0,3.0
2020-01-06 12:50:00,55.03,55.03,55.03,55.03,4.0,4.0
2020-01-06 12:52:00,55.03,55.03,55.03,55.03,1.0,1.0
2020-01-06 12:54:00,55.03,55.03,55.03,55.03,6.0,6.0
2020-01-06 12:55:00,55.03,55.03,55.03,55.03,43.0,43.0
2020-01-06 12:56:00,55.03,55.03,55.03,55.03,12.0,12.0
2020-01-06 12:57:00,55.03,55.03,55.03,55.03,1.0,1.0
2020-01-06 12:58:00,55.03,55.03,55.03,55.03,4.0,4.0
2020-01-06 15:41:00,,,,,-1.0,16.0
2020-01-06 16:09:00,,,,,-1.0,8.0
2020-01-06 17:40:00,,,,,-1.0,16.0
2020-01-06 17:44:00,,,,,-1.0,6.0
2020-01-06 19:16:00,54.92,54.92,54.92,54.92,1.0,1.0
2020-01-06 19:19:00,54.92,54.91,54.92,54.92,4.0,4.0
2020-01-06 19:21:00,54.92,54.92,54.92,54.92,1.0,1.0
2020-01-06 19:22:00,54.92,54.91,54.92,54.91,2.0,2.0
2020-01-06 19:28:00,54.92,54.92,54.92,54.92,1.0,1.0
2020-01-06 19:29:00,54.92,54.91,54.92,54.92,84.0,121.0
2020-01-06 21:35:00,,,,,-1.0,30.0
2020-01-07 14:08:00,,,,,-1.0,10.0
2020-01-07 18:43:00,,,,,-1.0,5.0
2020-01-07 18:46:00,,,,,-1.0,7.0
2020-01-07 23:36:00,55.25,55.25,55.25,55.25,25.0,50.0
2020-01-08 00:58:00,,,,,-1.0,1.0
2020-01-08 01:26:00,,,,,-1.0,10.0
2020-01-08 01:30:00,,,,,-1.0,170.0
2020-01-08 12:51:00,,,,,-1.0,12.0
2020-01-08 13:04:00,,,,,-1.0,15.0
2020-01-08 13:12:00,,,,,-1.0,11.0
2020-01-08 13:16:00,,,,,-1.0,40.0
2020-01-08 14:44:00,,,,,-1.0,13.0
2020-01-08 16:05:00,,,,,-1.0,20.0
2020-01-08 16:30:00,,,,,-1.0,6.0
2020-01-08 16:38:00,,,,,-1.0,15.0
2020-01-08 16:45:00,,,,,-1.0,4.0
2020-01-08 16:46:00,,,,,-1.0,7.0
2020-01-08 16:54:00,,,,,-1.0,25.0
2020-01-08 19:19:00,,,,,-1.0,11.0
2020-01-08 19:29:00,,,,,-1.0,1.0
2020-01-09 13:08:00,,,,,-1.0,26.0
2020-01-09 13:46:00,,,,,-1.0,1.0
2020-01-09 13:48:00,,,,,-1.0,8.0
2020-01-09 14:05:00,,,,,-1.0,9.0
2020-01-09 14:24:00,,,,,-1.0,19.0
2020-01-09 14:52:00,,,,,-1.0,11.0
2020-01-09 14:55:00,,,,,-1.0,7.0
2020-01-09 15:01:00,,,,,-1.0,7.0
2020-01-09 15:32:00,,,,,-1.0,15.0
2020-01-09 15:38:00,,,,,-1.0,2.0
2020-01-09 17:23:00,,,,,-1.0,100.0
2020-01-10 17:15:00,,,,,-1.0,3.0
2020-01-10 19:03:00,,,,,-1.0,6.0
2020-01-10 19:11:00,,,,,-1.0,2.0
2020-01-10 19:12:00,,,,,-1.0,17.0
