Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2019-03-26 14:34:00,,,,,0.0,13.0
2019-04-01 17:29:00,1334.0,1334.0,1334.0,1334.0,1.0,2.0
2019-04-01 17:32:00,1333.2,1333.1,1333.2,1333.1,2.0,8.0
2019-04-02 14:34:00,1333.3,1333.3,1333.3,1333.3,1.0,1.0
2019-04-03 14:54:00,1335.4,1335.4,1335.4,1335.4,1.0,1.0
2019-04-04 14:08:00,1326.4,1326.4,1326.4,1326.4,1.0,1.0
2019-04-08 13:26:00,1348.2,1348.2,1348.2,1348.2,1.0,1.0
2019-04-09 13:37:00,1350.5,1350.5,1350.5,1350.5,3.0,4.0
2019-04-10 13:33:00,1349.9,1349.9,1349.9,1349.9,3.0,6.0
2019-04-12 17:27:00,,,,,-1.0,50.0
2019-04-12 17:28:00,,,,,-1.0,25.0
2019-04-15 13:54:00,1328.4,1328.4,1328.4,1328.4,1.0,2.0
2019-04-16 13:36:00,1317.1,1317.1,1317.1,1317.1,1.0,2.0
2019-04-16 13:37:00,1317.1,1317.1,1317.1,1317.1,1.0,2.0
2019-04-16 13:47:00,1318.5,1318.5,1318.5,1318.5,2.0,4.0
2019-04-23 07:11:00,1315.2,1315.2,1315.2,1315.2,2.0,4.0
2019-04-26 14:22:00,1329.3,1329.3,1329.3,1329.3,3.0,10.0
2019-04-29 10:33:00,,,,,-1.0,3.0
2019-05-02 13:48:00,1309.4,1309.4,1309.4,1309.4,1.0,2.0
2019-05-03 12:37:00,1314.7,1314.1,1314.1,1314.7,2.0,2.0
2019-05-09 13:36:00,1322.3,1322.3,1322.3,1322.3,1.0,2.0
2019-05-13 12:09:00,,,,,-1.0,2.0
2019-05-13 14:18:00,,,,,-1.0,4.0
2019-05-13 18:49:00,1340.2,1340.2,1340.2,1340.2,1.0,4.0
2019-05-14 02:13:00,1338.2,1338.2,1338.2,1338.2,1.0,1.0
2019-05-14 14:20:00,1335.1,1335.1,1335.1,1335.1,1.0,1.0
2019-05-15 14:54:00,1334.3,1334.3,1334.3,1334.3,4.0,11.0
2019-05-16 13:39:00,1330.0,1330.0,1330.0,1330.0,3.0,5.0
2019-05-17 03:44:00,1323.9,1323.9,1323.9,1323.9,1.0,3.0
2019-05-17 03:52:00,1323.9,1323.9,1323.9,1323.9,1.0,1.0
2019-05-17 13:36:00,1319.3,1319.3,1319.3,1319.3,1.0,6.0
2019-05-17 16:45:00,1313.8,1313.8,1313.8,1313.8,2.0,2.0
2019-05-20 14:00:00,1314.1,1314.1,1314.1,1314.1,1.0,1.0
2019-05-20 14:01:00,1314.1,1314.1,1314.1,1314.1,6.0,10.0
2019-05-21 13:07:00,1309.5,1309.5,1309.5,1309.5,1.0,1.0
2019-05-22 04:26:00,1311.4,1311.4,1311.4,1311.4,1.0,1.0
2019-05-22 04:27:00,1311.4,1311.4,1311.4,1311.4,1.0,1.0
2019-05-22 04:30:00,1312.3,1312.3,1312.3,1312.3,1.0,2.0
2019-05-23 14:56:00,1322.9,1322.9,1322.9,1322.9,1.0,2.0
2019-05-24 15:35:00,1322.4,1322.4,1322.4,1322.4,3.0,11.0
2019-05-24 19:06:00,,,,,-1.0,7.0
2019-05-28 12:16:00,1317.4,1317.4,1317.4,1317.4,1.0,1.0
2019-05-28 13:51:00,,,,,-1.0,14.0
2019-05-28 15:38:00,,,,,-1.0,52.0
2019-05-29 08:49:00,,,,,-1.0,2.0
2019-05-29 09:18:00,,,,,-1.0,5.0
