,wind_code,source,update_time,collection,date,tr_code,commodity,area,name,remain_days,specific_contract,switch_contract
0,,,2020-02-24 19:24:50.000,DerivDB,2020-02-24,,,,P.DCE_m1,,,
0,,,2020-02-24 19:24:50.052,DerivDB,2020-02-24,,,,P.DCE_m2,,,
0,,,2020-02-24 19:24:50.137,DerivDB,2020-02-24,,,,CF.CZC_m1,,,
0,,,2020-02-24 19:24:50.187,DerivDB,2020-02-24,,,,CF.CZC_m2,,,
0,,,2020-02-24 19:24:50.266,DerivDB,2020-02-24,,,,OI.CZC_m1,,,
0,,,2020-02-24 19:24:50.316,DerivDB,2020-02-24,,,,OI.CZC_m2,,,
0,L.DCE,,2020-02-24 19:04:25.818,FuturesMD,2020-02-24,,,,,85.0,L2005.DCE,False
0,PP.DCE,,2020-02-24 19:04:32.751,FuturesMD,2020-02-24,,,,,85.0,PP2005.DCE,False
0,I.DCE,,2020-02-24 19:04:40.573,FuturesMD,2020-02-24,,,,,85.0,I2005.DCE,False
0,J.DCE,,2020-02-24 19:04:49.155,FuturesMD,2020-02-24,,,,,85.0,J2005.DCE,False
0,JM.DCE,,2020-02-24 19:04:56.546,FuturesMD,2020-02-24,,,,,85.0,JM2005.DCE,False
0,M.DCE,,2020-02-24 19:05:01.715,FuturesMD,2020-02-24,,,,,85.0,M2005.DCE,False
0,C.DCE,,2020-02-24 19:05:05.317,FuturesMD,2020-02-24,,,,,85.0,C2005.DCE,False
0,RB.SHF,,2020-02-24 19:05:12.735,FuturesMD,2020-02-24,,,,,81.0,RB2005.SHF,False
0,BU.SHF,,2020-02-24 19:05:19.116,FuturesMD,2020-02-24,,,,,112.0,BU2006.SHF,False
0,RU.SHF,,2020-02-24 19:05:24.569,FuturesMD,2020-02-24,,,,,81.0,RU2005.SHF,False
0,NI.SHF,,2020-02-24 19:05:32.969,FuturesMD,2020-02-24,,,,,51.0,NI2004.SHF,False
0,HC.SHF,,2020-02-24 19:05:39.845,FuturesMD,2020-02-24,,,,,81.0,HC2005.SHF,False
0,TA.CZC,,2020-02-24 19:05:44.957,FuturesMD,2020-02-24,,,,,85.0,TA005.CZC,False
0,MA.CZC,,2020-02-24 19:05:52.418,FuturesMD,2020-02-24,,,,,85.0,MA005.CZC,False
0,AP.CZC,,2020-02-24 19:05:56.657,FuturesMD,2020-02-24,,,,,85.0,AP005.CZC,False
0,ZC.CZC,,2020-02-24 19:06:03.592,FuturesMD,2020-02-24,,,,,78.0,ZC005.CZC,False
0,SR.CZC,,2020-02-24 19:06:06.318,FuturesMD,2020-02-24,,,,,85.0,SR005.CZC,False
0,RM.CZC,,2020-02-24 19:06:10.447,FuturesMD,2020-02-24,,,,,85.0,RM005.CZC,False
0,SC.INE,,2020-02-24 19:06:21.414,FuturesMD,2020-02-24,,,,,36.0,SC2004.INE,False
0,EG.DCE,,2020-02-24 19:06:28.152,FuturesMD,2020-02-24,,,,,92.0,EG2005.DCE,False
0,SP.SHF,,2020-02-24 19:06:35.328,FuturesMD,2020-02-24,,,,,81.0,SP2005.SHF,False
0,FG.CZC,,2020-02-24 19:06:42.959,FuturesMD,2020-02-24,,,,,85.0,FG005.CZC,False
0,V.DCE,,2020-02-24 19:06:51.260,FuturesMD,2020-02-24,,,,,85.0,V2005.DCE,False
0,CU.SHF,,2020-02-24 19:07:07.625,FuturesMD,2020-02-24,,,,,51.0,CU2004.SHF,False
0,AL.SHF,,2020-02-24 19:07:21.165,FuturesMD,2020-02-24,,,,,51.0,AL2004.SHF,False
0,AG.SHF,,2020-02-24 19:07:28.056,FuturesMD,2020-02-24,,,,,112.0,AG2006.SHF,False
0,AU.SHF,,2020-02-24 19:07:33.271,FuturesMD,2020-02-24,,,,,112.0,AU2006.SHF,False
0,FU.SHF,,2020-02-24 19:07:40.443,FuturesMD,2020-02-24,,,,,66.0,FU2005.SHF,False
0,IF.CFE,,2020-02-24 19:07:44.089,FuturesMD,2020-02-24,,,,,25.0,IF2003.CFE,False
0,IC.CFE,,2020-02-24 19:07:48.068,FuturesMD,2020-02-24,,,,,25.0,IC2003.CFE,False
0,IH.CFE,,2020-02-24 19:07:51.569,FuturesMD,2020-02-24,,,,,25.0,IH2003.CFE,False
0,ZN.SHF,,2020-02-24 19:07:59.353,FuturesMD,2020-02-24,,,,,51.0,ZN2004.SHF,False
0,PB.SHF,,2020-02-24 19:08:07.333,FuturesMD,2020-02-24,,,,,51.0,PB2004.SHF,False
0,SN.SHF,,2020-02-24 19:08:15.076,FuturesMD,2020-02-24,,,,,112.0,SN2006.SHF,False
0,EB.DCE,,2020-02-24 19:08:23.055,FuturesMD,2020-02-24,,,,,92.0,EB2005.DCE,False
0,Y.DCE,,2020-02-24 19:08:29.385,FuturesMD,2020-02-24,,,,,85.0,Y2005.DCE,False
0,P.DCE,,2020-02-24 19:08:38.975,FuturesMD,2020-02-24,,,,,85.0,P2005.DCE,False
0,CF.CZC,,2020-02-24 19:08:43.786,FuturesMD,2020-02-24,,,,,85.0,CF005.CZC,False
0,OI.CZC,,2020-02-24 19:08:48.690,FuturesMD,2020-02-24,,,,,85.0,OI005.CZC,False
