date_time,open,high,low,close,volume,amount,position,date,time
2019-05-13 09:00:00,570.6,571.4,570.4,570.4,36.0,0.0,368.0,2019-05-13,09:00:00
2019-05-13 09:01:00,570.4,570.4,570.4,570.4,12.0,0.0,380.0,2019-05-13,09:01:00
2019-05-13 09:02:00,570.4,570.4,570.4,570.4,12.0,0.0,392.0,2019-05-13,09:02:00
2019-05-13 09:03:00,571.0,571.0,570.6,570.6,18.0,0.0,410.0,2019-05-13,09:03:00
2019-05-13 09:05:00,571.0,571.2,571.0,571.2,28.0,0.0,438.0,2019-05-13,09:05:00
2019-05-13 09:06:00,571.4,571.4,571.4,571.4,10.0,0.0,444.0,2019-05-13,09:06:00
2019-05-13 09:07:00,572.0,572.0,572.0,572.0,6.0,0.0,444.0,2019-05-13,09:07:00
2019-05-13 09:08:00,572.0,572.0,571.8,572.0,14.0,0.0,452.0,2019-05-13,09:08:00
2019-05-13 09:09:00,572.0,572.2,572.0,572.2,6.0,0.0,458.0,2019-05-13,09:09:00
2019-05-13 09:11:00,572.2,572.4,572.2,572.4,6.0,0.0,464.0,2019-05-13,09:11:00
2019-05-13 09:12:00,572.8,572.8,572.8,572.8,2.0,0.0,466.0,2019-05-13,09:12:00
2019-05-13 09:13:00,572.2,572.2,572.2,572.2,4.0,0.0,470.0,2019-05-13,09:13:00
2019-05-13 09:14:00,572.2,572.2,572.0,572.0,6.0,0.0,476.0,2019-05-13,09:14:00
2019-05-13 09:15:00,572.2,572.4,572.2,572.4,8.0,0.0,482.0,2019-05-13,09:15:00
2019-05-13 09:16:00,571.8,571.8,571.8,571.8,12.0,0.0,494.0,2019-05-13,09:16:00
2019-05-13 09:17:00,572.0,572.0,572.0,572.0,2.0,0.0,494.0,2019-05-13,09:17:00
2019-05-13 09:18:00,572.0,572.0,572.0,572.0,4.0,0.0,498.0,2019-05-13,09:18:00
2019-05-13 09:19:00,572.0,572.0,572.0,572.0,2.0,0.0,500.0,2019-05-13,09:19:00
2019-05-13 09:20:00,571.6,571.6,571.6,571.6,2.0,0.0,500.0,2019-05-13,09:20:00
2019-05-13 09:21:00,571.4,571.4,571.4,571.4,4.0,0.0,502.0,2019-05-13,09:21:00
2019-05-13 09:24:00,571.6,571.6,571.6,571.6,2.0,0.0,504.0,2019-05-13,09:24:00
2019-05-13 09:29:00,573.6,573.6,573.6,573.6,6.0,0.0,510.0,2019-05-13,09:29:00
2019-05-13 09:30:00,573.8,573.8,573.8,573.8,2.0,0.0,508.0,2019-05-13,09:30:00
2019-05-13 09:34:00,573.6,573.6,573.6,573.6,6.0,0.0,514.0,2019-05-13,09:34:00
2019-05-13 09:35:00,573.6,573.6,573.6,573.6,4.0,0.0,518.0,2019-05-13,09:35:00
2019-05-13 09:38:00,572.6,572.8,572.6,572.8,6.0,0.0,520.0,2019-05-13,09:38:00
2019-05-13 09:39:00,572.8,572.8,572.8,572.8,4.0,0.0,524.0,2019-05-13,09:39:00
2019-05-13 09:41:00,573.4,573.4,573.4,573.4,2.0,0.0,522.0,2019-05-13,09:41:00
2019-05-13 09:43:00,573.6,573.6,573.6,573.6,2.0,0.0,524.0,2019-05-13,09:43:00
2019-05-13 09:45:00,574.0,574.0,574.0,574.0,2.0,0.0,526.0,2019-05-13,09:45:00
2019-05-13 09:49:00,574.4,575.0,574.4,575.0,10.0,0.0,536.0,2019-05-13,09:49:00
2019-05-13 09:50:00,575.0,575.0,575.0,575.0,4.0,0.0,540.0,2019-05-13,09:50:00
2019-05-13 09:51:00,575.0,575.0,575.0,575.0,4.0,0.0,542.0,2019-05-13,09:51:00
2019-05-13 09:53:00,575.0,575.0,575.0,575.0,4.0,0.0,544.0,2019-05-13,09:53:00
2019-05-13 09:54:00,575.2,575.2,575.2,575.2,2.0,0.0,546.0,2019-05-13,09:54:00
2019-05-13 09:55:00,575.0,575.0,575.0,575.0,2.0,0.0,548.0,2019-05-13,09:55:00
2019-05-13 09:57:00,575.6,575.6,575.6,575.6,16.0,0.0,564.0,2019-05-13,09:57:00
2019-05-13 09:58:00,575.2,575.2,575.2,575.2,2.0,0.0,566.0,2019-05-13,09:58:00
2019-05-13 10:00:00,575.0,575.0,575.0,575.0,2.0,0.0,566.0,2019-05-13,10:00:00
2019-05-13 10:05:00,575.4,576.2,575.4,576.2,34.0,0.0,598.0,2019-05-13,10:05:00
2019-05-13 10:06:00,576.2,577.0,576.2,576.8,30.0,0.0,618.0,2019-05-13,10:06:00
2019-05-13 10:07:00,576.8,576.8,576.8,576.8,4.0,0.0,622.0,2019-05-13,10:07:00
2019-05-13 10:08:00,575.4,575.4,575.4,575.4,2.0,0.0,622.0,2019-05-13,10:08:00
2019-05-13 10:09:00,576.0,576.0,576.0,576.0,6.0,0.0,626.0,2019-05-13,10:09:00
2019-05-13 10:13:00,576.0,576.0,576.0,576.0,4.0,0.0,630.0,2019-05-13,10:13:00
2019-05-13 10:30:00,576.2,576.2,576.2,576.2,18.0,0.0,648.0,2019-05-13,10:30:00
2019-05-13 10:31:00,576.6,576.6,576.6,576.6,22.0,0.0,670.0,2019-05-13,10:31:00
2019-05-13 10:32:00,576.6,576.8,576.6,576.8,42.0,0.0,712.0,2019-05-13,10:32:00
2019-05-13 10:33:00,577.0,577.0,577.0,577.0,22.0,0.0,732.0,2019-05-13,10:33:00
2019-05-13 10:34:00,577.0,577.0,576.4,576.4,20.0,0.0,752.0,2019-05-13,10:34:00
2019-05-13 10:36:00,576.6,576.8,576.4,576.4,8.0,0.0,760.0,2019-05-13,10:36:00
2019-05-13 10:40:00,576.4,576.4,576.4,576.4,2.0,0.0,762.0,2019-05-13,10:40:00
2019-05-13 10:46:00,576.8,576.8,576.8,576.8,2.0,0.0,764.0,2019-05-13,10:46:00
2019-05-13 10:49:00,577.0,577.0,577.0,577.0,4.0,0.0,768.0,2019-05-13,10:49:00
2019-05-13 10:54:00,576.4,576.4,576.4,576.4,2.0,0.0,770.0,2019-05-13,10:54:00
2019-05-13 10:55:00,576.8,576.8,576.8,576.8,4.0,0.0,774.0,2019-05-13,10:55:00
2019-05-13 11:01:00,576.6,576.6,576.6,576.6,2.0,0.0,774.0,2019-05-13,11:01:00
2019-05-13 11:04:00,576.2,576.2,576.2,576.2,6.0,0.0,778.0,2019-05-13,11:04:00
2019-05-13 11:05:00,576.2,576.2,576.2,576.2,2.0,0.0,780.0,2019-05-13,11:05:00
2019-05-13 11:08:00,576.0,576.0,576.0,576.0,2.0,0.0,780.0,2019-05-13,11:08:00
2019-05-13 11:18:00,578.0,578.0,578.0,578.0,2.0,0.0,780.0,2019-05-13,11:18:00
2019-05-13 11:22:00,577.0,577.0,577.0,577.0,2.0,0.0,782.0,2019-05-13,11:22:00
2019-05-13 11:24:00,576.2,576.2,576.0,576.0,4.0,0.0,784.0,2019-05-13,11:24:00
2019-05-13 11:28:00,576.0,576.0,576.0,576.0,2.0,0.0,784.0,2019-05-13,11:28:00
2019-05-13 11:29:00,576.0,576.0,576.0,576.0,4.0,0.0,784.0,2019-05-13,11:29:00
2019-05-13 13:33:00,576.4,576.4,576.2,576.2,10.0,0.0,792.0,2019-05-13,13:33:00
2019-05-13 13:35:00,576.4,576.4,576.4,576.4,2.0,0.0,794.0,2019-05-13,13:35:00
2019-05-13 13:36:00,576.2,576.2,576.2,576.2,6.0,0.0,800.0,2019-05-13,13:36:00
2019-05-13 13:42:00,576.2,576.2,576.2,576.2,2.0,0.0,802.0,2019-05-13,13:42:00
