date,LL
2018/10/12,14.61538462
2018/10/19,13.07692308
2018/10/26,11.92307692
2018/11/2,11.76923077
2018/11/9,11.53846154
2018/11/16,10.38461538
2018/11/23,10
2018/11/30,9.230769231
2018/12/7,8.846153846
2018/12/14,7.692307692
2018/12/21,8.846153846
2018/12/28,8.076923077
2019/1/4,8.1
2019/1/11,9.2
2019/1/18,10
2019/1/25,11.5
2019/2/1,11.9
2019/2/8,13.8
2019/2/15,15.4
2019/2/22,16.5
2019/3/1,17.3
2019/3/8,18.5
2019/3/15,19.2
2019/3/22,20
2019/3/29,20.8
2019/4/5,20.8
2019/4/12,21.5
2019/4/19,21.2
2019/4/26,20.8
2019/5/3,21.9
2019/5/10,23.1
2019/5/17,22.3
2019/5/24,21.5
2019/5/31,19.6
2019/6/7,19.2
2019/6/14,19.1
2019/6/21,19.2
2019/6/28,18.1
2019/7/5,18.5
2019/7/12,18.1
2019/7/19,18.8
2019/7/26,19.2
2019/8/2,19.1
2019/8/9,17.7
2019/8/16,18.3
2019/8/23,18.2
2019/8/30,18.2
2019/9/6,17.3
2019/9/13,15.4
2019/9/20,15.2
2019/10/11,14.6
2019/10/18,13.8
2019/10/25,12.7
2019/11/1,12.5
2019/11/8,11.5
2019/11/15,11.2
2019/11/22,9.6
2019/11/29,8.5
2019/12/6,7.7
