Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2018-12-21 10:48:00,,,,,0.0,2.0
2018-12-21 11:11:00,,,,,0.0,5.0
2018-12-21 18:25:00,,,,,0.0,6.0
2018-12-24 07:18:00,,,,,-1.0,1.0
2018-12-24 07:54:00,,,,,-1.0,2.0
2018-12-24 12:29:00,,,,,-1.0,4.0
2018-12-24 12:59:00,,,,,-1.0,12.0
2018-12-24 17:51:00,,,,,-1.0,3.0
2018-12-24 18:24:00,,,,,-1.0,6.0
2018-12-26 14:28:00,,,,,-1.0,1.0
2018-12-26 15:05:00,,,,,-1.0,52.0
2018-12-26 15:08:00,,,,,-1.0,4.0
2018-12-26 15:12:00,,,,,-1.0,1.0
2018-12-26 15:17:00,,,,,-1.0,1.0
2018-12-26 15:18:00,,,,,-1.0,12.0
2018-12-26 15:19:00,,,,,-1.0,1.0
2018-12-26 15:21:00,,,,,-1.0,3.0
2018-12-26 15:22:00,,,,,-1.0,1.0
2018-12-26 15:24:00,,,,,-1.0,5.0
2018-12-26 15:25:00,,,,,-1.0,4.0
2018-12-26 15:26:00,,,,,-1.0,9.0
2018-12-26 15:28:00,,,,,-1.0,4.0
2018-12-26 15:29:00,,,,,-1.0,3.0
2018-12-26 15:38:00,,,,,-1.0,30.0
2018-12-26 15:39:00,,,,,-1.0,8.0
2018-12-26 16:17:00,,,,,-1.0,12.0
2018-12-26 16:18:00,,,,,-1.0,161.0
2018-12-26 16:21:00,,,,,-1.0,28.0
2018-12-26 16:32:00,,,,,-1.0,1.0
2018-12-26 16:39:00,,,,,-1.0,4.0
2018-12-27 12:13:00,,,,,-1.0,7.0
2018-12-27 12:18:00,,,,,-1.0,9.0
2018-12-27 14:32:00,,,,,-1.0,21.0
2018-12-27 16:06:00,,,,,-1.0,1.0
2018-12-27 16:40:00,,,,,-1.0,1.0
2018-12-27 16:43:00,,,,,-1.0,6.0
2018-12-27 16:45:00,,,,,-1.0,1.0
2018-12-27 16:49:00,,,,,-1.0,44.0
2018-12-27 16:50:00,,,,,-1.0,50.0
2018-12-27 17:59:00,,,,,-1.0,51.0
2018-12-28 13:20:00,,,,,-1.0,6.0
2018-12-28 13:21:00,,,,,-1.0,7.0
2018-12-28 13:27:00,56.05,56.05,56.05,56.05,1.0,1.0
2019-03-18 09:21:00,,,,,0.0,2.0
2019-03-18 09:54:00,,,,,0.0,2.0
2019-03-18 10:14:00,,,,,0.0,5.0
2019-03-18 10:15:00,,,,,0.0,3.0
2019-03-18 14:01:00,,,,,0.0,5.0
2019-03-18 14:02:00,,,,,0.0,65.0
2019-03-18 15:09:00,,,,,0.0,56.0
2019-03-18 15:19:00,,,,,0.0,3.0
2019-03-18 15:23:00,,,,,0.0,3.0
2019-03-18 16:36:00,,,,,0.0,5.0
2019-03-18 16:52:00,,,,,0.0,4.0
2019-03-18 16:54:00,,,,,0.0,6.0
2019-03-18 16:55:00,,,,,0.0,4.0
2019-03-18 17:20:00,,,,,0.0,1.0
2019-03-18 17:26:00,,,,,0.0,1.0
2019-03-18 17:27:00,,,,,0.0,2.0
2019-03-18 18:29:00,,,,,0.0,15.0
2019-03-19 10:45:00,,,,,0.0,18.0
2019-03-19 10:47:00,,,,,0.0,4.0
2019-03-19 10:55:00,,,,,0.0,2.0
2019-03-19 12:51:00,,,,,0.0,1.0
2019-03-19 12:53:00,,,,,0.0,3.0
2019-03-19 13:18:00,,,,,0.0,51.0
2019-03-19 13:28:00,,,,,0.0,1.0
2019-03-19 14:03:00,,,,,0.0,3.0
2019-03-19 14:49:00,,,,,0.0,1.0
2019-03-19 14:50:00,,,,,0.0,7.0
2019-03-19 15:25:00,,,,,0.0,30.0
2019-03-19 15:54:00,,,,,0.0,1.0
2019-03-19 15:58:00,,,,,0.0,3.0
2019-03-19 16:00:00,,,,,0.0,4.0
2019-03-19 16:02:00,,,,,0.0,3.0
2019-03-19 16:04:00,,,,,0.0,2.0
2019-03-19 16:26:00,,,,,0.0,15.0
2019-03-19 16:29:00,,,,,0.0,10.0
2019-03-19 16:48:00,,,,,0.0,1.0
2019-03-19 16:50:00,,,,,0.0,2.0
2019-03-19 16:52:00,,,,,0.0,1.0
2019-03-19 18:29:00,,,,,0.0,5.0
2019-03-19 18:30:00,,,,,0.0,12.0
2019-03-19 18:32:00,,,,,0.0,4.0
2019-03-20 09:11:00,,,,,0.0,44.0
2019-03-20 12:39:00,,,,,0.0,2.0
2019-03-20 13:06:00,,,,,0.0,1.0
2019-03-20 14:17:00,,,,,0.0,1.0
2019-03-20 14:29:00,,,,,0.0,13.0
2019-03-20 14:31:00,,,,,0.0,21.0
2019-03-20 15:14:00,,,,,0.0,1.0
2019-03-20 15:16:00,,,,,0.0,1.0
2019-03-20 15:34:00,,,,,0.0,2.0
2019-03-20 15:35:00,,,,,0.0,60.0
2019-03-20 15:41:00,,,,,0.0,2.0
2019-03-20 16:01:00,,,,,0.0,11.0
2019-03-20 16:55:00,,,,,0.0,7.0
2019-03-20 17:31:00,,,,,0.0,6.0
2019-03-20 18:30:00,,,,,0.0,17.0
2019-03-20 18:35:00,,,,,0.0,5.0
2019-03-20 18:36:00,,,,,0.0,50.0
2019-03-21 11:41:00,,,,,0.0,1.0
2019-03-21 11:59:00,,,,,0.0,1.0
2019-03-21 12:04:00,,,,,0.0,17.0
2019-03-21 13:10:00,,,,,0.0,1.0
2019-03-21 14:28:00,,,,,0.0,2.0
2019-03-21 14:29:00,,,,,0.0,2.0
2019-03-21 15:18:00,,,,,0.0,1.0
2019-03-21 16:19:00,,,,,0.0,3.0
2019-03-21 16:25:00,,,,,0.0,27.0
2019-03-21 16:32:00,,,,,0.0,1.0
2019-03-21 16:58:00,,,,,0.0,3.0
2019-03-21 17:24:00,,,,,0.0,1.0
2019-03-21 17:40:00,,,,,0.0,50.0
2019-03-21 17:44:00,,,,,0.0,3.0
2019-03-21 18:29:00,,,,,0.0,7.0
2019-03-21 18:30:00,,,,,0.0,29.0
2019-03-21 19:03:00,,,,,0.0,1.0
2019-03-22 09:47:00,,,,,0.0,89.0
2019-03-22 09:52:00,,,,,0.0,150.0
2019-03-22 10:58:00,,,,,0.0,1.0
2019-03-22 12:33:00,,,,,0.0,44.0
2019-03-22 12:45:00,,,,,0.0,2.0
2019-03-22 12:49:00,,,,,0.0,3.0
2019-03-22 12:51:00,,,,,0.0,4.0
2019-03-22 12:52:00,,,,,0.0,4.0
2019-03-22 12:53:00,,,,,0.0,2.0
2019-03-22 12:54:00,,,,,0.0,3.0
2019-03-22 13:00:00,,,,,0.0,3.0
2019-03-22 13:23:00,,,,,0.0,25.0
