,close,close_dt,close_exchange_rate,commodity,contract,count,direction,holding_period,multiplier,open,open_dt,open_exchange_rate,pnl,rtn,tcost,tcost_mode,tcost_unit,volume
0,8186.0,2013-03-07,1.0,TA,TA.CZC,1,-1.0,3.0,5,8048.0,2013-03-05,1.0,-3450.0,-0.017147117296222664,0,,,5.0
1,7776.0,2013-03-28,1.0,TA,TA.CZC,2,-1.0,3.0,5,7956.0,2013-03-26,1.0,4500.0,0.02262443438914027,0,,,5.0
2,7600.0,2013-04-16,1.0,TA,TA.CZC,3,1.0,5.0,5,8042.0,2013-04-12,1.0,-11050.0,-0.054961452375031083,0,,,5.0
3,7738.0,2013-05-08,1.0,TA,TA.CZC,4,1.0,13.0,5,7880.0,2013-04-26,1.0,-3550.0,-0.01802030456852792,0,,,5.0
4,7960.0,2013-06-06,1.0,TA,TA.CZC,5,1.0,2.0,5,7938.0,2013-06-05,1.0,550.0,0.002771478961955152,0,,,5.0
5,7832.0,2013-06-25,1.0,TA,TA.CZC,6,1.0,13.0,5,7952.0,2013-06-13,1.0,-3000.0,-0.015090543259557344,0,,,5.0
6,7832.0,2013-06-27,1.0,TA,TA.CZC,7,1.0,2.0,5,7830.0,2013-06-26,1.0,50.0,0.0002554278416347382,0,,,5.0
7,7822.0,2013-07-01,1.0,TA,TA.CZC,8,1.0,4.0,5,7842.0,2013-06-28,1.0,-500.0,-0.002550369803621525,0,,,5.0
8,7980.0,2013-08-12,1.0,TA,TA.CZC,9,1.0,5.0,5,7960.0,2013-08-08,1.0,500.0,0.002512562814070352,0,,,5.0
9,7574.0,2013-10-25,1.0,TA,TA.CZC,10,-1.0,4.0,5,7590.0,2013-10-22,1.0,400.0,0.002108036890645586,0,,,5.0
10,6778.0,2014-02-19,1.0,TA,TA.CZC,11,-1.0,2.0,5,6814.0,2014-02-18,1.0,1080.0,0.005283240387437629,0,,,6.0
11,6670.0,2014-02-24,1.0,TA,TA.CZC,12,-1.0,4.0,5,6690.0,2014-02-21,1.0,600.0,0.0029895366218236174,0,,,6.0
12,6438.0,2014-03-03,1.0,TA,TA.CZC,13,-1.0,7.0,5,6516.0,2014-02-25,1.0,2340.0,0.011970534069981584,0,,,6.0
13,6300.0,2014-04-25,1.0,TA,TA.CZC,14,-1.0,2.0,5,6252.0,2014-04-24,1.0,-1440.0,-0.007677543186180422,0,,,6.0
14,6168.0,2014-05-05,1.0,TA,TA.CZC,15,-1.0,8.0,5,6284.0,2014-04-28,1.0,3480.0,0.018459579885423297,0,,,6.0
15,6048.0,2014-05-07,1.0,TA,TA.CZC,16,-1.0,2.0,5,6098.0,2014-05-06,1.0,1750.0,0.008199409642505739,0,,,7.0
16,7096.0,2014-07-09,1.0,TA,TA.CZC,17,1.0,42.0,5,6518.0,2014-05-29,1.0,17340.0,0.08867750843817122,0,,,6.0
17,7046.0,2014-07-11,1.0,TA,TA.CZC,18,1.0,2.0,5,7018.0,2014-07-10,1.0,840.0,0.003989740666856654,0,,,6.0
18,7290.0,2014-07-25,1.0,TA,TA.CZC,19,1.0,5.0,5,7346.0,2014-07-21,1.0,-1400.0,-0.007623196297304655,0,,,5.0
19,6884.0,2014-08-21,1.0,TA,TA.CZC,20,-1.0,2.0,5,6882.0,2014-08-20,1.0,-60.0,-0.0002906131938390003,0,,,6.0
20,6830.0,2014-08-26,1.0,TA,TA.CZC,21,-1.0,5.0,5,6918.0,2014-08-22,1.0,2640.0,0.012720439433362244,0,,,6.0
21,6706.0,2014-09-02,1.0,TA,TA.CZC,22,-1.0,7.0,5,6800.0,2014-08-27,1.0,2820.0,0.013823529411764707,0,,,6.0
22,5378.0,2014-11-06,1.0,TA,TA.CZC,23,-1.0,28.0,5,5670.0,2014-10-10,1.0,10220.0,0.051499118165784834,0,,,7.0
23,5750.0,2014-11-17,1.0,TA,TA.CZC,24,1.0,4.0,5,5700.0,2014-11-14,1.0,1750.0,0.008771929824561403,0,,,7.0
