,每日PnL,净值,资金占用比例,杠杆倍数,换手率
2013-05-08,-6230.0,1.0026,0.06179637941352484,0.982425,0.0274225
2013-05-09,-1335.0,1.001265,0.051830634247676685,0.9256,0.0549865
2013-05-10,-1270.0,0.999995,0.0571918859594298,0.96719,0.051444300000000005
2013-05-13,-2045.0,0.99795,0.040006413146951254,0.71584,0.04240125
2013-05-14,5500.0,1.00345,0.06177358114504958,0.94434,0.047696
2013-05-15,3960.0,1.00741,0.07071013787832164,1.13178,0.010024
2013-05-16,870.0,1.00828,0.06095638116396239,0.93525,0.009835
2013-05-17,1930.0,1.01021,0.0587275912928995,0.9638,0.052794
2013-05-20,7260.0,1.01747,0.05800721397191073,0.95654,0.0
2013-05-21,-7030.0,1.01044,0.06050087090772337,0.96253,0.056108
2013-05-22,-330.0,1.01011,0.0699003078872598,1.03798,0.020625000000000004
2013-05-23,-10965.0,0.999145,0.06723248377362645,1.020095,0.018426400000000002
2013-05-24,33510.0,1.032655,0.06401692724094687,1.105875,0.08433710000000001
2013-05-27,-14575.0,1.01808,0.06742466210906804,1.08469,0.0446694
2013-05-28,-5600.0,1.01248,0.07741407237673832,1.20555,0.0570506
2013-05-29,-8580.0,1.0039,0.07750074708636319,1.19937,0.0
2013-05-30,3795.0,1.007695,0.05874495755164014,1.020165,0.0357714
2013-05-31,-1540.0,1.006155,0.060432637118535415,1.05543,0.07177610000000001
2013-06-03,-660.0,1.005495,0.06878263939651615,1.0653,0.0551117
2013-06-04,1885.0,1.00738,0.061331473723917486,1.002195,0.048136
2013-06-05,2045.0,1.009425,0.06535185873145603,1.02995,0.0779835
2013-06-06,4105.0,1.01353,0.059747713437194754,1.0224,0.07724185
2013-06-07,2570.0,1.0161,0.06015072335400059,1.03136,0.0
2013-06-13,3130.0,1.01923,0.05459096572903074,0.807175,0.0318684
2013-06-14,2895.0,1.022125,0.06755974073621132,0.99805,0.013091400000000001
2013-06-17,-1230.0,1.020895,0.06806635354272478,1.00378,0.0
2013-06-18,-5465.0,1.01543,0.06728538648651311,0.98056,0.02102975
2013-06-19,1500.0,1.01693,0.07129723776464457,0.98349,0.0238525
2013-06-20,4640.0,1.02157,0.06976271816909267,0.96735,0.0
2013-06-21,-1730.0,1.01984,0.06937127392532162,0.96068,0.0
2013-06-24,0.0,1.01984,0.06426821854408535,0.94321,0.0233915
2013-06-25,-2380.0,1.01746,0.06199074165077743,0.96603,0.024052
2013-06-26,3730.0,1.02119,0.05689460335490947,0.96366,0.046343300000000004
2013-06-27,2710.0,1.0239,0.052563726926457666,0.95499,0.043752
2013-06-28,-3135.0,1.020765,0.0585256155922274,0.955945,0.0453229
2013-07-01,-9165.0,1.0116,0.06073013048635825,0.98358,0.054075700000000004
2013-07-02,-390.0,1.01121,0.04757824784169461,0.79209,0.0360774
2013-07-03,6680.0,1.01789,0.049428327225928145,0.79601,0.05401260000000001
2013-07-04,-1930.0,1.01596,0.05897338477892831,0.98946,0.039326
2013-07-05,4480.0,1.02044,0.05760025087217279,1.04159,0.0256945
2013-07-08,5760.0,1.0262,0.05612005457025921,1.02057,0.047699
2013-07-09,-7240.0,1.01896,0.04732658789353851,0.83477,0.033996
2013-07-10,4460.0,1.02342,0.045076215043677086,0.83157,0.025525799999999998
2013-07-11,-16230.0,1.00719,0.05856531538240054,0.9937,0.03534160000000001
2013-07-12,-1055.0,1.006135,0.055353208068499755,0.928895,0.022425
2013-07-15,-1555.0,1.00458,0.05689681259829979,0.97795,0.021646400000000003
2013-07-16,6170.0,1.01075,0.056688003957457336,0.97958,0.0
2013-07-17,-1655.0,1.009095,0.0559780793681467,0.997525,0.0255924
2013-07-18,6340.0,1.015435,0.05671145863595405,0.982215,0.025713
2013-07-19,1725.0,1.01716,0.055233788194580996,0.93383,0.022119
2013-07-22,-7660.0,1.0095,0.06233293709757306,0.97969,0.027209
2013-07-23,-4900.0,1.0046,0.06343758709934302,0.96754,0.046613800000000004
2013-07-24,2180.0,1.00678,0.06194421820059993,0.94714,0.027272000000000008
2013-07-25,-2455.0,1.004325,0.05646389365992084,0.944925,0.0202305
2013-07-26,-3515.0,1.00081,0.05615061799942048,0.93821,0.0
2013-07-29,-9200.0,0.99161,0.052600619195046446,0.93027,0.028885
2013-07-30,1005.0,0.992615,0.05311273756693179,0.75635,0.0611289
2013-07-31,-1970.0,0.990645,0.06622039176496122,0.93941,0.0420175
2013-08-01,5950.0,0.996595,0.057107952578529894,0.92109,0.0487875
2013-08-02,630.0,0.997225,0.062114768482539044,0.993,0.025634000000000004
2013-08-05,1480.0,0.998705,0.04873150730195604,0.74852,0.034244
2013-08-06,-30145.0,0.96856,0.06728380275873462,0.977505,0.061861400000000004
2013-08-07,14985.0,0.983545,0.06886049951959493,0.9672,0.049509199999999996
2013-08-08,5390.0,0.988935,0.0833313615151653,1.17491,0.013930000000000001
2013-08-09,4330.0,0.993265,0.07088098342335632,0.97576,0.0405464
2013-08-12,12880.0,1.006145,0.07931381659701138,1.13624,0.036171600000000005
2013-08-13,3490.0,1.009635,0.0681300668063211,0.95109,0.011736
2013-08-14,-4030.0,1.005605,0.06800184963280811,0.94562,0.0
2013-08-15,-1230.0,1.004375,0.06808323584318607,0.94631,0.0
2013-08-16,6615.0,1.01099,0.058134699650837306,0.9541,0.0255465
2013-08-19,1560.0,1.01255,0.06492034961236483,0.99736,0.028977
2013-08-20,-3015.0,1.009535,0.06313758314471514,0.970205,0.052353
2013-08-21,3710.0,1.013245,0.0630567138253828,0.973615,0.0
2013-08-22,-265.0,1.01298,0.06297863728800174,0.97215,0.0
2013-08-23,8515.0,1.021495,0.06298767982222135,0.980965,0.0
2013-08-26,12325.0,1.03382,0.06396877599582132,1.01154,0.0289975
2013-08-27,1270.0,1.03509,0.06292071220860021,0.99839,0.059215
2013-08-28,-940.0,1.03415,0.05529516994633274,0.97265,0.02952
2013-08-29,-13890.0,1.02026,0.056258404720365404,0.99936,0.023095
2013-08-30,-7680.0,1.01258,0.06590926149045015,0.98568,0.054169199999999994
2013-09-02,21635.0,1.034215,0.06602379582581959,1.008215,0.0
2013-09-03,-1945.0,1.03227,0.06606072054791866,1.00657,0.0
2013-09-04,-26525.0,1.0057450000000001,0.06743021342387982,1.000965,0.029638400000000002
2013-09-05,-1430.0,1.004315,0.07642592214594027,1.180915,0.009541
2013-09-06,5940.0,1.010255,0.06655963098425645,0.991355,0.009555
2013-09-09,2670.0,1.012925,0.05954458622306687,0.980985,0.0307116
2013-09-10,-8665.0,1.00426,0.05523111544819071,0.96428,0.023548
2013-09-11,800.0,1.00506,0.0668444669969952,0.98968,0.053546
2013-09-12,-6520.0,0.99854,0.07527019448394656,1.15832,0.036694
2013-09-13,-1105.0,0.997435,0.075073062405069,1.151335,0.0
2013-09-16,-6105.0,0.99133,0.07383666387580322,1.15661,0.0707109
2013-09-17,1785.0,0.993115,0.07741600922350382,1.178585,0.051611
2013-09-18,7005.0,1.00012,0.08188017437907451,1.16269,0.020699600000000002
2013-09-23,-5150.0,0.99497,0.07745811431500448,1.15134,0.025162
2013-09-24,1635.0,0.996605,0.07235273754396175,1.16641,0.020689300000000004
2013-09-25,1415.0,0.99802,0.07231889140498186,1.168235,0.0
2013-09-26,4215.0,1.002235,0.06873278223171213,1.17984,0.033513
2013-09-27,-1520.0,1.000715,0.07105079867894457,1.18533,0.0552085
2013-09-30,-1690.0,0.999025,0.07167087910712945,1.15999,0.021495
2013-10-08,-11540.0,0.987485,0.0710303447647306,1.24367,0.0534258
2013-10-09,12230.0,0.999715,0.0560311688831317,0.96886,0.0131
2013-10-10,5605.0,1.00532,0.07604384673536783,1.238965,0.0614054
2013-10-11,12450.0,1.01777,0.07427827505232026,1.226555,0.0
2013-10-14,2425.0,1.020195,0.05838609285479737,1.030235,0.03776595
2013-10-15,-3885.0,1.01631,0.059127431590754786,1.002915,0.02270895
2013-10-16,-3590.0,1.01272,0.08123568212339047,1.233165,0.045693
2013-10-17,5740.0,1.01846,0.07260844804901519,1.233345,0.029574
2013-10-18,-7545.0,1.010915,0.07461260343352309,1.22497,0.0220768
2013-10-21,-5525.0,1.00539,0.06993301107033092,1.247775,0.06873610000000001
2013-10-22,-2490.0,1.0029,0.0815901884534849,1.2776,0.0707681
2013-10-23,-1760.0,1.00114,0.07967716802844757,1.27862,0.027886200000000003
2013-10-24,-4535.0,0.996605,0.06350550117649419,0.99429,0.056321199999999995
2013-10-25,-6720.0,0.989885,0.0775856791445471,1.21727,0.0635048
2013-10-28,3965.0,0.99385,0.08054676258992807,1.208465,0.05945190000000001
2013-10-29,-3305.0,0.990545,0.08174560469236633,1.22042,0.0
2013-10-30,990.0,0.991535,0.08227294044083164,1.232325,0.02111975
2013-10-31,-1780.0,0.989755,0.08166172436613102,1.220505,0.0
2013-11-01,-2340.0,0.987415,0.08157026174404886,1.21279,0.02118675
2013-11-04,-6895.0,0.98052,0.08207002406886142,1.14973,0.0713646
2013-11-05,1160.0,0.98168,0.08254777524244153,1.15799,0.0276318
2013-11-06,-6070.0,0.97561,0.06835169791207553,0.95278,0.014124600000000003
2013-11-07,4980.0,0.98059,0.06967907076351992,0.9208,0.033307
2013-11-08,-2440.0,0.97815,0.08283443234677708,1.15829,0.0483155
2013-11-11,-9710.0,0.96844,0.06830159844698691,0.9451,0.015736000000000003
2013-11-12,2585.0,0.971025,0.06706253700986071,0.95882,0.051207300000000004
2013-11-13,-2270.0,0.968755,0.07125341288561092,0.95969,0.019442400000000002
2013-11-14,-1270.0,0.967485,0.0707260577683375,0.92292,0.022857
2013-11-15,-850.0,0.966635,0.07040930651176505,0.91827,0.0
2013-11-18,-2470.0,0.964165,0.07097706305456017,0.92244,0.0
2013-11-19,5220.0,0.969385,0.07082366655147336,0.92542,0.0
2013-11-20,9685.0,0.97907,0.0595393587792497,0.915335,0.02484
2013-11-21,-8715.0,0.970355,0.06047662968707329,0.91805,0.0
2013-11-22,-840.0,0.969515,0.06066146475299506,0.92009,0.0
2013-11-25,5980.0,0.975495,0.05999723217443452,0.91571,0.0
2013-11-26,-3355.0,0.97214,0.06069516736272553,0.923665,0.0
2013-11-27,-11585.0,0.960555,0.07660258912816029,1.131325,0.029044800000000003
2013-11-28,1495.0,0.96205,0.06010685515305857,0.95987,0.034665600000000005
2013-11-29,935.0,0.962985,0.0636981884453029,0.984075,0.0479766
2013-12-02,2705.0,0.96569,0.06190558046578095,0.99141,0.0458952
2013-12-03,13340.0,0.97903,0.059778964893823484,0.97303,0.0
2013-12-04,-1225.0,0.977805,0.07321582524122908,1.159155,0.04080860000000001
2013-12-05,-4295.0,0.97351,0.07347022629454243,1.15913,0.0
2013-12-06,7140.0,0.98065,0.07127772395859888,1.16542,0.052291300000000006
2013-12-09,8590.0,0.98924,0.0720528890865715,1.18658,0.0291935
2013-12-10,-185.0,0.989055,0.06442634636092028,0.99832,0.007475400000000001
2013-12-11,-2810.0,0.986245,0.0669568920501498,0.97537,0.033221
2013-12-12,-2080.0,0.984165,0.06450016003414061,0.99418,0.0331095
2013-12-13,-5920.0,0.978245,0.06463523963833191,0.95827,0.054851300000000006
2013-12-16,420.0,0.978665,0.06855471484113564,0.95809,0.023342800000000004
2013-12-17,30.0,0.978695,0.07124936778056494,0.9731,0.021424
2013-12-18,-1930.0,0.976765,0.06656319585570737,1.03432,0.0303245
2013-12-19,120.0,0.976885,0.06419814000624434,0.98876,0.023506
2013-12-20,3180.0,0.980065,0.06362618805895527,0.9833,0.0
2013-12-23,-1630.0,0.9784349999999999,0.06592803814254396,1.02675,0.023412
2013-12-24,-4440.0,0.9739949999999999,0.07704957417645882,1.17701,0.010619000000000002
2013-12-25,13590.0,0.987585,0.0766151774277657,1.18828,0.0
2013-12-26,1560.0,0.989145,0.07781922771686658,1.17789,0.025671299999999998
2013-12-27,7810.0,0.996955,0.07743739687347975,1.1821,0.0
2013-12-30,-560.0,0.996395,0.06654067914832973,1.02596,0.010577000000000001
2013-12-31,6560.0,1.002955,0.07613362513771806,1.1699,0.010367000000000001
2014-01-02,3590.0,1.006545,0.07585363793968476,1.17053,0.0
2014-01-03,1115.0,1.00766,0.06938312526050452,1.158625,0.0209508
2014-01-06,-1165.0,1.006495,0.06928926621592756,1.15546,0.0
2014-01-07,-4115.0,1.00238,0.06951575250902851,1.154305,0.0
2014-01-08,-2375.0,1.000005,0.07205333973330134,1.13869,0.0276786
2014-01-09,-1300.0,0.998705,0.07385654422477107,1.13673,0.016832
2014-01-10,-70.0,0.998635,0.07408072018304987,1.13996,0.0
2014-01-13,5760.0,1.004395,0.060219734267892615,0.87532,0.01284
2014-01-14,-870.0,1.003525,0.07389661443411974,1.14395,0.012875
2014-01-15,1915.0,1.0054400000000001,0.06831785089115214,1.07218,0.020455599999999997
2014-01-16,-280.0,1.00516,0.0762806916311831,1.10639,0.022742400000000003
2014-01-17,3100.0,1.00826,0.07354501815008034,1.14469,0.028219
2014-01-20,2290.0,1.01055,0.07343466429172232,1.14518,0.0
2014-01-21,-4225.0,1.006325,0.07200685663180384,1.19383,0.047702100000000004
2014-01-22,-10890.0,0.995435,0.07798449923902616,1.21826,0.024092
2014-01-23,-4865.0,0.99057,0.07752687846391472,1.15506,0.0692382
2014-01-24,-2130.0,0.98844,0.07687568289425761,1.09614,0.0305655
2014-01-27,10940.0,0.99938,0.081223358482259,1.17082,0.04978660000000001
2014-01-28,6460.0,1.00584,0.06211524695776664,0.8764,0.037162
2014-01-29,-2610.0,1.00323,0.06855526648923975,0.96631,0.024801
2014-01-30,4290.0,1.00752,0.07849313164999205,1.17342,0.01032
2014-02-07,3520.0,1.01104,0.07782263807564488,1.16698,0.0
2014-02-10,-10680.0,1.00036,0.08130053180854892,1.17352,0.0224836
2014-02-11,2650.0,1.00301,0.0817420564102053,1.18867,0.019676
2014-02-12,-4790.0,0.99822,0.08645388792049849,1.29658,0.0328
2014-02-13,1090.0,0.99931,0.07853699052346119,1.26434,0.022562
2014-02-14,5075.0,1.004385,0.07412755069022338,1.164565,0.0325525
2014-02-17,-4385.0,1.0,0.0757684,1.18506,0.0
2014-02-18,590.0,1.00059,0.07481785746409618,1.21758,0.0290649
2014-02-19,-1760.0,0.99883,0.07580789523742779,1.23024,0.029031800000000003
2014-02-20,-3120.0,0.99571,0.07310883691034539,1.21642,0.027019
2014-02-21,3830.0,0.99954,0.06995017708145747,1.12565,0.07755740000000001
2014-02-24,3280.0,1.00282,0.06723888634051974,1.12153,0.0449742
2014-02-25,3315.0,1.006135,0.06819800523786569,1.110105,0.025938
2014-02-26,-1460.0,1.004675,0.06834229974867495,1.110525,0.0
2014-02-27,-5190.0,0.999485,0.06787475549908203,1.095975,0.0
2014-02-28,-2755.0,0.99673,0.058575943334704485,0.90173,0.0363135
2014-03-03,6810.0,1.00354,0.05591276879845347,0.8711,0.024831800000000005
2014-03-04,610.0,1.00415,0.07188647114474929,1.17112,0.0431811
2014-03-05,2435.0,1.006585,0.07188563310599701,1.173955,0.0
2014-03-06,10735.0,1.01732,0.07097039279676012,1.17309,0.0
2014-03-07,19890.0,1.03721,0.06907029434733564,1.16698,0.0
2014-03-10,685.0,1.037895,0.06770646356326988,1.143265,0.0
2014-03-11,5300.0,1.043195,0.07120595861751637,1.18173,0.0502999
2014-03-12,-3200.0,1.039995,0.06556223827999172,1.11525,0.047959699999999994
2014-03-13,-3625.0,1.03637,0.06321323465557668,1.140625,0.0248542
2014-03-14,-300.0,1.03607,0.06485536691536285,1.089675,0.0263535
2014-03-17,4050.0,1.04012,0.0647269545821636,1.0657,0.017381
2014-03-18,-3630.0,1.03649,0.06367972677015699,1.11906,0.0254319
2014-03-19,6700.0,1.04319,0.06511488798780664,1.11924,0.026714800000000004
2014-03-20,-3110.0,1.04008,0.06320542650565342,1.11703,0.026644
2014-03-21,2690.0,1.04277,0.06512270203400558,1.08336,0.0249002
2014-03-24,-1960.0,1.04081,0.06519038056897994,1.08196,0.0
2014-03-25,-4890.0,1.03592,0.0708303730017762,1.06402,0.0229255
2014-03-26,-1120.0,1.0348,0.06326981059141863,0.92594,0.0323252
2014-03-27,-230.0,1.03457,0.06307770378031453,0.92331,0.0
2014-03-28,1270.0,1.03584,0.0611847389558233,0.92226,0.022075199999999996
2014-03-31,150.0,1.03599,0.06104199847488875,0.91953,0.0
2014-04-01,10340.0,1.04633,0.060957919585599186,0.92891,0.0
2014-04-02,-5790.0,1.04054,0.060766332865627465,0.92024,0.0
2014-04-03,-8880.0,1.03166,0.06566756489541128,1.00464,0.0509536
2014-04-04,4200.0,1.03586,0.06560239800745274,1.04425,0.054037699999999994
2014-04-08,-360.0,1.0355,0.06793133751810719,1.07819,0.033047
2014-04-09,-5590.0,1.02991,0.06486392014836248,0.98608,0.075603
2014-04-10,-580.0,1.02933,0.059797343903315744,0.94066,0.030282
2014-04-11,-2520.0,1.02681,0.06355314030833357,0.89578,0.023228
2014-04-14,-1430.0,1.02538,0.06018051844194348,0.87236,0.026027400000000003
2014-04-15,1820.0,1.0272,0.06033644859813084,0.87608,0.0
2014-04-16,230.0,1.02743,0.054277566354885495,0.90922,0.020808
2014-04-17,4165.0,1.031595,0.05426625759139972,0.912755,0.0
2014-04-18,5220.0,1.036815,0.06817657923544702,1.082485,0.0375295
2014-04-21,2345.0,1.03916,0.06749124292697949,1.07384,0.0
2014-04-22,975.0,1.040135,0.07103183721343866,1.127955,0.029200500000000004
2014-04-23,-5400.0,1.034735,0.07015390413970726,1.108995,0.03175900000000001
2014-04-24,-815.0,1.03392,0.07874574435159394,1.12715,0.048756400000000005
2014-04-25,-3065.0,1.030855,0.06572049415291191,1.0995,0.07436695
2014-04-28,8380.0,1.039235,0.07172857919527345,1.118465,0.020549400000000002
2014-04-29,-4315.0,1.03492,0.07203416689212694,1.11751,0.0
2014-04-30,4830.0,1.03975,0.07156826160134647,1.11622,0.0
2014-05-05,-9750.0,1.03,0.0752895145631068,1.15969,0.029234800000000002
2014-05-06,4485.0,1.034485,0.07856440644378604,1.157,0.056911350000000006
2014-05-07,-1610.0,1.032875,0.07652349025777562,1.19249,0.058707600000000006
2014-05-08,6630.0,1.039505,0.07881106872982814,1.16697,0.0597905
2014-05-09,-740.0,1.038765,0.0786112354574904,1.16333,0.0
2014-05-12,1150.0,1.039915,0.07796819932398322,1.1922,0.0248508
2014-05-13,3220.0,1.043135,0.07545169129594922,1.1896,0.028566800000000003
2014-05-14,5080.0,1.048215,0.07899915570755998,1.17983,0.0277515
2014-05-15,3170.0,1.051385,0.07597207492973554,1.24844,0.053941800000000005
2014-05-16,7040.0,1.058425,0.07481163048869784,1.23796,0.0
2014-05-19,-1950.0,1.056475,0.07849471118578293,1.29135,0.028984200000000005
2014-05-20,8020.0,1.064495,0.07504225008102434,1.24851,0.0290374
2014-05-21,-2520.0,1.061975,0.07254765884319311,1.26637,0.023316600000000003
2014-05-22,3250.0,1.065225,0.07356455208993405,1.28626,0.0
2014-05-23,3620.0,1.068845,0.07348287169795432,1.28904,0.0
2014-05-26,-3240.0,1.065605,0.06272624471544333,1.05285,0.0121875
2014-05-27,-13280.0,1.052325,0.06329128358634452,1.04717,0.0
2014-05-28,4260.0,1.056585,0.06278056190462669,1.04327,0.0
2014-05-29,11900.0,1.068485,0.061906905571907894,1.00785,0.027407400000000002
2014-05-30,17270.0,1.085755,0.05975583810343954,0.99004,0.0
2014-06-03,-4480.0,1.081275,0.06052188388707776,0.99584,0.0
2014-06-04,-190.0,1.081085,0.06085830438864659,1.00069,0.0
2014-06-05,-2170.0,1.078915,0.05951812700722485,0.98028,0.027705599999999997
2014-06-06,-3970.0,1.074945,0.06995632334677589,1.16385,0.011238
2014-06-09,10495.0,1.08544,0.06707754459021226,1.157335,0.022551599999999998
2014-06-10,-285.0,1.085155,0.06854117614534329,1.14945,0.044823
2014-06-11,1910.0,1.087065,0.0732123654059325,1.1987,0.026396
2014-06-12,7450.0,1.094515,0.0723169166251719,1.162285,0.025062449999999997
2014-06-13,6880.0,1.101395,0.07241902314791696,1.171205,0.0
2014-06-16,11925.0,1.11332,0.07175933244709518,1.17197,0.0
2014-06-17,-12610.0,1.10071,0.07214579680388114,1.16548,0.0
2014-06-18,-2845.0,1.097865,0.05939295815059229,0.962535,0.014007
2014-06-19,-260.0,1.097605,0.059410124771661944,0.962635,0.0
2014-06-20,1205.0,1.09881,0.0714205367624976,1.1835,0.012711599999999998
2014-06-23,-6750.0,1.09206,0.06459796165045877,1.15488,0.0234912
2014-06-24,2225.0,1.094285,0.06237186838894804,1.1791,0.02233675
2014-06-25,675.0,1.09496,0.062325199094030836,1.178935,0.0
2014-06-26,2580.0,1.09754,0.05304367039014524,0.94806,0.03527735
2014-06-27,-75.0,1.097465,0.05711143407762435,0.94331,0.04870365
2014-06-30,-1005.0,1.09646,0.05682313992302501,0.937865,0.0
2014-07-01,10700.0,1.10716,0.06373956790346472,1.15263,0.03568575
2014-07-02,-5660.0,1.1015,0.05562242396731729,0.9223,0.0356385
2014-07-03,1280.0,1.10278,0.05565171657084822,0.92358,0.0
2014-07-04,6575.0,1.109355,0.0690842877167363,1.257765,0.0418005
2014-07-07,-4645.0,1.10471,0.066510215350635,1.20996,0.028708400000000002
2014-07-08,-3690.0,1.10102,0.06693066429311002,1.21419,0.0
2014-07-09,-1105.0,1.099915,0.06859939177118232,1.238785,0.05895820000000001
2014-07-10,-815.0,1.0991,0.0652891456646347,1.21416,0.056952
2014-07-11,8345.0,1.107445,0.06522066558610135,1.222985,0.029664600000000006
2014-07-14,920.0,1.108365,0.06296526866149689,1.213535,0.021676599999999997
2014-07-15,545.0,1.10891,0.0697874489363429,1.21079,0.042928600000000004
2014-07-16,-6380.0,1.10253,0.06888583530606877,1.22153,0.022311
2014-07-17,-6920.0,1.09561,0.0685939339728553,1.2068,0.0203065
2014-07-18,-12980.0,1.08263,0.0702444971966415,1.19026,0.0217768
2014-07-21,-1205.0,1.081425,0.06501925699886724,1.197885,0.0720998
2014-07-22,-4490.0,1.076935,0.06950461262750306,1.163615,0.049924699999999995
2014-07-23,6035.0,1.08297,0.07105727767158831,1.12097,0.0468924
2014-07-24,-9695.0,1.073275,0.06801719037525332,1.132935,0.024072
2014-07-25,3995.0,1.07727,0.06597371132585146,1.13278,0.0779061
2014-07-28,-8315.0,1.068955,0.06651884316926343,1.133445,0.0
2014-07-29,-1835.0,1.06712,0.07033885598620586,1.11708,0.0284365
