date,time,datetime,symbol,exchange,lastPrice,lastVolume,volume,openInterest,openPrice,highPrice,lowPrice,preClosePrice,preSettlementPrice,upperLimit,lowerLimit,turnover,bidPrice1,bidPrice2,bidPrice3,bidPrice4,bidPrice5,askPrice1,askPrice2,askPrice3,askPrice4,askPrice5,bidVolume1,bidVolume2,bidVolume3,bidVolume4,bidVolume5,askVolume1,askVolume2,askVolume3,askVolume4,askVolume5
20191126,09:50:53.0,2019-11-26 09:50:53,GC1912,COMEX,1452.8,0,16060,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.7,1452.6,1452.5,1452.4,1452.3,1452.9,1453.0,1453.1,1453.2,1453.3,20,23,24,22,24,16,24,26,26,27
20191126,09:50:54.0,2019-11-26 09:50:54,GC1912,COMEX,1452.8,0,16060,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1452.9,1453.0,1453.1,1453.2,1453.3,7,24,23,24,22,12,24,26,26,27
20191126,09:50:54.0,2019-11-26 09:50:54,GC1912,COMEX,1452.9,0,16063,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1453.0,1453.1,1453.2,1453.3,1453.4,19,25,24,24,22,21,23,29,27,25
20191126,09:50:55.0,2019-11-26 09:50:55,GC1912,COMEX,1452.9,0,16105,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.9,1452.8,1452.7,1452.6,1452.5,1453.0,1453.1,1453.2,1453.3,1453.4,2,20,26,26,21,28,23,30,27,24
20191126,09:50:55.0,2019-11-26 09:50:55,GC1912,COMEX,1452.9,0,16106,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1453.0,1453.1,1453.2,1453.3,1453.4,21,25,27,21,23,25,23,30,27,24
20191126,09:50:56.0,2019-11-26 09:50:56,GC1912,COMEX,1452.9,0,16106,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1452.9,1453.0,1453.1,1453.2,1453.3,18,25,27,21,23,5,26,23,30,27
20191126,09:50:56.0,2019-11-26 09:50:56,GC1912,COMEX,1452.9,0,16107,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.9,1452.8,1452.7,1452.6,1452.5,1453.0,1453.1,1453.2,1453.3,1453.4,7,23,25,27,21,24,23,30,27,24
20191126,09:50:57.0,2019-11-26 09:50:57,GC1912,COMEX,1452.9,0,16107,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1453.0,1453.1,1453.2,1453.3,1453.4,20,25,28,21,23,24,23,30,27,24
20191126,09:50:58.0,2019-11-26 09:50:58,GC1912,COMEX,1452.9,0,16107,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1452.9,1453.0,1453.1,1453.2,1453.3,18,25,28,21,23,2,24,23,30,27
20191126,09:50:58.0,2019-11-26 09:50:58,GC1912,COMEX,1452.9,0,16108,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.8,1452.7,1452.6,1452.5,1452.4,1453.0,1453.1,1453.2,1453.3,1453.4,19,25,28,21,23,24,23,30,27,24
20191126,09:50:59.0,2019-11-26 09:50:59,GC1912,COMEX,1452.9,0,16109,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1452.9,1452.8,1452.7,1452.6,1452.5,1453.0,1453.1,1453.2,1453.3,1453.4,9,23,26,27,21,18,23,30,27,24
20191126,09:51:00.0,2019-11-26 09:51:00,GC1912,COMEX,1453.0,0,16130,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.0,1452.9,1452.8,1452.7,1452.6,1453.1,1453.2,1453.3,1453.4,1453.5,15,25,25,25,27,10,24,30,24,30
20191126,09:51:00.0,2019-11-26 09:51:00,GC1912,COMEX,1453.0,0,16144,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.1,1453.0,1452.9,1452.8,1452.7,1453.2,1453.3,1453.4,1453.5,1453.6,2,20,26,26,25,27,27,27,30,27
20191126,09:51:00.0,2019-11-26 09:51:00,GC1912,COMEX,1453.1,0,16155,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.1,1453.0,1452.9,1452.8,1452.7,1453.2,1453.3,1453.4,1453.5,1453.6,1,22,26,26,26,25,27,27,28,25
20191126,09:51:00.0,2019-11-26 09:51:00,GC1912,COMEX,1453.1,0,16162,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.0,1452.9,1452.8,1452.7,1452.6,1453.1,1453.2,1453.3,1453.4,1453.5,20,26,26,30,27,3,24,26,31,28
20191126,09:51:01.0,2019-11-26 09:51:01,GC1912,COMEX,1453.1,0,16162,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.0,1452.9,1452.8,1452.7,1452.6,1453.1,1453.2,1453.3,1453.4,1453.5,18,26,26,29,27,7,24,30,27,28
20191126,09:51:01.0,2019-11-26 09:51:01,GC1912,COMEX,1453.0,0,16163,0.0,1455.1,1455.4,1451.4,1456.9,1456.9,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1453.0,1452.9,1452.8,1452.7,1452.6,1453.1,1453.2,1453.3,1453.4,1453.5,14,26,26,29,27,16,24,30,27,28
