date_time,open,high,low,close,volume,amount,position,date,time
2020-01-16 09:00:00,2259.0,2259.0,2259.0,2259.0,1.0,0.0,74.0,2020-01-16,09:00:00
2020-01-16 09:01:00,2263.0,2263.0,2263.0,2263.0,1.0,0.0,74.0,2020-01-16,09:01:00
2020-01-16 09:02:00,2266.0,2266.0,2266.0,2266.0,2.0,0.0,74.0,2020-01-16,09:02:00
2020-01-16 09:05:00,2270.0,2270.0,2270.0,2270.0,1.0,0.0,74.0,2020-01-16,09:05:00
2020-01-16 09:06:00,2272.0,2272.0,2272.0,2272.0,1.0,0.0,74.0,2020-01-16,09:06:00
2020-01-16 09:11:00,2270.0,2270.0,2270.0,2270.0,1.0,0.0,75.0,2020-01-16,09:11:00
2020-01-16 09:14:00,2270.0,2270.0,2270.0,2270.0,1.0,0.0,76.0,2020-01-16,09:14:00
2020-01-16 09:17:00,2269.0,2269.0,2269.0,2269.0,1.0,0.0,77.0,2020-01-16,09:17:00
2020-01-16 09:39:00,2264.0,2264.0,2264.0,2264.0,1.0,0.0,78.0,2020-01-16,09:39:00
2020-01-16 09:40:00,2271.0,2271.0,2271.0,2271.0,1.0,0.0,78.0,2020-01-16,09:40:00
2020-01-16 10:04:00,2267.0,2276.0,2267.0,2276.0,5.0,0.0,82.0,2020-01-16,10:04:00
2020-01-16 10:05:00,2270.0,2270.0,2270.0,2270.0,1.0,0.0,83.0,2020-01-16,10:05:00
2020-01-16 10:13:00,2270.0,2270.0,2270.0,2270.0,1.0,0.0,84.0,2020-01-16,10:13:00
2020-01-16 10:30:00,2272.0,2273.0,2272.0,2273.0,3.0,0.0,87.0,2020-01-16,10:30:00
2020-01-16 10:31:00,2276.0,2276.0,2276.0,2276.0,1.0,0.0,87.0,2020-01-16,10:31:00
2020-01-16 10:32:00,2266.0,2266.0,2266.0,2266.0,1.0,0.0,88.0,2020-01-16,10:32:00
2020-01-16 10:38:00,2266.0,2266.0,2266.0,2266.0,1.0,0.0,89.0,2020-01-16,10:38:00
2020-01-16 10:40:00,2265.0,2265.0,2265.0,2265.0,2.0,0.0,91.0,2020-01-16,10:40:00
2020-01-16 10:41:00,2265.0,2265.0,2262.0,2262.0,6.0,0.0,97.0,2020-01-16,10:41:00
2020-01-16 10:44:00,2262.0,2262.0,2262.0,2262.0,1.0,0.0,98.0,2020-01-16,10:44:00
2020-01-16 10:50:00,2272.0,2272.0,2272.0,2272.0,1.0,0.0,99.0,2020-01-16,10:50:00
2020-01-16 10:54:00,2268.0,2268.0,2268.0,2268.0,9.0,0.0,108.0,2020-01-16,10:54:00
