date_time,open,high,low,close,volume,amount,position,date,time
2020-01-16 09:09:00,1182.5,1182.5,1182.5,1182.5,1.0,70950.0,6.0,2020-01-16,09:09:00
2020-01-16 09:20:00,1182.5,1182.5,1182.5,1182.5,1.0,70950.0,7.0,2020-01-16,09:20:00
2020-01-16 10:02:00,1176.5,1176.5,1176.0,1176.0,2.0,141150.0,8.0,2020-01-16,10:02:00
2020-01-16 14:25:00,1180.0,1180.0,1180.0,1180.0,1.0,70800.0,9.0,2020-01-16,14:25:00
2020-01-16 14:35:00,1180.0,1180.0,1180.0,1180.0,1.0,70800.0,10.0,2020-01-16,14:35:00
2020-01-16 15:00:00,1180.0,1180.0,1180.0,1180.0,0.0,0.0,10.0,2020-01-16,15:00:00
2020-01-16 21:00:00,1181.5,1181.5,1181.5,1181.5,1.0,70890.0,11.0,2020-01-16,21:00:00
2020-01-16 22:27:00,1181.5,1181.5,1181.5,1181.5,1.0,70890.0,11.0,2020-01-16,22:27:00
2020-01-16 22:31:00,1173.5,1173.5,1173.5,1173.5,1.0,70410.0,10.0,2020-01-16,22:31:00
2020-01-17 14:58:00,1175.0,1175.0,1175.0,1175.0,1.0,70500.0,11.0,2020-01-17,14:58:00
2020-01-17 14:59:00,1173.5,1173.5,1173.5,1173.5,1.0,70410.0,12.0,2020-01-17,14:59:00
2020-01-17 15:00:00,1173.5,1173.5,1173.5,1173.5,0.0,0.0,12.0,2020-01-17,15:00:00
2020-01-20 09:07:00,1181.0,1181.0,1181.0,1181.0,2.0,141720.0,14.0,2020-01-20,09:07:00
2020-01-20 13:48:00,1181.0,1181.0,1181.0,1181.0,1.0,70860.0,15.0,2020-01-20,13:48:00
2020-01-20 14:59:00,1181.0,1181.0,1181.0,1181.0,1.0,70860.0,16.0,2020-01-20,14:59:00
2020-01-20 15:00:00,1181.0,1181.0,1181.0,1181.0,0.0,0.0,16.0,2020-01-20,15:00:00
2020-01-21 09:04:00,1177.5,1177.5,1177.5,1177.5,1.0,70650.0,15.0,2020-01-21,09:04:00
2020-01-21 13:54:00,1171.5,1171.5,1171.5,1171.5,1.0,70290.0,15.0,2020-01-21,13:54:00
2020-01-21 14:00:00,1171.5,1171.5,1171.5,1171.5,2.0,140610.0,17.0,2020-01-21,14:00:00
2020-01-21 14:58:00,1171.5,1171.5,1171.5,1171.5,1.0,70290.0,16.0,2020-01-21,14:58:00
2020-01-21 15:00:00,1171.5,1171.5,1171.5,1171.5,0.0,0.0,16.0,2020-01-21,15:00:00
2020-01-21 22:00:00,1175.0,1175.0,1175.0,1175.0,1.0,70500.0,17.0,2020-01-21,22:00:00
2020-01-21 22:02:00,1172.5,1172.5,1172.5,1172.5,1.0,70350.0,17.0,2020-01-21,22:02:00
2020-01-21 22:03:00,1172.0,1172.0,1172.0,1172.0,1.0,70320.0,17.0,2020-01-21,22:03:00
2020-01-21 22:22:00,1171.0,1171.0,1171.0,1171.0,1.0,70260.0,16.0,2020-01-21,22:22:00
2020-01-22 09:15:00,1165.5,1165.5,1165.5,1165.5,2.0,139860.0,17.0,2020-01-22,09:15:00
2020-01-22 09:31:00,1161.5,1161.5,1161.0,1161.0,2.0,139350.0,19.0,2020-01-22,09:31:00
2020-01-22 15:00:00,1161.0,1161.0,1161.0,1161.0,0.0,0.0,19.0,2020-01-22,15:00:00
