,close,close_dt,close_exchange_rate,commodity,contract,count,direction,holding_period,multiplier,open,open_dt,open_exchange_rate,pnl,rtn,tcost,tcost_mode,tcost_unit,volume
0,8186.0,2013-03-07,1.0,TA,TA.CZC,1,1.0,59.0,5,8696.0,2013-01-08,1.0,-15300.0,-0.058647654093836245,0,,,6.0
1,8134.0,2013-03-19,1.0,TA,TA.CZC,2,-1.0,5.0,5,8084.0,2013-03-15,1.0,-1500.0,-0.006185056902523503,0,,,6.0
2,8040.0,2013-03-22,1.0,TA,TA.CZC,3,1.0,4.0,5,8134.0,2013-03-19,1.0,-2820.0,-0.011556429800835996,0,,,6.0
3,7956.0,2013-03-26,1.0,TA,TA.CZC,4,1.0,2.0,5,7990.0,2013-03-25,1.0,-680.0,-0.00425531914893617,0,,,4.0
4,7870.0,2013-05-13,1.0,TA,TA.CZC,5,-1.0,49.0,5,7956.0,2013-03-26,1.0,1720.0,0.010809451985922574,0,,,4.0
5,7758.0,2013-05-16,1.0,TA,TA.CZC,6,1.0,4.0,5,7870.0,2013-05-13,1.0,-2240.0,-0.014231257941550191,0,,,4.0
6,7814.0,2013-05-21,1.0,TA,TA.CZC,7,-1.0,6.0,5,7758.0,2013-05-16,1.0,-1120.0,-0.007218355246197474,0,,,4.0
7,7896.0,2013-05-22,1.0,TA,TA.CZC,8,1.0,2.0,5,7814.0,2013-05-21,1.0,1640.0,0.010493985154850269,0,,,4.0
8,7846.0,2013-05-23,1.0,TA,TA.CZC,9,-1.0,2.0,5,7896.0,2013-05-22,1.0,1000.0,0.006332320162107396,0,,,4.0
9,7810.0,2013-05-27,1.0,TA,TA.CZC,10,1.0,5.0,5,7846.0,2013-05-23,1.0,-720.0,-0.004588325261279633,0,,,4.0
10,7668.0,2013-07-11,1.0,TA,TA.CZC,11,-1.0,46.0,5,7810.0,2013-05-27,1.0,2840.0,0.01818181818181818,0,,,4.0
11,7750.0,2013-07-31,1.0,TA,TA.CZC,12,1.0,21.0,5,7668.0,2013-07-11,1.0,1640.0,0.01069379238393323,0,,,4.0
12,7938.0,2013-08-05,1.0,TA,TA.CZC,13,-1.0,6.0,5,7750.0,2013-07-31,1.0,-3760.0,-0.02425806451612903,0,,,4.0
13,8022.0,2013-09-02,1.0,TA,TA.CZC,14,1.0,29.0,5,7938.0,2013-08-05,1.0,1680.0,0.010582010582010581,0,,,4.0
14,8004.0,2013-09-03,1.0,TA,TA.CZC,15,-1.0,2.0,5,8022.0,2013-09-02,1.0,360.0,0.002243829468960359,0,,,4.0
15,7940.0,2013-09-11,1.0,TA,TA.CZC,16,1.0,9.0,5,8004.0,2013-09-03,1.0,-1280.0,-0.0079960019990005,0,,,4.0
16,7900.0,2013-09-12,1.0,TA,TA.CZC,17,-1.0,2.0,5,7940.0,2013-09-11,1.0,800.0,0.005037783375314861,0,,,4.0
17,7906.0,2013-09-13,1.0,TA,TA.CZC,18,1.0,2.0,5,7900.0,2013-09-12,1.0,120.0,0.0007594936708860759,0,,,4.0
18,7778.0,2013-10-09,1.0,TA,TA.CZC,19,-1.0,27.0,5,7906.0,2013-09-13,1.0,2560.0,0.016190235264356184,0,,,4.0
19,7740.0,2013-10-10,1.0,TA,TA.CZC,20,1.0,2.0,5,7778.0,2013-10-09,1.0,-1140.0,-0.004885574697865775,0,,,6.0
20,7630.0,2013-10-21,1.0,TA,TA.CZC,21,-1.0,12.0,5,7740.0,2013-10-10,1.0,2200.0,0.014211886304909561,0,,,4.0
21,7520.0,2013-11-01,1.0,TA,TA.CZC,22,-1.0,8.0,5,7574.0,2013-10-25,1.0,1080.0,0.007129654079746501,0,,,4.0
22,7456.0,2013-12-06,1.0,TA,TA.CZC,23,-1.0,30.0,5,7536.0,2013-11-07,1.0,1600.0,0.010615711252653927,0,,,4.0
23,7368.0,2013-12-19,1.0,TA,TA.CZC,24,-1.0,4.0,5,7470.0,2013-12-16,1.0,2040.0,0.013654618473895583,0,,,4.0
24,6914.0,2014-01-24,1.0,TA,TA.CZC,25,-1.0,15.0,5,7100.0,2014-01-10,1.0,4650.0,0.02619718309859155,0,,,5.0
25,6840.0,2014-02-10,1.0,TA,TA.CZC,26,-1.0,14.0,5,6886.0,2014-01-28,1.0,1150.0,0.006680220737728725,0,,,5.0
26,6132.0,2014-03-17,1.0,TA,TA.CZC,27,-1.0,35.0,5,6930.0,2014-02-11,1.0,19950.0,0.11515151515151516,0,,,5.0
27,6480.0,2014-03-26,1.0,TA,TA.CZC,28,-1.0,9.0,5,6220.0,2014-03-18,1.0,-6500.0,-0.04180064308681672,0,,,5.0
28,6098.0,2014-05-06,1.0,TA,TA.CZC,29,-1.0,23.0,5,6420.0,2014-04-14,1.0,8050.0,0.05015576323987539,0,,,5.0
29,6460.0,2014-05-28,1.0,TA,TA.CZC,30,-1.0,21.0,5,6068.0,2014-05-08,1.0,-11760.0,-0.06460118655240607,0,,,6.0
30,6800.0,2014-06-09,1.0,TA,TA.CZC,31,-1.0,11.0,5,6570.0,2014-05-30,1.0,-5750.0,-0.0350076103500761,0,,,5.0
31,7240.0,2014-07-04,1.0,TA,TA.CZC,32,1.0,2.0,5,7140.0,2014-07-03,1.0,2500.0,0.014005602240896359,0,,,5.0
32,7018.0,2014-07-10,1.0,TA,TA.CZC,33,1.0,3.0,5,7182.0,2014-07-08,1.0,-4100.0,-0.022834864940128097,0,,,5.0
33,7092.0,2014-07-14,1.0,TA,TA.CZC,34,1.0,4.0,5,7046.0,2014-07-11,1.0,1150.0,0.006528526823729776,0,,,5.0
34,7454.0,2014-07-24,1.0,TA,TA.CZC,35,-1.0,2.0,5,7472.0,2014-07-23,1.0,360.0,0.0024089935760171306,0,,,4.0
35,6908.0,2014-08-15,1.0,TA,TA.CZC,36,1.0,9.0,5,6944.0,2014-08-07,1.0,-900.0,-0.005184331797235023,0,,,5.0
36,6882.0,2014-08-20,1.0,TA,TA.CZC,37,1.0,3.0,5,6860.0,2014-08-18,1.0,550.0,0.003206997084548105,0,,,5.0
37,6690.0,2014-08-29,1.0,TA,TA.CZC,38,1.0,8.0,5,6918.0,2014-08-22,1.0,-5700.0,-0.03295750216825672,0,,,5.0
38,5670.0,2014-10-10,1.0,TA,TA.CZC,39,1.0,2.0,5,5808.0,2014-10-09,1.0,-4140.0,-0.023760330578512397,0,,,6.0
39,5544.0,2014-10-15,1.0,TA,TA.CZC,40,1.0,2.0,5,5572.0,2014-10-14,1.0,-840.0,-0.005025125628140704,0,,,6.0
40,5232.0,2014-12-01,1.0,TA,TA.CZC,41,-1.0,48.0,5,5544.0,2014-10-15,1.0,9360.0,0.05627705627705628,0,,,6.0
41,5210.0,2014-12-08,1.0,TA,TA.CZC,42,-1.0,5.0,5,5266.0,2014-12-04,1.0,1680.0,0.010634257500949488,0,,,6.0
42,4824.0,2015-01-05,1.0,TA,TA.CZC,43,-1.0,27.0,5,5030.0,2014-12-10,1.0,7210.0,0.04095427435387674,0,,,7.0
43,4692.0,2015-01-07,1.0,TA,TA.CZC,44,-1.0,2.0,5,4664.0,2015-01-06,1.0,-980.0,-0.006003430531732418,0,,,7.0
44,4800.0,2015-02-25,1.0,TA,TA.CZC,45,-1.0,49.0,5,4658.0,2015-01-08,1.0,-4970.0,-0.030485186775440102,0,,,7.0
45,4910.0,2015-03-02,1.0,TA,TA.CZC,46,-1.0,4.0,5,4920.0,2015-02-27,1.0,350.0,0.0020325203252032522,0,,,7.0
46,5036.0,2015-03-05,1.0,TA,TA.CZC,47,-1.0,3.0,5,4960.0,2015-03-03,1.0,-2660.0,-0.01532258064516129,0,,,7.0
47,4596.0,2015-03-30,1.0,TA,TA.CZC,48,-1.0,20.0,5,4714.0,2015-03-11,1.0,4130.0,0.025031820110309716,0,,,7.0
48,5382.0,2015-04-27,1.0,TA,TA.CZC,49,-1.0,28.0,5,4658.0,2015-03-31,1.0,-25340.0,-0.15543151567196223,0,,,7.0
49,5436.0,2015-05-13,1.0,TA,TA.CZC,50,-1.0,14.0,5,5280.0,2015-04-30,1.0,-4680.0,-0.029545454545454545,0,,,6.0
50,5294.0,2015-05-19,1.0,TA,TA.CZC,51,-1.0,6.0,5,5406.0,2015-05-14,1.0,3360.0,0.020717721050684423,0,,,6.0
51,4982.0,2015-05-26,1.0,TA,TA.CZC,52,-1.0,5.0,5,5072.0,2015-05-22,1.0,3150.0,0.01774447949526814,0,,,7.0
52,5226.0,2015-06-03,1.0,TA,TA.CZC,53,-1.0,8.0,5,4988.0,2015-05-27,1.0,-8330.0,-0.04771451483560545,0,,,7.0
53,4918.0,2015-07-01,1.0,TA,TA.CZC,54,-1.0,27.0,5,5178.0,2015-06-05,1.0,7800.0,0.050212437234453455,0,,,6.0
54,4800.0,2015-07-07,1.0,TA,TA.CZC,55,-1.0,5.0,5,5070.0,2015-07-03,1.0,9450.0,0.05325443786982249,0,,,7.0
55,4618.0,2015-07-13,1.0,TA,TA.CZC,56,-1.0,6.0,5,4530.0,2015-07-08,1.0,-3080.0,-0.019426048565121413,0,,,7.0
56,4560.0,2015-07-29,1.0,TA,TA.CZC,57,-1.0,15.0,5,4572.0,2015-07-15,1.0,420.0,0.0026246719160104987,0,,,7.0
57,4572.0,2015-10-28,1.0,TA,TA.CZC,58,-1.0,90.0,5,4626.0,2015-07-31,1.0,1890.0,0.011673151750972763,0,,,7.0
58,4506.0,2015-11-25,1.0,TA,TA.CZC,59,-1.0,27.0,5,4650.0,2015-10-30,1.0,5040.0,0.03096774193548387,0,,,7.0
59,4284.0,2015-12-09,1.0,TA,TA.CZC,60,-1.0,14.0,5,4540.0,2015-11-26,1.0,8960.0,0.05638766519823789,0,,,7.0
60,4460.0,2016-02-23,1.0,TA,TA.CZC,61,-1.0,76.0,5,4362.0,2015-12-10,1.0,-3920.0,-0.02246675836772123,0,,,8.0
61,4622.0,2016-03-07,1.0,TA,TA.CZC,62,-1.0,13.0,5,4448.0,2016-02-24,1.0,-6960.0,-0.03911870503597122,0,,,8.0
62,4686.0,2016-03-10,1.0,TA,TA.CZC,63,-1.0,3.0,5,4770.0,2016-03-08,1.0,2940.0,0.01761006289308176,0,,,7.0
63,4584.0,2016-03-17,1.0,TA,TA.CZC,64,-1.0,7.0,5,4610.0,2016-03-11,1.0,910.0,0.005639913232104121,0,,,7.0
64,4522.0,2016-03-25,1.0,TA,TA.CZC,65,-1.0,3.0,5,4688.0,2016-03-23,1.0,5810.0,0.035409556313993173,0,,,7.0
65,4760.0,2016-04-13,1.0,TA,TA.CZC,66,-1.0,17.0,5,4608.0,2016-03-28,1.0,-5320.0,-0.03298611111111111,0,,,7.0
