dt,ru rmb
2013-6-18,16600.0
2013-6-19,16900.0
2013-6-20,16500.0
2013-6-21,16500.0
2013-6-24,16200.0
2013-6-25,16150.0
2013-6-26,16050.0
2013-6-27,16000.0
2013-6-28,16000.0
2013-7-1,16050.0
2013-7-2,16050.0
2013-7-3,16150.0
2013-7-4,16250.0
2013-7-5,16250.0
2013-7-8,15900.0
2013-7-9,15800.0
2013-7-10,15600.0
2013-7-11,16000.0
2013-7-12,16000.0
2013-7-15,15800.0
2013-7-16,15800.0
2013-7-17,16300.0
2013-7-18,16450.0
2013-7-19,16600.0
2013-7-22,16350.0
2013-7-23,16350.0
2013-7-24,16150.0
2013-7-25,16100.0
2013-7-26,16000.0
2013-7-29,15600.0
2013-7-30,15700.0
2013-7-31,15850.0
2013-8-1,15950.0
2013-8-2,15800.0
2013-8-5,16000.0
2013-8-6,16100.0
2013-8-7,16200.0
2013-8-8,16250.0
2013-8-9,16700.0
2013-8-12,17000.0
2013-8-13,17200.0
2013-8-14,16950.0
2013-8-15,16700.0
2013-8-16,16950.0
2013-8-19,17200.0
2013-8-20,16900.0
2013-8-21,16800.0
2013-8-22,17000.0
2013-8-23,17200.0
2013-8-26,17350.0
2013-8-27,17400.0
2013-8-28,17150.0
2013-8-29,17000.0
2013-8-30,17000.0
2013-9-2,17500.0
2013-9-3,17500.0
2013-9-4,17300.0
2013-9-5,17300.0
2013-9-6,17400.0
2013-9-9,17500.0
2013-9-10,17300.0
2013-9-11,17350.0
2013-9-12,17150.0
2013-9-13,16950.0
2013-9-16,16900.0
2013-9-17,17000.0
2013-9-18,17200.0
2013-9-23,17450.0
2013-9-24,17450.0
2013-9-25,17350.0
2013-9-26,17400.0
2013-9-27,17400.0
2013-9-30,17400.0
2013-10-8,17400.0
2013-10-9,17400.0
2013-10-10,17400.0
2013-10-11,17400.0
2013-10-14,17500.0
2013-10-15,17600.0
2013-10-16,17400.0
2013-10-17,17250.0
2013-10-18,17250.0
2013-10-21,17200.0
2013-10-22,17100.0
2013-10-23,16800.0
2013-10-24,16800.0
2013-10-25,16650.0
2013-10-28,16700.0
2013-10-29,16700.0
2013-10-30,16800.0
2013-10-31,16700.0
2013-11-1,16700.0
2013-11-4,16500.0
2013-11-5,16350.0
2013-11-6,16200.0
2013-11-7,16250.0
2013-11-8,16200.0
2013-11-11,16150.0
2013-11-12,16150.0
2013-11-13,16000.0
2013-11-14,16000.0
2013-11-15,16000.0
2013-11-18,15925.0
2013-11-19,15900.0
2013-11-20,16000.0
2013-11-21,16000.0
2013-11-22,15900.0
2013-11-25,15800.0
2013-11-26,15600.0
2013-11-27,15550.0
2013-11-28,15650.0
2013-11-29,16150.0
2013-12-2,16200.0
2013-12-3,16150.0
2013-12-4,16150.0
2013-12-5,15950.0
2013-12-6,15950.0
2013-12-9,16200.0
2013-12-10,16200.0
2013-12-11,15900.0
2013-12-12,16200.0
2013-12-13,16100.0
2013-12-16,16150.0
2013-12-17,15750.0
2013-12-18,15750.0
2013-12-19,15650.0
2013-12-20,15500.0
2013-12-23,15400.0
2013-12-24,15400.0
2013-12-25,15500.0
2013-12-26,15500.0
2013-12-27,15650.0
2013-12-30,15650.0
2013-12-31,15650.0
2014-1-2,15500.0
2014-1-3,15300.0
2014-1-6,15300.0
2014-1-7,15300.0
2014-1-8,15300.0
2014-1-9,15500.0
2014-1-10,15600.0
2014-1-13,15600.0
2014-1-14,15600.0
2014-1-15,15600.0
2014-1-16,15600.0
2014-1-17,15600.0
2014-1-20,15700.0
2014-1-21,15400.0
2014-1-22,15200.0
2014-1-23,15200.0
2014-1-24,15200.0
2014-1-27,14700.0
2014-1-28,14700.0
2014-1-29,14700.0
2014-1-30,14700.0
2014-2-7,14300.0
2014-2-10,14400.0
2014-2-11,14400.0
2014-2-12,14000.0
2014-2-13,13900.0
2014-2-14,13900.0
2014-2-17,14200.0
2014-2-18,14100.0
2014-2-19,14100.0
2014-2-20,13800.0
2014-2-21,13800.0
2014-2-24,13100.0
2014-2-25,13000.0
2014-2-26,13000.0
2014-2-27,12700.0
2014-2-28,12800.0
2014-3-3,12700.0
2014-3-4,12500.0
2014-3-5,12800.0
2014-3-6,12800.0
2014-3-7,12800.0
2014-3-10,12400.0
2014-3-11,12950.0
2014-3-12,13600.0
2014-3-13,13600.0
2014-3-14,13200.0
2014-3-17,12900.0
2014-3-18,12700.0
2014-3-19,12900.0
2014-3-20,12600.0
2014-3-21,12600.0
2014-3-24,12600.0
2014-3-25,12800.0
2014-3-26,12900.0
2014-3-27,12850.0
2014-3-28,12850.0
2014-3-31,12850.0
2014-4-1,12950.0
2014-4-2,12950.0
2014-4-3,12950.0
2014-4-4,13050.0
2014-4-8,13200.0
2014-4-9,13000.0
2014-4-10,12900.0
2014-4-11,12700.0
2014-4-14,12700.0
2014-4-15,12700.0
2014-4-16,12700.0
2014-4-17,12600.0
2014-4-18,12600.0
2014-4-21,12400.0
2014-4-22,12400.0
2014-4-23,12400.0
2014-4-24,12400.0
2014-4-25,12400.0
2014-4-28,12600.0
2014-4-29,12700.0
2014-4-30,12600.0
2014-5-5,12400.0
2014-5-6,12300.0
2014-5-7,12200.0
2014-5-8,12100.0
2014-5-9,12000.0
2014-5-12,12000.0
2014-5-13,12100.0
2014-5-14,12100.0
2014-5-15,12100.0
2014-5-16,12000.0
2014-5-19,12300.0
2014-5-20,12300.0
2014-5-21,12100.0
2014-5-22,12100.0
2014-5-23,12100.0
2014-5-26,12300.0
2014-5-27,12300.0
2014-5-28,12200.0
2014-5-29,12100.0
2014-5-30,12000.0
2014-6-3,12000.0
2014-6-4,12000.0
2014-6-5,12000.0
2014-6-6,12100.0
2014-6-9,12100.0
2014-6-10,12100.0
2014-6-11,12200.0
2014-6-12,12100.0
2014-6-13,12100.0
2014-6-16,12100.0
2014-6-17,12100.0
2014-6-18,12200.0
2014-6-19,12300.0
2014-6-20,12800.0
2014-6-23,13000.0
2014-6-24,13000.0
2014-6-25,13000.0
2014-6-26,13000.0
2014-6-27,12900.0
2014-6-30,12700.0
2014-7-1,12600.0
2014-7-2,12600.0
2014-7-3,12600.0
2014-7-4,12600.0
2014-7-7,12600.0
2014-7-8,12500.0
2014-7-9,12500.0
2014-7-10,12500.0
2014-7-11,12500.0
2014-7-14,12500.0
2014-7-15,12500.0
2014-7-16,12500.0
2014-7-17,12700.0
2014-7-18,12600.0
2014-7-21,12500.0
2014-7-22,12600.0
2014-7-23,12600.0
2014-7-24,12700.0
2014-7-25,12700.0
2014-7-28,12600.0
2014-7-29,12800.0
2014-7-30,12700.0
2014-7-31,12700.0
2014-8-1,12500.0
2014-8-4,12500.0
2014-8-5,12500.0
2014-8-6,12500.0
2014-8-7,12600.0
2014-8-8,12600.0
2014-8-11,12500.0
2014-8-12,12400.0
2014-8-13,12300.0
2014-8-14,12200.0
2014-8-15,12200.0
2014-8-18,12200.0
2014-8-19,12200.0
2014-8-20,12200.0
2014-8-21,12200.0
2014-8-22,12300.0
2014-8-25,12300.0
2014-8-26,12100.0
2014-8-27,12100.0
2014-8-28,12100.0
2014-8-29,12000.0
2014-9-1,12000.0
2014-9-2,12000.0
2014-9-3,12000.0
2014-9-4,12000.0
2014-9-5,11900.0
2014-9-9,11600.0
2014-9-10,11600.0
2014-9-11,11600.0
2014-9-12,11600.0
2014-9-15,11700.0
2014-9-16,11700.0
2014-9-17,11700.0
2014-9-18,11600.0
2014-9-19,11500.0
2014-9-22,11300.0
2014-9-23,11200.0
2014-9-24,11200.0
2014-9-25,11200.0
2014-9-26,11300.0
2014-9-29,11000.0
2014-9-30,11100.0
2014-10-8,11200.0
2014-10-9,11200.0
2014-10-10,11000.0
2014-10-13,11200.0
2014-10-14,11200.0
2014-10-15,11200.0
2014-10-16,10800.0
2014-10-17,10900.0
2014-10-20,10900.0
2014-10-21,10900.0
2014-10-22,11000.0
2014-10-23,11400.0
2014-10-24,11500.0
2014-10-27,11200.0
2014-10-28,11400.0
2014-10-29,11500.0
2014-10-30,11200.0
2014-10-31,11200.0
2014-11-3,11200.0
2014-11-4,10900.0
2014-11-5,10700.0
2014-11-6,10700.0
2014-11-7,11200.0
2014-11-10,11100.0
2014-11-11,11100.0
2014-11-12,11200.0
2014-11-13,11200.0
2014-11-14,11200.0
2014-11-17,11100.0
2014-11-18,11000.0
2014-11-19,11000.0
2014-11-20,11100.0
2014-11-21,10900.0
2014-11-24,10900.0
2014-11-25,11000.0
2014-11-26,10900.0
2014-11-27,11100.0
2014-11-28,10900.0
2014-12-1,10700.0
2014-12-2,10900.0
2014-12-3,10900.0
2014-12-4,10900.0
2014-12-5,10700.0
2014-12-8,10500.0
2014-12-9,10500.0
2014-12-10,10500.0
2014-12-11,10450.0
2014-12-12,10600.0
2014-12-15,10600.0
2014-12-16,10600.0
2014-12-17,10600.0
2014-12-18,10600.0
2014-12-19,10500.0
2014-12-22,10500.0
2014-12-23,10400.0
2014-12-24,10400.0
2014-12-25,10600.0
2014-12-26,10500.0
2014-12-29,10600.0
2014-12-30,10700.0
2014-12-31,10800.0
2015-1-5,10700.0
2015-1-6,10800.0
2015-1-7,10500.0
2015-1-8,10400.0
2015-1-9,10400.0
2015-1-12,10500.0
2015-1-13,10300.0
2015-1-14,10100.0
2015-1-15,10100.0
2015-1-16,10100.0
2015-1-19,10100.0
2015-1-20,10100.0
2015-1-21,10100.0
2015-1-22,10200.0
2015-1-23,10200.0
2015-1-26,9900.0
2015-1-27,10000.0
2015-1-28,10000.0
2015-1-29,9800.0
2015-1-30,9800.0
2015-2-2,10000.0
2015-2-3,10100.0
2015-2-4,10200.0
2015-2-5,10100.0
2015-2-6,10100.0
2015-2-9,10100.0
2015-2-10,10100.0
2015-2-11,10100.0
2015-2-12,10100.0
2015-2-13,10200.0
2015-2-16,10200.0
2015-2-17,10200.0
2015-2-25,10200.0
2015-2-26,10700.0
2015-2-27,10700.0
2015-3-2,10500.0
2015-3-3,10400.0
2015-3-4,10400.0
2015-3-5,10300.0
2015-3-6,10300.0
2015-3-9,10400.0
2015-3-10,10300.0
2015-3-11,10400.0
2015-3-12,10450.0
2015-3-13,10500.0
2015-3-16,10400.0
2015-3-17,10400.0
2015-3-18,10400.0
2015-3-19,10400.0
2015-3-20,10400.0
2015-3-23,10950.0
2015-3-24,11150.0
2015-3-25,11150.0
2015-3-26,11250.0
2015-3-27,11150.0
2015-3-30,10900.0
2015-3-31,10900.0
2015-4-1,10900.0
2015-4-2,11000.0
2015-4-3,11000.0
2015-4-7,11000.0
2015-4-8,10900.0
2015-4-9,10800.0
2015-4-10,10800.0
2015-4-13,10900.0
2015-4-14,10900.0
2015-4-15,10900.0
2015-4-16,11000.0
2015-4-17,11000.0
2015-4-20,11000.0
2015-4-21,11200.0
2015-4-22,11300.0
2015-4-23,11300.0
2015-4-24,11300.0
2015-4-27,11600.0
2015-4-28,11600.0
2015-4-29,11500.0
2015-4-30,11600.0
2015-5-4,11900.0
2015-5-5,11900.0
2015-5-6,12000.0
2015-5-7,11900.0
2015-5-8,11900.0
2015-5-11,11900.0
2015-5-12,11900.0
2015-5-13,11900.0
2015-5-14,11900.0
2015-5-15,11900.0
2015-5-18,12000.0
2015-5-19,12000.0
2015-5-20,11800.0
2015-5-21,11800.0
2015-5-22,11800.0
2015-5-25,11800.0
2015-5-26,12000.0
2015-5-27,12000.0
2015-5-28,12050.0
2015-5-29,12050.0
2015-6-1,12300.0
2015-6-2,12200.0
2015-6-3,12100.0
2015-6-4,12200.0
2015-6-5,12200.0
2015-6-8,12100.0
2015-6-9,12100.0
2015-6-10,12200.0
2015-6-11,12200.0
2015-6-12,12100.0
2015-6-15,12100.0
2015-6-16,12100.0
2015-6-17,12200.0
2015-6-18,12100.0
2015-6-19,12200.0
2015-6-23,12200.0
2015-6-24,12200.0
2015-6-25,12200.0
2015-6-26,12200.0
2015-6-29,12200.0
2015-6-30,12200.0
2015-7-1,12200.0
2015-7-2,12300.0
2015-7-3,12300.0
2015-7-6,12200.0
2015-7-7,12000.0
2015-7-8,11500.0
2015-7-9,12000.0
2015-7-10,12000.0
2015-7-13,11900.0
2015-7-14,11900.0
2015-7-15,11900.0
2015-7-16,11900.0
2015-7-17,11800.0
2015-7-20,11800.0
2015-7-21,11800.0
2015-7-22,11800.0
2015-7-23,11700.0
2015-7-24,11400.0
2015-7-27,11200.0
2015-7-28,11200.0
2015-7-29,11200.0
2015-7-30,11200.0
2015-7-31,11300.0
2015-8-3,11200.0
2015-8-4,11000.0
2015-8-5,11000.0
2015-8-6,10900.0
2015-8-7,10900.0
2015-8-10,10900.0
2015-8-11,10900.0
2015-8-12,10900.0
2015-8-13,11000.0
2015-8-14,11100.0
2015-8-17,11000.0
2015-8-18,11000.0
2015-8-19,11000.0
2015-8-20,11000.0
2015-8-21,11000.0
2015-8-24,11000.0
2015-8-25,10800.0
2015-8-26,10800.0
2015-8-27,10700.0
2015-8-28,10900.0
2015-8-31,10900.0
2015-9-1,10900.0
2015-9-2,10800.0
2015-9-7,10800.0
2015-9-8,10900.0
2015-9-9,10900.0
2015-9-10,10900.0
2015-9-11,11000.0
2015-9-14,10900.0
2015-9-15,10900.0
2015-9-16,10900.0
2015-9-17,10900.0
2015-9-18,10900.0
2015-9-21,10900.0
2015-9-22,10900.0
2015-9-23,10900.0
2015-9-24,10900.0
2015-9-25,10900.0
2015-9-28,10900.0
2015-9-29,10900.0
2015-9-30,10900.0
2015-10-8,10800.0
2015-10-9,10800.0
2015-10-12,10800.0
2015-10-13,10900.0
2015-10-14,10900.0
2015-10-15,10900.0
2015-10-16,10700.0
2015-10-19,10600.0
2015-10-20,10600.0
2015-10-21,10400.0
2015-10-22,10400.0
2015-10-23,10400.0
2015-10-26,10200.0
2015-10-27,10000.0
2015-10-28,10000.0
2015-10-29,10100.0
2015-10-30,10000.0
2015-11-2,10000.0
2015-11-3,9800.0
2015-11-4,9800.0
2015-11-5,9800.0
2015-11-6,9800.0
2015-11-9,9600.0
2015-11-10,9600.0
2015-11-11,9600.0
2015-11-12,9600.0
2015-11-13,9600.0
2015-11-16,9600.0
2015-11-17,9500.0
2015-11-18,9500.0
2015-11-19,9400.0
2015-11-20,9400.0
2015-11-23,9000.0
2015-11-24,9000.0
2015-11-25,9000.0
2015-11-26,9100.0
2015-11-27,9000.0
2015-11-30,8900.0
2015-12-1,9000.0
2015-12-2,9100.0
2015-12-3,9100.0
2015-12-4,9100.0
2015-12-7,9200.0
2015-12-8,9100.0
2015-12-9,9100.0
2015-12-10,9000.0
2015-12-11,9100.0
2015-12-14,9100.0
2015-12-15,9100.0
2015-12-16,9100.0
2015-12-17,9100.0
2015-12-18,9100.0
2015-12-21,9300.0
2015-12-22,9300.0
2015-12-23,9300.0
2015-12-24,9300.0
2015-12-25,9300.0
2015-12-28,9000.0
2015-12-29,9000.0
2015-12-30,9100.0
2015-12-31,9100.0
2016-1-4,9000.0
2016-1-5,8900.0
2016-1-6,8800.0
2016-1-7,8700.0
2016-1-8,8700.0
2016-1-11,8500.0
2016-1-12,8400.0
2016-1-13,8600.0
2016-1-14,8700.0
2016-1-15,8700.0
2016-1-18,8550.0
2016-1-19,8550.0
2016-1-20,8450.0
2016-1-21,8400.0
2016-1-22,8400.0
2016-1-25,8400.0
2016-1-26,8300.0
2016-1-27,8400.0
2016-1-28,8300.0
2016-1-29,8300.0
2016-2-1,8300.0
2016-2-2,8300.0
2016-2-3,8300.0
2016-2-4,8300.0
2016-2-5,8300.0
2016-2-15,8400.0
2016-2-16,8500.0
2016-2-17,8500.0
2016-2-18,8500.0
2016-2-19,8500.0
2016-2-22,8600.0
2016-2-23,8600.0
2016-2-24,8600.0
2016-2-25,8600.0
2016-2-26,8500.0
2016-2-29,8600.0
2016-3-1,8700.0
2016-3-2,9000.0
2016-3-3,9400.0
2016-3-4,10000.0
2016-3-7,10800.0
2016-3-8,10600.0
2016-3-9,10200.0
2016-3-10,9700.0
2016-3-11,9700.0
2016-3-14,9700.0
2016-3-15,9500.0
2016-3-16,9700.0
2016-3-17,9900.0
2016-3-18,10100.0
2016-3-21,10100.0
2016-3-22,9900.0
2016-3-23,9850.0
2016-3-24,9750.0
2016-3-25,9750.0
2016-3-28,9800.0
2016-3-29,9800.0
2016-3-30,9800.0
2016-3-31,9900.0
2016-4-1,10250.0
2016-4-5,10500.0
2016-4-6,10700.0
2016-4-7,10700.0
2016-4-8,10700.0
2016-4-11,11150.0
2016-4-12,11350.0
2016-4-13,11750.0
2016-4-14,11600.0
2016-4-15,11350.0
2016-4-18,11500.0
2016-4-19,11600.0
2016-4-20,11800.0
2016-4-21,12000.0
2016-4-22,11900.0
2016-4-25,11900.0
2016-4-26,11900.0
2016-4-27,11700.0
2016-4-28,11600.0
2016-4-29,11600.0
2016-5-3,11700.0
2016-5-4,11600.0
2016-5-5,11400.0
2016-5-6,11200.0
2016-5-9,11100.0
2016-5-10,11100.0
2016-5-11,11100.0
2016-5-12,11100.0
2016-5-13,10800.0
2016-5-16,10700.0
2016-5-17,10750.0
2016-5-18,10550.0
2016-5-19,10300.0
2016-5-20,10000.0
2016-5-23,9500.0
2016-5-24,9500.0
2016-5-25,9500.0
2016-5-26,9600.0
2016-5-27,9600.0
2016-5-30,9750.0
2016-5-31,9750.0
2016-6-1,9650.0
2016-6-2,9650.0
2016-6-3,9750.0
2016-6-6,9850.0
2016-6-7,9850.0
2016-6-8,9750.0
2016-6-13,9750.0
2016-6-14,9650.0
2016-6-15,9650.0
2016-6-16,9650.0
2016-6-17,10200.0
2016-6-20,10050.0
2016-6-21,9850.0
2016-6-22,10050.0
2016-6-23,10050.0
2016-6-24,9950.0
2016-6-27,10150.0
2016-6-28,10350.0
2016-6-29,10350.0
2016-6-30,10350.0
2016-7-1,10350.0
2016-7-4,10950.0
2016-7-5,10850.0
2016-7-6,10450.0
2016-7-7,10100.0
2016-7-8,9950.0
2016-7-11,10050.0
2016-7-12,10150.0
2016-7-13,10350.0
2016-7-14,10450.0
2016-7-15,10750.0
2016-7-18,10650.0
2016-7-19,10750.0
2016-7-20,10750.0
2016-7-21,10950.0
2016-7-22,10850.0
2016-7-25,10650.0
2016-7-26,10650.0
2016-7-27,10650.0
2016-7-28,10750.0
2016-7-29,10550.0
2016-8-1,10650.0
2016-8-2,10650.0
2016-8-3,10650.0
2016-8-4,10450.0
2016-8-5,10550.0
2016-8-8,10550.0
2016-8-9,10500.0
2016-8-10,10450.0
2016-8-11,10600.0
2016-8-12,10800.0
2016-8-15,10950.0
2016-8-16,10850.0
2016-8-17,10850.0
2016-8-18,10750.0
2016-8-19,10800.0
2016-8-22,10750.0
2016-8-23,10650.0
2016-8-24,10550.0
2016-8-25,10450.0
2016-8-26,10450.0
2016-8-29,10550.0
2016-8-30,10500.0
2016-8-31,10400.0
2016-9-1,10500.0
2016-9-2,10600.0
2016-9-5,10650.0
2016-9-6,10650.0
2016-9-7,10650.0
2016-9-8,10800.0
2016-9-9,10850.0
2016-9-12,10800.0
2016-9-13,10800.0
2016-9-14,11000.0
2016-9-19,11500.0
2016-9-20,11600.0
2016-9-21,11750.0
2016-9-22,11900.0
2016-9-23,11800.0
2016-9-26,11800.0
2016-9-27,11800.0
2016-9-28,11850.0
2016-9-29,11650.0
2016-9-30,11550.0
2016-10-10,12650.0
2016-10-11,12700.0
2016-10-12,12650.0
2016-10-13,12450.0
2016-10-14,12750.0
2016-10-17,12500.0
2016-10-18,12400.0
2016-10-19,12100.0
2016-10-20,12100.0
2016-10-21,11950.0
2016-10-24,12300.0
2016-10-25,12300.0
2016-10-26,12300.0
2016-10-27,12400.0
2016-10-28,12500.0
2016-10-31,12400.0
2016-11-1,12400.0
2016-11-2,12250.0
2016-11-3,12150.0
2016-11-4,12150.0
2016-11-7,12550.0
2016-11-8,13350.0
2016-11-9,13450.0
2016-11-10,13750.0
2016-11-11,14350.0
2016-11-14,13750.0
2016-11-15,13800.0
2016-11-16,14600.0
2016-11-17,14600.0
2016-11-18,14350.0
2016-11-21,15000.0
2016-11-22,15500.0
2016-11-23,15300.0
2016-11-24,15300.0
2016-11-25,15300.0
2016-11-28,15850.0
2016-11-29,15500.0
2016-11-30,14450.0
2016-12-1,14750.0
2016-12-2,14750.0
2016-12-5,15300.0
2016-12-6,15350.0
2016-12-7,15400.0
2016-12-8,15300.0
2016-12-9,15400.0
2016-12-12,16300.0
2016-12-13,16750.0
2016-12-14,17100.0
2016-12-15,17800.0
2016-12-16,17650.0
2016-12-19,17250.0
2016-12-20,17000.0
2016-12-21,17300.0
2016-12-22,16500.0
2016-12-23,16500.0
2016-12-26,16250.0
2016-12-27,16250.0
2016-12-28,16250.0
2016-12-29,16550.0
2016-12-30,16850.0
2017-1-3,17200.0
2017-1-4,17300.0
2017-1-5,16900.0
2017-1-6,16900.0
2017-1-9,17900.0
2017-1-10,18100.0
2017-1-11,18300.0
2017-1-12,19000.0
2017-1-13,18800.0
2017-1-16,19200.0
2017-1-17,19200.0
2017-1-18,18900.0
2017-1-19,18900.0
2017-1-20,18900.0
2017-1-23,18900.0
2017-1-24,18900.0
2017-1-25,18900.0
2017-1-26,18900.0
2017-2-3,18900.0
2017-2-6,19450.0
2017-2-7,19450.0
2017-2-8,19400.0
2017-2-9,19300.0
2017-2-10,19400.0
2017-2-13,19900.0
2017-2-14,19900.0
2017-2-15,19700.0
2017-2-16,19100.0
2017-2-17,19000.0
2017-2-20,18900.0
2017-2-21,18800.0
2017-2-22,18550.0
2017-2-23,17750.0
2017-2-24,17550.0
2017-2-27,17550.0
2017-2-28,17400.0
2017-3-1,17500.0
2017-3-2,17500.0
2017-3-3,17700.0
2017-3-6,17600.0
2017-3-7,17600.0
2017-3-8,16900.0
2017-3-9,16700.0
2017-3-10,16700.0
2017-3-13,16800.0
2017-3-14,16800.0
2017-3-15,16800.0
2017-3-16,16850.0
2017-3-17,17200.0
2017-3-20,17000.0
2017-3-21,16650.0
2017-3-22,15800.0
2017-3-23,16000.0
2017-3-24,15950.0
2017-3-27,15300.0
2017-3-28,15100.0
2017-3-29,15300.0
2017-3-30,15100.0
2017-3-31,15200.0
2017-4-5,15900.0
2017-4-6,15500.0
2017-4-7,14800.0
2017-4-10,14400.0
2017-4-11,14300.0
2017-4-12,13500.0
2017-4-13,14000.0
2017-4-14,13600.0
2017-4-17,13800.0
2017-4-18,13100.0
2017-4-19,12900.0
2017-4-20,13300.0
2017-4-21,13300.0
2017-4-24,13400.0
2017-4-25,13500.0
2017-4-26,13300.0
2017-4-27,13300.0
2017-4-28,13350.0
2017-5-2,13750.0
2017-5-3,13700.0
2017-5-4,13000.0
2017-5-5,12800.0
2017-5-8,12700.0
2017-5-9,12700.0
2017-5-10,12600.0
2017-5-11,12900.0
2017-5-12,12950.0
2017-5-15,12850.0
2017-5-16,13000.0
2017-5-17,12900.0
2017-5-18,12800.0
2017-5-19,12850.0
2017-5-22,12850.0
2017-5-23,12950.0
2017-5-24,12750.0
2017-5-25,12750.0
2017-5-26,12650.0
2017-5-31,12500.0
2017-6-1,12000.0
2017-6-2,12000.0
2017-6-5,12000.0
2017-6-6,11900.0
2017-6-7,11900.0
2017-6-8,11900.0
2017-6-9,11900.0
2017-6-12,12100.0
2017-6-13,11800.0
2017-6-14,12200.0
2017-6-15,12200.0
2017-6-16,12200.0
2017-6-19,11900.0
2017-6-20,11900.0
2017-6-21,11850.0
2017-6-22,11850.0
2017-6-23,11950.0
2017-6-26,11950.0
2017-6-27,12350.0
2017-6-28,12450.0
2017-6-29,12700.0
2017-6-30,12600.0
2017-7-3,12750.0
2017-7-4,12600.0
2017-7-5,12400.0
2017-7-6,12400.0
2017-7-7,12300.0
2017-7-10,12200.0
2017-7-11,12200.0
2017-7-12,12500.0
2017-7-13,12400.0
2017-7-14,12500.0
2017-7-17,12600.0
2017-7-18,12500.0
2017-7-19,13000.0
2017-7-20,13100.0
2017-7-21,13000.0
2017-7-24,12700.0
2017-7-25,12800.0
2017-7-26,12700.0
2017-7-27,12700.0
2017-7-28,12050.0
2017-7-31,12050.0
2017-8-1,12050.0
2017-8-2,12100.0
2017-8-3,12200.0
2017-8-4,12600.0
2017-8-7,12700.0
2017-8-8,12700.0
2017-8-9,13200.0
2017-8-10,13200.0
2017-8-11,12900.0
2017-8-14,12700.0
2017-8-15,12900.0
2017-8-16,13000.0
2017-8-17,13100.0
2017-8-18,13100.0
2017-8-21,13200.0
2017-8-22,13300.0
2017-8-23,13200.0
2017-8-24,13150.0
2017-8-25,13250.0
2017-8-28,13450.0
2017-8-29,13300.0
2017-8-30,13300.0
2017-8-31,13400.0
2017-9-1,13400.0
2017-9-4,13900.0
2017-9-5,14000.0
2017-9-6,14200.0
2017-9-7,14100.0
2017-9-8,13600.0
2017-9-11,13550.0
2017-9-12,13550.0
2017-9-13,13600.0
2017-9-14,13500.0
2017-9-15,13100.0
2017-9-18,12600.0
2017-9-19,12500.0
2017-9-20,12450.0
2017-9-21,12050.0
2017-9-22,12050.0
2017-9-25,12150.0
2017-9-26,12200.0
2017-9-27,12200.0
2017-9-28,11700.0
2017-9-29,11700.0
2017-10-9,11600.0
2017-10-10,11500.0
2017-10-11,11450.0
2017-10-12,11500.0
2017-10-13,11600.0
2017-10-16,11700.0
2017-10-17,11700.0
2017-10-18,11700.0
2017-10-19,11600.0
2017-10-20,11600.0
