dt,ld cfr
2017/10/23,1250.0
2017/10/24,1255.0
2017/10/25,1255.0
2017/10/26,1255.0
2017/10/27,1250.0
2017/10/30,1250.0
2017/10/31,1250.0
2017/11/1,1240.0
2017/11/2,1240.0
2017/11/3,1240.0
2017/11/6,1240.0
2017/11/7,1250.0
2017/11/8,1250.0
2017/11/9,1250.0
2017/11/10,1250.0
2017/11/13,1250.0
2017/11/14,1250.0
2017/11/15,1250.0
2017/11/16,1250.0
2017/11/17,1250.0
2017/11/20,1250.0
2017/11/21,1230.0
2017/11/22,1245.0
2017/11/23,1245.0
2017/11/24,1245.0
2017/11/27,1245.0
2017/11/28,1250.0
2017/11/29,1250.0
2017/11/30,1250.0
2017/12/1,1250.0
2017/12/4,1250.0
2017/12/5,1245.0
2017/12/6,1240.0
2017/12/7,1240.0
2017/12/8,1240.0
2017/12/11,1230.0
2017/12/12,1210.0
2017/12/13,1200.0
2017/12/14,1200.0
2017/12/15,1200.0
2017/12/18,1200.0
2017/12/19,1190.0
2017/12/20,1190.0
2017/12/21,1190.0
2017/12/22,1190.0
2017/12/25,1190.0
2017/12/26,1190.0
2017/12/27,1190.0
2017/12/28,1190.0
2017/12/29,1190.0
2018/1/2,1190.0
2018/1/3,1190.0
2018/1/4,1190.0
2018/1/5,1190.0
2018/1/8,1200.0
2018/1/9,1210.0
2018/1/10,1210.0
2018/1/11,1210.0
2018/1/12,1210.0
2018/1/15,1220.0
2018/1/16,1230.0
2018/1/17,1230.0
2018/1/18,1230.0
2018/1/19,1230.0
2018/1/22,1230.0
2018/1/23,1230.0
2018/1/24,1230.0
2018/1/25,1230.0
2018/1/26,1230.0
2018/1/29,1230.0
2018/1/30,1230.0
2018/1/31,1250.0
2018/2/1,1250.0
2018/2/2,1250.0
2018/2/5,1255.0
2018/2/6,1245.0
2018/2/7,1250.0
2018/2/8,1240.0
2018/2/9,1240.0
2018/2/12,1240.0
2018/2/13,1240.0
2018/2/14,1240.0
2018/2/22,1240.0
2018/2/23,1240.0
2018/2/26,1250.0
2018/2/27,1240.0
2018/2/28,1240.0
2018/3/1,1240.0
2018/3/2,1240.0
2018/3/5,1240.0
2018/3/6,1240.0
2018/3/7,1230.0
2018/3/8,1230.0
2018/3/9,1230.0
2018/3/12,1225.0
2018/3/13,1225.0
2018/3/14,1225.0
2018/3/15,1225.0
2018/3/16,1225.0
2018/3/19,1225.0
2018/3/20,1220.0
2018/3/21,1215.0
2018/3/22,1215.0
2018/3/23,1215.0
2018/3/26,1190.0
2018/3/27,1190.0
2018/3/28,1190.0
2018/3/29,1190.0
2018/3/30,1190.0
2018/4/2,1190.0
2018/4/3,1190.0
2018/4/4,1200.0
2018/4/9,1220.0
2018/4/10,1220.0
2018/4/11,1220.0
2018/4/12,1220.0
2018/4/13,1220.0
2018/4/16,1220.0
2018/4/17,1220.0
2018/4/18,1210.0
2018/4/19,1205.0
2018/4/20,1205.0
2018/4/23,1210.0
2018/4/24,1210.0
2018/4/25,1210.0
2018/4/26,1210.0
2018/4/27,1210.0
2018/5/2,1210.0
2018/5/3,1215.0
2018/5/4,1220.0
2018/5/7,1220.0
2018/5/8,1220.0
2018/5/9,1220.0
2018/5/10,1220.0
2018/5/11,1220.0
2018/5/14,1220.0
2018/5/15,1220.0
2018/5/16,1220.0
2018/5/17,1220.0
2018/5/18,1220.0
2018/5/21,1220.0
2018/5/22,1220.0
2018/5/23,1205.0
2018/5/24,1205.0
2018/5/25,1205.0
2018/5/28,1205.0
2018/5/29,1205.0
2018/5/30,1205.0
2018/5/31,1205.0
2018/6/1,1205.0
2018/6/4,1200.0
2018/6/5,1200.0
2018/6/6,1200.0
2018/6/7,1200.0
2018/6/8,1200.0
2018/6/11,1190.0
2018/6/12,1190.0
2018/6/13,1190.0
2018/6/14,1190.0
2018/6/15,1190.0
2018/6/19,1190.0
2018/6/20,1190.0
2018/6/21,1190.0
2018/6/22,1190.0
2018/6/25,1175.0
2018/6/26,1175.0
2018/6/27,1175.0
2018/6/28,1175.0
2018/6/29,1175.0
2018/7/2,1170.0
2018/7/3,1170.0
2018/7/4,1170.0
2018/7/5,1170.0
2018/7/6,1170.0
2018/7/9,1170.0
2018/7/10,1170.0
2018/7/11,1170.0
2018/7/12,1170.0
2018/7/13,1170.0
2018/7/16,1170.0
2018/7/17,1170.0
2018/7/18,1170.0
2018/7/19,1150.0
2018/7/20,1150.0
2018/7/23,1150.0
2018/7/24,1150.0
2018/7/25,1145.0
2018/7/26,1140.0
2018/7/27,1140.0
2018/7/30,1140.0
2018/7/31,1140.0
2018/8/1,1140.0
2018/8/2,1140.0
2018/8/3,1140.0
2018/8/6,1140.0
2018/8/7,1150.0
2018/8/8,1150.0
2018/8/9,1150.0
2018/8/10,1140.0
2018/8/13,1140.0
2018/8/14,1140.0
2018/8/15,1140.0
2018/8/16,1140.0
2018/8/17,1140.0
2018/8/20,1140.0
2018/8/21,1130.0
2018/8/22,1130.0
2018/8/23,1130.0
2018/8/24,1120.0
2018/8/27,1120.0
2018/8/28,1120.0
2018/8/29,1120.0
2018/8/30,1120.0
2018/8/31,1120.0
2018/9/3,1120.0
2018/9/4,1120.0
2018/9/5,1110.0
2018/9/6,1110.0
2018/9/7,1110.0
2018/9/10,1110.0
2018/9/11,1110.0
2018/9/12,1110.0
2018/9/13,1110.0
2018/9/14,1115.0
2018/9/17,1115.0
2018/9/18,1115.0
2018/9/19,1110.0
2018/9/20,1110.0
2018/9/21,1120.0
2018/9/25,1120.0
2018/9/26,1120.0
2018/9/27,1120.0
2018/9/28,1120.0
2018/10/8,1120.0
2018/10/9,1120.0
2018/10/10,1120.0
2018/10/11,1120.0
2018/10/12,1120.0
2018/10/15,1120.0
2018/10/16,1120.0
2018/10/17,1120.0
2018/10/18,1120.0
2018/10/19,1110.0
2018/10/22,1110.0
2018/10/23,1110.0
2018/10/24,1110.0
2018/10/25,1100.0
2018/10/26,1100.0
2018/10/29,1100.0
2018/10/30,1090.0
2018/10/31,1090.0
2018/11/1,1090.0
2018/11/2,1080.0
2018/11/5,1060.0
2018/11/6,1060.0
2018/11/7,1040.0
2018/11/8,1040.0
2018/11/9,1040.0
2018/11/12,1040.0
2018/11/13,1040.0
2018/11/14,1030.0
2018/11/15,1030.0
2018/11/16,1030.0
2018/11/19,1030.0
2018/11/20,1030.0
2018/11/21,1030.0
2018/11/22,1030.0
2018/11/23,1030.0
2018/11/26,1030.0
2018/11/27,990.0
2018/11/28,980.0
2018/11/29,980.0
2018/11/30,990.0
2018/12/3,990.0
2018/12/4,980.0
2018/12/5,1020.0
2018/12/6,1020.0
2018/12/7,1020.0
2018/12/10,1020.0
2018/12/11,1020.0
2018/12/12,1020.0
2018/12/13,1030.0
2018/12/14,1030.0
2018/12/17,1030.0
2018/12/18,1030.0
2018/12/19,1030.0
2018/12/20,1030.0
2018/12/21,1030.0
2018/12/24,1030.0
2018/12/25,1030.0
2018/12/26,1030.0
2018/12/27,1030.0
2018/12/28,1030.0
2019/1/2,1030.0
2019/1/3,1030.0
2019/1/4,1030.0
2019/1/7,1030.0
2019/1/8,1025.0
2019/1/9,1025.0
2019/1/10,1010.0
2019/1/11,1010.0
2019/1/14,1010.0
2019/1/15,1010.0
2019/1/16,1010.0
2019/1/17,1010.0
2019/1/18,1010.0
2019/1/21,1010.0
2019/1/22,1010.0
2019/1/23,1010.0
2019/1/24,1010.0
2019/1/25,1010.0
2019/1/28,1010.0
2019/1/29,1020.0
2019/1/30,1020.0
2019/1/31,1020.0
2019/2/1,1020.0
2019/2/11,1020.0
2019/2/12,1020.0
2019/2/13,1020.0
2019/2/14,1010.0
2019/2/15,1020.0
2019/2/18,1020.0
2019/2/19,1020.0
2019/2/20,1020.0
2019/2/21,1030.0
2019/2/22,1030.0
2019/2/25,1030.0
2019/2/26,1030.0
2019/2/27,1040.0
2019/2/28,1040.0
2019/3/1,1040.0
2019/3/4,1040.0
2019/3/5,1040.0
2019/3/6,1040.0
2019/3/7,1040.0
2019/3/8,1040.0
2019/3/11,1040.0
2019/3/12,1040.0
2019/3/13,1040.0
2019/3/14,1040.0
2019/3/15,1040.0
2019/3/18,1040.0
2019/3/19,1040.0
2019/3/20,1040.0
2019/3/21,1040.0
2019/3/22,1040.0
2019/3/25,1040.0
2019/3/26,1040.0
2019/3/27,1040.0
2019/3/28,1040.0
2019/3/29,1040.0
2019/4/1,1040.0
2019/4/2,1040.0
2019/4/3,1040.0
2019/4/4,1040.0
2019/4/8,1040.0
2019/4/9,1040.0
2019/4/10,1040.0
2019/4/11,1040.0
2019/4/12,1040.0
2019/4/15,1040.0
2019/4/16,1040.0
2019/4/17,1040.0
2019/4/18,1040.0
2019/4/19,1040.0
2019/4/22,1040.0
2019/4/23,1040.0
2019/4/24,1040.0
2019/4/25,1040.0
2019/4/26,1040.0
2019/4/29,1040.0
2019/4/30,1040.0
2019/5/6,1060.0
2019/5/7,1060.0
2019/5/8,1060.0
2019/5/9,1060.0
2019/5/10,1060.0
2019/5/13,1080.0
2019/5/14,1080.0
2019/5/15,1070.0
2019/5/16,1050.0
2019/5/17,1040.0
2019/5/20,1040.0
2019/5/21,1040.0
2019/5/22,990.0
2019/5/23,990.0
2019/5/24,990.0
2019/5/27,985.0
2019/5/28,985.0
2019/5/29,980.0
2019/5/30,980.0
2019/5/31,970.0
2019/6/3,970.0
2019/6/4,970.0
2019/6/5,970.0
2019/6/6,970.0
2019/6/10,950.0
2019/6/11,960.0
2019/6/12,960.0
2019/6/13,960.0
2019/6/14,960.0
2019/6/17,960.0
2019/6/18,960.0
2019/6/19,960.0
2019/6/20,950.0
2019/6/21,950.0
2019/6/24,960.0
2019/6/25,960.0
2019/6/26,960.0
2019/6/27,960.0
2019/6/28,960.0
2019/7/1,960.0
2019/7/2,960.0
2019/7/3,980.0
2019/7/4,980.0
2019/7/5,980.0
2019/7/8,990.0
2019/7/9,990.0
2019/7/10,1000.0
2019/7/11,1000.0
2019/7/12,1000.0
2019/7/15,1000.0
2019/7/16,1000.0
2019/7/17,1010.0
2019/7/18,1010.0
2019/7/19,1010.0
2019/7/22,1010.0
2019/7/23,1000.0
2019/7/24,1000.0
2019/7/25,1000.0
2019/7/26,1000.0
2019/7/29,1000.0
2019/7/30,990.0
2019/7/31,990.0
2019/8/1,990.0
2019/8/2,990.0
2019/8/5,985.0
2019/8/6,985.0
2019/8/7,985.0
2019/8/8,985.0
2019/8/9,985.0
2019/8/12,985.0
2019/8/13,985.0
2019/8/14,970.0
2019/8/15,970.0
2019/8/16,970.0
2019/8/19,970.0
2019/8/20,970.0
2019/8/21,970.0
2019/8/22,970.0
2019/8/23,950.0
2019/8/26,945.0
2019/8/27,940.0
2019/8/28,925.0
2019/8/29,925.0
2019/8/30,915.0
2019/9/2,900.0
2019/9/3,880.0
2019/9/4,880.0
2019/9/5,880.0
2019/9/6,880.0
2019/9/9,880.0
2019/9/10,880.0
2019/9/11,880.0
2019/9/12,890.0
2019/9/16,890.0
2019/9/17,900.0
2019/9/18,900.0
2019/9/19,960.0
2019/9/20,910.0
2019/9/23,910.0
2019/9/24,960.0
2019/9/25,940.0
2019/9/26,940.0
2019/9/27,940.0
2019/9/30,940.0
2019/10/8,940.0
2019/10/9,910.0
2019/10/10,910.0
2019/10/11,910.0
2019/10/14,910.0
2019/10/15,910.0
2019/10/16,910.0
2019/10/17,910.0
2019/10/18,910.0
2019/10/21,910.0
2019/10/22,910.0
2019/10/23,910.0
2019/10/24,910.0
2019/10/25,910.0
2019/10/28,910.0
2019/10/29,910.0
2019/10/30,910.0
2019/10/31,900.0
2019/11/1,900.0
2019/11/4,900.0
2019/11/5,900.0
2019/11/6,880.0
2019/11/7,880.0
2019/11/8,881.0
2019/11/11,880.0
2019/11/12,880.0
2019/11/13,880.0
2019/11/14,880.0
2019/11/15,881.0
2019/11/18,870.0
2019/11/19,860.0
2019/11/20,850.0
2019/11/21,860.0
2019/11/22,860.0
2019/11/25,860.0
2019/11/26,860.0
2019/11/27,860.0
2019/11/28,860.0
2019/11/29,860.0
2019/12/2,860.0
2019/12/3,860.0
2019/12/4,860.0
2019/12/5,860.0
2019/12/6,860.0
