dt,sm cfr
2017/7/14,1190.0
2017/7/17,1195.0
2017/7/18,1187.5
2017/7/19,1180.0
2017/7/20,1170.0
2017/7/21,1160.0
2017/7/24,1170.0
2017/7/25,1162.5
2017/7/26,1167.5
2017/7/27,1162.5
2017/7/28,1152.5
2017/7/31,1150.0
2017/8/1,1150.0
2017/8/2,1145.0
2017/8/3,1130.0
2017/8/4,1142.5
2017/8/7,1147.5
2017/8/8,1162.5
2017/8/9,1162.5
2017/8/10,1192.5
2017/8/11,1182.5
2017/8/14,1170.0
2017/8/15,1172.5
2017/8/16,1192.5
2017/8/17,1212.5
2017/8/18,1207.5
2017/8/21,1215.0
2017/8/22,1230.0
2017/8/23,1227.5
2017/8/24,1245.0
2017/8/25,1267.5
2017/8/28,1315.0
2017/8/29,1335.0
2017/8/30,1360.0
2017/8/31,1397.5
2017/9/1,1367.0
2017/9/4,1470.0
2017/9/5,1445.0
2017/9/6,1412.5
2017/9/7,1412.5
2017/9/8,1415.0
2017/9/11,1405.0
2017/9/12,1380.0
2017/9/13,1317.5
2017/9/14,1307.5
2017/9/15,1332.5
2017/9/18,1332.5
2017/9/19,1365.0
2017/9/20,1365.0
2017/9/21,1367.5
2017/9/22,1332.5
2017/9/25,1330.0
2017/9/26,1337.5
2017/9/27,1312.5
2017/9/28,1277.5
2017/9/29,1247.5
2017/10/2,1247.5
2017/10/3,1247.5
2017/10/4,1247.5
2017/10/5,1247.5
2017/10/6,1247.5
2017/10/9,1200.0
2017/10/10,1185.0
2017/10/11,1187.5
2017/10/12,1212.5
2017/10/13,1225.0
2017/10/16,1222.5
2017/10/17,1217.5
2017/10/18,1217.5
2017/10/19,1210.5
2017/10/20,1220.0
2017/10/23,1215.0
2017/10/24,1217.5
2017/10/25,1225.0
2017/10/26,1210.0
2017/10/27,1192.5
2017/10/30,1182.5
2017/10/31,1182.5
2017/11/1,1182.5
2017/11/2,1205.0
2017/11/3,1200.0
2017/11/6,1225.0
2017/11/7,1272.5
2017/11/8,1300.0
2017/11/9,1300.0
2017/11/10,1290.0
2017/11/13,1285.0
2017/11/14,1280.0
2017/11/15,1255.0
2017/11/16,1272.5
2017/11/17,1280.0
2017/11/20,1277.5
2017/11/21,1282.5
2017/11/22,1305.0
2017/11/23,1315.0
2017/11/24,1330.0
2017/11/27,1317.5
2017/11/28,1330.0
2017/11/29,1337.5
2017/11/30,1322.5
2017/12/1,1322.5
2017/12/4,1330.0
2017/12/5,1347.5
2017/12/6,1370.0
2017/12/7,1362.5
2017/12/8,1342.5
2017/12/11,1332.5
2017/12/12,1355.0
2017/12/13,1340.0
2017/12/14,1340.0
2017/12/15,1327.5
2017/12/18,1290.0
2017/12/19,1290.0
2017/12/20,1290.0
2017/12/21,1282.5
2017/12/22,1280.0
2017/12/25,1280.0
2017/12/26,1280.0
2017/12/27,1280.0
2017/12/28,1280.0
2017/12/29,1280.0
2018/1/1,1280.0
2018/1/2,1335.0
2018/1/3,1327.5
2018/1/4,1330.0
2018/1/5,1347.5
2018/1/8,1350.0
2018/1/9,1342.5
2018/1/10,1365.0
2018/1/11,1385.0
2018/1/12,1385.0
2018/1/15,1385.0
2018/1/16,1370.0
2018/1/17,1367.5
2018/1/18,1370.0
2018/1/19,1385.0
2018/1/22,1387.5
2018/1/23,1390.0
2018/1/24,1400.0
2018/1/25,1417.5
2018/1/26,1445.0
2018/1/29,1445.0
2018/1/30,1405.0
2018/1/31,1412.5
2018/2/1,1420.0
2018/2/2,1425.0
2018/2/5,1422.5
2018/2/6,1405.0
2018/2/7,1417.5
2018/2/8,1417.5
2018/2/9,1415.0
2018/2/12,1415.0
2018/2/13,1457.5
2018/2/14,1447.5
2018/2/15,1447.5
2018/2/16,1447.5
2018/2/19,1447.5
2018/2/20,1447.5
2018/2/21,1447.5
2018/2/22,1450.0
2018/2/23,1435.0
2018/2/26,1447.5
2018/2/27,1427.5
2018/2/28,1462.5
2018/3/1,1455.0
2018/3/2,1430.0
2018/3/5,1415.0
2018/3/6,1412.5
2018/3/7,1385.0
2018/3/8,1375.0
2018/3/9,1365.0
2018/3/12,1375.0
2018/3/13,1377.5
2018/3/14,1365.0
2018/3/15,1335.0
2018/3/16,1297.5
2018/3/19,1325.0
2018/3/20,1302.5
2018/3/21,1270.0
2018/3/22,1305.0
2018/3/23,1295.0
2018/3/26,1312.5
2018/3/27,1315.0
2018/3/28,1325.0
2018/3/29,1337.5
2018/3/30,1337.5
2018/4/2,1365.0
2018/4/3,1365.0
2018/4/4,1360.0
2018/4/5,1360.0
2018/4/6,1360.0
2018/4/9,1345.0
2018/4/10,1350.0
2018/4/11,1365.0
2018/4/12,1365.0
2018/4/13,1390.0
2018/4/16,1387.5
2018/4/17,1372.5
2018/4/18,1370.0
2018/4/19,1357.5
2018/4/20,1337.5
2018/4/23,1335.0
2018/4/24,1360.0
2018/4/25,1367.5
2018/4/26,1367.5
2018/4/27,1380.0
2018/4/30,1380.0
2018/5/1,1380.0
2018/5/2,1402.5
2018/5/3,1402.5
2018/5/4,1407.5
2018/5/7,1415.0
2018/5/8,1390.0
2018/5/9,1402.5
2018/5/10,1417.5
2018/5/11,1425.0
2018/5/14,1410.0
2018/5/15,1410.0
2018/5/16,1422.5
2018/5/17,1430.0
2018/5/18,1455.0
2018/5/21,1455.0
2018/5/22,1440.0
2018/5/23,1450.0
2018/5/24,1427.5
2018/5/25,1430.0
2018/5/28,1440.0
2018/5/29,1440.0
2018/5/30,1480.0
2018/5/31,1482.5
2018/6/1,1550.0
2018/6/4,1562.5
2018/6/5,1507.5
2018/6/6,1487.5
2018/6/7,1502.5
2018/6/8,1522.5
2018/6/11,1480.0
2018/6/12,1497.5
2018/6/13,1507.0
2018/6/14,1482.5
2018/6/15,1482.5
2018/6/18,1482.5
2018/6/19,1375.0
2018/6/20,1385.0
2018/6/21,1385.0
2018/6/22,1375.0
2018/6/25,1380.0
2018/6/26,1380.0
2018/6/27,1362.5
2018/6/28,1355.0
2018/6/29,1340.0
2018/7/2,1340.0
2018/7/3,1345.0
2018/7/4,1360.0
2018/7/5,1370.0
2018/7/6,1400.0
2018/7/9,1392.5
2018/7/10,1405.0
2018/7/11,1420.0
2018/7/12,1422.0
2018/7/13,1422.0
2018/7/16,1385.0
2018/7/17,1382.0
2018/7/18,1390.0
2018/7/19,1405.0
2018/7/20,1412.5
2018/7/23,1400.0
2018/7/24,1395.0
2018/7/25,1400.0
2018/7/26,1400.0
2018/7/27,1400.0
2018/7/30,1415.0
2018/7/31,1420.0
2018/8/1,1460.0
2018/8/2,1477.0
2018/8/3,1510.0
2018/8/6,1480.0
2018/8/7,1470.0
2018/8/8,1490.0
2018/8/9,1490.0
2018/8/10,1475.0
2018/8/13,1502.5
2018/8/14,1495.0
2018/8/15,1475.0
2018/8/16,1440.0
2018/8/17,1450.0
2018/8/20,1437.5
2018/8/21,1447.0
2018/8/22,1447.0
2018/8/23,1437.0
2018/8/24,1432.5
2018/8/27,1422.0
2018/8/28,1450.0
2018/8/29,1450.0
2018/8/30,1450.0
2018/8/31,1455.0
2018/9/3,1460.0
2018/9/4,1455.0
2018/9/5,1462.5
2018/9/6,1462.5
2018/9/7,1437.5
2018/9/10,1440.0
2018/9/11,1422.5
2018/9/12,1412.5
2018/9/13,1415.0
2018/9/14,1427.5
2018/9/17,1415.0
2018/9/18,1412.5
2018/9/19,1430.0
2018/9/20,1415.0
2018/9/21,1410.0
2018/9/24,1410.0
2018/9/25,1412.5
2018/9/26,1417.5
2018/9/27,1407.5
2018/9/28,1420.0
2018/10/1,1420.0
2018/10/2,1420.0
2018/10/3,1420.0
2018/10/4,1420.0
2018/10/5,1420.0
2018/10/8,1427.5
2018/10/9,1417.5
2018/10/10,1412.5
2018/10/11,1372.5
2018/10/12,1377.5
2018/10/15,1335.0
2018/10/16,1295.0
2018/10/17,1310.0
2018/10/18,1310.0
2018/10/19,1277.5
2018/10/22,1270.0
2018/10/23,1242.5
2018/10/24,1217.5
2018/10/25,1197.5
2018/10/26,1195.0
2018/10/29,1190.0
2018/10/30,1190.0
2018/10/31,1165.0
2018/11/1,1120.0
2018/11/2,1145.0
2018/11/5,1132.5
2018/11/6,1132.5
2018/11/7,1102.5
2018/11/8,1087.5
2018/11/9,1092.5
2018/11/12,1085.0
2018/11/13,1052.5
2018/11/14,1012.5
2018/11/15,1037.5
2018/11/16,1060.0
2018/11/19,1060.0
2018/11/20,1052.5
2018/11/21,1042.5
2018/11/22,1037.5
2018/11/23,1015.0
2018/11/26,1010.0
2018/11/27,1002.5
2018/11/28,1015.0
2018/11/29,997.5
2018/11/30,982.5
2018/12/3,1012.5
2018/12/4,1045.0
2018/12/5,1050.0
2018/12/6,1027.5
2018/12/7,1020.0
2018/12/10,1015.0
2018/12/11,987.5
2018/12/12,1005.0
2018/12/13,1027.5
2018/12/14,1032.5
2018/12/17,1045.0
2018/12/18,1032.5
2018/12/19,1017.5
2018/12/20,1007.5
2018/12/21,990.0
2018/12/24,990.0
2018/12/25,990.0
2018/12/26,990.0
2018/12/27,990.0
2018/12/28,990.0
2018/12/29,990.0
2019/1/2,977.5
2019/1/3,987.5
2019/1/4,995.0
2019/1/7,1002.5
2019/1/8,987.5
2019/1/9,1002.5
2019/1/10,1002.5
2019/1/11,1002.5
2019/1/14,995.0
2019/1/15,1002.5
2019/1/16,1012.5
2019/1/17,1007.5
2019/1/18,1017.5
2019/1/21,1030.0
2019/1/22,1027.5
2019/1/23,1032.5
2019/1/24,1027.5
2019/1/25,1042.4
2019/1/28,1055.0
2019/1/29,1055.0
2019/1/30,1062.5
2019/1/31,1082.5
2019/2/1,1082.5
2019/2/2,1082.5
2019/2/3,1082.5
2019/2/8,1082.5
2019/2/11,1065.0
2019/2/12,1072.5
2019/2/13,1062.5
2019/2/14,1065.0
2019/2/15,1050.0
2019/2/18,1057.5
2019/2/19,1057.5
2019/2/20,1052.5
2019/2/21,1062.5
2019/2/22,1067.5
2019/2/25,1087.5
2019/2/26,1072.5
2019/2/27,1065.0
2019/2/28,1062.5
2019/3/1,1072.5
2019/3/4,1072.5
2019/3/5,1070.0
2019/3/6,1075.0
2019/3/7,1087.5
2019/3/8,1075.0
2019/3/11,1072.5
2019/3/12,1072.5
2019/3/13,1070.0
2019/3/14,1072.5
2019/3/15,1080.0
2019/3/18,1097.5
2019/3/19,1097.5
2019/3/20,1107.5
2019/3/21,1117.5
2019/3/22,1105.0
2019/3/25,1095.0
2019/3/26,1070.0
2019/3/27,1040.0
2019/3/28,1000.0
2019/3/29,1017.5
2019/4/1,1045.0
2019/4/2,1060.0
2019/4/3,1067.5
2019/4/4,1090.0
2019/4/8,1110.0
2019/4/9,1085.0
2019/4/10,1082.5
2019/4/11,1067.5
2019/4/12,1070.0
2019/4/15,1070.0
2019/4/16,1060.0
2019/4/17,1065.0
2019/4/18,1057.5
2019/4/19,1057.5
2019/4/22,1075.0
2019/4/23,1080.0
2019/4/24,1072.5
2019/4/25,1075.0
2019/4/26,1075.0
2019/4/29,1077.5
2019/5/6,1065.0
2019/5/7,1075.0
2019/5/8,1085.0
2019/5/9,1090.0
2019/5/10,1085.0
2019/5/13,1075.0
2019/5/14,1057.5
2019/5/15,1047.5
2019/5/16,1040.0
2019/5/17,1045.0
2019/5/20,1045.0
2019/5/21,1060.0
2019/5/22,1060.0
2019/5/23,1072.5
2019/5/24,1072.5
2019/5/27,1077.5
2019/5/28,1073.0
2019/5/29,1075.0
2019/5/30,1072.5
2019/5/31,1070.0
2019/6/3,1052.0
2019/6/4,1060.0
2019/6/5,1060.0
2019/6/6,1057.5
2019/6/10,1065.0
2019/6/11,1082.5
2019/6/12,1102.5
2019/6/13,1100.0
2019/6/14,1095.0
2019/6/17,1082.5
2019/6/18,1087.5
2019/6/19,1077.5
2019/6/20,1078.0
2019/6/21,1067.5
2019/6/24,1070.0
2019/6/25,1060.0
2019/6/26,1057.5
2019/6/27,1057.5
2019/6/28,1057.5
2019/7/1,1075.0
2019/7/2,1090.0
2019/7/3,1090.0
2019/7/4,1082.5
2019/7/5,1087.5
2019/7/8,1095.0
2019/7/9,1093.0
2019/7/10,1090.0
2019/7/11,1092.5
2019/7/12,1087.5
2019/7/15,1065.0
2019/7/16,1062.5
2019/7/17,1060.0
2019/7/18,1060.0
2019/7/19,1060.0
2019/7/22,1060.0
2019/7/23,1060.0
2019/7/24,1060.0
2019/7/25,1057.5
2019/7/26,1060.0
2019/7/29,1060.0
2019/7/30,1060.0
2019/7/31,1060.0
2019/8/1,1060.0
2019/8/2,1050.0
2019/8/5,1032.5
2019/8/6,1025.0
2019/8/7,1017.5
2019/8/8,1007.5
2019/8/9,1007.5
2019/8/12,1007.5
2019/8/13,1012.5
2019/8/14,1017.5
2019/8/15,1022.5
2019/8/16,1027.5
2019/8/19,1020.0
2019/8/20,1020.0
2019/8/21,1020.0
2019/8/22,1020.0
2019/8/23,1022.5
2019/8/26,1015.0
2019/8/27,1010.0
2019/8/28,1005.0
2019/8/29,1012.5
2019/8/30,1010.0
2019/9/2,1032.5
2019/9/3,1042.5
2019/9/4,1052.5
2019/9/5,1067.5
2019/9/6,1100.0
