dt,pp cfr
2017/11/24,1130.0
2017/11/27,1125.0
2017/11/28,1125.0
2017/11/29,1130.0
2017/11/30,1120.0
2017/12/1,1130.0
2017/12/4,1130.0
2017/12/5,1150.0
2017/12/6,1150.0
2017/12/7,1140.0
2017/12/8,1140.0
2017/12/11,1135.0
2017/12/12,1140.0
2017/12/13,1140.0
2017/12/14,1140.0
2017/12/15,1140.0
2017/12/18,1140.0
2017/12/19,1140.0
2017/12/20,1150.0
2017/12/21,1150.0
2017/12/22,1150.0
2017/12/25,1150.0
2017/12/26,1160.0
2017/12/27,1150.0
2017/12/28,1150.0
2017/12/29,1150.0
2018/1/2,1155.0
2018/1/3,1170.0
2018/1/4,1170.0
2018/1/5,1180.0
2018/1/8,1185.0
2018/1/9,1185.0
2018/1/10,1185.0
2018/1/11,1190.0
2018/1/12,1195.0
2018/1/15,1210.0
2018/1/16,1190.0
2018/1/17,1200.0
2018/1/18,1200.0
2018/1/19,1200.0
2018/1/22,1210.0
2018/1/23,1210.0
2018/1/24,1225.0
2018/1/25,1225.0
2018/1/26,1225.0
2018/1/29,1240.0
2018/1/30,1240.0
2018/1/31,1230.0
2018/2/1,1220.0
2018/2/2,1220.0
2018/2/5,1220.0
2018/2/6,1220.0
2018/2/7,1230.0
2018/2/8,1210.0
2018/2/9,1210.0
2018/2/12,1210.0
2018/2/13,1210.0
2018/2/14,1210.0
2018/2/22,1220.0
2018/2/23,1220.0
2018/2/26,1210.0
2018/2/27,1200.0
2018/2/28,1210.0
2018/3/1,1210.0
2018/3/2,1210.0
2018/3/5,1220.0
2018/3/6,1230.0
2018/3/7,1230.0
2018/3/8,1230.0
2018/3/9,1225.0
2018/3/12,1225.0
2018/3/13,1225.0
2018/3/14,1200.0
2018/3/15,1200.0
2018/3/16,1200.0
2018/3/19,1210.0
2018/3/20,1200.0
2018/3/21,1190.0
2018/3/22,1210.0
2018/3/23,1185.0
2018/3/26,1185.0
2018/3/27,1185.0
2018/3/28,1185.0
2018/3/29,1185.0
2018/3/30,1185.0
2018/4/2,1185.0
2018/4/3,1185.0
2018/4/4,1200.0
2018/4/9,1195.0
2018/4/10,1200.0
2018/4/11,1200.0
2018/4/12,1200.0
2018/4/13,1200.0
2018/4/16,1210.0
2018/4/17,1200.0
2018/4/18,1210.0
2018/4/19,1210.0
2018/4/20,1210.0
2018/4/23,1200.0
2018/4/24,1200.0
2018/4/25,1200.0
2018/4/26,1200.0
2018/4/27,1200.0
2018/5/2,1210.0
2018/5/3,1215.0
2018/5/4,1220.0
2018/5/7,1220.0
2018/5/8,1220.0
2018/5/9,1220.0
2018/5/10,1220.0
2018/5/11,1220.0
2018/5/14,1220.0
2018/5/15,1230.0
2018/5/16,1260.0
2018/5/17,1240.0
2018/5/18,1240.0
2018/5/21,1240.0
2018/5/22,1255.0
2018/5/23,1255.0
2018/5/24,1245.0
2018/5/25,1245.0
2018/5/28,1250.0
2018/5/29,1250.0
2018/5/30,1250.0
2018/5/31,1250.0
2018/6/1,1245.0
2018/6/4,1245.0
2018/6/5,1250.0
2018/6/6,1250.0
2018/6/7,1250.0
2018/6/8,1250.0
2018/6/11,1250.0
2018/6/12,1250.0
2018/6/13,1250.0
2018/6/14,1250.0
2018/6/15,1250.0
2018/6/19,1250.0
2018/6/20,1250.0
2018/6/21,1250.0
2018/6/22,1250.0
2018/6/25,1250.0
2018/6/26,1250.0
2018/6/27,1250.0
2018/6/28,1250.0
2018/6/29,1250.0
2018/7/2,1250.0
2018/7/3,1230.0
2018/7/4,1230.0
2018/7/5,1230.0
2018/7/6,1230.0
2018/7/9,1230.0
2018/7/10,1225.0
2018/7/11,1225.0
2018/7/12,1225.0
2018/7/13,1225.0
2018/7/16,1220.0
2018/7/17,1220.0
2018/7/18,1220.0
2018/7/19,1220.0
2018/7/20,1205.0
2018/7/23,1205.0
2018/7/24,1205.0
2018/7/25,1205.0
2018/7/26,1205.0
2018/7/27,1200.0
2018/7/30,1200.0
2018/7/31,1200.0
2018/8/1,1200.0
2018/8/2,1200.0
2018/8/3,1200.0
2018/8/6,1200.0
2018/8/7,1210.0
2018/8/8,1220.0
2018/8/9,1220.0
2018/8/10,1230.0
2018/8/13,1225.0
2018/8/14,1235.0
2018/8/15,1230.0
2018/8/16,1230.0
2018/8/17,1235.0
2018/8/20,1220.0
2018/8/21,1230.0
2018/8/22,1230.0
2018/8/23,1220.0
2018/8/24,1210.0
2018/8/27,1210.0
2018/8/28,1210.0
2018/8/29,1220.0
2018/8/30,1210.0
2018/8/31,1210.0
2018/9/3,1205.0
2018/9/4,1205.0
2018/9/5,1215.0
2018/9/6,1215.0
2018/9/7,1215.0
2018/9/10,1215.0
2018/9/11,1220.0
2018/9/12,1220.0
2018/9/13,1230.0
2018/9/14,1230.0
2018/9/17,1230.0
2018/9/18,1220.0
2018/9/19,1225.0
2018/9/20,1225.0
2018/9/21,1230.0
2018/9/25,1230.0
2018/9/26,1235.0
2018/9/27,1235.0
2018/9/28,1235.0
2018/10/8,1245.0
2018/10/9,1245.0
2018/10/10,1250.0
2018/10/11,1250.0
2018/10/12,1250.0
2018/10/15,1245.0
2018/10/16,1250.0
2018/10/17,1250.0
2018/10/18,1250.0
2018/10/19,1235.0
2018/10/22,1235.0
2018/10/23,1245.0
2018/10/24,1235.0
2018/10/25,1230.0
2018/10/26,1220.0
2018/10/29,1220.0
2018/10/30,1210.0
2018/10/31,1210.0
2018/11/1,1200.0
2018/11/2,1200.0
2018/11/5,1200.0
2018/11/6,1200.0
2018/11/7,1200.0
2018/11/8,1200.0
2018/11/9,1200.0
2018/11/12,1190.0
2018/11/13,1180.0
2018/11/14,1170.0
2018/11/15,1160.0
2018/11/16,1150.0
2018/11/19,1150.0
2018/11/20,1150.0
2018/11/21,1125.0
2018/11/22,1125.0
2018/11/23,1125.0
2018/11/26,1125.0
2018/11/27,1100.0
2018/11/28,1040.0
2018/11/29,1030.0
2018/11/30,1030.0
2018/12/3,1020.0
2018/12/4,1010.0
2018/12/5,1010.0
2018/12/6,1010.0
2018/12/7,1045.0
2018/12/10,1050.0
2018/12/11,1050.0
2018/12/12,1050.0
2018/12/13,1050.0
2018/12/14,1050.0
2018/12/17,1050.0
2018/12/18,1060.0
2018/12/19,1050.0
2018/12/20,1050.0
2018/12/21,1050.0
2018/12/24,1050.0
2018/12/25,1050.0
2018/12/26,1050.0
2018/12/27,1050.0
2018/12/28,1035.0
2019/1/2,1050.0
2019/1/3,1050.0
2019/1/4,1050.0
2019/1/7,1040.0
2019/1/8,1050.0
2019/1/9,1050.0
2019/1/10,1050.0
2019/1/11,1040.0
2019/1/14,1040.0
2019/1/15,1040.0
2019/1/16,1050.0
2019/1/17,1050.0
2019/1/18,1050.0
2019/1/21,1050.0
2019/1/22,1050.0
2019/1/23,1060.0
2019/1/24,1060.0
2019/1/25,1060.0
2019/1/28,1060.0
2019/1/29,1060.0
2019/1/30,1060.0
2019/1/31,1060.0
2019/2/1,1060.0
2019/2/11,1060.0
2019/2/12,1060.0
2019/2/13,1055.0
2019/2/14,1055.0
2019/2/15,1045.0
2019/2/18,1045.0
2019/2/19,1045.0
2019/2/20,1070.0
2019/2/21,1070.0
2019/2/22,1070.0
2019/2/25,1065.0
2019/2/26,1060.0
2019/2/27,1060.0
2019/2/28,1055.0
2019/3/1,1055.0
2019/3/4,1055.0
2019/3/5,1055.0
2019/3/6,1060.0
2019/3/7,1060.0
2019/3/8,1070.0
2019/3/11,1070.0
2019/3/12,1070.0
2019/3/13,1070.0
2019/3/14,1070.0
2019/3/15,1070.0
2019/3/18,1070.0
2019/3/19,1070.0
2019/3/20,1070.0
2019/3/21,1070.0
2019/3/22,1070.0
2019/3/25,1070.0
2019/3/26,1070.0
2019/3/27,1070.0
2019/3/28,1070.0
2019/3/29,1070.0
2019/4/1,1070.0
2019/4/2,1070.0
2019/4/3,1090.0
2019/4/4,1090.0
2019/4/8,1090.0
2019/4/9,1090.0
2019/4/10,1090.0
2019/4/11,1100.0
2019/4/12,1100.0
2019/4/15,1100.0
2019/4/16,1100.0
2019/4/17,1120.0
2019/4/18,1120.0
2019/4/19,1120.0
2019/4/22,1120.0
2019/4/23,1130.0
2019/4/24,1130.0
2019/4/25,1130.0
2019/4/26,1120.0
2019/4/29,1120.0
2019/4/30,1120.0
2019/5/6,1120.0
2019/5/7,1120.0
2019/5/8,1120.0
2019/5/9,1120.0
2019/5/10,1120.0
2019/5/13,1150.0
2019/5/14,1150.0
2019/5/15,1110.0
2019/5/16,1100.0
2019/5/17,1100.0
2019/5/20,1100.0
2019/5/21,1100.0
2019/5/22,1090.0
2019/5/23,1090.0
2019/5/24,1090.0
2019/5/27,1090.0
2019/5/28,1060.0
2019/5/29,1060.0
2019/5/30,1060.0
2019/5/31,1060.0
2019/6/3,1060.0
2019/6/4,1040.0
2019/6/5,1040.0
2019/6/6,1040.0
2019/6/10,1020.0
2019/6/11,1020.0
2019/6/12,1020.0
2019/6/13,1020.0
2019/6/14,1020.0
2019/6/17,1020.0
2019/6/18,1010.0
2019/6/19,1000.0
2019/6/20,1000.0
2019/6/21,1000.0
2019/6/24,1010.0
2019/6/25,1020.0
2019/6/26,1020.0
2019/6/27,1030.0
2019/6/28,1030.0
2019/7/1,1035.0
2019/7/2,1035.0
2019/7/3,1040.0
2019/7/4,1040.0
2019/7/5,1040.0
2019/7/8,1040.0
2019/7/9,1040.0
2019/7/10,1050.0
2019/7/11,1050.0
2019/7/12,1050.0
2019/7/15,1040.0
2019/7/16,1040.0
2019/7/17,1040.0
2019/7/18,1035.0
2019/7/19,1035.0
2019/7/22,1035.0
2019/7/23,1030.0
2019/7/24,1040.0
2019/7/25,1040.0
2019/7/26,1030.0
2019/7/29,1025.0
2019/7/30,1030.0
2019/7/31,1055.0
2019/8/1,1055.0
2019/8/2,1060.0
2019/8/5,1040.0
2019/8/6,1020.0
2019/8/7,1020.0
2019/8/8,1020.0
2019/8/9,1020.0
2019/8/12,1020.0
2019/8/13,1020.0
2019/8/14,1020.0
2019/8/15,1020.0
2019/8/16,1020.0
2019/8/19,1020.0
2019/8/20,1020.0
2019/8/21,1010.0
2019/8/22,1010.0
2019/8/23,1005.0
2019/8/26,1005.0
2019/8/27,1000.0
2019/8/28,1000.0
2019/8/29,1000.0
2019/8/30,985.0
2019/9/2,985.0
2019/9/3,985.0
2019/9/4,960.0
2019/9/5,960.0
2019/9/6,960.0
2019/9/9,960.0
2019/9/10,960.0
2019/9/11,980.0
2019/9/12,980.0
2019/9/16,980.0
2019/9/17,990.0
2019/9/18,1030.0
2019/9/19,1030.0
2019/9/20,1030.0
2019/9/23,1030.0
2019/9/24,1030.0
2019/9/25,995.0
2019/9/26,1010.0
2019/9/27,1010.0
2019/9/30,1010.0
2019/10/8,1020.0
2019/10/9,1020.0
2019/10/10,1025.0
2019/10/11,1010.0
2019/10/14,1000.0
2019/10/15,995.0
2019/10/16,995.0
2019/10/17,995.0
2019/10/18,995.0
2019/10/21,995.0
2019/10/22,1000.0
2019/10/23,995.0
2019/10/24,995.0
2019/10/25,995.0
2019/10/28,995.0
2019/10/29,995.0
2019/10/30,980.0
2019/10/31,985.0
2019/11/1,970.0
2019/11/4,980.0
2019/11/5,980.0
2019/11/6,970.0
2019/11/7,965.0
2019/11/8,969.0
2019/11/11,960.0
2019/11/12,960.0
2019/11/13,950.0
2019/11/14,955.0
2019/11/15,949.0
2019/11/18,945.0
2019/11/19,940.0
2019/11/20,935.0
2019/11/21,935.0
2019/11/22,925.0
2019/11/25,925.0
2019/11/26,915.0
2019/11/27,920.0
2019/11/28,920.0
2019/11/29,920.0
