dt,sm rmb
2016-3-4,8800.0
2016-3-7,8950.0
2016-3-8,8820.0
2016-3-9,8675.0
2016-3-10,8600.0
2016-3-11,8570.0
2016-3-14,8680.0
2016-3-15,8500.0
2016-3-16,8425.0
2016-3-17,8925.0
2016-3-18,8900.0
2016-3-21,8700.0
2016-3-22,8700.0
2016-3-23,8500.0
2016-3-24,8600.0
2016-3-25,8750.0
2016-3-28,8730.0
2016-3-29,8600.0
2016-3-30,8600.0
2016-3-31,8600.0
2016-4-1,8650.0
2016-4-4,8650.0
2016-4-5,8600.0
2016-4-6,8600.0
2016-4-7,8225.0
2016-4-8,8350.0
2016-4-11,8310.0
2016-4-12,8300.0
2016-4-13,8230.0
2016-4-14,8225.0
2016-4-15,8225.0
2016-4-18,8050.0
2016-4-19,8080.0
2016-4-20,8150.0
2016-4-21,8325.0
2016-4-22,8240.0
2016-4-25,8175.0
2016-4-26,8125.0
2016-4-27,8175.0
2016-4-28,8175.0
2016-4-29,8240.0
2016-5-2,8240.0
2016-5-3,8250.0
2016-5-4,8225.0
2016-5-5,8210.0
2016-5-6,8150.0
2016-5-9,7950.0
2016-5-10,7900.0
2016-5-11,7900.0
2016-5-12,7940.0
2016-5-13,7830.0
2016-5-16,7900.0
2016-5-17,8025.0
2016-5-18,7925.0
2016-5-19,7900.0
2016-5-20,7950.0
2016-5-23,7880.0
2016-5-24,7780.0
2016-5-25,7770.0
2016-5-26,7720.0
2016-5-27,7650.0
2016-5-30,7825.0
2016-5-31,7830.0
2016-6-1,7790.0
2016-6-2,7760.0
2016-6-3,7710.0
2016-6-6,7750.0
2016-6-7,7750.0
2016-6-8,7970.0
2016-6-9,7970.0
2016-6-10,7970.0
2016-6-13,7860.0
2016-6-14,7780.0
2016-6-15,7780.0
2016-6-16,7760.0
2016-6-17,7830.0
2016-6-20,7830.0
2016-6-21,7830.0
2016-6-22,7920.0
2016-6-23,8060.0
2016-6-24,7980.0
2016-6-27,8125.0
2016-6-28,8300.0
2016-6-29,8300.0
2016-6-30,8350.0
2016-7-1,8350.0
2016-7-4,8520.0
2016-7-5,8400.0
2016-7-6,8300.0
2016-7-7,8350.0
2016-7-8,8300.0
2016-7-11,8280.0
2016-7-12,8310.0
2016-7-13,8330.0
2016-7-14,8330.0
2016-7-15,8280.0
2016-7-18,8130.0
2016-7-19,8130.0
2016-7-20,8110.0
2016-7-21,8200.0
2016-7-22,8250.0
2016-7-25,8190.0
2016-7-26,8220.0
2016-7-27,8290.0
2016-7-28,8270.0
2016-7-29,8200.0
2016-8-1,8040.0
2016-8-2,7940.0
2016-8-3,7900.0
2016-8-4,7920.0
2016-8-5,7940.0
2016-8-8,7970.0
2016-8-9,7970.0
2016-8-10,7950.0
2016-8-11,7980.0
2016-8-12,8020.0
2016-8-15,8010.0
2016-8-16,8100.0
2016-8-17,8120.0
2016-8-18,8140.0
2016-8-19,8170.0
2016-8-22,8090.0
2016-8-23,8100.0
2016-8-24,8130.0
2016-8-25,8180.0
2016-8-26,8240.0
2016-8-29,8230.0
2016-8-30,8280.0
2016-8-31,8240.0
2016-9-1,8280.0
2016-9-2,8300.0
2016-9-5,8370.0
2016-9-6,8230.0
2016-9-7,8230.0
2016-9-8,8230.0
2016-9-9,8200.0
2016-9-12,8090.0
2016-9-13,8140.0
2016-9-14,8090.0
2016-9-15,8090.0
2016-9-16,8090.0
2016-9-19,8060.0
2016-9-20,8070.0
2016-9-21,8100.0
2016-9-22,8080.0
2016-9-23,8030.0
2016-9-26,8090.0
2016-9-27,8070.0
2016-9-28,8080.0
2016-9-29,8130.0
2016-9-30,8160.0
2016-10-3,8160.0
2016-10-4,8160.0
2016-10-5,8160.0
2016-10-6,8160.0
2016-10-7,8160.0
2016-10-10,7900.0
2016-10-11,7925.0
2016-10-12,7925.0
2016-10-13,7950.0
2016-10-14,8000.0
2016-10-17,8070.0
2016-10-18,8030.0
2016-10-19,8050.0
2016-10-20,8100.0
2016-10-21,8220.0
2016-10-24,8250.0
2016-10-25,8375.0
2016-10-26,8375.0
2016-10-27,8390.0
2016-10-28,8300.0
2016-10-31,8380.0
2016-11-1,8400.0
2016-11-2,8650.0
2016-11-3,8900.0
2016-11-4,9150.0
2016-11-7,8850.0
2016-11-8,8900.0
2016-11-9,9200.0
2016-11-10,9650.0
2016-11-11,9800.0
2016-11-14,9350.0
2016-11-15,9300.0
2016-11-16,9400.0
2016-11-17,9750.0
2016-11-18,9550.0
2016-11-21,9850.0
2016-11-22,9800.0
2016-11-23,9800.0
2016-11-24,9450.0
2016-11-25,9600.0
2016-11-28,9400.0
2016-11-29,9400.0
2016-11-30,9300.0
2016-12-1,9525.0
2016-12-2,9600.0
2016-12-5,9850.0
2016-12-6,9900.0
2016-12-7,10400.0
2016-12-8,10250.0
2016-12-9,10400.0
2016-12-12,10600.0
2016-12-13,10475.0
2016-12-14,10375.0
2016-12-15,10225.0
2016-12-16,9950.0
2016-12-19,9600.0
2016-12-20,9750.0
2016-12-21,9850.0
2016-12-22,9900.0
2016-12-23,9900.0
2016-12-26,10000.0
2016-12-27,9900.0
2016-12-28,9900.0
2016-12-29,9900.0
2016-12-30,9900.0
2017-1-2,9900.0
2017-1-3,9850.0
2017-1-4,9750.0
2017-1-5,9950.0
2017-1-6,10350.0
2017-1-9,10250.0
2017-1-10,10400.0
2017-1-11,10500.0
2017-1-12,10600.0
2017-1-13,10700.0
2017-1-16,10675.0
2017-1-17,10500.0
2017-1-18,10600.0
2017-1-19,10900.0
2017-1-20,10925.0
2017-1-23,10925.0
2017-1-24,10950.0
2017-1-25,11100.0
2017-1-26,11225.0
2017-1-27,11225.0
2017-1-30,11225.0
2017-1-31,11225.0
2017-2-1,11225.0
2017-2-2,11225.0
2017-2-3,12450.0
2017-2-6,11950.0
2017-2-7,11600.0
2017-2-8,11550.0
2017-2-9,11625.0
2017-2-10,11825.0
2017-2-13,11925.0
2017-2-14,11850.0
2017-2-15,11850.0
2017-2-16,11700.0
2017-2-17,11600.0
2017-2-20,11425.0
2017-2-21,11200.0
2017-2-22,11050.0
2017-2-23,11000.0
2017-2-24,11400.0
2017-2-27,11250.0
2017-2-28,10850.0
2017-3-1,10800.0
2017-3-2,10900.0
2017-3-3,10900.0
2017-3-6,10900.0
2017-3-7,10750.0
2017-3-8,10300.0
2017-3-9,10050.0
2017-3-10,10050.0
2017-3-13,10050.0
2017-3-14,10150.0
2017-3-15,10450.0
2017-3-16,10375.0
2017-3-17,10500.0
2017-3-20,10200.0
2017-3-21,10000.0
2017-3-22,9700.0
2017-3-23,9400.0
2017-3-24,9450.0
2017-3-27,9325.0
2017-3-28,9400.0
2017-3-29,9650.0
2017-3-30,9650.0
2017-3-31,9750.0
2017-4-3,9750.0
2017-4-4,9750.0
2017-4-5,9950.0
2017-4-6,9750.0
2017-4-7,9650.0
2017-4-10,9650.0
2017-4-11,9750.0
2017-4-12,9800.0
2017-4-13,9750.0
2017-4-14,9450.0
2017-4-17,9350.0
2017-4-18,9050.0
2017-4-19,9125.0
2017-4-20,9250.0
2017-4-21,9150.0
2017-4-24,8950.0
2017-4-25,9080.0
2017-4-26,8950.0
2017-4-27,8900.0
2017-4-28,8950.0
2017-5-1,8950.0
2017-5-2,8750.0
2017-5-3,8675.0
2017-5-4,8670.0
2017-5-5,8500.0
2017-5-8,8300.0
2017-5-9,8250.0
2017-5-10,8180.0
2017-5-11,8200.0
2017-5-12,8350.0
2017-5-15,8700.0
2017-5-16,8900.0
2017-5-17,8800.0
2017-5-18,8900.0
2017-5-19,9300.0
2017-5-22,9100.0
2017-5-23,8800.0
2017-5-24,8850.0
2017-5-25,9000.0
2017-5-26,9000.0
2017-5-29,9000.0
2017-5-30,9000.0
2017-5-31,9075.0
2017-6-1,9000.0
2017-6-2,8850.0
2017-6-5,8975.0
2017-6-6,8950.0
2017-6-7,9070.0
2017-6-8,9100.0
2017-6-9,9025.0
2017-6-12,9200.0
2017-6-13,9300.0
2017-6-14,9400.0
2017-6-15,9300.0
2017-6-16,9200.0
2017-6-19,9050.0
2017-6-20,9050.0
2017-6-21,9150.0
2017-6-22,9000.0
2017-6-23,9010.0
2017-6-26,9100.0
2017-6-27,9200.0
2017-6-28,9100.0
2017-6-29,9300.0
2017-6-30,9200.0
2017-7-3,9100.0
2017-7-4,9100.0
2017-7-5,9170.0
2017-7-6,9170.0
2017-7-7,9250.0
2017-7-10,9425.0
2017-7-11,9550.0
2017-7-12,9600.0
2017-7-13,9600.0
2017-7-14,9500.0
2017-7-17,9575.0
2017-7-18,9650.0
2017-7-19,9500.0
2017-7-20,9500.0
2017-7-21,9480.0
2017-7-24,9450.0
2017-7-25,9450.0
2017-7-26,9450.0
2017-7-27,9375.0
2017-7-28,9375.0
2017-7-31,9225.0
2017-8-1,9100.0
2017-8-2,9075.0
2017-8-3,8950.0
2017-8-4,9100.0
2017-8-7,9100.0
2017-8-8,9300.0
2017-8-9,9300.0
2017-8-10,9350.0
2017-8-11,9300.0
2017-8-14,9260.0
2017-8-15,9275.0
2017-8-16,9400.0
2017-8-17,9500.0
2017-8-18,9450.0
2017-8-21,9630.0
2017-8-22,9780.0
2017-8-23,9725.0
2017-8-24,9780.0
2017-8-25,10000.0
2017-8-28,10300.0
2017-8-29,10475.0
2017-8-30,10600.0
2017-8-31,10900.0
2017-9-1,11250.0
2017-9-4,11400.0
2017-9-5,11250.0
2017-9-6,11100.0
2017-9-7,11100.0
2017-9-8,11000.0
2017-9-11,11000.0
2017-9-12,10800.0
2017-9-13,10400.0
2017-9-14,10400.0
2017-9-15,10500.0
2017-9-18,10500.0
2017-9-19,10700.0
2017-9-20,10800.0
2017-9-21,10600.0
2017-9-22,10600.0
2017-9-25,10500.0
2017-9-26,10600.0
2017-9-27,10500.0
2017-9-28,10000.0
2017-9-29,9650.0
2017-10-2,9650.0
2017-10-3,9650.0
2017-10-4,9650.0
2017-10-5,9650.0
2017-10-6,9650.0
2017-10-9,9400.0
2017-10-10,9250.0
2017-10-11,9200.0
2017-10-12,9500.0
2017-10-13,9500.0
2017-10-16,9550.0
2017-10-17,9600.0
2017-10-18,9500.0
2017-10-19,9500.0
2017-10-20,9650.0
2017-10-23,9675.0
2017-10-24,9700.0
2017-10-25,9800.0
2017-10-26,9600.0
2017-10-27,9400.0
2017-10-30,9400.0
2017-10-31,9425.0
2017-11-1,9400.0
2017-11-2,9500.0
2017-11-3,9500.0
2017-11-6,9700.0
2017-11-7,9850.0
2017-11-8,10050.0
2017-11-9,10050.0
2017-11-10,10100.0
2017-11-13,10150.0
2017-11-14,10050.0
2017-11-15,9900.0
2017-11-16,9950.0
2017-11-17,10100.0
2017-11-20,10050.0
2017-11-21,10050.0
2017-11-22,10300.0
2017-11-23,10300.0
2017-11-24,10450.0
2017-11-27,10300.0
2017-11-28,10400.0
2017-11-29,10450.0
2017-11-30,10400.0
2017-12-1,10250.0
2017-12-4,10350.0
2017-12-5,10450.0
2017-12-6,10600.0
2017-12-7,10600.0
2017-12-8,10350.0
2017-12-11,10300.0
2017-12-12,10350.0
2017-12-13,10350.0
2017-12-14,10350.0
2017-12-15,10350.0
2017-12-18,10100.0
2017-12-19,10100.0
2017-12-20,10100.0
2017-12-21,9900.0
2017-12-22,9975.0
2017-12-25,10080.0
2017-12-26,10040.0
2017-12-27,10225.0
2017-12-28,10425.0
2017-12-29,10425.0
2018-1-1,10425.0
2018-1-2,10525.0
2018-1-3,10350.0
2018-1-4,10425.0
2018-1-5,10500.0
2018-1-8,10425.0
2018-1-9,10500.0
2018-1-10,10550.0
2018-1-11,10750.0
2018-1-12,10850.0
2018-1-15,10750.0
2018-1-16,10600.0
2018-1-17,10565.0
2018-1-18,10480.0
2018-1-19,10600.0
2018-1-22,10600.0
2018-1-23,10690.0
2018-1-24,10655.0
2018-1-25,10715.0
2018-1-26,10810.0
2018-1-29,10900.0
2018-1-30,10750.0
2018-1-31,10740.0
2018-2-1,10740.0
2018-2-2,10810.0
2018-2-5,10750.0
2018-2-6,10670.0
2018-2-7,10610.0
2018-2-8,10610.0
2018-2-9,10590.0
2018-2-12,10590.0
2018-2-13,10590.0
2018-2-14,10590.0
2018-2-15,10590.0
2018-2-16,10590.0
2018-2-19,10590.0
2018-2-20,10590.0
2018-2-21,10590.0
2018-2-22,10875.0
2018-2-23,10865.0
2018-2-26,11175.0
2018-2-27,11050.0
2018-2-28,11050.0
2018-3-1,11050.0
2018-3-2,10725.0
2018-3-5,10665.0
2018-3-6,10725.0
2018-3-7,10360.0
2018-3-8,10360.0
2018-3-9,10315.0
2018-3-12,10435.0
2018-3-13,10420.0
2018-3-14,10340.0
2018-3-15,10340.0
2018-3-16,9815.0
2018-3-19,10035.0
2018-3-20,9875.0
2018-3-21,9625.0
2018-3-22,9625.0
2018-3-23,9575.0
2018-3-26,9700.0
2018-3-27,9815.0
2018-3-28,9790.0
2018-3-29,9790.0
2018-3-30,9790.0
2018-4-2,10135.0
2018-4-3,10140.0
2018-4-4,10140.0
2018-4-5,10140.0
2018-4-6,10140.0
2018-4-9,10125.0
2018-4-10,10140.0
2018-4-11,10200.0
2018-4-12,10300.0
2018-4-13,10400.0
2018-4-16,10400.0
2018-4-17,10260.0
2018-4-18,10325.0
2018-4-19,10325.0
2018-4-20,10120.0
2018-4-23,10075.0
2018-4-24,10125.0
2018-4-25,10345.0
2018-4-26,10345.0
2018-4-27,10275.0
2018-4-30,10275.0
2018-5-1,10275.0
2018-5-2,10490.0
2018-5-3,10490.0
2018-5-4,10460.0
2018-5-7,10550.0
2018-5-8,10425.0
2018-5-9,10500.0
2018-5-10,10525.0
2018-5-11,10525.0
2018-5-14,10565.0
2018-5-15,10565.0
2018-5-16,10640.0
2018-5-17,10600.0
2018-5-18,10935.0
2018-5-21,10975.0
2018-5-22,10875.0
2018-5-23,10975.0
2018-5-24,10975.0
2018-5-25,10870.0
2018-5-28,10950.0
2018-5-29,11125.0
2018-5-30,11375.0
2018-5-31,11375.0
2018-6-1,11375.0
2018-6-4,11375.0
2018-6-5,10775.0
2018-6-6,10950.0
2018-6-7,10950.0
2018-6-8,10950.0
2018-6-11,10830.0
2018-6-12,11200.0
2018-6-13,10950.0
2018-6-14,10900.0
2018-6-15,10925.0
2018-6-18,10925.0
2018-6-19,10610.0
2018-6-20,10650.0
2018-6-21,10650.0
2018-6-22,10850.0
2018-6-25,10950.0
2018-6-26,10725.0
2018-6-27,10685.0
2018-6-28,10685.0
2018-6-29,10500.0
2018-7-2,10500.0
2018-7-3,10625.0
2018-7-4,10650.0
2018-7-5,10650.0
2018-7-6,10900.0
2018-7-9,10900.0
2018-7-10,10925.0
2018-7-11,11025.0
2018-7-12,11025.0
2018-7-13,11025.0
2018-7-16,10975.0
2018-7-17,10875.0
2018-7-18,10875.0
2018-7-19,10875.0
2018-7-20,11050.0
2018-7-23,11050.0
2018-7-24,11210.0
2018-7-25,11275.0
2018-7-26,11200.0
2018-7-27,11385.0
2018-7-30,11450.0
2018-7-31,11450.0
2018-8-1,11650.0
2018-8-2,11750.0
2018-8-3,12025.0
2018-8-6,11775.0
2018-8-7,11650.0
2018-8-8,11815.0
2018-8-9,11800.0
2018-8-10,11725.0
2018-8-13,11890.0
2018-8-14,11905.0
2018-8-15,11720.0
2018-8-16,11570.0
2018-8-17,11570.0
2018-8-20,11700.0
2018-8-21,11750.0
2018-8-22,11860.0
2018-8-23,11700.0
2018-8-24,11750.0
2018-8-27,11640.0
2018-8-28,11730.0
2018-8-29,11600.0
2018-8-30,11600.0
2018-8-31,11700.0
2018-9-3,11725.0
2018-9-4,11650.0
2018-9-5,11720.0
2018-9-6,11650.0
2018-9-7,11510.0
2018-9-10,11450.0
2018-9-11,11450.0
2018-9-12,11310.0
2018-9-13,11400.0
2018-9-14,11400.0
2018-9-17,11530.0
2018-9-18,11520.0
2018-9-19,11610.0
2018-9-20,11700.0
2018-9-21,11580.0
2018-9-24,11580.0
2018-9-25,11670.0
2018-9-26,11780.0
2018-9-27,11380.0
2018-9-28,11390.0
2018-10-1,11390.0
2018-10-2,11390.0
2018-10-3,11390.0
2018-10-4,11390.0
2018-10-5,11390.0
2018-10-8,11475.0
2018-10-9,11450.0
2018-10-10,11375.0
2018-10-11,11180.0
2018-10-12,11150.0
2018-10-15,11000.0
2018-10-16,10630.0
2018-10-17,10780.0
2018-10-18,10780.0
2018-10-19,10500.0
2018-10-22,10525.0
2018-10-23,10300.0
2018-10-24,10025.0
2018-10-25,9800.0
2018-10-26,9925.0
2018-10-29,9835.0
2018-10-30,9825.0
2018-10-31,9825.0
2018-11-1,9825.0
2018-11-2,9400.0
2018-11-5,9300.0
2018-11-6,9000.0
2018-11-7,9050.0
2018-11-8,9050.0
2018-11-9,8990.0
2018-11-12,8875.0
2018-11-13,8550.0
2018-11-14,8300.0
2018-11-15,8300.0
2018-11-16,8800.0
2018-11-19,8775.0
2018-11-20,8675.0
2018-11-21,8625.0
2018-11-22,8625.0
2018-11-23,8360.0
2018-11-26,8360.0
2018-11-27,8300.0
2018-11-28,8380.0
2018-11-29,8380.0
2018-11-30,8380.0
2018-12-3,8380.0
2018-12-4,8725.0
2018-12-5,8620.0
2018-12-6,8620.0
2018-12-7,8400.0
2018-12-10,8400.0
2018-12-11,8100.0
2018-12-12,8200.0
2018-12-13,8350.0
2018-12-14,8500.0
2018-12-17,8500.0
2018-12-18,8450.0
2018-12-19,8270.0
2018-12-20,8250.0
2018-12-21,8100.0
2018-12-24,8025.0
2018-12-25,7770.0
2018-12-26,7730.0
2018-12-27,7930.0
2018-12-28,7920.0
2018-12-29,8100.0
2019-1-2,8025.0
2019-1-3,8070.0
2019-1-4,8175.0
2019-1-7,8200.0
2019-1-8,8150.0
2019-1-9,8220.0
2019-1-10,8200.0
2019-1-11,8150.0
2019-1-14,8100.0
2019-1-15,8030.0
2019-1-16,8050.0
2019-1-17,8040.0
2019-1-18,8050.0
2019-1-21,8210.0
2019-1-22,8250.0
2019-1-23,8100.0
2019-1-24,8230.0
2019-1-25,8280.0
2019-1-28,8380.0
2019-1-29,8350.0
2019-1-30,8500.0
2019-1-31,8600.0
2019-2-1,8700.0
2019-2-2,8720.0
2019-2-3,8720.0
2019-2-8,8720.0
2019-2-11,8600.0
2019-2-12,8570.0
2019-2-13,8460.0
2019-2-14,8460.0
2019-2-15,8400.0
2019-2-18,8340.0
2019-2-19,8330.0
2019-2-20,8350.0
2019-2-21,8420.0
2019-2-22,8450.0
2019-2-25,8500.0
2019-2-26,8480.0
2019-2-27,8430.0
2019-2-28,8420.0
2019-3-1,8550.0
2019-3-4,8600.0
2019-3-5,8560.0
2019-3-6,8560.0
2019-3-7,8700.0
2019-3-8,8630.0
2019-3-11,8550.0
2019-3-12,8600.0
2019-3-13,8560.0
2019-3-14,8550.0
2019-3-15,8500.0
2019-3-18,8420.0
2019-3-19,8400.0
2019-3-20,8420.0
2019-3-21,8460.0
2019-3-22,8420.0
2019-3-25,8350.0
2019-3-26,8200.0
2019-3-27,8000.0
2019-3-28,7650.0
2019-3-29,7800.0
2019-4-1,7910.0
2019-4-2,8050.0
2019-4-3,8230.0
2019-4-4,8240.0
2019-4-8,8400.0
2019-4-9,8370.0
2019-4-10,8380.0
2019-4-11,8220.0
2019-4-12,8210.0
2019-4-15,8130.0
2019-4-16,8100.0
2019-4-17,8170.0
2019-4-18,8050.0
2019-4-19,8110.0
2019-4-22,8230.0
2019-4-23,8240.0
2019-4-24,8200.0
2019-4-25,8250.0
2019-4-26,8200.0
2019-4-29,8250.0
2019-5-6,8250.0
2019-5-7,8300.0
2019-5-8,8400.0
2019-5-9,8420.0
2019-5-10,8480.0
2019-5-13,8350.0
2019-5-14,8200.0
2019-5-15,8220.0
2019-5-16,8210.0
2019-5-17,8220.0
2019-5-20,8330.0
2019-5-21,8450.0
2019-5-22,8450.0
2019-5-23,8550.0
2019-5-24,8580.0
2019-5-27,8600.0
2019-5-28,8650.0
2019-5-29,8660.0
2019-5-30,8670.0
2019-5-31,8430.0
2019-6-3,8240.0
2019-6-4,8280.0
2019-6-5,8270.0
2019-6-6,8320.0
2019-6-10,8410.0
2019-6-11,8550.0
2019-6-12,8630.0
2019-6-13,8670.0
2019-6-14,8620.0
2019-6-17,8950.0
2019-6-18,8780.0
2019-6-19,8670.0
2019-6-20,8590.0
2019-6-21,8510.0
2019-6-24,8570.0
2019-6-25,8470.0
2019-6-26,8470.0
2019-6-27,8270.0
2019-6-28,8270.0
2019-7-1,8350.0
2019-7-2,8480.0
2019-7-3,8435.0
2019-7-4,8430.0
2019-7-5,8450.0
2019-7-8,8525.0
2019-7-9,8465.0
2019-7-10,8425.0
2019-7-11,8510.0
2019-7-12,8460.0
2019-7-15,8440.0
2019-7-16,8410.0
2019-7-17,8375.0
2019-7-18,8425.0
2019-7-19,8410.0
2019-7-22,8410.0
2019-7-23,8370.0
2019-7-24,8410.0
2019-7-25,8410.0
2019-7-26,8465.0
2019-7-29,8410.0
2019-7-30,8410.0
2019-7-31,8390.0
2019-8-1,8305.0
2019-8-2,8315.0
2019-8-5,8290.0
2019-8-6,8285.0
2019-8-7,8260.0
2019-8-8,8190.0
2019-8-9,8215.0
2019-8-12,8285.0
2019-8-13,8230.0
2019-8-14,8285.0
2019-8-15,8340.0
2019-8-16,8410.0
2019-8-19,8365.0
2019-8-20,8340.0
2019-8-21,8330.0
2019-8-22,8410.0
2019-8-23,8460.0
2019-8-26,8515.0
2019-8-27,8440.0
2019-8-28,8490.0
2019-8-29,8525.0
2019-8-30,8625.0
2019-9-2,8625.0
2019-9-3,8580.0
2019-9-4,8580.0
2019-9-5,8925.0
2019-9-6,8935.0
2019-9-9,8780.0
2019-9-10,8615.0
2019-9-11,8615.0
2019-9-12,8615.0
2019-9-16,8825.0
2019-9-17,8910.0
2019-9-18,8775.0
2019-9-19,8725.0
2019-9-20,8615.0
2019-9-23,8700.0
2019-9-24,8730.0
2019-9-25,8825.0
2019-9-26,8665.0
2019-9-27,8485.0
2019-9-30,8540.0
2019-10-8,8325.0
2019-10-9,8225.0
2019-10-10,8125.0
2019-10-11,7975.0
2019-10-14,7805.0
2019-10-15,7805.0
2019-10-16,7530.0
2019-10-17,7670.0
2019-10-18,7740.0
2019-10-21,7665.0
2019-10-22,7580.0
2019-10-23,7565.0
2019-10-24,7725.0
2019-10-25,7625.0
2019-10-28,7540.0
2019-10-29,7540.0
2019-10-30,7280.0
2019-10-31,7290.0
2019-11-1,7180.0
2019-11-4,7285.0
2019-11-5,7355.0
2019-11-6,7280.0
2019-11-7,7270.0
2019-11-8,7100.0
2019-11-11,6965.0
2019-11-12,6920.0
2019-11-13,7000.0
2019-11-14,6945.0
2019-11-15,6990.0
2019-11-18,7030.0
2019-11-19,6940.0
2019-11-20,6915.0
2019-11-21,6900.0
2019-11-22,6990.0
2019-11-25,7105.0
2019-11-26,7100.0
2019-11-27,7100.0
2019-11-28,7100.0
2019-11-29,7090.0
2019-12-2,7090.0
2019-12-3,7090.0
2019-12-4,7090.0
2019-12-5,7090.0
2019-12-6,7090.0
2019-12-9,7090.0
2019-12-10,7090.0
2019-12-11,7090.0
2019-12-12,7090.0
2019-12-13,7090.0
2019-12-16,7090.0
2019-12-17,7090.0
2019-12-18,7090.0
2019-12-19,7090.0
2019-12-20,7090.0
2019-12-23,7090.0
2019-12-24,7090.0
