dt,YDF rmb
2018/3/23,403.0
2018/3/26,398.0
2018/3/27,398.0
2018/3/28,398.0
2018/3/29,398.0
2018/3/30,398.0
2018/4/2,398.0
2018/4/3,395.0
2018/4/4,390.0
2018/4/9,390.0
2018/4/10,393.0
2018/4/11,393.0
2018/4/12,390.0
2018/4/13,393.0
2018/4/16,388.0
2018/4/17,388.0
2018/4/18,388.0
2018/4/19,398.0
2018/4/20,395.0
2018/4/23,400.0
2018/4/24,397.0
2018/4/25,392.0
2018/4/26,387.0
2018/4/27,382.0
2018/5/2,380.0
2018/5/3,383.0
2018/5/4,383.0
2018/5/7,385.0
2018/5/8,385.0
2018/5/9,385.0
2018/5/10,382.0
2018/5/11,387.0
2018/5/14,390.0
2018/5/15,390.0
2018/5/16,388.0
2018/5/17,388.0
2018/5/18,386.0
2018/5/21,381.0
2018/5/22,381.0
2018/5/23,379.0
2018/5/24,379.0
2018/5/25,379.0
2018/5/28,377.0
2018/5/29,377.0
2018/5/30,377.0
2018/5/31,379.0
2018/6/1,379.0
2018/6/4,379.0
2018/6/5,379.0
2018/6/6,381.0
2018/6/7,383.0
2018/6/8,383.0
2018/6/11,386.0
2018/6/12,389.0
2018/6/13,389.0
2018/6/14,389.0
2018/6/15,389.0
2018/6/19,379.0
2018/6/20,379.0
2018/6/21,379.0
2018/6/22,381.0
2018/6/25,384.0
2018/6/26,384.0
2018/6/27,384.0
2018/6/28,386.0
2018/6/29,389.0
2018/7/2,387.0
2018/7/3,384.0
2018/7/4,389.0
2018/7/5,389.0
2018/7/6,389.0
2018/7/9,389.0
2018/7/10,389.0
2018/7/11,389.0
2018/7/12,389.0
2018/7/13,391.0
2018/7/16,395.0
2018/7/17,395.0
2018/7/18,395.0
2018/7/19,395.0
2018/7/20,395.0
2018/7/23,400.0
2018/7/24,405.0
2018/7/25,405.0
2018/7/26,405.0
2018/7/27,415.0
2018/7/30,418.0
2018/7/31,418.0
2018/8/1,416.0
2018/8/2,414.0
2018/8/3,420.0
2018/8/6,430.0
2018/8/7,432.0
2018/8/8,432.0
2018/8/9,437.0
2018/8/10,437.0
2018/8/13,442.0
2018/8/14,442.0
2018/8/15,440.0
2018/8/16,440.0
2018/8/17,442.0
2018/8/20,442.0
2018/8/21,438.0
2018/8/22,435.0
2018/8/23,435.0
2018/8/24,437.0
2018/8/27,430.0
2018/8/28,430.0
2018/8/29,430.0
2018/8/30,430.0
2018/8/31,430.0
2018/9/3,430.0
2018/9/4,430.0
2018/9/5,430.0
2018/9/6,436.0
2018/9/7,436.0
2018/9/10,436.0
2018/9/11,436.0
2018/9/12,436.0
2018/9/13,436.0
2018/9/14,436.0
2018/9/17,436.0
2018/9/18,438.0
2018/9/19,438.0
2018/9/20,438.0
2018/9/21,440.0
2018/9/25,440.0
2018/9/26,440.0
2018/9/27,458.0
2018/9/28,463.0
2018/10/8,468.0
2018/10/9,473.0
2018/10/10,476.0
2018/10/11,480.0
2018/10/12,483.0
2018/10/15,483.0
2018/10/16,483.0
2018/10/17,488.0
2018/10/18,492.0
2018/10/19,492.0
2018/10/22,500.0
2018/10/23,503.0
2018/10/24,509.0
2018/10/25,513.0
2018/10/26,517.0
2018/10/29,523.0
2018/10/30,523.0
2018/10/31,523.0
2018/11/1,521.0
2018/11/2,518.0
2018/11/5,521.0
2018/11/6,521.0
2018/11/7,521.0
2018/11/8,523.0
2018/11/9,525.0
2018/11/12,523.0
2018/11/13,521.0
2018/11/14,521.0
2018/11/15,521.0
2018/11/16,524.0
2018/11/19,527.0
2018/11/20,521.0
2018/11/21,521.0
2018/11/22,521.0
2018/11/23,509.0
2018/11/26,489.0
2018/11/27,479.0
2018/11/28,479.0
2018/11/29,482.0
2018/11/30,482.0
2018/12/3,482.0
2018/12/4,477.0
2018/12/5,477.0
2018/12/6,474.0
2018/12/7,476.0
2018/12/10,473.0
2018/12/11,473.0
2018/12/12,475.0
2018/12/13,475.0
2018/12/14,475.0
2018/12/17,480.0
2018/12/18,480.0
2018/12/19,484.0
2018/12/20,489.0
2018/12/21,497.0
2018/12/24,494.0
2018/12/25,494.0
2018/12/26,494.0
2018/12/27,494.0
2018/12/28,494.0
2018/12/29,494.0
2019/1/2,496.0
2019/1/3,499.0
2019/1/4,499.0
2019/1/7,499.0
2019/1/8,506.0
2019/1/9,506.0
2019/1/10,506.0
2019/1/11,506.0
2019/1/14,506.0
2019/1/15,506.0
2019/1/16,506.0
2019/1/17,506.0
2019/1/18,516.0
2019/1/21,523.0
2019/1/22,521.0
2019/1/23,521.0
2019/1/24,521.0
2019/1/25,523.0
2019/1/28,542.0
2019/1/29,527.0
2019/1/30,556.0
2019/1/31,556.0
2019/2/1,567.0
2019/2/2,567.0
2019/2/3,567.0
2019/2/11,610.0
2019/2/12,610.0
2019/2/13,600.0
2019/2/14,603.0
2019/2/15,603.0
2019/2/18,605.0
2019/2/19,605.0
2019/2/20,599.0
2019/2/21,593.0
2019/2/22,588.0
2019/2/25,583.0
2019/2/26,568.0
2019/2/27,563.0
2019/2/28,566.0
2019/3/1,576.0
2019/3/4,578.0
2019/3/5,576.0
2019/3/6,571.0
2019/3/7,575.0
2019/3/8,575.0
2019/3/11,570.0
2019/3/12,570.0
2019/3/13,565.0
2019/3/14,567.0
2019/3/15,570.0
2019/3/18,576.0
2019/3/19,576.0
2019/3/20,560.0
2019/3/21,565.0
2019/3/22,565.0
2019/3/25,565.0
2019/3/26,565.0
2019/3/27,565.0
2019/3/28,565.0
2019/3/29,573.0
2019/4/1,575.0
2019/4/2,578.0
2019/4/3,588.0
2019/4/4,590.0
2019/4/8,612.0
2019/4/9,618.0
2019/4/10,618.0
2019/4/11,618.0
2019/4/12,618.0
2019/4/15,628.0
2019/4/16,628.0
2019/4/17,623.0
2019/4/18,621.0
2019/4/19,621.0
2019/4/22,627.0
2019/4/23,627.0
2019/4/24,630.0
2019/4/25,630.0
2019/4/26,630.0
2019/4/29,633.0
2019/4/30,637.0
2019/5/6,637.0
2019/5/7,648.0
2019/5/8,648.0
2019/5/9,648.0
2019/5/10,653.0
2019/5/13,653.0
2019/5/14,650.0
2019/5/15,652.0
2019/5/16,664.0
2019/5/17,679.0
2019/5/20,676.0
2019/5/21,683.0
2019/5/22,693.0
2019/5/23,700.0
2019/5/24,713.0
2019/5/27,750.0
2019/5/28,746.0
2019/5/29,743.0
2019/5/30,745.0
2019/5/31,742.0
2019/6/3,722.0
2019/6/4,725.0
2019/6/5,725.0
2019/6/6,725.0
2019/6/10,730.0
2019/6/11,745.0
2019/6/12,755.0
2019/6/13,767.0
2019/6/14,777.0
2019/6/17,780.0
2019/6/18,787.0
2019/6/19,805.0
2019/6/20,820.0
2019/6/21,815.0
2019/6/24,810.0
2019/6/25,805.0
2019/6/26,805.0
2019/6/27,815.0
2019/6/28,820.0
2019/7/1,836.0
2019/7/2,858.0
2019/7/3,858.0
2019/7/4,848.0
2019/7/5,838.0
2019/7/8,838.0
2019/7/9,848.0
2019/7/10,845.0
2019/7/11,835.0
2019/7/12,828.0
2019/7/15,830.0
2019/7/16,840.0
2019/7/17,827.0
2019/7/18,823.0
2019/7/19,833.0
2019/7/22,820.0
2019/7/23,815.0
2019/7/24,790.0
2019/7/25,790.0
2019/7/26,795.0
2019/7/29,800.0
2019/7/30,808.0
2019/7/31,808.0
2019/8/1,805.0
2019/8/2,790.0
2019/8/5,772.0
2019/8/6,735.0
2019/8/7,720.0
2019/8/8,707.0
2019/8/9,680.0
2019/8/12,658.0
2019/8/13,658.0
2019/8/14,665.0
2019/8/15,659.0
2019/8/16,659.0
2019/8/19,659.0
2019/8/20,659.0
2019/8/21,649.0
2019/8/22,645.0
2019/8/23,645.0
2019/8/26,638.0
2019/8/27,633.0
2019/8/28,625.0
2019/8/29,625.0
2019/8/30,630.0
2019/9/2,643.0
2019/9/3,648.0
2019/9/4,651.0
2019/9/5,650.0
2019/9/6,644.0
