dt,NHGF rmb
2018/2/8,552.0
2018/2/9,557.0
2018/2/12,557.0
2018/2/13,557.0
2018/2/14,557.0
2018/2/22,560.0
2018/2/23,567.0
2018/2/26,577.0
2018/2/27,575.0
2018/2/28,572.0
2018/3/1,574.0
2018/3/2,567.0
2018/3/5,557.0
2018/3/6,554.0
2018/3/7,550.0
2018/3/8,540.0
2018/3/9,520.0
2018/3/12,512.0
2018/3/13,512.0
2018/3/14,520.0
2018/3/15,520.0
2018/3/16,517.0
2018/3/19,497.0
2018/3/20,492.0
2018/3/21,492.0
2018/3/22,492.0
2018/3/23,472.0
2018/3/26,467.0
2018/3/27,472.0
2018/3/28,469.0
2018/3/29,469.0
2018/3/30,472.0
2018/4/2,477.0
2018/4/3,472.0
2018/4/4,467.0
2018/4/9,467.0
2018/4/10,469.0
2018/4/11,469.0
2018/4/12,465.0
2018/4/13,470.0
2018/4/16,462.0
2018/4/17,462.0
2018/4/18,465.0
2018/4/19,487.0
2018/4/20,480.0
2018/4/23,494.0
2018/4/24,489.0
2018/4/25,485.0
2018/4/26,480.0
2018/4/27,475.0
2018/5/2,488.0
2018/5/3,488.0
2018/5/4,485.0
2018/5/7,485.0
2018/5/8,488.0
2018/5/9,485.0
2018/5/10,482.0
2018/5/11,489.0
2018/5/14,492.0
2018/5/15,490.0
2018/5/16,490.0
2018/5/17,487.0
2018/5/18,485.0
2018/5/21,480.0
2018/5/22,474.0
2018/5/23,469.0
2018/5/24,471.0
2018/5/25,471.0
2018/5/28,468.0
2018/5/29,473.0
2018/5/30,468.0
2018/5/31,470.0
2018/6/1,470.0
2018/6/4,468.0
2018/6/5,473.0
2018/6/6,476.0
2018/6/7,476.0
2018/6/8,474.0
2018/6/11,478.0
2018/6/12,478.0
2018/6/13,478.0
2018/6/14,478.0
2018/6/15,478.0
2018/6/19,465.0
2018/6/20,465.0
2018/6/21,465.0
2018/6/22,468.0
2018/6/25,474.0
2018/6/26,471.0
2018/6/27,471.0
2018/6/28,475.0
2018/6/29,478.0
2018/7/2,473.0
2018/7/3,473.0
2018/7/4,473.0
2018/7/5,468.0
2018/7/6,470.0
2018/7/9,473.0
2018/7/10,473.0
2018/7/11,470.0
2018/7/12,472.0
2018/7/13,472.0
2018/7/16,474.0
2018/7/17,474.0
2018/7/18,474.0
2018/7/19,478.0
2018/7/20,478.0
2018/7/23,480.0
2018/7/24,480.0
2018/7/25,482.0
2018/7/26,482.0
2018/7/27,491.0
2018/7/30,491.0
2018/7/31,489.0
2018/8/1,485.0
2018/8/2,485.0
2018/8/3,495.0
2018/8/6,508.0
2018/8/7,512.0
2018/8/8,510.0
2018/8/9,516.0
2018/8/10,513.0
2018/8/13,521.0
2018/8/14,514.0
2018/8/15,510.0
2018/8/16,506.0
2018/8/17,513.0
2018/8/20,515.0
2018/8/21,507.0
2018/8/22,502.0
2018/8/23,502.0
2018/8/24,505.0
2018/8/27,495.0
2018/8/28,499.0
2018/8/29,499.0
2018/8/30,502.0
2018/8/31,502.0
2018/9/3,502.0
2018/9/4,502.0
2018/9/5,503.0
2018/9/6,513.0
2018/9/7,513.0
2018/9/10,513.0
2018/9/11,508.0
2018/9/12,505.0
2018/9/13,505.0
2018/9/14,517.0
2018/9/17,517.0
2018/9/18,517.0
2018/9/19,517.0
2018/9/20,517.0
2018/9/21,519.0
2018/9/25,515.0
2018/9/26,522.0
2018/9/27,525.0
2018/9/28,528.0
2018/10/8,532.0
2018/10/9,545.0
2018/10/10,548.0
2018/10/11,548.0
2018/10/12,552.0
2018/10/15,552.0
2018/10/16,552.0
2018/10/17,562.0
2018/10/18,566.0
2018/10/19,563.0
2018/10/22,572.0
2018/10/23,572.0
2018/10/24,584.0
2018/10/25,589.0
2018/10/26,597.0
2018/10/29,605.0
2018/10/30,605.0
2018/10/31,602.0
2018/11/1,600.0
2018/11/2,593.0
2018/11/5,596.0
2018/11/6,596.0
2018/11/7,595.0
2018/11/8,597.0
2018/11/9,600.0
2018/11/12,597.0
2018/11/13,597.0
2018/11/14,597.0
2018/11/15,597.0
2018/11/16,600.0
2018/11/19,602.0
2018/11/20,594.0
2018/11/21,596.0
2018/11/22,592.0
2018/11/23,580.0
2018/11/26,547.0
2018/11/27,540.0
2018/11/28,540.0
2018/11/29,542.0
2018/11/30,542.0
2018/12/3,554.0
2018/12/4,557.0
2018/12/5,557.0
2018/12/6,555.0
2018/12/7,557.0
2018/12/10,555.0
2018/12/11,550.0
2018/12/12,550.0
2018/12/13,552.0
2018/12/14,556.0
2018/12/17,563.0
2018/12/18,560.0
2018/12/19,560.0
2018/12/20,567.0
2018/12/21,569.0
2018/12/24,566.0
2018/12/25,562.0
2018/12/26,564.0
2018/12/27,565.0
2018/12/28,563.0
2018/12/29,563.0
2019/1/2,565.0
2019/1/3,568.0
2019/1/4,573.0
2019/1/7,576.0
2019/1/8,576.0
2019/1/9,576.0
2019/1/10,576.0
2019/1/11,576.0
2019/1/14,576.0
2019/1/15,576.0
2019/1/16,576.0
2019/1/17,574.0
2019/1/18,584.0
2019/1/21,586.0
2019/1/22,582.0
2019/1/23,580.0
2019/1/24,580.0
2019/1/25,581.0
2019/1/28,595.0
2019/1/29,598.0
2019/1/30,630.0
2019/1/31,630.0
2019/2/1,653.0
2019/2/2,653.0
2019/2/3,653.0
2019/2/11,697.0
2019/2/12,692.0
2019/2/13,668.0
2019/2/14,670.0
2019/2/15,665.0
2019/2/18,667.0
2019/2/19,672.0
2019/2/20,662.0
2019/2/21,660.0
2019/2/22,655.0
2019/2/25,640.0
2019/2/26,634.0
2019/2/27,631.0
2019/2/28,634.0
2019/3/1,643.0
2019/3/4,641.0
2019/3/5,639.0
2019/3/6,631.0
2019/3/7,641.0
2019/3/8,632.0
2019/3/11,621.0
2019/3/12,629.0
2019/3/13,629.0
2019/3/14,646.0
2019/3/15,646.0
2019/3/18,651.0
2019/3/19,651.0
2019/3/20,626.0
2019/3/21,632.0
2019/3/22,632.0
2019/3/25,630.0
2019/3/26,627.0
2019/3/27,630.0
2019/3/28,626.0
2019/3/29,641.0
2019/4/1,644.0
2019/4/2,647.0
2019/4/3,664.0
2019/4/4,660.0
2019/4/8,680.0
2019/4/9,676.0
2019/4/10,675.0
2019/4/11,677.0
2019/4/12,679.0
2019/4/15,679.0
2019/4/16,674.0
2019/4/17,667.0
2019/4/18,662.0
2019/4/19,669.0
2019/4/22,677.0
2019/4/23,676.0
2019/4/24,675.0
2019/4/25,674.0
2019/4/26,674.0
2019/4/29,678.0
2019/4/30,682.0
2019/5/6,680.0
2019/5/7,696.0
2019/5/8,696.0
2019/5/9,696.0
2019/5/10,703.0
2019/5/13,703.0
2019/5/14,699.0
2019/5/15,702.0
2019/5/16,717.0
2019/5/17,734.0
2019/5/20,736.0
2019/5/21,739.0
2019/5/22,749.0
2019/5/23,753.0
2019/5/24,759.0
2019/5/27,782.0
2019/5/28,782.0
2019/5/29,782.0
2019/5/30,782.0
2019/5/31,779.0
2019/6/3,767.0
2019/6/4,778.0
2019/6/5,780.0
2019/6/6,773.0
2019/6/10,781.0
2019/6/11,805.0
2019/6/12,810.0
2019/6/13,824.0
2019/6/14,836.0
2019/6/17,826.0
2019/6/18,837.0
2019/6/19,859.0
2019/6/20,875.0
2019/6/21,869.0
2019/6/24,865.0
2019/6/25,858.0
2019/6/26,862.0
2019/6/27,872.0
2019/6/28,874.0
2019/7/1,901.0
2019/7/2,919.0
2019/7/3,917.0
2019/7/4,901.0
2019/7/5,871.0
2019/7/8,891.0
2019/7/9,906.0
2019/7/10,903.0
2019/7/11,896.0
2019/7/12,895.0
2019/7/15,906.0
2019/7/16,916.0
2019/7/17,908.0
2019/7/18,903.0
2019/7/19,913.0
2019/7/22,898.0
2019/7/23,898.0
2019/7/24,875.0
2019/7/25,885.0
2019/7/26,895.0
2019/7/29,893.0
2019/7/30,906.0
2019/7/31,901.0
2019/8/1,889.0
2019/8/2,870.0
2019/8/5,827.0
2019/8/6,804.0
2019/8/7,784.0
2019/8/8,782.0
2019/8/9,749.0
2019/8/12,731.0
2019/8/13,729.0
2019/8/14,742.0
2019/8/15,742.0
2019/8/16,747.0
2019/8/19,744.0
2019/8/20,744.0
2019/8/21,722.0
2019/8/22,719.0
2019/8/23,725.0
2019/8/26,715.0
2019/8/27,711.0
2019/8/28,708.0
2019/8/29,705.0
2019/8/30,715.0
2019/9/2,735.0
2019/9/3,737.0
2019/9/4,750.0
2019/9/5,753.0
2019/9/6,745.0
2019/9/9,760.0
2019/9/10,763.0
2019/9/11,763.0
2019/9/12,779.0
2019/9/16,779.0
2019/9/17,769.0
2019/9/18,769.0
2019/9/19,753.0
2019/9/20,750.0
2019/9/23,757.0
2019/9/24,754.0
2019/9/25,747.0
2019/9/26,747.0
2019/9/27,749.0
2019/9/30,757.0
2019/10/8,769.0
2019/10/9,751.0
2019/10/10,761.0
2019/10/11,756.0
2019/10/14,746.0
2019/10/15,743.0
2019/10/16,718.0
2019/10/17,700.0
2019/10/18,699.0
2019/10/21,696.0
2019/10/22,691.0
2019/10/23,697.0
2019/10/24,705.0
2019/10/25,705.0
2019/10/28,697.0
2019/10/29,694.0
2019/10/30,694.0
2019/10/31,694.0
2019/11/1,694.0
2019/11/4,694.0
2019/11/5,665.0
2019/11/6,667.0
2019/11/7,660.0
2019/11/8,652.0
2019/11/11,637.0
2019/11/12,639.0
2019/11/13,639.0
2019/11/14,642.0
2019/11/15,655.0
2019/11/18,657.0
