dt,ll rmb
2017/10/23,9750.0
2017/10/24,9750.0
2017/10/25,9750.0
2017/10/26,9650.0
2017/10/27,9600.0
2017/10/30,9600.0
2017/10/31,9600.0
2017/11/1,9500.0
2017/11/2,9550.0
2017/11/3,9650.0
2017/11/6,9680.0
2017/11/7,9750.0
2017/11/8,9800.0
2017/11/9,9830.0
2017/11/10,9750.0
2017/11/13,9750.0
2017/11/14,9760.0
2017/11/15,9600.0
2017/11/16,9600.0
2017/11/17,9600.0
2017/11/20,9700.0
2017/11/21,9700.0
2017/11/22,9780.0
2017/11/23,9710.0
2017/11/24,9700.0
2017/11/27,9700.0
2017/11/28,9600.0
2017/11/29,9650.0
2017/11/30,9650.0
2017/12/1,9650.0
2017/12/4,9760.0
2017/12/5,9750.0
2017/12/6,9700.0
2017/12/7,9650.0
2017/12/8,9700.0
2017/12/11,9700.0
2017/12/12,9700.0
2017/12/13,9650.0
2017/12/14,9650.0
2017/12/15,9550.0
2017/12/18,9600.0
2017/12/19,9620.0
2017/12/20,9650.0
2017/12/21,9650.0
2017/12/22,9600.0
2017/12/25,9600.0
2017/12/26,9630.0
2017/12/27,9700.0
2017/12/28,9700.0
2017/12/29,9700.0
2018/1/2,9850.0
2018/1/3,9800.0
2018/1/4,9800.0
2018/1/5,9850.0
2018/1/8,9850.0
2018/1/9,9800.0
2018/1/10,9850.0
2018/1/11,9850.0
2018/1/12,9850.0
2018/1/15,9900.0
2018/1/16,9850.0
2018/1/17,9800.0
2018/1/18,9800.0
2018/1/19,9750.0
2018/1/22,9850.0
2018/1/23,9800.0
2018/1/24,9800.0
2018/1/25,9900.0
2018/1/26,9900.0
2018/1/29,9900.0
2018/1/30,9850.0
2018/1/31,9750.0
2018/2/1,9750.0
2018/2/2,9700.0
2018/2/5,9550.0
2018/2/6,9550.0
2018/2/7,9550.0
2018/2/8,9550.0
2018/2/9,9550.0
2018/2/12,9550.0
2018/2/13,9550.0
2018/2/14,9550.0
2018/2/22,9500.0
2018/2/23,9525.0
2018/2/26,9420.0
2018/2/27,9300.0
2018/2/28,9300.0
2018/3/1,9400.0
2018/3/2,9450.0
2018/3/5,9450.0
2018/3/6,9330.0
2018/3/7,9270.0
2018/3/8,9190.0
2018/3/9,9180.0
2018/3/12,9060.0
2018/3/13,9100.0
2018/3/14,9280.0
2018/3/15,9300.0
2018/3/16,9200.0
2018/3/19,9280.0
2018/3/20,9250.0
2018/3/21,9200.0
2018/3/22,9200.0
2018/3/23,9100.0
2018/3/26,9020.0
2018/3/27,9100.0
2018/3/28,9120.0
2018/3/29,9130.0
2018/3/30,9150.0
2018/4/2,9180.0
2018/4/3,9220.0
2018/4/4,9170.0
2018/4/9,9300.0
2018/4/10,9350.0
2018/4/11,9400.0
2018/4/12,9400.0
2018/4/13,9450.0
2018/4/16,9400.0
2018/4/17,9380.0
2018/4/18,9350.0
2018/4/19,9450.0
2018/4/20,9450.0
2018/4/23,9400.0
2018/4/24,9450.0
2018/4/25,9450.0
2018/4/26,9450.0
2018/4/27,9450.0
2018/5/2,9530.0
2018/5/3,9550.0
2018/5/4,9650.0
2018/5/7,9630.0
2018/5/8,9650.0
2018/5/9,9650.0
2018/5/10,9600.0
2018/5/11,9600.0
2018/5/14,9650.0
2018/5/15,9650.0
2018/5/16,9650.0
2018/5/17,9580.0
2018/5/18,9550.0
2018/5/21,9550.0
2018/5/22,9550.0
2018/5/23,9550.0
2018/5/24,9450.0
2018/5/25,9450.0
2018/5/28,9350.0
2018/5/29,9350.0
2018/5/30,9350.0
2018/5/31,9350.0
2018/6/1,9450.0
2018/6/4,9450.0
2018/6/5,9450.0
2018/6/6,9400.0
2018/6/7,9450.0
2018/6/8,9400.0
2018/6/11,9400.0
2018/6/12,9400.0
2018/6/13,9380.0
2018/6/14,9380.0
2018/6/15,9300.0
2018/6/19,9250.0
2018/6/20,9250.0
2018/6/21,9250.0
2018/6/22,9150.0
2018/6/25,9100.0
2018/6/26,9150.0
2018/6/27,9200.0
2018/6/28,9250.0
2018/6/29,9250.0
2018/7/2,9250.0
2018/7/3,9250.0
2018/7/4,9280.0
2018/7/5,9250.0
2018/7/6,9250.0
2018/7/9,9220.0
2018/7/10,9220.0
2018/7/11,9250.0
2018/7/12,9250.0
2018/7/13,9300.0
2018/7/16,9350.0
2018/7/17,9350.0
2018/7/18,9350.0
2018/7/19,9350.0
2018/7/20,9350.0
2018/7/23,9350.0
2018/7/24,9400.0
2018/7/25,9450.0
2018/7/26,9400.0
2018/7/27,9450.0
2018/7/30,9500.0
2018/7/31,9480.0
2018/8/1,9500.0
2018/8/2,9550.0
2018/8/3,9650.0
2018/8/6,9700.0
2018/8/7,9700.0
2018/8/8,9700.0
2018/8/9,9750.0
2018/8/10,9750.0
2018/8/13,9750.0
2018/8/14,9750.0
2018/8/15,9750.0
2018/8/16,9700.0
2018/8/17,9700.0
2018/8/20,9650.0
2018/8/21,9650.0
2018/8/22,9650.0
2018/8/23,9650.0
2018/8/24,9550.0
2018/8/27,9500.0
2018/8/28,9550.0
2018/8/29,9500.0
2018/8/30,9500.0
2018/8/31,9400.0
2018/9/3,9380.0
2018/9/4,9400.0
2018/9/5,9400.0
2018/9/6,9400.0
2018/9/7,9430.0
2018/9/10,9450.0
2018/9/11,9450.0
2018/9/12,9360.0
2018/9/13,9450.0
2018/9/14,9450.0
2018/9/17,9450.0
2018/9/18,9500.0
2018/9/19,9550.0
2018/9/20,9600.0
2018/9/21,9600.0
2018/9/25,9600.0
2018/9/26,9500.0
2018/9/27,9600.0
2018/9/28,9600.0
2018/10/8,9680.0
2018/10/9,9780.0
2018/10/10,9800.0
2018/10/11,9730.0
2018/10/12,9750.0
2018/10/15,9750.0
2018/10/16,9630.0
2018/10/17,9630.0
2018/10/18,9650.0
2018/10/19,9650.0
2018/10/22,9630.0
2018/10/23,9600.0
2018/10/24,9580.0
2018/10/25,9500.0
2018/10/26,9500.0
2018/10/29,9450.0
2018/10/30,9400.0
2018/10/31,9400.0
2018/11/1,9300.0
2018/11/2,9300.0
2018/11/5,9400.0
2018/11/6,9400.0
2018/11/7,9400.0
2018/11/8,9400.0
2018/11/9,9320.0
2018/11/12,9300.0
2018/11/13,9300.0
2018/11/14,9270.0
2018/11/15,9300.0
2018/11/16,9320.0
2018/11/19,9320.0
2018/11/20,9250.0
2018/11/21,9180.0
2018/11/22,9150.0
2018/11/23,8900.0
2018/11/26,8950.0
2018/11/27,8950.0
2018/11/28,9000.0
2018/11/29,9050.0
2018/11/30,9200.0
2018/12/3,9200.0
2018/12/4,9250.0
2018/12/5,9280.0
2018/12/6,9350.0
2018/12/7,9300.0
2018/12/10,9350.0
2018/12/11,9200.0
2018/12/12,9250.0
2018/12/13,9250.0
2018/12/14,9250.0
2018/12/17,9250.0
2018/12/18,9250.0
2018/12/19,9250.0
2018/12/20,9250.0
2018/12/21,9250.0
2018/12/24,9200.0
2018/12/25,9150.0
2018/12/26,9150.0
2018/12/27,9200.0
2018/12/28,9150.0
2019/1/2,9130.0
2019/1/3,9050.0
2019/1/4,9100.0
2019/1/7,9100.0
2019/1/8,9100.0
2019/1/9,9080.0
2019/1/10,9080.0
2019/1/11,9070.0
2019/1/14,9090.0
2019/1/15,9020.0
2019/1/16,8930.0
2019/1/17,8950.0
2019/1/18,8960.0
2019/1/21,8850.0
2019/1/22,8850.0
2019/1/23,8790.0
2019/1/24,8810.0
2019/1/25,8800.0
2019/1/28,8850.0
2019/1/29,8770.0
2019/1/30,8730.0
2019/1/31,8850.0
2019/2/1,8850.0
2019/2/11,8850.0
2019/2/12,8680.0
2019/2/13,8750.0
2019/2/14,8700.0
2019/2/15,8650.0
2019/2/18,8650.0
2019/2/19,8650.0
2019/2/20,8700.0
2019/2/21,8730.0
2019/2/22,8710.0
2019/2/25,8650.0
2019/2/26,8650.0
2019/2/27,8650.0
2019/2/28,8560.0
2019/3/1,8620.0
2019/3/4,8700.0
2019/3/5,8750.0
2019/3/6,8750.0
2019/3/7,8750.0
2019/3/8,8700.0
2019/3/11,8700.0
2019/3/12,8750.0
2019/3/13,8750.0
2019/3/14,8700.0
2019/3/15,8550.0
2019/3/18,8500.0
2019/3/19,8500.0
2019/3/20,8500.0
2019/3/21,8600.0
2019/3/22,8550.0
2019/3/25,8600.0
2019/3/26,8600.0
2019/3/27,8600.0
2019/3/28,8450.0
2019/3/29,8500.0
2019/4/1,8500.0
2019/4/2,8500.0
2019/4/3,8550.0
2019/4/4,8550.0
2019/4/8,8650.0
2019/4/9,8680.0
2019/4/10,8650.0
2019/4/11,8600.0
2019/4/12,8600.0
2019/4/15,8600.0
2019/4/16,8550.0
2019/4/17,8500.0
2019/4/18,8480.0
2019/4/19,8400.0
2019/4/22,8400.0
2019/4/23,8400.0
2019/4/24,8430.0
2019/4/25,8400.0
2019/4/26,8370.0
2019/4/29,8300.0
2019/4/30,8300.0
2019/5/6,8250.0
2019/5/7,8300.0
2019/5/8,8200.0
2019/5/9,8180.0
2019/5/10,8050.0
2019/5/13,8000.0
2019/5/14,7800.0
2019/5/15,7800.0
2019/5/16,7830.0
2019/5/17,7830.0
2019/5/20,7900.0
2019/5/21,7970.0
2019/5/22,8000.0
2019/5/23,7950.0
2019/5/24,7830.0
2019/5/27,7900.0
2019/5/28,7900.0
2019/5/29,7970.0
2019/5/30,7950.0
2019/5/31,7920.0
2019/6/3,7750.0
2019/6/4,7700.0
2019/6/5,7700.0
2019/6/6,7650.0
2019/6/10,7750.0
2019/6/11,7700.0
2019/6/12,7700.0
2019/6/13,7700.0
2019/6/14,7700.0
2019/6/17,7700.0
2019/6/18,7650.0
2019/6/19,7700.0
2019/6/20,7720.0
2019/6/21,7750.0
2019/6/24,7800.0
2019/6/25,7800.0
2019/6/26,7820.0
2019/6/27,7830.0
2019/6/28,7800.0
2019/7/1,7850.0
2019/7/2,7800.0
2019/7/3,7950.0
2019/7/4,7950.0
2019/7/5,8000.0
2019/7/8,8020.0
2019/7/9,7970.0
2019/7/10,7950.0
2019/7/11,7900.0
2019/7/12,7760.0
2019/7/15,7780.0
2019/7/16,7750.0
2019/7/17,7750.0
2019/7/18,7750.0
2019/7/19,7750.0
2019/7/22,7700.0
2019/7/23,7700.0
2019/7/24,7610.0
2019/7/25,7570.0
2019/7/26,7600.0
2019/7/29,7600.0
2019/7/30,7700.0
2019/7/31,7650.0
2019/8/1,7670.0
2019/8/2,7620.0
2019/8/5,7500.0
2019/8/6,7400.0
2019/8/7,7400.0
2019/8/8,7420.0
2019/8/9,7450.0
2019/8/12,7480.0
2019/8/13,7500.0
2019/8/14,7500.0
2019/8/15,7430.0
2019/8/16,7400.0
2019/8/19,7400.0
2019/8/20,7400.0
2019/8/21,7400.0
2019/8/22,7270.0
2019/8/23,7270.0
2019/8/26,7200.0
2019/8/27,7200.0
2019/8/28,7150.0
2019/8/29,7150.0
2019/8/30,7100.0
2019/9/2,7100.0
2019/9/3,7180.0
2019/9/4,7180.0
2019/9/5,7250.0
2019/9/6,7200.0
