dt,bz cfr
2016/1/27,560.0
2016/1/28,560.0
2016/1/29,555.0
2016/2/1,560.0
2016/2/2,560.0
2016/2/3,560.0
2016/2/4,560.0
2016/2/5,560.0
2016/2/8,560.0
2016/2/9,560.0
2016/2/10,560.0
2016/2/11,560.0
2016/2/12,560.0
2016/2/15,555.0
2016/2/16,563.0
2016/2/17,565.0
2016/2/18,565.0
2016/2/19,572.0
2016/2/22,572.0
2016/2/23,573.0
2016/2/24,575.0
2016/2/25,575.0
2016/2/26,575.0
2016/2/29,581.0
2016/3/1,587.0
2016/3/2,610.0
2016/3/3,628.0
2016/3/4,630.0
2016/3/7,659.0
2016/3/8,670.0
2016/3/9,655.0
2016/3/10,645.0
2016/3/11,639.5
2016/3/14,641.0
2016/3/15,624.0
2016/3/16,626.0
2016/3/17,640.0
2016/3/18,640.0
2016/3/21,630.0
2016/3/22,630.0
2016/3/23,642.0
2016/3/24,638.0
2016/3/25,638.0
2016/3/28,652.0
2016/3/29,652.0
2016/3/30,648.0
2016/3/31,650.0
2016/4/1,650.0
2016/4/4,650.0
2016/4/5,648.0
2016/4/6,645.0
2016/4/7,646.0
2016/4/8,646.0
2016/4/11,648.0
2016/4/12,652.0
2016/4/13,652.0
2016/4/14,650.0
2016/4/15,648.0
2016/4/18,635.0
2016/4/19,642.5
2016/4/20,647.0
2016/4/21,653.0
2016/4/22,652.0
2016/4/25,652.0
2016/4/26,658.0
2016/4/27,660.0
2016/4/28,660.0
2016/4/29,660.0
2016/5/2,660.0
2016/5/3,660.0
2016/5/4,660.0
2016/5/5,660.0
2016/5/6,658.0
2016/5/9,659.0
2016/5/10,658.0
2016/5/11,658.0
2016/5/12,658.0
2016/5/13,654.0
2016/5/16,649.0
2016/5/17,649.0
2016/5/18,649.0
2016/5/19,649.0
2016/5/20,649.0
2016/5/23,649.0
2016/5/24,636.0
2016/5/25,627.0
2016/5/26,630.0
2016/5/27,620.0
2016/5/30,618.5
2016/5/31,621.0
2016/6/1,615.0
2016/6/2,610.0
2016/6/3,610.0
2016/6/6,613.0
2016/6/7,621.0
2016/6/8,632.0
2016/6/9,632.0
2016/6/10,632.0
2016/6/13,615.0
2016/6/14,612.0
2016/6/15,608.0
2016/6/16,614.0
2016/6/17,616.0
2016/6/20,623.0
2016/6/21,626.0
2016/6/22,628.0
2016/6/23,636.0
2016/6/24,622.0
2016/6/27,622.0
2016/6/28,631.0
2016/6/29,640.0
2016/6/30,640.0
2016/7/1,641.0
2016/7/4,643.0
2016/7/5,645.0
2016/7/6,645.0
2016/7/7,660.0
2016/7/8,653.5
2016/7/11,650.0
2016/7/12,655.0
2016/7/13,652.5
2016/7/14,652.5
2016/7/15,650.0
2016/7/18,644.0
2016/7/19,644.0
2016/7/20,642.5
2016/7/21,650.5
2016/7/22,640.0
2016/7/25,640.5
2016/7/26,642.5
2016/7/27,640.0
2016/7/28,637.5
2016/7/29,630.0
2016/8/1,622.0
2016/8/2,609.0
2016/8/3,613.0
2016/8/4,626.0
2016/8/5,626.0
2016/8/8,640.0
2016/8/9,640.0
2016/8/10,646.0
2016/8/11,643.0
2016/8/12,650.0
2016/8/15,658.0
2016/8/16,655.0
2016/8/17,655.0
2016/8/18,667.5
2016/8/19,676.0
2016/8/22,663.5
2016/8/23,658.0
2016/8/24,655.0
2016/8/25,655.0
2016/8/26,665.0
2016/8/29,662.5
2016/8/30,661.0
2016/8/31,665.0
2016/9/1,662.0
2016/9/2,660.0
2016/9/5,664.0
2016/9/6,664.0
2016/9/7,665.0
2016/9/8,671.0
2016/9/9,671.0
2016/9/12,671.0
2016/9/13,654.0
2016/9/14,653.0
2016/9/15,653.0
2016/9/16,653.0
2016/9/19,646.0
2016/9/20,644.0
2016/9/21,641.0
2016/9/22,644.0
2016/9/23,644.0
2016/9/26,642.0
2016/9/27,640.5
2016/9/28,637.5
2016/9/29,637.5
2016/9/30,632.5
2016/10/3,632.5
2016/10/4,632.5
2016/10/5,632.5
2016/10/6,632.5
2016/10/7,632.5
2016/10/10,640.0
2016/10/11,640.0
2016/10/12,651.0
2016/10/13,651.0
2016/10/14,651.0
2016/10/17,647.5
2016/10/18,647.5
2016/10/19,649.5
2016/10/20,651.5
2016/10/21,651.5
2016/10/24,653.5
2016/10/25,662.0
2016/10/26,662.0
2016/10/27,656.0
2016/10/28,656.0
2016/10/31,660.0
2016/11/1,660.0
2016/11/2,665.0
2016/11/3,665.0
2016/11/4,665.0
2016/11/7,665.0
2016/11/8,670.0
2016/11/9,670.0
2016/11/10,696.0
2016/11/11,710.0
2016/11/14,702.0
2016/11/15,702.0
2016/11/16,706.0
2016/11/17,710.0
2016/11/18,712.0
2016/11/21,723.0
2016/11/22,732.0
2016/11/23,735.0
2016/11/24,747.0
2016/11/25,747.0
2016/11/28,745.0
2016/11/29,745.0
2016/11/30,750.0
2016/12/1,768.0
2016/12/2,775.0
2016/12/5,805.0
2016/12/6,818.0
2016/12/7,855.0
2016/12/8,910.0
2016/12/9,895.0
2016/12/12,890.0
2016/12/13,870.0
2016/12/14,867.5
2016/12/15,862.5
2016/12/16,824.0
2016/12/19,820.0
2016/12/20,804.0
2016/12/21,797.5
2016/12/22,820.0
2016/12/23,822.5
2016/12/26,822.5
2016/12/27,822.5
2016/12/28,822.5
2016/12/29,822.5
2016/12/30,838.5
2017/1/2,838.5
2017/1/3,835.0
2017/1/4,835.0
2017/1/5,850.0
2017/1/6,880.0
2017/1/9,905.0
2017/1/10,920.0
2017/1/11,920.0
2017/1/12,925.0
2017/1/13,923.0
2017/1/16,928.0
2017/1/17,940.5
2017/1/18,972.5
2017/1/19,992.5
2017/1/20,987.5
2017/1/23,990.0
2017/1/24,1027.5
2017/1/25,1023.0
2017/1/26,1002.0
2017/1/27,1002.0
2017/1/30,1002.0
2017/1/31,1002.0
2017/2/1,1002.0
2017/2/2,1002.0
2017/2/3,1018.5
2017/2/6,1060.0
2017/2/7,1065.0
2017/2/8,1065.0
2017/2/9,1045.0
2017/2/10,1051.0
2017/2/13,1055.0
2017/2/14,1055.0
2017/2/15,1058.0
2017/2/16,1041.0
2017/2/17,1024.0
2017/2/20,1014.5
2017/2/21,975.0
2017/2/22,964.5
2017/2/23,947.5
2017/2/24,971.5
2017/2/27,966.0
2017/2/28,940.5
2017/3/1,925.0
2017/3/2,930.0
2017/3/3,928.0
2017/3/6,942.0
2017/3/7,939.0
2017/3/8,897.0
2017/3/9,872.0
2017/3/10,830.0
2017/3/13,824.0
2017/3/14,823.0
2017/3/15,808.0
2017/3/16,810.0
2017/3/17,819.0
2017/3/20,815.0
2017/3/21,805.5
2017/3/22,756.5
2017/3/23,727.5
2017/3/24,742.0
2017/3/27,783.0
2017/3/28,789.0
2017/3/29,810.0
2017/3/30,809.0
2017/3/31,816.0
2017/4/3,816.0
2017/4/4,816.0
2017/4/5,860.0
2017/4/6,850.0
2017/4/7,847.0
2017/4/10,860.0
2017/4/11,865.0
2017/4/12,855.0
2017/4/13,830.0
2017/4/14,830.0
2017/4/17,797.5
2017/4/18,775.0
2017/4/19,785.0
2017/4/20,785.0
2017/4/21,798.5
2017/4/24,790.0
2017/4/25,790.0
2017/4/26,778.0
2017/4/27,773.0
2017/4/28,769.0
2017/5/1,769.0
2017/5/2,769.0
2017/5/3,769.0
2017/5/4,760.0
2017/5/5,731.0
2017/5/8,742.0
2017/5/9,728.0
2017/5/10,728.0
2017/5/11,735.0
2017/5/12,736.0
2017/5/15,766.0
2017/5/16,776.0
2017/5/17,774.0
2017/5/18,774.0
2017/5/19,804.0
2017/5/22,812.0
2017/5/23,774.5
2017/5/24,779.5
2017/5/25,777.5
2017/5/26,765.5
2017/5/29,765.5
2017/5/30,765.5
2017/5/31,766.0
2017/6/1,764.0
2017/6/2,754.0
2017/6/5,765.0
2017/6/6,760.0
2017/6/7,765.0
2017/6/8,760.0
2017/6/9,767.0
2017/6/12,781.0
2017/6/13,790.0
2017/6/14,795.0
2017/6/15,785.0
2017/6/16,767.5
2017/6/19,772.5
2017/6/20,766.0
2017/6/21,752.5
2017/6/22,745.0
2017/6/23,750.0
2017/6/26,750.0
2017/6/27,750.0
2017/6/28,750.0
2017/6/29,764.0
2017/6/30,755.0
2017/7/3,756.0
2017/7/4,755.0
2017/7/5,752.0
2017/7/6,740.0
2017/7/7,735.0
2017/7/10,732.0
2017/7/11,736.0
2017/7/12,742.0
2017/7/13,743.0
2017/7/14,741.0
2017/7/17,740.0
2017/7/18,740.0
2017/7/19,740.0
2017/7/20,746.0
2017/7/21,748.0
2017/7/24,746.0
2017/7/25,744.0
2017/7/26,747.0
2017/7/27,745.0
2017/7/28,750.0
2017/7/31,749.0
2017/8/1,748.0
2017/8/2,744.0
2017/8/3,754.0
2017/8/4,755.0
2017/8/7,765.0
2017/8/8,765.0
2017/8/9,765.0
2017/8/10,775.0
2017/8/11,773.0
2017/8/14,770.0
2017/8/15,769.0
2017/8/16,767.0
2017/8/17,771.0
2017/8/18,773.0
2017/8/21,778.5
2017/8/22,782.5
2017/8/23,786.0
2017/8/24,789.0
2017/8/25,801.0
2017/8/28,830.0
2017/8/29,830.0
2017/8/30,810.0
2017/8/31,818.0
2017/9/1,818.0
2017/9/4,843.0
2017/9/5,842.0
2017/9/6,830.0
2017/9/7,822.0
2017/9/8,819.0
2017/9/11,817.0
2017/9/12,805.0
2017/9/13,797.0
2017/9/14,792.0
2017/9/15,795.0
2017/9/18,793.0
2017/9/19,804.0
2017/9/20,814.0
2017/9/21,810.0
2017/9/22,801.0
2017/9/25,797.5
2017/9/26,808.5
2017/9/27,805.5
2017/9/28,792.5
2017/9/29,783.5
2017/10/2,784.5
2017/10/3,784.5
2017/10/4,782.5
2017/10/5,785.5
2017/10/6,795.0
2017/10/9,784.0
2017/10/10,779.0
2017/10/11,774.0
2017/10/12,785.0
2017/10/13,790.0
2017/10/16,794.5
2017/10/17,794.5
2017/10/18,794.5
2017/10/19,794.5
2017/10/20,795.0
2017/10/23,808.0
2017/10/24,807.0
2017/10/25,811.0
2017/10/26,806.0
2017/10/27,802.5
2017/10/30,805.0
2017/10/31,803.0
2017/11/1,813.0
2017/11/2,820.0
2017/11/3,820.0
2017/11/6,830.0
2017/11/7,855.0
2017/11/8,860.0
2017/11/9,845.0
2017/11/10,845.0
2017/11/13,846.0
2017/11/14,861.0
2017/11/15,844.0
2017/11/16,842.0
2017/11/17,844.0
2017/11/20,849.5
2017/11/21,847.5
2017/11/22,862.5
2017/11/23,870.0
2017/11/24,873.5
2017/11/27,878.5
2017/11/28,883.5
2017/11/29,883.5
2017/11/30,878.5
2017/12/1,875.0
2017/12/4,878.0
2017/12/5,890.0
2017/12/6,908.0
2017/12/7,912.0
2017/12/8,910.0
2017/12/11,905.0
2017/12/12,910.0
2017/12/13,914.0
2017/12/14,916.0
2017/12/15,916.0
2017/12/18,914.0
2017/12/19,896.0
2017/12/20,887.0
2017/12/21,881.0
2017/12/22,862.5
2017/12/25,862.5
2017/12/26,871.0
2017/12/27,875.5
2017/12/28,887.5
2017/12/29,887.5
2018/1/1,887.5
2018/1/2,896.0
2018/1/3,890.0
2018/1/4,896.0
2018/1/5,895.0
2018/1/8,892.0
2018/1/9,895.0
2018/1/10,895.0
2018/1/11,900.0
2018/1/12,903.0
2018/1/15,912.0
2018/1/16,918.0
2018/1/17,922.0
2018/1/18,937.5
2018/1/19,942.5
2018/1/22,946.0
2018/1/23,946.0
2018/1/24,946.0
2018/1/25,950.0
2018/1/26,952.5
2018/1/29,958.5
2018/1/30,956.5
2018/1/31,943.0
2018/2/1,945.0
2018/2/2,950.0
2018/2/5,945.0
2018/2/6,925.0
2018/2/7,914.0
2018/2/8,908.0
2018/2/9,890.5
2018/2/12,880.5
2018/2/13,880.5
2018/2/14,880.5
2018/2/15,900.5
2018/2/16,900.5
2018/2/19,900.5
2018/2/20,900.5
2018/2/21,900.5
2018/2/22,909.5
2018/2/23,909.5
2018/2/26,923.5
2018/2/27,918.0
2018/2/28,909.0
2018/3/1,900.5
2018/3/2,888.5
2018/3/5,884.5
2018/3/6,886.5
2018/3/7,881.5
2018/3/8,859.5
2018/3/9,859.5
2018/3/12,879.5
2018/3/13,874.5
2018/3/14,865.5
2018/3/15,850.5
2018/3/16,840.5
2018/3/19,854.5
2018/3/20,843.5
2018/3/21,840.5
2018/3/22,840.5
2018/3/23,832.5
2018/3/26,824.5
2018/3/27,814.5
2018/3/28,820.5
2018/3/29,821.5
2018/3/30,830.5
2018/4/2,832.5
2018/4/3,827.5
2018/4/4,825.5
2018/4/5,825.5
2018/4/6,825.5
2018/4/9,825.5
2018/4/10,830.5
2018/4/11,830.5
2018/4/12,830.5
2018/4/13,835.5
2018/4/16,835.5
2018/4/17,835.5
2018/4/18,835.5
2018/4/19,839.5
2018/4/20,839.5
2018/4/23,842.5
2018/4/24,840.5
2018/4/25,840.5
2018/4/26,841.5
2018/4/27,842.5
2018/4/30,842.5
2018/5/1,842.5
2018/5/2,840.5
2018/5/3,838.0
2018/5/4,838.0
2018/5/7,851.0
2018/5/8,847.0
2018/5/9,851.0
2018/5/10,863.0
2018/5/11,859.0
2018/5/14,859.0
2018/5/15,861.0
2018/5/16,863.0
2018/5/17,873.0
2018/5/18,876.0
2018/5/21,873.0
2018/5/22,873.0
2018/5/23,869.0
2018/5/24,867.0
2018/5/25,849.0
2018/5/28,841.0
2018/5/29,841.0
2018/5/30,841.0
2018/5/31,855.0
2018/6/1,861.0
2018/6/4,866.0
2018/6/5,854.0
2018/6/6,854.0
2018/6/7,851.0
2018/6/8,851.0
2018/6/11,845.0
2018/6/12,851.0
2018/6/13,846.0
2018/6/14,843.0
2018/6/15,836.0
2018/6/18,836.0
2018/6/19,815.0
2018/6/20,815.0
2018/6/21,807.0
2018/6/22,807.0
2018/6/25,811.0
2018/6/26,811.0
2018/6/27,818.0
2018/6/28,821.0
2018/6/29,821.0
2018/7/2,821.0
2018/7/3,823.0
2018/7/4,829.0
2018/7/5,831.0
2018/7/6,835.0
2018/7/9,837.0
2018/7/10,837.0
2018/7/11,841.0
2018/7/12,838.0
2018/7/13,838.0
2018/7/16,838.5
2018/7/17,827.0
2018/7/18,827.0
2018/7/19,834.0
2018/7/20,840.0
2018/7/23,842.5
2018/7/24,847.5
2018/7/25,843.0
2018/7/26,847.0
2018/7/27,853.0
2018/7/30,863.0
2018/7/31,877.5
2018/8/1,870.5
2018/8/2,872.5
2018/8/3,880.0
2018/8/6,880.0
2018/8/7,876.0
2018/8/8,882.0
2018/8/9,882.0
2018/8/10,890.0
2018/8/13,898.0
2018/8/14,902.0
2018/8/15,898.0
2018/8/16,890.0
2018/8/17,890.0
2018/8/20,890.0
2018/8/21,890.0
2018/8/22,890.0
2018/8/23,892.0
2018/8/24,894.0
2018/8/27,896.0
2018/8/28,897.0
2018/8/29,897.0
2018/8/30,900.0
2018/8/31,898.0
2018/9/3,888.0
2018/9/4,884.0
2018/9/5,880.0
2018/9/6,878.0
2018/9/7,868.0
2018/9/10,860.0
2018/9/11,854.0
2018/9/12,854.0
2018/9/13,854.0
2018/9/14,854.0
2018/9/17,852.0
2018/9/18,845.0
2018/9/19,848.0
2018/9/20,848.0
2018/9/21,846.0
2018/9/24,846.0
2018/9/25,852.0
2018/9/26,855.0
2018/9/27,862.0
2018/9/28,862.0
2018/10/1,862.0
2018/10/2,862.0
2018/10/3,862.0
2018/10/4,862.0
2018/10/5,862.0
2018/10/8,860.0
2018/10/9,860.0
2018/10/10,862.0
2018/10/11,847.0
2018/10/12,845.0
2018/10/15,844.0
2018/10/16,837.0
2018/10/17,835.0
2018/10/18,835.0
2018/10/19,828.0
2018/10/22,822.0
2018/10/23,818.0
2018/10/24,798.0
2018/10/25,783.0
2018/10/26,787.0
2018/10/29,774.0
2018/10/30,770.0
2018/10/31,768.0
2018/11/1,750.0
2018/11/2,738.0
2018/11/5,738.0
2018/11/6,717.0
2018/11/7,717.0
2018/11/8,724.0
2018/11/9,724.0
2018/11/12,718.0
2018/11/13,712.0
2018/11/14,672.0
2018/11/15,687.0
2018/11/16,712.5
2018/11/19,700.0
2018/11/20,690.0
2018/11/21,682.0
2018/11/22,682.0
2018/11/23,672.0
2018/11/26,662.0
2018/11/27,657.0
2018/11/28,672.0
2018/11/29,658.0
2018/11/30,652.0
2018/12/3,662.0
2018/12/4,672.0
2018/12/5,672.0
2018/12/6,662.0
2018/12/7,640.0
2018/12/10,642.0
2018/12/11,626.0
2018/12/12,622.0
2018/12/13,626.0
2018/12/14,627.0
2018/12/17,620.0
2018/12/18,602.0
2018/12/19,573.0
2018/12/20,587.0
2018/12/21,562.0
2018/12/24,552.0
2018/12/25,512.0
2018/12/26,512.0
2018/12/27,535.0
2018/12/28,544.0
2018/12/29,544.0
2019/1/2,544.0
2019/1/3,547.0
2019/1/4,562.0
2019/1/7,577.5
2019/1/8,565.5
2019/1/9,577.5
2019/1/10,585.5
2019/1/11,587.0
2019/1/14,582.5
2019/1/15,585.5
2019/1/16,587.5
2019/1/17,585.0
2019/1/18,587.5
2019/1/21,592.5
2019/1/22,585.5
2019/1/23,582.5
2019/1/24,583.5
2019/1/25,586.0
2019/1/28,590.0
2019/1/29,590.0
2019/1/30,590.0
2019/1/31,602.5
2019/2/1,606.5
2019/2/2,606.5
2019/2/3,606.5
2019/2/8,606.5
2019/2/11,612.5
2019/2/12,612.5
2019/2/13,612.5
2019/2/14,612.5
2019/2/15,610.0
2019/2/18,610.0
2019/2/19,615.0
2019/2/20,624.5
2019/2/21,630.0
2019/2/22,635.0
2019/2/25,640.0
2019/2/26,630.0
2019/2/27,630.0
2019/2/28,630.0
2019/3/1,630.0
2019/3/4,629.0
2019/3/5,630.0
2019/3/6,627.5
2019/3/7,625.0
2019/3/8,617.0
2019/3/11,605.0
2019/3/12,609.0
2019/3/13,610.0
2019/3/14,612.0
2019/3/15,613.0
2019/3/18,620.0
2019/3/19,629.0
2019/3/20,624.0
2019/3/21,627.0
2019/3/22,629.0
2019/3/25,620.0
2019/3/26,600.0
2019/3/27,600.0
2019/3/28,555.0
2019/3/29,565.0
2019/4/1,570.0
2019/4/2,565.0
2019/4/3,580.0
2019/4/4,585.0
2019/4/8,600.0
2019/4/9,622.5
2019/4/10,615.0
2019/4/11,610.0
2019/4/12,610.0
2019/4/15,610.0
2019/4/16,620.0
2019/4/17,617.0
2019/4/18,616.0
2019/4/19,626.0
2019/4/22,630.0
2019/4/23,630.0
2019/4/24,630.0
2019/4/25,630.0
2019/4/26,615.0
2019/4/29,622.0
2019/5/6,612.0
2019/5/7,612.0
2019/5/8,610.0
2019/5/9,612.5
2019/5/10,612.5
2019/5/13,612.0
2019/5/14,607.0
2019/5/15,607.0
2019/5/16,607.5
2019/5/17,610.0
2019/5/20,610.0
2019/5/21,612.0
2019/5/22,612.0
2019/5/23,610.0
2019/5/24,611.0
2019/5/27,617.0
2019/5/28,630.0
2019/5/29,645.0
2019/5/30,630.0
2019/5/31,632.0
2019/6/3,595.0
2019/6/4,605.0
2019/6/5,600.0
2019/6/6,602.0
2019/6/10,615.0
2019/6/11,620.0
2019/6/12,615.0
2019/6/13,612.5
2019/6/14,610.0
2019/6/17,610.0
2019/6/18,610.0
2019/6/19,610.0
2019/6/20,606.0
2019/6/21,610.0
2019/6/24,620.0
2019/6/25,607.0
2019/6/26,607.0
2019/6/27,605.5
2019/6/28,601.5
2019/7/1,616.0
2019/7/2,628.0
2019/7/3,661.0
2019/7/4,655.0
2019/7/5,666.0
2019/7/8,666.0
2019/7/9,666.0
2019/7/10,676.0
2019/7/11,706.0
2019/7/12,714.5
2019/7/15,712.0
2019/7/16,697.0
2019/7/17,689.0
2019/7/18,685.0
2019/7/19,683.5
2019/7/22,671.5
2019/7/23,663.5
2019/7/24,658.0
2019/7/25,657.5
2019/7/26,664.5
2019/7/29,666.0
2019/7/30,660.0
2019/7/31,658.0
2019/8/1,656.0
2019/8/2,653.0
2019/8/5,641.0
2019/8/6,635.0
2019/8/7,631.0
2019/8/8,624.0
2019/8/9,624.0
2019/8/12,624.0
2019/8/13,627.0
2019/8/14,641.0
2019/8/15,641.0
2019/8/16,646.0
2019/8/19,654.0
2019/8/20,657.0
2019/8/21,658.0
