dt,ld rmb
2013/8/14,11950.0
2013/8/15,11950.0
2013/8/16,11900.0
2013/8/19,11825.0
2013/8/20,11825.0
2013/8/21,11800.0
2013/8/22,11750.0
2013/8/23,11750.0
2013/8/26,11750.0
2013/8/27,11900.0
2013/8/28,11950.0
2013/8/29,12025.0
2013/8/30,12000.0
2013/9/2,11950.0
2013/9/3,12025.0
2013/9/4,12025.0
2013/9/5,12250.0
2013/9/6,12250.0
2013/9/9,12450.0
2013/9/10,12450.0
2013/9/11,12450.0
2013/9/12,12450.0
2013/9/13,12425.0
2013/9/16,12400.0
2013/9/17,12275.0
2013/9/18,12275.0
2013/9/23,12200.0
2013/9/24,12200.0
2013/9/25,12200.0
2013/9/26,12400.0
2013/9/27,12500.0
2013/10/8,12600.0
2013/10/9,12750.0
2013/10/10,12850.0
2013/10/11,13000.0
2013/10/14,13000.0
2013/10/15,13200.0
2013/10/16,13200.0
2013/10/17,13200.0
2013/10/18,13200.0
2013/10/21,13200.0
2013/10/22,13200.0
2013/10/23,13200.0
2013/10/24,13200.0
2013/10/25,13200.0
2013/10/28,13200.0
2013/10/29,13200.0
2013/10/30,13350.0
2013/10/31,13500.0
2013/11/1,13650.0
2013/11/4,13650.0
2013/11/5,13650.0
2013/11/6,13650.0
2013/11/7,13650.0
2013/11/8,13650.0
2013/11/11,13650.0
2013/11/12,13650.0
2013/11/13,13650.0
2013/11/14,13650.0
2013/11/15,13650.0
2013/11/18,13700.0
2013/11/19,13800.0
2013/11/20,13850.0
2013/11/21,13900.0
2013/11/22,13900.0
2013/11/25,13900.0
2013/11/26,13950.0
2013/11/27,13950.0
2013/11/28,14000.0
2013/11/29,14000.0
2013/12/2,14000.0
2013/12/3,14400.0
2013/12/4,14400.0
2013/12/5,14400.0
2013/12/6,14400.0
2013/12/9,14600.0
2013/12/10,14400.0
2013/12/11,14400.0
2013/12/12,14400.0
2013/12/13,14400.0
2013/12/16,14300.0
2013/12/17,14300.0
2013/12/18,14100.0
2013/12/19,13900.0
2013/12/20,13800.0
2013/12/23,13900.0
2013/12/24,13650.0
2013/12/25,13700.0
2013/12/26,13700.0
2013/12/27,13700.0
2013/12/30,13650.0
2013/12/31,13550.0
2014/1/2,13550.0
2014/1/3,13600.0
2014/1/6,13550.0
2014/1/7,13550.0
2014/1/8,13550.0
2014/1/9,13100.0
2014/1/10,13000.0
2014/1/13,12900.0
2014/1/14,12700.0
2014/1/15,12600.0
2014/1/16,12600.0
2014/1/17,12600.0
2014/1/20,12500.0
2014/1/21,12500.0
2014/1/22,12450.0
2014/1/23,12450.0
2014/1/24,12450.0
2014/1/27,12450.0
2014/1/28,12450.0
2014/1/29,12400.0
2014/1/30,12400.0
2014/2/7,12400.0
2014/2/10,12200.0
2014/2/11,12000.0
2014/2/12,11900.0
2014/2/13,11800.0
2014/2/14,11800.0
2014/2/17,11800.0
2014/2/18,11550.0
2014/2/19,11450.0
2014/2/20,11650.0
2014/2/21,11900.0
2014/2/24,11900.0
2014/2/25,11850.0
2014/2/26,11850.0
2014/2/27,11650.0
2014/2/28,11650.0
2014/3/3,11650.0
2014/3/4,11650.0
2014/3/5,11450.0
2014/3/6,11400.0
2014/3/7,11400.0
2014/3/10,11300.0
2014/3/11,11250.0
2014/3/12,11300.0
2014/3/13,11300.0
2014/3/14,11300.0
2014/3/17,11350.0
2014/3/18,11450.0
2014/3/19,11450.0
2014/3/20,11475.0
2014/3/21,11475.0
2014/3/24,11475.0
2014/3/25,11475.0
2014/3/26,11475.0
2014/3/27,11475.0
2014/3/28,11575.0
2014/3/31,11625.0
2014/4/1,11675.0
2014/4/2,11750.0
2014/4/3,11775.0
2014/4/4,11875.0
2014/4/8,11875.0
2014/4/9,11800.0
2014/4/10,11800.0
2014/4/11,11800.0
2014/4/14,11825.0
2014/4/15,11850.0
2014/4/16,11800.0
2014/4/17,11825.0
2014/4/18,11875.0
2014/4/21,11850.0
2014/4/22,11925.0
2014/4/23,11925.0
2014/4/24,11925.0
2014/4/25,11925.0
2014/4/28,11950.0
2014/4/29,11900.0
2014/4/30,11900.0
2014/5/5,11875.0
2014/5/6,11875.0
2014/5/7,11825.0
2014/5/8,11825.0
2014/5/9,11825.0
2014/5/12,11825.0
2014/5/13,11800.0
2014/5/14,11800.0
2014/5/15,11725.0
2014/5/16,11650.0
2014/5/19,11600.0
2014/5/20,11600.0
2014/5/21,11675.0
2014/5/22,11750.0
2014/5/23,11800.0
2014/5/26,11800.0
2014/5/27,11750.0
2014/5/28,11750.0
2014/5/29,11750.0
2014/5/30,11800.0
2014/6/3,11825.0
2014/6/4,11925.0
2014/6/5,12025.0
2014/6/6,12050.0
2014/6/9,12175.0
2014/6/10,12250.0
2014/6/11,12250.0
2014/6/12,12250.0
2014/6/13,12250.0
2014/6/16,12250.0
2014/6/17,12250.0
2014/6/18,12250.0
2014/6/19,12300.0
2014/6/20,12300.0
2014/6/23,12200.0
2014/6/24,12100.0
2014/6/25,12050.0
2014/6/26,12100.0
2014/6/27,12150.0
2014/6/30,12225.0
2014/7/1,12350.0
2014/7/2,12400.0
2014/7/3,12475.0
2014/7/4,12500.0
2014/7/7,12525.0
2014/7/8,12550.0
2014/7/9,12550.0
2014/7/10,12400.0
2014/7/11,12450.0
2014/7/14,12400.0
2014/7/15,12350.0
2014/7/16,12375.0
2014/7/17,12350.0
2014/7/18,12250.0
2014/7/21,12250.0
2014/7/22,12250.0
2014/7/23,12300.0
2014/7/24,12300.0
2014/7/25,12300.0
2014/7/28,12350.0
2014/7/29,12425.0
2014/7/30,12425.0
2014/7/31,12425.0
2014/8/1,12500.0
2014/8/4,12525.0
2014/8/5,12500.0
2014/8/6,12475.0
2014/8/7,12400.0
2014/8/8,12375.0
2014/8/11,12350.0
2014/8/12,12300.0
2014/8/13,12300.0
2014/8/14,12250.0
2014/8/15,12300.0
2014/8/18,12350.0
2014/8/19,12350.0
2014/8/20,12300.0
2014/8/21,12300.0
2014/8/22,12300.0
2014/8/25,12350.0
2014/8/26,12350.0
2014/8/27,12300.0
2014/8/28,12275.0
2014/8/29,12250.0
2014/9/1,12250.0
2014/9/2,12300.0
2014/9/3,12325.0
2014/9/4,12325.0
2014/9/5,12325.0
2014/9/9,12300.0
2014/9/10,12300.0
2014/9/11,12250.0
2014/9/12,12250.0
2014/9/15,12150.0
2014/9/16,12100.0
2014/9/17,12100.0
2014/9/18,12050.0
2014/9/19,12050.0
2014/9/22,12000.0
2014/9/23,11950.0
2014/9/24,11900.0
2014/9/25,11900.0
2014/9/26,11900.0
2014/9/29,11950.0
2014/9/30,11950.0
2014/10/8,11950.0
2014/10/9,11925.0
2014/10/10,11900.0
2014/10/13,11850.0
2014/10/14,11850.0
2014/10/15,11800.0
2014/10/16,11750.0
2014/10/17,11700.0
2014/10/20,11700.0
2014/10/21,11700.0
2014/10/22,11650.0
2014/10/23,11650.0
2014/10/24,11600.0
2014/10/27,11550.0
2014/10/28,11600.0
2014/10/29,11600.0
2014/10/30,11600.0
2014/10/31,11625.0
2014/11/3,11600.0
2014/11/4,11650.0
2014/11/5,11650.0
2014/11/6,11600.0
2014/11/7,11600.0
2014/11/10,11550.0
2014/11/11,11550.0
2014/11/12,11450.0
2014/11/13,11450.0
2014/11/14,11400.0
2014/11/17,11400.0
2014/11/18,11300.0
2014/11/19,11300.0
2014/11/20,11300.0
2014/11/21,11300.0
2014/11/24,11150.0
2014/11/25,11050.0
2014/11/26,11000.0
2014/11/27,11000.0
2014/11/28,10800.0
2014/12/1,10600.0
2014/12/2,10500.0
2014/12/3,10400.0
2014/12/4,10100.0
2014/12/5,9950.0
2014/12/8,9850.0
2014/12/9,9650.0
2014/12/10,9450.0
2014/12/11,9400.0
2014/12/12,9400.0
2014/12/15,9500.0
2014/12/16,9500.0
2014/12/17,9700.0
2014/12/18,9800.0
2014/12/19,10000.0
2014/12/22,10000.0
2014/12/23,10300.0
2014/12/24,10300.0
2014/12/25,10300.0
2014/12/26,10300.0
2014/12/29,10100.0
2014/12/30,10100.0
2014/12/31,10100.0
2015/1/5,10000.0
2015/1/6,9900.0
2015/1/7,9700.0
2015/1/8,9500.0
2015/1/9,9400.0
2015/1/12,9200.0
2015/1/13,9050.0
2015/1/14,9100.0
2015/1/15,9350.0
2015/1/16,9550.0
2015/1/19,9550.0
2015/1/20,9500.0
2015/1/21,9450.0
2015/1/22,9300.0
2015/1/23,9300.0
2015/1/26,9100.0
2015/1/27,9000.0
2015/1/28,9000.0
2015/1/29,9050.0
2015/1/30,9050.0
2015/2/2,9200.0
2015/2/3,9250.0
2015/2/4,9500.0
2015/2/5,9500.0
2015/2/6,9550.0
2015/2/9,9550.0
2015/2/10,9600.0
2015/2/11,9600.0
2015/2/12,9600.0
2015/2/13,9650.0
2015/2/16,9650.0
2015/2/17,9700.0
2015/2/25,9800.0
2015/2/26,9800.0
2015/2/27,9800.0
2015/3/2,10000.0
2015/3/3,10000.0
2015/3/4,10100.0
2015/3/5,10000.0
2015/3/6,9950.0
2015/3/9,9950.0
2015/3/10,9950.0
2015/3/11,9900.0
2015/3/12,10000.0
2015/3/13,10000.0
2015/3/16,10000.0
2015/3/17,10000.0
2015/3/18,10000.0
2015/3/19,10000.0
2015/3/20,10000.0
2015/3/23,10600.0
2015/3/24,10850.0
2015/3/25,10850.0
2015/3/26,10900.0
2015/3/27,11000.0
2015/3/30,11000.0
2015/3/31,11050.0
2015/4/1,11150.0
2015/4/2,11200.0
2015/4/3,11200.0
2015/4/6,11250.0
2015/4/7,11250.0
2015/4/8,11300.0
2015/4/9,11250.0
2015/4/10,11200.0
2015/4/13,11150.0
2015/4/14,11050.0
2015/4/15,10900.0
2015/4/16,11000.0
2015/4/17,11000.0
2015/4/20,11150.0
2015/4/21,11150.0
2015/4/22,11200.0
2015/4/23,11200.0
2015/4/24,11250.0
2015/4/27,11300.0
2015/4/28,11250.0
2015/4/29,11200.0
2015/4/30,11300.0
2015/5/4,11300.0
2015/5/5,11300.0
2015/5/6,11250.0
2015/5/7,11150.0
2015/5/8,11100.0
2015/5/11,11000.0
2015/5/12,10900.0
2015/5/13,10900.0
2015/5/14,10900.0
2015/5/15,10850.0
2015/5/18,10800.0
2015/5/19,10700.0
2015/5/20,10650.0
2015/5/21,10700.0
2015/5/22,10850.0
2015/5/25,10900.0
2015/5/26,10850.0
2015/5/27,10800.0
2015/5/28,10700.0
2015/5/29,10700.0
2015/6/1,10700.0
2015/6/2,10700.0
2015/6/3,10700.0
2015/6/4,10700.0
2015/6/5,10700.0
2015/6/8,10600.0
2015/6/9,10600.0
2015/6/10,10700.0
2015/6/11,10850.0
2015/6/12,10850.0
2015/6/15,10850.0
2015/6/16,10900.0
2015/6/17,10850.0
2015/6/18,10800.0
2015/6/19,10750.0
2015/6/23,10800.0
2015/6/24,10900.0
2015/6/25,10900.0
2015/6/26,10950.0
2015/6/29,10950.0
2015/6/30,10950.0
2015/7/1,10950.0
2015/7/2,10950.0
2015/7/3,10950.0
2015/7/6,10900.0
2015/7/7,10800.0
2015/7/8,10500.0
2015/7/9,10800.0
2015/7/10,10800.0
2015/7/13,10800.0
2015/7/14,10750.0
2015/7/15,10700.0
2015/7/16,10600.0
2015/7/17,10550.0
2015/7/20,10500.0
2015/7/21,10450.0
2015/7/22,10500.0
2015/7/23,10450.0
2015/7/24,10350.0
2015/7/27,10200.0
2015/7/28,10000.0
2015/7/29,10100.0
2015/7/30,10100.0
2015/7/31,10050.0
2015/8/3,10000.0
2015/8/4,9950.0
2015/8/5,9950.0
2015/8/6,9900.0
2015/8/7,9900.0
2015/8/10,9850.0
2015/8/11,10000.0
2015/8/12,10000.0
2015/8/13,10100.0
2015/8/14,10100.0
2015/8/17,10100.0
2015/8/18,9950.0
2015/8/19,9900.0
2015/8/20,9850.0
2015/8/21,9800.0
2015/8/24,9750.0
2015/8/25,9700.0
2015/8/26,9700.0
2015/8/27,9800.0
2015/8/28,9900.0
2015/8/31,9950.0
2015/9/1,10000.0
2015/9/2,9950.0
2015/9/7,9950.0
2015/9/8,9900.0
2015/9/9,9900.0
2015/9/10,9900.0
2015/9/11,9950.0
2015/9/14,9900.0
2015/9/15,9800.0
2015/9/16,9800.0
2015/9/17,9800.0
2015/9/18,9800.0
2015/9/21,9700.0
2015/9/22,9700.0
2015/9/23,9700.0
2015/9/24,9600.0
2015/9/25,9600.0
2015/9/28,9600.0
2015/9/29,9650.0
2015/9/30,9650.0
2015/10/8,9700.0
2015/10/9,9700.0
2015/10/12,9700.0
2015/10/13,9700.0
2015/10/14,9700.0
2015/10/15,9700.0
2015/10/16,9700.0
2015/10/19,9700.0
2015/10/20,9650.0
2015/10/21,9650.0
2015/10/22,9600.0
2015/10/23,9600.0
2015/10/26,9600.0
2015/10/27,9600.0
2015/10/28,9550.0
2015/10/29,9550.0
2015/10/30,9550.0
2015/11/2,9500.0
2015/11/3,9500.0
2015/11/4,9450.0
2015/11/5,9400.0
2015/11/6,9350.0
2015/11/9,9350.0
2015/11/10,9300.0
2015/11/11,9300.0
2015/11/12,9300.0
2015/11/13,9250.0
2015/11/16,9200.0
2015/11/17,9150.0
2015/11/18,9150.0
2015/11/19,9100.0
2015/11/20,9050.0
2015/11/23,9050.0
2015/11/24,9150.0
2015/11/25,9150.0
2015/11/26,9300.0
2015/11/27,9300.0
2015/11/30,9300.0
2015/12/1,9350.0
2015/12/2,9350.0
2015/12/3,9400.0
2015/12/4,9400.0
2015/12/7,9350.0
2015/12/8,9300.0
2015/12/9,9350.0
2015/12/10,9350.0
2015/12/11,9300.0
2015/12/14,9250.0
2015/12/15,9250.0
2015/12/16,9250.0
2015/12/17,9250.0
2015/12/18,9250.0
2015/12/21,9400.0
2015/12/22,9400.0
2015/12/23,9450.0
2015/12/24,9450.0
2015/12/25,9500.0
2015/12/28,9500.0
2015/12/29,9550.0
2015/12/30,9600.0
2015/12/31,9600.0
2016/1/4,9650.0
2016/1/5,9700.0
2016/1/6,9700.0
2016/1/7,9550.0
2016/1/8,9550.0
2016/1/11,9550.0
2016/1/12,9500.0
2016/1/13,9500.0
2016/1/14,9450.0
2016/1/15,9400.0
2016/1/18,9400.0
2016/1/19,9400.0
2016/1/20,9450.0
2016/1/21,9450.0
2016/1/22,9450.0
2016/1/25,9500.0
2016/1/26,9550.0
2016/1/27,9550.0
2016/1/28,9550.0
2016/1/29,9550.0
2016/2/1,9450.0
2016/2/2,9450.0
2016/2/3,9450.0
2016/2/4,9450.0
2016/2/5,9450.0
2016/2/15,9500.0
2016/2/16,9500.0
2016/2/17,9500.0
2016/2/18,9550.0
2016/2/19,9550.0
2016/2/22,9450.0
2016/2/23,9400.0
2016/2/24,9400.0
2016/2/25,9400.0
2016/2/26,9400.0
2016/2/29,9400.0
2016/3/1,9400.0
2016/3/2,9420.0
2016/3/3,9450.0
2016/3/4,9500.0
2016/3/7,9550.0
2016/3/8,9550.0
2016/3/9,9600.0
2016/3/10,9550.0
2016/3/11,9500.0
2016/3/14,9500.0
2016/3/15,9500.0
2016/3/16,9500.0
2016/3/17,9550.0
2016/3/18,9600.0
2016/3/21,9650.0
2016/3/22,9600.0
2016/3/23,9600.0
2016/3/24,9600.0
2016/3/25,9600.0
2016/3/28,9600.0
2016/3/29,9620.0
2016/3/30,9620.0
2016/3/31,9650.0
2016/4/1,9630.0
2016/4/5,9650.0
2016/4/6,9600.0
2016/4/7,9550.0
2016/4/8,9450.0
2016/4/11,9450.0
2016/4/12,9450.0
2016/4/13,9450.0
2016/4/14,9350.0
2016/4/15,9300.0
2016/4/18,9300.0
2016/4/19,9190.0
2016/4/20,9170.0
2016/4/21,9100.0
2016/4/22,9150.0
2016/4/25,9200.0
2016/4/26,9250.0
2016/4/27,9200.0
2016/4/28,9200.0
2016/4/29,9200.0
2016/5/3,9100.0
2016/5/4,9020.0
2016/5/5,9000.0
2016/5/6,8950.0
2016/5/9,8950.0
2016/5/10,9050.0
2016/5/11,9100.0
2016/5/12,9050.0
2016/5/13,9050.0
2016/5/16,9000.0
2016/5/17,9000.0
2016/5/18,9000.0
2016/5/19,9000.0
2016/5/20,9000.0
2016/5/23,9000.0
2016/5/24,9000.0
2016/5/25,9000.0
2016/5/26,9000.0
2016/5/27,9000.0
2016/5/30,9020.0
2016/5/31,9000.0
2016/6/1,9000.0
2016/6/2,9000.0
2016/6/3,9000.0
2016/6/6,9050.0
2016/6/7,9100.0
2016/6/8,9100.0
2016/6/13,9200.0
2016/6/14,9250.0
2016/6/15,9250.0
2016/6/16,9300.0
2016/6/17,9300.0
2016/6/20,9350.0
2016/6/21,9350.0
2016/6/22,9380.0
2016/6/23,9450.0
2016/6/24,9450.0
2016/6/27,9450.0
2016/6/28,9450.0
2016/6/29,9400.0
2016/6/30,9500.0
2016/7/1,9480.0
2016/7/4,9600.0
2016/7/5,9700.0
2016/7/6,9700.0
2016/7/7,9700.0
2016/7/8,9550.0
2016/7/11,9500.0
2016/7/12,9600.0
2016/7/13,9550.0
2016/7/14,9520.0
2016/7/15,9500.0
2016/7/18,9550.0
2016/7/19,9500.0
2016/7/20,9380.0
2016/7/21,9400.0
2016/7/22,9480.0
2016/7/25,9450.0
2016/7/26,9400.0
2016/7/27,9400.0
2016/7/28,9450.0
2016/7/29,9470.0
2016/8/1,9550.0
2016/8/2,9500.0
2016/8/3,9500.0
2016/8/4,9500.0
2016/8/5,9500.0
2016/8/8,9500.0
2016/8/9,9550.0
2016/8/10,9600.0
2016/8/11,9550.0
2016/8/12,9550.0
2016/8/15,9550.0
2016/8/16,9600.0
2016/8/17,9600.0
2016/8/18,9600.0
2016/8/19,9650.0
2016/8/22,9750.0
2016/8/23,9800.0
2016/8/24,9950.0
2016/8/25,9950.0
2016/8/26,10050.0
2016/8/29,10050.0
2016/8/30,10050.0
2016/8/31,10100.0
2016/9/1,10100.0
2016/9/2,10150.0
2016/9/5,10250.0
2016/9/6,10300.0
2016/9/7,10320.0
2016/9/8,10500.0
2016/9/9,10500.0
2016/9/12,10600.0
2016/9/13,10600.0
2016/9/14,10700.0
2016/9/19,10600.0
2016/9/20,10680.0
2016/9/21,10700.0
2016/9/22,10700.0
2016/9/23,10680.0
2016/9/26,10700.0
2016/9/27,10700.0
2016/9/28,10750.0
2016/9/29,10800.0
2016/9/30,10800.0
2016/10/10,11350.0
2016/10/11,11600.0
2016/10/12,11700.0
2016/10/13,11650.0
2016/10/14,11650.0
2016/10/17,11630.0
2016/10/18,11600.0
2016/10/19,11800.0
2016/10/20,11800.0
2016/10/21,11880.0
2016/10/24,12000.0
2016/10/25,12300.0
2016/10/26,12330.0
2016/10/27,12330.0
2016/10/28,12330.0
2016/10/31,12530.0
2016/11/1,12600.0
2016/11/2,12600.0
2016/11/3,12650.0
2016/11/4,12550.0
2016/11/7,12700.0
2016/11/8,12700.0
2016/11/9,12800.0
2016/11/10,12800.0
2016/11/11,12900.0
2016/11/14,12900.0
2016/11/15,12800.0
2016/11/16,12600.0
2016/11/17,12550.0
2016/11/18,12400.0
2016/11/21,12400.0
2016/11/22,12500.0
2016/11/23,12450.0
2016/11/24,12350.0
2016/11/25,12250.0
2016/11/28,12200.0
2016/11/29,12200.0
2016/11/30,12000.0
2016/12/1,11900.0
2016/12/2,11900.0
2016/12/5,12000.0
2016/12/6,12050.0
2016/12/7,12100.0
2016/12/8,12100.0
2016/12/9,12200.0
2016/12/12,12400.0
2016/12/13,12450.0
2016/12/14,12450.0
2016/12/15,12350.0
2016/12/16,12350.0
2016/12/19,12250.0
2016/12/20,12250.0
2016/12/21,12200.0
2016/12/22,12100.0
2016/12/23,12050.0
2016/12/26,12100.0
2016/12/27,12100.0
2016/12/28,12050.0
2016/12/29,12100.0
2016/12/30,12000.0
2017/1/3,12000.0
2017/1/4,11900.0
2017/1/5,11800.0
2017/1/6,11800.0
2017/1/9,11700.0
2017/1/10,11600.0
2017/1/11,11550.0
2017/1/12,11500.0
2017/1/13,11500.0
2017/1/16,11650.0
2017/1/17,11570.0
2017/1/18,11600.0
2017/1/19,11500.0
2017/1/20,11500.0
2017/1/23,11550.0
2017/1/24,11550.0
2017/1/25,11550.0
2017/1/26,11550.0
2017/2/3,11500.0
2017/2/6,11500.0
2017/2/7,11500.0
2017/2/8,11450.0
2017/2/9,11400.0
2017/2/10,11350.0
2017/2/13,11350.0
2017/2/14,11350.0
2017/2/15,11200.0
2017/2/16,11150.0
2017/2/17,11000.0
2017/2/20,11000.0
2017/2/21,10800.0
2017/2/22,10650.0
2017/2/23,10500.0
2017/2/24,10350.0
2017/2/27,10450.0
2017/2/28,10450.0
2017/3/1,10400.0
2017/3/2,10300.0
2017/3/3,10300.0
2017/3/6,10100.0
2017/3/7,10100.0
2017/3/8,10100.0
2017/3/9,10100.0
2017/3/10,10100.0
2017/3/13,10100.0
2017/3/14,10220.0
2017/3/15,10250.0
2017/3/16,10350.0
2017/3/17,10450.0
2017/3/20,10350.0
2017/3/21,10400.0
2017/3/22,10450.0
2017/3/23,10700.0
2017/3/24,10800.0
2017/3/27,10700.0
2017/3/28,10700.0
2017/3/29,10600.0
2017/3/30,10650.0
2017/3/31,10650.0
2017/4/5,10700.0
2017/4/6,10750.0
2017/4/7,10750.0
2017/4/10,10900.0
2017/4/11,10700.0
2017/4/12,10640.0
2017/4/13,10600.0
2017/4/14,10500.0
2017/4/17,10500.0
2017/4/18,10400.0
2017/4/19,10250.0
2017/4/20,10250.0
2017/4/21,10280.0
2017/4/24,10250.0
2017/4/25,10200.0
2017/4/26,10180.0
2017/4/27,10180.0
2017/4/28,10250.0
2017/5/2,10200.0
2017/5/3,10200.0
2017/5/4,10100.0
2017/5/5,10000.0
2017/5/8,10000.0
2017/5/9,9900.0
2017/5/10,9800.0
2017/5/11,9800.0
2017/5/12,9850.0
2017/5/15,9900.0
2017/5/16,9900.0
2017/5/17,9900.0
2017/5/18,9950.0
2017/5/19,9950.0
2017/5/22,9950.0
2017/5/23,9900.0
2017/5/24,9850.0
2017/5/25,9800.0
2017/5/26,9750.0
2017/5/31,9720.0
2017/6/1,9750.0
2017/6/2,9750.0
2017/6/5,9700.0
2017/6/6,9650.0
2017/6/7,9680.0
2017/6/8,9650.0
2017/6/9,9550.0
2017/6/12,9600.0
2017/6/13,9600.0
2017/6/14,9570.0
2017/6/15,9550.0
2017/6/16,9600.0
2017/6/19,9630.0
2017/6/20,9650.0
2017/6/21,9650.0
2017/6/22,9650.0
2017/6/23,9550.0
2017/6/26,9650.0
2017/6/27,9650.0
2017/6/28,9700.0
2017/6/29,9750.0
2017/6/30,9750.0
2017/7/3,9750.0
2017/7/4,9750.0
2017/7/5,9700.0
2017/7/6,9650.0
2017/7/7,9700.0
2017/7/10,9700.0
2017/7/11,9700.0
2017/7/12,9700.0
2017/7/13,9750.0
2017/7/14,9730.0
2017/7/17,9800.0
2017/7/18,9850.0
2017/7/19,9850.0
2017/7/20,10100.0
2017/7/21,10100.0
2017/7/24,10200.0
2017/7/25,9950.0
2017/7/26,10350.0
2017/7/27,10300.0
2017/7/28,10180.0
2017/7/31,10150.0
2017/8/1,10200.0
2017/8/2,10250.0
2017/8/3,10150.0
2017/8/4,10200.0
2017/8/7,10000.0
2017/8/8,10000.0
2017/8/9,10050.0
2017/8/10,10050.0
2017/8/11,9980.0
2017/8/14,9980.0
2017/8/15,10050.0
2017/8/16,9950.0
2017/8/17,10000.0
2017/8/18,10000.0
2017/8/21,10050.0
2017/8/22,10050.0
2017/8/23,10200.0
2017/8/24,10200.0
2017/8/25,10350.0
2017/8/28,10300.0
2017/8/29,10350.0
2017/8/30,10400.0
2017/8/31,10400.0
2017/9/1,10550.0
2017/9/4,10900.0
2017/9/5,11100.0
2017/9/6,11050.0
2017/9/7,10950.0
2017/9/8,10650.0
2017/9/11,10650.0
2017/9/12,10700.0
2017/9/13,10700.0
2017/9/14,10600.0
2017/9/15,10450.0
2017/9/18,10450.0
2017/9/19,10450.0
2017/9/20,10250.0
2017/9/21,10200.0
2017/9/22,10150.0
2017/9/25,10200.0
2017/9/26,10250.0
2017/9/27,10300.0
2017/9/28,10300.0
2017/9/29,10500.0
2017/10/9,10400.0
2017/10/10,10470.0
2017/10/11,10450.0
2017/10/12,10400.0
2017/10/13,10400.0
2017/10/16,10450.0
2017/10/17,10500.0
2017/10/18,10500.0
2017/10/19,10450.0
2017/10/20,10450.0
