dt,ld rmb
2017/10/23,10450.0
2017/10/24,10450.0
2017/10/25,10450.0
2017/10/26,10450.0
2017/10/27,10300.0
2017/10/30,10300.0
2017/10/31,10300.0
2017/11/1,10200.0
2017/11/2,10200.0
2017/11/3,10250.0
2017/11/6,10250.0
2017/11/7,10300.0
2017/11/8,10350.0
2017/11/9,10450.0
2017/11/10,10450.0
2017/11/13,10400.0
2017/11/14,10400.0
2017/11/15,10350.0
2017/11/16,10350.0
2017/11/17,10300.0
2017/11/20,10300.0
2017/11/21,10330.0
2017/11/22,10350.0
2017/11/23,10350.0
2017/11/24,10350.0
2017/11/27,10350.0
2017/11/28,10350.0
2017/11/29,10200.0
2017/11/30,10200.0
2017/12/1,10200.0
2017/12/4,10200.0
2017/12/5,10220.0
2017/12/6,10150.0
2017/12/7,10150.0
2017/12/8,10100.0
2017/12/11,10100.0
2017/12/12,10100.0
2017/12/13,10000.0
2017/12/14,10000.0
2017/12/15,9850.0
2017/12/18,9850.0
2017/12/19,9850.0
2017/12/20,9900.0
2017/12/21,9900.0
2017/12/22,9900.0
2017/12/25,9850.0
2017/12/26,9850.0
2017/12/27,9900.0
2017/12/28,9850.0
2017/12/29,9900.0
2018/1/2,10100.0
2018/1/3,10150.0
2018/1/4,10150.0
2018/1/5,10150.0
2018/1/8,10200.0
2018/1/9,10200.0
2018/1/10,10200.0
2018/1/11,10250.0
2018/1/12,10250.0
2018/1/15,10300.0
2018/1/16,10250.0
2018/1/17,10250.0
2018/1/18,10250.0
2018/1/19,10200.0
2018/1/22,10200.0
2018/1/23,10200.0
2018/1/24,10185.0
2018/1/25,10200.0
2018/1/26,10200.0
2018/1/29,10150.0
2018/1/30,10150.0
2018/1/31,10100.0
2018/2/1,10050.0
2018/2/2,10000.0
2018/2/5,9975.0
2018/2/6,9975.0
2018/2/7,10000.0
2018/2/8,10050.0
2018/2/9,10050.0
2018/2/12,10000.0
2018/2/13,10000.0
2018/2/14,10000.0
2018/2/22,9825.0
2018/2/23,9825.0
2018/2/26,9600.0
2018/2/27,9580.0
2018/2/28,9500.0
2018/3/1,9550.0
2018/3/2,9600.0
2018/3/5,9600.0
2018/3/6,9550.0
2018/3/7,9550.0
2018/3/8,9500.0
2018/3/9,9450.0
2018/3/12,9400.0
2018/3/13,9380.0
2018/3/14,9350.0
2018/3/15,9350.0
2018/3/16,9400.0
2018/3/19,9400.0
2018/3/20,9400.0
2018/3/21,9400.0
2018/3/22,9400.0
2018/3/23,9330.0
2018/3/26,9300.0
2018/3/27,9350.0
2018/3/28,9330.0
2018/3/29,9400.0
2018/3/30,9450.0
2018/4/2,9450.0
2018/4/3,9450.0
2018/4/4,9550.0
2018/4/9,9600.0
2018/4/10,9650.0
2018/4/11,9700.0
2018/4/12,9750.0
2018/4/13,9700.0
2018/4/16,9750.0
2018/4/17,9650.0
2018/4/18,9650.0
2018/4/19,9600.0
2018/4/20,9600.0
2018/4/23,9500.0
2018/4/24,9500.0
2018/4/25,9500.0
2018/4/26,9550.0
2018/4/27,9550.0
2018/5/2,9550.0
2018/5/3,9550.0
2018/5/4,9600.0
2018/5/7,9600.0
2018/5/8,9630.0
2018/5/9,9630.0
2018/5/10,9630.0
2018/5/11,9630.0
2018/5/14,9600.0
2018/5/15,9600.0
2018/5/16,9550.0
2018/5/17,9500.0
2018/5/18,9350.0
2018/5/21,9400.0
2018/5/22,9400.0
2018/5/23,9350.0
2018/5/24,9350.0
2018/5/25,9320.0
2018/5/28,9300.0
2018/5/29,9300.0
2018/5/30,9280.0
2018/5/31,9280.0
2018/6/1,9300.0
2018/6/4,9350.0
2018/6/5,9370.0
2018/6/6,9350.0
2018/6/7,9350.0
2018/6/8,9350.0
2018/6/11,9400.0
2018/6/12,9400.0
2018/6/13,9400.0
2018/6/14,9350.0
2018/6/15,9350.0
2018/6/19,9350.0
2018/6/20,9250.0
2018/6/21,9250.0
2018/6/22,9200.0
2018/6/25,9200.0
2018/6/26,9180.0
2018/6/27,9200.0
2018/6/28,9200.0
2018/6/29,9300.0
2018/7/2,9300.0
2018/7/3,9300.0
2018/7/4,9300.0
2018/7/5,9300.0
2018/7/6,9300.0
2018/7/9,9300.0
2018/7/10,9300.0
2018/7/11,9300.0
2018/7/12,9300.0
2018/7/13,9300.0
2018/7/16,9350.0
2018/7/17,9300.0
2018/7/18,9330.0
2018/7/19,9300.0
2018/7/20,9350.0
2018/7/23,9330.0
2018/7/24,9400.0
2018/7/25,9400.0
2018/7/26,9480.0
2018/7/27,9500.0
2018/7/30,9550.0
2018/7/31,9600.0
2018/8/1,9650.0
2018/8/2,9700.0
2018/8/3,9850.0
2018/8/6,9900.0
2018/8/7,9900.0
2018/8/8,10000.0
2018/8/9,10050.0
2018/8/10,10100.0
2018/8/13,10000.0
2018/8/14,10000.0
2018/8/15,9950.0
2018/8/16,9900.0
2018/8/17,9880.0
2018/8/20,9850.0
2018/8/21,9800.0
2018/8/22,9750.0
2018/8/23,9700.0
2018/8/24,9700.0
2018/8/27,9650.0
2018/8/28,9650.0
2018/8/29,9600.0
2018/8/30,9550.0
2018/8/31,9550.0
2018/9/3,9550.0
2018/9/4,9550.0
2018/9/5,9500.0
2018/9/6,9450.0
2018/9/7,9500.0
2018/9/10,9530.0
2018/9/11,9550.0
2018/9/12,9550.0
2018/9/13,9550.0
2018/9/14,9530.0
2018/9/17,9550.0
2018/9/18,9550.0
2018/9/19,9600.0
2018/9/20,9650.0
2018/9/21,9700.0
2018/9/25,9700.0
2018/9/26,9750.0
2018/9/27,9700.0
2018/9/28,9680.0
2018/10/8,9750.0
2018/10/9,9900.0
2018/10/10,9900.0
2018/10/11,9900.0
2018/10/12,9850.0
2018/10/15,9850.0
2018/10/16,9800.0
2018/10/17,9700.0
2018/10/18,9700.0
2018/10/19,9700.0
2018/10/22,9680.0
2018/10/23,9650.0
2018/10/24,9600.0
2018/10/25,9550.0
2018/10/26,9550.0
2018/10/29,9450.0
2018/10/30,9400.0
2018/10/31,9380.0
2018/11/1,9300.0
2018/11/2,9300.0
2018/11/5,9450.0
2018/11/6,9400.0
2018/11/7,9350.0
2018/11/8,9350.0
2018/11/9,9350.0
2018/11/12,9280.0
2018/11/13,9200.0
2018/11/14,9200.0
2018/11/15,9200.0
2018/11/16,9200.0
2018/11/19,9180.0
2018/11/20,9100.0
2018/11/21,9050.0
2018/11/22,9000.0
2018/11/23,8850.0
2018/11/26,8800.0
2018/11/27,8750.0
2018/11/28,8850.0
2018/11/29,8850.0
2018/11/30,8850.0
2018/12/3,9100.0
2018/12/4,9100.0
2018/12/5,9200.0
2018/12/6,9400.0
2018/12/7,9350.0
2018/12/10,9250.0
2018/12/11,9250.0
2018/12/12,9200.0
2018/12/13,9100.0
2018/12/14,9100.0
2018/12/17,9100.0
2018/12/18,9200.0
2018/12/19,9200.0
2018/12/20,9200.0
2018/12/21,9200.0
2018/12/24,9100.0
2018/12/25,9000.0
2018/12/26,9000.0
2018/12/27,9050.0
2018/12/28,9050.0
2019/1/2,9050.0
2019/1/3,9000.0
2019/1/4,9000.0
2019/1/7,9050.0
2019/1/8,9080.0
2019/1/9,9050.0
2019/1/10,9050.0
2019/1/11,9030.0
2019/1/14,9150.0
2019/1/15,9050.0
2019/1/16,9050.0
2019/1/17,9000.0
2019/1/18,9000.0
2019/1/21,9080.0
2019/1/22,9100.0
2019/1/23,9050.0
2019/1/24,9050.0
2019/1/25,9050.0
2019/1/28,9050.0
2019/1/29,9050.0
2019/1/30,9100.0
2019/1/31,9100.0
2019/2/1,9100.0
2019/2/11,9100.0
2019/2/12,9050.0
2019/2/13,9050.0
2019/2/14,8950.0
2019/2/15,8950.0
2019/2/18,8930.0
2019/2/19,8930.0
2019/2/20,8950.0
2019/2/21,8950.0
2019/2/22,8950.0
2019/2/25,8950.0
2019/2/26,8950.0
2019/2/27,8900.0
2019/2/28,8920.0
2019/3/1,8950.0
2019/3/4,8980.0
2019/3/5,9000.0
2019/3/6,9000.0
2019/3/7,9050.0
2019/3/8,9000.0
2019/3/11,9000.0
2019/3/12,9000.0
2019/3/13,9000.0
2019/3/14,9000.0
2019/3/15,8900.0
2019/3/18,8850.0
2019/3/19,8850.0
2019/3/20,8850.0
2019/3/21,8850.0
2019/3/22,8850.0
2019/3/25,8900.0
2019/3/26,8900.0
2019/3/27,8900.0
2019/3/28,8900.0
2019/3/29,8900.0
2019/4/1,8900.0
2019/4/2,8870.0
2019/4/3,8870.0
2019/4/4,8870.0
2019/4/8,8950.0
2019/4/9,8900.0
2019/4/10,9000.0
2019/4/11,9000.0
2019/4/12,9000.0
2019/4/15,9050.0
2019/4/16,9000.0
2019/4/17,9000.0
2019/4/18,9000.0
2019/4/19,9000.0
2019/4/22,8900.0
2019/4/23,8850.0
2019/4/24,8850.0
2019/4/25,8780.0
2019/4/26,8750.0
2019/4/29,8700.0
2019/4/30,8700.0
2019/5/6,8640.0
2019/5/7,8600.0
2019/5/8,8550.0
2019/5/9,8500.0
2019/5/10,8500.0
2019/5/13,8500.0
2019/5/14,8250.0
2019/5/15,8000.0
2019/5/16,8150.0
2019/5/17,8200.0
2019/5/20,8300.0
2019/5/21,8450.0
2019/5/22,8500.0
2019/5/23,8450.0
2019/5/24,8300.0
2019/5/27,8300.0
2019/5/28,8350.0
2019/5/29,8400.0
2019/5/30,8350.0
2019/5/31,8300.0
2019/6/3,8250.0
2019/6/4,8200.0
2019/6/5,8150.0
2019/6/6,8150.0
2019/6/10,8150.0
2019/6/11,8150.0
2019/6/12,8150.0
2019/6/13,8150.0
2019/6/14,8100.0
2019/6/17,8100.0
2019/6/18,8100.0
2019/6/19,8150.0
2019/6/20,8200.0
2019/6/21,8200.0
2019/6/24,8250.0
2019/6/25,8250.0
2019/6/26,8250.0
2019/6/27,8300.0
2019/6/28,8300.0
2019/7/1,8350.0
2019/7/2,8400.0
2019/7/3,8500.0
2019/7/4,8600.0
2019/7/5,8700.0
2019/7/8,8750.0
2019/7/9,8750.0
2019/7/10,8750.0
2019/7/11,8680.0
2019/7/12,8650.0
2019/7/15,8600.0
2019/7/16,8600.0
2019/7/17,8550.0
2019/7/18,8450.0
2019/7/19,8450.0
2019/7/22,8450.0
2019/7/23,8400.0
2019/7/24,8400.0
2019/7/25,8400.0
2019/7/26,8350.0
2019/7/29,8350.0
2019/7/30,8400.0
2019/7/31,8420.0
2019/8/1,8420.0
2019/8/2,8380.0
2019/8/5,8330.0
2019/8/6,8300.0
2019/8/7,8300.0
2019/8/8,8300.0
2019/8/9,8300.0
2019/8/12,8300.0
2019/8/13,8300.0
2019/8/14,8320.0
2019/8/15,8320.0
2019/8/16,8280.0
2019/8/19,8280.0
2019/8/20,8280.0
2019/8/21,8280.0
