dt,bu cfr
2018/1/11,313.5
2018/1/12,313.5
2018/1/15,313.5
2018/1/16,313.5
2018/1/17,313.5
2018/1/18,313.5
2018/1/19,313.5
2018/1/22,313.5
2018/1/23,313.5
2018/1/24,313.5
2018/1/25,320.0
2018/1/26,320.0
2018/1/29,320.0
2018/1/30,320.0
2018/1/31,325.0
2018/2/1,325.0
2018/2/2,325.0
2018/2/5,325.0
2018/2/6,325.0
2018/2/7,325.0
2018/2/8,325.0
2018/2/9,325.0
2018/2/12,325.0
2018/2/13,325.0
2018/2/14,325.0
2018/2/15,325.0
2018/2/16,325.0
2018/2/19,325.0
2018/2/20,325.0
2018/2/21,325.0
2018/2/22,325.0
2018/2/23,325.0
2018/2/26,325.0
2018/2/27,325.0
2018/2/28,325.0
2018/3/1,337.5
2018/3/2,337.5
2018/3/5,337.5
2018/3/6,337.5
2018/3/7,337.5
2018/3/8,337.5
2018/3/9,337.5
2018/3/12,337.5
2018/3/13,337.5
2018/3/14,337.5
2018/3/15,337.5
2018/3/16,337.5
2018/3/19,337.5
2018/3/20,337.5
2018/3/21,337.5
2018/3/22,337.5
2018/3/23,337.5
2018/3/26,337.5
2018/3/27,340.0
2018/3/28,340.0
2018/3/29,340.0
2018/3/30,340.0
2018/4/2,340.0
2018/4/3,340.0
2018/4/4,340.0
2018/4/5,340.0
2018/4/6,340.0
2018/4/9,340.0
2018/4/10,340.0
2018/4/11,340.0
2018/4/12,340.0
2018/4/13,342.5
2018/4/16,342.5
2018/4/17,345.0
2018/4/18,345.0
2018/4/19,345.0
2018/4/20,345.0
2018/4/23,345.0
2018/4/24,345.0
2018/4/25,345.0
2018/4/26,345.0
2018/4/27,345.0
2018/4/30,345.0
2018/5/1,345.0
2018/5/2,357.5
2018/5/3,357.5
2018/5/4,357.5
2018/5/7,357.5
2018/5/8,357.5
2018/5/9,357.5
2018/5/10,367.5
2018/5/11,372.5
2018/5/14,372.5
2018/5/15,372.5
2018/5/16,372.5
2018/5/17,372.5
2018/5/18,385.0
2018/5/21,385.0
2018/5/22,385.0
2018/5/23,405.0
2018/5/24,405.0
2018/5/25,405.0
2018/5/28,405.0
2018/5/29,405.0
2018/5/30,405.0
2018/5/31,405.0
2018/6/1,425.0
2018/6/4,430.0
2018/6/5,430.0
2018/6/6,430.0
2018/6/7,430.0
2018/6/8,430.0
2018/6/11,430.0
2018/6/12,430.0
2018/6/13,430.0
2018/6/14,430.0
2018/6/15,430.0
2018/6/18,430.0
2018/6/19,430.0
2018/6/20,430.0
2018/6/21,430.0
2018/6/22,430.0
2018/6/25,430.0
2018/6/26,430.0
2018/6/27,430.0
2018/6/28,430.0
2018/6/29,430.0
2018/7/2,430.0
2018/7/3,430.0
2018/7/4,425.0
2018/7/5,425.0
2018/7/6,425.0
2018/7/9,425.0
2018/7/10,425.0
2018/7/11,425.0
2018/7/12,425.0
2018/7/13,425.0
2018/7/16,425.0
2018/7/17,425.0
2018/7/18,425.0
2018/7/19,425.0
2018/7/20,425.0
2018/7/23,425.0
2018/7/24,425.0
2018/7/25,425.0
2018/7/26,425.0
2018/7/27,425.0
2018/7/30,425.0
2018/7/31,425.0
2018/8/1,425.0
2018/8/2,425.0
2018/8/3,425.0
2018/8/6,425.0
2018/8/7,425.0
2018/8/8,420.0
2018/8/9,420.0
2018/8/10,420.0
2018/8/13,420.0
2018/8/14,420.0
2018/8/15,420.0
2018/8/16,420.0
2018/8/17,420.0
2018/8/20,420.0
2018/8/21,420.0
2018/8/22,420.0
2018/8/23,420.0
2018/8/24,420.0
2018/8/27,420.0
2018/8/28,420.0
2018/8/29,420.0
2018/8/30,420.0
2018/8/31,420.0
2018/9/3,422.5
2018/9/4,422.5
2018/9/5,425.0
2018/9/6,430.0
2018/9/7,430.0
2018/9/10,430.0
2018/9/11,445.0
2018/9/12,445.0
2018/9/13,445.0
2018/9/14,445.0
2018/9/17,445.0
2018/9/18,445.0
2018/9/19,445.0
2018/9/20,445.0
2018/9/21,445.0
2018/9/24,445.0
2018/9/25,445.0
2018/9/26,445.0
2018/9/27,445.0
2018/9/28,445.0
2018/10/1,455.0
2018/10/2,455.0
2018/10/3,455.0
2018/10/4,455.0
2018/10/5,455.0
2018/10/8,455.0
2018/10/9,455.0
2018/10/10,455.0
2018/10/11,455.0
2018/10/12,455.0
2018/10/15,455.0
2018/10/16,455.0
2018/10/17,455.0
2018/10/18,455.0
2018/10/19,455.0
2018/10/22,455.0
2018/10/23,455.0
2018/10/24,455.0
2018/10/25,455.0
2018/10/26,455.0
2018/10/29,455.0
2018/10/30,455.0
2018/10/31,455.0
2018/11/1,455.0
2018/11/2,475.0
2018/11/5,475.0
2018/11/6,475.0
2018/11/7,475.0
2018/11/8,475.0
2018/11/9,475.0
2018/11/12,475.0
2018/11/13,475.0
2018/11/14,475.0
2018/11/15,475.0
2018/11/16,475.0
2018/11/19,475.0
2018/11/20,475.0
2018/11/21,475.0
2018/11/22,475.0
2018/11/23,475.0
2018/11/26,475.0
2018/11/27,475.0
2018/11/28,475.0
2018/11/29,475.0
2018/11/30,475.0
2018/12/3,445.0
2018/12/4,445.0
2018/12/5,445.0
2018/12/6,445.0
2018/12/7,445.0
2018/12/10,445.0
2018/12/11,445.0
2018/12/12,445.0
2018/12/13,445.0
2018/12/14,445.0
2018/12/17,445.0
2018/12/18,445.0
2018/12/19,445.0
2018/12/20,445.0
2018/12/21,445.0
2018/12/24,445.0
2018/12/25,445.0
2018/12/26,445.0
2018/12/27,445.0
2018/12/28,445.0
2018/12/29,445.0
2019/1/2,370.0
2019/1/3,370.0
2019/1/4,370.0
2019/1/7,370.0
2019/1/8,370.0
2019/1/9,370.0
2019/1/10,370.0
2019/1/11,370.0
2019/1/14,370.0
2019/1/15,370.0
2019/1/16,370.0
2019/1/17,370.0
2019/1/18,370.0
2019/1/21,370.0
2019/1/22,370.0
2019/1/23,370.0
2019/1/24,370.0
2019/1/25,370.0
2019/1/28,370.0
2019/1/29,370.0
2019/1/30,370.0
2019/1/31,370.0
2019/2/1,375.0
2019/2/2,375.0
2019/2/3,375.0
2019/2/8,375.0
2019/2/11,385.0
2019/2/12,385.0
2019/2/13,385.0
2019/2/14,385.0
2019/2/15,385.0
2019/2/18,385.0
2019/2/19,385.0
2019/2/20,385.0
2019/2/21,385.0
2019/2/22,385.0
2019/2/25,390.0
2019/2/26,390.0
2019/2/27,390.0
2019/2/28,390.0
2019/3/1,410.0
2019/3/4,410.0
2019/3/5,410.0
2019/3/6,410.0
2019/3/7,430.0
2019/3/8,430.0
2019/3/11,430.0
2019/3/12,430.0
2019/3/13,430.0
2019/3/14,430.0
2019/3/15,430.0
2019/3/18,430.0
2019/3/19,430.0
2019/3/20,430.0
2019/3/21,440.0
2019/3/22,440.0
2019/3/25,440.0
2019/3/26,440.0
2019/3/27,440.0
2019/3/28,440.0
2019/3/29,440.0
2019/4/1,440.0
2019/4/2,440.0
2019/4/3,445.0
2019/4/4,445.0
2019/4/8,445.0
2019/4/9,445.0
2019/4/10,445.0
2019/4/11,445.0
2019/4/12,445.0
2019/4/15,450.0
2019/4/16,450.0
2019/4/17,450.0
2019/4/18,450.0
2019/4/19,450.0
2019/4/22,450.0
2019/4/23,450.0
2019/4/24,450.0
2019/4/25,450.0
2019/4/26,450.0
2019/4/29,450.0
2019/4/30,450.0
2019/5/1,450.0
2019/5/2,450.0
2019/5/3,455.0
2019/5/6,455.0
2019/5/7,455.0
2019/5/8,455.0
2019/5/9,455.0
2019/5/10,455.0
2019/5/13,455.0
2019/5/14,455.0
2019/5/15,455.0
2019/5/16,455.0
2019/5/17,455.0
2019/5/20,455.0
2019/5/21,455.0
2019/5/22,455.0
2019/5/23,455.0
2019/5/24,455.0
2019/5/27,455.0
2019/5/28,455.0
2019/5/29,455.0
2019/5/30,455.0
2019/5/31,455.0
2019/6/3,450.0
2019/6/4,450.0
2019/6/5,450.0
2019/6/6,450.0
2019/6/7,450.0
2019/6/10,445.0
2019/6/11,445.0
2019/6/12,445.0
2019/6/13,440.0
2019/6/14,440.0
2019/6/17,440.0
2019/6/18,440.0
2019/6/19,440.0
2019/6/20,440.0
2019/6/21,440.0
2019/6/24,440.0
2019/6/25,440.0
2019/6/26,430.0
2019/6/27,430.0
2019/6/28,430.0
2019/7/1,430.0
2019/7/2,430.0
2019/7/3,430.0
2019/7/4,430.0
2019/7/5,430.0
2019/7/8,430.0
2019/7/9,420.0
2019/7/10,420.0
2019/7/11,420.0
2019/7/12,420.0
2019/7/15,420.0
2019/7/16,420.0
2019/7/17,420.0
2019/7/18,415.0
2019/7/19,415.0
2019/7/22,415.0
2019/7/23,415.0
2019/7/24,415.0
2019/7/25,415.0
2019/7/26,415.0
2019/7/29,415.0
2019/7/30,415.0
2019/7/31,415.0
2019/8/1,417.5
2019/8/2,417.5
2019/8/5,417.5
2019/8/6,417.5
2019/8/7,417.5
2019/8/8,417.5
2019/8/9,417.5
2019/8/12,417.5
2019/8/13,417.5
2019/8/14,417.5
2019/8/15,417.5
2019/8/16,417.5
2019/8/19,417.5
2019/8/20,417.5
2019/8/21,417.5
2019/8/22,417.5
2019/8/23,417.5
2019/8/26,417.5
2019/8/27,430.0
2019/8/28,430.0
2019/8/29,430.0
2019/8/30,430.0
2019/9/2,417.5
2019/9/3,417.5
2019/9/4,417.5
2019/9/5,417.5
2019/9/6,417.5
2019/9/9,417.5
2019/9/10,417.5
2019/9/11,417.5
2019/9/12,417.5
2019/9/16,417.5
2019/9/17,430.0
2019/9/18,430.0
2019/9/19,430.0
2019/9/20,430.0
2019/9/23,430.0
2019/9/24,435.0
2019/9/25,435.0
2019/9/26,435.0
2019/9/27,440.0
2019/9/30,440.0
2019/10/8,440.0
2019/10/9,440.0
2019/10/10,440.0
2019/10/11,440.0
2019/10/14,440.0
2019/10/15,440.0
2019/10/16,440.0
2019/10/17,440.0
2019/10/18,440.0
2019/10/21,440.0
2019/10/22,440.0
2019/10/23,440.0
2019/10/24,440.0
2019/10/25,440.0
2019/10/28,440.0
2019/10/29,430.0
2019/10/30,430.0
2019/10/31,430.0
2019/11/1,420.0
2019/11/4,420.0
2019/11/5,420.0
2019/11/6,415.0
2019/11/7,415.0
2019/11/8,415.0
