dt,ll cfr
2014/10/20,1460.0
2014/10/21,1460.0
2014/10/22,1460.0
2014/10/23,1450.0
2014/10/24,1450.0
2014/10/27,1450.0
2014/10/28,1450.0
2014/10/29,1450.0
2014/10/30,1450.0
2014/10/31,1450.0
2014/11/3,1450.0
2014/11/4,1450.0
2014/11/5,1450.0
2014/11/6,1450.0
2014/11/7,1450.0
2014/11/10,1440.0
2014/11/11,1440.0
2014/11/12,1440.0
2014/11/13,1420.0
2014/11/14,1420.0
2014/11/17,1410.0
2014/11/18,1410.0
2014/11/19,1400.0
2014/11/20,1400.0
2014/11/21,1400.0
2014/11/24,1400.0
2014/11/25,1400.0
2014/11/26,1360.0
2014/11/27,1360.0
2014/11/28,1350.0
2014/12/1,1310.0
2014/12/2,1310.0
2014/12/3,1250.0
2014/12/4,1250.0
2014/12/5,1200.0
2014/12/8,1200.0
2014/12/9,1200.0
2014/12/10,1150.0
2014/12/11,1150.0
2014/12/12,1150.0
2014/12/15,1150.0
2014/12/16,1170.0
2014/12/17,1170.0
2014/12/18,1170.0
2014/12/19,1170.0
2014/12/22,1170.0
2014/12/23,1170.0
2014/12/24,1170.0
2014/12/25,1170.0
2014/12/26,1170.0
2014/12/29,1180.0
2014/12/30,1190.0
2014/12/31,1190.0
2015/1/5,1180.0
2015/1/6,1170.0
2015/1/7,1150.0
2015/1/8,1150.0
2015/1/9,1150.0
2015/1/12,1130.0
2015/1/13,1100.0
2015/1/14,1120.0
2015/1/15,1150.0
2015/1/16,1150.0
2015/1/19,1150.0
2015/1/20,1150.0
2015/1/21,1130.0
2015/1/22,1130.0
2015/1/23,1100.0
2015/1/26,1070.0
2015/1/27,1070.0
2015/1/28,1070.0
2015/1/29,1050.0
2015/1/30,1050.0
2015/2/2,1070.0
2015/2/3,1080.0
2015/2/4,1070.0
2015/2/5,1070.0
2015/2/6,1070.0
2015/2/9,1090.0
2015/2/10,1090.0
2015/2/11,1130.0
2015/2/12,1130.0
2015/2/13,1130.0
2015/2/16,1150.0
2015/2/17,1150.0
2015/2/25,1180.0
2015/2/26,1210.0
2015/2/27,1210.0
2015/3/2,1230.0
2015/3/3,1250.0
2015/3/4,1250.0
2015/3/5,1250.0
2015/3/6,1250.0
2015/3/9,1250.0
2015/3/10,1250.0
2015/3/11,1250.0
2015/3/12,1230.0
2015/3/13,1230.0
2015/3/16,1230.0
2015/3/17,1230.0
2015/3/18,1230.0
2015/3/19,1230.0
2015/3/20,1230.0
2015/3/23,1250.0
2015/3/24,1260.0
2015/3/25,1260.0
2015/3/26,1270.0
2015/3/27,1270.0
2015/3/30,1270.0
2015/3/31,1280.0
2015/4/1,1300.0
2015/4/2,1310.0
2015/4/3,1330.0
2015/4/6,1330.0
2015/4/7,1330.0
2015/4/8,1330.0
2015/4/9,1330.0
2015/4/10,1330.0
2015/4/13,1300.0
2015/4/14,1300.0
2015/4/15,1300.0
2015/4/16,1300.0
2015/4/17,1320.0
2015/4/20,1310.0
2015/4/21,1310.0
2015/4/22,1320.0
2015/4/23,1320.0
2015/4/24,1325.0
2015/4/27,1330.0
2015/4/28,1330.0
2015/4/29,1350.0
2015/4/30,1350.0
2015/5/4,1350.0
2015/5/5,1350.0
2015/5/6,1350.0
2015/5/7,1340.0
2015/5/8,1340.0
2015/5/11,1340.0
2015/5/12,1340.0
2015/5/13,1340.0
2015/5/14,1340.0
2015/5/15,1340.0
2015/5/18,1340.0
2015/5/19,1340.0
2015/5/20,1330.0
2015/5/21,1330.0
2015/5/22,1330.0
2015/5/25,1330.0
2015/5/26,1330.0
2015/5/27,1320.0
2015/5/28,1320.0
2015/5/29,1320.0
2015/6/1,1320.0
2015/6/2,1300.0
2015/6/3,1300.0
2015/6/4,1300.0
2015/6/5,1300.0
2015/6/8,1290.0
2015/6/9,1290.0
2015/6/10,1280.0
2015/6/11,1280.0
2015/6/12,1280.0
2015/6/15,1280.0
2015/6/16,1280.0
2015/6/17,1290.0
2015/6/18,1290.0
2015/6/19,1290.0
2015/6/23,1290.0
2015/6/24,1290.0
2015/6/25,1290.0
2015/6/26,1290.0
2015/6/29,1300.0
2015/6/30,1300.0
2015/7/1,1310.0
2015/7/2,1310.0
2015/7/3,1310.0
2015/7/6,1300.0
2015/7/7,1280.0
2015/7/8,1265.0
2015/7/9,1260.0
2015/7/10,1265.0
2015/7/13,1270.0
2015/7/14,1270.0
2015/7/15,1260.0
2015/7/16,1260.0
2015/7/17,1260.0
2015/7/20,1250.0
2015/7/21,1230.0
2015/7/22,1230.0
2015/7/23,1230.0
2015/7/24,1230.0
2015/7/27,1220.0
2015/7/28,1220.0
2015/7/29,1220.0
2015/7/30,1190.0
2015/7/31,1190.0
2015/8/3,1190.0
2015/8/4,1180.0
2015/8/5,1180.0
2015/8/6,1170.0
2015/8/7,1170.0
2015/8/10,1170.0
2015/8/11,1170.0
2015/8/12,1160.0
2015/8/13,1160.0
2015/8/14,1160.0
2015/8/17,1160.0
2015/8/18,1150.0
2015/8/19,1150.0
2015/8/20,1140.0
2015/8/21,1140.0
2015/8/24,1130.0
2015/8/25,1130.0
2015/8/26,1130.0
2015/8/27,1120.0
2015/8/28,1120.0
2015/8/31,1110.0
2015/9/1,1110.0
2015/9/2,1110.0
2015/9/7,1120.0
2015/9/8,1120.0
2015/9/9,1130.0
2015/9/10,1130.0
2015/9/11,1130.0
2015/9/14,1130.0
2015/9/15,1130.0
2015/9/16,1130.0
2015/9/17,1130.0
2015/9/18,1130.0
2015/9/21,1130.0
2015/9/22,1130.0
2015/9/23,1130.0
2015/9/24,1130.0
2015/9/25,1130.0
2015/9/28,1130.0
2015/9/29,1130.0
2015/9/30,1130.0
2015/10/8,1140.0
2015/10/9,1140.0
2015/10/12,1140.0
2015/10/13,1140.0
2015/10/14,1150.0
2015/10/15,1150.0
2015/10/16,1150.0
2015/10/19,1140.0
2015/10/20,1140.0
2015/10/21,1130.0
2015/10/22,1130.0
2015/10/23,1130.0
2015/10/26,1120.0
2015/10/27,1120.0
2015/10/28,1110.0
2015/10/29,1110.0
2015/10/30,1110.0
2015/11/2,1110.0
2015/11/3,1110.0
2015/11/4,1110.0
2015/11/5,1110.0
2015/11/6,1110.0
2015/11/9,1100.0
2015/11/10,1100.0
2015/11/11,1100.0
2015/11/12,1100.0
2015/11/13,1090.0
2015/11/16,1075.0
2015/11/17,1075.0
2015/11/18,1075.0
2015/11/19,1075.0
2015/11/20,1070.0
2015/11/23,1080.0
2015/11/24,1050.0
2015/11/25,1050.0
2015/11/26,1050.0
2015/11/27,1050.0
2015/11/30,1055.0
2015/12/1,1055.0
2015/12/2,1055.0
2015/12/3,1055.0
2015/12/4,1055.0
2015/12/7,1040.0
2015/12/8,1040.0
2015/12/9,1040.0
2015/12/10,1040.0
2015/12/11,1040.0
2015/12/14,1040.0
2015/12/15,1040.0
2015/12/16,1050.0
2015/12/17,1050.0
2015/12/18,1050.0
2015/12/21,1050.0
2015/12/22,1050.0
2015/12/23,1050.0
2015/12/24,1050.0
2015/12/25,1050.0
2015/12/28,1060.0
2015/12/29,1050.0
2015/12/30,1060.0
2015/12/31,1060.0
2016/1/4,1070.0
2016/1/5,1070.0
2016/1/6,1070.0
2016/1/7,1070.0
2016/1/8,1070.0
2016/1/11,1070.0
2016/1/12,1070.0
2016/1/13,1070.0
2016/1/14,1070.0
2016/1/15,1070.0
2016/1/18,1060.0
2016/1/19,1060.0
2016/1/20,1050.0
2016/1/21,1050.0
2016/1/22,1050.0
2016/1/25,1080.0
2016/1/26,1080.0
2016/1/27,1070.0
2016/1/28,1080.0
2016/1/29,1070.0
2016/2/1,1070.0
2016/2/2,1070.0
2016/2/3,1070.0
2016/2/4,1070.0
2016/2/5,1070.0
2016/2/15,1070.0
2016/2/16,1070.0
2016/2/17,1075.0
2016/2/18,1075.0
2016/2/19,1075.0
2016/2/22,1090.0
2016/2/23,1090.0
2016/2/24,1100.0
2016/2/25,1100.0
2016/2/26,1100.0
2016/2/29,1100.0
2016/3/1,1100.0
2016/3/2,1100.0
2016/3/3,1110.0
2016/3/4,1110.0
2016/3/7,1120.0
2016/3/8,1120.0
2016/3/9,1125.0
2016/3/10,1125.0
2016/3/11,1125.0
2016/3/14,1135.0
2016/3/15,1135.0
2016/3/16,1135.0
2016/3/17,1135.0
2016/3/18,1135.0
2016/3/21,1145.0
2016/3/22,1145.0
2016/3/23,1145.0
2016/3/24,1145.0
2016/3/25,1160.0
2016/3/28,1160.0
2016/3/29,1165.0
2016/3/30,1165.0
2016/3/31,1170.0
2016/4/1,1170.0
2016/4/5,1170.0
2016/4/6,1170.0
2016/4/7,1170.0
2016/4/8,1170.0
2016/4/11,1160.0
2016/4/12,1160.0
2016/4/13,1150.0
2016/4/14,1150.0
2016/4/15,1150.0
2016/4/18,1150.0
2016/4/19,1130.0
2016/4/20,1120.0
2016/4/21,1120.0
2016/4/22,1120.0
2016/4/25,1120.0
2016/4/26,1120.0
2016/4/27,1120.0
2016/4/28,1125.0
2016/4/29,1125.0
2016/5/3,1125.0
2016/5/4,1120.0
2016/5/5,1120.0
2016/5/6,1120.0
2016/5/9,1120.0
2016/5/10,1120.0
2016/5/11,1120.0
2016/5/12,1120.0
2016/5/13,1120.0
2016/5/16,1110.0
2016/5/17,1110.0
2016/5/18,1100.0
2016/5/19,1090.0
2016/5/20,1090.0
2016/5/23,1090.0
2016/5/24,1090.0
2016/5/25,1090.0
2016/5/26,1080.0
2016/5/27,1080.0
2016/5/30,1080.0
2016/5/31,1080.0
2016/6/1,1080.0
2016/6/2,1080.0
2016/6/3,1080.0
2016/6/6,1080.0
2016/6/7,1080.0
2016/6/8,1080.0
2016/6/13,1100.0
2016/6/14,1100.0
2016/6/15,1110.0
2016/6/16,1110.0
2016/6/17,1110.0
2016/6/20,1120.0
2016/6/21,1120.0
2016/6/22,1130.0
2016/6/23,1130.0
2016/6/24,1140.0
2016/6/27,1140.0
2016/6/28,1140.0
2016/6/29,1140.0
2016/6/30,1140.0
2016/7/1,1140.0
2016/7/4,1140.0
2016/7/5,1140.0
2016/7/6,1140.0
2016/7/7,1140.0
2016/7/8,1140.0
2016/7/11,1160.0
2016/7/12,1160.0
2016/7/13,1160.0
2016/7/14,1170.0
2016/7/15,1170.0
2016/7/18,1150.0
2016/7/19,1130.0
2016/7/20,1130.0
2016/7/21,1130.0
2016/7/22,1130.0
2016/7/25,1130.0
2016/7/26,1130.0
2016/7/27,1130.0
2016/7/28,1130.0
2016/7/29,1130.0
2016/8/1,1130.0
2016/8/2,1130.0
2016/8/3,1130.0
2016/8/4,1130.0
2016/8/5,1130.0
2016/8/8,1130.0
2016/8/9,1130.0
2016/8/10,1130.0
2016/8/11,1130.0
2016/8/12,1130.0
2016/8/15,1130.0
2016/8/16,1130.0
2016/8/17,1130.0
2016/8/18,1150.0
2016/8/19,1150.0
2016/8/22,1150.0
2016/8/23,1150.0
2016/8/24,1150.0
2016/8/25,1170.0
2016/8/26,1170.0
2016/8/29,1170.0
2016/8/30,1170.0
2016/8/31,1170.0
2016/9/1,1180.0
2016/9/2,1180.0
2016/9/5,1180.0
2016/9/6,1180.0
2016/9/7,1180.0
2016/9/8,1180.0
2016/9/9,1180.0
2016/9/12,1180.0
2016/9/13,1180.0
2016/9/14,1160.0
2016/9/19,1160.0
2016/9/20,1160.0
2016/9/21,1160.0
2016/9/22,1150.0
2016/9/23,1150.0
2016/9/26,1150.0
2016/9/27,1150.0
2016/9/28,1150.0
2016/9/29,1145.0
2016/9/30,1145.0
2016/10/10,1145.0
2016/10/11,1145.0
2016/10/12,1145.0
2016/10/13,1170.0
2016/10/14,1170.0
2016/10/17,1170.0
2016/10/18,1170.0
2016/10/19,1170.0
2016/10/20,1180.0
2016/10/21,1180.0
2016/10/24,1180.0
2016/10/25,1180.0
2016/10/26,1180.0
2016/10/27,1200.0
2016/10/28,1200.0
2016/10/31,1200.0
2016/11/1,1200.0
2016/11/2,1200.0
2016/11/3,1210.0
2016/11/4,1210.0
2016/11/7,1210.0
2016/11/8,1210.0
2016/11/9,1210.0
2016/11/10,1190.0
2016/11/11,1190.0
2016/11/14,1190.0
2016/11/15,1190.0
2016/11/16,1190.0
2016/11/17,1190.0
2016/11/18,1190.0
2016/11/21,1190.0
2016/11/22,1190.0
2016/11/23,1190.0
2016/11/24,1150.0
2016/11/25,1150.0
2016/11/28,1150.0
2016/11/29,1150.0
2016/11/30,1150.0
2016/12/1,1140.0
2016/12/2,1140.0
2016/12/5,1140.0
2016/12/6,1140.0
2016/12/7,1140.0
2016/12/8,1150.0
2016/12/9,1150.0
2016/12/12,1150.0
2016/12/13,1150.0
2016/12/14,1150.0
2016/12/15,1160.0
2016/12/16,1160.0
2016/12/19,1160.0
2016/12/20,1160.0
2016/12/21,1160.0
2016/12/22,1160.0
2016/12/23,1160.0
2016/12/26,1160.0
2016/12/27,1160.0
2016/12/28,1150.0
2016/12/29,1150.0
2016/12/30,1160.0
2017/1/3,1160.0
2017/1/4,1160.0
2017/1/5,1140.0
2017/1/6,1140.0
2017/1/9,1140.0
2017/1/10,1140.0
2017/1/11,1140.0
2017/1/12,1140.0
2017/1/13,1130.0
2017/1/16,1130.0
2017/1/17,1130.0
2017/1/18,1130.0
2017/1/19,1130.0
2017/1/20,1130.0
2017/1/23,1130.0
2017/1/24,1150.0
2017/1/25,1150.0
2017/1/26,1165.0
2017/2/3,1175.0
2017/2/6,1195.0
2017/2/7,1195.0
2017/2/8,1195.0
2017/2/9,1195.0
2017/2/10,1190.0
2017/2/13,1180.0
2017/2/14,1180.0
2017/2/15,1180.0
2017/2/16,1180.0
2017/2/17,1180.0
2017/2/20,1180.0
2017/2/21,1180.0
2017/2/22,1160.0
2017/2/23,1160.0
2017/2/24,1150.0
2017/2/27,1140.0
2017/2/28,1130.0
2017/3/1,1130.0
2017/3/2,1130.0
2017/3/3,1130.0
2017/3/6,1130.0
2017/3/7,1130.0
2017/3/8,1130.0
2017/3/9,1130.0
2017/3/10,1130.0
2017/3/13,1150.0
2017/3/14,1150.0
2017/3/15,1150.0
2017/3/16,1150.0
2017/3/17,1150.0
2017/3/20,1135.0
2017/3/21,1135.0
2017/3/22,1135.0
2017/3/23,1135.0
2017/3/24,1135.0
2017/3/27,1135.0
2017/3/28,1130.0
2017/3/29,1130.0
2017/3/30,1130.0
2017/3/31,1130.0
2017/4/5,1140.0
2017/4/6,1140.0
2017/4/7,1140.0
2017/4/10,1130.0
2017/4/11,1130.0
2017/4/12,1130.0
2017/4/13,1130.0
2017/4/14,1130.0
2017/4/17,1125.0
2017/4/18,1125.0
2017/4/19,1130.0
2017/4/20,1130.0
2017/4/21,1130.0
2017/4/24,1130.0
2017/4/25,1130.0
2017/4/26,1120.0
2017/4/27,1120.0
2017/4/28,1120.0
2017/5/2,1120.0
2017/5/3,1120.0
2017/5/4,1115.0
2017/5/5,1115.0
2017/5/8,1115.0
2017/5/9,1110.0
2017/5/10,1110.0
2017/5/11,1110.0
2017/5/12,1110.0
2017/5/15,1110.0
2017/5/16,1110.0
2017/5/17,1110.0
2017/5/18,1110.0
2017/5/19,1100.0
2017/5/22,1100.0
2017/5/23,1100.0
2017/5/24,1100.0
2017/5/25,1100.0
2017/5/26,1100.0
2017/5/31,1100.0
2017/6/1,1090.0
2017/6/2,1085.0
2017/6/5,1085.0
2017/6/6,1085.0
2017/6/7,1080.0
2017/6/8,1080.0
2017/6/9,1080.0
2017/6/12,1080.0
2017/6/13,1080.0
2017/6/14,1075.0
2017/6/15,1075.0
2017/6/16,1050.0
2017/6/19,1050.0
2017/6/20,1050.0
2017/6/21,1075.0
2017/6/22,1075.0
2017/6/23,1075.0
2017/6/26,1075.0
2017/6/27,1070.0
2017/6/28,1055.0
2017/6/29,1055.0
2017/6/30,1055.0
2017/7/3,1055.0
2017/7/4,1050.0
2017/7/5,1050.0
2017/7/6,1050.0
2017/7/7,1050.0
2017/7/10,1050.0
2017/7/11,1050.0
2017/7/12,1050.0
2017/7/13,1050.0
2017/7/14,1050.0
2017/7/17,1060.0
2017/7/18,1060.0
2017/7/19,1070.0
2017/7/20,1070.0
2017/7/21,1070.0
2017/7/24,1070.0
2017/7/25,1080.0
2017/7/26,1080.0
2017/7/27,1085.0
2017/7/28,1090.0
2017/7/31,1090.0
2017/8/1,1095.0
2017/8/2,1100.0
2017/8/3,1100.0
2017/8/4,1110.0
2017/8/7,1120.0
2017/8/8,1120.0
2017/8/9,1120.0
2017/8/10,1120.0
2017/8/11,1110.0
2017/8/14,1100.0
2017/8/15,1100.0
2017/8/16,1100.0
2017/8/17,1110.0
2017/8/18,1120.0
2017/8/21,1125.0
2017/8/22,1130.0
2017/8/23,1130.0
2017/8/24,1130.0
2017/8/25,1130.0
2017/8/28,1140.0
2017/8/29,1150.0
2017/8/30,1160.0
2017/8/31,1160.0
2017/9/1,1160.0
2017/9/4,1170.0
2017/9/5,1180.0
2017/9/6,1210.0
2017/9/7,1210.0
2017/9/8,1210.0
2017/9/11,1205.0
2017/9/12,1200.0
2017/9/13,1200.0
2017/9/14,1200.0
2017/9/15,1200.0
2017/9/18,1190.0
2017/9/19,1190.0
2017/9/20,1180.0
2017/9/21,1180.0
2017/9/22,1170.0
2017/9/25,1170.0
2017/9/26,1170.0
2017/9/27,1170.0
2017/9/28,1160.0
2017/9/29,1160.0
2017/10/9,1160.0
2017/10/10,1160.0
2017/10/11,1160.0
2017/10/12,1160.0
2017/10/13,1170.0
2017/10/16,1180.0
2017/10/17,1180.0
2017/10/18,1180.0
2017/10/19,1185.0
2017/10/20,1185.0
