dt,ma cfr
2019-7-12,260.0
2019-7-15,260.0
2019-7-16,252.0
2019-7-17,252.0
2019-7-18,247.0
2019-7-19,247.0
2019-7-22,245.0
2019-7-23,240.0
2019-7-24,240.0
2019-7-25,237.0
2019-7-26,232.0
2019-7-29,232.0
2019-7-30,234.0
2019-7-31,239.0
2019-8-1,239.0
2019-8-2,239.0
2019-8-5,233.0
2019-8-6,233.0
2019-8-7,231.0
2019-8-8,233.0
2019-8-9,233.0
2019-8-12,233.0
2019-8-13,234.0
2019-8-14,233.0
2019-8-15,233.0
2019-8-16,232.0
2019-8-19,231.0
2019-8-20,230.0
2019-8-21,225.0
2019-8-22,225.0
2019-8-23,226.0
2019-8-26,226.0
2019-8-27,225.0
2019-8-28,226.0
2019-8-29,225.0
2019-8-30,223.0
2019-9-2,223.0
2019-9-3,225.0
2019-9-4,225.0
2019-9-5,224.0
2019-9-6,226.0
2019-9-9,231.0
2019-9-10,231.0
2019-9-11,231.0
2019-9-12,231.0
2019-9-16,235.0
2019-9-17,237.0
2019-9-18,230.0
2019-9-19,238.0
2019-9-20,238.0
2019-9-23,241.0
2019-9-24,241.0
2019-9-25,243.0
2019-9-26,243.0
2019-9-27,240.0
2019-9-30,242.0
2019-10-8,243.0
2019-10-9,243.0
2019-10-10,241.0
2019-10-11,239.0
2019-10-14,238.0
2019-10-15,237.0
2019-10-16,235.0
2019-10-17,235.0
2019-10-18,234.0
2019-10-21,234.0
2019-10-22,233.0
2019-10-23,232.0
2019-10-24,232.0
2019-10-25,228.0
2019-10-28,228.0
2019-10-29,228.0
2019-10-30,228.0
2019-10-31,228.0
2019-11-1,224.0
2019-11-4,225.0
2019-11-5,230.0
2019-11-6,230.0
2019-11-7,225.0
2019-11-8,220.0
2019-11-11,219.0
2019-11-12,219.0
2019-11-13,219.0
2019-11-14,217.0
2019-11-15,214.0
2019-11-18,214.0
2019-11-19,212.0
2019-11-20,212.0
2019-11-21,212.0
2019-11-22,211.0
2019-11-25,211.0
2019-11-26,211.0
2019-11-27,210.0
2019-11-28,210.0
2019-11-29,211.0
2019-12-2,211.0
2019-12-3,211.0
2019-12-4,215.0
2019-12-5,216.0
2019-12-6,213.0
2019-12-9,213.0
2019-12-10,213.0
2019-12-11,213.0
2019-12-12,216.0
2019-12-13,216.0
2019-12-16,216.0
2019-12-17,217.0
2019-12-18,215.0
2019-12-19,217.0
2019-12-20,219.0
2019-12-23,219.0
2019-12-24,219.0
