dt,meg cfr
2017/12/18,916.0
2017/12/19,917.0
2017/12/20,930.0
2017/12/21,927.0
2017/12/22,922.0
2017/12/25,920.0
2017/12/26,921.0
2017/12/27,930.0
2017/12/28,943.0
2017/12/29,950.0
2018/1/2,970.0
2018/1/3,973.0
2018/1/4,978.0
2018/1/5,990.0
2018/1/8,1011.0
2018/1/9,1021.0
2018/1/10,1017.0
2018/1/11,1005.0
2018/1/12,1026.0
2018/1/15,1032.0
2018/1/16,1025.0
2018/1/17,1008.0
2018/1/18,1010.0
2018/1/19,1008.0
2018/1/22,1020.0
2018/1/23,998.0
2018/1/24,996.0
2018/1/25,1005.0
2018/1/26,1002.0
2018/1/29,1010.0
2018/1/30,1000.0
2018/1/31,1010.0
2018/2/1,1020.0
2018/2/2,1025.0
2018/2/5,1025.0
2018/2/6,1025.0
2018/2/7,1025.0
2018/2/8,1020.0
2018/2/9,1015.0
2018/2/12,1022.5
2018/2/13,1025.0
2018/2/14,1025.0
2018/2/22,1025.0
2018/2/23,1030.0
2018/2/26,1048.0
2018/2/27,1040.0
2018/2/28,1032.0
2018/3/1,1015.0
2018/3/2,996.0
2018/3/5,975.0
2018/3/6,980.0
2018/3/7,950.0
2018/3/8,930.0
2018/3/9,915.0
2018/3/12,893.0
2018/3/13,920.0
2018/3/14,923.0
2018/3/15,907.0
2018/3/16,860.0
2018/3/19,905.0
2018/3/20,905.0
2018/3/21,890.0
2018/3/22,905.0
2018/3/23,895.0
2018/3/26,900.0
2018/3/27,920.0
2018/3/28,935.0
2018/3/29,950.0
2018/3/30,950.0
2018/4/2,950.0
2018/4/3,955.0
2018/4/4,984.0
2018/4/9,1007.0
2018/4/10,1025.0
2018/4/11,1028.0
2018/4/12,1020.0
2018/4/13,1032.0
2018/4/16,1042.0
2018/4/17,1047.0
2018/4/18,1052.0
2018/4/19,1055.0
2018/4/20,1015.0
2018/4/23,1023.0
2018/4/24,1028.0
2018/4/25,1018.0
2018/4/26,1010.0
2018/4/27,1005.0
2018/5/2,1001.0
2018/5/3,998.0
2018/5/4,998.0
2018/5/7,995.0
2018/5/8,979.0
2018/5/9,940.0
2018/5/10,940.0
2018/5/11,940.0
2018/5/14,929.0
2018/5/15,943.0
2018/5/16,951.0
2018/5/17,940.0
2018/5/18,950.0
2018/5/21,953.0
2018/5/22,945.0
2018/5/23,938.0
2018/5/24,916.0
2018/5/25,898.0
2018/5/28,898.0
2018/5/29,889.0
2018/5/30,884.0
2018/5/31,914.0
2018/6/1,933.0
2018/6/4,923.0
2018/6/5,898.0
2018/6/6,902.0
2018/6/7,911.0
2018/6/8,905.0
2018/6/11,908.0
2018/6/12,922.0
2018/6/13,924.0
2018/6/14,928.0
2018/6/15,926.0
2018/6/19,884.0
2018/6/20,876.0
2018/6/21,883.0
2018/6/22,882.0
2018/6/25,884.0
2018/6/26,891.0
2018/6/27,895.0
2018/6/28,897.0
2018/6/29,903.0
2018/7/2,896.0
2018/7/3,899.0
2018/7/4,903.0
2018/7/5,897.0
2018/7/6,890.0
2018/7/9,892.0
2018/7/10,897.0
2018/7/11,899.0
2018/7/12,897.0
2018/7/13,900.0
2018/7/16,908.0
2018/7/17,895.0
2018/7/18,893.0
2018/7/19,900.0
2018/7/20,909.0
2018/7/23,910.0
2018/7/24,900.0
2018/7/25,912.0
2018/7/26,928.0
2018/7/27,929.0
2018/7/30,948.0
2018/7/31,940.0
2018/8/1,936.0
2018/8/2,936.0
2018/8/3,938.0
2018/8/6,942.0
2018/8/7,938.0
2018/8/8,941.0
2018/8/9,938.0
2018/8/10,920.0
2018/8/13,914.0
2018/8/14,914.0
2018/8/15,900.0
2018/8/16,891.0
2018/8/17,907.0
2018/8/20,920.0
2018/8/21,934.0
2018/8/22,941.0
2018/8/23,941.0
2018/8/24,939.0
2018/8/27,944.0
2018/8/28,942.0
2018/8/29,938.0
2018/8/30,947.0
2018/8/31,968.0
2018/9/3,983.0
2018/9/4,985.0
2018/9/5,995.0
2018/9/6,985.0
2018/9/7,954.0
2018/9/10,938.0
2018/9/11,908.0
2018/9/12,906.0
2018/9/13,910.0
2018/9/14,900.0
2018/9/17,881.0
2018/9/18,883.0
2018/9/19,870.0
2018/9/20,878.0
2018/9/21,866.0
2018/9/25,868.0
2018/9/26,875.0
2018/9/27,886.0
2018/9/28,892.0
2018/10/8,900.0
2018/10/9,903.0
2018/10/10,893.0
2018/10/11,868.0
2018/10/12,872.0
2018/10/15,870.0
2018/10/16,855.0
2018/10/17,856.0
2018/10/18,859.0
2018/10/19,857.0
2018/10/22,860.0
2018/10/23,845.0
2018/10/24,822.0
2018/10/25,801.0
2018/10/26,798.0
2018/10/29,803.0
2018/10/30,807.0
2018/10/31,809.0
2018/11/1,783.0
2018/11/2,792.0
2018/11/5,789.0
2018/11/6,772.0
2018/11/7,752.0
2018/11/8,740.0
2018/11/9,725.0
2018/11/12,704.0
2018/11/13,695.0
2018/11/14,691.0
2018/11/15,705.0
2018/11/16,725.0
2018/11/19,716.0
2018/11/20,706.0
2018/11/21,690.0
2018/11/22,693.0
2018/11/23,682.0
2018/11/26,670.0
2018/11/27,674.0
2018/11/28,686.0
2018/11/29,684.0
2018/11/30,680.0
2018/12/3,702.0
2018/12/4,731.0
2018/12/5,737.0
2018/12/6,730.0
2018/12/7,705.0
2018/12/10,695.0
2018/12/11,676.0
2018/12/12,673.0
2018/12/13,678.0
2018/12/14,682.0
2018/12/17,694.0
2018/12/18,693.0
2018/12/19,683.0
2018/12/20,683.0
2018/12/21,660.0
2018/12/24,643.0
2018/12/25,623.0
2018/12/26,625.0
2018/12/27,628.0
2018/12/28,625.0
2019/1/2,620.0
2019/1/3,618.0
2019/1/4,627.0
2019/1/7,627.0
2019/1/8,616.0
2019/1/9,621.0
2019/1/10,625.0
2019/1/11,624.0
2019/1/14,625.0
2019/1/15,627.0
2019/1/16,630.0
2019/1/17,615.0
2019/1/21,628.0
2019/1/22,627.0
2019/1/23,618.0
2019/1/24,616.0
2019/1/25,618.0
2019/1/28,615.0
2019/1/29,618.0
2019/1/30,617.0
2019/1/31,623.0
2019/2/1,627.0
2019/2/11,627.0
2019/2/12,622.0
2019/2/13,617.0
2019/2/14,610.0
2019/2/15,608.0
2019/2/18,602.0
2019/2/19,598.0
2019/2/20,602.0
2019/2/21,606.0
2019/2/22,610.0
2019/2/25,612.0
2019/2/26,612.0
2019/2/27,614.0
2019/2/28,616.0
2019/3/1,629.0
2019/3/4,642.0
2019/3/5,645.0
2019/3/6,662.0
2019/3/7,656.0
2019/3/8,650.0
2019/3/11,646.0
2019/3/12,646.0
2019/3/13,643.0
2019/3/14,641.0
2019/3/15,641.0
2019/3/18,636.0
2019/3/19,636.0
2019/3/20,638.0
2019/3/21,641.0
2019/3/22,639.0
2019/3/25,636.0
2019/3/26,635.0
2019/3/27,625.0
2019/3/28,605.0
2019/3/29,605.0
2019/4/1,610.0
2019/4/2,603.0
2019/4/3,602.0
2019/4/4,600.0
2019/4/8,607.0
2019/4/9,602.0
2019/4/10,602.0
2019/4/11,600.0
2019/4/12,598.0
2019/4/15,598.0
2019/4/16,588.0
2019/4/17,588.0
2019/4/18,590.0
2019/4/19,600.0
2019/4/22,600.0
2019/4/23,598.0
2019/4/24,592.0
2019/4/25,584.0
2019/4/26,569.0
2019/4/29,583.0
2019/4/30,583.0
2019/5/6,570.0
2019/5/7,572.0
2019/5/8,573.0
2019/5/9,568.0
2019/5/10,569.0
2019/5/13,547.0
2019/5/14,520.0
2019/5/15,520.0
2019/5/16,529.0
2019/5/17,525.0
2019/5/20,521.0
2019/5/21,530.0
2019/5/22,527.0
2019/5/23,527.0
2019/5/24,536.0
2019/5/27,540.0
2019/5/28,535.0
2019/5/29,547.0
2019/5/30,545.0
2019/5/31,546.0
2019/6/3,535.0
2019/6/4,538.0
2019/6/5,534.0
2019/6/6,528.0
2019/6/10,533.0
2019/6/11,532.0
2019/6/12,530.0
2019/6/13,528.0
2019/6/14,527.0
2019/6/17,530.0
2019/6/18,534.0
2019/6/19,535.0
2019/6/20,543.0
2019/6/21,539.0
2019/6/24,549.0
2019/6/25,548.0
2019/6/26,550.0
2019/6/27,550.0
2019/6/28,535.0
2019/7/1,540.0
2019/7/2,546.0
2019/7/3,543.0
2019/7/4,541.0
2019/7/5,545.0
2019/7/8,542.0
2019/7/9,529.0
2019/7/10,521.0
2019/7/11,523.0
2019/7/12,527.0
2019/7/15,528.0
2019/7/16,524.0
2019/7/17,530.0
2019/7/18,535.0
2019/7/19,543.0
2019/7/22,544.0
2019/7/23,543.0
2019/7/24,535.0
2019/7/25,539.0
2019/7/26,541.0
2019/7/29,551.0
2019/7/30,555.0
2019/7/31,547.0
2019/8/1,542.0
2019/8/2,533.0
2019/8/5,513.0
2019/8/6,515.0
2019/8/7,519.0
2019/8/8,520.0
2019/8/9,523.0
2019/8/12,523.0
2019/8/13,526.0
2019/8/14,528.0
2019/8/15,528.0
2019/8/16,537.0
2019/8/19,540.0
2019/8/20,538.0
2019/8/21,538.0
2019/8/22,539.0
2019/8/23,538.0
2019/8/26,540.0
2019/8/27,541.0
2019/8/28,543.0
2019/8/29,543.0
2019/8/30,540.0
2019/9/2,541.0
2019/9/3,538.0
2019/9/4,536.0
2019/9/5,546.0
2019/9/6,549.0
2019/9/9,559.0
2019/9/10,564.0
2019/9/11,564.0
2019/9/12,562.0
2019/9/16,603.0
2019/9/17,638.0
2019/9/18,604.0
2019/9/19,606.0
2019/9/20,606.0
2019/9/23,605.0
2019/9/24,605.0
2019/9/25,618.0
2019/9/26,603.0
2019/9/27,600.0
2019/9/30,606.0
2019/10/8,602.0
2019/10/9,607.0
2019/10/10,586.0
2019/10/11,565.0
2019/10/14,569.0
2019/10/15,559.0
2019/10/16,553.0
2019/10/17,542.0
2019/10/18,545.0
2019/10/21,535.0
2019/10/22,537.0
2019/10/23,539.0
2019/10/24,547.0
2019/10/25,547.0
2019/10/28,549.0
2019/10/29,541.0
2019/10/30,544.0
2019/10/31,545.0
2019/11/1,545.0
2019/11/4,541.0
2019/11/5,544.0
2019/11/6,540.0
2019/11/7,530.0
2019/11/8,534.0
