dt,hd cfr
2017/10/24,1160.0
2017/10/25,1185.0
2017/10/26,1185.0
2017/10/27,1185.0
2017/10/30,1185.0
2017/10/31,1185.0
2017/11/1,1160.0
2017/11/2,1160.0
2017/11/3,1160.0
2017/11/6,1160.0
2017/11/7,1160.0
2017/11/8,1170.0
2017/11/9,1170.0
2017/11/10,1170.0
2017/11/13,1170.0
2017/11/14,1170.0
2017/11/15,1170.0
2017/11/16,1170.0
2017/11/17,1170.0
2017/11/20,1170.0
2017/11/21,1170.0
2017/11/22,1170.0
2017/11/23,1170.0
2017/11/24,1170.0
2017/11/27,1170.0
2017/11/28,1170.0
2017/11/29,1170.0
2017/11/30,1170.0
2017/12/1,1170.0
2017/12/4,1190.0
2017/12/5,1190.0
2017/12/6,1175.0
2017/12/7,1175.0
2017/12/8,1175.0
2017/12/11,1175.0
2017/12/12,1175.0
2017/12/13,1160.0
2017/12/14,1160.0
2017/12/15,1160.0
2017/12/18,1160.0
2017/12/19,1160.0
2017/12/20,1155.0
2017/12/21,1155.0
2017/12/22,1155.0
2017/12/25,1155.0
2017/12/26,1155.0
2017/12/27,1155.0
2017/12/28,1155.0
2017/12/29,1155.0
2018/1/2,1155.0
2018/1/3,1160.0
2018/1/4,1160.0
2018/1/5,1160.0
2018/1/8,1160.0
2018/1/9,1160.0
2018/1/10,1180.0
2018/1/11,1180.0
2018/1/12,1180.0
2018/1/15,1180.0
2018/1/16,1180.0
2018/1/17,1210.0
2018/1/18,1210.0
2018/1/19,1210.0
2018/1/22,1210.0
2018/1/23,1210.0
2018/1/24,1230.0
2018/1/25,1230.0
2018/1/26,1230.0
2018/1/29,1230.0
2018/1/30,1230.0
2018/1/31,1270.0
2018/2/1,1270.0
2018/2/2,1270.0
2018/2/5,1270.0
2018/2/6,1270.0
2018/2/7,1270.0
2018/2/8,1260.0
2018/2/9,1260.0
2018/2/12,1260.0
2018/2/13,1260.0
2018/2/14,1260.0
2018/2/22,1260.0
2018/2/23,1260.0
2018/2/26,1260.0
2018/2/27,1260.0
2018/2/28,1260.0
2018/3/1,1260.0
2018/3/2,1260.0
2018/3/5,1260.0
2018/3/6,1260.0
2018/3/7,1260.0
2018/3/8,1260.0
2018/3/9,1260.0
2018/3/12,1260.0
2018/3/13,1260.0
2018/3/14,1255.0
2018/3/15,1255.0
2018/3/16,1255.0
2018/3/19,1255.0
2018/3/20,1255.0
2018/3/21,1180.0
2018/3/22,1180.0
2018/3/23,1180.0
2018/3/26,1180.0
2018/3/27,1180.0
2018/3/28,1140.0
2018/3/29,1140.0
2018/3/30,1140.0
2018/4/2,1140.0
2018/4/3,1140.0
2018/4/4,1140.0
2018/4/9,1140.0
2018/4/10,1140.0
2018/4/11,1180.0
2018/4/12,1180.0
2018/4/13,1180.0
2018/4/16,1180.0
2018/4/17,1180.0
2018/4/18,1200.0
2018/4/19,1200.0
2018/4/20,1200.0
2018/4/23,1200.0
2018/4/24,1200.0
2018/4/25,1220.0
2018/4/26,1220.0
2018/4/27,1220.0
2018/5/2,1240.0
2018/5/3,1240.0
2018/5/4,1240.0
2018/5/7,1240.0
2018/5/8,1240.0
2018/5/9,1240.0
2018/5/10,1250.0
2018/5/11,1250.0
2018/5/14,1250.0
2018/5/15,1250.0
2018/5/16,1270.0
2018/5/17,1270.0
2018/5/18,1270.0
2018/5/21,1270.0
2018/5/22,1270.0
2018/5/23,1210.0
2018/5/24,1210.0
2018/5/25,1210.0
2018/5/28,1210.0
2018/5/29,1210.0
2018/5/30,1210.0
2018/5/31,1210.0
2018/6/1,1210.0
2018/6/4,1210.0
2018/6/5,1210.0
2018/6/6,1220.0
2018/6/7,1220.0
2018/6/8,1220.0
2018/6/11,1220.0
2018/6/12,1220.0
2018/6/13,1230.0
2018/6/14,1230.0
2018/6/15,1230.0
2018/6/19,1230.0
2018/6/20,1230.0
2018/6/21,1230.0
2018/6/22,1230.0
2018/6/25,1230.0
2018/6/26,1230.0
2018/6/27,1195.0
2018/6/28,1195.0
2018/6/29,1195.0
2018/7/2,1195.0
2018/7/3,1195.0
2018/7/4,1190.0
2018/7/5,1190.0
2018/7/6,1190.0
2018/7/9,1190.0
2018/7/10,1190.0
2018/7/11,1190.0
2018/7/12,1190.0
2018/7/13,1190.0
2018/7/16,1190.0
2018/7/17,1190.0
2018/7/18,1190.0
2018/7/19,1190.0
2018/7/20,1190.0
2018/7/23,1190.0
2018/7/24,1190.0
2018/7/25,1190.0
2018/7/26,1190.0
2018/7/27,1190.0
2018/7/30,1190.0
2018/7/31,1190.0
2018/8/1,1180.0
2018/8/2,1180.0
2018/8/3,1180.0
2018/8/6,1180.0
2018/8/7,1180.0
2018/8/8,1190.0
2018/8/9,1190.0
2018/8/10,1190.0
2018/8/13,1190.0
2018/8/14,1190.0
2018/8/15,1180.0
2018/8/16,1180.0
2018/8/17,1180.0
2018/8/20,1180.0
2018/8/21,1180.0
2018/8/22,1180.0
2018/8/23,1180.0
2018/8/24,1180.0
2018/8/27,1180.0
2018/8/28,1180.0
2018/8/29,1180.0
2018/8/30,1180.0
2018/8/31,1180.0
2018/9/3,1180.0
2018/9/4,1180.0
2018/9/5,1170.0
2018/9/6,1170.0
2018/9/7,1170.0
2018/9/10,1170.0
2018/9/11,1170.0
2018/9/12,1180.0
2018/9/13,1180.0
2018/9/14,1180.0
2018/9/17,1180.0
2018/9/18,1180.0
2018/9/19,1170.0
2018/9/20,1170.0
2018/9/21,1170.0
2018/9/25,1170.0
2018/9/26,1170.0
2018/9/27,1170.0
2018/9/28,1170.0
2018/10/8,1170.0
2018/10/9,1170.0
2018/10/10,1170.0
2018/10/11,1170.0
2018/10/12,1170.0
2018/10/15,1170.0
2018/10/16,1170.0
2018/10/17,1160.0
2018/10/18,1160.0
2018/10/19,1160.0
2018/10/22,1160.0
2018/10/23,1160.0
2018/10/24,1160.0
2018/10/25,1160.0
2018/10/26,1160.0
2018/10/29,1160.0
2018/10/30,1160.0
2018/10/31,1150.0
2018/11/1,1150.0
2018/11/2,1150.0
2018/11/5,1150.0
2018/11/6,1150.0
2018/11/7,1130.0
2018/11/8,1130.0
2018/11/9,1130.0
2018/11/12,1130.0
2018/11/13,1130.0
2018/11/14,1100.0
2018/11/15,1100.0
2018/11/16,1100.0
2018/11/19,1100.0
2018/11/20,1100.0
2018/11/21,1050.0
2018/11/22,1050.0
2018/11/23,1050.0
2018/11/26,1050.0
2018/11/27,1050.0
2018/11/28,1030.0
2018/11/29,1030.0
2018/11/30,1030.0
2018/12/3,1030.0
2018/12/4,1030.0
2018/12/5,970.0
2018/12/6,970.0
2018/12/7,970.0
2018/12/10,970.0
2018/12/11,970.0
2018/12/12,970.0
2018/12/13,1000.0
2018/12/14,1000.0
2018/12/17,1000.0
2018/12/18,1000.0
2018/12/19,1020.0
2018/12/20,1020.0
2018/12/21,1020.0
2018/12/24,1020.0
2018/12/25,1020.0
2018/12/26,1020.0
2018/12/27,1020.0
2018/12/28,1020.0
2019/1/2,1020.0
2019/1/3,1020.0
2019/1/4,1020.0
2019/1/7,1020.0
2019/1/8,1020.0
2019/1/9,1020.0
2019/1/10,1000.0
2019/1/11,1000.0
2019/1/14,1000.0
2019/1/15,1000.0
2019/1/16,980.0
2019/1/17,980.0
2019/1/18,980.0
2019/1/21,980.0
2019/1/22,980.0
2019/1/23,980.0
2019/1/24,980.0
2019/1/25,980.0
2019/1/28,980.0
2019/1/29,980.0
2019/1/30,1000.0
2019/1/31,1000.0
2019/2/1,1000.0
2019/2/11,1000.0
2019/2/12,1000.0
2019/2/13,1000.0
2019/2/14,1000.0
2019/2/15,1000.0
2019/2/18,1000.0
2019/2/19,1000.0
2019/2/20,1000.0
2019/2/21,1000.0
2019/2/22,1000.0
2019/2/25,1000.0
2019/2/26,1000.0
2019/2/27,1000.0
2019/2/28,1000.0
2019/3/1,1000.0
2019/3/4,1000.0
2019/3/5,1000.0
2019/3/6,1000.0
2019/3/7,1000.0
2019/3/8,1000.0
2019/3/11,1000.0
2019/3/12,1000.0
2019/3/13,1000.0
2019/3/14,1000.0
2019/3/15,1000.0
2019/3/18,1000.0
2019/3/19,1000.0
2019/3/20,1000.0
2019/3/21,991.0
2019/3/22,991.0
2019/3/25,991.0
2019/3/26,991.0
2019/3/27,991.0
2019/3/28,991.0
2019/3/29,991.0
2019/4/1,991.0
2019/4/2,991.0
2019/4/3,1010.0
2019/4/4,1010.0
2019/4/8,1010.0
2019/4/9,1010.0
2019/4/10,1010.0
2019/4/11,1010.0
2019/4/12,1010.0
2019/4/15,1010.0
2019/4/16,1010.0
2019/4/17,1010.0
2019/4/18,1010.0
2019/4/19,1010.0
2019/4/22,1010.0
2019/4/23,1010.0
2019/4/24,1010.0
2019/4/25,1010.0
2019/4/26,1010.0
2019/4/29,1010.0
2019/4/30,1010.0
2019/5/6,1010.0
2019/5/7,1010.0
2019/5/8,1010.0
2019/5/9,1010.0
2019/5/10,1010.0
2019/5/13,1010.0
2019/5/14,1010.0
2019/5/15,990.0
2019/5/16,990.0
2019/5/17,990.0
2019/5/20,990.0
2019/5/21,990.0
2019/5/22,990.0
2019/5/23,970.0
2019/5/24,970.0
2019/5/27,970.0
2019/5/28,970.0
2019/5/29,950.0
2019/5/30,950.0
2019/5/31,950.0
2019/6/3,950.0
2019/6/4,950.0
2019/6/5,905.0
2019/6/6,905.0
2019/6/10,905.0
2019/6/11,905.0
2019/6/12,880.0
2019/6/13,880.0
2019/6/14,880.0
2019/6/17,880.0
2019/6/18,880.0
2019/6/19,880.0
2019/6/20,880.0
2019/6/21,880.0
2019/6/24,880.0
2019/6/25,880.0
2019/6/26,880.0
2019/6/27,880.0
2019/6/28,880.0
2019/7/1,880.0
2019/7/2,880.0
2019/7/3,880.0
2019/7/4,900.0
2019/7/5,900.0
2019/7/8,900.0
2019/7/9,900.0
2019/7/10,920.0
2019/7/11,920.0
2019/7/12,920.0
2019/7/15,920.0
2019/7/16,920.0
2019/7/17,940.0
2019/7/18,940.0
2019/7/19,940.0
2019/7/22,940.0
2019/7/23,940.0
2019/7/24,920.0
2019/7/25,920.0
2019/7/26,920.0
2019/7/29,920.0
2019/7/30,920.0
2019/7/31,880.0
2019/8/1,880.0
2019/8/2,880.0
2019/8/5,880.0
2019/8/6,880.0
2019/8/7,880.0
2019/8/8,880.0
2019/8/9,880.0
2019/8/12,880.0
2019/8/13,880.0
2019/8/14,880.0
2019/8/15,880.0
2019/8/16,880.0
2019/8/19,880.0
2019/8/20,880.0
2019/8/21,875.0
2019/8/22,875.0
2019/8/23,875.0
2019/8/26,875.0
2019/8/27,875.0
2019/8/28,860.0
2019/8/29,860.0
2019/8/30,860.0
2019/9/2,860.0
2019/9/3,860.0
2019/9/4,860.0
2019/9/5,860.0
2019/9/6,860.0
2019/9/9,860.0
2019/9/10,860.0
2019/9/11,860.0
2019/9/12,860.0
2019/9/16,860.0
2019/9/17,860.0
2019/9/18,860.0
2019/9/19,900.0
2019/9/20,860.0
2019/9/23,860.0
2019/9/24,900.0
2019/9/25,860.0
2019/9/26,860.0
2019/9/27,860.0
2019/9/30,860.0
2019/10/8,860.0
2019/10/9,860.0
2019/10/10,860.0
2019/10/11,860.0
2019/10/14,860.0
2019/10/15,860.0
2019/10/16,820.0
2019/10/17,820.0
2019/10/18,820.0
2019/10/21,820.0
2019/10/22,820.0
