dt,hd cfr
2013/8/27,1420.0
2013/8/28,1420.0
2013/8/29,1430.0
2013/8/30,1430.0
2013/9/2,1430.0
2013/9/3,1430.0
2013/9/4,1430.0
2013/9/5,1440.0
2013/9/6,1440.0
2013/9/9,1440.0
2013/9/10,1440.0
2013/9/11,1460.0
2013/9/12,1460.0
2013/9/13,1460.0
2013/9/16,1460.0
2013/9/17,1480.0
2013/9/18,1480.0
2013/9/23,1480.0
2013/9/24,1480.0
2013/9/25,1480.0
2013/9/26,1490.0
2013/9/27,1480.0
2013/10/8,1480.0
2013/10/9,1480.0
2013/10/10,1480.0
2013/10/11,1480.0
2013/10/14,1500.0
2013/10/15,1500.0
2013/10/16,1500.0
2013/10/17,1500.0
2013/10/18,1500.0
2013/10/21,1500.0
2013/10/22,1500.0
2013/10/23,1500.0
2013/10/24,1500.0
2013/10/25,1500.0
2013/10/28,1500.0
2013/10/29,1500.0
2013/10/30,1500.0
2013/10/31,1520.0
2013/11/1,1520.0
2013/11/4,1520.0
2013/11/5,1520.0
2013/11/6,1520.0
2013/11/7,1520.0
2013/11/8,1520.0
2013/11/11,1520.0
2013/11/12,1520.0
2013/11/13,1520.0
2013/11/14,1520.0
2013/11/15,1520.0
2013/11/18,1520.0
2013/11/19,1520.0
2013/11/20,1520.0
2013/11/21,1520.0
2013/11/22,1520.0
2013/11/25,1520.0
2013/11/26,1520.0
2013/11/27,1520.0
2013/11/28,1520.0
2013/11/29,1520.0
2013/12/2,1530.0
2013/12/3,1530.0
2013/12/4,1530.0
2013/12/5,1530.0
2013/12/6,1530.0
2013/12/9,1530.0
2013/12/10,1540.0
2013/12/11,1540.0
2013/12/12,1540.0
2013/12/13,1520.0
2013/12/16,1520.0
2013/12/17,1520.0
2013/12/18,1520.0
2013/12/19,1520.0
2013/12/20,1530.0
2013/12/23,1530.0
2013/12/24,1530.0
2013/12/25,1520.0
2013/12/26,1520.0
2013/12/27,1520.0
2013/12/30,1520.0
2013/12/31,1520.0
2014/1/2,1520.0
2014/1/3,1520.0
2014/1/6,1520.0
2014/1/7,1520.0
2014/1/8,1520.0
2014/1/9,1520.0
2014/1/10,1520.0
2014/1/13,1520.0
2014/1/14,1520.0
2014/1/15,1520.0
2014/1/16,1520.0
2014/1/17,1520.0
2014/1/20,1520.0
2014/1/21,1520.0
2014/1/22,1520.0
2014/1/23,1520.0
2014/1/24,1520.0
2014/1/27,1520.0
2014/1/28,1520.0
2014/1/29,1520.0
2014/1/30,1520.0
2014/2/7,1520.0
2014/2/10,1520.0
2014/2/11,1520.0
2014/2/12,1510.0
2014/2/13,1510.0
2014/2/14,1510.0
2014/2/17,1500.0
2014/2/18,1500.0
2014/2/19,1500.0
2014/2/20,1520.0
2014/2/21,1480.0
2014/2/24,1480.0
2014/2/25,1480.0
2014/2/26,1480.0
2014/2/27,1465.0
2014/2/28,1450.0
2014/3/3,1480.0
2014/3/4,1480.0
2014/3/5,1480.0
2014/3/6,1480.0
2014/3/7,1480.0
2014/3/10,1480.0
2014/3/11,1480.0
2014/3/12,1480.0
2014/3/13,1480.0
2014/3/14,1480.0
2014/3/17,1480.0
2014/3/18,1480.0
2014/3/19,1490.0
2014/3/20,1490.0
2014/3/21,1490.0
2014/3/24,1485.0
2014/3/25,1485.0
2014/3/26,1485.0
2014/3/27,1485.0
2014/3/28,1485.0
2014/3/31,1485.0
2014/4/1,1485.0
2014/4/2,1485.0
2014/4/3,1485.0
2014/4/4,1485.0
2014/4/8,1510.0
2014/4/9,1510.0
2014/4/10,1510.0
2014/4/11,1510.0
2014/4/14,1510.0
2014/4/15,1510.0
2014/4/16,1500.0
2014/4/17,1500.0
2014/4/18,1500.0
2014/4/21,1500.0
2014/4/22,1500.0
2014/4/23,1500.0
2014/4/24,1500.0
2014/4/25,1500.0
2014/4/28,1500.0
2014/4/29,1510.0
2014/4/30,1510.0
2014/5/5,1510.0
2014/5/6,1510.0
2014/5/7,1510.0
2014/5/8,1510.0
2014/5/9,1510.0
2014/5/12,1510.0
2014/5/13,1510.0
2014/5/14,1510.0
2014/5/15,1510.0
2014/5/16,1510.0
2014/5/19,1510.0
2014/5/20,1510.0
2014/5/21,1510.0
2014/5/22,1510.0
2014/5/23,1510.0
2014/5/26,1510.0
2014/5/27,1510.0
2014/5/28,1510.0
2014/5/29,1510.0
2014/5/30,1510.0
2014/6/3,1510.0
2014/6/4,1510.0
2014/6/5,1510.0
2014/6/6,1510.0
2014/6/9,1510.0
2014/6/10,1510.0
2014/6/11,1510.0
2014/6/12,1510.0
2014/6/13,1510.0
2014/6/16,1510.0
2014/6/17,1510.0
2014/6/18,1510.0
2014/6/19,1510.0
2014/6/20,1510.0
2014/6/23,1510.0
2014/6/24,1500.0
2014/6/25,1500.0
2014/6/26,1500.0
2014/6/27,1500.0
2014/6/30,1500.0
2014/7/1,1500.0
2014/7/2,1500.0
2014/7/3,1500.0
2014/7/4,1510.0
2014/7/7,1510.0
2014/7/8,1510.0
2014/7/9,1510.0
2014/7/10,1510.0
2014/7/11,1510.0
2014/7/14,1510.0
2014/7/15,1510.0
2014/7/16,1500.0
2014/7/17,1500.0
2014/7/18,1500.0
2014/7/21,1500.0
2014/7/22,1500.0
2014/7/23,1500.0
2014/7/24,1500.0
2014/7/25,1500.0
2014/7/28,1500.0
2014/7/29,1510.0
2014/7/30,1510.0
2014/7/31,1510.0
2014/8/1,1510.0
2014/8/4,1510.0
2014/8/5,1510.0
2014/8/6,1510.0
2014/8/7,1510.0
2014/8/8,1510.0
2014/8/11,1510.0
2014/8/12,1510.0
2014/8/13,1500.0
2014/8/14,1500.0
2014/8/15,1500.0
2014/8/18,1500.0
2014/8/19,1500.0
2014/8/20,1500.0
2014/8/21,1500.0
2014/8/22,1500.0
2014/8/25,1500.0
2014/8/26,1500.0
2014/8/27,1500.0
2014/8/28,1490.0
2014/8/29,1490.0
2014/9/1,1500.0
2014/9/2,1510.0
2014/9/3,1510.0
2014/9/4,1510.0
2014/9/5,1510.0
2014/9/9,1520.0
2014/9/10,1520.0
2014/9/11,1520.0
2014/9/12,1520.0
2014/9/15,1520.0
2014/9/16,1520.0
2014/9/17,1520.0
2014/9/18,1500.0
2014/9/19,1500.0
2014/9/22,1500.0
2014/9/23,1490.0
2014/9/24,1490.0
2014/9/25,1490.0
2014/9/26,1490.0
2014/9/29,1490.0
2014/9/30,1490.0
2014/10/8,1490.0
2014/10/9,1490.0
2014/10/10,1490.0
2014/10/13,1490.0
2014/10/14,1470.0
2014/10/15,1470.0
2014/10/16,1470.0
2014/10/17,1470.0
2014/10/20,1470.0
2014/10/21,1470.0
2014/10/22,1460.0
2014/10/23,1460.0
2014/10/24,1460.0
2014/10/27,1460.0
2014/10/28,1470.0
2014/10/29,1470.0
2014/10/30,1470.0
2014/10/31,1470.0
2014/11/3,1470.0
2014/11/4,1450.0
2014/11/5,1420.0
2014/11/6,1420.0
2014/11/7,1420.0
2014/11/10,1400.0
2014/11/11,1400.0
2014/11/12,1390.0
2014/11/13,1390.0
2014/11/14,1390.0
2014/11/17,1380.0
2014/11/18,1380.0
2014/11/19,1370.0
2014/11/20,1370.0
2014/11/21,1370.0
2014/11/24,1380.0
2014/11/25,1380.0
2014/11/26,1290.0
2014/11/27,1290.0
2014/11/28,1290.0
2014/12/1,1280.0
2014/12/2,1280.0
2014/12/3,1270.0
2014/12/4,1270.0
2014/12/5,1250.0
2014/12/8,1200.0
2014/12/9,1200.0
2014/12/10,1150.0
2014/12/11,1130.0
2014/12/12,1130.0
2014/12/15,1130.0
2014/12/16,1150.0
2014/12/17,1150.0
2014/12/18,1150.0
2014/12/19,1150.0
2014/12/22,1150.0
2014/12/23,1150.0
2014/12/24,1150.0
2014/12/25,1150.0
2014/12/26,1150.0
2014/12/29,1150.0
2014/12/30,1150.0
2014/12/31,1150.0
2015/1/5,1150.0
2015/1/6,1150.0
2015/1/7,1150.0
2015/1/8,1150.0
2015/1/9,1150.0
2015/1/12,1150.0
2015/1/13,1150.0
2015/1/14,1150.0
2015/1/15,1150.0
2015/1/16,1150.0
2015/1/19,1150.0
2015/1/20,1150.0
2015/1/21,1150.0
2015/1/22,1150.0
2015/1/23,1150.0
2015/1/26,1150.0
2015/1/27,1150.0
2015/1/28,1130.0
2015/1/29,1100.0
2015/1/30,1100.0
2015/2/2,1130.0
2015/2/3,1130.0
2015/2/4,1130.0
2015/2/5,1150.0
2015/2/6,1150.0
2015/2/9,1150.0
2015/2/10,1170.0
2015/2/11,1170.0
2015/2/12,1170.0
2015/2/13,1170.0
2015/2/16,1170.0
2015/2/17,1170.0
2015/2/25,1170.0
2015/2/26,1200.0
2015/2/27,1200.0
2015/3/2,1230.0
2015/3/3,1230.0
2015/3/4,1230.0
2015/3/5,1230.0
2015/3/6,1230.0
2015/3/9,1250.0
2015/3/10,1280.0
2015/3/11,1280.0
2015/3/12,1280.0
2015/3/13,1270.0
2015/3/16,1270.0
2015/3/17,1270.0
2015/3/18,1270.0
2015/3/19,1260.0
2015/3/20,1260.0
2015/3/23,1260.0
2015/3/24,1260.0
2015/3/25,1270.0
2015/3/26,1270.0
2015/3/27,1270.0
2015/3/30,1300.0
2015/3/31,1300.0
2015/4/1,1300.0
2015/4/2,1320.0
2015/4/3,1320.0
2015/4/6,1330.0
2015/4/7,1330.0
2015/4/8,1330.0
2015/4/9,1340.0
2015/4/10,1340.0
2015/4/13,1300.0
2015/4/14,1300.0
2015/4/15,1300.0
2015/4/16,1320.0
2015/4/17,1320.0
2015/4/20,1320.0
2015/4/21,1320.0
2015/4/22,1330.0
2015/4/23,1330.0
2015/4/24,1330.0
2015/4/27,1340.0
2015/4/28,1340.0
2015/4/29,1350.0
2015/4/30,1350.0
2015/5/4,1360.0
2015/5/5,1360.0
2015/5/6,1360.0
2015/5/7,1370.0
2015/5/8,1370.0
2015/5/11,1350.0
2015/5/12,1350.0
2015/5/13,1350.0
2015/5/14,1340.0
2015/5/15,1340.0
2015/5/18,1330.0
2015/5/19,1330.0
2015/5/20,1320.0
2015/5/21,1330.0
2015/5/22,1320.0
2015/5/25,1320.0
2015/5/26,1320.0
2015/5/27,1320.0
2015/5/28,1300.0
2015/5/29,1300.0
2015/6/1,1300.0
2015/6/2,1300.0
2015/6/3,1300.0
2015/6/4,1300.0
2015/6/5,1300.0
2015/6/8,1300.0
2015/6/9,1300.0
2015/6/10,1300.0
2015/6/11,1300.0
2015/6/12,1300.0
2015/6/15,1300.0
2015/6/16,1300.0
2015/6/17,1300.0
2015/6/18,1300.0
2015/6/19,1300.0
2015/6/23,1320.0
2015/6/24,1320.0
2015/6/25,1320.0
2015/6/26,1320.0
2015/6/29,1330.0
2015/6/30,1330.0
2015/7/1,1340.0
2015/7/2,1340.0
2015/7/3,1340.0
2015/7/6,1340.0
2015/7/7,1340.0
2015/7/8,1320.0
2015/7/9,1320.0
2015/7/10,1320.0
2015/7/13,1320.0
2015/7/14,1320.0
2015/7/15,1300.0
2015/7/16,1300.0
2015/7/17,1300.0
2015/7/20,1280.0
2015/7/21,1280.0
2015/7/22,1250.0
2015/7/23,1250.0
2015/7/24,1250.0
2015/7/27,1250.0
2015/7/28,1230.0
2015/7/29,1230.0
2015/7/30,1230.0
2015/7/31,1200.0
2015/8/3,1200.0
2015/8/4,1200.0
2015/8/5,1200.0
2015/8/6,1200.0
2015/8/7,1200.0
2015/8/10,1200.0
2015/8/11,1200.0
2015/8/12,1190.0
2015/8/13,1190.0
2015/8/14,1190.0
2015/8/17,1190.0
2015/8/18,1190.0
2015/8/19,1160.0
2015/8/20,1160.0
2015/8/21,1160.0
2015/8/24,1140.0
2015/8/25,1140.0
2015/8/26,1100.0
2015/8/27,1100.0
2015/8/28,1100.0
2015/8/31,1100.0
2015/9/1,1100.0
2015/9/2,1100.0
2015/9/7,1120.0
2015/9/8,1120.0
2015/9/9,1120.0
2015/9/10,1140.0
2015/9/11,1140.0
2015/9/14,1140.0
2015/9/15,1140.0
2015/9/16,1140.0
2015/9/17,1140.0
2015/9/18,1140.0
2015/9/21,1130.0
2015/9/22,1130.0
2015/9/23,1120.0
2015/9/24,1120.0
2015/9/25,1120.0
2015/9/28,1120.0
2015/9/29,1120.0
2015/9/30,1120.0
2015/10/8,1120.0
2015/10/9,1120.0
2015/10/12,1150.0
2015/10/13,1150.0
2015/10/14,1150.0
2015/10/15,1150.0
2015/10/16,1150.0
2015/10/19,1130.0
2015/10/20,1130.0
2015/10/21,1130.0
2015/10/22,1130.0
2015/10/23,1130.0
2015/10/26,1120.0
2015/10/27,1120.0
2015/10/28,1100.0
2015/10/29,1100.0
2015/10/30,1100.0
2015/11/2,1100.0
2015/11/3,1100.0
2015/11/4,1100.0
2015/11/5,1100.0
2015/11/6,1100.0
2015/11/9,1080.0
2015/11/10,1080.0
2015/11/11,1070.0
2015/11/12,1070.0
2015/11/13,1070.0
2015/11/16,1050.0
2015/11/17,1040.0
2015/11/18,1040.0
2015/11/19,1030.0
2015/11/20,1030.0
2015/11/23,1030.0
2015/11/24,1030.0
2015/11/25,1030.0
2015/11/26,1030.0
2015/11/27,1030.0
2015/11/30,1000.0
2015/12/1,1000.0
2015/12/2,1000.0
2015/12/3,1000.0
2015/12/4,1000.0
2015/12/7,980.0
2015/12/8,980.0
2015/12/9,980.0
2015/12/10,980.0
2015/12/11,980.0
2015/12/14,980.0
2015/12/15,980.0
2015/12/16,980.0
2015/12/17,980.0
2015/12/18,980.0
2015/12/21,980.0
2015/12/22,980.0
2015/12/23,980.0
2015/12/24,980.0
2015/12/25,980.0
2015/12/28,980.0
2015/12/29,980.0
2015/12/30,980.0
2015/12/31,980.0
2016/1/4,1070.0
2016/1/5,1070.0
2016/1/6,1070.0
2016/1/7,1070.0
2016/1/8,1070.0
2016/1/11,1080.0
2016/1/12,1080.0
2016/1/13,1080.0
2016/1/14,1080.0
2016/1/15,1080.0
2016/1/18,1080.0
2016/1/19,1080.0
2016/1/20,1070.0
2016/1/21,1070.0
2016/1/22,1070.0
2016/1/25,1085.0
2016/1/26,1080.0
2016/1/27,1080.0
2016/1/28,1080.0
2016/1/29,1080.0
2016/2/1,1080.0
2016/2/2,1080.0
2016/2/3,1080.0
2016/2/4,1080.0
2016/2/5,1080.0
2016/2/15,1080.0
2016/2/16,1080.0
2016/2/17,1080.0
2016/2/18,1090.0
2016/2/19,1100.0
2016/2/22,1100.0
2016/2/23,1100.0
2016/2/24,1110.0
2016/2/25,1110.0
2016/2/26,1110.0
2016/2/29,1110.0
2016/3/1,1110.0
2016/3/2,1110.0
2016/3/3,1115.0
2016/3/4,1115.0
2016/3/7,1115.0
2016/3/8,1120.0
2016/3/9,1125.0
2016/3/10,1125.0
2016/3/11,1130.0
2016/3/14,1130.0
2016/3/15,1130.0
2016/3/16,1130.0
2016/3/17,1130.0
2016/3/18,1130.0
2016/3/21,1145.0
2016/3/22,1145.0
2016/3/23,1145.0
2016/3/24,1145.0
2016/3/25,1160.0
2016/3/28,1165.0
2016/3/29,1165.0
2016/3/30,1165.0
2016/3/31,1165.0
2016/4/1,1165.0
2016/4/5,1160.0
2016/4/6,1160.0
2016/4/7,1150.0
2016/4/8,1150.0
2016/4/11,1140.0
2016/4/12,1140.0
2016/4/13,1140.0
2016/4/14,1140.0
2016/4/15,1140.0
2016/4/18,1140.0
2016/4/19,1120.0
2016/4/20,1120.0
2016/4/21,1120.0
2016/4/22,1120.0
2016/4/25,1120.0
2016/4/26,1100.0
2016/4/27,1100.0
2016/4/28,1100.0
2016/4/29,1100.0
2016/5/3,1080.0
2016/5/4,1080.0
2016/5/5,1080.0
2016/5/6,1080.0
2016/5/9,1060.0
2016/5/10,1060.0
2016/5/11,1060.0
2016/5/12,1050.0
2016/5/13,1050.0
2016/5/16,1050.0
2016/5/17,1050.0
2016/5/18,1050.0
2016/5/19,1050.0
2016/5/20,1050.0
2016/5/23,1040.0
2016/5/24,1040.0
2016/5/25,1040.0
2016/5/26,1040.0
2016/5/27,1040.0
2016/5/30,1045.0
2016/5/31,1045.0
2016/6/1,1045.0
2016/6/2,1045.0
2016/6/3,1045.0
2016/6/6,1045.0
2016/6/7,1045.0
2016/6/8,1045.0
2016/6/13,1050.0
2016/6/14,1050.0
2016/6/15,1050.0
2016/6/16,1060.0
2016/6/17,1060.0
2016/6/20,1070.0
2016/6/21,1070.0
2016/6/22,1070.0
2016/6/23,1080.0
2016/6/24,1080.0
2016/6/27,1080.0
2016/6/28,1080.0
2016/6/29,1080.0
2016/6/30,1080.0
2016/7/1,1080.0
2016/7/4,1090.0
2016/7/5,1090.0
2016/7/6,1100.0
2016/7/7,1100.0
2016/7/8,1100.0
2016/7/11,1100.0
2016/7/12,1100.0
2016/7/13,1100.0
2016/7/14,1100.0
2016/7/15,1100.0
2016/7/18,1090.0
2016/7/19,1080.0
2016/7/20,1080.0
2016/7/21,1080.0
2016/7/22,1080.0
2016/7/25,1050.0
2016/7/26,1050.0
2016/7/27,1050.0
2016/7/28,1050.0
2016/7/29,1030.0
2016/8/1,1030.0
2016/8/2,1030.0
2016/8/3,1030.0
2016/8/4,1030.0
2016/8/5,1030.0
2016/8/8,1030.0
2016/8/9,1030.0
2016/8/10,1030.0
2016/8/11,1030.0
2016/8/12,1030.0
2016/8/15,1030.0
2016/8/16,1030.0
2016/8/17,1030.0
2016/8/18,1030.0
2016/8/19,1030.0
2016/8/22,1030.0
2016/8/23,1030.0
2016/8/24,1030.0
2016/8/25,1030.0
2016/8/26,1030.0
2016/8/29,1030.0
2016/8/30,1030.0
2016/8/31,1030.0
2016/9/1,1030.0
2016/9/2,1020.0
2016/9/5,1020.0
2016/9/6,1020.0
2016/9/7,1020.0
2016/9/8,1020.0
2016/9/9,1020.0
2016/9/12,1020.0
2016/9/13,1020.0
2016/9/14,1020.0
2016/9/19,1020.0
2016/9/20,1020.0
2016/9/21,1020.0
2016/9/22,1020.0
2016/9/23,1020.0
2016/9/26,1020.0
2016/9/27,1020.0
2016/9/28,1020.0
2016/9/29,1020.0
2016/9/30,1020.0
2016/10/10,1020.0
2016/10/11,1020.0
2016/10/12,1020.0
2016/10/13,1020.0
2016/10/14,1035.0
2016/10/17,1035.0
2016/10/18,1035.0
2016/10/19,1035.0
2016/10/20,1035.0
2016/10/21,1050.0
2016/10/24,1050.0
2016/10/25,1050.0
2016/10/26,1050.0
2016/10/27,1050.0
2016/10/28,1050.0
2016/10/31,1050.0
2016/11/1,1050.0
2016/11/2,1050.0
2016/11/3,1050.0
2016/11/4,1050.0
2016/11/7,1050.0
2016/11/8,1050.0
2016/11/9,1050.0
2016/11/10,1050.0
2016/11/11,1085.0
2016/11/14,1085.0
2016/11/15,1085.0
2016/11/16,1085.0
2016/11/17,1085.0
2016/11/18,1085.0
2016/11/21,1085.0
2016/11/22,1085.0
2016/11/23,1085.0
2016/11/24,1085.0
2016/11/25,1045.0
2016/11/28,1045.0
2016/11/29,1045.0
2016/11/30,1045.0
2016/12/1,1045.0
2016/12/2,1045.0
2016/12/5,1045.0
2016/12/6,1045.0
2016/12/7,1045.0
2016/12/8,1045.0
2016/12/9,1050.0
2016/12/12,1050.0
2016/12/13,1070.0
2016/12/14,1070.0
2016/12/15,1130.0
2016/12/16,1130.0
2016/12/19,1130.0
2016/12/20,1130.0
2016/12/21,1130.0
2016/12/22,1130.0
2016/12/23,1130.0
2016/12/26,1130.0
2016/12/27,1130.0
2016/12/28,1130.0
2016/12/29,1130.0
2016/12/30,1130.0
2017/1/3,1130.0
2017/1/4,1130.0
2017/1/5,1130.0
2017/1/6,1130.0
2017/1/9,1130.0
2017/1/10,1130.0
2017/1/11,1130.0
2017/1/12,1130.0
2017/1/13,1130.0
2017/1/16,1130.0
2017/1/17,1130.0
2017/1/18,1130.0
2017/1/19,1130.0
2017/1/20,1130.0
2017/1/23,1130.0
2017/1/24,1130.0
2017/1/25,1130.0
2017/1/26,1130.0
2017/2/3,1140.0
2017/2/6,1140.0
2017/2/7,1140.0
2017/2/8,1140.0
2017/2/9,1140.0
2017/2/10,1140.0
2017/2/13,1140.0
2017/2/14,1140.0
2017/2/15,1150.0
2017/2/16,1150.0
2017/2/17,1150.0
2017/2/20,1150.0
2017/2/21,1150.0
2017/2/22,1150.0
2017/2/23,1150.0
2017/2/24,1150.0
2017/2/27,1150.0
2017/2/28,1150.0
2017/3/1,1110.0
2017/3/2,1110.0
2017/3/3,1110.0
2017/3/6,1110.0
2017/3/7,1110.0
2017/3/8,1110.0
2017/3/9,1110.0
2017/3/10,1110.0
2017/3/13,1110.0
2017/3/14,1110.0
2017/3/15,1120.0
2017/3/16,1120.0
2017/3/17,1120.0
2017/3/20,1110.0
2017/3/21,1110.0
2017/3/22,1110.0
2017/3/23,1110.0
2017/3/24,1110.0
2017/3/27,1110.0
2017/3/28,1110.0
2017/3/29,1110.0
2017/3/30,1110.0
2017/3/31,1110.0
2017/4/5,1110.0
2017/4/6,1110.0
2017/4/7,1110.0
2017/4/10,1140.0
2017/4/11,1140.0
2017/4/12,1140.0
2017/4/13,1140.0
2017/4/14,1140.0
2017/4/17,1140.0
2017/4/18,1140.0
2017/4/19,1140.0
2017/4/20,1140.0
2017/4/21,1140.0
2017/4/24,1140.0
2017/4/25,1140.0
2017/4/26,1135.0
2017/4/27,1135.0
2017/4/28,1135.0
2017/5/2,1135.0
2017/5/3,1135.0
2017/5/4,1130.0
2017/5/5,1130.0
2017/5/8,1130.0
2017/5/9,1130.0
2017/5/10,1120.0
2017/5/11,1120.0
2017/5/12,1120.0
2017/5/15,1120.0
2017/5/16,1120.0
2017/5/17,1110.0
2017/5/18,1110.0
2017/5/19,1110.0
2017/5/22,1110.0
2017/5/23,1110.0
2017/5/24,1100.0
2017/5/25,1100.0
2017/5/26,1100.0
2017/5/31,1090.0
2017/6/1,1090.0
2017/6/2,1090.0
2017/6/5,1090.0
2017/6/6,1090.0
2017/6/7,1060.0
2017/6/8,1060.0
2017/6/9,1060.0
2017/6/12,1060.0
2017/6/13,1060.0
2017/6/14,1040.0
2017/6/15,1040.0
2017/6/16,1040.0
2017/6/19,1040.0
2017/6/20,1040.0
2017/6/21,1020.0
2017/6/22,1020.0
2017/6/23,1020.0
2017/6/26,1020.0
2017/6/27,1020.0
2017/6/28,1020.0
2017/6/29,1020.0
2017/6/30,1020.0
2017/7/3,1020.0
2017/7/4,1020.0
2017/7/5,1020.0
2017/7/6,1020.0
2017/7/7,1020.0
2017/7/10,1020.0
2017/7/11,1020.0
2017/7/12,1020.0
2017/7/13,1020.0
2017/7/14,1020.0
2017/7/17,1020.0
2017/7/18,1020.0
2017/7/19,1020.0
2017/7/20,1020.0
2017/7/21,1020.0
2017/7/24,1020.0
2017/7/25,1020.0
2017/7/26,1050.0
2017/7/27,1050.0
2017/7/28,1050.0
2017/7/31,1050.0
2017/8/1,1050.0
2017/8/2,1080.0
2017/8/3,1080.0
2017/8/4,1080.0
2017/8/7,1080.0
2017/8/8,1080.0
2017/8/9,1080.0
2017/8/10,1080.0
2017/8/11,1080.0
2017/8/14,1080.0
2017/8/15,1080.0
2017/8/16,1080.0
2017/8/17,1080.0
2017/8/18,1080.0
2017/8/21,1080.0
2017/8/22,1080.0
2017/8/23,1100.0
2017/8/24,1100.0
2017/8/25,1100.0
2017/8/28,1100.0
2017/8/29,1100.0
2017/8/30,1140.0
2017/8/31,1140.0
2017/9/1,1140.0
2017/9/4,1140.0
2017/9/5,1140.0
2017/9/6,1180.0
2017/9/7,1180.0
2017/9/8,1180.0
2017/9/11,1180.0
2017/9/12,1180.0
2017/9/13,1170.0
2017/9/14,1170.0
2017/9/15,1170.0
2017/9/18,1170.0
2017/9/19,1170.0
2017/9/20,1170.0
2017/9/21,1170.0
2017/9/22,1170.0
2017/9/25,1170.0
2017/9/26,1170.0
2017/9/27,1170.0
2017/9/28,1170.0
2017/9/29,1170.0
2017/10/9,1170.0
2017/10/10,1170.0
2017/10/11,1150.0
2017/10/12,1150.0
2017/10/13,1150.0
2017/10/16,1150.0
2017/10/17,1150.0
2017/10/18,1160.0
2017/10/19,1160.0
2017/10/20,1160.0
2017/10/23,1160.0
