dt,px cfr
2019/11/4,797.0
2019/11/5,802.0
2019/11/6,792.0
2019/11/7,788.0
2019/11/8,785.0
2019/11/11,779.0
2019/11/12,786.0
2019/11/13,788.0
2019/11/14,795.0
2019/11/15,788.0
2019/11/18,790.0
2019/11/19,785.0
2019/11/20,783.0
2019/11/21,790.0
2019/11/22,794.0
2019/11/25,793.0
2019/11/26,790.0
2019/11/27,797.0
2019/11/28,793.5
2019/11/29,798.0
2019/12/2,793.0
2019/12/3,793.0
2019/12/4,796.0
2019/12/5,808.67
2019/12/6,808.0
