dt,JMBF rmb
2019/5/30,748.0
2019/5/31,745.0
2019/6/3,733.0
2019/6/4,744.0
2019/6/5,741.0
2019/6/6,734.0
2019/6/10,737.0
2019/6/11,764.0
2019/6/12,767.0
2019/6/13,786.0
2019/6/14,798.0
2019/6/17,788.0
2019/6/18,799.0
2019/6/19,824.0
2019/6/20,840.0
2019/6/21,834.0
2019/6/24,830.0
2019/6/25,823.0
2019/6/26,825.0
2019/6/27,835.0
2019/6/28,837.0
2019/7/1,864.0
2019/7/2,882.0
2019/7/3,880.0
2019/7/4,864.0
2019/7/5,834.0
2019/7/8,860.0
2019/7/9,870.0
2019/7/10,865.0
2019/7/11,858.0
2019/7/12,857.0
2019/7/15,868.0
2019/7/16,878.0
2019/7/17,868.0
2019/7/18,863.0
2019/7/19,873.0
2019/7/22,858.0
2019/7/23,854.0
2019/7/24,829.0
2019/7/25,839.0
2019/7/26,849.0
2019/7/29,847.0
2019/7/30,855.0
2019/7/31,850.0
2019/8/1,838.0
2019/8/2,819.0
2019/8/5,776.0
2019/8/6,753.0
2019/8/7,728.0
2019/8/8,726.0
2019/8/9,693.0
2019/8/12,675.0
2019/8/13,673.0
2019/8/14,683.0
2019/8/15,680.0
2019/8/16,682.0
2019/8/19,679.0
2019/8/20,679.0
2019/8/21,657.0
2019/8/22,647.0
2019/8/23,651.0
2019/8/26,644.0
2019/8/27,640.0
2019/8/28,637.0
2019/8/29,637.0
