date,ave_corr
2016/2/18,0.507397663
2016/2/19,0.481319785
2016/2/22,0.445969152
2016/2/23,0.42610445
2016/2/24,0.416464372
2016/2/25,0.377663245
2016/2/26,0.348851084
2016/2/29,0.239592629
2016/3/1,0.037644717
2016/3/2,0.046031237
2016/3/3,0.050850092
2016/3/4,0.050342351
2016/3/7,0.058521183
2016/3/8,0.063448043
2016/3/9,0.060729403
2016/3/10,0.048648854
2016/3/11,0.028194521
2016/3/14,-0.00169431
2016/3/15,-0.00227857
2016/3/16,-0.014836129
2016/3/17,-0.018572358
2016/3/18,-0.01615306
2016/3/21,-0.001217594
2016/3/22,0.00419601
2016/3/23,-0.007919585
2016/3/24,-0.029358875
2016/3/25,-0.051566446
2016/3/28,-0.080022326
2016/3/29,-0.098786629
2016/3/30,-0.095805633
2016/3/31,-0.103399379
2016/4/1,-0.110162155
2016/4/5,-0.108580451
2016/4/6,-0.106935398
2016/4/7,-0.099770145
2016/4/8,-0.092228794
2016/4/11,-0.086195597
2016/4/12,-0.082920127
2016/4/13,-0.079011623
2016/4/14,-0.073870683
2016/4/15,-0.060469495
2016/4/18,-0.04544668
2016/4/19,-0.030988739
2016/4/20,-0.021207457
2016/4/21,-0.007276626
2016/4/22,-0.003240509
2016/4/25,-0.001058817
2016/4/26,0.000306152
2016/4/27,0.004208036
2016/4/28,0.008109064
2016/4/29,0.011883146
2016/5/3,0.018076759
2016/5/4,0.021265165
2016/5/5,0.028406792
2016/5/6,0.034367774
2016/5/9,0.036275147
2016/5/10,0.037798147
2016/5/11,0.03853113
2016/5/12,0.039991253
2016/5/13,0.041472238
2016/5/16,0.041824478
2016/5/17,0.032781691
2016/5/18,0.028566786
2016/5/19,0.025907227
2016/5/20,0.016151656
2016/5/23,0.011327521
2016/5/24,0.008208276
2016/5/25,0.006497884
2016/5/26,-0.001968984
2016/5/27,-0.004112095
2016/5/30,-0.001429251
2016/5/31,0.003534431
2016/6/1,0.010332657
2016/6/2,0.016462833
2016/6/3,0.016340956
2016/6/6,0.017139927
2016/6/7,0.021776635
2016/6/8,0.013003233
2016/6/13,0.000473907
2016/6/14,-0.004413566
2016/6/15,-0.004064043
2016/6/16,-0.007123677
2016/6/17,-0.017151189
2016/6/20,-0.013858244
2016/6/21,-0.008741936
2016/6/22,-0.00095846
2016/6/23,0.014439316
2016/6/24,0.031044822
2016/6/27,0.031814187
2016/6/28,0.036577484
2016/6/29,0.054863284
2016/6/30,0.039117259
2016/7/1,0.023703966
2016/7/4,0.01396833
2016/7/5,0.006957862
2016/7/6,0.000553215
2016/7/7,-0.008564406
2016/7/8,-0.017387058
2016/7/11,-0.027132825
2016/7/12,-0.031651934
2016/7/13,-0.033364006
2016/7/14,-0.037190554
2016/7/15,-0.040318252
2016/7/18,-0.041193207
2016/7/19,-0.047272858
2016/7/20,-0.051829387
2016/7/21,-0.056461758
2016/7/22,-0.059461619
2016/7/25,-0.063358727
2016/7/26,-0.06389467
2016/7/27,-0.066696669
2016/7/28,-0.074897415
2016/7/29,-0.082885811
2016/8/1,-0.092445857
2016/8/2,-0.101815172
2016/8/3,-0.10940375
2016/8/4,-0.115303852
2016/8/5,-0.120399559
2016/8/8,-0.119840237
2016/8/9,-0.124747346
2016/8/10,-0.130550396
2016/8/11,-0.133660946
2016/8/12,-0.136186546
2016/8/15,-0.137522631
2016/8/16,-0.138336164
2016/8/17,-0.138864139
2016/8/18,-0.1395391
2016/8/19,-0.139352132
2016/8/22,-0.13886454
2016/8/23,-0.138118904
2016/8/24,-0.137024506
2016/8/25,-0.137106083
2016/8/26,-0.136887461
2016/8/29,-0.137043448
2016/8/30,-0.136862124
2016/8/31,-0.137675361
2016/9/1,-0.137579745
2016/9/2,-0.137722311
2016/9/5,-0.136693622
2016/9/6,-0.13563617
2016/9/7,-0.13561067
2016/9/8,-0.134860921
2016/9/9,-0.134038469
2016/9/12,-0.132101699
2016/9/13,-0.132171457
2016/9/14,-0.130908058
2016/9/18,-0.132350811
2016/9/19,-0.133800504
2016/9/20,-0.133822986
2016/9/21,-0.140693126
2016/9/22,-0.144361042
2016/9/23,-0.141940777
2016/9/26,-0.138755743
2016/9/27,-0.125135123
2016/9/28,-0.110990607
2016/9/29,-0.098763935
2016/9/30,-0.089581439
2016/10/8,-0.079450428
2016/10/9,-0.06993802
2016/10/10,-0.05635688
2016/10/11,-0.041248945
2016/10/12,-0.029815431
2016/10/13,-0.017615776
2016/10/14,-0.008635457
2016/10/17,0.002238321
2016/10/18,0.011641418
2016/10/19,0.021022244
2016/10/20,0.029368249
2016/10/21,0.039282437
2016/10/24,0.046379635
2016/10/25,0.055992034
2016/10/26,0.07159861
2016/10/27,0.099443092
2016/10/28,0.091188181
2016/10/31,0.084164961
2016/11/1,0.08039504
2016/11/2,0.07284313
2016/11/3,0.061529328
2016/11/4,0.070637597
2016/11/7,0.052821648
2016/11/8,0.035239353
2016/11/9,0.022109447
2016/11/10,0.024884295
2016/11/11,0.042306428
2016/11/14,0.064756049
2016/11/15,0.061916956
2016/11/16,0.057459201
2016/11/17,0.04695243
2016/11/18,0.014453022
2016/11/21,-0.018262836
2016/11/22,-0.036285204
2016/11/23,-0.03527907
2016/11/24,-5.51E-05
2016/11/25,0.027513513
2016/11/28,0.081807783
2016/11/29,0.123264193
2016/11/30,0.155907099
2016/12/1,0.160638491
2016/12/2,0.164809103
2016/12/5,0.173306616
2016/12/6,0.179166483
2016/12/7,0.188349699
2016/12/8,0.19477284
2016/12/9,0.199792149
2016/12/12,0.20059735
2016/12/13,0.202884076
2016/12/14,0.206011847
2016/12/15,0.205987931
2016/12/16,0.202858763
2016/12/19,0.199483961
2016/12/20,0.192939953
2016/12/21,0.184335024
2016/12/22,0.174348688
2016/12/23,0.165027454
2016/12/26,0.158649546
2016/12/27,0.150775309
2016/12/28,0.1479824
2016/12/29,0.147431095
2016/12/30,0.147880245
2017/1/3,0.138983024
2017/1/4,0.125229608
2017/1/5,0.114916164
2017/1/6,0.103654148
2017/1/9,0.09244159
2017/1/10,0.084790199
2017/1/11,0.079873433
2017/1/12,0.078070842
2017/1/13,0.076692586
2017/1/16,0.077394927
2017/1/17,0.081480177
2017/1/18,0.085338008
2017/1/19,0.081528793
2017/1/20,0.07828455
2017/1/23,0.078856821
2017/1/24,0.076660923
2017/1/25,0.072522602
2017/1/26,0.069420435
2017/2/3,0.065159352
2017/2/6,0.059471594
2017/2/7,0.053051211
2017/2/8,0.053650624
2017/2/9,0.054117392
2017/2/10,0.063516493
2017/2/13,0.074589017
2017/2/14,0.095294303
2017/2/15,0.101163033
2017/2/16,0.10107138
2017/2/17,0.095175934
2017/2/20,0.091936935
2017/2/21,0.096976238
2017/2/22,0.103721768
2017/2/23,0.1144894
2017/2/24,0.115789372
2017/2/27,0.124025969
2017/2/28,0.105752552
2017/3/1,0.079547811
2017/3/2,0.049076044
2017/3/3,0.062831585
2017/3/6,0.076435388
2017/3/7,0.085866848
2017/3/8,0.095078303
2017/3/9,0.107395827
2017/3/10,0.105436739
2017/3/13,0.111009673
2017/3/14,0.11950366
2017/3/15,0.134722083
2017/3/16,0.172077298
2017/3/17,0.224853307
2017/3/20,0.267933297
2017/3/21,0.304589216
2017/3/22,0.31089737
2017/3/23,0.312704119
2017/3/24,0.305330904
2017/3/27,0.290847519
2017/3/28,0.270842271
2017/3/29,0.262262309
2017/3/30,0.259435784
2017/3/31,0.248018625
2017/4/5,0.23232291
2017/4/6,0.212915405
2017/4/7,0.186521507
2017/4/10,0.162123124
2017/4/11,0.136988708
2017/4/12,0.107526527
2017/4/13,0.080148725
2017/4/14,0.05868965
2017/4/17,0.0405772
2017/4/18,0.028212509
2017/4/19,0.025836357
2017/4/20,0.022510361
2017/4/21,0.018273875
2017/4/24,0.012768712
2017/4/25,0.00803101
2017/4/26,0.005788216
2017/4/27,0.000740406
2017/4/28,-0.009480031
2017/5/2,-0.010519459
2017/5/3,-0.013607326
2017/5/4,-0.013894013
2017/5/5,-0.014398772
2017/5/8,-0.018074955
2017/5/9,-0.023361886
2017/5/10,-0.031484543
2017/5/11,-0.03651923
2017/5/12,-0.033425394
2017/5/15,-0.034948537
2017/5/16,-0.02972132
2017/5/17,-0.024285184
2017/5/18,-0.019589287
2017/5/19,-0.011576422
2017/5/22,-0.004253334
2017/5/23,0.003200273
2017/5/24,0.011419529
2017/5/25,0.021847925
2017/5/26,0.033156498
2017/5/31,0.046686215
2017/6/1,0.060182447
2017/6/2,0.084801399
2017/6/5,0.102416946
2017/6/6,0.125491756
2017/6/7,0.142153713
2017/6/8,0.174904496
2017/6/9,0.193761038
2017/6/12,0.215246914
2017/6/13,0.242775251
2017/6/14,0.281392648
2017/6/15,0.297422167
2017/6/16,0.298274704
2017/6/19,0.286330254
2017/6/20,0.274756987
2017/6/21,0.279790722
2017/6/22,0.271716771
2017/6/23,0.268191273
2017/6/26,0.263635506
2017/6/27,0.269478231
2017/6/28,0.260216137
2017/6/29,0.248539667
2017/6/30,0.2387002
2017/7/3,0.230629952
2017/7/4,0.218809202
2017/7/5,0.199064717
2017/7/6,0.187873867
2017/7/7,0.169929446
2017/7/10,0.135588353
2017/7/11,0.099573499
2017/7/12,0.089424755
2017/7/13,0.078480098
2017/7/14,0.066223865
2017/7/17,0.054837506
2017/7/18,0.053071902
2017/7/19,0.042442268
2017/7/20,0.030062079
2017/7/21,0.035172271
2017/7/24,0.04197447
2017/7/25,0.071976294
2017/7/26,0.110293767
2017/7/27,0.134965403
2017/7/28,0.146272483
2017/7/31,0.179895537
2017/8/1,0.185781294
2017/8/2,0.188771526
2017/8/3,0.190651482
2017/8/4,0.1889502
2017/8/7,0.18941396
2017/8/8,0.183826696
2017/8/9,0.186030156
2017/8/10,0.186199224
2017/8/11,0.188100906
2017/8/14,0.197072757
2017/8/15,0.199128137
2017/8/16,0.200200919
2017/8/17,0.200488177
2017/8/18,0.20280295
2017/8/21,0.208838655
2017/8/22,0.21258357
2017/8/23,0.217009913
2017/8/24,0.221293231
2017/8/25,0.220085969
2017/8/28,0.218379621
2017/8/29,0.212818708
2017/8/30,0.209677282
2017/8/31,0.214072204
2017/9/1,0.228546781
2017/9/4,0.238277537
2017/9/5,0.246409823
2017/9/6,0.250634624
2017/9/7,0.252474953
2017/9/8,0.25431166
2017/9/11,0.256548713
2017/9/12,0.261655524
2017/9/13,0.264194389
2017/9/14,0.268906808
2017/9/15,0.275124674
2017/9/18,0.285289091
2017/9/19,0.299989008
2017/9/20,0.322784011
2017/9/21,0.343911612
2017/9/22,0.372188132
2017/9/25,0.406492287
2017/9/26,0.435887548
2017/9/27,0.456897375
2017/9/28,0.488006873
2017/9/29,0.520110891
2017/10/9,0.540268666
2017/10/10,0.54740773
2017/10/11,0.543441548
2017/10/12,0.5398976
2017/10/13,0.540436475
2017/10/16,0.534054434
2017/10/17,0.515902161
2017/10/18,0.514200931
2017/10/19,0.510676199
2017/10/20,0.526070089
2017/10/23,0.534175684
2017/10/24,0.513637244
2017/10/25,0.507160996
2017/10/26,0.505774581
2017/10/27,0.511587434
2017/10/30,0.505507224
2017/10/31,0.495628345
2017/11/1,0.485255341
2017/11/2,0.469035334
2017/11/3,0.454448229
2017/11/6,0.440834745
2017/11/7,0.428333479
2017/11/8,0.410359886
2017/11/9,0.400675462
2017/11/10,0.386622669
2017/11/13,0.360209277
2017/11/14,0.321525186
2017/11/15,0.294920581
2017/11/16,0.274067061
2017/11/17,0.253869712
2017/11/20,0.227265092
2017/11/21,0.208312411
2017/11/22,0.188646759
2017/11/23,0.169438548
2017/11/24,0.155681957
2017/11/27,0.136517335
2017/11/28,0.12434703
2017/11/29,0.114350829
2017/11/30,0.108769955
2017/12/1,0.112508259
2017/12/4,0.108292814
2017/12/5,0.103372291
2017/12/6,0.09639715
2017/12/7,0.090970982
2017/12/8,0.086906489
2017/12/11,0.080634338
2017/12/12,0.077048994
2017/12/13,0.072411848
2017/12/14,0.068233306
2017/12/15,0.067660642
2017/12/18,0.068294847
2017/12/19,0.070687181
2017/12/20,0.070805391
2017/12/21,0.071179786
2017/12/22,0.072353672
2017/12/25,0.071360191
2017/12/26,0.07223952
2017/12/27,0.069301383
2017/12/28,0.064976263
2017/12/29,0.055562474
2018/1/2,0.050426015
2018/1/3,0.048820018
2018/1/4,0.063978959
2018/1/5,0.058530811
2018/1/8,0.058176769
2018/1/9,0.064762629
2018/1/10,0.066007202
2018/1/11,0.065297463
2018/1/12,0.06732649
2018/1/15,0.070321118
2018/1/16,0.077669341
2018/1/17,0.076042248
2018/1/18,0.074227435
2018/1/19,0.072536277
2018/1/22,0.075319108
2018/1/23,0.081180833
2018/1/24,0.070441859
2018/1/25,0.056896941
2018/1/26,0.043942487
2018/1/29,0.031167993
2018/1/30,0.02302219
2018/1/31,0.008281854
2018/2/1,-0.000257388
2018/2/2,-0.020910688
2018/2/5,-0.035299376
2018/2/6,-0.04170489
2018/2/7,-0.036238397
2018/2/8,-0.032799298
2018/2/9,-0.025999418
2018/2/12,-0.008505765
2018/2/13,0.011206546
2018/2/14,0.041407649
2018/2/22,0.053451662
2018/2/23,0.031699764
2018/2/26,-0.000293855
2018/2/27,0.003239698
2018/2/28,0.015936145
2018/3/1,0.026965787
2018/3/2,0.023239053
2018/3/5,0.030540826
2018/3/6,0.055550039
2018/3/7,0.078159894
2018/3/8,0.090600282
2018/3/9,0.093352123
2018/3/12,0.104330447
2018/3/13,0.11416445
2018/3/14,0.124292176
2018/3/15,0.123696704
2018/3/16,0.122992092
2018/3/19,0.11661832
2018/3/20,0.109087809
2018/3/21,0.10317981
2018/3/22,0.101482273
2018/3/23,0.097236151
2018/3/26,0.091591989
2018/3/27,0.089792746
2018/3/28,0.084467565
2018/3/29,0.096404021
2018/3/30,0.09533965
2018/4/2,0.04254014
2018/4/3,0.018410739
2018/4/4,0.001534182
2018/4/9,-0.010808917
2018/4/10,-0.019102095
2018/4/11,-0.025342394
2018/4/12,-0.029735915
2018/4/13,-0.033103883
2018/4/16,-0.035681966
2018/4/17,-0.039286208
2018/4/18,-0.040393085
2018/4/19,-0.041419446
2018/4/20,-0.042437762
2018/4/23,-0.043362208
2018/4/24,-0.043581347
2018/4/25,-0.043550802
2018/4/26,-0.043417974
2018/4/27,-0.044219561
2018/5/2,-0.044216072
2018/5/3,-0.043717395
2018/5/4,-0.04305353
2018/5/7,-0.041997266
2018/5/8,-0.041567858
2018/5/9,-0.041469712
2018/5/10,-0.041566051
2018/5/11,-0.040658195
2018/5/14,-0.039614714
2018/5/15,-0.039089037
2018/5/16,-0.038742719
2018/5/17,-0.039523871
2018/5/18,-0.04847176
2018/5/21,-0.052034782
2018/5/22,-0.056473835
2018/5/23,-0.065497776
2018/5/24,-0.075996763
2018/5/25,-0.082165813
2018/5/28,-0.087206247
2018/5/29,-0.09161899
2018/5/30,-0.103098367
2018/5/31,-0.110589315
2018/6/1,-0.107032427
2018/6/4,-0.10009862
2018/6/5,-0.097177363
2018/6/6,-0.093731156
2018/6/7,-0.090887563
2018/6/8,-0.093022194
2018/6/11,-0.093920111
2018/6/12,-0.108815448
2018/6/13,-0.106175143
2018/6/14,-0.116302496
2018/6/15,-0.121864123
2018/6/19,-0.127612726
2018/6/20,-0.128065671
2018/6/21,-0.140419523
2018/6/22,-0.138620999
2018/6/25,-0.141649842
2018/6/26,-0.143810175
2018/6/27,-0.12903964
2018/6/28,-0.124757606
2018/6/29,-0.11014687
2018/7/2,-0.104679583
2018/7/3,-0.096061158
2018/7/4,-0.083983783
2018/7/5,-0.065807162
2018/7/6,-0.053802534
2018/7/9,-0.039796849
2018/7/10,-0.015511838
2018/7/11,0.019416406
2018/7/12,0.056220879
2018/7/13,0.086630049
2018/7/16,0.111491743
2018/7/17,0.124963011
2018/7/18,0.119104306
2018/7/19,0.112433443
2018/7/20,0.107803588
2018/7/23,0.098962975
2018/7/24,0.091544884
2018/7/25,0.097406243
2018/7/26,0.104167508
2018/7/27,0.105553961
2018/7/30,0.11192926
2018/7/31,0.115125495
2018/8/1,0.10258613
2018/8/2,0.122407871
2018/8/3,0.129384549
2018/8/6,0.145830088
2018/8/7,0.163937923
2018/8/8,0.161452045
2018/8/9,0.153333175
2018/8/10,0.140625194
2018/8/13,0.133485385
2018/8/14,0.12847521
2018/8/15,0.123340902
2018/8/16,0.116136596
2018/8/17,0.104797993
2018/8/20,0.102878344
2018/8/21,0.097259811
2018/8/22,0.086363454
2018/8/23,0.076083664
2018/8/24,0.066284242
2018/8/27,0.057388825
2018/8/28,0.043066398
2018/8/29,0.029484815
2018/8/30,0.021725321
2018/8/31,0.01028232
2018/9/3,0.013347846
2018/9/4,0.01431069
2018/9/5,0.016595523
