date,ave_corr
2018/9/6,0.020866478
2018/9/7,0.034612795
2018/9/10,0.048439533
2018/9/11,0.054786374
2018/9/12,0.068089871
2018/9/13,0.086211816
2018/9/14,0.108019022
2018/9/17,0.116063975
2018/9/18,0.120468944
2018/9/19,0.132940361
2018/9/20,0.13694515
2018/9/21,0.138150498
2018/9/25,0.133688931
2018/9/26,0.127746994
2018/9/27,0.121403517
2018/9/28,0.115749153
2018/10/8,0.110936499
2018/10/9,0.105105886
2018/10/10,0.101400885
2018/10/11,0.097833889
2018/10/12,0.096341601
2018/10/15,0.094733103
2018/10/16,0.092161735
2018/10/17,0.089237378
2018/10/18,0.083548812
2018/10/19,0.072762736
2018/10/22,0.066411572
2018/10/23,0.056332795
2018/10/24,0.038091312
2018/10/25,0.015635826
2018/10/26,-0.006468863
2018/10/29,-0.02026936
2018/10/30,-0.046075297
2018/10/31,-0.077905071
2018/11/1,-0.098830113
2018/11/2,-0.115175265
2018/11/5,-0.12379404
2018/11/6,-0.130524843
2018/11/7,-0.13657476
2018/11/8,-0.13984807
2018/11/9,-0.143765639
2018/11/12,-0.148718845
2018/11/13,-0.152089793
2018/11/14,-0.156316843
2018/11/15,-0.159201307
2018/11/16,-0.16678294
2018/11/19,-0.172238129
2018/11/20,-0.174187776
2018/11/21,-0.172109464
2018/11/22,-0.170838621
2018/11/23,-0.177261989
2018/11/26,-0.183148032
2018/11/27,-0.186687677
2018/11/28,-0.183883404
2018/11/29,-0.178070546
2018/11/30,-0.17283715
2018/12/3,-0.122312705
2018/12/4,-0.085367657
2018/12/5,-0.054421692
2018/12/6,-0.020320734
2018/12/7,0.01313454
2018/12/10,0.046610503
2018/12/11,0.085795105
2018/12/12,0.120927053
2018/12/13,0.146783862
2018/12/14,0.169394262
2018/12/17,0.183162707
2018/12/18,0.196924755
2018/12/19,0.203007099
2018/12/20,0.209676601
2018/12/21,0.221497017
2018/12/24,0.234419188
2018/12/25,0.243794537
2018/12/26,0.249062834
2018/12/27,0.254495712
2018/12/28,0.256309274
2019/1/2,0.257098732
2019/1/3,0.263174983
2019/1/4,0.26724321
2019/1/7,0.269187704
2019/1/8,0.270571088
2019/1/9,0.273384524
2019/1/10,0.278723731
2019/1/11,0.284666358
2019/1/14,0.290719378
2019/1/15,0.299518164
2019/1/16,0.305005346
2019/1/17,0.318562225
2019/1/18,0.324834375
2019/1/21,0.326102564
2019/1/22,0.335041248
2019/1/23,0.345006879
2019/1/24,0.352772873
2019/1/25,0.36011868
2019/1/28,0.36582718
2019/1/29,0.3653886
2019/1/30,0.365017551
2019/1/31,0.369452926
2019/2/1,0.367592848
2019/2/11,0.379518278
2019/2/12,0.371453893
2019/2/13,0.362243723
2019/2/14,0.344663866
2019/2/15,0.321738666
2019/2/18,0.265909358
2019/2/19,0.22608534
2019/2/20,0.189309722
2019/2/21,0.135367978
2019/2/22,0.139945847
2019/2/25,0.139930849
2019/2/26,0.157709392
2019/2/27,0.157557247
2019/2/28,0.159386701
2019/3/1,0.130663884
2019/3/4,0.113575879
2019/3/5,0.111593907
2019/3/6,0.090152207
2019/3/7,0.086299852
2019/3/8,0.080851945
2019/3/11,0.071752365
2019/3/12,0.069521768
2019/3/13,0.070670302
2019/3/14,0.063849764
2019/3/15,0.052428634
2019/3/18,0.073435406
2019/3/19,0.07877328
2019/3/20,0.075892443
2019/3/21,0.07110426
2019/3/22,0.067108731
2019/3/25,0.066373193
2019/3/26,0.065753039
2019/3/27,0.064293835
2019/3/28,0.06349165
2019/3/29,0.060510679
2019/4/1,0.052402818
2019/4/2,0.040494641
2019/4/3,0.018919522
2019/4/4,0.009036826
2019/4/8,0.000932545
2019/4/9,-0.019354845
2019/4/10,-0.030667462
2019/4/11,-0.039746921
2019/4/12,-0.043205599
2019/4/15,-0.052889185
2019/4/16,-0.055724081
2019/4/17,-0.063157723
2019/4/18,-0.096812083
2019/4/19,-0.107196217
2019/4/22,-0.10992874
2019/4/23,-0.110614162
2019/4/24,-0.114116062
2019/4/25,-0.114021926
2019/4/26,-0.111603143
2019/4/29,-0.11198302
2019/4/30,-0.112462217
2019/5/6,-0.113745106
2019/5/7,-0.116484261
2019/5/8,-0.12695991
2019/5/9,-0.138957523
2019/5/10,-0.142355186
2019/5/13,-0.143151517
2019/5/14,-0.144628946
2019/5/15,-0.143995448
2019/5/16,-0.142618888
2019/5/17,-0.14241825
2019/5/20,-0.144783606
2019/5/21,-0.145155024
2019/5/22,-0.14373931
2019/5/23,-0.142527126
2019/5/24,-0.146318336
2019/5/27,-0.145756404
2019/5/28,-0.146172321
2019/5/29,-0.145864255
2019/5/30,-0.145683438
2019/5/31,-0.149735056
2019/6/3,-0.144135906
2019/6/4,-0.145205996
2019/6/5,-0.142892767
2019/6/6,-0.127905201
2019/6/10,-0.124791412
2019/6/11,-0.119836544
2019/6/12,-0.121772281
2019/6/13,-0.101243295
2019/6/14,-0.089468165
2019/6/17,-0.085979827
2019/6/18,-0.060567139
2019/6/19,-0.037707147
2019/6/20,0.013653096
2019/6/21,0.046600994
2019/6/24,0.083374036
2019/6/25,0.095777474
2019/6/26,0.11893348
2019/6/27,0.142147087
2019/6/28,0.174186784
2019/7/1,0.183754348
2019/7/2,0.203875802
2019/7/3,0.212707802
2019/7/4,0.205814987
2019/7/5,0.199526465
2019/7/8,0.188704673
2019/7/9,0.172038624
2019/7/10,0.147449955
2019/7/11,0.136763946
2019/7/12,0.125974561
2019/7/15,0.11536653
2019/7/16,0.107490282
2019/7/17,0.100303545
2019/7/18,0.094780896
2019/7/19,0.089292839
2019/7/22,0.081536795
2019/7/23,0.080861181
2019/7/24,0.082354863
2019/7/25,0.087226037
2019/7/26,0.097652616
2019/7/29,0.098139316
2019/7/30,0.101803704
2019/7/31,0.118161261
2019/8/1,0.114599532
2019/8/2,0.113482264
2019/8/5,0.111396047
2019/8/6,0.109877839
2019/8/7,0.10869164
2019/8/8,0.107290054
2019/8/9,0.10464462
2019/8/12,0.103594926
2019/8/13,0.104864952
2019/8/14,0.107289715
2019/8/15,0.112015556
2019/8/16,0.116881849
2019/8/19,0.124478941
2019/8/20,0.129625732
2019/8/21,0.138680144
2019/8/22,0.145676406
2019/8/23,0.14984172
2019/8/26,0.155280615
2019/8/27,0.165691688
2019/8/28,0.169212377
2019/8/29,0.174252649
2019/8/30,0.179106042
2019/9/2,0.179606618
2019/9/3,0.181330898
2019/9/4,0.185249323
2019/9/5,0.187400427
2019/9/6,0.188864518
2019/9/9,0.191889975
2019/9/10,0.194084004
2019/9/11,0.194678149
2019/9/12,0.192960997
2019/9/16,0.1919215
2019/9/17,0.190118876
2019/9/18,0.18855174
2019/9/19,0.178192204
2019/9/20,0.171205754
2019/9/23,0.172614558
2019/9/24,0.170780059
2019/9/25,0.169322904
2019/9/26,0.16642251
2019/9/27,0.161206042
2019/9/30,0.156251522
2019/10/8,0.15596982
