日期,PP
2017/9/18,-0.079037
2017/9/19,-0.080838
2017/9/20,-0.078353
2017/9/21,-0.084604
2017/9/22,-0.090924
2017/9/25,-0.079517
2017/9/26,-0.069122
2017/9/27,-0.069554
2017/9/28,-0.088058
2017/9/29,-0.075221
2017/10/9,-0.077197
2017/10/10,-0.073691
2017/10/11,-0.071791
2017/10/12,-0.078824
2017/10/13,-0.065779
2017/10/16,-0.06535
2017/10/17,-0.046597
2017/10/18,-0.048284
2017/10/19,-0.083674
2017/10/20,-0.063666
2017/10/23,-0.057366
2017/10/24,-0.061944
2017/10/25,-0.074562
2017/10/26,-0.090068
2017/10/27,-0.100957
2017/10/30,-0.085242
2017/10/31,-0.090098
2017/11/1,-0.095882
2017/11/2,-0.097409
2017/11/3,-0.080363
2017/11/6,-0.055649
2017/11/7,-0.055162
2017/11/8,-0.050219
2017/11/9,-0.045129
2017/11/10,-0.053829
2017/11/13,-0.05131
2017/11/14,-0.054478
2017/11/15,-0.067898
2017/11/16,-0.06357
2017/11/17,-0.063428
2017/11/20,-0.074582
2017/11/21,-0.048969
2017/11/22,-0.053764
2017/11/23,-0.047228
2017/11/24,-0.042778
2017/11/27,-0.031237
2017/11/28,-0.06994
2017/11/29,-0.07692
2017/11/30,-0.069126
2017/12/1,-0.050275
2017/12/4,-0.047378
2017/12/5,-0.05988
2017/12/6,-0.060669
2017/12/7,-0.079433
2017/12/8,-0.076154
2017/12/11,-0.052675
2017/12/12,-0.051574
2017/12/13,-0.064692
2017/12/14,-0.058885
2017/12/15,-0.069656
2017/12/18,-0.063284
2017/12/19,-0.055221
2017/12/20,-0.059138
2017/12/21,-0.056025
2017/12/22,-0.05877
2017/12/25,-0.066008
2017/12/26,-0.059024
2017/12/27,-0.046654
2017/12/28,-0.049974
2017/12/29,-0.034047
2018/1/2,-0.023235
2018/1/3,-0.028294
2018/1/4,-0.030212
2018/1/5,-0.036867
2018/1/8,-0.03435
2018/1/9,-0.042029
2018/1/10,-0.040241
2018/1/11,-0.038095
2018/1/12,-0.039002
2018/1/15,-0.038441
2018/1/16,-0.025934
2018/1/17,-0.039336
2018/1/18,-0.045949
2018/1/19,-0.042239
2018/1/22,-0.038762
2018/1/23,-0.04821
2018/1/24,-0.059488
2018/1/25,-0.045175
2018/1/26,-0.040523
2018/1/29,-0.044779
2018/1/30,-0.045511
2018/1/31,-0.043132
2018/2/1,-0.030051
2018/2/2,-0.035145
2018/2/5,-0.042876
2018/2/6,-0.047106
2018/2/7,-0.052425
2018/2/8,-0.053867
2018/2/9,-0.061172
2018/2/12,-0.060307
2018/2/13,-0.064382
2018/2/14,-0.067381
2018/2/22,-0.063166
2018/2/23,-0.065262
2018/2/26,-0.072445
2018/2/27,-0.065774
2018/2/28,-0.076996
2018/3/1,-0.077968
2018/3/2,-0.069349
2018/3/5,-0.088073
2018/3/6,-0.096089
2018/3/7,-0.094522
2018/3/8,-0.112121
2018/3/9,-0.11764
2018/3/12,-0.125828
2018/3/13,-0.119962
2018/3/14,-0.097233
2018/3/15,-0.09614
2018/3/16,-0.117419
2018/3/19,-0.126235
2018/3/20,-0.123617
2018/3/21,-0.115044
2018/3/22,-0.124863
2018/3/23,-0.130065
2018/3/26,-0.128677
2018/3/27,-0.118057
2018/3/28,-0.121505
2018/3/29,-0.093547
2018/3/30,-0.103487
2018/4/2,-0.082476
2018/4/3,-0.083647
2018/4/4,-0.105095
2018/4/9,-0.091184
2018/4/10,-0.086253
2018/4/11,-0.079868
2018/4/12,-0.082235
2018/4/13,-0.08332
2018/4/16,-0.094449
2018/4/17,-0.083625
2018/4/18,-0.093301
2018/4/19,-0.089843
2018/4/20,-0.088487
2018/4/23,-0.094311
2018/4/24,-0.097643
2018/4/25,-0.094858
2018/4/26,-0.092324
2018/4/27,-0.090476
2018/5/2,-0.083295
2018/5/3,-0.080343
2018/5/4,-0.07762
2018/5/7,-0.075128
2018/5/8,-0.080176
2018/5/9,-0.087135
2018/5/10,-0.075835
2018/5/11,-0.075307
2018/5/14,-0.07468
2018/5/15,-0.091727
2018/5/16,-0.112608
2018/5/17,-0.094091
2018/5/18,-0.095462
2018/5/21,-0.094621
2018/5/22,-0.109183
2018/5/23,-0.112393
2018/5/24,-0.104394
2018/5/25,-0.113831
2018/5/28,-0.129886
2018/5/29,-0.118417
2018/5/30,-0.127849
2018/5/31,-0.126759
2018/6/1,-0.106428
2018/6/4,-0.105005
2018/6/5,-0.103684
2018/6/6,-0.112597
2018/6/7,-0.104457
2018/6/8,-0.105887
2018/6/11,-0.10091
2018/6/12,-0.095919
2018/6/13,-0.102467
2018/6/14,-0.105189
2018/6/15,-0.113479
2018/6/19,-0.124585
2018/6/20,-0.130639
2018/6/21,-0.137749
2018/6/22,-0.150969
2018/6/25,-0.156002
2018/6/26,-0.151083
2018/6/27,-0.152701
2018/6/28,-0.155619
2018/6/29,-0.142707
2018/7/2,-0.142554
2018/7/3,-0.13023
2018/7/4,-0.129403
2018/7/5,-0.13735
2018/7/6,-0.139992
2018/7/9,-0.138442
2018/7/10,-0.134127
2018/7/11,-0.131205
2018/7/12,-0.123384
2018/7/13,-0.117328
2018/7/16,-0.113343
2018/7/17,-0.113776
2018/7/18,-0.113499
2018/7/19,-0.122044
2018/7/20,-0.111071
2018/7/23,-0.107422
2018/7/24,-0.101573
2018/7/25,-0.100439
2018/7/26,-0.096743
2018/7/27,-0.095547
2018/7/30,-0.088143
2018/7/31,-0.084113
2018/8/1,-0.086119
2018/8/2,-0.073864
2018/8/3,-0.074188
2018/8/6,-0.049947
2018/8/7,-0.052008
2018/8/8,-0.055592
2018/8/9,-0.055653
2018/8/10,-0.065381
2018/8/13,-0.07113
2018/8/14,-0.063619
2018/8/15,-0.072461
2018/8/16,-0.078164
2018/8/17,-0.082485
2018/8/20,-0.081786
2018/8/21,-0.08557
2018/8/22,-0.07642
2018/8/23,-0.081336
2018/8/24,-0.081229
2018/8/27,-0.076988
2018/8/28,-0.067727
2018/8/29,-0.074532
2018/8/30,-0.06867
2018/8/31,-0.067443
2018/9/3,-0.073426
2018/9/4,-0.062128
2018/9/5,-0.0721
2018/9/6,-0.068065
2018/9/7,-0.061496
2018/9/10,-0.055654
2018/9/11,-0.061449
2018/9/12,-0.07312
2018/9/13,-0.072181
2018/9/14,-0.065389
2018/9/17,-0.054453
2018/9/18,-0.036417
2018/9/19,-0.030723
2018/9/20,-0.015358
2018/9/21,-0.016907
2018/9/25,-0.01521
2018/9/26,-0.030241
2018/9/27,-0.026932
2018/9/28,-0.018984
2018/10/8,-0.0044
2018/10/9,0.012987
2018/10/10,0.019911
2018/10/11,0.021499
2018/10/12,0.015662
2018/10/15,0.012621
2018/10/16,0.005855
2018/10/17,-0.005827
2018/10/18,-0.008296
2018/10/19,0.002049
2018/10/22,0.004191
2018/10/23,-0.016461
2018/10/24,-0.01151
2018/10/25,-0.029381
2018/10/26,-0.020646
2018/10/29,-0.023594
2018/10/30,-0.032992
2018/10/31,-0.02905
2018/11/1,-0.016104
2018/11/2,-0.021628
2018/11/5,-0.008064
2018/11/6,-0.012416
2018/11/7,-0.022148
2018/11/8,-0.023183
2018/11/9,-0.031028
2018/11/12,-0.038956
2018/11/13,-0.040864
2018/11/14,-0.058553
2018/11/15,-0.028287
2018/11/16,-0.0214
2018/11/19,-0.027808
2018/11/20,-0.041067
2018/11/21,-0.062947
2018/11/22,-0.062072
2018/11/23,-0.088608
2018/11/26,-0.128335
2018/11/27,-0.101422
2018/11/28,-0.039166
2018/11/29,-0.016186
2018/11/30,-0.017022
2018/12/3,0.010532
2018/12/4,0.045833
2018/12/5,0.072193
2018/12/6,0.075447
2018/12/7,0.027712
2018/12/10,0.022731
2018/12/11,-0.002963
2018/12/12,-0.009451
2018/12/13,-0.007424
2018/12/14,-0.002733
2018/12/17,0.009125
2018/12/18,-0.000468
2018/12/19,0.004294
2018/12/20,0.007656
2018/12/21,0.00492
2018/12/24,-0.022095
2018/12/25,-0.030004
2018/12/26,-0.020887
2018/12/27,-0.007007
2018/12/28,0.010856
2019/1/2,-0.001083
2019/1/3,-0.016632
2019/1/4,-0.010351
2019/1/7,0.009971
2019/1/8,0.005531
2019/1/9,0.009172
2019/1/10,0.011153
2019/1/11,0.023962
2019/1/14,0.03206
2019/1/15,0.02168
2019/1/16,0.016784
2019/1/17,0.017113
2019/1/18,0.019285
2019/1/21,0.021993
2019/1/22,0.012287
2019/1/23,0.000281
2019/1/24,-0.000591
2019/1/25,-0.006119
2019/1/28,-0.014758
2019/1/29,-0.016457
2019/1/30,-0.010587
2019/1/31,-0.005894
2019/2/1,-0.00672
2019/2/11,-0.024274
2019/2/12,-0.028304
2019/2/13,-0.028004
2019/2/14,-0.043261
2019/2/15,-0.02935
2019/2/18,-0.032261
2019/2/19,-0.027272
2019/2/20,-0.042976
2019/2/21,-0.035485
2019/2/22,-0.034439
2019/2/25,-0.041215
2019/2/26,-0.03369
2019/2/27,-0.032248
2019/2/28,-0.034068
2019/3/1,-0.028971
2019/3/4,-0.018653
2019/3/5,-0.01214
2019/3/6,-0.017678
2019/3/7,-0.021993
2019/3/8,-0.039255
2019/3/11,-0.035212
2019/3/12,-0.031746
2019/3/13,-0.028037
2019/3/14,-0.032288
2019/3/15,-0.041785
2019/3/18,-0.051406
2019/3/19,-0.051006
2019/3/20,-0.051607
2019/3/21,-0.038137
2019/3/22,-0.039572
2019/3/25,-0.04672
2019/3/26,-0.042263
2019/3/27,-0.037826
2019/3/28,-0.043249
2019/3/29,-0.055214
2019/4/1,-0.046973
2019/4/2,-0.040503
2019/4/3,-0.05412
2019/4/4,-0.051974
2019/4/8,-0.036559
2019/4/9,-0.043828
2019/4/10,-0.040994
2019/4/11,-0.050051
2019/4/12,-0.052083
2019/4/15,-0.052786
2019/4/16,-0.056122
2019/4/17,-0.075222
2019/4/18,-0.078175
2019/4/19,-0.086441
2019/4/22,-0.082729
2019/4/23,-0.096616
2019/4/24,-0.097341
2019/4/25,-0.101496
2019/4/26,-0.09692
2019/4/29,-0.094452
2019/4/30,-0.08783
2019/5/6,-0.097513
2019/5/7,-0.101845
2019/5/8,-0.110491
2019/5/9,-0.122008
2019/5/10,-0.127358
2019/5/13,-0.177086
2019/5/14,-0.210026
2019/5/15,-0.162042
2019/5/16,-0.138661
2019/5/17,-0.141452
2019/5/20,-0.13679
2019/5/21,-0.127482
2019/5/22,-0.120054
2019/5/23,-0.126713
2019/5/24,-0.140191
2019/5/27,-0.125588
2019/5/28,-0.102386
2019/5/29,-0.08965
2019/5/30,-0.098729
2019/5/31,-0.105317
2019/6/3,-0.121197
2019/6/4,-0.108629
2019/6/5,-0.103169
2019/6/6,-0.117408
2019/6/10,-0.072222
2019/6/11,-0.076184
2019/6/12,-0.085391
2019/6/13,-0.077547
2019/6/14,-0.077593
2019/6/17,-0.073744
2019/6/18,-0.063424
2019/6/19,-0.04753
2019/6/20,-0.040999
2019/6/21,-0.017814
2019/6/24,-0.037395
2019/6/25,-0.048648
2019/6/26,-0.040011
2019/6/27,-0.062389
2019/6/28,-0.061918
2019/7/1,-0.05404
2019/7/2,-0.044867
2019/7/3,-0.030183
2019/7/4,-0.034677
2019/7/5,-0.034559
2019/7/8,-0.03139
2019/7/9,-0.030978
2019/7/10,-0.031395
2019/7/11,-0.032245
2019/7/12,-0.043818
2019/7/15,-0.030729
2019/7/16,-0.025376
2019/7/17,-0.032943
2019/7/18,-0.030611
2019/7/19,-0.03111
2019/7/22,-0.034127
2019/7/23,-0.030082
2019/7/24,-0.038725
2019/7/25,-0.0411
2019/7/26,-0.034504
2019/7/29,-0.033506
2019/7/30,-0.027196
2019/7/31,-0.051396
2019/8/1,-0.058905
2019/8/2,-0.070876
2019/8/5,-0.073037
2019/8/6,-0.062088
2019/8/7,-0.066779
2019/8/8,-0.067424
2019/8/9,-0.050299
2019/8/12,-0.048973
2019/8/13,-0.050663
2019/8/14,-0.046826
2019/8/15,-0.048598
2019/8/16,-0.052891
2019/8/19,-0.053672
2019/8/20,-0.052543
2019/8/21,-0.042089
2019/8/22,-0.036642
2019/8/23,-0.049952
2019/8/26,-0.047476
2019/8/27,-0.05817
2019/8/28,-0.058537
2019/8/29,-0.058875
2019/8/30,-0.046961
2019/9/2,-0.037444
2019/9/3,-0.040803
2019/9/4,-0.003312
2019/9/5,-0.00295
2019/9/6,-0.002992
2019/9/9,0.00055
2019/9/10,0.001776
2019/9/11,-0.018616
2019/9/12,-0.019839
2019/9/16,-0.005513
2019/9/17,0.001667
2019/9/18,-0.046197
2019/9/19,-0.039186
2019/9/20,-0.046226
2019/9/23,-0.042737
2019/9/24,-0.043844
2019/9/25,-0.046138
2019/9/26,-0.028559
2019/9/27,-0.028588
2019/9/30,-0.046424
2019/10/8,-0.050541
2019/10/9,-0.058974
2019/10/10,-0.056733
2019/10/11,-0.033227
2019/10/14,-0.018487
2019/10/15,-0.009798
2019/10/16,-0.019569
2019/10/17,-0.026041
2019/10/18,-0.02228
2019/10/21,-0.032798
2019/10/22,-0.04256
2019/10/23,-0.037439
2019/10/24,-0.037078
2019/10/25,-0.036191
2019/10/28,-0.043651
2019/10/29,-0.047675
2019/10/30,-0.031644
2019/10/31,-0.03978
2019/11/1,-0.031369
2019/11/4,-0.029982
2019/11/5,-0.018199
2019/11/6,-0.010753
2019/11/7,-0.012109
2019/11/8,-0.00884
2019/11/11,-0.017026
2019/11/12,-0.02387
2019/11/13,-0.003641
2019/11/14,-0.006841
2019/11/15,-0.010571
2019/11/18,-0.009807
2019/11/19,-0.009708
2019/11/20,0.004742
2019/11/21,0.003362
2019/11/22,0.002121
2019/11/25,0.000853
2019/11/26,0.001592
2019/11/27,0.017269
2019/11/28,0.018339
2019/11/29,0.017968
2019/12/2,0.00415
2019/12/3,0.004693
2019/12/4,-0.018453
2019/12/5,-0.027959
2019/12/6,-0.033612
2019/12/9,-0.042976
2019/12/10,-0.046829
2019/12/11,-0.044782
2019/12/12,-0.042858
2019/12/13,-0.048078
2019/12/16,-0.044543
2019/12/17,-0.052066
2019/12/18,-0.057291
2019/12/19,-0.063633
2019/12/20,-0.063559
2019/12/23,-0.069181
2019/12/24,-0.069211
2019/12/25,-0.072639
2019/12/26,-0.068642
2019/12/27,-0.065619
2019/12/30,-0.064511
2019/12/31,-0.063867
2020/1/2,-0.082885
2020/1/3,-0.083908
2020/1/6,-0.077291
2020/1/7,-0.084045
2020/1/8,-0.077508
2020/1/9,-0.078223
2020/1/10,-0.071725
2020/1/13,-0.067562
2020/1/14,-0.069955
2020/1/15,-0.074008
2020/1/16,-0.089257
2020/1/17,-0.097727
2020/1/20,-0.09438
2020/1/21,-0.093472
2020/1/22,-0.104801
2020/1/23,-0.105163
2020/2/3,-0.183497
2020/2/4,-0.18381
2020/2/5,-0.180518
2020/2/6,-0.191843
2020/2/7,-0.205818
2020/2/10,-0.216441
2020/2/11,-0.217022
2020/2/12,-0.213962
2020/2/13,-0.185015
2020/2/14,-0.185982
2020/2/17,-0.176337
2020/2/18,-0.168133
2020/2/19,-0.158261
2020/2/20,-0.158488
2020/2/21,-0.123202
2020/2/24,-0.128617
2020/2/25,-0.128397
2020/2/26,-0.114153
2020/2/27,-0.12689
2020/2/28,-0.141131
2020/3/2,-0.137059
2020/3/3,-0.132347
2020/3/4,-0.11954
2020/3/5,-0.117787
2020/3/6,-0.073976
2020/3/9,-0.10413
2020/3/10,-0.139414
2020/3/11,-0.129959
2020/3/12,-0.130421
2020/3/13,-0.136657
2020/3/16,-0.119582
2020/3/17,-0.182066
2020/3/18,-0.165395
2020/3/19,-0.168545
2020/3/20,-0.150193
2020/3/23,-0.166221
2020/3/24,-0.17629
2020/3/25,-0.172117
2020/3/26,-0.189897
