日期,L
2013/7/9,-0.023064
2013/7/10,-0.023933
2013/7/11,-0.019638
2013/7/12,-0.015302
2013/7/15,-0.016406
2013/7/16,-0.024137
2013/7/17,-0.021141
2013/7/18,-0.030741
2013/7/19,-0.02633
2013/7/22,-0.023828
2013/7/23,-0.033448
2013/7/24,-0.025941
2013/7/25,-0.019544
2013/7/26,-0.016489
2013/7/29,-0.021618
2013/7/30,-0.021895
2013/7/31,-0.02295
2013/8/1,-0.019432
2013/8/2,-0.009632
2013/8/5,-0.012445
2013/8/6,-0.004194
2013/8/7,-0.009028
2013/8/8,-0.008383
2013/8/9,-0.007172
2013/8/12,-0.00977
2013/8/13,-0.011606
2013/8/14,-0.015753
2013/8/15,-0.015639
2013/8/16,-0.021178
2013/8/19,-0.020541
2013/8/20,-0.002254
2013/8/21,-0.003295
2013/8/22,-0.003584
2013/8/23,-0.016862
2013/8/26,-0.017496
2013/8/27,-0.003247
2013/8/28,-0.005373
2013/8/29,0.003799
2013/8/30,0.00182
2013/9/2,0.002378
2013/9/3,-0.004226
2013/9/4,-0.004869
2013/9/5,-0.003084
2013/9/6,-0.002699
2013/9/9,0.008213
2013/9/10,0.003628
2013/9/11,0.010031
2013/9/12,-0.000372
2013/9/13,0.001554
2013/9/16,-0.002924
2013/9/17,-0.000138
2013/9/18,-0.000266
2013/9/23,-0.015185
2013/9/24,-0.015558
2013/9/25,-0.022642
2013/9/26,-0.033855
2013/9/27,-0.029565
2013/10/8,-0.018574
2013/10/9,-0.020276
2013/10/10,-0.007767
2013/10/11,-0.002116
2013/10/14,-0.00612
2013/10/15,-0.014468
2013/10/16,-0.014045
2013/10/17,-0.009645
2013/10/18,-0.009257
2013/10/21,-0.009532
2013/10/22,-0.026858
2013/10/23,-0.026858
2013/10/24,-0.022413
2013/10/25,-0.021068
2013/10/28,-0.012466
2013/10/29,-0.010565
2013/10/30,-0.00596
2013/10/31,-0.012744
2013/11/1,-0.006008
2013/11/4,-0.001763
2013/11/5,-0.001763
2013/11/6,-0.001763
2013/11/7,-0.010289
2013/11/8,-0.014606
2013/11/11,-0.009234
2013/11/12,-0.0052
2013/11/13,-0.005556
2013/11/14,-0.005653
2013/11/15,-0.00703
2013/11/18,-0.000669
2013/11/19,-0.002831
2013/11/20,0.003231
2013/11/21,0.004176
2013/11/22,0.008662
2013/11/25,0.012109
2013/11/26,0.013142
2013/11/27,-0.00187
2013/11/28,-0.001837
2013/11/29,0.002254
2013/12/2,0.005768
2013/12/3,0.005144
2013/12/4,0.017071
2013/12/5,0.016644
2013/12/6,0.020153
2013/12/9,0.020704
2013/12/10,0.020264
2013/12/11,0.020657
2013/12/12,0.01417
2013/12/13,0.001387
2013/12/16,-0.006449
2013/12/17,-0.006158
2013/12/18,-0.00572
2013/12/19,0.000067
2013/12/20,0.000373
2013/12/23,-0.003567
2013/12/24,-0.005558
2013/12/25,-0.006546
2013/12/26,-0.002596
2013/12/27,-0.001983
2013/12/30,0.001917
2013/12/31,0.002351
2014/1/2,0.002142
2014/1/3,0.002431
2014/1/6,0.002367
2014/1/7,0.001997
2014/1/8,0.002832
2014/1/9,-0.005639
2014/1/10,-0.004376
2014/1/13,-0.01115
2014/1/14,-0.015154
2014/1/15,-0.022451
2014/1/16,-0.019472
2014/1/17,-0.020015
2014/1/20,-0.028335
2014/1/21,-0.028069
2014/1/22,-0.023754
2014/1/23,-0.025044
2014/1/24,-0.025259
2014/1/27,-0.03359
2014/1/28,-0.033323
2014/1/29,-0.033574
2014/1/30,-0.033507
2014/2/7,-0.031738
2014/2/10,-0.047021
2014/2/11,-0.050697
2014/2/12,-0.067518
2014/2/13,-0.061034
2014/2/14,-0.066681
2014/2/17,-0.074729
2014/2/18,-0.061124
2014/2/19,-0.061759
2014/2/20,-0.056779
2014/2/21,-0.040798
2014/2/24,-0.032979
2014/2/25,-0.023424
2014/2/26,-0.024668
2014/2/27,-0.041757
2014/2/28,-0.051632
2014/3/3,-0.046776
2014/3/4,-0.046488
2014/3/5,-0.056404
2014/3/6,-0.061592
2014/3/7,-0.060358
2014/3/10,-0.074927
2014/3/11,-0.056399
2014/3/12,-0.047046
2014/3/13,-0.041878
2014/3/14,-0.041878
2014/3/17,-0.032449
2014/3/18,-0.027798
2014/3/19,-0.046217
2014/3/20,-0.039164
2014/3/21,-0.03982
2014/3/24,-0.026036
2014/3/25,-0.021214
2014/3/26,-0.016813
2014/3/27,-0.017174
2014/3/28,-0.012173
2014/3/31,-0.014145
2014/4/1,-0.007798
2014/4/2,-0.00614
2014/4/3,-0.004655
2014/4/4,-0.000799
2014/4/8,-0.007596
2014/4/9,-0.009696
2014/4/10,-0.012017
2014/4/11,-0.019158
2014/4/14,-0.008003
2014/4/15,-0.007671
2014/4/16,-0.004109
2014/4/17,-0.004533
2014/4/18,0.004054
2014/4/21,0.006916
2014/4/22,0.002907
2014/4/23,0.002666
2014/4/24,0.002409
2014/4/25,0.005009
2014/4/28,0.000393
2014/4/29,-0.005653
2014/4/30,-0.005977
2014/5/5,-0.01259
2014/5/6,-0.014367
2014/5/7,-0.014611
2014/5/8,-0.014236
2014/5/9,-0.013813
2014/5/12,-0.014041
2014/5/13,-0.014448
2014/5/14,-0.014856
2014/5/15,-0.017478
2014/5/16,-0.025915
2014/5/19,-0.019174
2014/5/20,-0.017432
2014/5/21,-0.015905
2014/5/22,-0.020253
2014/5/23,-0.017606
2014/5/26,-0.017001
2014/5/27,-0.012988
2014/5/28,-0.017054
2014/5/29,-0.015481
2014/5/30,-0.01398
2014/6/3,-0.014329
2014/6/4,-0.007737
2014/6/5,-0.014336
2014/6/6,-0.014418
2014/6/9,-0.012608
2014/6/10,-0.00822
2014/6/11,-0.005967
2014/6/12,-0.001601
2014/6/13,-0.007765
2014/6/16,0.00064
2014/6/17,-0.003859
2014/6/18,-0.01219
2014/6/19,-0.014294
2014/6/20,-0.016081
2014/6/23,-0.018284
2014/6/24,-0.032938
2014/6/25,-0.02457
2014/6/26,-0.024965
2014/6/27,-0.027822
2014/6/30,-0.028004
2014/7/1,-0.023999
2014/7/2,-0.030186
2014/7/3,-0.025714
2014/7/4,-0.03222
2014/7/7,-0.02356
2014/7/8,-0.023872
2014/7/9,-0.028317
2014/7/10,-0.030825
2014/7/11,-0.033262
2014/7/14,-0.035211
2014/7/15,-0.037484
2014/7/16,-0.042009
2014/7/17,-0.039667
2014/7/18,-0.050634
2014/7/21,-0.050886
2014/7/22,-0.048388
2014/7/23,-0.044243
2014/7/24,-0.042822
2014/7/25,-0.03617
2014/7/28,-0.033447
2014/7/29,-0.040747
2014/7/30,-0.040914
2014/7/31,-0.040697
2014/8/1,-0.045622
2014/8/4,-0.039072
2014/8/5,-0.041752
2014/8/6,-0.045668
2014/8/7,-0.045551
2014/8/8,-0.048312
2014/8/11,-0.046052
2014/8/12,-0.050672
2014/8/13,-0.050385
2014/8/14,-0.057443
2014/8/15,-0.061765
2014/8/18,-0.061679
2014/8/19,-0.057544
2014/8/20,-0.060373
2014/8/21,-0.052501
2014/8/22,-0.052771
2014/8/25,-0.052231
2014/8/26,-0.051203
2014/8/27,-0.053687
2014/8/28,-0.047496
2014/8/29,-0.052321
2014/9/1,-0.059314
2014/9/2,-0.057765
2014/9/3,-0.055952
2014/9/4,-0.056019
2014/9/5,-0.057969
2014/9/9,-0.067238
2014/9/10,-0.072442
2014/9/11,-0.082139
2014/9/12,-0.087306
2014/9/15,-0.092641
2014/9/16,-0.107485
2014/9/17,-0.1131
2014/9/18,-0.111684
2014/9/19,-0.109821
2014/9/22,-0.107479
2014/9/23,-0.100226
2014/9/24,-0.093535
2014/9/25,-0.083265
2014/9/26,-0.074323
2014/9/29,-0.073633
2014/9/30,-0.073547
2014/10/8,-0.078794
2014/10/9,-0.079002
2014/10/10,-0.071781
2014/10/13,-0.079103
2014/10/14,-0.079449
2014/10/15,-0.082946
2014/10/16,-0.086405
2014/10/17,-0.086144
2014/10/20,-0.07481
2014/10/21,-0.080089
2014/10/22,-0.077443
2014/10/23,-0.069818
2014/10/24,-0.069973
2014/10/27,-0.056648
2014/10/28,-0.051722
2014/10/29,-0.046842
2014/10/30,-0.042006
2014/10/31,-0.037216
2014/11/3,-0.059129
2014/11/4,-0.061621
2014/11/5,-0.064124
2014/11/6,-0.069168
2014/11/7,-0.064124
2014/11/10,-0.051921
2014/11/11,-0.056883
2014/11/12,-0.059382
2014/11/13,-0.044865
2014/11/14,-0.044865
2014/11/17,-0.040066
2014/11/18,-0.043345
2014/11/19,-0.041004
2014/11/20,-0.0435
2014/11/21,-0.0435
2014/11/24,-0.036047
2014/11/25,-0.041004
2014/11/26,-0.011671
2014/11/27,-0.014097
2014/11/28,-0.018964
2014/12/1,-0.001356
2014/12/2,-0.013811
2014/12/3,0.027099
2014/12/4,0.004705
2014/12/5,0.03651
2014/12/8,0.016226
2014/12/9,-0.00493
2014/12/10,0.025795
2014/12/11,0.020471
2014/12/12,0.015089
2014/12/15,0.025795
2014/12/16,0.014492
2014/12/17,0.025032
2014/12/18,0.04545
2014/12/19,0.060211
2014/12/22,0.079197
2014/12/23,0.074523
2014/12/24,0.069801
2014/12/25,0.069801
2014/12/26,0.069801
2014/12/29,0.071456
2014/12/30,0.063715
2014/12/31,0.06842
2015/1/5,0.052311
2015/1/6,0.04545
2015/1/7,0.051567
2015/1/8,0.041424
2015/1/9,0.025795
2015/1/12,0.015707
2015/1/13,0.030562
2015/1/14,0.024269
2015/1/15,0.025795
2015/1/16,0.031061
2015/1/19,0.03627
2015/1/20,0.03627
2015/1/21,0.04763
2015/1/22,0.037221
2015/1/23,0.057195
2015/1/26,0.06708
2015/1/27,0.061839
2015/1/28,0.059196
2015/1/29,0.073857
2015/1/30,0.068595
2015/2/2,0.072263
2015/2/3,0.070869
2015/2/4,0.090124
2015/2/5,0.069076
2015/2/6,0.08091
2015/2/9,0.073527
2015/2/10,0.083778
2015/2/11,0.045285
2015/2/12,0.04501
2015/2/13,0.05596
2015/2/16,0.039768
2015/2/17,0.044029
2015/2/25,0.01866
2015/2/26,-0.000451
2015/2/27,-0.001991
2015/3/2,0.012604
2015/3/3,-0.006275
2015/3/4,-0.005985
2015/3/5,-0.024565
2015/3/6,-0.035548
2015/3/9,-0.041585
2015/3/10,-0.041735
2015/3/11,-0.042152
2015/3/12,-0.020604
2015/3/13,-0.020131
2015/3/16,-0.015171
2015/3/17,-0.014685
2015/3/18,-0.014215
2015/3/19,-0.002054
2015/3/20,0.00259
2015/3/23,-0.002156
2015/3/24,-0.004064
2015/3/25,0.000866
2015/3/26,0.003789
2015/3/27,0.008445
2015/3/30,0.008365
2015/3/31,0.010302
2015/4/1,0.00478
2015/4/2,0.007627
2015/4/3,-0.011458
2015/4/6,-0.011458
2015/4/7,-0.005829
2015/4/8,0.000835
2015/4/9,-0.008823
2015/4/10,-0.011816
2015/4/13,0.005403
2015/4/14,0.000287
2015/4/15,-0.008625
2015/4/16,0.001923
2015/4/17,-0.010085
2015/4/20,0.009872
2015/4/21,0.009474
2015/4/22,0.001864
2015/4/23,0.006853
2015/4/24,0.013366
2015/4/27,0.01712
2015/4/28,0.019634
2015/4/29,0.00099
2015/4/30,0.020257
2015/5/4,0.024395
2015/5/5,0.019577
2015/5/6,0.015334
2015/5/7,0.013897
2015/5/8,0.003869
2015/5/11,-0.005559
2015/5/12,-0.020797
2015/5/13,-0.02279
2015/5/14,-0.024826
2015/5/15,-0.029792
2015/5/18,-0.040041
2015/5/19,-0.050921
2015/5/20,-0.059785
2015/5/21,-0.043882
2015/5/22,-0.028091
2015/5/25,-0.023537
2015/5/26,-0.021112
2015/5/27,-0.02671
2015/5/28,-0.031962
2015/5/29,-0.031862
2015/6/1,-0.032045
2015/6/2,-0.022094
2015/6/3,-0.026499
2015/6/4,-0.0263
2015/6/5,-0.026581
2015/6/8,-0.037727
2015/6/9,-0.042709
2015/6/10,-0.026606
2015/6/11,-0.015128
2015/6/12,-0.010795
2015/6/15,-0.021249
2015/6/16,-0.013185
2015/6/17,-0.031583
2015/6/18,-0.036407
2015/6/19,-0.03604
2015/6/23,-0.041702
2015/6/24,-0.036675
2015/6/25,-0.036775
2015/6/26,-0.036591
2015/6/29,-0.045028
2015/6/30,-0.039091
2015/7/1,-0.0418
2015/7/2,-0.044855
2015/7/3,-0.04467
2015/7/6,-0.047816
2015/7/7,-0.053791
2015/7/8,-0.085067
2015/7/9,-0.037324
2015/7/10,-0.035901
2015/7/13,-0.050716
2015/7/14,-0.051258
2015/7/15,-0.048495
2015/7/16,-0.06025
2015/7/17,-0.063464
2015/7/20,-0.049519
2015/7/21,-0.03865
2015/7/22,-0.032505
2015/7/23,-0.027005
2015/7/24,-0.038149
2015/7/27,-0.049866
2015/7/28,-0.064653
2015/7/29,-0.040871
2015/7/30,-0.015928
2015/7/31,-0.024509
2015/8/3,-0.038889
2015/8/4,-0.042176
2015/8/5,-0.024809
2015/8/6,-0.021909
2015/8/7,-0.018924
2015/8/10,-0.015874
2015/8/11,-0.006244
2015/8/12,-0.013664
2015/8/13,-0.0192
2015/8/14,-0.018652
2015/8/17,-0.021325
2015/8/18,-0.020938
2015/8/19,-0.023695
2015/8/20,-0.019791
2015/8/21,-0.022175
2015/8/24,-0.030085
2015/8/25,-0.029169
2015/8/26,-0.030055
2015/8/27,-0.013209
2015/8/28,-0.000521
2015/8/31,0.001429
2015/9/1,0.006356
2015/9/2,0.00287
2015/9/7,0.011109
2015/9/8,0.004815
2015/9/9,-0.006588
2015/9/10,-0.01156
2015/9/11,-0.007941
2015/9/14,-0.008579
2015/9/15,-0.007101
2015/9/16,-0.019093
2015/9/17,-0.018432
2015/9/18,-0.017441
2015/9/21,-0.024249
2015/9/22,-0.024961
2015/9/23,-0.031579
2015/9/24,-0.037728
2015/9/25,-0.037632
2015/9/28,-0.036736
2015/9/29,-0.029781
2015/9/30,-0.03488
2015/10/8,-0.018985
2015/10/9,-0.0076
2015/10/12,-0.0076
2015/10/13,-0.018796
2015/10/14,-0.027586
2015/10/15,-0.03187
2015/10/16,-0.032414
2015/10/19,-0.030786
2015/10/20,-0.032174
2015/10/21,-0.026806
2015/10/22,-0.010068
2015/10/23,-0.022967
2015/10/26,-0.013342
2015/10/27,-0.023985
2015/10/28,-0.015655
2015/10/29,-0.016598
2015/10/30,-0.01501
2015/11/2,-0.003915
2015/11/3,-0.006385
2015/11/4,-0.006885
2015/11/5,-0.013219
2015/11/6,-0.014445
2015/11/9,-0.007313
2015/11/10,-0.007967
2015/11/11,-0.013633
2015/11/12,-0.013852
2015/11/13,-0.010987
2015/11/16,-0.004548
2015/11/17,0.00138
2015/11/18,-0.011104
2015/11/19,-0.022921
2015/11/20,-0.024097
2015/11/23,-0.016837
2015/11/24,0.021977
2015/11/25,0.02773
2015/11/26,0.032972
2015/11/27,0.027162
2015/11/30,0.021905
2015/12/1,0.027298
2015/12/2,0.038448
2015/12/3,0.038094
2015/12/4,0.040029
2015/12/7,0.040709
2015/12/8,0.039339
2015/12/9,0.032931
2015/12/10,0.03151
2015/12/11,0.024126
2015/12/14,0.016433
2015/12/15,0.015474
2015/12/16,0.005161
2015/12/17,0.003179
2015/12/18,0.008051
2015/12/21,0.008968
2015/12/22,0.014736
2015/12/23,0.01496
2015/12/24,0.014602
2015/12/25,0.026357
2015/12/28,0.033082
2015/12/29,0.050934
2015/12/30,0.041603
2015/12/31,0.041008
2016/1/4,0.030709
2016/1/5,0.03926
2016/1/6,0.037158
2016/1/7,0.016309
2016/1/8,0.005467
2016/1/11,0.000029
2016/1/12,-0.005651
2016/1/13,-0.011395
2016/1/14,-0.011183
2016/1/15,-0.017281
2016/1/18,-0.001501
2016/1/19,0.004067
2016/1/20,0.013569
2016/1/21,0.013466
2016/1/22,0.013658
2016/1/25,-0.008116
2016/1/26,-0.007979
2016/1/27,0.023369
2016/1/28,0.01447
2016/1/29,0.018224
2016/2/1,0.012429
2016/2/2,0.012858
2016/2/3,0.012695
2016/2/4,0.014206
2016/2/5,0.015762
2016/2/15,0.018666
2016/2/16,0.018488
2016/2/17,0.00129
2016/2/18,-0.01453
2016/2/19,-0.003581
2016/2/22,-0.017025
2016/2/23,-0.018683
2016/2/24,-0.028322
2016/2/25,-0.022791
2016/2/26,-0.0231
2016/2/29,-0.028321
2016/3/1,-0.021528
2016/3/2,-0.014047
2016/3/3,-0.021915
2016/3/4,-0.014313
2016/3/7,-0.01283
2016/3/8,-0.013952
2016/3/9,-0.019407
2016/3/10,-0.01973
2016/3/11,-0.021925
2016/3/14,-0.036714
2016/3/15,-0.036714
2016/3/16,-0.025322
2016/3/17,-0.014177
2016/3/18,0.011689
2016/3/21,0.000147
2016/3/22,-0.012859
2016/3/23,-0.014504
2016/3/24,-0.015605
2016/3/25,-0.018878
2016/3/28,-0.013624
2016/3/29,-0.015283
2016/3/30,-0.017301
2016/3/31,-0.012661
2016/4/1,0.003572
2016/4/5,0.002388
2016/4/6,-0.004225
2016/4/7,-0.008789
2016/4/8,-0.019924
2016/4/11,-0.015453
2016/4/12,-0.014943
2016/4/13,-0.005948
2016/4/14,-0.015979
2016/4/15,-0.021734
2016/4/18,-0.031006
2016/4/19,-0.040449
2016/4/20,-0.029493
2016/4/21,-0.033006
2016/4/22,-0.034495
2016/4/25,-0.032178
2016/4/26,-0.028467
2016/4/27,-0.027765
2016/4/28,-0.034111
2016/4/29,-0.034172
2016/5/3,-0.033793
2016/5/4,-0.04105
2016/5/5,-0.049899
2016/5/6,-0.057078
2016/5/9,-0.061597
2016/5/10,-0.057573
2016/5/11,-0.05719
2016/5/12,-0.053203
2016/5/13,-0.05778
2016/5/16,-0.050022
2016/5/17,-0.047761
2016/5/18,-0.044697
2016/5/19,-0.03433
2016/5/20,-0.035187
2016/5/23,-0.039088
2016/5/24,-0.045298
2016/5/25,-0.050045
2016/5/26,-0.037174
2016/5/27,-0.038611
2016/5/30,-0.040783
2016/5/31,-0.040877
2016/6/1,-0.037022
2016/6/2,-0.033317
2016/6/3,-0.034941
2016/6/6,-0.024475
2016/6/7,-0.026336
2016/6/8,-0.025951
2016/6/13,-0.053976
2016/6/14,-0.047734
2016/6/15,-0.060423
2016/6/16,-0.05028
2016/6/17,-0.05116
2016/6/20,-0.047197
2016/6/21,-0.046381
2016/6/22,-0.059987
2016/6/23,-0.055605
2016/6/24,-0.066681
2016/6/27,-0.070229
2016/6/28,-0.060805
2016/6/29,-0.051792
2016/6/30,-0.051604
2016/7/1,-0.054477
2016/7/4,-0.042644
2016/7/5,-0.044528
2016/7/6,-0.048589
2016/7/7,-0.048017
2016/7/8,-0.060049
2016/7/11,-0.078199
2016/7/12,-0.073997
2016/7/13,-0.073065
2016/7/14,-0.087399
2016/7/15,-0.086743
2016/7/18,-0.070904
2016/7/19,-0.064418
2016/7/20,-0.069971
2016/7/21,-0.068807
2016/7/22,-0.065613
2016/7/25,-0.068618
2016/7/26,-0.079388
2016/7/27,-0.071631
2016/7/28,-0.058567
2016/7/29,-0.057221
2016/8/1,-0.036289
2016/8/2,-0.038966
2016/8/3,-0.035027
2016/8/4,-0.038859
2016/8/5,-0.043979
2016/8/8,-0.047213
2016/8/9,-0.041167
2016/8/10,-0.034529
2016/8/11,-0.03032
2016/8/12,-0.038113
2016/8/15,-0.031376
2016/8/16,-0.027734
2016/8/17,-0.023936
2016/8/18,-0.04288
2016/8/19,-0.030776
2016/8/22,-0.032016
2016/8/23,-0.03101
2016/8/24,-0.028479
2016/8/25,-0.043361
2016/8/26,-0.041602
2016/8/29,-0.04728
2016/8/30,-0.046601
2016/8/31,-0.048082
2016/9/1,-0.060586
2016/9/2,-0.059695
2016/9/5,-0.073398
2016/9/6,-0.081917
2016/9/7,-0.085884
2016/9/8,-0.086929
2016/9/9,-0.087957
2016/9/12,-0.091557
2016/9/13,-0.088632
2016/9/14,-0.079025
2016/9/18,-0.079025
2016/9/19,-0.089263
2016/9/20,-0.080195
2016/9/21,-0.082479
2016/9/22,-0.069727
2016/9/23,-0.07817
2016/9/26,-0.079348
2016/9/27,-0.083809
2016/9/28,-0.084369
2016/9/29,-0.07403
2016/9/30,-0.075267
2016/10/8,-0.057639
2016/10/9,-0.046205
2016/10/10,-0.027536
2016/10/11,-0.028895
2016/10/12,-0.03131
2016/10/13,-0.054068
2016/10/14,-0.051923
2016/10/17,-0.055348
2016/10/18,-0.054176
2016/10/19,-0.05453
2016/10/20,-0.063174
2016/10/21,-0.067018
2016/10/24,-0.063445
2016/10/25,-0.047737
2016/10/26,-0.043898
2016/10/27,-0.059618
2016/10/28,-0.061498
2016/10/31,-0.047356
2016/11/1,-0.022686
2016/11/2,-0.015077
2016/11/3,-0.022352
2016/11/4,-0.017658
2016/11/7,-0.025771
2016/11/8,-0.027219
2016/11/9,-0.01737
2016/11/10,-0.001567
2016/11/11,-0.000009
2016/11/14,-0.007469
2016/11/15,-0.010435
2016/11/16,-0.021863
2016/11/17,-0.023331
2016/11/18,-0.024858
2016/11/21,-0.048393
2016/11/22,-0.045308
2016/11/23,-0.04718
2016/11/24,-0.020263
2016/11/25,-0.026682
2016/11/28,-0.024839
2016/11/29,-0.022602
2016/11/30,-0.022251
2016/12/1,-0.014843
2016/12/2,-0.012466
2016/12/5,-0.00333
2016/12/6,0.000903
2016/12/7,0.007584
2016/12/8,0.010014
2016/12/9,0.011488
2016/12/12,0.038303
2016/12/13,0.040388
2016/12/14,0.034479
2016/12/15,0.017859
2016/12/16,0.019537
2016/12/19,0.012769
2016/12/20,0.005753
2016/12/21,0.000582
2016/12/22,0.001347
2016/12/23,-0.003971
2016/12/26,-0.003914
2016/12/27,0.005838
2016/12/28,0.008958
2016/12/29,0.008958
2016/12/30,-0.002647
2017/1/3,-0.009442
2017/1/4,-0.014867
2017/1/5,0.005469
2017/1/6,0.019379
2017/1/9,0.006105
2017/1/10,0.011419
2017/1/11,0.011405
2017/1/12,0.010768
2017/1/13,0.022556
2017/1/16,0.029782
2017/1/17,0.028145
2017/1/18,0.034624
2017/1/19,0.034027
2017/1/20,0.027502
2017/1/23,0.029189
2017/1/24,0.010792
2017/1/25,0.011929
2017/1/26,-0.00065
2017/2/3,-0.008648
2017/2/6,-0.026301
2017/2/7,-0.021216
2017/2/8,-0.02481
2017/2/9,-0.027834
2017/2/10,-0.030296
2017/2/13,-0.007877
2017/2/14,-0.00655
2017/2/15,-0.024123
2017/2/16,-0.044979
2017/2/17,-0.047728
2017/2/20,-0.046689
2017/2/21,-0.058192
2017/2/22,-0.041115
2017/2/23,-0.060979
2017/2/24,-0.045861
2017/2/27,-0.039268
2017/2/28,-0.023984
2017/3/1,-0.030053
2017/3/2,-0.035638
2017/3/3,-0.031498
2017/3/6,-0.024571
2017/3/7,-0.032398
2017/3/8,-0.061286
2017/3/9,-0.062694
2017/3/10,-0.080084
2017/3/13,-0.096796
2017/3/14,-0.09286
2017/3/15,-0.086907
2017/3/16,-0.071404
2017/3/17,-0.065873
2017/3/20,-0.059696
2017/3/21,-0.055158
2017/3/22,-0.063736
2017/3/23,-0.057548
2017/3/24,-0.067659
2017/3/27,-0.078268
2017/3/28,-0.068995
2017/3/29,-0.059514
2017/3/30,-0.067153
2017/3/31,-0.072225
2017/4/5,-0.046113
2017/4/6,-0.040993
2017/4/7,-0.035853
2017/4/10,-0.06258
2017/4/11,-0.06015
2017/4/12,-0.065622
2017/4/13,-0.070862
2017/4/14,-0.047554
2017/4/17,-0.077481
2017/4/18,-0.08908
2017/4/19,-0.099957
2017/4/20,-0.099957
2017/4/21,-0.106136
2017/4/24,-0.118706
2017/4/25,-0.118706
2017/4/26,-0.111483
2017/4/27,-0.111483
2017/4/28,-0.096497
2017/5/2,-0.090371
2017/5/3,-0.090371
2017/5/4,-0.104082
2017/5/5,-0.104082
2017/5/8,-0.100331
2017/5/9,-0.108021
2017/5/10,-0.111842
2017/5/11,-0.105489
2017/5/12,-0.099208
2017/5/15,-0.086857
2017/5/16,-0.065311
2017/5/17,-0.059672
2017/5/18,-0.055841
2017/5/19,-0.024405
2017/5/22,-0.030463
2017/5/23,-0.030286
2017/5/24,-0.035065
2017/5/25,-0.036372
2017/5/26,-0.043153
2017/5/31,-0.039752
2017/6/1,-0.024878
2017/6/2,-0.031401
2017/6/5,-0.025777
2017/6/6,-0.025762
2017/6/7,-0.025622
2017/6/8,-0.021052
2017/6/9,-0.021643
2017/6/12,-0.010217
2017/6/13,-0.010304
2017/6/14,-0.016533
2017/6/15,-0.029967
2017/6/16,0.000426
2017/6/19,0.006249
2017/6/20,-0.001034
2017/6/21,-0.031609
2017/6/22,-0.04326
2017/6/23,-0.043877
2017/6/26,-0.037776
2017/6/27,-0.028355
2017/6/28,-0.010681
2017/6/29,-0.003456
