日期,L
2017/6/30,-0.000609
2017/7/3,0.004485
2017/7/4,-0.003586
2017/7/5,-0.006302
2017/7/6,0.001033
2017/7/7,0.007083
2017/7/10,-0.002449
2017/7/11,0.006091
2017/7/12,0.007744
2017/7/13,0.008693
2017/7/14,0.009096
2017/7/17,0.008341
2017/7/18,0.009798
2017/7/19,0.006189
2017/7/20,0.032297
2017/7/21,0.032988
2017/7/24,0.038148
2017/7/25,0.023102
2017/7/26,0.019362
2017/7/27,0.015993
2017/7/28,-0.001137
2017/7/31,0.006595
2017/8/1,0.01462
2017/8/2,-0.001229
2017/8/3,-0.00887
2017/8/4,0.001573
2017/8/7,-0.014062
2017/8/8,-0.013408
2017/8/9,-0.006437
2017/8/10,0.004693
2017/8/11,-0.006856
2017/8/14,0.007626
2017/8/15,-0.004716
2017/8/16,-0.004654
2017/8/17,0.002487
2017/8/18,-0.006876
2017/8/21,-0.003306
2017/8/22,-0.00603
2017/8/23,0.001867
2017/8/24,0.00865
2017/8/25,0.012998
2017/8/28,0.00256
2017/8/29,0.005206
2017/8/30,-0.005648
2017/8/31,0.011102
2017/9/1,0.017604
2017/9/4,0.037268
2017/9/5,0.04298
2017/9/6,0.008227
2017/9/7,-0.003086
2017/9/8,0.010818
2017/9/11,-0.011147
2017/9/12,-0.006153
2017/9/13,-0.01496
2017/9/14,-0.029919
2017/9/15,-0.034629
2017/9/18,-0.036876
2017/9/19,-0.036427
2017/9/20,-0.026777
2017/9/21,-0.046243
2017/9/22,-0.037418
2017/9/25,-0.033225
2017/9/26,-0.029798
2017/9/27,-0.026177
2017/9/28,-0.046339
2017/9/29,-0.036499
2017/10/9,-0.032912
2017/10/10,-0.027373
2017/10/11,-0.030573
2017/10/12,-0.031164
2017/10/13,-0.026575
2017/10/16,-0.024017
2017/10/17,-0.019382
2017/10/18,-0.015764
2017/10/19,-0.032197
2017/10/20,-0.02154
2017/10/23,-0.018013
2017/10/24,-0.023202
2017/10/25,-0.024023
2017/10/26,-0.034112
2017/10/27,-0.033728
2017/10/30,-0.025312
2017/10/31,-0.023945
2017/11/1,-0.033235
2017/11/2,-0.026238
2017/11/3,-0.01373
2017/11/6,-0.013224
2017/11/7,-0.013948
2017/11/8,-0.018117
2017/11/9,-0.015734
2017/11/10,-0.023415
2017/11/13,-0.020163
2017/11/14,-0.024143
2017/11/15,-0.039112
2017/11/16,-0.039467
2017/11/17,-0.039328
2017/11/20,-0.028522
2017/11/21,-0.012773
2017/11/22,-0.003505
2017/11/23,-0.0067
2017/11/24,-0.004567
2017/11/27,-0.005529
2017/11/28,-0.025625
2017/11/29,-0.021332
2017/11/30,-0.021683
2017/12/1,-0.022185
2017/12/4,-0.011237
2017/12/5,-0.00817
2017/12/6,-0.009872
2017/12/7,-0.015588
2017/12/8,-0.010699
2017/12/11,-0.009707
2017/12/12,-0.009857
2017/12/13,-0.016434
2017/12/14,-0.013141
2017/12/15,-0.016345
2017/12/18,-0.011789
2017/12/19,-0.004443
2017/12/20,-0.000843
2017/12/21,0.003198
2017/12/22,-0.002383
2017/12/25,-0.000314
2017/12/26,0.006792
2017/12/27,0.013886
2017/12/28,0.014019
2017/12/29,0.015058
2018/1/2,0.033899
2018/1/3,0.031305
2018/1/4,0.029499
2018/1/5,0.036296
2018/1/8,0.033408
2018/1/9,0.01821
2018/1/10,0.011407
2018/1/11,0.012303
2018/1/12,0.015512
2018/1/15,0.021738
2018/1/16,0.015728
2018/1/17,0.011266
2018/1/18,0.010268
2018/1/19,0.00872
2018/1/22,0.023697
2018/1/23,0.020268
2018/1/24,0.009479
2018/1/25,0.022384
2018/1/26,0.026734
2018/1/29,0.021324
2018/1/30,0.015667
2018/1/31,-0.002941
2018/2/1,0.001643
2018/2/2,-0.000996
2018/2/5,-0.022962
2018/2/6,-0.019695
2018/2/7,-0.01667
2018/2/8,0.000678
2018/2/9,-0.005146
2018/2/12,-0.002124
2018/2/13,-0.005976
2018/2/14,-0.00881
2018/2/22,-0.015725
2018/2/23,-0.012305
2018/2/26,-0.030322
2018/2/27,-0.039855
2018/2/28,-0.042254
2018/3/1,-0.032097
2018/3/2,-0.026349
2018/3/5,-0.027896
2018/3/6,-0.04039
2018/3/7,-0.045627
2018/3/8,-0.053827
2018/3/9,-0.058457
2018/3/12,-0.066158
2018/3/13,-0.059574
2018/3/14,-0.038811
2018/3/15,-0.035544
2018/3/16,-0.050048
2018/3/19,-0.040672
2018/3/20,-0.038586
2018/3/21,-0.038082
2018/3/22,-0.034391
2018/3/23,-0.047469
2018/3/26,-0.042366
2018/3/27,-0.014235
2018/3/28,-0.011519
2018/3/29,-0.014544
2018/3/30,-0.009719
2018/4/2,-0.004578
2018/4/3,-0.009793
2018/4/4,-0.008227
2018/4/9,-0.005511
2018/4/10,0.000536
2018/4/11,-0.000005
2018/4/12,0.001199
2018/4/13,0.005488
2018/4/16,-0.003751
2018/4/17,-0.004112
2018/4/18,0.000311
2018/4/19,0.0148
2018/4/20,0.013797
2018/4/23,0.002249
2018/4/24,0.004507
2018/4/25,0.007032
2018/4/26,0.00367
2018/4/27,0.001966
2018/5/2,0.001926
2018/5/3,-0.001096
2018/5/4,0.012506
2018/5/7,0.009489
2018/5/8,0.010165
2018/5/9,0.009262
2018/5/10,-0.000575
2018/5/11,0.003194
2018/5/14,0.011109
2018/5/15,0.008943
2018/5/16,0.004963
2018/5/17,-0.001286
2018/5/18,0.00263
2018/5/21,0.001214
2018/5/22,0.00203
2018/5/23,0.00243
2018/5/24,-0.01721
2018/5/25,-0.01801
2018/5/28,-0.030405
2018/5/29,-0.03134
2018/5/30,-0.03429
2018/5/31,-0.024743
2018/6/1,-0.012872
2018/6/4,-0.014894
2018/6/5,-0.009871
2018/6/6,-0.01342
2018/6/7,-0.006184
2018/6/8,-0.008602
2018/6/11,-0.005302
2018/6/12,-0.006182
2018/6/13,-0.008869
2018/6/14,-0.005867
2018/6/15,-0.019889
2018/6/19,-0.024288
2018/6/20,-0.029796
2018/6/21,-0.027321
2018/6/22,-0.040097
2018/6/25,-0.052737
2018/6/26,-0.03716
2018/6/27,-0.037583
2018/6/28,-0.038031
2018/6/29,-0.041222
2018/7/2,-0.032171
2018/7/3,-0.037392
2018/7/4,-0.035539
2018/7/5,-0.028067
2018/7/6,-0.017048
2018/7/9,-0.02122
2018/7/10,-0.014714
2018/7/11,-0.011048
2018/7/12,-0.013943
2018/7/13,-0.008507
2018/7/16,-0.003572
2018/7/17,-0.008957
2018/7/18,-0.010339
2018/7/19,-0.012597
2018/7/20,-0.021587
2018/7/23,-0.015924
2018/7/24,-0.014905
2018/7/25,-0.011716
2018/7/26,-0.011536
2018/7/27,-0.001323
2018/7/30,0.00122
2018/7/31,-0.001379
2018/8/1,-0.001117
2018/8/2,0.009162
2018/8/3,0.014032
2018/8/6,0.016416
2018/8/7,-0.000007
2018/8/8,0.001691
2018/8/9,0.006753
2018/8/10,0.005637
2018/8/13,0.002287
2018/8/14,0.001343
2018/8/15,-0.000962
2018/8/16,-0.007416
2018/8/17,-0.007416
2018/8/20,-0.011884
2018/8/21,0.008408
2018/8/22,0.014757
2018/8/23,0.013393
2018/8/24,-0.001861
2018/8/27,-0.004219
2018/8/28,0.007583
2018/8/29,0.002071
2018/8/30,0.00148
2018/8/31,-0.011082
2018/9/3,-0.014714
2018/9/4,-0.010164
2018/9/5,-0.006849
2018/9/6,-0.006138
2018/9/7,0.001642
2018/9/10,0.001211
2018/9/11,-0.000212
2018/9/12,-0.010671
2018/9/13,-0.000212
2018/9/14,0.002116
2018/9/17,-0.000514
2018/9/18,0.004109
2018/9/19,0.00911
2018/9/20,0.014822
2018/9/21,0.008397
2018/9/25,-0.001671
2018/9/26,-0.015287
2018/9/27,-0.006296
2018/9/28,-0.006152
2018/10/8,-0.00078
2018/10/9,0.008576
2018/10/10,0.009851
2018/10/11,0.007021
2018/10/12,0.007639
2018/10/15,0.005157
2018/10/16,0.000641
2018/10/17,0.000868
2018/10/18,0.000496
2018/10/19,-0.001095
2018/10/22,-0.001025
2018/10/23,-0.005609
2018/10/24,-0.00798
2018/10/25,-0.008115
2018/10/26,-0.009559
2018/10/29,-0.012989
2018/10/30,-0.012001
2018/10/31,-0.013032
2018/11/1,-0.024272
2018/11/2,-0.010651
2018/11/5,0.014847
2018/11/6,0.013456
2018/11/7,0.031907
2018/11/8,0.030928
2018/11/9,0.019926
2018/11/12,0.01577
2018/11/13,0.013638
2018/11/14,0.022948
2018/11/15,0.026238
2018/11/16,0.028534
2018/11/19,0.030352
2018/11/20,0.022528
2018/11/21,0.012712
2018/11/22,0.010289
2018/11/23,-0.014902
2018/11/26,-0.011383
2018/11/27,0.026981
2018/11/28,0.041585
2018/11/29,0.048364
2018/11/30,0.06311
2018/12/3,0.062128
2018/12/4,0.073693
2018/12/5,0.073585
2018/12/6,0.069756
2018/12/7,0.054684
2018/12/10,0.059349
2018/12/11,0.039867
2018/12/12,0.044132
2018/12/13,0.048146
2018/12/14,0.039143
2018/12/17,0.036972
2018/12/18,0.037714
2018/12/19,0.037508
2018/12/20,0.036587
2018/12/21,0.038113
2018/12/24,0.030385
2018/12/25,0.026295
2018/12/26,0.027322
2018/12/27,0.031932
2018/12/28,0.034954
2019/1/2,0.020899
2019/1/3,0.010131
2019/1/4,0.025595
2019/1/7,0.026559
2019/1/8,0.028165
2019/1/9,0.024289
2019/1/10,0.048119
2019/1/11,0.059848
2019/1/14,0.066652
2019/1/15,0.059655
2019/1/16,0.04917
2019/1/17,0.051611
2019/1/18,0.051665
2019/1/21,0.043129
2019/1/22,0.04202
2019/1/23,0.033875
2019/1/24,0.038395
2019/1/25,0.032502
2019/1/28,0.042568
2019/1/29,0.035466
2019/1/30,0.021618
2019/1/31,0.039362
2019/2/1,0.038573
2019/2/11,0.032744
2019/2/12,0.009924
2019/2/13,0.019126
2019/2/14,0.002798
2019/2/15,0.013407
2019/2/18,0.012891
2019/2/19,0.013134
2019/2/20,0.005489
2019/2/21,0.013779
2019/2/22,0.012512
2019/2/25,0.005953
2019/2/26,0.008557
2019/2/27,0.000309
2019/2/28,-0.010856
2019/3/1,-0.004645
2019/3/4,0.003249
2019/3/5,0.009686
2019/3/6,0.008887
2019/3/7,0.008059
2019/3/8,0.000532
2019/3/11,0.001014
2019/3/12,0.007797
2019/3/13,0.008001
2019/3/14,0.003833
2019/3/15,-0.015992
2019/3/18,-0.020787
2019/3/19,-0.020398
2019/3/20,-0.020981
2019/3/21,0.004286
2019/3/22,-0.002921
2019/3/25,0.000657
2019/3/26,0.001476
2019/3/27,0.000027
2019/3/28,-0.019541
2019/3/29,-0.014609
2019/4/1,0.021505
2019/4/2,0.021963
2019/4/3,0.027213
2019/4/4,0.019751
2019/4/8,0.029012
2019/4/9,0.033202
2019/4/10,0.030303
2019/4/11,0.024979
2019/4/12,0.023095
2019/4/15,0.024637
2019/4/16,0.019148
2019/4/17,0.013191
2019/4/18,0.013744
2019/4/19,0.002422
2019/4/22,0.002422
2019/4/23,0.001852
2019/4/24,0.003613
2019/4/25,-0.001436
2019/4/26,-0.005025
2019/4/29,-0.013546
2019/4/30,-0.013191
2019/5/6,-0.020194
2019/5/7,-0.018042
2019/5/8,-0.030187
2019/5/9,-0.033742
2019/5/10,-0.054202
2019/5/13,-0.061435
2019/5/14,-0.09512
2019/5/15,-0.099589
2019/5/16,-0.095988
2019/5/17,-0.07221
2019/5/20,-0.064664
2019/5/21,-0.034509
2019/5/22,-0.004713
2019/5/23,-0.01106
2019/5/24,-0.026541
2019/5/27,-0.011197
2019/5/28,-0.011902
2019/5/29,0.00198
2019/5/30,-0.000559
2019/5/31,0.006106
2019/6/3,-0.003611
2019/6/4,-0.009064
2019/6/5,-0.010229
2019/6/6,-0.00117
2019/6/10,0.028083
2019/6/11,0.000156
2019/6/12,0.000128
2019/6/13,0.000099
2019/6/14,0.000057
2019/6/17,0.000014
2019/6/18,-0.00655
2019/6/19,0.010043
2019/6/20,0.015232
2019/6/21,0.023711
2019/6/24,0.013685
2019/6/25,0.007308
2019/6/26,0.008133
2019/6/27,0.008311
2019/6/28,0.004937
2019/7/1,0.001178
2019/7/2,-0.044595
2019/7/3,-0.005969
2019/7/4,-0.006904
2019/7/5,-0.000497
2019/7/8,-0.010961
2019/7/9,-0.016897
2019/7/10,-0.019499
2019/7/11,-0.012872
2019/7/12,-0.030924
2019/7/15,-0.028494
2019/7/16,-0.032963
2019/7/17,-0.034689
2019/7/18,-0.033715
2019/7/19,-0.031856
2019/7/22,-0.040398
2019/7/23,-0.041274
2019/7/24,-0.053588
2019/7/25,-0.030613
2019/7/26,-0.027409
2019/7/29,-0.022327
2019/7/30,0.001123
2019/7/31,0.016555
2019/8/1,0.017765
2019/8/2,0.010504
2019/8/5,-0.003044
2019/8/6,-0.023191
2019/8/7,-0.027696
2019/8/8,-0.025543
2019/8/9,-0.0228
2019/8/12,-0.019765
2019/8/13,-0.018679
2019/8/14,-0.007198
2019/8/15,-0.016064
2019/8/16,-0.020809
2019/8/19,-0.021563
2019/8/20,-0.02283
2019/8/21,-0.036538
2019/8/22,-0.024138
2019/8/23,-0.025305
2019/8/26,-0.035245
2019/8/27,-0.038695
2019/8/28,-0.010552
2019/8/29,-0.010874
2019/8/30,-0.017993
2019/9/2,0.00574
2019/9/3,0.017103
2019/9/4,0.007716
2019/9/5,0.014913
2019/9/6,0.008031
2019/9/9,0.010411
2019/9/10,0.015902
2019/9/11,0.013239
2019/9/12,0.030765
2019/9/16,0.050315
2019/9/17,0.020441
2019/9/18,0.018801
2019/9/19,0.007692
2019/9/20,0.007719
2019/9/23,0.00508
2019/9/24,0.001248
2019/9/25,-0.020935
2019/9/26,-0.030434
2019/9/27,-0.041455
2019/9/30,-0.041455
2019/10/8,-0.027965
2019/10/9,-0.0163
2019/10/10,-0.0163
2019/10/11,-0.020493
2019/10/14,-0.002658
2019/10/15,-0.01606
2019/10/16,-0.02939
2019/10/17,-0.044309
2019/10/18,-0.042877
2019/10/21,-0.050025
2019/10/22,-0.039276
2019/10/23,-0.026035
2019/10/24,-0.011629
2019/10/25,-0.018917
2019/10/28,-0.026177
2019/10/29,-0.024117
2019/10/30,-0.02362
2019/10/31,-0.025773
2019/11/1,-0.035948
2019/11/4,-0.023622
2019/11/5,-0.021997
2019/11/6,0.017482
2019/11/7,0.01847
2019/11/8,0.012477
2019/11/11,0.012642
2019/11/12,0.011882
2019/11/13,0.009287
2019/11/14,0.008498
2019/11/15,0.012589
2019/11/18,0.013334
2019/11/19,0.01343
2019/11/20,0.036054
2019/11/21,0.034723
2019/11/22,0.033527
2019/11/25,0.032303
2019/11/26,0.033016
2019/11/27,0.044906
2019/11/28,0.045942
2019/11/29,0.045583
2019/12/2,0.078597
2019/12/3,0.08285
2019/12/4,0.08082
2019/12/5,0.071475
2019/12/6,0.077045
2019/12/9,0.075502
2019/12/10,0.075566
2019/12/11,0.04741
2019/12/12,0.045223
2019/12/13,0.053044
2019/12/16,0.056226
2019/12/17,0.048973
2019/12/18,0.020366
2019/12/19,0.018236
2019/12/20,0.019667
2019/12/23,0.021053
2019/12/24,0.016947
2019/12/25,0.021736
2019/12/26,0.029399
2019/12/27,0.031007
2019/12/30,0.038614
2019/12/31,0.021846
2020/1/2,0.006423
2020/1/3,0.005487
2020/1/6,0.0186
2020/1/7,0.018986
2020/1/8,-0.006329
2020/1/9,-0.006996
2020/1/10,0.001912
2020/1/13,0.003153
2020/1/14,0.004801
2020/1/15,-0.000483
2020/1/16,-0.005467
2020/1/17,-0.005094
2020/1/20,-0.008995
2020/1/21,-0.00816
2020/1/22,-0.018789
2020/1/23,-0.019123
2020/2/3,-0.103219
2020/2/4,-0.085337
2020/2/5,-0.078081
2020/2/6,-0.080531
2020/2/7,-0.101366
2020/2/10,-0.086617
2020/2/11,-0.103361
2020/2/12,-0.050502
2020/2/13,-0.05149
2020/2/14,-0.052346
2020/2/17,-0.059545
2020/2/18,-0.052095
2020/2/19,-0.019439
2020/2/20,-0.019638
2020/2/21,-0.02226
2020/2/24,-0.037925
2020/2/25,-0.037723
2020/2/26,-0.03619
2020/2/27,-0.035699
2020/2/28,-0.030464
2020/3/2,-0.026795
2020/3/3,-0.02255
2020/3/4,-0.010036
2020/3/5,-0.008459
2020/3/6,-0.000058
2020/3/9,-0.029475
2020/3/10,-0.039283
2020/3/11,-0.055437
2020/3/12,-0.055867
2020/3/13,-0.061681
2020/3/16,-0.056582
2020/3/17,-0.114001
2020/3/18,-0.090337
2020/3/19,-0.093278
2020/3/20,-0.082114
2020/3/23,-0.090818
2020/3/24,-0.109456
2020/3/25,-0.00982
2020/3/26,-0.052621
