date,time,datetime,symbol,exchange,lastPrice,lastVolume,volume,openInterest,openPrice,highPrice,lowPrice,preClosePrice,preSettlementPrice,upperLimit,lowerLimit,turnover,bidPrice1,bidPrice2,bidPrice3,bidPrice4,bidPrice5,askPrice1,askPrice2,askPrice3,askPrice4,askPrice5,bidVolume1,bidVolume2,bidVolume3,bidVolume4,bidVolume5,askVolume1,askVolume2,askVolume3,askVolume4,askVolume5
20191126,09:43:20.0,2019-11-26 09:43:20,CL2001,NYMEX,57.98,0,6295,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,14,29,23,34,39,19,34,25,21,44
20191126,09:43:35.0,2019-11-26 09:43:35,CL2001,NYMEX,57.99,0,6318,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,25,35,39,16,34,26,21,44
20191126,09:43:36.0,2019-11-26 09:43:36,CL2001,NYMEX,57.99,0,6318,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,25,35,39,17,34,26,21,44
20191126,09:43:40.0,2019-11-26 09:43:40,CL2001,NYMEX,57.99,0,6318,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,26,35,39,17,34,26,21,44
20191126,09:43:40.0,2019-11-26 09:43:40,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,26,35,39,16,34,26,21,44
20191126,09:43:42.0,2019-11-26 09:43:42,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,26,35,39,15,34,26,21,44
20191126,09:43:43.0,2019-11-26 09:43:43,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,20,29,26,35,39,15,34,26,21,44
20191126,09:43:44.0,2019-11-26 09:43:44,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,18,29,26,35,39,16,34,26,21,44
20191126,09:43:45.0,2019-11-26 09:43:45,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,26,35,39,16,34,26,21,44
20191126,09:43:46.0,2019-11-26 09:43:46,CL2001,NYMEX,57.99,0,6319,0.0,57.92,58.02,57.84,58.01,58.01,1.7976931348623157e+308,1.7976931348623157e+308,0.0,57.98,57.97,57.96,57.95,57.94,57.99,58.0,58.01,58.02,58.03,19,29,26,35,39,15,34,26,21,44
