date,HIGH,OI,specific_contract,DEALNUM,VOLUME,SETTLE,LOW,date,CLOSE,OPEN,last_trade_date,contract_issue_date,switch_contract,remain_days
2015-04-16,7790.0,6643.0,IC1505.CFE,,116888.0,7642.8,7480.2,2015-04-16,7707.8,7681.0,2015-05-15,2015-04-16,True,29 days 00:00:00.000000000
2015-04-17,7918.8,9144.0,IC1505.CFE,,114214.0,7803.4,7631.2,2015-04-17,7758.2,7722.0,2015-05-15,2015-04-16,False,28 days 00:00:00.000000000
2015-04-20,7857.0,10706.0,IC1505.CFE,,98781.0,7621.2,7582.0,2015-04-20,7622.2,7760.0,2015-05-15,2015-04-16,False,25 days 00:00:00.000000000
2015-04-21,8147.0,16732.0,IC1505.CFE,,132545.0,8055.6,7640.2,2015-04-21,8140.4,7650.2,2015-05-15,2015-04-16,False,24 days 00:00:00.000000000
2015-04-22,8237.8,14854.0,IC1505.CFE,,121034.0,8197.2,8104.4,2015-04-22,8189.8,8158.0,2015-05-15,2015-04-16,False,23 days 00:00:00.000000000
2015-04-23,8378.8,14805.0,IC1505.CFE,,132278.0,8266.4,8160.4,2015-04-23,8265.6,8193.0,2015-05-15,2015-04-16,False,22 days 00:00:00.000000000
2015-04-24,8349.8,14603.0,IC1505.CFE,,126381.0,8307.6,8123.8,2015-04-24,8327.2,8247.8,2015-05-15,2015-04-16,False,21 days 00:00:00.000000000
2015-04-27,8548.0,15187.0,IC1505.CFE,,125335.0,8361.6,8292.0,2015-04-27,8347.2,8368.0,2015-05-15,2015-04-16,False,18 days 00:00:00.000000000
2015-04-28,8419.0,15900.0,IC1505.CFE,,164120.0,8087.4,8011.6,2015-04-28,8147.0,8308.0,2015-05-15,2015-04-16,False,17 days 00:00:00.000000000
2015-04-29,8309.0,17677.0,IC1505.CFE,,134158.0,8276.2,8079.0,2015-04-29,8302.2,8138.0,2015-05-15,2015-04-16,False,16 days 00:00:00.000000000
2015-04-30,8408.0,16354.0,IC1505.CFE,,120118.0,8355.4,8291.2,2015-04-30,8338.8,8320.0,2015-05-15,2015-04-16,False,15 days 00:00:00.000000000
2015-05-04,8527.4,16271.0,IC1505.CFE,,101734.0,8322.4,8202.4,2015-05-04,8347.2,8370.2,2015-05-15,2015-04-16,False,11 days 00:00:00.000000000
2015-05-05,8345.0,15884.0,IC1505.CFE,,109987.0,8139.2,8090.0,2015-05-05,8145.0,8334.8,2015-05-15,2015-04-16,False,10 days 00:00:00.000000000
2015-05-06,8280.6,15456.0,IC1505.CFE,,111973.0,8058.4,7970.0,2015-05-06,8040.8,8168.0,2015-05-15,2015-04-16,False,9 days 00:00:00.000000000
2015-05-07,8068.0,15127.0,IC1505.CFE,,109599.0,7928.6,7901.0,2015-05-07,7911.4,8020.0,2015-05-15,2015-04-16,False,8 days 00:00:00.000000000
2015-05-08,8171.4,16258.0,IC1505.CFE,,121062.0,8103.0,7921.0,2015-05-08,8171.2,7933.4,2015-05-15,2015-04-16,False,7 days 00:00:00.000000000
2015-05-11,8508.0,16314.0,IC1505.CFE,,124722.0,8442.6,8144.0,2015-05-11,8489.8,8170.0,2015-05-15,2015-04-16,False,4 days 00:00:00.000000000
2015-05-12,8648.0,14671.0,IC1505.CFE,,152019.0,8597.6,8415.4,2015-05-12,8647.8,8499.6,2015-05-15,2015-04-16,False,3 days 00:00:00.000000000
2015-05-13,8779.0,14624.0,IC1505.CFE,,189658.0,8690.8,8492.0,2015-05-13,8695.8,8595.0,2015-05-15,2015-04-16,False,2 days 00:00:00.000000000
2015-05-14,8813.6,8971.0,IC1505.CFE,,112711.0,8754.2,8645.2,2015-05-14,8760.4,8689.0,2015-05-15,2015-04-16,False,1 days 00:00:00.000000000
2015-05-15,8769.8,0.0,IC1505.CFE,,36739.0,8755.31,8605.4,2015-05-15,8755.2,8754.8,2015-05-15,2015-04-16,False,0 days 00:00:00.000000000
2015-05-18,8822.2,32183.0,IC1506.CFE,,202968.0,8797.0,8580.0,2015-05-18,8798.4,8640.6,2015-06-19,2015-04-16,True,32 days 00:00:00.000000000
2015-05-19,9154.4,33556.0,IC1506.CFE,,228488.0,9102.2,8736.2,2015-05-19,9120.8,8805.6,2015-06-19,2015-04-16,False,31 days 00:00:00.000000000
2015-05-20,9463.6,35302.0,IC1506.CFE,,239847.0,9311.4,9111.2,2015-05-20,9286.8,9121.8,2015-06-19,2015-04-16,False,30 days 00:00:00.000000000
2015-05-21,9755.0,38615.0,IC1506.CFE,,256460.0,9630.0,9301.0,2015-05-21,9734.6,9311.4,2015-06-19,2015-04-16,False,29 days 00:00:00.000000000
2015-05-22,9867.4,37707.0,IC1506.CFE,,285617.0,9740.2,9525.0,2015-05-22,9741.2,9783.0,2015-06-19,2015-04-16,False,28 days 00:00:00.000000000
2015-05-25,10020.8,39837.0,IC1506.CFE,,262755.0,9979.4,9455.4,2015-05-25,9966.6,9610.0,2015-06-19,2015-04-16,False,25 days 00:00:00.000000000
2015-05-26,10535.0,40848.0,IC1506.CFE,,258963.0,10407.4,9986.2,2015-05-26,10532.2,9988.0,2015-06-19,2015-04-16,False,24 days 00:00:00.000000000
2015-05-27,10718.0,42800.0,IC1506.CFE,,307346.0,10621.4,10366.0,2015-05-27,10552.0,10598.4,2015-06-19,2015-04-16,False,23 days 00:00:00.000000000
2015-05-28,10758.8,40149.0,IC1506.CFE,,360766.0,10126.8,9818.0,2015-05-28,9977.2,10580.0,2015-06-19,2015-04-16,False,22 days 00:00:00.000000000
2015-05-29,10370.0,40059.0,IC1506.CFE,,354628.0,10127.0,9901.0,2015-05-29,10121.0,10126.8,2015-06-19,2015-04-16,False,21 days 00:00:00.000000000
2015-06-01,11089.8,45365.0,IC1506.CFE,,257035.0,10865.8,10168.0,2015-06-01,11025.6,10170.2,2015-06-19,2015-04-16,False,18 days 00:00:00.000000000
2015-06-02,11385.0,44075.0,IC1506.CFE,,280807.0,11271.0,10830.0,2015-06-02,11250.4,11058.0,2015-06-19,2015-04-16,False,17 days 00:00:00.000000000
2015-06-03,11436.0,44367.0,IC1506.CFE,,334871.0,11143.4,10809.0,2015-06-03,11103.2,11281.2,2015-06-19,2015-04-16,False,16 days 00:00:00.000000000
2015-06-04,11255.4,35808.0,IC1506.CFE,,376160.0,10761.0,10030.0,2015-06-04,10869.2,11127.0,2015-06-19,2015-04-16,False,15 days 00:00:00.000000000
2015-06-05,11258.0,33977.0,IC1506.CFE,,337852.0,10939.2,10540.0,2015-06-05,10949.0,10900.0,2015-06-19,2015-04-16,False,14 days 00:00:00.000000000
2015-06-08,10939.2,31732.0,IC1506.CFE,,305756.0,10701.6,10384.2,2015-06-08,10602.6,10840.0,2015-06-19,2015-04-16,False,11 days 00:00:00.000000000
2015-06-09,10950.0,31957.0,IC1506.CFE,,322063.0,10690.2,10453.0,2015-06-09,10700.4,10599.0,2015-06-19,2015-04-16,False,10 days 00:00:00.000000000
2015-06-10,11326.0,34462.0,IC1506.CFE,,312337.0,11105.2,10600.0,2015-06-10,10987.8,10608.0,2015-06-19,2015-04-16,False,9 days 00:00:00.000000000
2015-06-11,11290.0,33448.0,IC1506.CFE,,267772.0,11200.0,10920.2,2015-06-11,11258.8,11094.8,2015-06-19,2015-04-16,False,8 days 00:00:00.000000000
2015-06-12,11585.0,29351.0,IC1506.CFE,,253743.0,11461.4,11221.8,2015-06-12,11427.8,11293.0,2015-06-19,2015-04-16,False,7 days 00:00:00.000000000
2015-06-15,11560.0,27571.0,IC1506.CFE,,237446.0,11282.8,11023.0,2015-06-15,11228.6,11461.4,2015-06-19,2015-04-16,False,4 days 00:00:00.000000000
2015-06-16,11238.0,20877.0,IC1506.CFE,,296168.0,10795.8,10656.2,2015-06-16,10839.0,11238.0,2015-06-19,2015-04-16,False,3 days 00:00:00.000000000
2015-06-17,11117.6,15555.0,IC1506.CFE,,255006.0,11029.0,10504.4,2015-06-17,11033.4,10837.6,2015-06-19,2015-04-16,False,2 days 00:00:00.000000000
2015-06-18,11148.0,6808.0,IC1506.CFE,,125240.0,10807.6,10662.4,2015-06-18,10672.6,11055.0,2015-06-19,2015-04-16,False,1 days 00:00:00.000000000
2015-06-19,11000.0,0.0,IC1506.CFE,,41773.0,10206.7,10206.2,2015-06-19,10210.0,11000.0,2015-06-19,2015-04-16,False,0 days 00:00:00.000000000
2015-06-23,10100.0,34580.0,IC1507.CFE,,363010.0,9902.4,9375.2,2015-06-23,9862.6,9977.0,2015-07-17,2015-05-18,True,24 days 00:00:00.000000000
2015-06-24,10214.4,30433.0,IC1507.CFE,,336011.0,9993.8,9710.8,2015-06-24,10058.0,9888.0,2015-07-17,2015-05-18,False,23 days 00:00:00.000000000
2015-06-25,10140.0,29295.0,IC1507.CFE,,355666.0,9587.6,9335.0,2015-06-25,9381.6,10101.0,2015-07-17,2015-05-18,False,22 days 00:00:00.000000000
2015-06-26,9390.0,31210.0,IC1507.CFE,,296036.0,8631.4,8629.0,2015-06-26,8629.0,9380.0,2015-07-17,2015-05-18,False,21 days 00:00:00.000000000
2015-06-29,8800.0,26304.0,IC1507.CFE,,370110.0,7847.8,7768.4,2015-06-29,7768.4,8788.0,2015-07-17,2015-05-18,False,18 days 00:00:00.000000000
2015-06-30,8629.0,25361.0,IC1507.CFE,,417585.0,8343.6,7557.0,2015-06-30,8346.0,7768.0,2015-07-17,2015-05-18,False,17 days 00:00:00.000000000
2015-07-01,8800.0,24877.0,IC1507.CFE,,418824.0,7937.2,7509.4,2015-07-01,7509.4,8396.0,2015-07-17,2015-05-18,False,16 days 00:00:00.000000000
2015-07-02,8277.0,20707.0,IC1507.CFE,,502523.0,7535.2,7323.8,2015-07-02,7667.8,7910.0,2015-07-17,2015-05-18,False,15 days 00:00:00.000000000
