date,VOLUME,OI,specific_contract,DEALNUM,HIGH,SETTLE,LOW,date,CLOSE,OPEN,last_trade_date,contract_issue_date,switch_contract,remain_days
2014-03-21,745.0,70.0,HC1407.SHF,,3308.0,3270.0,3240.0,2014-03-21,3300.0,3250.0,2014-07-15,2014-03-21,True,116 days 00:00:00.000000000
2014-03-24,85.0,68.0,HC1407.SHF,,3312.0,3294.0,3268.0,2014-03-24,3308.0,3294.0,2014-07-15,2014-03-21,False,113 days 00:00:00.000000000
2014-03-25,48.0,78.0,HC1407.SHF,,3392.0,3330.0,3306.0,2014-03-25,3368.0,3318.0,2014-07-15,2014-03-21,False,112 days 00:00:00.000000000
2014-03-26,17.0,74.0,HC1407.SHF,,3386.0,3350.0,3322.0,2014-03-26,3352.0,3322.0,2014-07-15,2014-03-21,False,111 days 00:00:00.000000000
2014-03-27,16.0,70.0,HC1407.SHF,,3390.0,3352.0,3334.0,2014-03-27,3366.0,3344.0,2014-07-15,2014-03-21,False,110 days 00:00:00.000000000
2014-03-28,0.0,70.0,HC1407.SHF,,,3356.0,,2014-03-28,3356.0,,2014-07-15,2014-03-21,False,109 days 00:00:00.000000000
2014-03-31,2.0,71.0,HC1407.SHF,,3400.0,3396.0,3394.0,2014-03-31,3400.0,3394.0,2014-07-15,2014-03-21,False,106 days 00:00:00.000000000
2014-04-01,1.0,72.0,HC1407.SHF,,3404.0,3404.0,3404.0,2014-04-01,3404.0,3404.0,2014-07-15,2014-03-21,False,105 days 00:00:00.000000000
2014-04-02,2.0,73.0,HC1407.SHF,,3410.0,3394.0,3380.0,2014-04-02,3410.0,3380.0,2014-07-15,2014-03-21,False,104 days 00:00:00.000000000
2014-04-03,2.0,73.0,HC1407.SHF,,3428.0,3414.0,3400.0,2014-04-03,3428.0,3400.0,2014-07-15,2014-03-21,False,103 days 00:00:00.000000000
2014-04-04,0.0,73.0,HC1407.SHF,,,3414.0,,2014-04-04,3414.0,,2014-07-15,2014-03-21,False,102 days 00:00:00.000000000
2014-04-08,10.0,74.0,HC1407.SHF,,3466.0,3450.0,3446.0,2014-04-08,3466.0,3446.0,2014-07-15,2014-03-21,False,98 days 00:00:00.000000000
2014-04-09,3.0,74.0,HC1407.SHF,,3466.0,3466.0,3466.0,2014-04-09,3466.0,3466.0,2014-07-15,2014-03-21,False,97 days 00:00:00.000000000
2014-04-10,0.0,74.0,HC1407.SHF,,,3456.0,,2014-04-10,3456.0,,2014-07-15,2014-03-21,False,96 days 00:00:00.000000000
2014-04-11,8.0,74.0,HC1407.SHF,,3456.0,3456.0,3456.0,2014-04-11,3456.0,3456.0,2014-07-15,2014-03-21,False,95 days 00:00:00.000000000
2014-04-14,1.0,74.0,HC1407.SHF,,3478.0,3478.0,3478.0,2014-04-14,3478.0,3478.0,2014-07-15,2014-03-21,False,92 days 00:00:00.000000000
2014-04-15,20.0,74.0,HC1407.SHF,,3520.0,3496.0,3450.0,2014-04-15,3490.0,3470.0,2014-07-15,2014-03-21,False,91 days 00:00:00.000000000
2014-04-16,27.0,73.0,HC1407.SHF,,3506.0,3482.0,3448.0,2014-04-16,3506.0,3452.0,2014-07-15,2014-03-21,False,90 days 00:00:00.000000000
2014-04-17,13.0,73.0,HC1407.SHF,,3514.0,3508.0,3486.0,2014-04-17,3486.0,3514.0,2014-07-15,2014-03-21,False,89 days 00:00:00.000000000
2014-04-18,11.0,75.0,HC1407.SHF,,3476.0,3424.0,3376.0,2014-04-18,3476.0,3462.0,2014-07-15,2014-03-21,False,88 days 00:00:00.000000000
2014-04-21,0.0,75.0,HC1407.SHF,,,3424.0,,2014-04-21,3424.0,,2014-07-15,2014-03-21,False,85 days 00:00:00.000000000
2014-04-22,12.0,78.0,HC1407.SHF,,3450.0,3428.0,3420.0,2014-04-22,3420.0,3430.0,2014-07-15,2014-03-21,False,84 days 00:00:00.000000000
2014-04-23,1.0,78.0,HC1407.SHF,,3430.0,3430.0,3430.0,2014-04-23,3430.0,3430.0,2014-07-15,2014-03-21,False,83 days 00:00:00.000000000
2014-04-24,0.0,78.0,HC1407.SHF,,,3430.0,,2014-04-24,3430.0,,2014-07-15,2014-03-21,False,82 days 00:00:00.000000000
2014-04-25,2.0,78.0,HC1407.SHF,,3460.0,3444.0,3430.0,2014-04-25,3460.0,3430.0,2014-07-15,2014-03-21,False,81 days 00:00:00.000000000
2014-04-28,10.0,78.0,HC1407.SHF,,3420.0,3420.0,3420.0,2014-04-28,3420.0,3420.0,2014-07-15,2014-03-21,False,78 days 00:00:00.000000000
2014-04-29,13.0,79.0,HC1407.SHF,,3420.0,3412.0,3406.0,2014-04-29,3420.0,3406.0,2014-07-15,2014-03-21,False,77 days 00:00:00.000000000
2014-04-30,12.0,79.0,HC1407.SHF,,3410.0,3400.0,3390.0,2014-04-30,3390.0,3400.0,2014-07-15,2014-03-21,False,76 days 00:00:00.000000000
2014-05-05,0.0,79.0,HC1407.SHF,,,3400.0,,2014-05-05,3400.0,,2014-07-15,2014-03-21,False,71 days 00:00:00.000000000
2014-05-06,2.0,79.0,HC1407.SHF,,3400.0,3400.0,3400.0,2014-05-06,3400.0,3400.0,2014-07-15,2014-03-21,False,70 days 00:00:00.000000000
2014-05-07,0.0,79.0,HC1407.SHF,,,3400.0,,2014-05-07,3400.0,,2014-07-15,2014-03-21,False,69 days 00:00:00.000000000
2014-05-08,0.0,79.0,HC1407.SHF,,,3398.0,,2014-05-08,3398.0,,2014-07-15,2014-03-21,False,68 days 00:00:00.000000000
2014-05-09,7.0,83.0,HC1407.SHF,,3452.0,3366.0,3350.0,2014-05-09,3452.0,3350.0,2014-07-15,2014-03-21,False,67 days 00:00:00.000000000
2014-05-12,0.0,83.0,HC1407.SHF,,,3366.0,,2014-05-12,3366.0,,2014-07-15,2014-03-21,False,64 days 00:00:00.000000000
2014-05-13,0.0,83.0,HC1407.SHF,,,3366.0,,2014-05-13,3366.0,,2014-07-15,2014-03-21,False,63 days 00:00:00.000000000
2014-05-14,3.0,80.0,HC1407.SHF,,3376.0,3376.0,3376.0,2014-05-14,3376.0,3376.0,2014-07-15,2014-03-21,False,62 days 00:00:00.000000000
2014-05-15,0.0,80.0,HC1407.SHF,,,3376.0,,2014-05-15,3376.0,,2014-07-15,2014-03-21,False,61 days 00:00:00.000000000
2014-05-16,0.0,80.0,HC1407.SHF,,,3376.0,,2014-05-16,3376.0,,2014-07-15,2014-03-21,False,60 days 00:00:00.000000000
2014-05-19,0.0,80.0,HC1407.SHF,,,3376.0,,2014-05-19,3376.0,,2014-07-15,2014-03-21,False,57 days 00:00:00.000000000
2014-05-20,0.0,80.0,HC1407.SHF,,,3376.0,,2014-05-20,3376.0,,2014-07-15,2014-03-21,False,56 days 00:00:00.000000000
2014-05-21,7.0,78.0,HC1407.SHF,,3428.0,3368.0,3360.0,2014-05-21,3428.0,3360.0,2014-07-15,2014-03-21,False,55 days 00:00:00.000000000
2014-05-22,0.0,78.0,HC1407.SHF,,,3380.0,,2014-05-22,3380.0,,2014-07-15,2014-03-21,False,54 days 00:00:00.000000000
2014-05-23,0.0,78.0,HC1407.SHF,,,3380.0,,2014-05-23,3380.0,,2014-07-15,2014-03-21,False,53 days 00:00:00.000000000
2014-05-26,19.0,78.0,HC1407.SHF,,3440.0,3440.0,3440.0,2014-05-26,3440.0,3440.0,2014-07-15,2014-03-21,False,50 days 00:00:00.000000000
2014-05-27,6.0,78.0,HC1407.SHF,,3490.0,3468.0,3442.0,2014-05-27,3480.0,3490.0,2014-07-15,2014-03-21,False,49 days 00:00:00.000000000
2014-05-28,0.0,78.0,HC1407.SHF,,,3468.0,,2014-05-28,3468.0,,2014-07-15,2014-03-21,False,48 days 00:00:00.000000000
2014-05-29,1.0,78.0,HC1407.SHF,,3486.0,3486.0,3486.0,2014-05-29,3486.0,3486.0,2014-07-15,2014-03-21,False,47 days 00:00:00.000000000
2014-05-30,15.0,79.0,HC1407.SHF,,3490.0,3476.0,3476.0,2014-05-30,3490.0,3476.0,2014-07-15,2014-03-21,False,46 days 00:00:00.000000000
2014-06-03,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-03,3476.0,,2014-07-15,2014-03-21,False,42 days 00:00:00.000000000
2014-06-04,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-04,3476.0,,2014-07-15,2014-03-21,False,41 days 00:00:00.000000000
2014-06-05,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-05,3476.0,,2014-07-15,2014-03-21,False,40 days 00:00:00.000000000
2014-06-06,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-06,3476.0,,2014-07-15,2014-03-21,False,39 days 00:00:00.000000000
2014-06-09,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-09,3476.0,,2014-07-15,2014-03-21,False,36 days 00:00:00.000000000
2014-06-10,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-10,3476.0,,2014-07-15,2014-03-21,False,35 days 00:00:00.000000000
2014-06-11,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-11,3476.0,,2014-07-15,2014-03-21,False,34 days 00:00:00.000000000
2014-06-12,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-12,3476.0,,2014-07-15,2014-03-21,False,33 days 00:00:00.000000000
2014-06-13,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-13,3476.0,,2014-07-15,2014-03-21,False,32 days 00:00:00.000000000
2014-06-16,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-16,3476.0,,2014-07-15,2014-03-21,False,29 days 00:00:00.000000000
2014-06-17,0.0,79.0,HC1407.SHF,,,3476.0,,2014-06-17,3476.0,,2014-07-15,2014-03-21,False,28 days 00:00:00.000000000
2014-06-18,1.0,80.0,HC1407.SHF,,3590.0,3590.0,3590.0,2014-06-18,3590.0,3590.0,2014-07-15,2014-03-21,False,27 days 00:00:00.000000000
2014-06-19,5.0,80.0,HC1407.SHF,,3614.0,3614.0,3614.0,2014-06-19,3614.0,3614.0,2014-07-15,2014-03-21,False,26 days 00:00:00.000000000
2014-06-20,0.0,80.0,HC1407.SHF,,,3600.0,,2014-06-20,3600.0,,2014-07-15,2014-03-21,False,25 days 00:00:00.000000000
2014-06-23,20.0,60.0,HC1407.SHF,,3466.0,3464.0,3464.0,2014-06-23,3464.0,3466.0,2014-07-15,2014-03-21,False,22 days 00:00:00.000000000
2014-06-24,0.0,60.0,HC1407.SHF,,,3464.0,,2014-06-24,3464.0,,2014-07-15,2014-03-21,False,21 days 00:00:00.000000000
2014-06-25,7.0,60.0,HC1407.SHF,,3502.0,3458.0,3422.0,2014-06-25,3460.0,3482.0,2014-07-15,2014-03-21,False,20 days 00:00:00.000000000
2014-06-26,1.0,60.0,HC1407.SHF,,3498.0,3498.0,3498.0,2014-06-26,3498.0,3498.0,2014-07-15,2014-03-21,False,19 days 00:00:00.000000000
2014-06-27,30.0,66.0,HC1407.SHF,,3500.0,3496.0,3444.0,2014-06-27,3490.0,3500.0,2014-07-15,2014-03-21,False,18 days 00:00:00.000000000
2014-06-30,6.0,60.0,HC1407.SHF,,3630.0,3630.0,3630.0,2014-06-30,3630.0,3630.0,2014-07-15,2014-03-21,False,15 days 00:00:00.000000000
2014-07-01,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-01,3630.0,,2014-07-15,2014-03-21,False,14 days 00:00:00.000000000
2014-07-02,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-02,3630.0,,2014-07-15,2014-03-21,False,13 days 00:00:00.000000000
2014-07-03,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-03,3630.0,,2014-07-15,2014-03-21,False,12 days 00:00:00.000000000
2014-07-04,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-04,3630.0,,2014-07-15,2014-03-21,False,11 days 00:00:00.000000000
2014-07-07,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-07,3630.0,,2014-07-15,2014-03-21,False,8 days 00:00:00.000000000
2014-07-08,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-08,3630.0,,2014-07-15,2014-03-21,False,7 days 00:00:00.000000000
2014-07-09,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-09,3630.0,,2014-07-15,2014-03-21,False,6 days 00:00:00.000000000
2014-07-10,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-10,3630.0,,2014-07-15,2014-03-21,False,5 days 00:00:00.000000000
2014-07-11,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-11,3630.0,,2014-07-15,2014-03-21,False,4 days 00:00:00.000000000
2014-07-14,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-14,3630.0,,2014-07-15,2014-03-21,False,1 days 00:00:00.000000000
2014-07-15,0.0,60.0,HC1407.SHF,,,3630.0,,2014-07-15,3630.0,,2014-07-15,2014-03-21,False,0 days 00:00:00.000000000
2014-07-16,0.0,35.0,HC1408.SHF,,,3542.0,,2014-07-16,3542.0,,2014-08-15,2014-03-21,True,30 days 00:00:00.000000000
2014-07-17,35.0,33.0,HC1408.SHF,,3682.0,3498.0,3400.0,2014-07-17,3400.0,3678.0,2014-08-15,2014-03-21,False,29 days 00:00:00.000000000
2014-07-18,0.0,33.0,HC1408.SHF,,,3498.0,,2014-07-18,3498.0,,2014-08-15,2014-03-21,False,28 days 00:00:00.000000000
2014-07-21,0.0,33.0,HC1408.SHF,,,3448.0,,2014-07-21,3448.0,,2014-08-15,2014-03-21,False,25 days 00:00:00.000000000
2014-07-22,1.0,32.0,HC1408.SHF,,3348.0,3348.0,3348.0,2014-07-22,3348.0,3348.0,2014-08-15,2014-03-21,False,24 days 00:00:00.000000000
2014-07-23,0.0,32.0,HC1408.SHF,,,3348.0,,2014-07-23,3348.0,,2014-08-15,2014-03-21,False,23 days 00:00:00.000000000
2014-07-24,1.0,31.0,HC1408.SHF,,3328.0,3328.0,3328.0,2014-07-24,3328.0,3328.0,2014-08-15,2014-03-21,False,22 days 00:00:00.000000000
2014-07-25,0.0,31.0,HC1408.SHF,,,3328.0,,2014-07-25,3328.0,,2014-08-15,2014-03-21,False,21 days 00:00:00.000000000
2014-07-28,2.0,31.0,HC1408.SHF,,3400.0,3328.0,3258.0,2014-07-28,3258.0,3400.0,2014-08-15,2014-03-21,False,18 days 00:00:00.000000000
2014-07-29,0.0,31.0,HC1408.SHF,,,3328.0,,2014-07-29,3328.0,,2014-08-15,2014-03-21,False,17 days 00:00:00.000000000
2014-07-30,5.0,31.0,HC1408.SHF,,3338.0,3338.0,3338.0,2014-07-30,3338.0,3338.0,2014-08-15,2014-03-21,False,16 days 00:00:00.000000000
2014-07-31,1.0,30.0,HC1408.SHF,,3368.0,3368.0,3368.0,2014-07-31,3368.0,3368.0,2014-08-15,2014-03-21,False,15 days 00:00:00.000000000
2014-08-01,0.0,30.0,HC1408.SHF,,,3368.0,,2014-08-01,3368.0,,2014-08-15,2014-03-21,False,14 days 00:00:00.000000000
2014-08-04,0.0,30.0,HC1408.SHF,,,3368.0,,2014-08-04,3368.0,,2014-08-15,2014-03-21,False,11 days 00:00:00.000000000
2014-08-05,0.0,30.0,HC1408.SHF,,,3368.0,,2014-08-05,3368.0,,2014-08-15,2014-03-21,False,10 days 00:00:00.000000000
2014-08-06,0.0,30.0,HC1408.SHF,,,3368.0,,2014-08-06,3368.0,,2014-08-15,2014-03-21,False,9 days 00:00:00.000000000
2014-08-07,30.0,30.0,HC1408.SHF,,3330.0,3330.0,3330.0,2014-08-07,3330.0,3330.0,2014-08-15,2014-03-21,False,8 days 00:00:00.000000000
2014-08-08,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-08,3330.0,,2014-08-15,2014-03-21,False,7 days 00:00:00.000000000
2014-08-11,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-11,3330.0,,2014-08-15,2014-03-21,False,4 days 00:00:00.000000000
2014-08-12,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-12,3330.0,,2014-08-15,2014-03-21,False,3 days 00:00:00.000000000
2014-08-13,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-13,3330.0,,2014-08-15,2014-03-21,False,2 days 00:00:00.000000000
2014-08-14,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-14,3330.0,,2014-08-15,2014-03-21,False,1 days 00:00:00.000000000
2014-08-15,0.0,30.0,HC1408.SHF,,,3330.0,,2014-08-15,3330.0,,2014-08-15,2014-03-21,False,0 days 00:00:00.000000000
2014-08-18,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-18,3316.0,,2014-09-15,2014-03-21,True,28 days 00:00:00.000000000
2014-08-19,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-19,3316.0,,2014-09-15,2014-03-21,False,27 days 00:00:00.000000000
2014-08-20,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-20,3316.0,,2014-09-15,2014-03-21,False,26 days 00:00:00.000000000
2014-08-21,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-21,3316.0,,2014-09-15,2014-03-21,False,25 days 00:00:00.000000000
2014-08-22,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-22,3316.0,,2014-09-15,2014-03-21,False,24 days 00:00:00.000000000
2014-08-25,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-25,3316.0,,2014-09-15,2014-03-21,False,21 days 00:00:00.000000000
2014-08-26,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-26,3316.0,,2014-09-15,2014-03-21,False,20 days 00:00:00.000000000
2014-08-27,0.0,4.0,HC1409.SHF,,,3316.0,,2014-08-27,3316.0,,2014-09-15,2014-03-21,False,19 days 00:00:00.000000000
2014-08-28,5.0,0.0,HC1409.SHF,,3278.0,3230.0,3182.0,2014-08-28,3182.0,3236.0,2014-09-15,2014-03-21,False,18 days 00:00:00.000000000
2014-08-29,0.0,0.0,HC1409.SHF,,,3230.0,,2014-08-29,3230.0,,2014-09-15,2014-03-21,False,17 days 00:00:00.000000000
2014-09-01,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-01,3230.0,,2014-09-15,2014-03-21,False,14 days 00:00:00.000000000
2014-09-02,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-02,3230.0,,2014-09-15,2014-03-21,False,13 days 00:00:00.000000000
2014-09-03,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-03,3230.0,,2014-09-15,2014-03-21,False,12 days 00:00:00.000000000
2014-09-04,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-04,3230.0,,2014-09-15,2014-03-21,False,11 days 00:00:00.000000000
2014-09-05,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-05,3230.0,,2014-09-15,2014-03-21,False,10 days 00:00:00.000000000
2014-09-09,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-09,3230.0,,2014-09-15,2014-03-21,False,6 days 00:00:00.000000000
2014-09-10,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-10,3230.0,,2014-09-15,2014-03-21,False,5 days 00:00:00.000000000
2014-09-11,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-11,3230.0,,2014-09-15,2014-03-21,False,4 days 00:00:00.000000000
2014-09-12,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-12,3230.0,,2014-09-15,2014-03-21,False,3 days 00:00:00.000000000
2014-09-15,0.0,0.0,HC1409.SHF,,,3230.0,,2014-09-15,3230.0,,2014-09-15,2014-03-21,False,0 days 00:00:00.000000000
2014-09-16,277.0,1223.0,HC1410.SHF,,3006.0,2976.0,2954.0,2014-09-16,2962.0,3002.0,2014-10-15,2014-03-21,True,29 days 00:00:00.000000000
2014-09-17,269.0,1038.0,HC1410.SHF,,2978.0,2960.0,2954.0,2014-09-17,2962.0,2978.0,2014-10-15,2014-03-21,False,28 days 00:00:00.000000000
2014-09-18,344.0,918.0,HC1410.SHF,,2960.0,2950.0,2940.0,2014-09-18,2954.0,2960.0,2014-10-15,2014-03-21,False,27 days 00:00:00.000000000
2014-09-19,233.0,925.0,HC1410.SHF,,2936.0,2918.0,2910.0,2014-09-19,2916.0,2936.0,2014-10-15,2014-03-21,False,26 days 00:00:00.000000000
2014-09-22,157.0,900.0,HC1410.SHF,,2912.0,2876.0,2850.0,2014-09-22,2870.0,2862.0,2014-10-15,2014-03-21,False,23 days 00:00:00.000000000
2014-09-23,64.0,855.0,HC1410.SHF,,2906.0,2894.0,2880.0,2014-09-23,2886.0,2900.0,2014-10-15,2014-03-21,False,22 days 00:00:00.000000000
2014-09-24,59.0,815.0,HC1410.SHF,,2918.0,2902.0,2880.0,2014-09-24,2902.0,2904.0,2014-10-15,2014-03-21,False,21 days 00:00:00.000000000
2014-09-25,29.0,801.0,HC1410.SHF,,2902.0,2892.0,2874.0,2014-09-25,2902.0,2892.0,2014-10-15,2014-03-21,False,20 days 00:00:00.000000000
2014-09-26,134.0,684.0,HC1410.SHF,,2970.0,2942.0,2896.0,2014-09-26,2922.0,2896.0,2014-10-15,2014-03-21,False,19 days 00:00:00.000000000
2014-09-29,475.0,475.0,HC1410.SHF,,3048.0,3004.0,2936.0,2014-09-29,3000.0,2938.0,2014-10-15,2014-03-21,False,16 days 00:00:00.000000000
2014-09-30,305.0,240.0,HC1410.SHF,,3048.0,3024.0,2900.0,2014-09-30,3000.0,3000.0,2014-10-15,2014-03-21,False,15 days 00:00:00.000000000
2014-10-08,30.0,210.0,HC1410.SHF,,2842.0,2842.0,2842.0,2014-10-08,2842.0,2842.0,2014-10-15,2014-03-21,False,7 days 00:00:00.000000000
2014-10-09,60.0,180.0,HC1410.SHF,,2954.0,2954.0,2954.0,2014-10-09,2954.0,2954.0,2014-10-15,2014-03-21,False,6 days 00:00:00.000000000
2014-10-10,180.0,90.0,HC1410.SHF,,2876.0,2870.0,2868.0,2014-10-10,2870.0,2870.0,2014-10-15,2014-03-21,False,5 days 00:00:00.000000000
2014-10-13,0.0,90.0,HC1410.SHF,,,2870.0,,2014-10-13,2870.0,,2014-10-15,2014-03-21,False,2 days 00:00:00.000000000
2014-10-14,0.0,90.0,HC1410.SHF,,,2870.0,,2014-10-14,2870.0,,2014-10-15,2014-03-21,False,1 days 00:00:00.000000000
2014-10-15,0.0,90.0,HC1410.SHF,,,2870.0,,2014-10-15,2870.0,,2014-10-15,2014-03-21,False,0 days 00:00:00.000000000
2014-10-16,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-16,2960.0,,2014-11-17,2014-03-21,True,32 days 00:00:00.000000000
2014-10-17,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-17,2960.0,,2014-11-17,2014-03-21,False,31 days 00:00:00.000000000
2014-10-20,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-20,2960.0,,2014-11-17,2014-03-21,False,28 days 00:00:00.000000000
2014-10-21,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-21,2960.0,,2014-11-17,2014-03-21,False,27 days 00:00:00.000000000
2014-10-22,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-22,2960.0,,2014-11-17,2014-03-21,False,26 days 00:00:00.000000000
2014-10-23,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-23,2960.0,,2014-11-17,2014-03-21,False,25 days 00:00:00.000000000
2014-10-24,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-24,2960.0,,2014-11-17,2014-03-21,False,24 days 00:00:00.000000000
2014-10-27,0.0,7.0,HC1411.SHF,,,2960.0,,2014-10-27,2960.0,,2014-11-17,2014-03-21,False,21 days 00:00:00.000000000
2014-10-28,1.0,7.0,HC1411.SHF,,2858.0,2858.0,2858.0,2014-10-28,2858.0,2858.0,2014-11-17,2014-03-21,False,20 days 00:00:00.000000000
2014-10-29,0.0,7.0,HC1411.SHF,,,2858.0,,2014-10-29,2858.0,,2014-11-17,2014-03-21,False,19 days 00:00:00.000000000
2014-10-30,0.0,7.0,HC1411.SHF,,,2858.0,,2014-10-30,2858.0,,2014-11-17,2014-03-21,False,18 days 00:00:00.000000000
2014-10-31,7.0,0.0,HC1411.SHF,,2862.0,2862.0,2862.0,2014-10-31,2862.0,2862.0,2014-11-17,2014-03-21,False,17 days 00:00:00.000000000
2014-11-03,0.0,0.0,HC1411.SHF,,,2862.0,,2014-11-03,2862.0,,2014-11-17,2014-03-21,False,14 days 00:00:00.000000000
2014-11-04,0.0,0.0,HC1411.SHF,,,2862.0,,2014-11-04,2862.0,,2014-11-17,2014-03-21,False,13 days 00:00:00.000000000
