date,date,specific_contract,last_trade_date,HIGH,OI,DEALNUM,VOLUME,SETTLE,LOW,CLOSE,OPEN,contract_issue_date,switch_contract,remain_days
2015-04-17,2015-04-17,IC1506.CFE,2015-06-19,7804.6,1352.0,,7740.0,7719.4,7585.4,7674.8,7651.4,2015-04-16,True,63 days 00:00:00.000000000
2015-04-20,2015-04-20,IC1506.CFE,2015-06-19,7771.2,1491.0,,5564.0,7510.2,7475.4,7505.0,7719.4,2015-04-16,False,60 days 00:00:00.000000000
2015-04-21,2015-04-21,IC1506.CFE,2015-06-19,8093.2,1761.0,,6806.0,7963.2,7530.2,8075.0,7550.2,2015-04-16,False,59 days 00:00:00.000000000
2015-04-22,2015-04-22,IC1506.CFE,2015-06-19,8175.0,1718.0,,7002.0,8135.6,8041.2,8126.6,8135.2,2015-04-16,False,58 days 00:00:00.000000000
2015-04-23,2015-04-23,IC1506.CFE,2015-06-19,8306.8,1761.0,,5799.0,8194.6,8096.8,8204.0,8108.0,2015-04-16,False,57 days 00:00:00.000000000
2015-04-24,2015-04-24,IC1506.CFE,2015-06-19,8267.4,2235.0,,6943.0,8220.4,8035.4,8240.0,8167.8,2015-04-16,False,56 days 00:00:00.000000000
2015-04-27,2015-04-27,IC1506.CFE,2015-06-19,8490.0,2596.0,,7851.0,8282.6,8220.4,8262.6,8220.4,2015-04-16,False,53 days 00:00:00.000000000
2015-04-28,2015-04-28,IC1506.CFE,2015-06-19,8335.0,2753.0,,9281.0,8009.0,7940.6,8054.0,8262.0,2015-04-16,False,52 days 00:00:00.000000000
2015-04-29,2015-04-29,IC1506.CFE,2015-06-19,8209.0,2889.0,,5535.0,8182.8,7997.0,8209.0,8066.6,2015-04-16,False,51 days 00:00:00.000000000
2015-04-30,2015-04-30,IC1506.CFE,2015-06-19,8314.4,3046.0,,5500.0,8253.8,8204.6,8234.6,8236.8,2015-04-16,False,50 days 00:00:00.000000000
2015-05-04,2015-05-04,IC1506.CFE,2015-06-19,8384.0,3328.0,,4384.0,8208.8,8112.4,8226.4,8274.8,2015-04-16,False,46 days 00:00:00.000000000
2015-05-05,2015-05-05,IC1506.CFE,2015-06-19,8220.0,3923.0,,6804.0,8016.2,7970.4,8019.4,8217.2,2015-04-16,False,45 days 00:00:00.000000000
2015-05-06,2015-05-06,IC1506.CFE,2015-06-19,8166.6,4019.0,,7587.0,7946.0,7858.8,7933.0,8118.2,2015-04-16,False,44 days 00:00:00.000000000
2015-05-07,2015-05-07,IC1506.CFE,2015-06-19,7948.0,4074.0,,7818.0,7843.8,7811.0,7834.4,7900.0,2015-04-16,False,43 days 00:00:00.000000000
2015-05-08,2015-05-08,IC1506.CFE,2015-06-19,8085.0,4183.0,,11857.0,8015.6,7854.0,8085.0,7894.8,2015-04-16,False,42 days 00:00:00.000000000
2015-05-11,2015-05-11,IC1506.CFE,2015-06-19,8403.4,5421.0,,15844.0,8330.4,8041.4,8394.0,8118.8,2015-04-16,False,39 days 00:00:00.000000000
2015-05-12,2015-05-12,IC1506.CFE,2015-06-19,8565.0,11079.0,,30321.0,8497.6,8311.0,8557.6,8394.0,2015-04-16,False,38 days 00:00:00.000000000
2015-05-13,2015-05-13,IC1506.CFE,2015-06-19,8656.6,16503.0,,54812.0,8575.2,8400.0,8571.6,8500.0,2015-04-16,False,37 days 00:00:00.000000000
2015-05-14,2015-05-14,IC1509.CFE,2015-09-18,8445.0,2273.0,,2254.0,8329.8,8255.0,8345.0,8367.4,2015-04-16,True,127 days 00:00:00.000000000
2015-05-15,2015-05-15,IC1509.CFE,2015-09-18,8483.2,1979.0,,2397.0,8415.0,8266.0,8348.6,8348.0,2015-04-16,False,126 days 00:00:00.000000000
2015-05-18,2015-05-18,IC1509.CFE,2015-09-18,8586.0,2156.0,,2430.0,8561.0,8346.4,8557.6,8385.0,2015-04-16,False,123 days 00:00:00.000000000
