date,date,specific_contract,last_trade_date,HIGH,OI,DEALNUM,VOLUME,SETTLE,LOW,CLOSE,OPEN,contract_issue_date,switch_contract,remain_days
2015-04-17,2015-04-17,IC1505.CFE,2015-05-15,7918.8,9144.0,,114214.0,7803.4,7631.2,7758.2,7722.0,2015-04-16,True,28 days 00:00:00.000000000
2015-04-20,2015-04-20,IC1505.CFE,2015-05-15,7857.0,10706.0,,98781.0,7621.2,7582.0,7622.2,7760.0,2015-04-16,False,25 days 00:00:00.000000000
2015-04-21,2015-04-21,IC1505.CFE,2015-05-15,8147.0,16732.0,,132545.0,8055.6,7640.2,8140.4,7650.2,2015-04-16,False,24 days 00:00:00.000000000
2015-04-22,2015-04-22,IC1505.CFE,2015-05-15,8237.8,14854.0,,121034.0,8197.2,8104.4,8189.8,8158.0,2015-04-16,False,23 days 00:00:00.000000000
2015-04-23,2015-04-23,IC1505.CFE,2015-05-15,8378.8,14805.0,,132278.0,8266.4,8160.4,8265.6,8193.0,2015-04-16,False,22 days 00:00:00.000000000
2015-04-24,2015-04-24,IC1505.CFE,2015-05-15,8349.8,14603.0,,126381.0,8307.6,8123.8,8327.2,8247.8,2015-04-16,False,21 days 00:00:00.000000000
2015-04-27,2015-04-27,IC1505.CFE,2015-05-15,8548.0,15187.0,,125335.0,8361.6,8292.0,8347.2,8368.0,2015-04-16,False,18 days 00:00:00.000000000
2015-04-28,2015-04-28,IC1505.CFE,2015-05-15,8419.0,15900.0,,164120.0,8087.4,8011.6,8147.0,8308.0,2015-04-16,False,17 days 00:00:00.000000000
2015-04-29,2015-04-29,IC1505.CFE,2015-05-15,8309.0,17677.0,,134158.0,8276.2,8079.0,8302.2,8138.0,2015-04-16,False,16 days 00:00:00.000000000
2015-04-30,2015-04-30,IC1505.CFE,2015-05-15,8408.0,16354.0,,120118.0,8355.4,8291.2,8338.8,8320.0,2015-04-16,False,15 days 00:00:00.000000000
2015-05-04,2015-05-04,IC1505.CFE,2015-05-15,8527.4,16271.0,,101734.0,8322.4,8202.4,8347.2,8370.2,2015-04-16,False,11 days 00:00:00.000000000
2015-05-05,2015-05-05,IC1505.CFE,2015-05-15,8345.0,15884.0,,109987.0,8139.2,8090.0,8145.0,8334.8,2015-04-16,False,10 days 00:00:00.000000000
2015-05-06,2015-05-06,IC1505.CFE,2015-05-15,8280.6,15456.0,,111973.0,8058.4,7970.0,8040.8,8168.0,2015-04-16,False,9 days 00:00:00.000000000
2015-05-07,2015-05-07,IC1505.CFE,2015-05-15,8068.0,15127.0,,109599.0,7928.6,7901.0,7911.4,8020.0,2015-04-16,False,8 days 00:00:00.000000000
2015-05-08,2015-05-08,IC1505.CFE,2015-05-15,8171.4,16258.0,,121062.0,8103.0,7921.0,8171.2,7933.4,2015-04-16,False,7 days 00:00:00.000000000
2015-05-11,2015-05-11,IC1505.CFE,2015-05-15,8508.0,16314.0,,124722.0,8442.6,8144.0,8489.8,8170.0,2015-04-16,False,4 days 00:00:00.000000000
2015-05-12,2015-05-12,IC1505.CFE,2015-05-15,8648.0,14671.0,,152019.0,8597.6,8415.4,8647.8,8499.6,2015-04-16,False,3 days 00:00:00.000000000
2015-05-13,2015-05-13,IC1505.CFE,2015-05-15,8779.0,14624.0,,189658.0,8690.8,8492.0,8695.8,8595.0,2015-04-16,False,2 days 00:00:00.000000000
2015-05-14,2015-05-14,IC1506.CFE,2015-06-19,8680.0,23309.0,,133372.0,8593.8,8477.6,8603.0,8530.0,2015-04-16,True,36 days 00:00:00.000000000
2015-05-15,2015-05-15,IC1506.CFE,2015-06-19,8718.0,28064.0,,182662.0,8651.4,8482.0,8579.8,8610.0,2015-04-16,False,35 days 00:00:00.000000000
2015-05-18,2015-05-18,IC1506.CFE,2015-06-19,8822.2,32183.0,,202968.0,8797.0,8580.0,8798.4,8640.6,2015-04-16,False,32 days 00:00:00.000000000
2015-05-19,2015-05-19,IC1506.CFE,2015-06-19,9154.4,33556.0,,228488.0,9102.2,8736.2,9120.8,8805.6,2015-04-16,False,31 days 00:00:00.000000000
2015-05-20,2015-05-20,IC1506.CFE,2015-06-19,9463.6,35302.0,,239847.0,9311.4,9111.2,9286.8,9121.8,2015-04-16,False,30 days 00:00:00.000000000
2015-05-21,2015-05-21,IC1506.CFE,2015-06-19,9755.0,38615.0,,256460.0,9630.0,9301.0,9734.6,9311.4,2015-04-16,False,29 days 00:00:00.000000000
2015-05-22,2015-05-22,IC1506.CFE,2015-06-19,9867.4,37707.0,,285617.0,9740.2,9525.0,9741.2,9783.0,2015-04-16,False,28 days 00:00:00.000000000
2015-05-25,2015-05-25,IC1506.CFE,2015-06-19,10020.8,39837.0,,262755.0,9979.4,9455.4,9966.6,9610.0,2015-04-16,False,25 days 00:00:00.000000000
2015-05-26,2015-05-26,IC1506.CFE,2015-06-19,10535.0,40848.0,,258963.0,10407.4,9986.2,10532.2,9988.0,2015-04-16,False,24 days 00:00:00.000000000
2015-05-27,2015-05-27,IC1506.CFE,2015-06-19,10718.0,42800.0,,307346.0,10621.4,10366.0,10552.0,10598.4,2015-04-16,False,23 days 00:00:00.000000000
2015-05-28,2015-05-28,IC1506.CFE,2015-06-19,10758.8,40149.0,,360766.0,10126.8,9818.0,9977.2,10580.0,2015-04-16,False,22 days 00:00:00.000000000
2015-05-29,2015-05-29,IC1506.CFE,2015-06-19,10370.0,40059.0,,354628.0,10127.0,9901.0,10121.0,10126.8,2015-04-16,False,21 days 00:00:00.000000000
2015-06-01,2015-06-01,IC1506.CFE,2015-06-19,11089.8,45365.0,,257035.0,10865.8,10168.0,11025.6,10170.2,2015-04-16,False,18 days 00:00:00.000000000
2015-06-02,2015-06-02,IC1506.CFE,2015-06-19,11385.0,44075.0,,280807.0,11271.0,10830.0,11250.4,11058.0,2015-04-16,False,17 days 00:00:00.000000000
2015-06-03,2015-06-03,IC1506.CFE,2015-06-19,11436.0,44367.0,,334871.0,11143.4,10809.0,11103.2,11281.2,2015-04-16,False,16 days 00:00:00.000000000
2015-06-04,2015-06-04,IC1506.CFE,2015-06-19,11255.4,35808.0,,376160.0,10761.0,10030.0,10869.2,11127.0,2015-04-16,False,15 days 00:00:00.000000000
2015-06-05,2015-06-05,IC1506.CFE,2015-06-19,11258.0,33977.0,,337852.0,10939.2,10540.0,10949.0,10900.0,2015-04-16,False,14 days 00:00:00.000000000
2015-06-08,2015-06-08,IC1506.CFE,2015-06-19,10939.2,31732.0,,305756.0,10701.6,10384.2,10602.6,10840.0,2015-04-16,False,11 days 00:00:00.000000000
2015-06-09,2015-06-09,IC1506.CFE,2015-06-19,10950.0,31957.0,,322063.0,10690.2,10453.0,10700.4,10599.0,2015-04-16,False,10 days 00:00:00.000000000
