date,date,specific_contract,last_trade_date,HIGH,OI,DEALNUM,VOLUME,SETTLE,LOW,CLOSE,OPEN,contract_issue_date,switch_contract,remain_days
2018-11-28,2018-11-28,SP1909.SHF,2019-09-16,5380.0,4152.0,5578.0,12371.0,5190.0,5134.0,5156.0,5188.0,2018-11-27,True,292 days 00:00:00.000000000
2018-11-29,2018-11-29,SP1909.SHF,2019-09-16,5210.0,6249.0,4886.0,12533.0,5134.0,5052.0,5110.0,5122.0,2018-11-27,False,291 days 00:00:00.000000000
2018-11-30,2018-11-30,SP1909.SHF,2019-09-16,5130.0,6469.0,3189.0,7174.0,5090.0,5056.0,5082.0,5130.0,2018-11-27,False,290 days 00:00:00.000000000
2018-12-03,2018-12-03,SP1909.SHF,2019-09-16,5208.0,8524.0,5357.0,16635.0,5036.0,4930.0,4940.0,5076.0,2018-11-27,False,287 days 00:00:00.000000000
2018-12-04,2018-12-04,SP1909.SHF,2019-09-16,5032.0,8736.0,3880.0,11325.0,4978.0,4942.0,5000.0,4944.0,2018-11-27,False,286 days 00:00:00.000000000
2018-12-05,2018-12-05,SP1909.SHF,2019-09-16,5058.0,9401.0,5365.0,17410.0,5012.0,4970.0,5026.0,5000.0,2018-11-27,False,285 days 00:00:00.000000000
2018-12-06,2018-12-06,SP1909.SHF,2019-09-16,5112.0,9027.0,5378.0,17336.0,5056.0,5010.0,5012.0,5046.0,2018-11-27,False,284 days 00:00:00.000000000
2018-12-07,2018-12-07,SP1909.SHF,2019-09-16,5046.0,9541.0,4249.0,12368.0,5014.0,4978.0,5008.0,5010.0,2018-11-27,False,283 days 00:00:00.000000000
2018-12-10,2018-12-10,SP1909.SHF,2019-09-16,5052.0,9558.0,3327.0,10070.0,5028.0,5002.0,5018.0,5014.0,2018-11-27,False,280 days 00:00:00.000000000
2018-12-11,2018-12-11,SP1909.SHF,2019-09-16,5042.0,9933.0,3527.0,10148.0,5006.0,4970.0,4976.0,5026.0,2018-11-27,False,279 days 00:00:00.000000000
2018-12-12,2018-12-12,SP1909.SHF,2019-09-16,5010.0,9859.0,1581.0,4369.0,5000.0,4978.0,5002.0,5000.0,2018-11-27,False,278 days 00:00:00.000000000
2018-12-13,2018-12-13,SP1909.SHF,2019-09-16,5014.0,9734.0,1555.0,4106.0,4998.0,4988.0,4998.0,5010.0,2018-11-27,False,277 days 00:00:00.000000000
2018-12-14,2018-12-14,SP1909.SHF,2019-09-16,5016.0,9711.0,1436.0,3792.0,4998.0,4982.0,4994.0,4990.0,2018-11-27,False,276 days 00:00:00.000000000
2018-12-17,2018-12-17,SP1909.SHF,2019-09-16,5004.0,9832.0,1006.0,2651.0,4994.0,4984.0,4994.0,4990.0,2018-11-27,False,273 days 00:00:00.000000000
2018-12-18,2018-12-18,SP1909.SHF,2019-09-16,5008.0,9912.0,999.0,2528.0,4994.0,4986.0,4992.0,5004.0,2018-11-27,False,272 days 00:00:00.000000000
2018-12-19,2018-12-19,SP1909.SHF,2019-09-16,5002.0,10561.0,2207.0,5301.0,4948.0,4920.0,4938.0,4990.0,2018-11-27,False,271 days 00:00:00.000000000
2018-12-20,2018-12-20,SP1909.SHF,2019-09-16,4948.0,10808.0,966.0,2406.0,4936.0,4922.0,4938.0,4942.0,2018-11-27,False,270 days 00:00:00.000000000
2018-12-21,2018-12-21,SP1909.SHF,2019-09-16,4946.0,10858.0,1075.0,2420.0,4932.0,4920.0,4926.0,4944.0,2018-11-27,False,269 days 00:00:00.000000000
2018-12-24,2018-12-24,SP1909.SHF,2019-09-16,4940.0,11955.0,1732.0,4093.0,4904.0,4870.0,4878.0,4906.0,2018-11-27,False,266 days 00:00:00.000000000
2018-12-25,2018-12-25,SP1909.SHF,2019-09-16,4910.0,11801.0,1732.0,4761.0,4880.0,4856.0,4870.0,4878.0,2018-11-27,False,265 days 00:00:00.000000000
2018-12-26,2018-12-26,SP1909.SHF,2019-09-16,4884.0,13011.0,2059.0,5893.0,4828.0,4802.0,4810.0,4880.0,2018-11-27,False,264 days 00:00:00.000000000
2018-12-27,2018-12-27,SP1909.SHF,2019-09-16,4858.0,12190.0,1640.0,4385.0,4832.0,4810.0,4822.0,4816.0,2018-11-27,False,263 days 00:00:00.000000000
2018-12-28,2018-12-28,SP1909.SHF,2019-09-16,4918.0,11700.0,1214.0,3807.0,4844.0,4810.0,4896.0,4820.0,2018-11-27,False,262 days 00:00:00.000000000
2019-01-02,2019-01-02,SP1909.SHF,2019-09-16,4976.0,10774.0,1549.0,4967.0,4918.0,4868.0,4950.0,4888.0,2018-11-27,False,257 days 00:00:00.000000000
2019-01-03,2019-01-03,SP1909.SHF,2019-09-16,4980.0,10388.0,1336.0,3202.0,4958.0,4930.0,4960.0,4940.0,2018-11-27,False,256 days 00:00:00.000000000
2019-01-04,2019-01-04,SP1909.SHF,2019-09-16,5078.0,9678.0,2820.0,7998.0,5014.0,4950.0,5000.0,4964.0,2018-11-27,False,255 days 00:00:00.000000000
2019-01-07,2019-01-07,SP1909.SHF,2019-09-16,5044.0,9659.0,1709.0,5143.0,5020.0,4984.0,5042.0,5016.0,2018-11-27,False,252 days 00:00:00.000000000
2019-01-08,2019-01-08,SP1909.SHF,2019-09-16,5054.0,9633.0,1181.0,3287.0,5028.0,5008.0,5020.0,5034.0,2018-11-27,False,251 days 00:00:00.000000000
2019-01-09,2019-01-09,SP1909.SHF,2019-09-16,5194.0,7962.0,3099.0,9523.0,5130.0,5022.0,5150.0,5026.0,2018-11-27,False,250 days 00:00:00.000000000
2019-01-10,2019-01-10,SP1909.SHF,2019-09-16,5232.0,7970.0,2570.0,8757.0,5176.0,5136.0,5146.0,5158.0,2018-11-27,False,249 days 00:00:00.000000000
2019-01-11,2019-01-11,SP1909.SHF,2019-09-16,5200.0,7842.0,1336.0,3109.0,5162.0,5128.0,5200.0,5156.0,2018-11-27,False,248 days 00:00:00.000000000
2019-01-14,2019-01-14,SP1909.SHF,2019-09-16,5228.0,7761.0,1553.0,4013.0,5188.0,5150.0,5164.0,5200.0,2018-11-27,False,245 days 00:00:00.000000000
2019-01-15,2019-01-15,SP1909.SHF,2019-09-16,5168.0,7957.0,1559.0,4290.0,5118.0,5090.0,5122.0,5168.0,2018-11-27,False,244 days 00:00:00.000000000
2019-01-16,2019-01-16,SP1909.SHF,2019-09-16,5228.0,7986.0,1399.0,4526.0,5160.0,5106.0,5198.0,5106.0,2018-11-27,False,243 days 00:00:00.000000000
2019-01-17,2019-01-17,SP1909.SHF,2019-09-16,5214.0,7859.0,1272.0,2705.0,5190.0,5162.0,5184.0,5196.0,2018-11-27,False,242 days 00:00:00.000000000
2019-01-18,2019-01-18,SP1909.SHF,2019-09-16,5300.0,8505.0,2225.0,7013.0,5232.0,5144.0,5264.0,5176.0,2018-11-27,False,241 days 00:00:00.000000000
2019-01-21,2019-01-21,SP1909.SHF,2019-09-16,5354.0,8461.0,2058.0,4924.0,5298.0,5262.0,5328.0,5274.0,2018-11-27,False,238 days 00:00:00.000000000
2019-01-22,2019-01-22,SP1909.SHF,2019-09-16,5428.0,9023.0,2943.0,8398.0,5370.0,5320.0,5334.0,5328.0,2018-11-27,False,237 days 00:00:00.000000000
2019-01-23,2019-01-23,SP1909.SHF,2019-09-16,5370.0,9067.0,1306.0,3026.0,5342.0,5306.0,5344.0,5340.0,2018-11-27,False,236 days 00:00:00.000000000
2019-01-24,2019-01-24,SP1909.SHF,2019-09-16,5388.0,9191.0,1852.0,5131.0,5326.0,5292.0,5308.0,5388.0,2018-11-27,False,235 days 00:00:00.000000000
2019-01-25,2019-01-25,SP1909.SHF,2019-09-16,5392.0,10042.0,1827.0,5502.0,5338.0,5282.0,5336.0,5302.0,2018-11-27,False,234 days 00:00:00.000000000
2019-01-28,2019-01-28,SP1909.SHF,2019-09-16,5362.0,10237.0,1686.0,4108.0,5300.0,5240.0,5262.0,5330.0,2018-11-27,False,231 days 00:00:00.000000000
2019-01-29,2019-01-29,SP1909.SHF,2019-09-16,5286.0,10127.0,1205.0,2994.0,5258.0,5236.0,5248.0,5268.0,2018-11-27,False,230 days 00:00:00.000000000
2019-01-30,2019-01-30,SP1909.SHF,2019-09-16,5300.0,10163.0,1075.0,3026.0,5268.0,5242.0,5248.0,5256.0,2018-11-27,False,229 days 00:00:00.000000000
2019-01-31,2019-01-31,SP1909.SHF,2019-09-16,5338.0,10015.0,1527.0,4106.0,5276.0,5212.0,5334.0,5250.0,2018-11-27,False,228 days 00:00:00.000000000
2019-02-01,2019-02-01,SP1909.SHF,2019-09-16,5440.0,8885.0,2348.0,7964.0,5368.0,5316.0,5372.0,5342.0,2018-11-27,False,227 days 00:00:00.000000000
2019-02-11,2019-02-11,SP1909.SHF,2019-09-16,5408.0,9244.0,1100.0,2664.0,5354.0,5310.0,5332.0,5360.0,2018-11-27,False,217 days 00:00:00.000000000
2019-02-12,2019-02-12,SP1909.SHF,2019-09-16,5422.0,9678.0,1409.0,3068.0,5390.0,5330.0,5410.0,5332.0,2018-11-27,False,216 days 00:00:00.000000000
