日期,BOPP膜
2013-05-24,11700.0
2013-05-27,11700.0
2013-05-28,11700.0
2013-05-29,11700.0
2013-05-30,11700.0
2013-05-31,11700.0
2013-06-03,11700.0
2013-06-04,11700.0
2013-06-05,11700.0
2013-06-06,11700.0
2013-06-07,11600.0
2013-06-13,11600.0
2013-06-14,11600.0
2013-06-17,11600.0
2013-06-18,11600.0
2013-06-19,11600.0
2013-06-20,11600.0
2013-06-21,11600.0
2013-06-24,11600.0
2013-06-25,11600.0
2013-06-26,11600.0
2013-06-27,11600.0
2013-06-28,11600.0
2013-07-01,11600.0
2013-07-02,11600.0
2013-07-03,11600.0
2013-07-04,11600.0
2013-07-05,11600.0
2013-07-08,11600.0
2013-07-09,11600.0
2013-07-10,11600.0
2013-07-11,11600.0
2013-07-12,11600.0
2013-07-15,11600.0
2013-07-16,11600.0
2013-07-17,11600.0
2013-07-18,11600.0
2013-07-19,11600.0
2013-07-22,11600.0
2013-07-23,11600.0
2013-07-24,11600.0
2013-07-25,11600.0
2013-07-26,11600.0
2013-07-29,11700.0
2013-07-30,11700.0
2013-07-31,11700.0
2013-08-01,11800.0
2013-08-02,12000.0
2013-08-05,12100.0
2013-08-06,12100.0
2013-08-07,12100.0
2013-08-08,12200.0
2013-08-09,12200.0
2013-08-12,12200.0
2013-08-13,12200.0
2013-08-14,12200.0
2013-08-15,12200.0
2013-08-16,12200.0
2013-08-19,12200.0
2013-08-20,12200.0
2013-08-21,12100.0
2013-08-22,12100.0
2013-08-23,12100.0
2013-08-26,12100.0
2013-08-27,12100.0
2013-08-28,12100.0
2013-08-29,12100.0
2013-08-30,12100.0
2013-09-02,12100.0
2013-09-03,12200.0
2013-09-04,12200.0
2013-09-05,12300.0
2013-09-06,12400.0
2013-09-09,12400.0
2013-09-10,12400.0
2013-09-11,12400.0
2013-09-12,12400.0
2013-09-13,12400.0
2013-09-16,12700.0
2013-09-17,12700.0
2013-09-18,12700.0
2013-09-23,12700.0
2013-09-24,12700.0
2013-09-25,12600.0
2013-09-26,12600.0
2013-09-27,12600.0
2013-10-08,12600.0
2013-10-09,12600.0
2013-10-10,12600.0
2013-10-11,12600.0
2013-10-14,12800.0
2013-10-15,12800.0
2013-10-16,12800.0
2013-10-17,12800.0
2013-10-18,12800.0
2013-10-21,12800.0
2013-10-22,12800.0
2013-10-23,12800.0
2013-10-24,12800.0
2013-10-25,12800.0
2013-10-28,12800.0
2013-10-29,12800.0
2013-10-30,12800.0
2013-10-31,12800.0
2013-11-01,12850.0
2013-11-04,12850.0
2013-11-05,12850.0
2013-11-06,12850.0
2013-11-07,12850.0
2013-11-08,12850.0
2013-11-11,12850.0
2013-11-12,12850.0
2013-11-13,12950.0
2013-11-14,12950.0
2013-11-15,12950.0
2013-11-18,12950.0
2013-11-19,12950.0
2013-11-20,12950.0
2013-11-21,12950.0
2013-11-22,12950.0
2013-11-25,12950.0
2013-11-26,13050.0
2013-11-27,13050.0
2013-11-28,13050.0
2013-11-29,13050.0
2013-12-02,13050.0
2013-12-03,13150.0
2013-12-04,13150.0
2013-12-05,13150.0
2013-12-06,13150.0
2013-12-09,13150.0
2013-12-10,13150.0
2013-12-11,13150.0
2013-12-12,13150.0
2013-12-13,13150.0
2013-12-16,13150.0
2013-12-17,13150.0
2013-12-18,13150.0
2013-12-19,13150.0
2013-12-20,13150.0
2013-12-23,13150.0
2013-12-24,13150.0
2013-12-25,13150.0
2013-12-26,13150.0
2013-12-27,13150.0
2013-12-30,13150.0
2013-12-31,13150.0
2014-01-02,13150.0
2014-01-03,13050.0
2014-01-06,13050.0
2014-01-07,12950.0
2014-01-08,12950.0
2014-01-09,12950.0
2014-01-10,12950.0
2014-01-13,12950.0
2014-01-14,12750.0
2014-01-15,12750.0
2014-01-16,12750.0
2014-01-17,12700.0
2014-01-20,12700.0
2014-01-21,12700.0
2014-01-22,12700.0
2014-01-23,12550.0
2014-01-24,12550.0
2014-01-27,12550.0
2014-01-28,12550.0
2014-01-29,12550.0
2014-01-30,12550.0
2014-02-07,12550.0
2014-02-10,12550.0
2014-02-11,12450.0
2014-02-12,12450.0
2014-02-13,12450.0
2014-02-14,12450.0
2014-02-17,12450.0
2014-02-18,12450.0
2014-02-19,12350.0
2014-02-20,12350.0
2014-02-21,12350.0
2014-02-24,12350.0
2014-02-25,12350.0
2014-02-26,12350.0
2014-02-27,12300.0
2014-02-28,12300.0
2014-03-03,12300.0
2014-03-04,12250.0
2014-03-05,12200.0
2014-03-06,12200.0
2014-03-07,12200.0
2014-03-10,12150.0
2014-03-11,12150.0
2014-03-12,12150.0
2014-03-13,12150.0
2014-03-14,12150.0
2014-03-17,12150.0
2014-03-18,12150.0
2014-03-19,12150.0
2014-03-20,12150.0
2014-03-21,12150.0
2014-03-24,12150.0
2014-03-25,12150.0
2014-03-26,12150.0
2014-03-27,12150.0
2014-03-28,12150.0
2014-03-31,12150.0
2014-04-01,12150.0
2014-04-02,12150.0
2014-04-03,12150.0
2014-04-04,12150.0
2014-04-08,12150.0
2014-04-09,12150.0
2014-04-10,12150.0
2014-04-11,12150.0
2014-04-14,12150.0
2014-04-15,12150.0
2014-04-16,12150.0
2014-04-17,12150.0
2014-04-18,12150.0
2014-04-21,12250.0
2014-04-22,12250.0
2014-04-23,12250.0
2014-04-24,12250.0
2014-04-25,12250.0
2014-04-28,12250.0
2014-04-29,12250.0
2014-04-30,12250.0
2014-05-05,12250.0
2014-05-06,12250.0
2014-05-07,12250.0
2014-05-08,12250.0
2014-05-09,12250.0
2014-05-12,12250.0
2014-05-13,12250.0
2014-05-14,12250.0
2014-05-15,12100.0
2014-05-16,12100.0
2014-05-19,12100.0
2014-05-20,12100.0
2014-05-21,12000.0
2014-05-22,12000.0
2014-05-23,12000.0
2014-05-26,12000.0
2014-05-27,12000.0
2014-05-28,12150.0
2014-05-29,12150.0
2014-05-30,12150.0
2014-06-03,12150.0
2014-06-04,12150.0
2014-06-05,12250.0
2014-06-06,12250.0
2014-06-09,12250.0
2014-06-10,12250.0
2014-06-11,12250.0
2014-06-12,12250.0
2014-06-13,12250.0
2014-06-16,12250.0
2014-06-17,12250.0
2014-06-18,12250.0
2014-06-19,12350.0
2014-06-20,12350.0
2014-06-23,12350.0
2014-06-24,12350.0
2014-06-25,12350.0
2014-06-26,12350.0
2014-06-27,12250.0
2014-06-30,12250.0
2014-07-01,12250.0
2014-07-02,12250.0
2014-07-03,12250.0
2014-07-04,12250.0
2014-07-07,12250.0
2014-07-08,12250.0
2014-07-09,12250.0
2014-07-10,12250.0
2014-07-11,12250.0
2014-07-14,12250.0
2014-07-15,12250.0
2014-07-16,12250.0
2014-07-17,12250.0
2014-07-18,12250.0
2014-07-21,12250.0
2014-07-22,12250.0
2014-07-23,12250.0
2014-07-24,12250.0
2014-07-25,12250.0
2014-07-28,12250.0
2014-07-29,12250.0
2014-07-30,12250.0
2014-07-31,12250.0
2014-08-01,12250.0
2014-08-04,12250.0
2014-08-05,12250.0
2014-08-06,12250.0
2014-08-07,12250.0
2014-08-08,12250.0
2014-08-11,12250.0
2014-08-12,12250.0
2014-08-13,12250.0
2014-08-14,12250.0
2014-08-15,12250.0
2014-08-18,12250.0
2014-08-19,12250.0
2014-08-20,12250.0
2014-08-21,12250.0
2014-08-22,12250.0
2014-08-25,12250.0
2014-08-26,12250.0
2014-08-27,12250.0
2014-08-28,12250.0
2014-08-29,12250.0
2014-09-01,12250.0
2014-09-02,12350.0
2014-09-03,12350.0
2014-09-04,12350.0
2014-09-05,12350.0
2014-09-09,12350.0
2014-09-10,12350.0
2014-09-11,12350.0
2014-09-12,12350.0
2014-09-15,12250.0
2014-09-16,12250.0
2014-09-17,12250.0
2014-09-18,12250.0
2014-09-19,12250.0
2014-09-22,12250.0
2014-09-23,12250.0
2014-09-24,12150.0
2014-09-25,12150.0
2014-09-26,12150.0
2014-09-29,12150.0
2014-09-30,12150.0
2014-10-08,12150.0
2014-10-09,12150.0
2014-10-10,12150.0
2014-10-13,12150.0
2014-10-14,12150.0
2014-10-15,12150.0
2014-10-16,12150.0
2014-10-17,12050.0
2014-10-20,12050.0
2014-10-21,12050.0
2014-10-22,12050.0
2014-10-23,12050.0
2014-10-24,12050.0
2014-10-27,12050.0
2014-10-28,12050.0
2014-10-29,12050.0
2014-10-30,12050.0
2014-10-31,12050.0
2014-11-03,12050.0
2014-11-04,12050.0
2014-11-05,12050.0
2014-11-06,12050.0
2014-11-07,12050.0
2014-11-10,12050.0
2014-11-11,12050.0
2014-11-12,12050.0
2014-11-13,12050.0
2014-11-14,12050.0
2014-11-17,12100.0
2014-11-18,12100.0
2014-11-19,12000.0
2014-11-20,11850.0
2014-11-21,11850.0
2014-11-24,11850.0
2014-11-25,11750.0
2014-11-26,11750.0
2014-11-27,11750.0
2014-11-28,11750.0
2014-12-01,11550.0
2014-12-02,11550.0
2014-12-03,11550.0
2014-12-04,11550.0
2014-12-05,11550.0
2014-12-08,11550.0
2014-12-09,11350.0
2014-12-10,11250.0
2014-12-11,11250.0
2014-12-12,11250.0
2014-12-15,11250.0
2014-12-16,10800.0
2014-12-17,10650.0
2014-12-18,10650.0
2014-12-19,10650.0
2014-12-22,10750.0
2014-12-23,10750.0
2014-12-24,10800.0
2014-12-25,10850.0
2014-12-26,10850.0
2014-12-29,10850.0
2014-12-30,10850.0
2014-12-31,10850.0
2015-01-05,10650.0
2015-01-06,10550.0
2015-01-07,10550.0
2015-01-08,10550.0
2015-01-09,10550.0
2015-01-12,10200.0
2015-01-13,10150.0
2015-01-14,10150.0
2015-01-15,10150.0
2015-01-16,10150.0
2015-01-19,10150.0
2015-01-20,10150.0
2015-01-21,10150.0
2015-01-22,10150.0
2015-01-23,10150.0
2015-01-26,10150.0
2015-01-27,9750.0
2015-01-28,9750.0
2015-01-29,9750.0
2015-01-30,9750.0
2015-02-02,9750.0
2015-02-03,9750.0
2015-02-04,9850.0
2015-02-05,9850.0
2015-02-06,9850.0
2015-02-09,9850.0
2015-02-10,9850.0
2015-02-11,9850.0
2015-02-12,9850.0
2015-02-13,9850.0
2015-02-16,9850.0
2015-02-17,9850.0
2015-02-25,9850.0
2015-02-26,9850.0
2015-02-27,9850.0
2015-03-02,9850.0
2015-03-03,9950.0
2015-03-04,9950.0
2015-03-05,9950.0
2015-03-06,9950.0
2015-03-09,9950.0
2015-03-10,9950.0
2015-03-11,9950.0
2015-03-12,9950.0
2015-03-13,9950.0
2015-03-16,9950.0
2015-03-17,9950.0
2015-03-18,9950.0
2015-03-19,9950.0
2015-03-20,9950.0
2015-03-23,9950.0
2015-03-24,9950.0
2015-03-25,9950.0
2015-03-26,9950.0
2015-03-27,9900.0
2015-03-30,9900.0
2015-03-31,9900.0
2015-04-01,10300.0
2015-04-02,10300.0
2015-04-03,10300.0
2015-04-07,10400.0
2015-04-08,10400.0
2015-04-09,10400.0
2015-04-10,10400.0
2015-04-13,10400.0
2015-04-14,10400.0
2015-04-15,10400.0
2015-04-16,10400.0
2015-04-17,10400.0
2015-04-20,10400.0
2015-04-21,10400.0
2015-04-22,10400.0
2015-04-23,10400.0
2015-04-24,10400.0
2015-04-27,10400.0
2015-04-28,10700.0
2015-04-29,10700.0
2015-04-30,10700.0
2015-05-04,10700.0
2015-05-05,10700.0
2015-05-06,10700.0
2015-05-07,10700.0
2015-05-08,10700.0
2015-05-11,10700.0
2015-05-12,10700.0
2015-05-13,10700.0
2015-05-14,10700.0
2015-05-15,10700.0
2015-05-18,10700.0
2015-05-19,10450.0
2015-05-20,10450.0
2015-05-21,10300.0
2015-05-22,10500.0
2015-05-25,10500.0
2015-05-26,10500.0
2015-05-27,10500.0
2015-05-28,10500.0
2015-05-29,10500.0
2015-06-01,10300.0
2015-06-02,10300.0
2015-06-03,10300.0
2015-06-04,10300.0
2015-06-05,10300.0
2015-06-08,10300.0
2015-06-09,10300.0
2015-06-10,10400.0
2015-06-11,10400.0
2015-06-12,10400.0
2015-06-15,10400.0
2015-06-16,10400.0
2015-06-17,10400.0
2015-06-18,10400.0
2015-06-19,10400.0
2015-06-23,10400.0
2015-06-24,10400.0
2015-06-25,10400.0
2015-06-26,10400.0
2015-06-29,10300.0
2015-06-30,10300.0
2015-07-01,10000.0
2015-07-02,10000.0
2015-07-03,10000.0
2015-07-06,10100.0
2015-07-07,10100.0
2015-07-08,9800.0
2015-07-09,9600.0
2015-07-10,9600.0
2015-07-13,9600.0
2015-07-14,9600.0
2015-07-15,9600.0
2015-07-16,9600.0
2015-07-17,9600.0
2015-07-20,9600.0
2015-07-21,9600.0
2015-07-22,9600.0
2015-07-23,9600.0
2015-07-24,9600.0
2015-07-27,9600.0
2015-07-28,9200.0
2015-07-29,9200.0
2015-07-30,9200.0
2015-07-31,9200.0
2015-08-03,9200.0
2015-08-04,9200.0
2015-08-05,9200.0
2015-08-06,9200.0
2015-08-07,9200.0
2015-08-10,9200.0
2015-08-11,9200.0
2015-08-12,9200.0
2015-08-13,9200.0
2015-08-14,9200.0
2015-08-17,9200.0
2015-08-18,9200.0
2015-08-19,9200.0
2015-08-20,9200.0
2015-08-21,9200.0
2015-08-24,9200.0
2015-08-25,9200.0
2015-08-26,9200.0
2015-08-27,9200.0
2015-08-28,9200.0
2015-08-31,9200.0
2015-09-01,9200.0
2015-09-02,9200.0
2015-09-07,9200.0
2015-09-08,9200.0
2015-09-09,9200.0
2015-09-10,9200.0
2015-09-11,9200.0
2015-09-14,9200.0
2015-09-15,9200.0
2015-09-16,9200.0
2015-09-17,9200.0
2015-09-18,9200.0
2015-09-21,9200.0
2015-09-22,9200.0
2015-09-23,9000.0
2015-09-24,9000.0
2015-09-25,9000.0
2015-09-28,9000.0
2015-09-29,9000.0
2015-09-30,9000.0
2015-10-08,8900.0
2015-10-09,8900.0
2015-10-12,8900.0
2015-10-13,8900.0
2015-10-14,8900.0
2015-10-15,8900.0
2015-10-16,8900.0
2015-10-19,8900.0
2015-10-20,8900.0
2015-10-21,8900.0
2015-10-22,8900.0
2015-10-23,8900.0
2015-10-26,8700.0
2015-10-27,8700.0
2015-10-28,8700.0
2015-10-29,8700.0
2015-10-30,8700.0
2015-11-02,8700.0
2015-11-03,8500.0
2015-11-04,8500.0
2015-11-05,8100.0
2015-11-06,8100.0
2015-11-09,8100.0
2015-11-10,8100.0
2015-11-11,8100.0
2015-11-12,8100.0
2015-11-13,8100.0
2015-11-16,8100.0
2015-11-17,8000.0
2015-11-18,8000.0
2015-11-19,8000.0
2015-11-20,8000.0
2015-11-23,8000.0
2015-11-24,8000.0
2015-11-25,8000.0
2015-11-26,8000.0
2015-11-27,8000.0
2015-11-30,8000.0
2015-12-01,8000.0
2015-12-02,8200.0
2015-12-03,8200.0
2015-12-04,8200.0
2015-12-07,8200.0
2015-12-08,8200.0
2015-12-09,8200.0
2015-12-10,8200.0
2015-12-11,8200.0
2015-12-14,8200.0
2015-12-15,8200.0
2015-12-16,8200.0
2015-12-17,8200.0
2015-12-18,8200.0
2015-12-21,8200.0
2015-12-22,8200.0
2015-12-23,8200.0
2015-12-24,8200.0
2015-12-25,8200.0
2015-12-28,8200.0
2015-12-29,8200.0
2015-12-30,8050.0
2015-12-31,8050.0
2016-01-04,8050.0
2016-01-05,8050.0
2016-01-06,8050.0
2016-01-07,8050.0
2016-01-08,8050.0
2016-01-11,8050.0
2016-01-12,8050.0
2016-01-13,8050.0
2016-01-14,7950.0
2016-01-15,7950.0
2016-01-18,7950.0
2016-01-19,7950.0
2016-01-20,7900.0
2016-01-21,7900.0
2016-01-22,7900.0
2016-01-25,7900.0
2016-01-26,7900.0
2016-01-27,7900.0
2016-01-28,7900.0
2016-01-29,7900.0
2016-02-01,7900.0
2016-02-02,7900.0
2016-02-03,7900.0
2016-02-04,7900.0
2016-02-05,7900.0
2016-02-15,7900.0
2016-02-16,7900.0
2016-02-17,7900.0
2016-02-18,7900.0
2016-02-19,7900.0
2016-02-22,7900.0
2016-02-23,7900.0
2016-02-24,7900.0
2016-02-25,7900.0
2016-02-26,7900.0
2016-02-29,7900.0
2016-03-01,7900.0
2016-03-02,7900.0
2016-03-03,8000.0
2016-03-04,8000.0
2016-03-07,8000.0
2016-03-08,8000.0
2016-03-09,8100.0
2016-03-10,8100.0
2016-03-11,8100.0
2016-03-14,8400.0
2016-03-15,8400.0
2016-03-16,8400.0
2016-03-17,8400.0
2016-03-18,8400.0
2016-03-21,8250.0
2016-03-22,8250.0
2016-03-23,8450.0
2016-03-24,8500.0
2016-03-25,8500.0
2016-03-28,8500.0
2016-03-29,8500.0
2016-03-30,8500.0
2016-03-31,8500.0
2016-04-01,8500.0
2016-04-05,8500.0
2016-04-06,8500.0
2016-04-07,8500.0
2016-04-08,8500.0
2016-04-11,8500.0
2016-04-12,9000.0
2016-04-13,9200.0
2016-04-14,9200.0
2016-04-15,9200.0
2016-04-18,9200.0
2016-04-19,9200.0
2016-04-20,8900.0
2016-04-21,8700.0
2016-04-22,8700.0
2016-04-25,8700.0
2016-04-26,8900.0
2016-04-27,8900.0
2016-04-28,8900.0
2016-04-29,8900.0
2016-05-03,8600.0
2016-05-04,8600.0
2016-05-05,8600.0
2016-05-06,8600.0
2016-05-09,8600.0
2016-05-10,8600.0
2016-05-11,8600.0
2016-05-12,8600.0
2016-05-13,8600.0
2016-05-16,8600.0
2016-05-17,8600.0
2016-05-18,8700.0
2016-05-19,8700.0
2016-05-20,8700.0
2016-05-23,8700.0
2016-05-24,8700.0
2016-05-25,8700.0
2016-05-26,8700.0
2016-05-27,8700.0
2016-05-30,8700.0
2016-05-31,8700.0
2016-06-01,8700.0
2016-06-02,8700.0
2016-06-03,8700.0
2016-06-06,8700.0
2016-06-07,8700.0
2016-06-08,8700.0
2016-06-13,8700.0
2016-06-14,8700.0
2016-06-15,8800.0
2016-06-16,8800.0
2016-06-17,8800.0
2016-06-20,8800.0
2016-06-21,8800.0
2016-06-22,8800.0
2016-06-23,8800.0
2016-06-24,8900.0
2016-06-27,8900.0
2016-06-28,8900.0
2016-06-29,9000.0
2016-06-30,9000.0
2016-07-01,9000.0
2016-07-04,9000.0
2016-07-05,9500.0
2016-07-06,9500.0
2016-07-07,9500.0
2016-07-08,9800.0
2016-07-11,9800.0
2016-07-12,9800.0
2016-07-13,9800.0
2016-07-14,9800.0
2016-07-15,9800.0
2016-07-18,9800.0
2016-07-19,9800.0
2016-07-20,9800.0
2016-07-21,9600.0
2016-07-22,9600.0
2016-07-25,9600.0
2016-07-26,9600.0
2016-07-27,9600.0
2016-07-28,9600.0
2016-07-29,9600.0
2016-08-01,9600.0
2016-08-02,9600.0
2016-08-03,9600.0
2016-08-04,9600.0
2016-08-05,9600.0
2016-08-08,9700.0
2016-08-09,9700.0
2016-08-10,9700.0
2016-08-11,9700.0
2016-08-12,9700.0
2016-08-15,9700.0
2016-08-16,9700.0
2016-08-17,9700.0
2016-08-18,9800.0
2016-08-19,9800.0
2016-08-22,9800.0
2016-08-23,9800.0
2016-08-24,9800.0
2016-08-25,9900.0
2016-08-26,9900.0
2016-08-29,9900.0
2016-08-30,9900.0
2016-08-31,9900.0
2016-09-01,9900.0
2016-09-02,9900.0
2016-09-05,9600.0
2016-09-06,9600.0
2016-09-07,9600.0
2016-09-08,9600.0
2016-09-09,9600.0
2016-09-12,9600.0
2016-09-13,9600.0
2016-09-14,9500.0
2016-09-19,9500.0
2016-09-20,9500.0
2016-09-21,9500.0
2016-09-22,9500.0
2016-09-23,9500.0
2016-09-26,9300.0
2016-09-27,9300.0
2016-09-28,9200.0
2016-09-29,9200.0
2016-09-30,9200.0
2016-10-10,9300.0
2016-10-11,9300.0
2016-10-12,9400.0
2016-10-13,9500.0
2016-10-14,9500.0
2016-10-17,9500.0
2016-10-18,9500.0
2016-10-19,9500.0
2016-10-20,9500.0
2016-10-21,9500.0
2016-10-24,9500.0
2016-10-25,9600.0
2016-10-26,9700.0
2016-10-27,9700.0
2016-10-28,9700.0
2016-10-31,9700.0
2016-11-01,9700.0
2016-11-02,9700.0
2016-11-03,9700.0
2016-11-04,9700.0
2016-11-07,9700.0
2016-11-08,9700.0
2016-11-09,9700.0
2016-11-10,9900.0
2016-11-11,9900.0
2016-11-14,10100.0
2016-11-15,10100.0
2016-11-16,10200.0
2016-11-17,10200.0
2016-11-18,10200.0
2016-11-21,10200.0
2016-11-22,10200.0
2016-11-23,10200.0
2016-11-24,10200.0
2016-11-25,10200.0
2016-11-28,10200.0
2016-11-29,10200.0
2016-11-30,10200.0
2016-12-01,10200.0
2016-12-02,10200.0
2016-12-05,10200.0
2016-12-06,10300.0
2016-12-07,10400.0
2016-12-08,10500.0
2016-12-09,10500.0
2016-12-12,10500.0
2016-12-13,10800.0
2016-12-14,11500.0
2016-12-15,11500.0
2016-12-16,11500.0
2016-12-19,11500.0
2016-12-20,11500.0
2016-12-21,11500.0
2016-12-22,11500.0
2016-12-23,11500.0
2016-12-26,11500.0
2016-12-27,11500.0
2016-12-28,11500.0
2016-12-29,11500.0
2016-12-30,11500.0
2017-01-03,11400.0
2017-01-04,11300.0
2017-01-05,11300.0
2017-01-06,11300.0
2017-01-09,11300.0
2017-01-10,11300.0
2017-01-11,11300.0
2017-01-12,11300.0
2017-01-13,11300.0
2017-01-16,11300.0
2017-01-17,11300.0
2017-01-18,11300.0
2017-01-19,11300.0
2017-01-20,11300.0
2017-01-23,11300.0
2017-01-24,11300.0
2017-01-25,11300.0
2017-01-26,11300.0
2017-02-03,11300.0
2017-02-06,11500.0
2017-02-07,11500.0
2017-02-08,11500.0
2017-02-09,11500.0
2017-02-10,11500.0
2017-02-13,11500.0
2017-02-14,11500.0
2017-02-15,11500.0
2017-02-16,11200.0
2017-02-17,11200.0
2017-02-20,11200.0
2017-02-21,11200.0
2017-02-22,11200.0
2017-02-23,11200.0
2017-02-24,11200.0
2017-02-27,11200.0
2017-02-28,11100.0
2017-03-01,11100.0
2017-03-02,11100.0
2017-03-03,10900.0
2017-03-06,10800.0
2017-03-07,10800.0
2017-03-08,10700.0
2017-03-09,10700.0
2017-03-10,10700.0
2017-03-13,10600.0
2017-03-14,10600.0
2017-03-15,10600.0
2017-03-16,10500.0
2017-03-17,10500.0
2017-03-20,10300.0
2017-03-21,10300.0
2017-03-22,10200.0
2017-03-23,10200.0
2017-03-24,10200.0
2017-03-27,10000.0
2017-03-28,10000.0
2017-03-29,10000.0
2017-03-30,10000.0
2017-03-31,10000.0
2017-04-05,10000.0
2017-04-06,10000.0
2017-04-07,9900.0
2017-04-10,9900.0
2017-04-11,9900.0
2017-04-12,9900.0
2017-04-13,9900.0
2017-04-14,9800.0
2017-04-17,9800.0
2017-04-18,9700.0
2017-04-19,9700.0
2017-04-20,9600.0
2017-04-21,9600.0
2017-04-24,9600.0
2017-04-25,9500.0
2017-04-26,9500.0
2017-04-27,9500.0
2017-04-28,9300.0
2017-05-02,9300.0
2017-05-03,9300.0
2017-05-04,9300.0
2017-05-05,9300.0
2017-05-08,9300.0
2017-05-09,9300.0
2017-05-10,9100.0
2017-05-11,9100.0
2017-05-12,9100.0
2017-05-15,9000.0
2017-05-16,9000.0
2017-05-17,9000.0
2017-05-18,8900.0
2017-05-19,8900.0
2017-05-22,8900.0
2017-05-23,8900.0
2017-05-24,8900.0
2017-05-25,8900.0
2017-05-26,8900.0
2017-05-31,8900.0
2017-06-01,8900.0
2017-06-02,8900.0
2017-06-05,8900.0
2017-06-06,8900.0
2017-06-07,8800.0
2017-06-08,8800.0
2017-06-09,8800.0
2017-06-12,8800.0
2017-06-13,8800.0
2017-06-14,8800.0
2017-06-15,8800.0
2017-06-16,8800.0
2017-06-19,8800.0
2017-06-20,8800.0
2017-06-21,8800.0
2017-06-22,8700.0
2017-06-23,8700.0
2017-06-26,8700.0
2017-06-27,8700.0
2017-06-28,8700.0
2017-06-29,8700.0
2017-06-30,8700.0
2017-07-03,8700.0
2017-07-04,8700.0
2017-07-05,8700.0
2017-07-06,8700.0
2017-07-07,8700.0
2017-07-10,8700.0
2017-07-11,8700.0
2017-07-12,8700.0
2017-07-13,8700.0
2017-07-14,8700.0
2017-07-17,8700.0
2017-07-18,8700.0
2017-07-19,8700.0
2017-07-20,8700.0
2017-07-21,8700.0
2017-07-24,8700.0
2017-07-25,9000.0
2017-07-26,9000.0
2017-07-27,9200.0
2017-07-28,9200.0
2017-07-31,9200.0
2017-08-01,9200.0
2017-08-02,9200.0
2017-08-03,9200.0
2017-08-04,9200.0
2017-08-07,9200.0
2017-08-08,9200.0
2017-08-09,9300.0
2017-08-10,9300.0
2017-08-11,9300.0
2017-08-14,9300.0
2017-08-15,9300.0
2017-08-16,9300.0
2017-08-17,9400.0
2017-08-18,9500.0
2017-08-21,9600.0
2017-08-22,9600.0
2017-08-23,9800.0
2017-08-24,9800.0
2017-08-25,9800.0
2017-08-28,9800.0
2017-08-29,9800.0
2017-08-30,9900.0
2017-08-31,9900.0
2017-09-01,10100.0
2017-09-04,10500.0
2017-09-05,10500.0
2017-09-06,10600.0
2017-09-07,10600.0
2017-09-08,10600.0
2017-09-11,10600.0
2017-09-12,10600.0
2017-09-13,10600.0
2017-09-14,10500.0
2017-09-15,10500.0
2017-09-18,10500.0
2017-09-19,10300.0
2017-09-20,10300.0
2017-09-21,10300.0
2017-09-22,10200.0
2017-09-25,10200.0
2017-09-26,10200.0
2017-09-27,10200.0
2017-09-28,10200.0
2017-09-29,10200.0
2017-10-09,10200.0
2017-10-10,10200.0
2017-10-11,10100.0
2017-10-12,10100.0
2017-10-13,10100.0
2017-10-16,10100.0
2017-10-17,10200.0
2017-10-18,10200.0
2017-10-19,10200.0
2017-10-20,10200.0
2017-10-23,10200.0
