日期,地膜
2013-11-27,12000.0
2013-11-28,12000.0
2013-11-29,12000.0
2013-12-02,12000.0
2013-12-03,12000.0
2013-12-04,12000.0
2013-12-05,12000.0
2013-12-06,12000.0
2013-12-09,12000.0
2013-12-10,12000.0
2013-12-11,12000.0
2013-12-12,12000.0
2013-12-13,12000.0
2013-12-16,12000.0
2013-12-17,12000.0
2013-12-18,12000.0
2013-12-19,12000.0
2013-12-20,12000.0
2013-12-23,12000.0
2013-12-24,12000.0
2013-12-25,12000.0
2013-12-26,12000.0
2013-12-27,12000.0
2013-12-30,12000.0
2013-12-31,12000.0
2014-01-02,12000.0
2014-01-03,12000.0
2014-01-06,12000.0
2014-01-07,12000.0
2014-01-08,12000.0
2014-01-09,12000.0
2014-01-10,12000.0
2014-01-13,12000.0
2014-01-14,12000.0
2014-01-15,12000.0
2014-01-16,12000.0
2014-01-17,12000.0
2014-01-20,12000.0
2014-01-21,12000.0
2014-01-22,12000.0
2014-01-23,12000.0
2014-01-24,12000.0
2014-01-27,12000.0
2014-01-28,12000.0
2014-01-29,12000.0
2014-01-30,12000.0
2014-02-07,12000.0
2014-02-10,12000.0
2014-02-11,12000.0
2014-02-12,12000.0
2014-02-13,12000.0
2014-02-14,12000.0
2014-02-17,12000.0
2014-02-18,12000.0
2014-02-19,12000.0
2014-02-20,12000.0
2014-02-21,11900.0
2014-02-24,11900.0
2014-02-25,11900.0
2014-02-26,11900.0
2014-02-27,11900.0
2014-02-28,11900.0
2014-03-03,11900.0
2014-03-04,11900.0
2014-03-05,11900.0
2014-03-06,11900.0
2014-03-07,11900.0
2014-03-10,11900.0
2014-03-11,11900.0
2014-03-12,11900.0
2014-03-13,11900.0
2014-03-14,11900.0
2014-03-17,11900.0
2014-03-18,11900.0
2014-03-19,11900.0
2014-03-20,11900.0
2014-03-21,11900.0
2014-03-24,11900.0
2014-03-25,11900.0
2014-03-26,11900.0
2014-03-27,11900.0
2014-03-28,11900.0
2014-03-31,11900.0
2014-04-01,11900.0
2014-04-02,11900.0
2014-04-03,11900.0
2014-04-04,11900.0
2014-04-08,11900.0
2014-04-09,11900.0
2014-04-10,11900.0
2014-04-11,11900.0
2014-04-14,11900.0
2014-04-15,11900.0
2014-04-16,11900.0
2014-04-17,11900.0
2014-04-18,11900.0
2014-04-21,11900.0
2014-04-22,11900.0
2014-04-23,11900.0
2014-04-24,11900.0
2014-04-25,11900.0
2014-04-28,11900.0
2014-04-29,11900.0
2014-04-30,11900.0
2014-05-05,11900.0
2014-05-06,11900.0
2014-05-07,11900.0
2014-05-08,11900.0
2014-05-09,11900.0
2014-05-12,11900.0
2014-05-13,11900.0
2014-05-14,11900.0
2014-05-15,11900.0
2014-05-16,11900.0
2014-05-19,11900.0
2014-05-20,11900.0
2014-05-21,11900.0
2014-05-22,11900.0
2014-05-23,11900.0
2014-05-26,11900.0
2014-05-27,11900.0
2014-05-28,11900.0
2014-05-29,11900.0
2014-05-30,11900.0
2014-06-03,11900.0
2014-06-04,11900.0
2014-06-05,11900.0
2014-06-06,11900.0
2014-06-09,11900.0
2014-06-10,11900.0
2014-06-11,11900.0
2014-06-12,11900.0
2014-06-13,11900.0
2014-06-16,11900.0
2014-06-17,11900.0
2014-06-18,11900.0
2014-06-19,11900.0
2014-06-20,11900.0
2014-06-23,11900.0
2014-06-24,11900.0
2014-06-25,11900.0
2014-06-26,11900.0
2014-06-27,11900.0
2014-06-30,11900.0
2014-07-01,11900.0
2014-07-02,11900.0
2014-07-03,11900.0
2014-07-04,11900.0
2014-07-07,11900.0
2014-07-08,11900.0
2014-07-09,11900.0
2014-07-10,11900.0
2014-07-11,11900.0
2014-07-14,11900.0
2014-07-15,11900.0
2014-07-16,11900.0
2014-07-17,11900.0
2014-07-18,11900.0
2014-07-21,11900.0
2014-07-22,11900.0
2014-07-23,11900.0
2014-07-24,11900.0
2014-07-25,11900.0
2014-07-28,11900.0
2014-07-29,11900.0
2014-07-30,11900.0
2014-07-31,11900.0
2014-08-01,11900.0
2014-08-04,11900.0
2014-08-05,11900.0
2014-08-06,11900.0
2014-08-07,11900.0
2014-08-08,11900.0
2014-08-11,11900.0
2014-08-12,11600.0
2014-08-13,11600.0
2014-08-14,11600.0
2014-08-15,11600.0
2014-08-18,11600.0
2014-08-19,11600.0
2014-08-20,11600.0
2014-08-21,11600.0
2014-08-22,11600.0
2014-08-25,11600.0
2014-08-26,11600.0
2014-08-27,11600.0
2014-08-28,11600.0
2014-08-29,11600.0
2014-09-01,11600.0
2014-09-02,11600.0
2014-09-03,11600.0
2014-09-04,11600.0
2014-09-05,11600.0
2014-09-09,11600.0
2014-09-10,11600.0
2014-09-11,11600.0
2014-09-12,11600.0
2014-09-15,11600.0
2014-09-16,11200.0
2014-09-17,11200.0
2014-09-18,11200.0
2014-09-19,11200.0
2014-09-22,11200.0
2014-09-23,11200.0
2014-09-24,11200.0
2014-09-25,11200.0
2014-09-26,11200.0
2014-09-29,11200.0
2014-09-30,11200.0
2014-10-08,11200.0
2014-10-09,11200.0
2014-10-10,11200.0
2014-10-13,11200.0
2014-10-14,11200.0
2014-10-15,11200.0
2014-10-16,11200.0
2014-10-17,11200.0
2014-10-20,11200.0
2014-10-21,11200.0
2014-10-22,11200.0
2014-10-23,11200.0
2014-10-24,11300.0
2014-10-27,11300.0
2014-10-28,11300.0
2014-10-29,11300.0
2014-10-30,11300.0
2014-10-31,11300.0
2014-11-03,11300.0
2014-11-04,11300.0
2014-11-05,11300.0
2014-11-06,11300.0
2014-11-07,11300.0
2014-11-10,11300.0
2014-11-11,11300.0
2014-11-12,11300.0
2014-11-13,11300.0
2014-11-14,11300.0
2014-11-17,11300.0
2014-11-18,11300.0
2014-11-19,11300.0
2014-11-20,11300.0
2014-11-21,11300.0
2014-11-24,11300.0
2014-11-25,11300.0
2014-11-26,11300.0
2014-11-27,11300.0
2014-11-28,11300.0
2014-12-01,11300.0
2014-12-02,11300.0
2014-12-03,11300.0
2014-12-04,11300.0
2014-12-05,11150.0
2014-12-08,11150.0
2014-12-09,11150.0
2014-12-10,11150.0
2014-12-11,11150.0
2014-12-12,11150.0
2014-12-15,10800.0
2014-12-16,10800.0
2014-12-17,10600.0
2014-12-18,10600.0
2014-12-19,10600.0
2014-12-22,10600.0
2014-12-23,10600.0
2014-12-24,10600.0
2014-12-25,10600.0
2014-12-26,10600.0
2014-12-29,10600.0
2014-12-30,10600.0
2014-12-31,10600.0
2015-01-05,10600.0
2015-01-06,10600.0
2015-01-07,10600.0
2015-01-08,10600.0
2015-01-09,10450.0
2015-01-12,10450.0
2015-01-13,10450.0
2015-01-14,10450.0
2015-01-15,10450.0
2015-01-16,10350.0
2015-01-19,10350.0
2015-01-20,10350.0
2015-01-21,10350.0
2015-01-22,10350.0
2015-01-23,10350.0
2015-01-26,10350.0
2015-01-27,10350.0
2015-01-28,10150.0
2015-01-29,10150.0
2015-01-30,10150.0
2015-02-02,10150.0
2015-02-03,10150.0
2015-02-04,10150.0
2015-02-05,10000.0
2015-02-06,10000.0
2015-02-09,10000.0
2015-02-10,10000.0
2015-02-11,10000.0
2015-02-12,10000.0
2015-02-13,10000.0
2015-02-16,10000.0
2015-02-17,10000.0
2015-02-25,10000.0
2015-02-26,10000.0
2015-02-27,10200.0
2015-03-02,10200.0
2015-03-03,10200.0
2015-03-04,10200.0
2015-03-05,10200.0
2015-03-06,10200.0
2015-03-09,10200.0
2015-03-10,10200.0
2015-03-11,10200.0
2015-03-12,10200.0
2015-03-13,10200.0
2015-03-16,10250.0
2015-03-17,10250.0
2015-03-18,10250.0
2015-03-19,10250.0
2015-03-20,10250.0
2015-03-23,10250.0
2015-03-24,10450.0
2015-03-25,10450.0
2015-03-26,10450.0
2015-03-27,10450.0
2015-03-30,10450.0
2015-03-31,10450.0
2015-04-01,10450.0
2015-04-02,10450.0
2015-04-03,10450.0
2015-04-07,11000.0
2015-04-08,11000.0
2015-04-09,11000.0
2015-04-10,11000.0
2015-04-13,11000.0
2015-04-14,11000.0
2015-04-15,11000.0
2015-04-16,11000.0
2015-04-17,11000.0
2015-04-20,11000.0
2015-04-21,11000.0
2015-04-22,11000.0
2015-04-23,11000.0
2015-04-24,11000.0
2015-04-27,11000.0
2015-04-28,11000.0
2015-04-29,11000.0
2015-04-30,11000.0
2015-05-04,11000.0
2015-05-05,11000.0
2015-05-06,11000.0
2015-05-07,11000.0
2015-05-08,11000.0
2015-05-11,11000.0
2015-05-12,11000.0
2015-05-13,11000.0
2015-05-14,11000.0
2015-05-15,11000.0
2015-05-18,11000.0
2015-05-19,11000.0
2015-05-20,11000.0
2015-05-21,11000.0
2015-05-22,11000.0
2015-05-25,11000.0
2015-05-26,11000.0
2015-05-27,11000.0
2015-05-28,11000.0
2015-05-29,10600.0
2015-06-01,10600.0
2015-06-02,10600.0
2015-06-03,10600.0
2015-06-04,10600.0
2015-06-05,10600.0
2015-06-08,10600.0
2015-06-09,10600.0
2015-06-10,10600.0
2015-06-11,10600.0
2015-06-12,10600.0
2015-06-15,10600.0
2015-06-16,10600.0
2015-06-17,10600.0
2015-06-18,10600.0
2015-06-19,10600.0
2015-06-23,10600.0
2015-06-24,10600.0
2015-06-25,10600.0
2015-06-26,10600.0
2015-06-29,10600.0
2015-06-30,10200.0
2015-07-01,10200.0
2015-07-02,10200.0
2015-07-03,10200.0
2015-07-06,10200.0
2015-07-07,10200.0
2015-07-08,10200.0
2015-07-09,10200.0
2015-07-10,10200.0
2015-07-13,10200.0
2015-07-14,10200.0
2015-07-15,10200.0
2015-07-16,10200.0
2015-07-17,10200.0
2015-07-20,10200.0
2015-07-21,10200.0
2015-07-22,10200.0
2015-07-23,10200.0
2015-07-24,10200.0
2015-07-27,10200.0
2015-07-28,10200.0
2015-07-29,10200.0
2015-07-30,10200.0
2015-07-31,9900.0
2015-08-03,9900.0
2015-08-04,9900.0
2015-08-05,9900.0
2015-08-06,9800.0
2015-08-07,9700.0
2015-08-10,9700.0
2015-08-11,9700.0
2015-08-12,9700.0
2015-08-13,9700.0
2015-08-14,9700.0
2015-08-17,9700.0
2015-08-18,9700.0
2015-08-19,9700.0
2015-08-20,9700.0
2015-08-21,9700.0
2015-08-24,9700.0
2015-08-25,9700.0
2015-08-26,9700.0
2015-08-27,9700.0
2015-08-28,9700.0
2015-08-31,9700.0
2015-09-01,9700.0
2015-09-02,9700.0
2015-09-07,9700.0
2015-09-08,9700.0
2015-09-09,9700.0
2015-09-10,9700.0
2015-09-11,9700.0
2015-09-14,9700.0
2015-09-15,9700.0
2015-09-16,9700.0
2015-09-17,9700.0
2015-09-18,9700.0
2015-09-21,9700.0
2015-09-22,9700.0
2015-09-23,9700.0
2015-09-24,9700.0
2015-09-25,9700.0
2015-09-28,9700.0
2015-09-29,9600.0
2015-09-30,9600.0
2015-10-08,9600.0
2015-10-09,9600.0
2015-10-12,9600.0
2015-10-13,9600.0
2015-10-14,9600.0
2015-10-15,9600.0
2015-10-16,9600.0
2015-10-19,9600.0
2015-10-20,9600.0
2015-10-21,9600.0
2015-10-22,9600.0
2015-10-23,9600.0
2015-10-26,9600.0
2015-10-27,9600.0
2015-10-28,9600.0
2015-10-29,9600.0
2015-10-30,9600.0
2015-11-02,9600.0
2015-11-03,9600.0
2015-11-04,9600.0
2015-11-05,9600.0
2015-11-06,9600.0
2015-11-09,9500.0
2015-11-10,9500.0
2015-11-11,9500.0
2015-11-12,9500.0
2015-11-13,9500.0
2015-11-16,9500.0
2015-11-17,9500.0
2015-11-18,9500.0
2015-11-19,9500.0
2015-11-20,9500.0
2015-11-23,9500.0
2015-11-24,9500.0
2015-11-25,9500.0
2015-11-26,9500.0
2015-11-27,9500.0
2015-11-30,9500.0
2015-12-01,9500.0
2015-12-02,9500.0
2015-12-03,9500.0
2015-12-04,9500.0
2015-12-07,9500.0
2015-12-08,9500.0
2015-12-09,9200.0
2015-12-10,9200.0
2015-12-11,9200.0
2015-12-14,9200.0
2015-12-15,9200.0
2015-12-16,9200.0
2015-12-17,9200.0
2015-12-18,9200.0
2015-12-21,9200.0
2015-12-22,9200.0
2015-12-23,9200.0
2015-12-24,9200.0
2015-12-25,9200.0
2015-12-28,9200.0
2015-12-29,9200.0
2015-12-30,9200.0
2015-12-31,9200.0
2016-01-04,9200.0
2016-01-05,9200.0
2016-01-06,9200.0
2016-01-07,9200.0
2016-01-08,9200.0
2016-01-11,9200.0
2016-01-12,9200.0
2016-01-13,9200.0
2016-01-14,9200.0
2016-01-15,9200.0
2016-01-18,9200.0
2016-01-19,9200.0
2016-01-20,9200.0
2016-01-21,9200.0
2016-01-22,9200.0
2016-01-25,9200.0
2016-01-26,9200.0
2016-01-27,9200.0
2016-01-28,9200.0
2016-01-29,9200.0
2016-02-01,9200.0
2016-02-02,9200.0
2016-02-03,9200.0
2016-02-04,9200.0
2016-02-05,9200.0
2016-02-15,9200.0
2016-02-16,9200.0
2016-02-17,9200.0
2016-02-18,9200.0
2016-02-19,9200.0
2016-02-22,9200.0
2016-02-23,9200.0
2016-02-24,9200.0
2016-02-25,9200.0
2016-02-26,9200.0
2016-02-29,9200.0
2016-03-01,9200.0
2016-03-02,9200.0
2016-03-03,9200.0
2016-03-04,9400.0
2016-03-07,9400.0
2016-03-08,9400.0
2016-03-09,9400.0
2016-03-10,9400.0
2016-03-11,9400.0
2016-03-14,9400.0
2016-03-15,9400.0
2016-03-16,9400.0
2016-03-17,9500.0
2016-03-18,9500.0
2016-03-21,9500.0
2016-03-22,9500.0
2016-03-23,9500.0
2016-03-24,9600.0
2016-03-25,9600.0
2016-03-28,9600.0
2016-03-29,9600.0
2016-03-30,9600.0
2016-03-31,9600.0
2016-04-01,9600.0
2016-04-05,9600.0
2016-04-06,9600.0
2016-04-07,9600.0
2016-04-08,9600.0
2016-04-11,9600.0
2016-04-12,9600.0
2016-04-13,9600.0
2016-04-14,9600.0
2016-04-15,9600.0
2016-04-18,9600.0
2016-04-19,9600.0
2016-04-20,9500.0
2016-04-21,9500.0
2016-04-22,9500.0
2016-04-25,9400.0
2016-04-26,9400.0
2016-04-27,9400.0
2016-04-28,9400.0
2016-04-29,9400.0
2016-05-03,9400.0
2016-05-04,9400.0
2016-05-05,9200.0
2016-05-06,9200.0
2016-05-09,9200.0
2016-05-10,9100.0
2016-05-11,9100.0
2016-05-12,9100.0
2016-05-13,9100.0
2016-05-16,9100.0
2016-05-17,9100.0
2016-05-18,9100.0
2016-05-19,9100.0
2016-05-20,9100.0
2016-05-23,9100.0
2016-05-24,9100.0
2016-05-25,9100.0
2016-05-26,9100.0
2016-05-27,9100.0
2016-05-30,9100.0
2016-05-31,9100.0
2016-06-01,9100.0
2016-06-02,9100.0
2016-06-03,9100.0
2016-06-06,9100.0
2016-06-07,9100.0
2016-06-08,9100.0
2016-06-13,9100.0
2016-06-14,9100.0
2016-06-15,9100.0
2016-06-16,9100.0
2016-06-17,9100.0
2016-06-20,9100.0
2016-06-21,9100.0
2016-06-22,9100.0
2016-06-23,9100.0
2016-06-24,9100.0
2016-06-27,9100.0
2016-06-28,9100.0
2016-06-29,9100.0
2016-06-30,9100.0
2016-07-01,9100.0
2016-07-04,9100.0
2016-07-05,9200.0
2016-07-06,9200.0
2016-07-07,9400.0
2016-07-08,9400.0
2016-07-11,9400.0
2016-07-12,9400.0
2016-07-13,9400.0
2016-07-14,9400.0
2016-07-15,9400.0
2016-07-18,9400.0
2016-07-19,9400.0
2016-07-20,9400.0
2016-07-21,9400.0
2016-07-22,9300.0
2016-07-25,9300.0
2016-07-26,9300.0
2016-07-27,9300.0
2016-07-28,9300.0
2016-07-29,9300.0
2016-08-01,9300.0
2016-08-02,9300.0
2016-08-03,9300.0
2016-08-04,9300.0
2016-08-05,9300.0
2016-08-08,9300.0
2016-08-09,9400.0
2016-08-10,9400.0
2016-08-11,9400.0
2016-08-12,9400.0
2016-08-15,9400.0
2016-08-16,9400.0
2016-08-17,9400.0
2016-08-18,9400.0
2016-08-19,9400.0
2016-08-22,9400.0
2016-08-23,9400.0
2016-08-24,9400.0
2016-08-25,9400.0
2016-08-26,9400.0
2016-08-29,9400.0
2016-08-30,9400.0
2016-08-31,9500.0
2016-09-01,9500.0
2016-09-02,9500.0
2016-09-05,9500.0
2016-09-06,9500.0
2016-09-07,9500.0
2016-09-08,9500.0
2016-09-09,9500.0
2016-09-12,9500.0
2016-09-13,9500.0
2016-09-14,9500.0
2016-09-19,9500.0
2016-09-20,9500.0
2016-09-21,9500.0
2016-09-22,9500.0
2016-09-23,9500.0
2016-09-26,9500.0
2016-09-27,9500.0
2016-09-28,9500.0
2016-09-29,9500.0
2016-09-30,9500.0
2016-10-10,9500.0
2016-10-11,9600.0
2016-10-12,9700.0
2016-10-13,9700.0
2016-10-14,9700.0
2016-10-17,9700.0
2016-10-18,9700.0
2016-10-19,9700.0
2016-10-20,9700.0
2016-10-21,9800.0
2016-10-24,9800.0
2016-10-25,9800.0
2016-10-26,10000.0
2016-10-27,10000.0
2016-10-28,10000.0
2016-10-31,10100.0
2016-11-01,10100.0
2016-11-02,10100.0
2016-11-03,10400.0
2016-11-04,10400.0
2016-11-07,10400.0
2016-11-08,10400.0
2016-11-09,10400.0
2016-11-10,10400.0
2016-11-11,10500.0
2016-11-14,10500.0
2016-11-15,10500.0
2016-11-16,10500.0
2016-11-17,10500.0
2016-11-18,10500.0
2016-11-21,10400.0
2016-11-22,10400.0
2016-11-23,10400.0
2016-11-24,10400.0
2016-11-25,10400.0
2016-11-28,10400.0
2016-11-29,10400.0
2016-11-30,10300.0
2016-12-01,10300.0
2016-12-02,10300.0
2016-12-05,10300.0
2016-12-06,10300.0
2016-12-07,10300.0
2016-12-08,10300.0
2016-12-09,10300.0
2016-12-12,10300.0
2016-12-13,10400.0
2016-12-14,10500.0
2016-12-15,10500.0
2016-12-16,10500.0
2016-12-19,10500.0
2016-12-20,10500.0
2016-12-21,10500.0
2016-12-22,10500.0
2016-12-23,10400.0
2016-12-26,10400.0
2016-12-27,10400.0
2016-12-28,10400.0
2016-12-29,10400.0
2016-12-30,10400.0
2017-01-03,10400.0
2017-01-04,10400.0
2017-01-05,10450.0
2017-01-06,10450.0
2017-01-09,10450.0
2017-01-10,10450.0
2017-01-11,10450.0
2017-01-12,10450.0
2017-01-13,10450.0
2017-01-16,10450.0
2017-01-17,10450.0
2017-01-18,10450.0
2017-01-19,10450.0
2017-01-20,10450.0
2017-01-23,10500.0
2017-01-24,10500.0
2017-01-25,10500.0
2017-01-26,10500.0
2017-02-03,10500.0
2017-02-06,10500.0
2017-02-07,10500.0
2017-02-08,10500.0
2017-02-09,10500.0
2017-02-10,10500.0
2017-02-13,10500.0
2017-02-14,10500.0
2017-02-15,10500.0
2017-02-16,10500.0
2017-02-17,10500.0
2017-02-20,10500.0
2017-02-21,10500.0
2017-02-22,10500.0
2017-02-23,10500.0
2017-02-24,10500.0
2017-02-27,10500.0
2017-02-28,10400.0
2017-03-01,10400.0
2017-03-02,10400.0
2017-03-03,10400.0
2017-03-06,10300.0
2017-03-07,10300.0
2017-03-08,10300.0
2017-03-09,10300.0
2017-03-10,10300.0
2017-03-13,10100.0
2017-03-14,10100.0
2017-03-15,10100.0
2017-03-16,10100.0
2017-03-17,10100.0
2017-03-20,10100.0
2017-03-21,10100.0
2017-03-22,10100.0
2017-03-23,10100.0
2017-03-24,10100.0
2017-03-27,10100.0
2017-03-28,10000.0
2017-03-29,10000.0
2017-03-30,10000.0
2017-03-31,10000.0
2017-04-05,10000.0
2017-04-06,10000.0
2017-04-07,10000.0
2017-04-10,10000.0
2017-04-11,10000.0
2017-04-12,9950.0
2017-04-13,10000.0
2017-04-14,10000.0
2017-04-17,10000.0
2017-04-18,9900.0
2017-04-19,9900.0
2017-04-20,9900.0
2017-04-21,9900.0
2017-04-24,9900.0
2017-04-25,9900.0
2017-04-26,9800.0
2017-04-27,9800.0
2017-04-28,9800.0
2017-05-02,9800.0
2017-05-03,9800.0
2017-05-04,9800.0
2017-05-05,9800.0
2017-05-08,9800.0
2017-05-09,9700.0
2017-05-10,9700.0
2017-05-11,9700.0
2017-05-12,9550.0
2017-05-15,9550.0
2017-05-16,9550.0
2017-05-17,9550.0
2017-05-18,9550.0
2017-05-19,9550.0
2017-05-22,9550.0
2017-05-23,9550.0
2017-05-24,9550.0
2017-05-25,9550.0
2017-05-26,9550.0
2017-05-31,9550.0
2017-06-01,9550.0
2017-06-02,9550.0
2017-06-05,9550.0
2017-06-06,9550.0
2017-06-07,9550.0
2017-06-08,9550.0
2017-06-09,9550.0
2017-06-12,9550.0
2017-06-13,9550.0
2017-06-14,9550.0
2017-06-15,9550.0
2017-06-16,9500.0
2017-06-19,9500.0
2017-06-20,9500.0
2017-06-21,9500.0
2017-06-22,9500.0
2017-06-23,9500.0
2017-06-26,9450.0
2017-06-27,9450.0
2017-06-28,9400.0
2017-06-29,9400.0
2017-06-30,9400.0
2017-07-03,9400.0
2017-07-04,9400.0
2017-07-05,9350.0
2017-07-06,9350.0
2017-07-07,9350.0
2017-07-10,9350.0
2017-07-11,9350.0
2017-07-12,9350.0
2017-07-13,9350.0
2017-07-14,9350.0
2017-07-17,9350.0
2017-07-18,9400.0
2017-07-19,9400.0
2017-07-20,9400.0
2017-07-21,9450.0
2017-07-24,9450.0
2017-07-25,9500.0
2017-07-26,9500.0
2017-07-27,9550.0
2017-07-28,9550.0
2017-07-31,9550.0
2017-08-01,9550.0
2017-08-02,9550.0
2017-08-03,9550.0
2017-08-04,9550.0
2017-08-07,9550.0
2017-08-08,9550.0
2017-08-09,9550.0
2017-08-10,9650.0
2017-08-11,9750.0
2017-08-14,9750.0
2017-08-15,9750.0
2017-08-16,9750.0
2017-08-17,9750.0
2017-08-18,9750.0
2017-08-21,9750.0
2017-08-22,9800.0
2017-08-23,9800.0
2017-08-24,9800.0
2017-08-25,9800.0
2017-08-28,9850.0
2017-08-29,9850.0
2017-08-30,9850.0
2017-08-31,9900.0
2017-09-01,9950.0
2017-09-04,10000.0
2017-09-05,10200.0
2017-09-06,10200.0
2017-09-07,10300.0
2017-09-08,10200.0
2017-09-11,10350.0
2017-09-12,10350.0
2017-09-13,10350.0
2017-09-14,10350.0
2017-09-15,10350.0
2017-09-18,10350.0
2017-09-19,10350.0
2017-09-20,10300.0
2017-09-21,10250.0
2017-09-22,10250.0
2017-09-25,10200.0
2017-09-26,10200.0
2017-09-27,10200.0
2017-09-28,10200.0
2017-09-29,10150.0
2017-10-09,10150.0
2017-10-10,10150.0
2017-10-11,10150.0
2017-10-12,10100.0
2017-10-13,10100.0
2017-10-16,10100.0
2017-10-17,10100.0
2017-10-18,10100.0
2017-10-19,10100.0
2017-10-20,10100.0
2017-10-23,10100.0
2017-10-24,10100.0
2017-10-25,10100.0
2017-10-26,10100.0
2017-10-27,10100.0
2017-10-30,10100.0
2017-10-31,10100.0
2017-11-01,10100.0
2017-11-02,10100.0
2017-11-03,10100.0
2017-11-06,10100.0
2017-11-07,10100.0
2017-11-08,10100.0
2017-11-09,10100.0
2017-11-10,10250.0
2017-11-13,10250.0
2017-11-14,10250.0
2017-11-15,10250.0
2017-11-16,10250.0
2017-11-17,10250.0
2017-11-20,10250.0
2017-11-21,10250.0
2017-11-22,10250.0
2017-11-23,10250.0
2017-11-24,10250.0
2017-11-27,10200.0
2017-11-28,10200.0
2017-11-29,10200.0
2017-11-30,10200.0
2017-12-01,10150.0
2017-12-04,10150.0
2017-12-05,10150.0
2017-12-06,10150.0
2017-12-07,10150.0
2017-12-08,10150.0
2017-12-11,10150.0
2017-12-12,10150.0
2017-12-13,10150.0
2017-12-14,10100.0
2017-12-15,10100.0
2017-12-18,10100.0
2017-12-19,10100.0
2017-12-20,10100.0
2017-12-21,10100.0
2017-12-22,10100.0
2017-12-25,10100.0
2017-12-26,10100.0
2017-12-27,10100.0
2017-12-28,10100.0
2017-12-29,10100.0
2018-01-02,10100.0
2018-01-03,10100.0
2018-01-04,10100.0
2018-01-05,10100.0
2018-01-08,10100.0
2018-01-09,10150.0
2018-01-10,10150.0
2018-01-11,10150.0
2018-01-12,10150.0
2018-01-15,10150.0
2018-01-16,10200.0
2018-01-17,10200.0
2018-01-18,10200.0
2018-01-19,10200.0
2018-01-22,10200.0
2018-01-23,10200.0
2018-01-24,10200.0
2018-01-25,10200.0
2018-01-26,10200.0
2018-01-29,10200.0
2018-01-30,10200.0
2018-01-31,10200.0
2018-02-01,10200.0
2018-02-02,10200.0
2018-02-05,10150.0
2018-02-06,10150.0
2018-02-07,10150.0
2018-02-08,10150.0
2018-02-09,10150.0
2018-02-12,10150.0
2018-02-13,10150.0
2018-02-14,10150.0
2018-02-22,10150.0
2018-02-23,10100.0
2018-02-26,10100.0
2018-02-27,10100.0
2018-02-28,10000.0
2018-03-01,10000.0
2018-03-02,10000.0
2018-03-05,10000.0
2018-03-06,10000.0
2018-03-07,10000.0
2018-03-08,10000.0
2018-03-09,10000.0
2018-03-12,10000.0
2018-03-13,10000.0
2018-03-14,10000.0
2018-03-15,10000.0
2018-03-16,9950.0
2018-03-19,9950.0
2018-03-20,9950.0
2018-03-21,9950.0
2018-03-22,9900.0
2018-03-23,9900.0
2018-03-26,9850.0
2018-03-27,9850.0
2018-03-28,9850.0
2018-03-29,9850.0
2018-03-30,9850.0
2018-04-02,9850.0
2018-04-03,9850.0
2018-04-04,9850.0
2018-04-09,9850.0
2018-04-10,9850.0
2018-04-11,9850.0
2018-04-12,9850.0
2018-04-13,9850.0
