日期,POY150D/48F
2007-12-18,11850.0
2007-12-19,11800.0
2007-12-20,11800.0
2007-12-21,11800.0
2007-12-24,11700.0
2007-12-25,11700.0
2007-12-27,11675.0
2007-12-28,11675.0
2008-01-02,11650.0
2008-01-03,11650.0
2008-01-04,11650.0
2008-01-07,11650.0
2008-01-08,11650.0
2008-01-09,11650.0
2008-01-10,11650.0
2008-01-11,11650.0
2008-01-14,11650.0
2008-01-15,11650.0
2008-01-16,11650.0
2008-01-17,11650.0
2008-01-18,11650.0
2008-01-21,11650.0
2008-01-23,11550.0
2008-01-24,11550.0
2008-01-25,11550.0
2008-01-28,11550.0
2008-01-29,11550.0
2008-01-30,11550.0
2008-01-31,11550.0
2008-02-01,11550.0
2008-02-04,11550.0
2008-02-05,11550.0
2008-02-13,11550.0
2008-02-14,11550.0
2008-02-15,11550.0
2008-02-18,11550.0
2008-02-20,11550.0
2008-02-21,11550.0
2008-02-22,11550.0
2008-02-25,11600.0
2008-02-26,11600.0
2008-02-27,11600.0
2008-02-28,11650.0
2008-02-29,11725.0
2008-03-03,11800.0
2008-03-04,11800.0
2008-03-05,11800.0
2008-03-06,11800.0
2008-03-07,11800.0
2008-03-10,11800.0
2008-03-11,11800.0
2008-03-12,11800.0
2008-03-13,11800.0
2008-03-14,11825.0
2008-03-17,11900.0
2008-03-18,11900.0
2008-03-19,11900.0
2008-03-20,11900.0
2008-03-21,11900.0
2008-03-25,11900.0
2008-03-26,11900.0
2008-03-27,11900.0
2008-03-28,11900.0
2008-03-31,11900.0
2008-04-01,11900.0
2008-04-02,11900.0
2008-04-03,11900.0
2008-04-07,11900.0
2008-04-08,11875.0
2008-04-09,11875.0
2008-04-10,11875.0
2008-04-11,11850.0
2008-04-14,11850.0
2008-04-15,11750.0
2008-04-16,11750.0
2008-04-17,11750.0
2008-04-18,11750.0
2008-04-21,11750.0
2008-04-22,11750.0
2008-04-23,11725.0
2008-04-24,11725.0
2008-04-25,11725.0
2008-04-28,11675.0
2008-04-29,11625.0
2008-04-30,11550.0
2008-05-06,11475.0
2008-05-07,11475.0
2008-05-08,11475.0
2008-05-09,11475.0
2008-05-12,11475.0
2008-05-13,11475.0
2008-05-14,11475.0
2008-05-15,11475.0
2008-05-16,11475.0
2008-05-19,11525.0
2008-05-20,11550.0
2008-05-21,11575.0
2008-05-22,11625.0
2008-05-23,11625.0
2008-05-26,11625.0
2008-05-28,11775.0
2008-05-29,11775.0
2008-05-30,11775.0
2008-06-02,11775.0
2008-06-03,11775.0
2008-06-04,11875.0
2008-06-05,11925.0
2008-06-06,11975.0
2008-06-10,12050.0
2008-06-11,12150.0
2008-06-12,12150.0
2008-06-13,12150.0
2008-06-16,12550.0
2008-06-17,12550.0
2008-06-18,12550.0
2008-06-19,12550.0
2008-06-20,12550.0
2008-06-23,12450.0
2008-06-24,12450.0
2008-06-25,12350.0
2008-06-26,12350.0
2008-06-27,12350.0
2008-06-30,12150.0
2008-07-01,12150.0
2008-07-02,12150.0
2008-07-03,12150.0
2008-07-04,12150.0
2008-07-08,12150.0
2008-07-09,12150.0
2008-07-10,12150.0
2008-07-11,12150.0
2008-07-14,12150.0
2008-07-15,12150.0
2008-07-16,12150.0
2008-07-17,12150.0
2008-07-18,12150.0
2008-07-21,12050.0
2008-07-22,12050.0
2008-07-23,12050.0
2008-07-24,12050.0
2008-07-25,12050.0
2008-07-28,11950.0
2008-07-29,11950.0
2008-07-30,11950.0
2008-07-31,11950.0
2008-08-01,11850.0
2008-08-04,11750.0
2008-08-05,11750.0
2008-08-06,11750.0
2008-08-07,11750.0
2008-08-08,11750.0
2008-08-11,11750.0
2008-08-12,11750.0
2008-08-13,11650.0
2008-08-14,11650.0
2008-08-15,11650.0
2008-08-18,11650.0
2008-08-19,11650.0
2008-08-20,11650.0
2008-08-21,11650.0
2008-08-22,11650.0
2008-08-25,11650.0
2008-08-26,11650.0
2008-08-27,11650.0
2008-08-28,11650.0
2008-08-29,11650.0
2008-09-01,11650.0
2008-09-03,11650.0
2008-09-04,11650.0
2008-09-05,11300.0
2008-09-08,11300.0
2008-09-09,11300.0
2008-09-10,11300.0
2008-09-11,11300.0
2008-09-12,11050.0
2008-09-16,11050.0
2008-09-17,11050.0
2008-09-18,11050.0
2008-09-19,10800.0
2008-09-22,10800.0
2008-09-23,10800.0
2008-09-24,10800.0
2008-09-25,10800.0
2008-09-26,10775.0
2008-10-06,10775.0
2008-10-07,10775.0
2008-10-08,10775.0
2008-10-09,10775.0
2008-10-10,10175.0
2008-10-13,9950.0
2008-10-14,9900.0
2008-10-15,9750.0
2008-10-16,9400.0
2008-10-17,9000.0
2008-10-20,8400.0
2008-10-21,8300.0
2008-10-22,8200.0
2008-10-23,8050.0
2008-10-24,8050.0
2008-10-27,7400.0
2008-10-28,7150.0
2008-10-29,7100.0
2008-10-30,6950.0
2008-10-31,6950.0
2008-11-03,6800.0
2008-11-04,6800.0
2008-11-05,7550.0
2008-11-06,7550.0
2008-11-07,7550.0
2008-11-10,7200.0
2008-11-11,7200.0
2008-11-12,7200.0
2008-11-13,7000.0
2008-11-14,7000.0
2008-11-17,6600.0
2008-11-18,6600.0
2008-11-19,6650.0
2008-11-20,6600.0
2008-11-21,6600.0
2008-11-24,6600.0
2008-11-25,6600.0
2008-11-26,6700.0
2008-11-27,6700.0
2008-12-01,6600.0
2008-12-02,6600.0
2008-12-03,6600.0
2008-12-04,6600.0
2008-12-05,6600.0
2008-12-08,6550.0
2008-12-09,6650.0
2008-12-10,6650.0
2008-12-11,6650.0
2008-12-12,6650.0
2008-12-15,6750.0
2008-12-16,6750.0
2008-12-17,6850.0
2008-12-18,6900.0
2008-12-19,6900.0
2008-12-22,7050.0
2008-12-23,7050.0
2008-12-24,7050.0
2008-12-25,7050.0
2008-12-29,6900.0
2008-12-30,6900.0
2008-12-31,6900.0
2009-01-05,6650.0
2009-01-06,6575.0
2009-01-07,6575.0
2009-01-08,6825.0
2009-01-09,6825.0
2009-01-12,6825.0
2009-01-13,6775.0
2009-01-14,6775.0
2009-01-15,6875.0
2009-01-16,6875.0
2009-01-19,6900.0
2009-01-21,7025.0
2009-01-22,7025.0
2009-01-23,7025.0
2009-02-02,7400.0
2009-02-03,7500.0
2009-02-04,7550.0
2009-02-05,7550.0
2009-02-06,7550.0
2009-02-09,7750.0
2009-02-10,7900.0
2009-02-11,8075.0
2009-02-12,8100.0
2009-02-13,8100.0
2009-02-16,8075.0
2009-02-18,8025.0
2009-02-19,7900.0
2009-02-20,7900.0
2009-02-23,7850.0
2009-02-24,7850.0
2009-02-25,7850.0
2009-02-26,7825.0
2009-02-27,7825.0
2009-03-02,7700.0
2009-03-03,7600.0
2009-03-04,7500.0
2009-03-05,7525.0
2009-03-06,7525.0
2009-03-09,7500.0
2009-03-10,7500.0
2009-03-11,7500.0
2009-03-12,7525.0
2009-03-13,7525.0
2009-03-16,7475.0
2009-03-17,7475.0
2009-03-18,7475.0
2009-03-19,7525.0
2009-03-20,7525.0
2009-03-23,7825.0
2009-03-24,7850.0
2009-03-25,7850.0
2009-03-26,7850.0
2009-03-27,7850.0
2009-03-30,8175.0
2009-03-31,8175.0
2009-04-01,8175.0
2009-04-02,8175.0
2009-04-03,8175.0
2009-04-07,8900.0
2009-04-08,8900.0
2009-04-09,8900.0
2009-04-10,8900.0
2009-04-14,8725.0
2009-04-15,8900.0
2009-04-16,9025.0
2009-04-17,9025.0
2009-04-20,9200.0
2009-04-21,9225.0
2009-04-22,9250.0
2009-04-23,9325.0
2009-04-24,9325.0
2009-04-27,9750.0
2009-04-28,9825.0
2009-04-29,9850.0
2009-04-30,9850.0
2009-05-04,9825.0
2009-05-05,9750.0
2009-05-06,9750.0
2009-05-07,9550.0
2009-05-08,9550.0
2009-05-11,9450.0
2009-05-12,9450.0
2009-05-13,9450.0
2009-05-14,9450.0
2009-05-15,9450.0
2009-05-18,9375.0
2009-05-19,9200.0
2009-05-20,9150.0
2009-05-21,9050.0
2009-05-22,9050.0
2009-05-25,9100.0
2009-05-27,8950.0
2009-06-01,8750.0
2009-06-02,8800.0
2009-06-03,8800.0
2009-06-04,8700.0
2009-06-05,8700.0
2009-06-08,8500.0
2009-06-09,8450.0
2009-06-10,8500.0
2009-06-11,8500.0
2009-06-12,8500.0
2009-06-15,8650.0
2009-06-16,8600.0
2009-06-17,8650.0
2009-06-18,8750.0
2009-06-19,8750.0
2009-06-22,9000.0
2009-06-23,8975.0
2009-06-24,8925.0
2009-06-25,8925.0
2009-06-26,8925.0
2009-06-29,8925.0
2009-06-30,9025.0
2009-07-01,9025.0
2009-07-02,9175.0
2009-07-03,9175.0
2009-07-07,9175.0
2009-07-08,9200.0
2009-07-09,9375.0
2009-07-10,9375.0
2009-07-13,9450.0
2009-07-14,9525.0
2009-07-15,9525.0
2009-07-16,9500.0
2009-07-17,9500.0
2009-07-20,9250.0
2009-07-21,9250.0
2009-07-22,9425.0
2009-07-23,9450.0
2009-07-24,9450.0
2009-07-27,9700.0
2009-07-28,9825.0
2009-07-29,9900.0
2009-07-30,9875.0
2009-07-31,9875.0
2009-08-03,10050.0
2009-08-04,10150.0
2009-08-05,10275.0
2009-08-06,10275.0
2009-08-07,10275.0
2009-08-10,10050.0
2009-08-11,10100.0
2009-08-12,10150.0
2009-08-13,10150.0
2009-08-14,10150.0
2009-08-17,10150.0
2009-08-18,10050.0
2009-08-19,10000.0
2009-08-20,9950.0
2009-08-21,9950.0
2009-08-24,9950.0
2009-08-25,9900.0
2009-08-26,9900.0
2009-08-27,9900.0
2009-08-28,9900.0
2009-08-31,9750.0
2009-09-01,9750.0
2009-09-02,9550.0
2009-09-03,9550.0
2009-09-04,9550.0
2009-09-07,9450.0
2009-09-09,9250.0
2009-09-10,9250.0
2009-09-11,9250.0
2009-09-14,9050.0
2009-09-15,9000.0
2009-09-16,8950.0
2009-09-17,8900.0
2009-09-18,8900.0
2009-09-21,8850.0
2009-09-22,8800.0
2009-09-23,8800.0
2009-09-24,8650.0
2009-09-25,8650.0
2009-09-28,8700.0
2009-09-29,8700.0
2009-09-30,8600.0
2009-10-12,8800.0
2009-10-13,8900.0
2009-10-14,9000.0
2009-10-15,9150.0
2009-10-16,9150.0
2009-10-19,9500.0
2009-10-20,9500.0
2009-10-21,9500.0
2009-10-22,9500.0
2009-10-23,9500.0
2009-10-26,9850.0
2009-10-27,9900.0
2009-10-28,9900.0
2009-10-29,9900.0
2009-10-30,9900.0
2009-11-02,9850.0
2009-11-03,9850.0
2009-11-04,9800.0
2009-11-05,9875.0
2009-11-06,9875.0
2009-11-09,9875.0
2009-11-10,10150.0
2009-11-11,10225.0
2009-11-12,10300.0
2009-11-13,10300.0
2009-11-16,10300.0
2009-11-17,10300.0
2009-11-18,10500.0
2009-11-19,10550.0
2009-11-20,10550.0
2009-11-23,10850.0
2009-11-24,10900.0
2009-11-25,10900.0
2009-11-26,10900.0
2009-11-30,10850.0
2009-12-01,10725.0
2009-12-02,10750.0
2009-12-03,11000.0
2009-12-04,11000.0
2009-12-07,10850.0
2009-12-08,10800.0
2009-12-09,10800.0
2009-12-10,10750.0
2009-12-11,10750.0
2009-12-14,10700.0
2009-12-15,10700.0
2009-12-16,10650.0
2009-12-17,10600.0
2009-12-18,10600.0
2009-12-21,10500.0
2009-12-22,10350.0
2009-12-23,10300.0
2009-12-24,10350.0
2009-12-25,10350.0
2009-12-29,10200.0
2009-12-30,10200.0
2009-12-31,10200.0
2010-01-04,10400.0
2010-01-05,10500.0
2010-01-06,10600.0
2010-01-07,10600.0
2010-01-08,10600.0
2010-01-11,10500.0
2010-01-12,10550.0
2010-01-13,10600.0
2010-01-14,10750.0
2010-01-15,10750.0
2010-01-18,10900.0
2010-01-20,11100.0
2010-01-21,11100.0
2010-01-22,11100.0
2010-01-25,11100.0
2010-01-26,11100.0
2010-01-27,11100.0
2010-01-28,11100.0
2010-01-29,11100.0
2010-02-01,10950.0
2010-02-02,10950.0
2010-02-03,11025.0
2010-02-04,11025.0
2010-02-05,11025.0
2010-02-08,11025.0
2010-02-09,11025.0
2010-02-10,11025.0
2010-02-11,11025.0
2010-02-12,11025.0
2010-02-22,11150.0
2010-02-23,11150.0
2010-02-24,11150.0
2010-02-25,11075.0
2010-02-26,11075.0
2010-03-01,11075.0
2010-03-02,10950.0
2010-03-03,10950.0
2010-03-04,10950.0
2010-03-05,10950.0
2010-03-08,10900.0
2010-03-09,10950.0
2010-03-10,10900.0
2010-03-11,10900.0
2010-03-12,10900.0
2010-03-15,10900.0
2010-03-16,10650.0
2010-03-17,10650.0
2010-03-18,10750.0
2010-03-19,10750.0
2010-03-22,10750.0
2010-03-23,10700.0
2010-03-24,10700.0
2010-03-25,10700.0
2010-03-26,10700.0
2010-03-29,10850.0
2010-03-30,10900.0
2010-03-31,10900.0
2010-04-01,10825.0
2010-04-02,10825.0
2010-04-06,11200.0
2010-04-07,11200.0
2010-04-08,11250.0
2010-04-09,11250.0
2010-04-12,11250.0
2010-04-13,11250.0
2010-04-14,11250.0
2010-04-15,11250.0
2010-04-16,11250.0
2010-04-19,11300.0
2010-04-20,11300.0
2010-04-21,11300.0
2010-04-22,11400.0
2010-04-23,11400.0
2010-04-26,11500.0
2010-04-27,11525.0
2010-04-28,11525.0
2010-04-29,11525.0
2010-04-30,11525.0
2010-05-04,11450.0
2010-05-05,11400.0
2010-05-06,11375.0
2010-05-07,11375.0
2010-05-10,11150.0
2010-05-11,11150.0
2010-05-12,11150.0
2010-05-13,11150.0
2010-05-14,11150.0
2010-05-17,10925.0
2010-05-18,10700.0
2010-05-19,10600.0
2010-05-20,10650.0
2010-05-21,10650.0
2010-05-24,10500.0
2010-05-25,10350.0
2010-05-26,10350.0
2010-05-27,10350.0
2010-05-28,10350.0
2010-05-31,10350.0
2010-06-02,10350.0
2010-06-03,10350.0
2010-06-04,10350.0
2010-06-07,10200.0
2010-06-08,10200.0
2010-06-09,10200.0
2010-06-10,10200.0
2010-06-11,10200.0
2010-06-17,10550.0
2010-06-18,10550.0
2010-06-21,11000.0
2010-06-22,11000.0
2010-06-23,11200.0
2010-06-24,11200.0
2010-06-25,11200.0
2010-06-28,11250.0
2010-06-29,11250.0
2010-06-30,11250.0
2010-07-01,11150.0
2010-07-02,11150.0
2010-07-05,11150.0
2010-07-07,11000.0
2010-07-08,11000.0
2010-07-09,11000.0
2010-07-12,11150.0
2010-07-13,11200.0
2010-07-14,11200.0
2010-07-15,11200.0
2010-07-16,11200.0
2010-07-19,11200.0
2010-07-20,11200.0
2010-07-21,11200.0
2010-07-22,11200.0
2010-07-23,11200.0
2010-07-26,11150.0
2010-07-27,11150.0
2010-07-28,11150.0
2010-07-29,11150.0
2010-07-30,11150.0
2010-08-02,11150.0
2010-08-03,11150.0
2010-08-04,11200.0
2010-08-05,11200.0
2010-08-06,11200.0
2010-08-09,11200.0
2010-08-10,11200.0
2010-08-11,11200.0
2010-08-12,11200.0
2010-08-13,11200.0
2010-08-16,11200.0
2010-08-17,11200.0
2010-08-18,11000.0
2010-08-19,10900.0
2010-08-20,10900.0
2010-08-23,10900.0
2010-08-24,10900.0
2010-08-25,10650.0
2010-08-26,10650.0
2010-08-27,10650.0
2010-08-30,10550.0
2010-08-31,10550.0
2010-09-01,10550.0
2010-09-02,10550.0
2010-09-03,10550.0
2010-09-06,10650.0
2010-09-08,10750.0
2010-09-09,10900.0
2010-09-10,10900.0
2010-09-13,11000.0
2010-09-14,11000.0
2010-09-15,11025.0
2010-09-16,11100.0
2010-09-17,11100.0
2010-09-20,11200.0
2010-09-21,11250.0
2010-09-27,11800.0
2010-09-28,12000.0
2010-09-29,12000.0
2010-09-30,12000.0
2010-10-08,12200.0
2010-10-11,12275.0
2010-10-12,12275.0
2010-10-13,12275.0
2010-10-14,12350.0
2010-10-15,12350.0
2010-10-18,12550.0
2010-10-19,12550.0
2010-10-20,12550.0
2010-10-21,12550.0
2010-10-22,12550.0
2010-10-25,12550.0
2010-10-26,12350.0
2010-10-27,12350.0
2010-10-28,12350.0
2010-10-29,12350.0
2010-11-01,12350.0
2010-11-02,12550.0
2010-11-03,12550.0
2010-11-04,12800.0
2010-11-05,12800.0
2010-11-08,15150.0
2010-11-09,16500.0
2010-11-10,16500.0
2010-11-11,16500.0
2010-11-12,16500.0
2010-11-15,15000.0
2010-11-16,15000.0
2010-11-17,14850.0
2010-11-18,14850.0
2010-11-19,14850.0
2010-11-22,14250.0
2010-11-23,13750.0
2010-11-24,13750.0
2010-11-25,13750.0
2010-11-29,13500.0
2010-11-30,13400.0
2010-12-01,13000.0
2010-12-02,12550.0
2010-12-03,12550.0
2010-12-06,12600.0
2010-12-07,12600.0
2010-12-08,12600.0
2010-12-09,12600.0
2010-12-10,12600.0
2010-12-13,12400.0
2010-12-14,12250.0
2010-12-15,12200.0
2010-12-16,12200.0
2010-12-17,12200.0
2010-12-20,12200.0
2010-12-21,12200.0
2010-12-22,12300.0
2010-12-23,12300.0
2010-12-24,12300.0
2010-12-28,12550.0
2010-12-29,12650.0
2010-12-30,12650.0
2010-12-31,12650.0
2011-01-04,13000.0
2011-01-05,13250.0
2011-01-06,13250.0
2011-01-07,13250.0
2011-01-10,13250.0
2011-01-11,13250.0
2011-01-12,13300.0
2011-01-13,13600.0
2011-01-14,13600.0
2011-01-17,13850.0
2011-01-19,13850.0
2011-01-20,13950.0
2011-01-21,13950.0
2011-01-24,14150.0
2011-01-25,14250.0
2011-01-26,14250.0
2011-01-27,14300.0
2011-01-28,14300.0
2011-01-31,14300.0
2011-02-01,14300.0
2011-02-09,14300.0
2011-02-10,14700.0
2011-02-11,14700.0
2011-02-14,14600.0
2011-02-15,14400.0
2011-02-16,14400.0
2011-02-17,14400.0
2011-02-18,14400.0
2011-02-21,14400.0
2011-02-23,14800.0
2011-02-24,14800.0
2011-02-25,14800.0
2011-02-28,14800.0
2011-03-01,14800.0
2011-03-02,14800.0
2011-03-03,14800.0
2011-03-04,14800.0
2011-03-07,14900.0
2011-03-08,14900.0
2011-03-09,14900.0
2011-03-10,14900.0
2011-03-11,14900.0
2011-03-14,14800.0
2011-03-15,14800.0
2011-03-16,14800.0
2011-03-17,14800.0
2011-03-18,14800.0
2011-03-21,14850.0
2011-03-22,14850.0
2011-03-23,14850.0
2011-03-24,14750.0
2011-03-25,14750.0
2011-03-28,14750.0
2011-03-29,14750.0
2011-03-30,14700.0
2011-03-31,14650.0
2011-04-01,14650.0
2011-04-06,14550.0
2011-04-07,14550.0
2011-04-08,14550.0
2011-04-11,14550.0
2011-04-12,14550.0
2011-04-13,14550.0
2011-04-14,14550.0
2011-04-15,14550.0
2011-04-18,14550.0
2011-04-19,14550.0
2011-04-20,14550.0
2011-04-21,14550.0
2011-04-22,14550.0
2011-04-25,14350.0
2011-04-26,14350.0
2011-04-27,14350.0
2011-04-28,14300.0
2011-04-29,14300.0
2011-05-03,14300.0
2011-05-04,14300.0
2011-05-05,14300.0
2011-05-06,14300.0
2011-05-09,14100.0
2011-05-10,14100.0
2011-05-11,14100.0
2011-05-12,14100.0
2011-05-13,14100.0
2011-05-16,13800.0
2011-05-17,13650.0
2011-05-18,13650.0
2011-05-19,13650.0
2011-05-20,13650.0
2011-05-23,13650.0
2011-05-24,13750.0
2011-05-25,13450.0
2011-05-26,13500.0
2011-05-27,13500.0
2011-05-30,13550.0
2011-06-01,13850.0
2011-06-02,14100.0
2011-06-03,14100.0
2011-06-07,14100.0
2011-06-08,14150.0
2011-06-09,14250.0
2011-06-10,14250.0
2011-06-13,14350.0
2011-06-14,14350.0
2011-06-15,14300.0
2011-06-16,14300.0
2011-06-17,14300.0
2011-06-20,14250.0
2011-06-21,14250.0
2011-06-22,14250.0
2011-06-23,14150.0
2011-06-24,14150.0
2011-06-27,13950.0
2011-06-28,13950.0
2011-06-29,13950.0
2011-06-30,13950.0
2011-07-01,13950.0
2011-07-04,13950.0
2011-07-06,13950.0
2011-07-07,13900.0
2011-07-08,13900.0
2011-07-11,13850.0
2011-07-12,13850.0
2011-07-13,14000.0
2011-07-14,14050.0
2011-07-15,14050.0
2011-07-18,14050.0
2011-07-19,14050.0
2011-07-20,14050.0
2011-07-21,14100.0
2011-07-22,14100.0
2011-07-25,14300.0
2011-07-26,14300.0
2011-07-27,14300.0
2011-07-28,14300.0
2011-07-29,14300.0
2011-08-01,14300.0
2011-08-02,14300.0
2011-08-03,14300.0
2011-08-04,14300.0
2011-08-05,14300.0
2011-08-08,14300.0
2011-08-09,14300.0
2011-08-10,14300.0
2011-08-11,14100.0
2011-08-12,14100.0
2011-08-15,14100.0
2011-08-16,14100.0
2011-08-17,14100.0
2011-08-18,14100.0
2011-08-19,14100.0
2011-08-22,14200.0
2011-08-23,14200.0
2011-08-24,14300.0
2011-08-25,14300.0
2011-08-26,14300.0
2011-08-29,14200.0
2011-08-30,14300.0
2011-08-31,14300.0
2011-09-01,14300.0
2011-09-02,14300.0
2011-09-05,14550.0
2011-09-07,14550.0
2011-09-08,14650.0
2011-09-09,14650.0
2011-09-13,14650.0
2011-09-14,14650.0
2011-09-15,14650.0
2011-09-16,14650.0
2011-09-19,14650.0
2011-09-20,14550.0
2011-09-21,14550.0
2011-09-22,14450.0
2011-09-23,14450.0
2011-09-26,14300.0
2011-09-27,14000.0
2011-09-28,13950.0
2011-09-29,13800.0
2011-09-30,13800.0
2011-10-10,13675.0
2011-10-11,13675.0
2011-10-12,13675.0
2011-10-13,13650.0
2011-10-14,13650.0
2011-10-17,13650.0
2011-10-18,13650.0
2011-10-19,13650.0
2011-10-20,13250.0
2011-10-21,13250.0
2011-10-24,13100.0
2011-10-25,13100.0
2011-10-26,13100.0
2011-10-27,13100.0
2011-10-28,13100.0
2011-10-31,12900.0
2011-11-01,12600.0
2011-11-02,12600.0
2011-11-03,12550.0
2011-11-04,12300.0
2011-11-07,11900.0
2011-11-08,11750.0
2011-11-09,11650.0
2011-11-10,11450.0
2011-11-11,11300.0
2011-11-14,11450.0
2011-11-15,11350.0
2011-11-16,11300.0
2011-11-17,11300.0
2011-11-18,11250.0
2011-11-21,11050.0
2011-11-22,11050.0
2011-11-23,11050.0
2011-11-25,11200.0
2011-11-28,11150.0
2011-11-29,11150.0
2011-11-30,11150.0
2011-12-01,11250.0
2011-12-02,11500.0
2011-12-05,11650.0
2011-12-06,11750.0
2011-12-07,11800.0
2011-12-08,11900.0
2011-12-09,11950.0
2011-12-12,12000.0
2011-12-13,12000.0
2011-12-14,12000.0
2011-12-15,11900.0
2011-12-16,11850.0
2011-12-19,11900.0
2011-12-20,11900.0
2011-12-21,11950.0
2011-12-22,11950.0
2011-12-23,11950.0
2011-12-27,11950.0
2011-12-28,11950.0
2011-12-29,11950.0
2012-01-04,11950.0
2012-01-05,12100.0
2012-01-09,12100.0
2012-01-10,12100.0
2012-01-11,12100.0
2012-01-12,12100.0
2012-01-13,12100.0
2012-01-16,12100.0
2012-01-17,12100.0
2012-01-18,12100.0
2012-01-19,12100.0
2012-01-20,12100.0
2012-01-30,12100.0
2012-01-31,12250.0
2012-02-01,12250.0
2012-02-02,12250.0
2012-02-03,12250.0
2012-02-06,12250.0
2012-02-07,12250.0
2012-02-08,12250.0
2012-02-09,12250.0
2012-02-10,12250.0
2012-02-13,12250.0
2012-02-14,12150.0
2012-02-15,12150.0
2012-02-16,11950.0
2012-02-17,11950.0
2012-02-20,11950.0
2012-02-21,11950.0
2012-02-22,11950.0
2012-02-23,11950.0
2012-02-24,11950.0
2012-02-27,11900.0
2012-02-28,11850.0
2012-02-29,11850.0
2012-03-01,11800.0
2012-03-02,11800.0
2012-03-05,11800.0
2012-03-06,11800.0
2012-03-07,11800.0
2012-03-08,11800.0
2012-03-09,11800.0
2012-03-12,11525.0
2012-03-13,11525.0
2012-03-14,11525.0
2012-03-15,11500.0
2012-03-16,11500.0
2012-03-19,11250.0
2012-03-20,11250.0
2012-03-21,11100.0
2012-03-22,11100.0
2012-03-23,11100.0
2012-03-26,11100.0
2012-03-27,11250.0
