日期,缠绕膜
2018-06-11,12000.0
2018-06-12,12000.0
2018-06-13,12000.0
2018-06-14,12000.0
2018-06-15,12000.0
2018-06-19,12000.0
2018-06-20,12000.0
2018-06-21,12000.0
2018-06-22,12000.0
2018-06-25,11800.0
2018-06-26,11800.0
2018-06-27,11800.0
2018-06-28,11800.0
2018-06-29,11800.0
2018-07-02,11800.0
2018-07-03,11800.0
2018-07-04,11800.0
2018-07-05,11800.0
2018-07-06,11800.0
2018-07-09,11800.0
2018-07-10,11800.0
2018-07-11,11800.0
2018-07-12,11800.0
2018-07-13,12000.0
2018-07-16,12000.0
2018-07-17,12000.0
2018-07-18,12000.0
2018-07-19,12000.0
2018-07-20,12000.0
2018-07-23,12000.0
2018-07-24,12000.0
2018-07-25,12000.0
2018-07-26,12000.0
2018-07-27,12000.0
2018-07-30,12000.0
2018-07-31,12000.0
2018-08-01,12000.0
2018-08-02,12000.0
2018-08-03,12000.0
2018-08-06,12000.0
2018-08-07,12000.0
2018-08-08,12000.0
2018-08-09,12100.0
2018-08-10,12200.0
2018-08-13,12300.0
2018-08-14,12300.0
2018-08-15,12300.0
2018-08-16,12300.0
2018-08-17,12300.0
2018-08-20,12300.0
2018-08-21,12300.0
2018-08-22,12300.0
2018-08-23,12300.0
2018-08-24,12300.0
2018-08-27,12300.0
2018-08-28,12300.0
2018-08-29,12300.0
2018-08-30,12300.0
2018-08-31,12300.0
2018-09-03,12300.0
2018-09-04,12300.0
2018-09-05,12300.0
2018-09-06,12300.0
2018-09-07,12300.0
2018-09-10,12300.0
2018-09-11,12300.0
2018-09-12,12300.0
2018-09-13,12300.0
2018-09-14,12300.0
2018-09-17,12300.0
2018-09-18,12300.0
2018-09-19,12300.0
2018-09-20,12300.0
2018-09-21,12300.0
2018-09-25,12300.0
2018-09-26,12300.0
2018-09-27,12300.0
2018-09-28,12300.0
2018-10-08,12300.0
2018-10-09,12500.0
2018-10-10,12500.0
2018-10-11,12500.0
2018-10-12,12500.0
2018-10-15,12500.0
2018-10-16,12500.0
2018-10-17,12500.0
2018-10-18,12500.0
2018-10-19,12500.0
2018-10-22,12500.0
2018-10-23,12500.0
2018-10-24,12500.0
2018-10-25,12500.0
2018-10-26,12500.0
2018-10-29,12500.0
2018-10-30,12500.0
2018-10-31,12500.0
2018-11-01,12500.0
2018-11-02,12500.0
2018-11-05,12500.0
2018-11-06,12500.0
2018-11-07,12500.0
2018-11-08,12500.0
2018-11-09,12500.0
2018-11-12,12500.0
2018-11-13,12500.0
2018-11-14,12500.0
2018-11-15,12500.0
2018-11-16,12500.0
2018-11-19,12500.0
2018-11-20,12500.0
2018-11-21,12500.0
2018-11-22,12500.0
2018-11-23,12500.0
2018-11-26,12500.0
2018-11-27,12500.0
2018-11-28,12500.0
2018-11-29,12500.0
2018-11-30,12500.0
2018-12-03,12500.0
2018-12-04,12500.0
2018-12-05,12500.0
2018-12-06,12500.0
2018-12-07,12500.0
2018-12-10,12500.0
2018-12-11,12500.0
2018-12-12,12500.0
2018-12-13,12500.0
2018-12-14,12500.0
2018-12-17,12500.0
2018-12-18,12500.0
2018-12-19,12500.0
2018-12-20,12500.0
2018-12-21,12500.0
2018-12-24,12500.0
2018-12-25,12500.0
2018-12-26,12500.0
2018-12-27,12500.0
2018-12-28,12000.0
2019-01-02,12000.0
2019-01-03,12000.0
2019-01-04,12000.0
2019-01-07,12000.0
2019-01-08,12000.0
2019-01-09,12000.0
2019-01-10,12000.0
2019-01-11,12000.0
2019-01-14,12000.0
2019-01-15,12000.0
2019-01-16,12000.0
2019-01-17,12000.0
2019-01-18,12000.0
2019-01-21,12000.0
2019-01-22,12000.0
2019-01-23,12000.0
2019-01-24,12000.0
2019-01-25,12000.0
2019-01-28,12000.0
2019-01-29,12000.0
2019-01-30,12000.0
2019-01-31,12000.0
2019-02-01,12000.0
2019-02-11,12000.0
2019-02-12,12000.0
2019-02-13,12000.0
2019-02-14,12000.0
2019-02-15,12000.0
2019-02-18,12000.0
2019-02-19,12000.0
2019-02-20,12000.0
2019-02-21,12000.0
2019-02-22,11800.0
2019-02-25,11800.0
2019-02-26,11800.0
2019-02-27,11800.0
2019-02-28,11800.0
2019-03-01,11800.0
2019-03-04,11800.0
2019-03-05,11800.0
2019-03-06,11800.0
2019-03-07,11800.0
2019-03-08,11800.0
2019-03-11,11800.0
2019-03-12,11800.0
2019-03-13,11800.0
2019-03-14,11800.0
2019-03-15,11800.0
2019-03-18,11800.0
2019-03-19,11800.0
2019-03-20,11800.0
2019-03-21,11800.0
2019-03-22,11800.0
2019-03-25,11800.0
2019-03-26,11800.0
2019-03-27,11800.0
2019-03-28,11800.0
2019-03-29,11800.0
2019-04-01,11800.0
2019-04-02,11800.0
2019-04-03,11800.0
2019-04-04,11500.0
2019-04-08,11500.0
2019-04-09,11600.0
2019-04-10,11600.0
2019-04-11,11600.0
2019-04-12,11600.0
2019-04-15,11600.0
2019-04-16,11600.0
2019-04-17,11600.0
2019-04-18,11600.0
2019-04-19,11600.0
2019-04-22,11600.0
2019-04-23,11600.0
2019-04-24,11600.0
2019-04-25,11600.0
2019-04-26,11600.0
2019-04-29,11600.0
2019-04-30,11600.0
2019-05-06,11600.0
2019-05-07,11600.0
2019-05-08,11600.0
2019-05-09,11500.0
2019-05-10,11500.0
2019-05-13,11500.0
2019-05-14,11500.0
2019-05-15,11500.0
2019-05-16,11500.0
2019-05-17,11500.0
2019-05-20,11500.0
2019-05-21,11500.0
2019-05-22,11500.0
2019-05-23,11500.0
2019-05-24,11500.0
2019-05-27,11500.0
2019-05-28,11500.0
2019-05-29,11500.0
2019-05-30,11500.0
2019-05-31,11500.0
2019-06-03,11500.0
2019-06-04,11500.0
2019-06-05,11500.0
2019-06-06,11500.0
2019-06-10,11500.0
2019-06-11,11500.0
2019-06-12,11500.0
2019-06-13,11500.0
2019-06-14,11500.0
2019-06-17,11500.0
2019-06-18,11500.0
2019-06-19,11500.0
2019-06-20,11500.0
2019-06-21,11500.0
2019-06-24,11500.0
2019-06-25,11500.0
2019-06-26,11700.0
2019-06-27,11700.0
2019-06-28,11700.0
2019-07-01,11700.0
2019-07-02,11700.0
2019-07-03,11700.0
2019-07-04,11800.0
2019-07-05,11800.0
2019-07-08,11800.0
2019-07-09,11800.0
2019-07-10,11800.0
2019-07-11,11800.0
2019-07-12,11800.0
2019-07-15,11800.0
2019-07-16,11700.0
2019-07-17,11700.0
2019-07-18,11800.0
2019-07-19,11600.0
2019-07-22,11600.0
2019-07-23,11600.0
2019-07-24,11600.0
2019-07-25,11600.0
2019-07-26,11600.0
2019-07-29,10500.0
2019-07-30,10500.0
2019-07-31,10500.0
2019-08-01,10500.0
2019-08-02,10500.0
2019-08-05,10500.0
2019-08-06,10500.0
2019-08-07,10500.0
2019-08-08,10500.0
2019-08-09,10500.0
2019-08-12,10500.0
2019-08-13,10500.0
2019-08-14,10500.0
2019-08-15,10500.0
2019-08-16,10500.0
2019-08-19,10500.0
2019-08-20,10500.0
2019-08-21,10500.0
2019-08-22,10500.0
2019-08-23,10200.0
2019-08-26,10200.0
2019-08-27,10200.0
2019-08-28,10200.0
2019-08-29,10200.0
2019-08-30,10200.0
2019-09-02,10200.0
2019-09-03,10200.0
2019-09-04,10200.0
2019-09-05,10200.0
2019-09-06,10200.0
2019-09-09,10200.0
2019-09-10,10200.0
2019-09-11,10200.0
2019-09-12,10200.0
2019-09-16,10200.0
2019-09-17,10500.0
2019-09-18,10500.0
2019-09-19,10500.0
2019-09-20,10500.0
2019-09-23,10500.0
2019-09-24,10500.0
2019-09-25,10500.0
2019-09-26,10500.0
2019-09-27,10500.0
2019-09-30,10500.0
2019-10-08,10500.0
2019-10-09,10500.0
2019-10-10,10500.0
2019-10-11,10500.0
2019-10-14,10500.0
2019-10-15,10500.0
2019-10-16,10500.0
2019-10-17,10500.0
2019-10-18,10500.0
2019-10-21,10500.0
2019-10-22,10500.0
2019-10-23,10500.0
2019-10-24,10500.0
2019-10-25,10500.0
2019-10-28,10500.0
2019-10-29,10500.0
2019-10-30,10500.0
2019-10-31,10500.0
2019-11-01,10500.0
2019-11-04,10500.0
2019-11-05,10500.0
2019-11-06,10500.0
2019-11-07,10500.0
2019-11-08,10500.0
2019-11-11,10500.0
2019-11-12,10500.0
2019-11-13,10500.0
2019-11-14,10500.0
2019-11-15,10500.0
2019-11-18,10500.0
2019-11-19,10500.0
2019-11-20,10500.0
