日期,缠绕膜
2014-02-19,13600.0
2014-02-20,13600.0
2014-02-21,13600.0
2014-02-24,13600.0
2014-02-25,13300.0
2014-02-26,13300.0
2014-02-27,13300.0
2014-02-28,13300.0
2014-03-03,13300.0
2014-03-04,13300.0
2014-03-05,13300.0
2014-03-06,13300.0
2014-03-07,13300.0
2014-03-10,13300.0
2014-03-11,13300.0
2014-03-12,13300.0
2014-03-13,13300.0
2014-03-14,13300.0
2014-03-17,13300.0
2014-03-18,13300.0
2014-03-19,13300.0
2014-03-20,13300.0
2014-03-21,13300.0
2014-03-24,13300.0
2014-03-25,13300.0
2014-03-26,13300.0
2014-03-27,13300.0
2014-03-28,13300.0
2014-03-31,13300.0
2014-04-01,13300.0
2014-04-02,13300.0
2014-04-03,13300.0
2014-04-04,13300.0
2014-04-08,13300.0
2014-04-09,13300.0
2014-04-10,13300.0
2014-04-11,13300.0
2014-04-14,13300.0
2014-04-15,13300.0
2014-04-16,13800.0
2014-04-17,13800.0
2014-04-18,13800.0
2014-04-21,13800.0
2014-04-22,13800.0
2014-04-23,13800.0
2014-04-24,13800.0
2014-04-25,13800.0
2014-04-28,13800.0
2014-04-29,13800.0
2014-04-30,13800.0
2014-05-05,13800.0
2014-05-06,13900.0
2014-05-07,13900.0
2014-05-08,14000.0
2014-05-09,14000.0
2014-05-12,14200.0
2014-05-13,14200.0
2014-05-14,14300.0
2014-05-15,14300.0
2014-05-16,14200.0
2014-05-19,14200.0
2014-05-20,14200.0
2014-05-21,14200.0
2014-05-22,14200.0
2014-05-23,14200.0
2014-05-26,14200.0
2014-05-27,14200.0
2014-05-28,14200.0
2014-05-29,14200.0
2014-05-30,14200.0
2014-06-03,14200.0
2014-06-04,14200.0
2014-06-05,14200.0
2014-06-06,14200.0
2014-06-09,14200.0
2014-06-10,14200.0
2014-06-11,14200.0
2014-06-12,14300.0
2014-06-13,14300.0
2014-06-16,14300.0
2014-06-17,14300.0
2014-06-18,14300.0
2014-06-19,14300.0
2014-06-20,14300.0
2014-06-23,14300.0
2014-06-24,14300.0
2014-06-25,14300.0
2014-06-26,14300.0
2014-06-27,14300.0
2014-06-30,14300.0
2014-07-01,14300.0
2014-07-02,14300.0
2014-07-03,14300.0
2014-07-04,14300.0
2014-07-07,14300.0
2014-07-08,14300.0
2014-07-09,14300.0
2014-07-10,14300.0
2014-07-11,14300.0
2014-07-14,14300.0
2014-07-15,14300.0
2014-07-16,14300.0
2014-07-17,14300.0
2014-07-18,14300.0
2014-07-21,14300.0
2014-07-22,14300.0
2014-07-23,14300.0
2014-07-24,14300.0
2014-07-25,14300.0
2014-07-28,14300.0
2014-07-29,14300.0
2014-07-30,14300.0
2014-07-31,14300.0
2014-08-01,14300.0
2014-08-04,14300.0
2014-08-05,14300.0
2014-08-06,14300.0
2014-08-07,14300.0
2014-08-08,14300.0
2014-08-11,14300.0
2014-08-12,14300.0
2014-08-13,14100.0
2014-08-14,14100.0
2014-08-15,14100.0
2014-08-18,14100.0
2014-08-19,14100.0
2014-08-20,14100.0
2014-08-21,14100.0
2014-08-22,14100.0
2014-08-25,14100.0
2014-08-26,14100.0
2014-08-27,14100.0
2014-08-28,14100.0
2014-08-29,14100.0
2014-09-01,14100.0
2014-09-02,14100.0
2014-09-03,14100.0
2014-09-04,14100.0
2014-09-05,14100.0
2014-09-09,14100.0
2014-09-10,14100.0
2014-09-11,14100.0
2014-09-12,13900.0
2014-09-15,13900.0
2014-09-16,13900.0
2014-09-17,13900.0
2014-09-18,13900.0
2014-09-19,13900.0
2014-09-22,13900.0
2014-09-23,13900.0
2014-09-24,13900.0
2014-09-25,13900.0
2014-09-26,13900.0
2014-09-29,13900.0
2014-09-30,13900.0
2014-10-08,13700.0
2014-10-09,13700.0
2014-10-10,13700.0
2014-10-13,13500.0
2014-10-14,13500.0
2014-10-15,13500.0
2014-10-16,13500.0
2014-10-17,13500.0
2014-10-20,13500.0
2014-10-21,13500.0
2014-10-22,13500.0
2014-10-23,13500.0
2014-10-24,13500.0
2014-10-27,13500.0
2014-10-28,13500.0
2014-10-29,13500.0
2014-10-30,13500.0
2014-10-31,13500.0
2014-11-03,13500.0
2014-11-04,13500.0
2014-11-05,13500.0
2014-11-06,13500.0
2014-11-07,13500.0
2014-11-10,13500.0
2014-11-11,13500.0
2014-11-12,13500.0
2014-11-13,13500.0
2014-11-14,13500.0
2014-11-17,13500.0
2014-11-18,13200.0
2014-11-19,13200.0
2014-11-20,13200.0
2014-11-21,13200.0
2014-11-24,13200.0
2014-11-25,13200.0
2014-11-26,13200.0
2014-11-27,13200.0
2014-11-28,13200.0
2014-12-01,13200.0
2014-12-02,13200.0
2014-12-03,13200.0
2014-12-04,13200.0
2014-12-05,13000.0
2014-12-08,13000.0
2014-12-09,13000.0
2014-12-10,13000.0
2014-12-11,12700.0
2014-12-12,12700.0
2014-12-15,12700.0
2014-12-16,12700.0
2014-12-17,12200.0
2014-12-18,12200.0
2014-12-19,12200.0
2014-12-22,12200.0
2014-12-23,12200.0
2014-12-24,12200.0
2014-12-25,12200.0
2014-12-26,12200.0
2014-12-29,12200.0
2014-12-30,12200.0
2014-12-31,12200.0
2015-01-05,12200.0
2015-01-06,12200.0
2015-01-07,12200.0
2015-01-08,12200.0
2015-01-09,12200.0
2015-01-12,12200.0
2015-01-13,12200.0
2015-01-14,12200.0
2015-01-15,12000.0
2015-01-16,12000.0
2015-01-19,12000.0
2015-01-20,12000.0
2015-01-21,12000.0
2015-01-22,12000.0
2015-01-23,12000.0
2015-01-26,12000.0
2015-01-27,12000.0
2015-01-28,12000.0
2015-01-29,12000.0
2015-01-30,11600.0
2015-02-02,11600.0
2015-02-03,11600.0
2015-02-04,11600.0
2015-02-05,11600.0
2015-02-06,11600.0
2015-02-09,11600.0
2015-02-10,11600.0
2015-02-11,11600.0
2015-02-12,11600.0
2015-02-13,11600.0
2015-02-16,11600.0
2015-02-17,12000.0
2015-02-25,12000.0
2015-02-26,12000.0
2015-02-27,12000.0
2015-03-02,11900.0
2015-03-03,11900.0
2015-03-04,11900.0
2015-03-05,11900.0
2015-03-06,11900.0
2015-03-09,11900.0
2015-03-10,11900.0
2015-03-11,11900.0
2015-03-12,11900.0
2015-03-13,11900.0
2015-03-16,11900.0
2015-03-17,11900.0
2015-03-18,11900.0
2015-03-19,11900.0
2015-03-20,11900.0
2015-03-23,11900.0
2015-03-24,11900.0
2015-03-25,11900.0
2015-03-26,11900.0
2015-03-27,11900.0
2015-03-30,11900.0
2015-03-31,11900.0
2015-04-01,11900.0
2015-04-02,12200.0
2015-04-03,12200.0
2015-04-07,12200.0
2015-04-08,12200.0
2015-04-09,12200.0
2015-04-10,12200.0
2015-04-13,12500.0
2015-04-14,12500.0
2015-04-15,12500.0
2015-04-16,12500.0
2015-04-17,12500.0
2015-04-20,12500.0
2015-04-21,12500.0
2015-04-22,12500.0
2015-04-23,12500.0
2015-04-24,12500.0
2015-04-27,12500.0
2015-04-28,12500.0
2015-04-29,12500.0
2015-04-30,12500.0
2015-05-04,12500.0
2015-05-05,12500.0
2015-05-06,12500.0
2015-05-07,12500.0
2015-05-08,12500.0
2015-05-11,12500.0
2015-05-12,12500.0
2015-05-13,12500.0
2015-05-14,12500.0
2015-05-15,12500.0
2015-05-18,12200.0
2015-05-19,12200.0
2015-05-20,12200.0
2015-05-21,12200.0
2015-05-22,12200.0
2015-05-25,12200.0
2015-05-26,12600.0
2015-05-27,12600.0
2015-05-28,12600.0
2015-05-29,12600.0
2015-06-01,12600.0
2015-06-02,12600.0
2015-06-03,12200.0
2015-06-04,12200.0
2015-06-05,12200.0
2015-06-08,12200.0
2015-06-09,12200.0
2015-06-10,12200.0
2015-06-11,12200.0
2015-06-12,12200.0
2015-06-15,12200.0
2015-06-16,12200.0
2015-06-17,11400.0
2015-06-18,11400.0
2015-06-19,11400.0
2015-06-23,11400.0
2015-06-24,11400.0
2015-06-25,11400.0
2015-06-26,11400.0
2015-06-29,11400.0
2015-06-30,11400.0
2015-07-01,11400.0
2015-07-02,11400.0
2015-07-03,11400.0
2015-07-06,11200.0
2015-07-07,11200.0
2015-07-08,11200.0
2015-07-09,11200.0
2015-07-10,11200.0
2015-07-13,11200.0
2015-07-14,11200.0
2015-07-15,11200.0
2015-07-16,11200.0
2015-07-17,11200.0
2015-07-20,11200.0
2015-07-21,10800.0
2015-07-22,10800.0
2015-07-23,10800.0
2015-07-24,10800.0
2015-07-27,10800.0
2015-07-28,10800.0
2015-07-29,10800.0
2015-07-30,10800.0
2015-07-31,10800.0
2015-08-03,10800.0
2015-08-04,10800.0
2015-08-05,10500.0
2015-08-06,10500.0
2015-08-07,10500.0
2015-08-10,10500.0
2015-08-11,10500.0
2015-08-12,10900.0
2015-08-13,10900.0
2015-08-14,10900.0
2015-08-17,10900.0
2015-08-18,10900.0
2015-08-19,10900.0
2015-08-20,10900.0
2015-08-21,10900.0
2015-08-24,10900.0
2015-08-25,10900.0
2015-08-26,10900.0
2015-08-27,10900.0
2015-08-28,10900.0
2015-08-31,10900.0
2015-09-01,10900.0
2015-09-02,10900.0
2015-09-07,10900.0
2015-09-08,10900.0
2015-09-09,10900.0
2015-09-10,10900.0
2015-09-11,10900.0
2015-09-14,10900.0
2015-09-15,10900.0
2015-09-16,10900.0
2015-09-17,10700.0
2015-09-18,10700.0
2015-09-21,10700.0
2015-09-22,10700.0
2015-09-23,10700.0
2015-09-24,10700.0
2015-09-25,10700.0
2015-09-28,10700.0
2015-09-29,10700.0
2015-09-30,10700.0
2015-10-08,10700.0
2015-10-09,10700.0
2015-10-12,10700.0
2015-10-13,10700.0
2015-10-14,10700.0
2015-10-15,10700.0
2015-10-16,10700.0
2015-10-19,10700.0
2015-10-20,10700.0
2015-10-21,10700.0
2015-10-22,10700.0
2015-10-23,10700.0
2015-10-26,10600.0
2015-10-27,10600.0
2015-10-28,10600.0
2015-10-29,10600.0
2015-10-30,10600.0
2015-11-02,10600.0
2015-11-03,10600.0
2015-11-04,10600.0
2015-11-05,10400.0
2015-11-06,10400.0
2015-11-09,10400.0
2015-11-10,10400.0
2015-11-11,10400.0
2015-11-12,10400.0
2015-11-13,10400.0
2015-11-16,10400.0
2015-11-17,10400.0
2015-11-18,10400.0
2015-11-19,10100.0
2015-11-20,10100.0
2015-11-23,10100.0
2015-11-24,10100.0
2015-11-25,10100.0
2015-11-26,10100.0
2015-11-27,10000.0
2015-11-30,10000.0
2015-12-01,10000.0
2015-12-02,10000.0
2015-12-03,10000.0
2015-12-04,10000.0
2015-12-07,10000.0
2015-12-08,10000.0
2015-12-09,10000.0
2015-12-10,10000.0
2015-12-11,10000.0
2015-12-14,10000.0
2015-12-15,10000.0
2015-12-16,10000.0
2015-12-17,10000.0
2015-12-18,10000.0
2015-12-21,10000.0
2015-12-22,10000.0
2015-12-23,10000.0
2015-12-24,10000.0
2015-12-25,10000.0
2015-12-28,10200.0
2015-12-29,10200.0
2015-12-30,10200.0
2015-12-31,10200.0
2016-01-04,10200.0
2016-01-05,10200.0
2016-01-06,10200.0
2016-01-07,10200.0
2016-01-08,10200.0
2016-01-11,10000.0
2016-01-12,10000.0
2016-01-13,10400.0
2016-01-14,10400.0
2016-01-15,10400.0
2016-01-18,10400.0
2016-01-19,10400.0
2016-01-20,10400.0
2016-01-21,10400.0
2016-01-22,10400.0
2016-01-25,10400.0
2016-01-26,10400.0
2016-01-27,10400.0
2016-01-28,10400.0
2016-01-29,10400.0
2016-02-01,10400.0
2016-02-02,10400.0
2016-02-03,10400.0
2016-02-04,10400.0
2016-02-05,10400.0
2016-02-15,10400.0
2016-02-16,10400.0
2016-02-17,10400.0
2016-02-18,10400.0
2016-02-19,10400.0
2016-02-22,10400.0
2016-02-23,10400.0
2016-02-24,10400.0
2016-02-25,10400.0
2016-02-26,10400.0
2016-02-29,10400.0
2016-03-01,10400.0
2016-03-02,10400.0
2016-03-03,10600.0
2016-03-04,10600.0
2016-03-07,10600.0
2016-03-08,10600.0
2016-03-09,10600.0
2016-03-10,10600.0
2016-03-11,10600.0
2016-03-14,10600.0
2016-03-15,10600.0
2016-03-16,10600.0
2016-03-17,10600.0
2016-03-18,10600.0
2016-03-21,10600.0
2016-03-22,10600.0
2016-03-23,11100.0
2016-03-24,11100.0
2016-03-25,11100.0
2016-03-28,11100.0
2016-03-29,11100.0
2016-03-30,11100.0
2016-03-31,11100.0
2016-04-01,11100.0
2016-04-05,11100.0
2016-04-06,11100.0
2016-04-07,11100.0
2016-04-08,11100.0
2016-04-11,11100.0
2016-04-12,11100.0
2016-04-13,11100.0
2016-04-14,11100.0
2016-04-15,11100.0
2016-04-18,11100.0
2016-04-19,11100.0
2016-04-20,11100.0
2016-04-21,11100.0
2016-04-22,11100.0
2016-04-25,11100.0
2016-04-26,10600.0
2016-04-27,10600.0
2016-04-28,10600.0
2016-04-29,10600.0
2016-05-03,10600.0
2016-05-04,10400.0
2016-05-05,10400.0
2016-05-06,10400.0
2016-05-09,10400.0
2016-05-10,10400.0
2016-05-11,10400.0
2016-05-12,10400.0
2016-05-13,10200.0
2016-05-16,10200.0
2016-05-17,10200.0
2016-05-18,10200.0
2016-05-19,10200.0
2016-05-20,10200.0
2016-05-23,10200.0
2016-05-24,10200.0
2016-05-25,10100.0
2016-05-26,10100.0
2016-05-27,10100.0
2016-05-30,10100.0
2016-05-31,10100.0
2016-06-01,10100.0
2016-06-02,10100.0
2016-06-03,10100.0
2016-06-06,10100.0
2016-06-07,10100.0
2016-06-08,10100.0
2016-06-13,10100.0
2016-06-14,10100.0
2016-06-15,10100.0
2016-06-16,10100.0
2016-06-17,10100.0
2016-06-20,10100.0
2016-06-21,10100.0
2016-06-22,10100.0
2016-06-23,10100.0
2016-06-24,10500.0
2016-06-27,10500.0
2016-06-28,10600.0
2016-06-29,10600.0
2016-06-30,10600.0
2016-07-01,10600.0
2016-07-04,10600.0
2016-07-05,10600.0
2016-07-06,10600.0
2016-07-07,10600.0
2016-07-08,10600.0
2016-07-11,10600.0
2016-07-12,11000.0
2016-07-13,11000.0
2016-07-14,11000.0
2016-07-15,11000.0
2016-07-18,11000.0
2016-07-19,11000.0
2016-07-20,11000.0
2016-07-21,11000.0
2016-07-22,11000.0
2016-07-25,11000.0
2016-07-26,11000.0
2016-07-27,10500.0
2016-07-28,10500.0
2016-07-29,10500.0
2016-08-01,10500.0
2016-08-02,10500.0
2016-08-03,10500.0
2016-08-04,10500.0
2016-08-05,10500.0
2016-08-08,10500.0
2016-08-09,10500.0
2016-08-10,10500.0
2016-08-11,10500.0
2016-08-12,10500.0
2016-08-15,10500.0
2016-08-16,10500.0
2016-08-17,10500.0
2016-08-18,10500.0
2016-08-19,10500.0
2016-08-22,10500.0
2016-08-23,10500.0
2016-08-24,10500.0
2016-08-25,10700.0
2016-08-26,10700.0
2016-08-29,10700.0
2016-08-30,10700.0
2016-08-31,10700.0
2016-09-01,10700.0
2016-09-02,10700.0
2016-09-05,10700.0
2016-09-06,10700.0
2016-09-07,10700.0
2016-09-08,10700.0
2016-09-09,10700.0
2016-09-12,10700.0
2016-09-13,10700.0
2016-09-14,10700.0
2016-09-19,10700.0
2016-09-20,10700.0
2016-09-21,10700.0
2016-09-22,10700.0
2016-09-23,10700.0
2016-09-26,10700.0
2016-09-27,10700.0
2016-09-28,10700.0
2016-09-29,10700.0
2016-09-30,10700.0
2016-10-10,10800.0
2016-10-11,10800.0
2016-10-12,11100.0
2016-10-13,11100.0
2016-10-14,11100.0
2016-10-17,11100.0
2016-10-18,11100.0
2016-10-19,11100.0
2016-10-20,11100.0
2016-10-21,11100.0
2016-10-24,11100.0
2016-10-25,11200.0
2016-10-26,11200.0
2016-10-27,11200.0
2016-10-28,11200.0
2016-10-31,11200.0
2016-11-01,11200.0
2016-11-02,11600.0
2016-11-03,11800.0
2016-11-04,11800.0
2016-11-07,12000.0
2016-11-08,12000.0
2016-11-09,12000.0
2016-11-10,12000.0
2016-11-11,12000.0
2016-11-14,12000.0
2016-11-15,12000.0
2016-11-16,11600.0
2016-11-17,11600.0
2016-11-18,11600.0
2016-11-21,11600.0
2016-11-22,11600.0
2016-11-23,11600.0
2016-11-24,11600.0
2016-11-25,11600.0
2016-11-28,11300.0
2016-11-29,11300.0
2016-11-30,11300.0
2016-12-01,11300.0
2016-12-02,11300.0
2016-12-05,11300.0
2016-12-06,11300.0
2016-12-07,11300.0
2016-12-08,11300.0
2016-12-09,11300.0
2016-12-12,12000.0
2016-12-13,12000.0
2016-12-14,12000.0
2016-12-15,12000.0
2016-12-16,12000.0
2016-12-19,12000.0
2016-12-20,12000.0
2016-12-21,12000.0
2016-12-22,12000.0
2016-12-23,12000.0
2016-12-26,12000.0
2016-12-27,12000.0
2016-12-28,12000.0
2016-12-29,12000.0
2016-12-30,12000.0
2017-01-03,12000.0
2017-01-04,12000.0
2017-01-05,12000.0
2017-01-06,12000.0
2017-01-09,12000.0
2017-01-10,12000.0
2017-01-11,12000.0
2017-01-12,12000.0
2017-01-13,12000.0
2017-01-16,12000.0
2017-01-17,12000.0
2017-01-18,12000.0
2017-01-19,12000.0
2017-01-20,12000.0
2017-01-23,11900.0
2017-01-24,11900.0
2017-01-25,11900.0
2017-01-26,11900.0
2017-02-03,11900.0
2017-02-06,11900.0
2017-02-07,11900.0
2017-02-08,11900.0
2017-02-09,11900.0
2017-02-10,11900.0
2017-02-13,11900.0
2017-02-14,11900.0
2017-02-15,11900.0
2017-02-16,11900.0
2017-02-17,11900.0
2017-02-20,11900.0
2017-02-21,11900.0
2017-02-22,11900.0
2017-02-23,11700.0
2017-02-24,11300.0
2017-02-27,11300.0
2017-02-28,11300.0
2017-03-01,11300.0
2017-03-02,11300.0
2017-03-03,11300.0
2017-03-06,11300.0
2017-03-07,11300.0
2017-03-08,11300.0
2017-03-09,11300.0
2017-03-10,11300.0
2017-03-13,11300.0
2017-03-14,11300.0
2017-03-15,11300.0
2017-03-16,11300.0
2017-03-17,11300.0
2017-03-20,11000.0
2017-03-21,11000.0
2017-03-22,11000.0
2017-03-23,11000.0
2017-03-24,11000.0
2017-03-27,11000.0
2017-03-28,11000.0
2017-03-29,11000.0
2017-03-30,11000.0
2017-03-31,11000.0
2017-04-05,11000.0
2017-04-06,11000.0
2017-04-07,11200.0
2017-04-10,11200.0
2017-04-11,11200.0
2017-04-12,11200.0
2017-04-13,11200.0
2017-04-14,11000.0
2017-04-17,11000.0
2017-04-18,10500.0
2017-04-19,10800.0
2017-04-20,10800.0
2017-04-21,10800.0
2017-04-24,10600.0
2017-04-25,10600.0
2017-04-26,10600.0
2017-04-27,10600.0
2017-04-28,10600.0
2017-05-02,10600.0
2017-05-03,10600.0
2017-05-04,10600.0
2017-05-05,10600.0
2017-05-08,10600.0
2017-05-09,10600.0
2017-05-10,10600.0
2017-05-11,10600.0
2017-05-12,10600.0
2017-05-15,10400.0
2017-05-16,10400.0
2017-05-17,10400.0
2017-05-18,10400.0
2017-05-19,10900.0
2017-05-22,10900.0
2017-05-23,10900.0
2017-05-24,10900.0
2017-05-25,10900.0
2017-05-26,10900.0
2017-05-31,10900.0
2017-06-01,10900.0
2017-06-02,10900.0
2017-06-05,10900.0
2017-06-06,10900.0
2017-06-07,10900.0
2017-06-08,10900.0
2017-06-09,10900.0
2017-06-12,10900.0
2017-06-13,10900.0
2017-06-14,10900.0
2017-06-15,10900.0
2017-06-16,10900.0
2017-06-19,10900.0
2017-06-20,10900.0
2017-06-21,10900.0
2017-06-22,10900.0
2017-06-23,10900.0
2017-06-26,10900.0
2017-06-27,10600.0
2017-06-28,10600.0
2017-06-29,10600.0
2017-06-30,10600.0
2017-07-03,10600.0
2017-07-04,10600.0
2017-07-05,10600.0
2017-07-06,10600.0
2017-07-07,10600.0
2017-07-10,10600.0
2017-07-11,10600.0
2017-07-12,10600.0
2017-07-13,10600.0
2017-07-14,10600.0
2017-07-17,10600.0
2017-07-18,10600.0
2017-07-19,10600.0
2017-07-20,10600.0
2017-07-21,10600.0
2017-07-24,11100.0
2017-07-25,11100.0
2017-07-26,11100.0
2017-07-27,11100.0
2017-07-28,11100.0
2017-07-31,11100.0
2017-08-01,11100.0
2017-08-02,11100.0
2017-08-03,11100.0
2017-08-04,11100.0
2017-08-07,11100.0
2017-08-08,11100.0
2017-08-09,11100.0
2017-08-10,11100.0
2017-08-11,11100.0
2017-08-14,11100.0
2017-08-15,11100.0
2017-08-16,11100.0
2017-08-17,11100.0
2017-08-18,11100.0
2017-08-21,11100.0
2017-08-22,11100.0
2017-08-23,11100.0
2017-08-24,11500.0
2017-08-25,11500.0
2017-08-28,11500.0
2017-08-29,11500.0
2017-08-30,11500.0
2017-08-31,11500.0
2017-09-01,11500.0
2017-09-04,11500.0
2017-09-05,11800.0
2017-09-06,11800.0
2017-09-07,11800.0
2017-09-08,11800.0
2017-09-11,11800.0
2017-09-12,11800.0
2017-09-13,11800.0
2017-09-14,11800.0
2017-09-15,11800.0
2017-09-18,11800.0
2017-09-19,11800.0
2017-09-20,11800.0
2017-09-21,11500.0
2017-09-22,11500.0
2017-09-25,11100.0
2017-09-26,11100.0
2017-09-27,11100.0
2017-09-28,11100.0
2017-09-29,11100.0
2017-10-09,11100.0
2017-10-10,11100.0
2017-10-11,11100.0
2017-10-12,11100.0
2017-10-13,11100.0
2017-10-16,11300.0
2017-10-17,11300.0
2017-10-18,11300.0
2017-10-19,11300.0
2017-10-20,11300.0
2017-10-23,11400.0
2017-10-24,11400.0
2017-10-25,11400.0
2017-10-26,11400.0
2017-10-27,11400.0
2017-10-30,11400.0
2017-10-31,11400.0
2017-11-01,11400.0
2017-11-02,11400.0
2017-11-03,11400.0
2017-11-06,11400.0
2017-11-07,11400.0
2017-11-08,11400.0
2017-11-09,11400.0
2017-11-10,11400.0
2017-11-13,11400.0
2017-11-14,11400.0
2017-11-15,11400.0
2017-11-16,11400.0
2017-11-17,11400.0
2017-11-20,11400.0
2017-11-21,11400.0
2017-11-22,11400.0
2017-11-23,11400.0
2017-11-24,11400.0
2017-11-27,11400.0
2017-11-28,11400.0
2017-11-29,11400.0
2017-11-30,11400.0
2017-12-01,11400.0
2017-12-04,11400.0
2017-12-05,11400.0
2017-12-06,11400.0
2017-12-07,11400.0
2017-12-08,11400.0
2017-12-11,11400.0
2017-12-12,11400.0
2017-12-13,11400.0
2017-12-14,11400.0
2017-12-15,11400.0
2017-12-18,11400.0
2017-12-19,11400.0
2017-12-20,11400.0
2017-12-21,11400.0
2017-12-22,11400.0
2017-12-25,11400.0
2017-12-26,11400.0
2017-12-27,11400.0
2017-12-28,11400.0
2017-12-29,11400.0
2018-01-02,11400.0
2018-01-03,11400.0
2018-01-04,11400.0
2018-01-05,11400.0
2018-01-08,11400.0
2018-01-09,11400.0
2018-01-10,11400.0
2018-01-11,11400.0
2018-01-12,11400.0
2018-01-15,11400.0
2018-01-16,11400.0
2018-01-17,11400.0
2018-01-18,11400.0
2018-01-19,11400.0
2018-01-22,11400.0
2018-01-23,11400.0
2018-01-24,11400.0
2018-01-25,11400.0
2018-01-26,11400.0
2018-01-29,11400.0
2018-01-30,11400.0
2018-01-31,11400.0
2018-02-01,11400.0
2018-02-02,11400.0
2018-02-05,11400.0
2018-02-06,11400.0
2018-02-07,11400.0
2018-02-08,11400.0
2018-02-09,11400.0
2018-02-12,11400.0
2018-02-13,11400.0
2018-02-14,11400.0
2018-02-22,11400.0
2018-02-23,11400.0
2018-02-26,11400.0
2018-02-27,11400.0
2018-02-28,11400.0
2018-03-01,11400.0
2018-03-02,11400.0
2018-03-05,11400.0
2018-03-06,11400.0
2018-03-07,11400.0
2018-03-08,11400.0
2018-03-09,11400.0
2018-03-12,11400.0
2018-03-13,11400.0
2018-03-14,11400.0
2018-03-15,11400.0
2018-03-16,11400.0
2018-03-19,11400.0
2018-03-20,11400.0
2018-03-21,11400.0
2018-03-22,11400.0
2018-03-23,11400.0
2018-03-26,11400.0
2018-03-27,11400.0
2018-03-28,11400.0
2018-03-29,11400.0
2018-03-30,11100.0
2018-04-02,11100.0
2018-04-03,11100.0
2018-04-04,11100.0
2018-04-09,11100.0
2018-04-10,11100.0
2018-04-11,11100.0
2018-04-12,11100.0
2018-04-13,11100.0
2018-04-16,11100.0
2018-04-17,11100.0
2018-04-18,11800.0
2018-04-19,11800.0
2018-04-20,11800.0
2018-04-23,11800.0
2018-04-24,11800.0
2018-04-25,11800.0
2018-04-26,11800.0
2018-04-27,11800.0
2018-05-02,11800.0
2018-05-03,12000.0
2018-05-04,12000.0
2018-05-07,12000.0
2018-05-08,12000.0
2018-05-09,12000.0
2018-05-10,12000.0
2018-05-11,12000.0
2018-05-14,12000.0
2018-05-15,12000.0
2018-05-16,12000.0
2018-05-17,12000.0
2018-05-18,12000.0
2018-05-21,12000.0
2018-05-22,12000.0
2018-05-23,12000.0
2018-05-24,12000.0
2018-05-25,12000.0
2018-05-28,12000.0
2018-05-29,12000.0
2018-05-30,12000.0
2018-05-31,12000.0
2018-06-01,12000.0
2018-06-04,12000.0
2018-06-05,12000.0
2018-06-06,12000.0
2018-06-07,12000.0
2018-06-08,12000.0
