日期,双防膜
2014-08-06,12750.0
2014-08-07,12750.0
2014-08-08,12750.0
2014-08-11,12750.0
2014-08-12,12650.0
2014-08-13,12650.0
2014-08-14,12650.0
2014-08-15,12650.0
2014-08-18,12650.0
2014-08-19,12650.0
2014-08-20,12650.0
2014-08-21,12650.0
2014-08-22,12650.0
2014-08-25,12650.0
2014-08-26,12650.0
2014-08-27,12650.0
2014-08-28,12650.0
2014-08-29,12650.0
2014-09-01,12650.0
2014-09-02,12650.0
2014-09-03,12650.0
2014-09-04,12650.0
2014-09-05,12650.0
2014-09-09,12650.0
2014-09-10,12650.0
2014-09-11,12650.0
2014-09-12,12650.0
2014-09-15,12650.0
2014-09-16,12400.0
2014-09-17,12400.0
2014-09-18,12400.0
2014-09-19,12400.0
2014-09-22,12400.0
2014-09-23,12300.0
2014-09-24,12300.0
2014-09-25,12300.0
2014-09-26,12300.0
2014-09-29,12300.0
2014-09-30,12300.0
2014-10-08,12300.0
2014-10-09,12300.0
2014-10-10,12300.0
2014-10-13,12300.0
2014-10-14,12300.0
2014-10-15,12300.0
2014-10-16,12300.0
2014-10-17,12300.0
2014-10-20,12300.0
2014-10-21,12300.0
2014-10-22,12300.0
2014-10-23,12300.0
2014-10-24,12300.0
2014-10-27,12300.0
2014-10-28,12300.0
2014-10-29,12300.0
2014-10-30,12300.0
2014-10-31,12300.0
2014-11-03,12300.0
2014-11-04,12300.0
2014-11-05,12300.0
2014-11-06,12300.0
2014-11-07,12300.0
2014-11-10,12300.0
2014-11-11,12300.0
2014-11-12,12300.0
2014-11-13,12300.0
2014-11-14,12300.0
2014-11-17,12300.0
2014-11-18,12300.0
2014-11-19,12300.0
2014-11-20,12300.0
2014-11-21,12300.0
2014-11-24,12300.0
2014-11-25,12300.0
2014-11-26,12300.0
2014-11-27,12300.0
2014-11-28,12300.0
2014-12-01,12300.0
2014-12-02,12300.0
2014-12-03,12300.0
2014-12-04,12300.0
2014-12-05,11900.0
2014-12-08,11900.0
2014-12-09,11800.0
2014-12-10,11800.0
2014-12-11,11800.0
2014-12-12,11800.0
2014-12-15,11800.0
2014-12-16,11800.0
2014-12-17,11600.0
2014-12-18,11600.0
2014-12-19,11600.0
2014-12-22,11600.0
2014-12-23,11600.0
2014-12-24,11600.0
2014-12-25,11600.0
2014-12-26,11600.0
2014-12-29,11600.0
2014-12-30,11600.0
2014-12-31,11600.0
2015-01-05,11600.0
2015-01-06,11600.0
2015-01-07,11600.0
2015-01-08,11600.0
2015-01-09,11400.0
2015-01-12,11400.0
2015-01-13,11400.0
2015-01-14,11400.0
2015-01-15,11400.0
2015-01-16,11400.0
2015-01-19,11400.0
2015-01-20,11400.0
2015-01-21,11400.0
2015-01-22,11400.0
2015-01-23,11400.0
2015-01-26,11400.0
2015-01-27,10800.0
2015-01-28,10800.0
2015-01-29,10800.0
2015-01-30,10800.0
2015-02-02,10800.0
2015-02-03,10800.0
2015-02-04,10800.0
2015-02-05,10800.0
2015-02-06,10800.0
2015-02-09,10800.0
2015-02-10,10800.0
2015-02-11,10800.0
2015-02-12,10800.0
2015-02-13,10800.0
2015-02-16,10800.0
2015-02-17,10800.0
2015-02-25,10800.0
2015-02-26,10800.0
2015-02-27,10950.0
2015-03-02,10950.0
2015-03-03,10950.0
2015-03-04,10950.0
2015-03-05,10950.0
2015-03-06,10950.0
2015-03-09,10950.0
2015-03-10,10950.0
2015-03-11,10950.0
2015-03-12,10950.0
2015-03-13,10950.0
2015-03-16,10950.0
2015-03-17,10950.0
2015-03-18,10950.0
2015-03-19,10950.0
2015-03-20,10950.0
2015-03-23,10950.0
2015-03-24,11450.0
2015-03-25,11450.0
2015-03-26,11450.0
2015-03-27,11450.0
2015-03-30,11450.0
2015-03-31,11450.0
2015-04-01,11450.0
2015-04-02,11450.0
2015-04-03,11450.0
2015-04-07,11450.0
2015-04-08,11450.0
2015-04-09,11450.0
2015-04-10,11450.0
2015-04-13,11450.0
2015-04-14,11450.0
2015-04-15,11450.0
2015-04-16,11450.0
2015-04-17,11450.0
2015-04-20,11450.0
2015-04-21,11450.0
2015-04-22,11450.0
2015-04-23,11450.0
2015-04-24,11450.0
2015-04-27,11450.0
2015-04-28,11450.0
2015-04-29,11450.0
2015-04-30,11450.0
2015-05-04,11450.0
2015-05-05,11450.0
2015-05-06,11450.0
2015-05-07,11450.0
2015-05-08,11750.0
2015-05-11,11750.0
2015-05-12,11750.0
2015-05-13,11750.0
2015-05-14,11750.0
2015-05-15,11750.0
2015-05-18,11750.0
2015-05-19,11750.0
2015-05-20,11750.0
2015-05-21,11750.0
2015-05-22,11750.0
2015-05-25,11750.0
2015-05-26,11750.0
2015-05-27,11750.0
2015-05-28,11750.0
2015-05-29,11400.0
2015-06-01,11400.0
2015-06-02,11400.0
2015-06-03,11400.0
2015-06-04,11400.0
2015-06-05,11400.0
2015-06-08,11400.0
2015-06-09,11400.0
2015-06-10,11400.0
2015-06-11,11400.0
2015-06-12,11400.0
2015-06-15,11400.0
2015-06-16,11400.0
2015-06-17,11400.0
2015-06-18,11400.0
2015-06-19,11400.0
2015-06-23,11400.0
2015-06-24,11400.0
2015-06-25,11400.0
2015-06-26,11400.0
2015-06-29,11400.0
2015-06-30,11200.0
2015-07-01,11200.0
2015-07-02,11200.0
2015-07-03,11200.0
2015-07-06,11200.0
2015-07-07,11200.0
2015-07-08,11200.0
2015-07-09,11200.0
2015-07-10,11200.0
2015-07-13,11200.0
2015-07-14,11200.0
2015-07-15,11200.0
2015-07-16,11200.0
2015-07-17,11200.0
2015-07-20,11200.0
2015-07-21,11200.0
2015-07-22,11200.0
2015-07-23,11200.0
2015-07-24,11200.0
2015-07-27,11200.0
2015-07-28,11200.0
2015-07-29,11200.0
2015-07-30,11200.0
2015-07-31,10900.0
2015-08-03,10800.0
2015-08-04,10800.0
2015-08-05,10800.0
2015-08-06,10700.0
2015-08-07,10600.0
2015-08-10,10600.0
2015-08-11,10600.0
2015-08-12,10600.0
2015-08-13,10600.0
2015-08-14,10600.0
2015-08-17,10600.0
2015-08-18,10600.0
2015-08-19,10600.0
2015-08-20,10600.0
2015-08-21,10600.0
2015-08-24,10600.0
2015-08-25,10600.0
2015-08-26,10600.0
2015-08-27,10600.0
2015-08-28,10600.0
2015-08-31,10600.0
2015-09-01,10600.0
2015-09-02,10600.0
2015-09-07,10600.0
2015-09-08,10600.0
2015-09-09,10600.0
2015-09-10,10600.0
2015-09-11,10600.0
2015-09-14,10600.0
2015-09-15,10600.0
2015-09-16,10600.0
2015-09-17,10600.0
2015-09-18,10600.0
2015-09-21,10600.0
2015-09-22,10600.0
2015-09-23,10600.0
2015-09-24,10500.0
2015-09-25,10500.0
2015-09-28,10500.0
2015-09-29,10500.0
2015-09-30,10500.0
2015-10-08,10500.0
2015-10-09,10500.0
2015-10-12,10500.0
2015-10-13,10500.0
2015-10-14,10500.0
2015-10-15,10500.0
2015-10-16,10500.0
2015-10-19,10500.0
2015-10-20,10500.0
2015-10-21,10500.0
2015-10-22,10500.0
2015-10-23,10500.0
2015-10-26,10500.0
2015-10-27,10500.0
2015-10-28,10500.0
2015-10-29,10500.0
2015-10-30,10500.0
2015-11-02,10500.0
2015-11-03,10500.0
2015-11-04,10500.0
2015-11-05,10500.0
2015-11-06,10500.0
2015-11-09,10400.0
2015-11-10,10400.0
2015-11-11,10400.0
2015-11-12,10400.0
2015-11-13,10400.0
2015-11-16,10400.0
2015-11-17,10400.0
2015-11-18,10400.0
2015-11-19,10400.0
2015-11-20,10400.0
2015-11-23,10400.0
2015-11-24,10400.0
2015-11-25,10400.0
2015-11-26,10400.0
2015-11-27,10400.0
2015-11-30,10400.0
2015-12-01,10400.0
2015-12-02,10400.0
2015-12-03,10400.0
2015-12-04,10400.0
2015-12-07,10400.0
2015-12-08,10400.0
2015-12-09,10200.0
2015-12-10,10200.0
2015-12-11,10200.0
2015-12-14,10200.0
2015-12-15,10200.0
2015-12-16,10200.0
2015-12-17,10200.0
2015-12-18,10200.0
2015-12-21,10200.0
2015-12-22,10200.0
2015-12-23,10200.0
2015-12-24,10200.0
2015-12-25,10200.0
2015-12-28,10200.0
2015-12-29,10200.0
2015-12-30,10200.0
2015-12-31,10200.0
2016-01-04,10200.0
2016-01-05,10200.0
2016-01-06,10200.0
2016-01-07,10200.0
2016-01-08,10200.0
2016-01-11,10200.0
2016-01-12,10200.0
2016-01-13,10200.0
2016-01-14,10200.0
2016-01-15,10200.0
2016-01-18,10200.0
2016-01-19,10200.0
2016-01-20,10200.0
2016-01-21,10200.0
2016-01-22,10200.0
2016-01-25,10200.0
2016-01-26,10200.0
2016-01-27,10200.0
2016-01-28,10200.0
2016-01-29,10200.0
2016-02-01,10200.0
2016-02-02,10200.0
2016-02-03,10200.0
2016-02-04,10200.0
2016-02-05,10200.0
2016-02-15,10200.0
2016-02-16,10200.0
2016-02-17,10200.0
2016-02-18,10200.0
2016-02-19,10200.0
2016-02-22,10200.0
2016-02-23,10200.0
2016-02-24,10200.0
2016-02-25,10200.0
2016-02-26,10200.0
2016-02-29,10200.0
2016-03-01,10200.0
2016-03-02,10200.0
2016-03-03,10200.0
2016-03-04,10400.0
2016-03-07,10400.0
2016-03-08,10400.0
2016-03-09,10400.0
2016-03-10,10400.0
2016-03-11,10400.0
2016-03-14,10400.0
2016-03-15,10400.0
2016-03-16,10400.0
2016-03-17,10500.0
2016-03-18,10500.0
2016-03-21,10500.0
2016-03-22,10500.0
2016-03-23,10500.0
2016-03-24,10600.0
2016-03-25,10600.0
2016-03-28,10600.0
2016-03-29,10600.0
2016-03-30,10600.0
2016-03-31,10600.0
2016-04-01,10600.0
2016-04-05,10600.0
2016-04-06,10600.0
2016-04-07,10600.0
2016-04-08,10600.0
2016-04-11,10600.0
2016-04-12,10600.0
2016-04-13,10600.0
2016-04-14,10600.0
2016-04-15,10600.0
2016-04-18,10600.0
2016-04-19,10600.0
2016-04-20,10500.0
2016-04-21,10500.0
2016-04-22,10500.0
2016-04-25,10400.0
2016-04-26,10400.0
2016-04-27,10400.0
2016-04-28,10400.0
2016-04-29,10400.0
2016-05-03,10400.0
2016-05-04,10400.0
2016-05-05,10200.0
2016-05-06,10200.0
2016-05-09,10200.0
2016-05-10,10100.0
2016-05-11,10100.0
2016-05-12,10100.0
2016-05-13,10100.0
2016-05-16,10100.0
2016-05-17,10100.0
2016-05-18,10100.0
2016-05-19,10100.0
2016-05-20,10100.0
2016-05-23,10100.0
2016-05-24,10100.0
2016-05-25,10100.0
2016-05-26,10100.0
2016-05-27,10100.0
2016-05-30,10100.0
2016-05-31,10100.0
2016-06-01,10100.0
2016-06-02,10100.0
2016-06-03,10100.0
2016-06-06,10100.0
2016-06-07,10100.0
2016-06-08,10100.0
2016-06-13,10100.0
2016-06-14,10100.0
2016-06-15,10100.0
2016-06-16,10100.0
2016-06-17,10100.0
2016-06-20,10100.0
2016-06-21,10100.0
2016-06-22,10100.0
2016-06-23,10100.0
2016-06-24,10100.0
2016-06-27,10100.0
2016-06-28,10100.0
2016-06-29,10100.0
2016-06-30,10100.0
2016-07-01,10100.0
2016-07-04,10100.0
2016-07-05,10200.0
2016-07-06,10200.0
2016-07-07,10400.0
2016-07-08,10400.0
2016-07-11,10400.0
2016-07-12,10400.0
2016-07-13,10400.0
2016-07-14,10400.0
2016-07-15,10400.0
2016-07-18,10400.0
2016-07-19,10400.0
2016-07-20,10400.0
2016-07-21,10400.0
2016-07-22,10300.0
2016-07-25,10300.0
2016-07-26,10300.0
2016-07-27,10300.0
2016-07-28,10300.0
2016-07-29,10300.0
2016-08-01,10300.0
2016-08-02,10300.0
2016-08-03,10300.0
2016-08-04,10300.0
2016-08-05,10300.0
2016-08-08,10300.0
2016-08-09,10400.0
2016-08-10,10400.0
2016-08-11,10400.0
2016-08-12,10400.0
2016-08-15,10400.0
2016-08-16,10400.0
2016-08-17,10400.0
2016-08-18,10400.0
2016-08-19,10400.0
2016-08-22,10400.0
2016-08-23,10400.0
2016-08-24,10400.0
2016-08-25,10400.0
2016-08-26,10400.0
2016-08-29,10400.0
2016-08-30,10400.0
2016-08-31,10500.0
2016-09-01,10500.0
2016-09-02,10500.0
2016-09-05,10500.0
2016-09-06,10500.0
2016-09-07,10500.0
2016-09-08,10500.0
2016-09-09,10500.0
2016-09-12,10500.0
2016-09-13,10500.0
2016-09-14,10500.0
2016-09-19,10500.0
2016-09-20,10500.0
2016-09-21,10500.0
2016-09-22,10500.0
2016-09-23,10500.0
2016-09-26,10500.0
2016-09-27,10500.0
2016-09-28,10500.0
2016-09-29,10500.0
2016-09-30,10500.0
2016-10-10,10500.0
2016-10-11,10600.0
2016-10-12,10700.0
2016-10-13,10700.0
2016-10-14,10700.0
2016-10-17,10700.0
2016-10-18,10700.0
2016-10-19,10700.0
2016-10-20,10700.0
2016-10-21,10800.0
2016-10-24,10800.0
2016-10-25,10800.0
2016-10-26,11000.0
2016-10-27,11000.0
2016-10-28,11000.0
2016-10-31,11100.0
2016-11-01,11300.0
2016-11-02,11300.0
2016-11-03,11400.0
2016-11-04,11400.0
2016-11-07,11400.0
2016-11-08,11400.0
2016-11-09,11400.0
2016-11-10,11400.0
2016-11-11,11500.0
2016-11-14,11500.0
2016-11-15,11500.0
2016-11-16,11500.0
2016-11-17,11500.0
2016-11-18,11500.0
2016-11-21,11400.0
2016-11-22,11400.0
2016-11-23,11400.0
2016-11-24,11400.0
2016-11-25,11400.0
2016-11-28,11400.0
2016-11-29,11400.0
2016-11-30,11300.0
2016-12-01,11300.0
2016-12-02,11300.0
2016-12-05,11300.0
2016-12-06,11300.0
2016-12-07,11300.0
2016-12-08,11300.0
2016-12-09,11300.0
2016-12-12,11300.0
2016-12-13,11400.0
2016-12-14,11500.0
2016-12-15,11500.0
2016-12-16,11500.0
2016-12-19,11500.0
2016-12-20,11500.0
2016-12-21,11500.0
2016-12-22,11500.0
2016-12-23,11400.0
2016-12-26,11400.0
2016-12-27,11400.0
2016-12-28,11400.0
2016-12-29,11400.0
2016-12-30,11400.0
2017-01-03,11400.0
2017-01-04,11450.0
2017-01-05,11450.0
2017-01-06,11450.0
2017-01-09,11450.0
2017-01-10,11450.0
2017-01-11,11450.0
2017-01-12,11450.0
2017-01-13,11450.0
2017-01-16,11450.0
2017-01-17,11450.0
2017-01-18,11450.0
2017-01-19,11450.0
2017-01-20,11450.0
2017-01-23,11500.0
2017-01-24,11500.0
2017-01-25,11500.0
2017-01-26,11500.0
2017-02-03,11500.0
2017-02-06,11500.0
2017-02-07,11500.0
2017-02-08,11500.0
2017-02-09,11500.0
2017-02-10,11500.0
2017-02-13,11500.0
2017-02-14,11500.0
2017-02-15,11500.0
2017-02-16,11500.0
2017-02-17,11500.0
2017-02-20,11500.0
2017-02-21,11500.0
2017-02-22,11400.0
2017-02-23,11400.0
2017-02-24,11400.0
2017-02-27,11400.0
2017-02-28,11400.0
2017-03-01,11400.0
2017-03-02,11400.0
2017-03-03,11400.0
2017-03-06,11300.0
2017-03-07,11300.0
2017-03-08,11300.0
2017-03-09,11300.0
2017-03-10,11300.0
2017-03-13,11100.0
2017-03-14,11100.0
2017-03-15,11100.0
2017-03-16,11100.0
2017-03-17,11100.0
2017-03-20,11100.0
2017-03-21,11100.0
2017-03-22,11100.0
2017-03-23,11100.0
2017-03-24,11100.0
2017-03-27,11100.0
2017-03-28,11000.0
2017-03-29,11100.0
2017-03-30,11000.0
2017-03-31,11000.0
2017-04-05,11000.0
2017-04-06,11000.0
2017-04-07,11000.0
2017-04-10,11000.0
2017-04-11,10950.0
2017-04-12,10950.0
2017-04-13,10950.0
2017-04-14,10950.0
2017-04-17,10950.0
2017-04-18,10900.0
2017-04-19,10900.0
2017-04-20,10900.0
2017-04-21,10900.0
2017-04-24,10900.0
2017-04-25,10900.0
2017-04-26,10800.0
2017-04-27,10800.0
2017-04-28,10800.0
2017-05-02,10800.0
2017-05-03,10800.0
2017-05-04,10800.0
2017-05-05,10800.0
2017-05-08,10800.0
2017-05-09,10700.0
2017-05-10,10700.0
2017-05-11,10700.0
2017-05-12,10550.0
2017-05-15,10550.0
2017-05-16,10550.0
2017-05-17,10550.0
2017-05-18,10550.0
2017-05-19,10550.0
2017-05-22,10550.0
2017-05-23,10550.0
2017-05-24,10550.0
2017-05-25,10550.0
2017-05-26,10550.0
2017-05-31,10550.0
2017-06-01,10550.0
2017-06-02,10550.0
2017-06-05,10550.0
2017-06-06,10550.0
2017-06-07,10550.0
2017-06-08,10550.0
2017-06-09,10550.0
2017-06-12,10550.0
2017-06-13,10550.0
2017-06-14,10550.0
2017-06-15,10550.0
2017-06-16,10500.0
2017-06-19,10500.0
2017-06-20,10500.0
2017-06-21,10500.0
2017-06-22,10500.0
2017-06-23,10500.0
2017-06-26,10450.0
2017-06-27,10450.0
2017-06-28,10400.0
2017-06-29,10400.0
2017-06-30,10400.0
2017-07-03,10400.0
2017-07-04,10400.0
2017-07-05,10350.0
2017-07-06,10350.0
2017-07-07,10350.0
2017-07-10,10350.0
2017-07-11,10350.0
2017-07-12,10350.0
2017-07-13,10350.0
2017-07-14,10350.0
2017-07-17,10350.0
2017-07-18,10400.0
2017-07-19,10400.0
2017-07-20,10400.0
2017-07-21,10450.0
2017-07-24,10450.0
2017-07-25,10500.0
2017-07-26,10500.0
2017-07-27,10550.0
2017-07-28,10550.0
2017-07-31,10550.0
2017-08-01,10550.0
2017-08-02,10550.0
2017-08-03,10550.0
2017-08-04,10550.0
2017-08-07,10550.0
2017-08-08,10550.0
2017-08-09,10550.0
2017-08-10,10650.0
2017-08-11,10750.0
2017-08-14,10750.0
2017-08-15,10750.0
2017-08-16,10750.0
2017-08-17,10750.0
2017-08-18,10750.0
2017-08-21,10750.0
2017-08-22,10800.0
2017-08-23,10800.0
2017-08-24,10800.0
2017-08-25,10800.0
2017-08-28,10850.0
2017-08-29,10850.0
2017-08-30,10850.0
2017-08-31,10950.0
2017-09-01,10950.0
2017-09-04,11000.0
2017-09-05,11200.0
2017-09-06,11200.0
2017-09-07,11300.0
2017-09-08,11200.0
2017-09-11,11350.0
2017-09-12,11350.0
2017-09-13,11350.0
2017-09-14,11350.0
2017-09-15,11350.0
2017-09-18,11350.0
2017-09-19,11350.0
2017-09-20,11300.0
2017-09-21,11250.0
2017-09-22,11250.0
2017-09-25,11200.0
2017-09-26,11200.0
2017-09-27,11200.0
2017-09-28,11200.0
2017-09-29,11150.0
2017-10-09,11150.0
2017-10-10,11150.0
2017-10-11,11150.0
2017-10-12,11100.0
2017-10-13,11100.0
2017-10-16,11100.0
2017-10-17,11100.0
2017-10-18,11100.0
2017-10-19,11100.0
2017-10-20,11100.0
2017-10-23,11100.0
2017-10-24,11100.0
2017-10-25,11100.0
2017-10-26,11100.0
2017-10-27,11100.0
2017-10-30,11100.0
2017-10-31,11100.0
2017-11-01,11100.0
2017-11-02,11100.0
2017-11-03,11100.0
2017-11-06,11100.0
2017-11-07,11100.0
2017-11-08,11100.0
2017-11-09,11100.0
2017-11-10,11250.0
2017-11-13,11250.0
2017-11-14,11250.0
2017-11-15,11250.0
2017-11-16,11250.0
2017-11-17,11250.0
2017-11-20,11250.0
2017-11-21,11250.0
2017-11-22,11250.0
2017-11-23,11250.0
2017-11-24,11250.0
2017-11-27,11200.0
2017-11-28,11200.0
2017-11-29,11200.0
2017-11-30,11200.0
2017-12-01,11150.0
2017-12-04,11150.0
2017-12-05,11150.0
2017-12-06,11150.0
2017-12-07,11150.0
2017-12-08,11150.0
2017-12-11,11150.0
2017-12-12,11150.0
2017-12-13,11150.0
2017-12-14,11150.0
2017-12-15,11150.0
2017-12-18,11150.0
2017-12-19,11150.0
2017-12-20,11150.0
2017-12-21,11150.0
2017-12-22,11150.0
2017-12-25,11150.0
2017-12-26,11150.0
2017-12-27,11150.0
2017-12-28,11150.0
2017-12-29,11150.0
2018-01-02,11150.0
2018-01-03,11150.0
2018-01-04,11150.0
2018-01-05,11150.0
2018-01-08,11150.0
2018-01-09,11150.0
2018-01-10,11150.0
2018-01-11,11150.0
2018-01-12,11150.0
2018-01-15,11150.0
2018-01-16,11200.0
2018-01-17,11200.0
2018-01-18,11200.0
2018-01-19,11200.0
2018-01-22,11200.0
2018-01-23,11200.0
2018-01-24,11200.0
2018-01-25,11200.0
2018-01-26,11200.0
2018-01-29,11200.0
2018-01-30,11200.0
2018-01-31,11200.0
2018-02-01,11200.0
2018-02-02,11200.0
2018-02-05,11150.0
2018-02-06,11150.0
2018-02-07,11150.0
2018-02-08,11150.0
2018-02-09,11150.0
2018-02-12,11150.0
2018-02-13,11150.0
2018-02-14,11150.0
2018-02-22,11150.0
2018-02-23,11100.0
2018-02-26,11100.0
2018-02-27,11150.0
2018-02-28,11000.0
2018-03-01,11000.0
2018-03-02,11000.0
2018-03-05,11000.0
2018-03-06,11000.0
2018-03-07,11000.0
2018-03-08,11000.0
2018-03-09,11000.0
2018-03-12,11000.0
2018-03-13,11000.0
2018-03-14,11000.0
2018-03-15,11000.0
2018-03-16,10950.0
2018-03-19,10950.0
2018-03-20,10950.0
2018-03-21,10950.0
2018-03-22,10900.0
2018-03-23,10950.0
2018-03-26,10850.0
2018-03-27,10850.0
2018-03-28,10850.0
2018-03-29,10850.0
2018-03-30,10850.0
2018-04-02,10850.0
2018-04-03,10850.0
2018-04-04,10850.0
2018-04-09,10850.0
2018-04-10,10850.0
2018-04-11,10850.0
2018-04-12,10850.0
2018-04-13,10850.0
