日期,双防膜
2018-04-16,10850.0
2018-04-17,10850.0
2018-04-18,10850.0
2018-04-19,10850.0
2018-04-20,10850.0
2018-04-23,10850.0
2018-04-24,10850.0
2018-04-25,10850.0
2018-04-26,10850.0
2018-04-27,10850.0
2018-05-02,10850.0
2018-05-03,10850.0
2018-05-04,10850.0
2018-05-07,10850.0
2018-05-08,10850.0
2018-05-09,10850.0
2018-05-10,10850.0
2018-05-11,10800.0
2018-05-14,10800.0
2018-05-15,10750.0
2018-05-16,10750.0
2018-05-17,10750.0
2018-05-18,10750.0
2018-05-21,10750.0
2018-05-22,10750.0
2018-05-23,10750.0
2018-05-24,10750.0
2018-05-25,10750.0
2018-05-28,10750.0
2018-05-29,10750.0
2018-05-30,10750.0
2018-05-31,10750.0
2018-06-01,10750.0
2018-06-04,10750.0
2018-06-05,10750.0
2018-06-06,10750.0
2018-06-07,10750.0
2018-06-08,10750.0
2018-06-11,10750.0
2018-06-12,10750.0
2018-06-13,10750.0
2018-06-14,10750.0
2018-06-15,10750.0
2018-06-19,10750.0
2018-06-20,10750.0
2018-06-21,10750.0
2018-06-22,10750.0
2018-06-25,10700.0
2018-06-26,10700.0
2018-06-27,10700.0
2018-06-28,10700.0
2018-06-29,10700.0
2018-07-02,10700.0
2018-07-03,10700.0
2018-07-04,10700.0
2018-07-05,10700.0
2018-07-06,10700.0
2018-07-09,10650.0
2018-07-10,10650.0
2018-07-11,10650.0
2018-07-12,10650.0
2018-07-13,10650.0
2018-07-16,10650.0
2018-07-17,10650.0
2018-07-18,10650.0
2018-07-19,10650.0
2018-07-20,10650.0
2018-07-23,10650.0
2018-07-24,10650.0
2018-07-25,10650.0
2018-07-26,10650.0
2018-07-27,10650.0
2018-07-30,10650.0
2018-07-31,10650.0
2018-08-01,10650.0
2018-08-02,10650.0
2018-08-03,10700.0
2018-08-06,10700.0
2018-08-07,10800.0
2018-08-08,10800.0
2018-08-09,10800.0
2018-08-10,10800.0
2018-08-13,10950.0
2018-08-14,10950.0
2018-08-15,10950.0
2018-08-16,10950.0
2018-08-17,10950.0
2018-08-20,10900.0
2018-08-21,10950.0
2018-08-22,10950.0
2018-08-23,10950.0
2018-08-24,10950.0
2018-08-27,10950.0
2018-08-28,10950.0
2018-08-29,10950.0
2018-08-30,10950.0
2018-08-31,10950.0
2018-09-03,10950.0
2018-09-04,10950.0
2018-09-05,10950.0
2018-09-06,10950.0
2018-09-07,10950.0
2018-09-10,10950.0
2018-09-11,10850.0
2018-09-12,10850.0
2018-09-13,10850.0
2018-09-14,10850.0
2018-09-17,10850.0
2018-09-18,10850.0
2018-09-19,10850.0
2018-09-20,10850.0
2018-09-21,10850.0
2018-09-25,10850.0
2018-09-26,10850.0
2018-09-27,10850.0
2018-09-28,10850.0
2018-10-08,10850.0
2018-10-09,10850.0
2018-10-10,10850.0
2018-10-11,10900.0
2018-10-12,10900.0
2018-10-15,10900.0
2018-10-16,10950.0
2018-10-17,10950.0
2018-10-18,10950.0
2018-10-19,10950.0
2018-10-22,10950.0
2018-10-23,10950.0
2018-10-24,10950.0
2018-10-25,10950.0
2018-10-26,10900.0
2018-10-29,10900.0
2018-10-30,10900.0
2018-10-31,10850.0
2018-11-01,10850.0
2018-11-02,10850.0
2018-11-05,10850.0
2018-11-06,10850.0
2018-11-07,10850.0
2018-11-08,10850.0
2018-11-09,10850.0
2018-11-12,10850.0
2018-11-13,10850.0
2018-11-14,10800.0
2018-11-15,10800.0
2018-11-16,10800.0
2018-11-19,10800.0
2018-11-20,10800.0
2018-11-21,10750.0
2018-11-22,10750.0
2018-11-23,10750.0
2018-11-26,10700.0
2018-11-27,10700.0
2018-11-28,10700.0
2018-11-29,10700.0
2018-11-30,10700.0
2018-12-03,10700.0
2018-12-04,10700.0
2018-12-05,10700.0
2018-12-06,10700.0
2018-12-07,10700.0
2018-12-10,10700.0
2018-12-11,10700.0
2018-12-12,10700.0
2018-12-13,10700.0
2018-12-14,10700.0
2018-12-17,10700.0
2018-12-18,10700.0
2018-12-19,10700.0
2018-12-20,10700.0
2018-12-21,10700.0
2018-12-24,10700.0
2018-12-25,10700.0
2018-12-26,10700.0
2018-12-27,10700.0
2018-12-28,10600.0
2019-01-02,10600.0
2019-01-03,10600.0
2019-01-04,10600.0
2019-01-07,10600.0
2019-01-08,10600.0
2019-01-09,10600.0
2019-01-10,10600.0
2019-01-11,10600.0
2019-01-14,10600.0
2019-01-15,10600.0
2019-01-16,10600.0
2019-01-17,10600.0
2019-01-18,10600.0
2019-01-21,10600.0
2019-01-22,10600.0
2019-01-23,10550.0
2019-01-24,10550.0
2019-01-25,10550.0
2019-01-28,10550.0
2019-01-29,10550.0
2019-01-30,10550.0
2019-01-31,10550.0
2019-02-01,10550.0
2019-02-11,10550.0
2019-02-12,10550.0
2019-02-13,10550.0
2019-02-14,10550.0
2019-02-15,10500.0
2019-02-18,10500.0
2019-02-19,10500.0
2019-02-20,10500.0
2019-02-21,10500.0
2019-02-22,10500.0
2019-02-25,10450.0
2019-02-26,10450.0
2019-02-27,10450.0
2019-02-28,10450.0
2019-03-01,10450.0
2019-03-04,10450.0
2019-03-05,10450.0
2019-03-06,10450.0
2019-03-07,10450.0
2019-03-08,10450.0
2019-03-11,10450.0
2019-03-12,10450.0
2019-03-13,10450.0
2019-03-14,10450.0
2019-03-15,10450.0
2019-03-18,10400.0
2019-03-19,10400.0
2019-03-20,10400.0
2019-03-21,10400.0
2019-03-22,10400.0
2019-03-25,10400.0
2019-03-26,10400.0
2019-03-27,10400.0
2019-03-28,10400.0
2019-03-29,10400.0
2019-04-01,10400.0
2019-04-02,10400.0
2019-04-03,10400.0
2019-04-04,10350.0
2019-04-08,10350.0
2019-04-09,10350.0
2019-04-10,10350.0
2019-04-11,10350.0
2019-04-12,10350.0
2019-04-15,10350.0
2019-04-16,10350.0
2019-04-17,10350.0
2019-04-18,10350.0
2019-04-19,10300.0
2019-04-22,10300.0
2019-04-23,10300.0
2019-04-24,10300.0
2019-04-25,10300.0
2019-04-26,10250.0
2019-04-29,10250.0
2019-04-30,10250.0
2019-05-06,10250.0
2019-05-07,10250.0
2019-05-08,10150.0
2019-05-09,10200.0
2019-05-10,10200.0
2019-05-13,10150.0
2019-05-14,10150.0
2019-05-15,10150.0
2019-05-16,10150.0
2019-05-17,10150.0
2019-05-20,10150.0
2019-05-21,10150.0
2019-05-22,10150.0
2019-05-23,10150.0
2019-05-24,10150.0
2019-05-27,10150.0
2019-05-28,10150.0
2019-05-29,10150.0
2019-05-30,10150.0
2019-05-31,10150.0
2019-06-03,10150.0
2019-06-04,10150.0
2019-06-05,10150.0
2019-06-06,10150.0
2019-06-10,10150.0
2019-06-11,10100.0
2019-06-12,10100.0
2019-06-13,10100.0
2019-06-14,10100.0
2019-06-17,10100.0
2019-06-18,10100.0
2019-06-19,10100.0
2019-06-20,10100.0
2019-06-21,10100.0
2019-06-24,10100.0
2019-06-25,10100.0
2019-06-26,10050.0
2019-06-27,10050.0
2019-06-28,10050.0
2019-07-01,10050.0
2019-07-02,10050.0
2019-07-03,10050.0
2019-07-04,10050.0
2019-07-05,10050.0
2019-07-08,10050.0
2019-07-09,10050.0
2019-07-10,10000.0
2019-07-11,10000.0
2019-07-12,10050.0
2019-07-15,10000.0
2019-07-16,10050.0
2019-07-17,10000.0
2019-07-18,9950.0
2019-07-19,9900.0
2019-07-22,9900.0
2019-07-23,9900.0
2019-07-24,9900.0
2019-07-25,9900.0
2019-07-26,9900.0
2019-07-29,9900.0
2019-07-30,9900.0
2019-07-31,9900.0
2019-08-01,9900.0
2019-08-02,9900.0
2019-08-05,9900.0
2019-08-06,9900.0
2019-08-07,9900.0
2019-08-08,9900.0
2019-08-09,9900.0
2019-08-12,9900.0
2019-08-13,10000.0
2019-08-14,10000.0
2019-08-15,10000.0
2019-08-16,10000.0
2019-08-19,10000.0
2019-08-20,10000.0
2019-08-21,10000.0
2019-08-22,9950.0
