日期,泰国STR20混合胶
2017-10-20,11600.0
2017-10-23,11600.0
2017-10-24,11600.0
2017-10-25,11550.0
2017-10-26,11550.0
2017-10-27,11500.0
2017-10-30,11200.0
2017-10-31,11200.0
2017-11-01,11500.0
2017-11-02,11600.0
2017-11-03,11550.0
2017-11-06,11900.0
2017-11-07,11750.0
2017-11-08,11750.0
2017-11-09,11600.0
2017-11-10,11500.0
2017-11-13,11750.0
2017-11-14,11700.0
2017-11-15,11400.0
2017-11-16,11300.0
2017-11-17,11250.0
2017-11-20,11300.0
2017-11-21,11300.0
2017-11-22,11300.0
2017-11-23,11500.0
2017-11-24,11550.0
2017-11-27,11300.0
2017-11-28,11300.0
2017-11-29,11400.0
2017-11-30,11300.0
2017-12-01,11700.0
2017-12-04,12100.0
2017-12-05,11950.0
2017-12-06,11650.0
2017-12-07,11350.0
2017-12-08,11300.0
2017-12-11,11300.0
2017-12-12,11400.0
2017-12-13,11350.0
2017-12-14,11500.0
2017-12-15,11600.0
2017-12-18,11650.0
2017-12-19,11600.0
2017-12-20,11650.0
2017-12-21,11450.0
2017-12-22,11250.0
2017-12-25,11200.0
2017-12-26,11350.0
2017-12-27,11300.0
2017-12-28,11300.0
2017-12-29,11300.0
2018-01-02,11400.0
2018-01-03,11250.0
2018-01-04,11150.0
2018-01-05,11200.0
2018-01-08,11200.0
2018-01-09,11150.0
2018-01-10,11250.0
2018-01-11,11350.0
2018-01-12,11500.0
2018-01-15,11700.0
2018-01-16,11600.0
2018-01-17,11550.0
2018-01-18,11550.0
2018-01-19,11500.0
2018-01-22,11500.0
2018-01-23,11400.0
2018-01-24,11400.0
2018-01-25,11450.0
2018-01-26,11450.0
2018-01-29,11450.0
2018-01-30,11250.0
2018-01-31,11100.0
2018-02-01,11000.0
2018-02-02,11000.0
2018-02-05,11100.0
2018-02-06,10900.0
2018-02-07,10850.0
2018-02-08,10800.0
2018-02-09,10800.0
2018-02-12,10800.0
2018-02-13,10800.0
2018-02-14,10800.0
2018-02-22,10900.0
2018-02-23,11200.0
2018-02-26,11250.0
2018-02-27,11250.0
2018-02-28,11250.0
2018-03-01,11250.0
2018-03-02,11200.0
2018-03-05,11300.0
2018-03-06,11200.0
2018-03-07,11200.0
2018-03-08,11200.0
2018-03-09,11000.0
2018-03-12,10950.0
2018-03-13,11000.0
2018-03-14,10950.0
2018-03-15,11050.0
2018-03-16,10900.0
2018-03-19,10900.0
2018-03-20,10700.0
2018-03-21,10650.0
2018-03-22,10650.0
2018-03-23,10100.0
2018-03-26,9950.0
2018-03-27,10150.0
2018-03-28,10050.0
2018-03-29,10050.0
2018-03-30,10250.0
2018-04-02,10250.0
2018-04-03,10200.0
2018-04-04,10050.0
2018-04-09,10200.0
2018-04-10,10350.0
2018-04-11,10350.0
2018-04-12,10350.0
2018-04-13,10350.0
2018-04-16,10150.0
2018-04-17,10100.0
2018-04-18,10200.0
2018-04-19,10750.0
2018-04-20,10650.0
2018-04-23,10600.0
2018-04-24,10550.0
2018-04-25,10600.0
2018-04-26,10500.0
2018-04-27,10400.0
2018-05-02,10600.0
2018-05-03,10650.0
2018-05-04,10700.0
2018-05-07,10900.0
2018-05-08,10850.0
2018-05-09,10750.0
2018-05-10,10750.0
2018-05-11,10750.0
2018-05-14,10750.0
2018-05-15,10650.0
2018-05-16,10650.0
2018-05-17,10600.0
2018-05-18,10900.0
2018-05-21,11250.0
2018-05-22,11200.0
2018-05-23,11000.0
2018-05-24,10950.0
2018-05-25,10950.0
2018-05-28,10900.0
2018-05-29,11050.0
2018-05-30,10900.0
2018-05-31,10900.0
2018-06-01,10900.0
2018-06-04,10850.0
2018-06-05,10800.0
2018-06-06,10800.0
2018-06-07,10850.0
2018-06-08,10700.0
2018-06-11,10700.0
2018-06-12,10700.0
2018-06-13,10300.0
2018-06-14,10400.0
2018-06-15,10400.0
2018-06-19,10100.0
2018-06-20,10250.0
2018-06-21,10250.0
2018-06-22,10300.0
2018-06-25,10300.0
2018-06-26,10300.0
2018-06-27,10350.0
2018-06-28,10300.0
2018-06-29,10350.0
2018-07-02,10250.0
2018-07-03,10350.0
2018-07-04,10250.0
2018-07-05,10250.0
2018-07-06,10300.0
2018-07-09,10400.0
2018-07-10,10300.0
2018-07-11,10250.0
2018-07-12,10250.0
2018-07-13,10250.0
2018-07-16,10200.0
2018-07-17,10250.0
2018-07-18,10250.0
2018-07-19,10200.0
2018-07-20,10200.0
2018-07-23,10150.0
2018-07-24,10050.0
2018-07-25,10150.0
2018-07-26,10150.0
2018-07-27,10150.0
2018-07-30,10200.0
2018-07-31,10200.0
2018-08-01,10250.0
2018-08-02,10200.0
2018-08-03,10150.0
2018-08-06,10300.0
2018-08-07,10450.0
2018-08-08,10500.0
2018-08-09,10450.0
2018-08-10,10450.0
2018-08-13,10500.0
2018-08-14,10450.0
2018-08-15,10450.0
2018-08-16,10350.0
2018-08-17,10250.0
2018-08-20,10300.0
2018-08-21,10800.0
2018-08-22,10750.0
2018-08-23,10650.0
2018-08-24,10700.0
2018-08-27,10700.0
2018-08-28,10600.0
2018-08-29,10550.0
2018-08-30,10600.0
2018-08-31,10600.0
2018-09-03,10450.0
2018-09-04,10450.0
2018-09-05,10400.0
2018-09-06,10450.0
2018-09-07,10450.0
2018-09-10,10450.0
2018-09-11,10450.0
2018-09-12,10600.0
2018-09-13,10700.0
2018-09-14,10650.0
2018-09-17,10550.0
2018-09-18,10550.0
2018-09-19,10450.0
2018-09-20,10800.0
2018-09-21,10850.0
2018-09-25,10850.0
2018-09-26,10850.0
2018-09-27,10750.0
2018-09-28,10750.0
2018-10-08,10800.0
2018-10-09,11000.0
2018-10-10,11000.0
2018-10-11,10750.0
2018-10-12,10750.0
2018-10-15,10700.0
2018-10-16,10600.0
2018-10-17,10600.0
2018-10-18,10600.0
2018-10-19,10600.0
2018-10-22,10600.0
2018-10-23,10550.0
2018-10-24,10600.0
2018-10-25,10600.0
2018-10-26,10550.0
2018-10-29,10350.0
2018-10-30,10350.0
2018-10-31,10250.0
2018-11-01,10250.0
2018-11-02,10300.0
2018-11-05,10150.0
2018-11-06,10150.0
2018-11-07,10200.0
2018-11-08,10300.0
2018-11-09,10300.0
2018-11-12,10250.0
2018-11-13,10250.0
2018-11-14,10250.0
2018-11-15,10150.0
2018-11-16,10150.0
2018-11-19,10150.0
2018-11-20,10000.0
2018-11-21,9950.0
2018-11-22,9900.0
2018-11-23,9900.0
2018-11-26,10000.0
2018-11-27,9900.0
2018-11-28,9950.0
2018-11-29,9950.0
2018-11-30,9950.0
2018-12-03,9950.0
2018-12-04,10000.0
2018-12-05,10050.0
2018-12-06,10020.0
2018-12-07,10050.0
2018-12-10,10050.0
2018-12-11,10000.0
2018-12-12,10050.0
2018-12-13,10100.0
2018-12-14,10100.0
2018-12-17,10100.0
2018-12-18,10150.0
2018-12-19,10050.0
2018-12-20,10150.0
2018-12-21,10150.0
2018-12-24,10150.0
2018-12-25,10000.0
2018-12-26,10000.0
2018-12-27,10100.0
2018-12-28,10150.0
2019-01-02,10150.0
2019-01-03,10350.0
2019-01-04,10700.0
2019-01-07,10600.0
2019-01-08,10650.0
2019-01-09,10750.0
2019-01-10,10700.0
2019-01-11,10650.0
2019-01-14,10550.0
2019-01-15,10550.0
2019-01-16,10650.0
2019-01-17,10600.0
2019-01-18,10600.0
2019-01-21,10700.0
2019-01-22,10650.0
2019-01-23,10650.0
2019-01-24,10650.0
2019-01-25,10650.0
2019-01-28,10600.0
2019-01-29,10600.0
2019-01-30,10600.0
2019-02-01,10600.0
2019-02-11,10550.0
2019-02-12,10750.0
2019-02-13,10800.0
2019-02-14,10900.0
2019-02-15,10800.0
2019-02-18,10950.0
2019-02-19,11425.0
2019-02-20,11475.0
2019-02-21,11400.0
2019-02-22,11500.0
2019-02-25,11500.0
2019-02-26,11450.0
2019-02-27,11450.0
2019-02-28,11550.0
2019-03-01,11780.0
2019-03-04,11550.0
2019-03-05,11550.0
2019-03-06,11550.0
2019-03-07,11600.0
2019-03-08,11500.0
2019-03-11,11500.0
2019-03-12,11550.0
2019-03-13,11500.0
2019-03-14,11500.0
2019-03-15,11500.0
2019-03-18,11550.0
2019-03-19,11600.0
2019-03-20,11600.0
2019-03-21,11600.0
2019-03-22,11550.0
2019-03-25,11300.0
2019-03-26,11300.0
2019-03-27,11150.0
2019-03-28,10850.0
2019-03-29,10800.0
2019-04-01,11000.0
2019-04-02,10950.0
2019-04-03,11050.0
2019-04-04,11150.0
2019-04-08,11200.0
2019-04-09,11150.0
2019-04-10,11400.0
2019-04-11,11400.0
2019-04-12,11400.0
2019-04-15,11400.0
2019-04-16,11330.0
2019-04-17,11250.0
2019-04-18,11050.0
2019-04-19,11100.0
2019-04-22,11100.0
2019-04-23,11150.0
2019-04-24,11150.0
2019-04-25,11150.0
2019-04-26,11000.0
2019-04-29,11000.0
2019-04-30,11400.0
2019-05-06,11400.0
2019-05-07,11700.0
2019-05-08,11700.0
2019-05-09,11600.0
2019-05-10,11550.0
2019-05-13,11750.0
2019-05-14,11530.0
2019-05-15,11750.0
2019-05-16,12150.0
2019-05-17,12100.0
2019-05-20,12000.0
2019-05-21,12150.0
2019-05-22,11850.0
2019-05-23,11700.0
2019-05-24,11750.0
2019-05-27,11750.0
2019-05-28,11900.0
2019-05-29,12200.0
2019-05-30,12000.0
2019-05-31,12100.0
2019-06-03,11900.0
2019-06-04,11900.0
2019-06-05,12150.0
2019-06-06,12150.0
2019-06-10,12250.0
2019-06-11,12400.0
2019-06-12,12250.0
2019-06-13,12250.0
2019-06-14,12000.0
2019-06-17,11800.0
2019-06-18,11900.0
2019-06-19,11800.0
2019-06-20,11850.0
2019-06-21,11800.0
2019-06-24,11700.0
2019-06-25,11700.0
2019-06-26,11730.0
2019-06-27,11700.0
2019-06-28,11500.0
2019-07-01,11500.0
2019-07-02,11450.0
2019-07-03,11400.0
2019-07-04,11425.0
2019-07-05,11500.0
2019-07-08,11050.0
2019-07-09,11500.0
