日期,国产重交-山东
2015-01-05,3225.0
2015-01-06,3225.0
2015-01-07,3225.0
2015-01-08,3225.0
2015-01-09,3225.0
2015-01-12,3125.0
2015-01-13,3125.0
2015-01-14,3125.0
2015-01-15,3125.0
2015-01-16,3125.0
2015-01-19,3000.0
2015-01-20,2900.0
2015-01-21,2900.0
2015-01-22,2900.0
2015-01-23,2900.0
2015-01-26,2900.0
2015-01-27,2800.0
2015-01-28,2800.0
2015-01-29,2800.0
2015-01-30,2800.0
2015-02-02,2775.0
2015-02-03,2775.0
2015-02-04,2775.0
2015-02-05,2775.0
2015-02-06,2775.0
2015-02-09,2775.0
2015-02-10,2775.0
2015-02-11,2775.0
2015-02-12,2775.0
2015-02-13,2775.0
2015-02-16,2775.0
2015-02-17,2775.0
2015-02-25,2775.0
2015-02-26,2775.0
2015-02-27,2775.0
2015-03-02,2825.0
2015-03-03,2825.0
2015-03-04,2825.0
2015-03-05,2925.0
2015-03-06,2925.0
2015-03-09,2925.0
2015-03-10,2975.0
2015-03-11,2975.0
2015-03-12,2975.0
2015-03-13,2975.0
2015-03-16,2975.0
2015-03-17,2975.0
2015-03-18,2975.0
2015-03-19,2975.0
2015-03-20,3050.0
2015-03-23,3050.0
2015-03-24,3050.0
2015-03-25,3050.0
2015-03-26,3050.0
2015-03-27,3050.0
2015-03-30,3050.0
2015-03-31,3075.0
2015-04-01,3075.0
2015-04-02,3075.0
2015-04-03,3075.0
2015-04-07,3075.0
2015-04-08,3075.0
2015-04-09,3075.0
2015-04-10,3075.0
2015-04-13,3075.0
2015-04-14,3075.0
2015-04-15,3000.0
2015-04-16,3000.0
2015-04-17,3000.0
2015-04-20,3000.0
2015-04-21,3000.0
2015-04-22,3000.0
2015-04-23,3000.0
2015-04-24,3000.0
2015-04-27,3000.0
2015-04-28,3000.0
2015-04-29,3000.0
2015-04-30,3000.0
2015-05-04,3000.0
2015-05-05,3000.0
2015-05-06,3000.0
2015-05-07,3000.0
2015-05-08,3000.0
2015-05-11,3000.0
2015-05-12,3000.0
2015-05-13,3000.0
2015-05-14,3000.0
2015-05-15,3000.0
2015-05-18,3000.0
2015-05-19,3000.0
2015-05-20,3000.0
2015-05-21,3000.0
2015-05-22,3000.0
2015-05-25,3000.0
2015-05-26,3000.0
2015-05-27,3000.0
2015-05-28,3000.0
2015-05-29,3000.0
2015-06-01,3000.0
2015-06-02,3050.0
2015-06-03,3050.0
2015-06-04,3050.0
2015-06-05,3050.0
2015-06-08,3025.0
2015-06-09,3025.0
2015-06-10,3025.0
2015-06-11,3025.0
2015-06-12,3025.0
2015-06-15,3025.0
2015-06-16,3040.0
2015-06-17,3040.0
2015-06-18,3040.0
2015-06-19,3040.0
2015-06-23,3040.0
2015-06-24,3040.0
2015-06-25,3040.0
2015-06-26,3040.0
2015-06-29,3040.0
2015-06-30,3040.0
2015-07-01,3015.0
2015-07-02,3015.0
2015-07-03,3015.0
2015-07-06,3015.0
2015-07-07,3015.0
2015-07-08,3015.0
2015-07-09,3015.0
2015-07-10,3015.0
2015-07-13,3015.0
2015-07-14,3015.0
2015-07-15,3015.0
2015-07-16,2965.0
2015-07-17,2940.0
2015-07-20,2940.0
2015-07-21,2900.0
2015-07-22,2900.0
2015-07-23,2900.0
2015-07-24,2900.0
2015-07-27,2900.0
2015-07-28,2900.0
2015-07-29,2900.0
2015-07-30,2900.0
2015-07-31,2875.0
2015-08-03,2875.0
2015-08-04,2875.0
2015-08-05,2850.0
2015-08-06,2800.0
2015-08-07,2800.0
2015-08-10,2800.0
2015-08-11,2800.0
2015-08-12,2800.0
2015-08-13,2775.0
2015-08-14,2775.0
2015-08-17,2775.0
2015-08-18,2775.0
2015-08-19,2775.0
2015-08-20,2750.0
2015-08-21,2750.0
2015-08-24,2750.0
2015-08-25,2725.0
2015-08-26,2725.0
2015-08-27,2725.0
2015-08-28,2725.0
2015-08-31,2725.0
2015-09-01,2725.0
2015-09-02,2725.0
2015-09-07,2725.0
2015-09-08,2725.0
2015-09-09,2725.0
2015-09-10,2725.0
2015-09-11,2725.0
2015-09-14,2725.0
2015-09-15,2700.0
2015-09-16,2700.0
2015-09-17,2700.0
2015-09-18,2700.0
2015-09-21,2700.0
2015-09-22,2700.0
2015-09-23,2700.0
2015-09-24,2700.0
2015-09-25,2700.0
2015-09-28,2700.0
2015-09-29,2700.0
2015-09-30,2700.0
2015-10-08,2700.0
2015-10-09,2700.0
2015-10-12,2700.0
2015-10-13,2575.0
2015-10-14,2575.0
2015-10-15,2575.0
2015-10-16,2575.0
2015-10-19,2575.0
2015-10-20,2575.0
2015-10-21,2575.0
2015-10-22,2575.0
