日期,华北融指1线性（天津9085）
2017-10-13,9700.0
2017-10-16,9700.0
2017-10-17,9750.0
2017-10-18,9750.0
2017-10-19,9700.0
2017-10-20,9700.0
2017-10-23,9800.0
2017-10-24,9800.0
2017-10-25,9800.0
2017-10-26,9800.0
2017-10-27,9750.0
2017-10-30,9700.0
2017-10-31,9650.0
2017-11-01,9650.0
2017-11-02,9650.0
2017-11-03,9650.0
2017-11-06,9650.0
2017-11-07,9750.0
2017-11-08,9750.0
2017-11-09,9800.0
2017-11-10,9850.0
2017-11-13,9800.0
2017-11-14,9800.0
2017-11-15,9750.0
2017-11-16,9700.0
2017-11-17,9700.0
2017-11-20,9700.0
2017-11-21,9700.0
2017-11-22,9700.0
2017-11-23,9700.0
2017-11-24,9700.0
2017-11-27,9800.0
2017-11-28,9700.0
2017-11-29,9700.0
2017-11-30,9700.0
2017-12-01,9700.0
2017-12-04,9700.0
2017-12-05,9700.0
2017-12-06,9700.0
2017-12-07,9700.0
2017-12-08,9700.0
2017-12-11,9700.0
2017-12-12,9700.0
2017-12-13,9700.0
2017-12-14,9650.0
2017-12-15,9550.0
2017-12-18,9550.0
2017-12-19,9700.0
2017-12-20,9700.0
2017-12-21,9750.0
2017-12-22,9750.0
2017-12-25,9750.0
2017-12-26,9750.0
2017-12-27,9750.0
2017-12-28,9750.0
2017-12-29,9750.0
2018-01-02,9800.0
2018-01-03,9800.0
2018-01-04,9800.0
2018-01-05,9800.0
2018-01-08,9800.0
2018-01-09,9800.0
2018-01-10,9850.0
2018-01-11,9850.0
2018-01-12,9850.0
2018-01-15,10150.0
2018-01-16,10150.0
2018-01-17,10150.0
2018-01-18,10150.0
2018-01-19,10000.0
2018-01-22,10000.0
2018-01-23,9900.0
2018-01-24,9900.0
2018-01-25,9900.0
2018-01-26,9900.0
2018-01-29,9900.0
2018-01-30,9900.0
2018-01-31,9800.0
2018-02-01,9800.0
2018-02-02,9800.0
2018-02-05,9800.0
2018-02-06,9700.0
2018-02-07,9600.0
2018-02-08,9500.0
2018-02-09,9500.0
2018-02-12,9520.0
2018-02-13,9520.0
2018-02-14,9520.0
2018-02-22,9520.0
2018-02-23,9500.0
2018-02-26,9550.0
2018-02-27,9500.0
2018-02-28,9450.0
2018-03-01,9450.0
2018-03-02,9450.0
2018-03-05,9450.0
2018-03-06,9500.0
2018-03-07,9500.0
2018-03-08,9450.0
2018-03-09,9400.0
2018-03-12,9400.0
2018-03-13,9300.0
2018-03-14,9300.0
2018-03-15,9300.0
2018-03-16,9300.0
2018-03-19,9300.0
2018-03-20,9300.0
2018-03-21,9300.0
2018-03-22,9300.0
2018-03-23,9300.0
2018-03-26,9200.0
2018-03-27,9200.0
2018-03-28,9200.0
2018-03-29,9200.0
2018-03-30,9200.0
2018-04-02,9300.0
2018-04-03,9300.0
2018-04-04,9400.0
2018-04-09,9500.0
2018-04-10,9550.0
2018-04-11,9550.0
2018-04-12,9600.0
2018-04-13,9600.0
2018-04-16,9600.0
2018-04-17,9600.0
2018-04-18,9600.0
2018-04-19,9600.0
2018-04-20,9600.0
2018-04-23,9600.0
2018-04-24,9600.0
2018-04-25,9600.0
2018-04-26,9600.0
2018-04-27,9600.0
2018-05-02,9600.0
2018-05-03,9600.0
2018-05-04,9700.0
2018-05-07,9750.0
2018-05-08,9750.0
2018-05-09,9750.0
2018-05-10,9750.0
2018-05-11,9750.0
2018-05-14,9750.0
2018-05-15,9750.0
2018-05-16,9750.0
2018-05-17,9750.0
2018-05-18,9750.0
2018-05-21,9750.0
2018-05-22,9750.0
2018-05-23,9750.0
2018-05-24,9650.0
2018-05-25,9650.0
2018-05-28,9600.0
2018-05-29,9550.0
2018-05-30,9500.0
2018-05-31,9500.0
2018-06-01,9500.0
2018-06-04,9500.0
2018-06-05,9450.0
2018-06-06,9400.0
2018-06-07,9400.0
2018-06-08,9320.0
2018-06-11,9320.0
2018-06-12,9320.0
2018-06-13,9320.0
2018-06-14,9320.0
2018-06-15,9320.0
2018-06-19,9320.0
2018-06-20,9300.0
2018-06-21,9300.0
2018-06-22,9300.0
2018-06-25,9400.0
2018-06-26,9400.0
2018-06-27,9400.0
2018-06-28,9400.0
2018-06-29,9400.0
2018-07-02,9400.0
2018-07-03,9400.0
2018-07-04,9400.0
2018-07-05,9400.0
2018-07-06,9400.0
2018-07-09,9400.0
2018-07-10,9400.0
2018-07-11,9400.0
2018-07-12,9400.0
2018-07-13,9400.0
2018-07-16,9450.0
2018-07-17,9450.0
2018-07-18,9450.0
2018-07-19,9450.0
2018-07-20,9450.0
2018-07-23,9450.0
2018-07-24,9500.0
2018-07-25,9500.0
2018-07-26,9500.0
2018-07-27,9500.0
2018-07-30,9500.0
2018-07-31,9500.0
2018-08-01,9600.0
2018-08-02,9600.0
2018-08-03,9700.0
2018-08-06,9800.0
2018-08-07,9800.0
2018-08-08,9800.0
2018-08-09,9800.0
2018-08-10,9800.0
2018-08-13,9800.0
2018-08-14,9800.0
2018-08-15,9800.0
2018-08-16,9800.0
2018-08-17,9700.0
2018-08-20,9700.0
2018-08-21,9700.0
2018-08-22,9700.0
2018-08-23,9700.0
2018-08-24,9700.0
2018-08-27,9700.0
2018-08-28,9700.0
2018-08-29,9700.0
2018-08-30,9700.0
2018-08-31,9700.0
2018-09-03,9700.0
2018-09-04,9700.0
2018-09-05,9700.0
2018-09-06,9700.0
2018-09-07,9700.0
2018-09-10,9700.0
2018-09-11,9700.0
2018-09-12,9650.0
2018-09-13,9650.0
2018-09-14,9650.0
2018-09-17,9650.0
2018-09-18,9650.0
2018-09-19,9650.0
2018-09-20,9700.0
2018-09-21,9700.0
2018-09-25,9700.0
2018-09-26,9700.0
2018-09-27,9700.0
2018-09-28,9700.0
2018-10-08,9800.0
2018-10-09,9800.0
2018-10-10,9800.0
2018-10-11,9850.0
2018-10-12,9850.0
2018-10-15,9850.0
2018-10-16,9850.0
2018-10-17,9850.0
2018-10-18,9850.0
2018-10-19,9700.0
2018-10-22,9700.0
2018-10-23,9700.0
2018-10-24,9700.0
2018-10-25,9700.0
2018-10-26,9650.0
2018-10-29,9650.0
2018-10-30,9600.0
2018-10-31,9600.0
2018-11-01,9600.0
2018-11-02,9500.0
2018-11-05,9500.0
2018-11-06,9500.0
2018-11-07,9400.0
2018-11-08,9400.0
2018-11-09,9400.0
2018-11-12,9400.0
2018-11-13,9400.0
2018-11-14,9350.0
2018-11-15,9350.0
2018-11-16,9350.0
2018-11-19,9350.0
2018-11-20,9350.0
2018-11-21,9300.0
2018-11-22,9300.0
2018-11-23,9200.0
2018-11-26,9200.0
2018-11-27,9200.0
2018-11-28,9200.0
2018-11-29,9200.0
2018-11-30,9150.0
2018-12-03,9250.0
2018-12-04,9250.0
2018-12-05,9350.0
2018-12-06,9350.0
2018-12-07,9350.0
2018-12-10,9400.0
2018-12-11,9350.0
2018-12-12,9350.0
2018-12-13,9350.0
2018-12-14,9350.0
2018-12-17,9350.0
2018-12-18,9400.0
2018-12-19,9400.0
2018-12-20,9330.0
2018-12-21,9250.0
2018-12-24,9250.0
2018-12-25,9250.0
2018-12-26,9250.0
2018-12-27,9250.0
2018-12-28,9250.0
2019-01-02,9300.0
2019-01-03,9300.0
2019-01-04,9300.0
2019-01-07,9300.0
2019-01-08,9300.0
2019-01-09,9300.0
2019-01-10,9300.0
2019-01-11,9200.0
2019-01-14,9200.0
2019-01-15,9200.0
2019-01-16,9200.0
2019-01-17,9100.0
2019-01-18,9100.0
2019-01-21,9100.0
2019-01-22,9100.0
2019-01-23,9100.0
2019-01-24,9100.0
2019-01-25,9100.0
2019-01-28,9100.0
2019-01-29,9100.0
2019-01-30,9100.0
2019-01-31,9100.0
2019-02-01,9100.0
2019-02-11,9050.0
2019-02-12,9000.0
2019-02-13,8900.0
2019-02-14,8850.0
2019-02-15,8800.0
2019-02-18,8800.0
2019-02-19,8900.0
2019-02-20,8950.0
2019-02-21,8950.0
2019-02-22,9000.0
2019-02-25,9000.0
2019-02-26,9000.0
2019-02-27,9000.0
2019-02-28,8950.0
2019-03-01,8950.0
2019-03-04,8950.0
2019-03-05,8950.0
2019-03-06,8950.0
2019-03-07,8950.0
2019-03-08,8950.0
2019-03-11,8950.0
2019-03-12,8950.0
2019-03-13,8950.0
2019-03-14,8950.0
2019-03-15,8950.0
2019-03-18,8850.0
2019-03-19,8900.0
2019-03-20,8800.0
2019-03-21,8800.0
2019-03-22,8750.0
2019-03-25,8750.0
2019-03-26,8750.0
2019-03-27,8750.0
2019-03-28,8750.0
2019-03-29,8700.0
2019-04-01,8700.0
2019-04-02,8900.0
2019-04-03,8900.0
2019-04-04,8850.0
2019-04-08,8850.0
2019-04-09,8900.0
2019-04-10,8900.0
2019-04-11,8900.0
2019-04-12,8800.0
2019-04-15,8800.0
2019-04-16,8800.0
2019-04-17,8800.0
2019-04-18,8800.0
2019-04-19,8700.0
2019-04-22,8650.0
2019-04-23,8650.0
2019-04-24,8600.0
2019-04-25,8600.0
2019-04-26,8600.0
2019-04-29,8500.0
2019-04-30,8500.0
2019-05-06,8430.0
2019-05-07,8330.0
2019-05-08,8250.0
2019-05-09,8300.0
2019-05-10,8200.0
2019-05-13,8200.0
2019-05-14,8100.0
2019-05-15,8000.0
2019-05-16,8000.0
2019-05-17,8000.0
2019-05-20,8100.0
2019-05-21,8200.0
2019-05-22,8200.0
2019-05-23,8200.0
2019-05-24,8100.0
2019-05-27,8100.0
2019-05-28,8100.0
2019-05-29,8100.0
2019-05-30,8100.0
2019-05-31,8100.0
2019-06-03,8100.0
2019-06-04,8100.0
2019-06-05,8000.0
2019-06-06,8000.0
2019-06-10,7950.0
2019-06-11,7950.0
2019-06-12,7950.0
2019-06-13,7900.0
2019-06-14,7900.0
2019-06-17,7900.0
2019-06-18,7900.0
2019-06-19,7900.0
2019-06-20,7900.0
2019-06-21,7900.0
2019-06-24,7900.0
2019-06-25,7950.0
2019-06-26,7950.0
2019-06-27,7950.0
2019-06-28,7950.0
2019-07-01,7950.0
2019-07-02,7950.0
2019-07-03,8100.0
2019-07-04,8100.0
2019-07-05,8100.0
2019-07-08,8100.0
2019-07-09,8100.0
2019-07-10,8200.0
2019-07-11,8150.0
2019-07-12,8050.0
2019-07-15,8050.0
2019-07-16,7950.0
2019-07-17,7950.0
2019-07-18,7850.0
2019-07-19,7850.0
2019-07-22,7850.0
2019-07-23,7850.0
2019-07-24,7850.0
2019-07-25,7850.0
2019-07-26,7850.0
2019-07-29,7850.0
2019-07-30,7850.0
2019-07-31,7850.0
2019-08-01,7850.0
2019-08-02,7850.0
2019-08-05,7800.0
2019-08-06,7800.0
2019-08-07,7800.0
2019-08-08,7800.0
2019-08-09,7800.0
2019-08-12,7800.0
2019-08-13,7800.0
2019-08-14,7800.0
2019-08-15,7800.0
2019-08-16,7650.0
2019-08-19,7650.0
2019-08-20,7650.0
2019-08-21,7650.0
2019-08-22,7550.0
2019-08-23,7450.0
2019-08-26,7450.0
2019-08-27,7450.0
2019-08-28,7350.0
2019-08-29,7350.0
2019-08-30,7350.0
2019-09-02,7350.0
2019-09-03,7350.0
2019-09-04,7350.0
2019-09-05,7350.0
2019-09-06,7350.0
2019-09-09,7350.0
2019-09-10,7350.0
2019-09-11,7350.0
2019-09-12,7350.0
2019-09-16,7450.0
2019-09-17,7650.0
2019-09-18,7650.0
2019-09-19,7650.0
2019-09-20,7650.0
2019-09-23,7650.0
2019-09-24,7650.0
2019-09-25,7650.0
2019-09-26,7650.0
2019-09-27,7650.0
2019-09-30,7550.0
2019-10-08,7550.0
2019-10-09,7450.0
2019-10-10,7450.0
2019-10-11,7450.0
2019-10-14,7450.0
2019-10-15,7550.0
2019-10-16,7550.0
2019-10-17,7450.0
2019-10-18,7450.0
2019-10-21,7450.0
2019-10-22,7350.0
2019-10-23,7350.0
2019-10-24,7350.0
2019-10-25,7350.0
2019-10-28,7350.0
2019-10-29,7350.0
2019-10-30,7350.0
2019-10-31,7400.0
2019-11-01,7400.0
2019-11-04,7400.0
2019-11-05,7400.0
2019-11-06,7400.0
2019-11-07,7400.0
2019-11-08,7350.0
2019-11-11,7350.0
2019-11-12,7300.0
2019-11-13,7300.0
2019-11-14,7250.0
2019-11-15,7250.0
2019-11-18,7250.0
2019-11-19,7250.0
2019-11-20,7250.0
