日期,电石华北 山东
2018-10-12,3550.0
2018-10-15,3500.0
2018-10-16,3500.0
2018-10-17,3500.0
2018-10-18,3500.0
2018-10-19,3500.0
2018-10-22,3500.0
2018-10-23,3450.0
2018-10-24,3450.0
2018-10-25,3400.0
2018-10-26,3400.0
2018-10-29,3395.0
2018-10-30,3395.0
2018-10-31,3395.0
2018-11-01,3395.0
2018-11-02,3395.0
2018-11-05,3370.0
2018-11-06,3370.0
2018-11-07,3370.0
2018-11-08,3370.0
2018-11-09,3350.0
2018-11-12,3300.0
2018-11-13,3300.0
2018-11-14,3300.0
2018-11-15,3300.0
2018-11-16,3300.0
2018-11-19,3300.0
2018-11-20,3300.0
2018-11-21,3300.0
2018-11-22,3300.0
2018-11-23,3300.0
2018-11-26,3300.0
2018-11-27,3300.0
2018-11-28,3300.0
2018-11-29,3250.0
2018-11-30,3250.0
2018-12-03,3200.0
2018-12-04,3200.0
2018-12-05,3150.0
2018-12-06,3100.0
2018-12-07,3100.0
2018-12-10,3100.0
2018-12-11,3100.0
2018-12-12,3100.0
2018-12-13,3100.0
2018-12-14,3100.0
2018-12-17,2980.0
2018-12-18,2980.0
2018-12-19,2980.0
2018-12-20,2980.0
2018-12-21,2980.0
2018-12-24,2950.0
2018-12-25,2950.0
2018-12-26,2950.0
2018-12-27,2950.0
2018-12-28,2950.0
2019-01-02,2950.0
2019-01-03,2950.0
2019-01-04,2950.0
2019-01-07,2950.0
2019-01-08,2950.0
2019-01-09,2950.0
2019-01-10,2950.0
2019-01-11,2950.0
2019-01-14,2950.0
2019-01-15,2950.0
2019-01-16,2950.0
2019-01-17,2950.0
2019-01-18,2950.0
2019-01-21,2980.0
2019-01-22,2980.0
2019-01-23,2980.0
2019-01-24,2980.0
2019-01-25,2980.0
2019-01-28,3000.0
2019-01-29,3000.0
2019-01-30,3000.0
2019-01-31,3000.0
2019-02-01,3000.0
2019-02-11,3050.0
2019-02-12,3050.0
2019-02-13,3050.0
2019-02-14,3050.0
2019-02-15,3050.0
2019-02-18,3020.0
2019-02-19,3020.0
2019-02-20,3020.0
2019-02-21,3020.0
2019-02-22,3020.0
2019-02-25,3020.0
2019-02-26,3020.0
2019-02-27,3020.0
2019-02-28,3020.0
2019-03-01,3020.0
2019-03-04,3020.0
2019-03-05,3020.0
2019-03-06,3020.0
2019-03-07,3020.0
2019-03-08,3020.0
2019-03-11,3080.0
2019-03-12,3080.0
2019-03-13,3080.0
2019-03-14,3080.0
2019-03-15,3080.0
2019-03-18,3180.0
2019-03-19,3180.0
2019-03-20,3230.0
2019-03-21,3230.0
2019-03-22,3230.0
2019-03-25,3330.0
2019-03-26,3430.0
2019-03-27,3430.0
2019-03-28,3430.0
2019-03-29,3430.0
2019-04-01,3430.0
2019-04-02,3430.0
2019-04-03,3430.0
2019-04-04,3430.0
2019-04-08,3430.0
2019-04-09,3430.0
2019-04-10,3430.0
2019-04-11,3430.0
2019-04-12,3430.0
2019-04-15,3480.0
2019-04-16,3480.0
2019-04-17,3480.0
2019-04-18,3480.0
2019-04-19,3480.0
2019-04-22,3480.0
2019-04-23,3430.0
2019-04-24,3430.0
2019-04-25,3430.0
2019-04-26,3430.0
2019-04-29,3365.0
2019-04-30,3365.0
2019-05-06,3290.0
2019-05-07,3290.0
2019-05-08,3290.0
2019-05-09,3290.0
2019-05-10,3240.0
2019-05-13,3240.0
2019-05-14,3240.0
2019-05-15,3190.0
2019-05-16,3190.0
2019-05-17,3140.0
2019-05-20,3115.0
2019-05-21,3115.0
2019-05-22,3115.0
2019-05-23,3115.0
2019-05-24,3100.0
2019-05-27,3060.0
2019-05-28,3040.0
2019-05-29,3020.0
2019-05-30,3020.0
2019-05-31,2995.0
2019-06-03,2995.0
2019-06-04,2995.0
2019-06-05,2920.0
2019-06-06,2865.0
2019-06-10,2865.0
2019-06-11,2865.0
2019-06-12,2865.0
2019-06-13,2865.0
2019-06-14,2865.0
2019-06-17,2865.0
2019-06-18,2865.0
2019-06-19,2890.0
2019-06-20,2890.0
2019-06-21,2915.0
2019-06-24,2965.0
2019-06-25,3065.0
2019-06-26,3065.0
2019-06-27,3065.0
2019-06-28,3165.0
2019-07-01,3265.0
2019-07-02,3265.0
2019-07-03,3265.0
2019-07-04,3290.0
2019-07-05,3290.0
2019-07-08,3315.0
2019-07-09,3340.0
2019-07-10,3340.0
2019-07-11,3340.0
2019-07-12,3365.0
2019-07-15,3365.0
2019-07-16,3365.0
2019-07-17,3365.0
2019-07-18,3365.0
2019-07-19,3365.0
2019-07-22,3390.0
2019-07-23,3390.0
2019-07-24,3435.0
2019-07-25,3435.0
2019-07-26,3435.0
2019-07-29,3435.0
2019-07-30,3435.0
2019-07-31,3435.0
2019-08-01,3435.0
2019-08-02,3435.0
2019-08-05,3435.0
2019-08-06,3365.0
2019-08-07,3365.0
2019-08-08,3315.0
2019-08-09,3315.0
2019-08-12,3340.0
2019-08-13,3340.0
2019-08-14,3315.0
2019-08-15,3315.0
2019-08-16,3290.0
2019-08-19,3290.0
2019-08-20,3215.0
2019-08-21,3215.0
2019-08-22,3215.0
2019-08-23,3215.0
2019-08-26,3165.0
2019-08-27,3165.0
2019-08-28,3115.0
2019-08-29,3115.0
2019-08-30,3115.0
2019-09-02,3115.0
2019-09-03,3090.0
2019-09-04,3090.0
2019-09-05,3090.0
2019-09-06,3090.0
2019-09-09,3090.0
2019-09-10,3090.0
2019-09-11,3090.0
2019-09-12,3090.0
2019-09-16,3090.0
2019-09-17,3175.0
2019-09-18,3175.0
2019-09-19,3175.0
2019-09-20,3175.0
2019-09-23,3270.0
2019-09-24,3295.0
2019-09-25,3295.0
2019-09-26,3295.0
2019-09-27,3295.0
2019-09-30,3295.0
2019-10-08,3295.0
2019-10-09,3295.0
2019-10-10,3295.0
2019-10-11,3295.0
2019-10-14,3295.0
2019-10-15,3295.0
2019-10-16,3295.0
2019-10-17,3295.0
2019-10-18,3295.0
2019-10-21,3295.0
2019-10-22,3270.0
2019-10-23,3255.0
2019-10-24,3255.0
2019-10-25,3255.0
2019-10-28,3255.0
2019-10-29,3230.0
2019-10-30,3230.0
2019-10-31,3230.0
2019-11-01,3230.0
2019-11-04,3205.0
2019-11-05,3180.0
2019-11-06,3180.0
2019-11-07,3180.0
2019-11-08,3085.0
2019-11-11,3060.0
2019-11-12,3060.0
2019-11-13,3060.0
2019-11-14,3060.0
2019-11-15,3060.0
2019-11-18,3035.0
2019-11-19,3010.0
2019-11-20,3010.0
2019-11-21,3010.0
2019-11-22,3010.0
2019-11-25,2980.0
2019-11-26,2980.0
2019-11-27,2980.0
2019-11-28,2980.0
2019-11-29,2980.0
2019-12-02,2980.0
2019-12-03,2980.0
2019-12-04,2980.0
2019-12-05,2980.0
2019-12-06,2980.0
2019-12-09,2980.0
2019-12-10,2980.0
2019-12-11,2980.0
2019-12-12,2980.0
2019-12-13,2980.0
2019-12-16,2980.0
2019-12-17,2980.0
