日期,电石华北 山东
2014-11-14,2780.0
2014-11-17,2780.0
2014-11-18,2780.0
2014-11-19,2780.0
2014-11-20,2780.0
2014-11-21,2780.0
2014-11-24,2780.0
2014-11-25,2780.0
2014-11-26,2780.0
2014-11-27,2780.0
2014-11-28,2780.0
2014-12-01,2780.0
2014-12-02,2750.0
2014-12-03,2750.0
2014-12-04,2750.0
2014-12-05,2750.0
2014-12-08,2730.0
2014-12-09,2730.0
2014-12-10,2730.0
2014-12-11,2730.0
2014-12-12,2750.0
2014-12-15,2750.0
2014-12-16,2750.0
2014-12-17,2750.0
2014-12-18,2750.0
2014-12-19,2750.0
2014-12-22,2700.0
2014-12-23,2700.0
2014-12-24,2700.0
2014-12-25,2650.0
2014-12-26,2650.0
2014-12-29,2650.0
2014-12-30,2650.0
2014-12-31,2650.0
2015-01-05,2650.0
2015-01-06,2650.0
2015-01-07,2650.0
2015-01-08,2650.0
2015-01-09,2650.0
2015-01-12,2650.0
2015-01-13,2650.0
2015-01-14,2650.0
2015-01-15,2650.0
2015-01-16,2600.0
2015-01-19,2600.0
2015-01-20,2600.0
2015-01-21,2600.0
2015-01-22,2600.0
2015-01-23,2600.0
2015-01-26,2600.0
2015-01-27,2600.0
2015-01-28,2580.0
2015-01-29,2580.0
2015-01-30,2580.0
2015-02-02,2580.0
2015-02-03,2580.0
2015-02-04,2580.0
2015-02-05,2400.0
2015-02-06,2400.0
2015-02-09,2400.0
2015-02-10,2400.0
2015-02-11,2400.0
2015-02-12,2350.0
2015-02-13,2350.0
2015-02-16,2350.0
2015-02-17,2350.0
2015-02-25,2350.0
2015-02-26,2350.0
2015-02-27,2350.0
2015-03-02,2350.0
2015-03-03,2350.0
2015-03-04,2450.0
2015-03-05,2450.0
2015-03-06,2450.0
2015-03-09,2450.0
2015-03-10,2450.0
2015-03-11,2450.0
2015-03-12,2450.0
2015-03-13,2500.0
2015-03-16,2500.0
2015-03-17,2550.0
2015-03-18,2550.0
2015-03-19,2550.0
2015-03-20,2550.0
2015-03-23,2550.0
2015-03-24,2600.0
2015-03-25,2600.0
2015-03-26,2650.0
2015-03-27,2650.0
2015-03-30,2700.0
2015-03-31,2750.0
2015-04-01,2750.0
2015-04-02,2800.0
2015-04-03,2800.0
2015-04-07,2900.0
2015-04-08,2900.0
2015-04-09,2900.0
2015-04-10,2900.0
2015-04-13,2900.0
2015-04-14,2900.0
2015-04-15,2900.0
2015-04-16,2900.0
2015-04-17,2900.0
2015-04-20,2900.0
2015-04-21,2900.0
2015-04-22,2900.0
2015-04-23,2900.0
2015-04-24,2900.0
2015-04-27,2900.0
2015-04-28,2900.0
2015-04-29,2900.0
2015-04-30,2900.0
2015-05-04,2900.0
2015-05-05,2900.0
2015-05-06,2900.0
2015-05-07,2900.0
2015-05-08,2900.0
2015-05-11,2900.0
2015-05-12,2900.0
2015-05-13,2850.0
2015-05-14,2850.0
2015-05-15,2850.0
2015-05-18,2800.0
2015-05-19,2800.0
2015-05-20,2750.0
2015-05-21,2750.0
2015-05-22,2750.0
2015-05-25,2650.0
2015-05-26,2650.0
2015-05-27,2650.0
2015-05-28,2650.0
2015-05-29,2650.0
2015-06-01,2650.0
2015-06-02,2650.0
2015-06-03,2550.0
2015-06-04,2550.0
2015-06-05,2550.0
2015-06-08,2550.0
2015-06-09,2550.0
2015-06-10,2550.0
2015-06-11,2500.0
2015-06-12,2500.0
2015-06-15,2450.0
2015-06-16,2450.0
2015-06-17,2400.0
2015-06-18,2400.0
2015-06-19,2400.0
2015-06-23,2400.0
2015-06-24,2400.0
2015-06-25,2400.0
2015-06-26,2400.0
2015-06-29,2400.0
2015-06-30,2400.0
2015-07-01,2400.0
2015-07-02,2400.0
2015-07-03,2400.0
2015-07-06,2400.0
2015-07-07,2400.0
2015-07-08,2400.0
2015-07-09,2400.0
2015-07-10,2400.0
2015-07-13,2400.0
2015-07-14,2400.0
2015-07-15,2400.0
2015-07-16,2400.0
2015-07-17,2400.0
2015-07-20,2400.0
2015-07-21,2450.0
2015-07-22,2450.0
2015-07-23,2450.0
2015-07-24,2450.0
2015-07-27,2500.0
2015-07-28,2500.0
2015-07-29,2500.0
2015-07-30,2600.0
2015-07-31,2600.0
2015-08-03,2600.0
2015-08-04,2600.0
2015-08-05,2600.0
2015-08-06,2600.0
2015-08-07,2600.0
2015-08-10,2600.0
2015-08-11,2600.0
2015-08-12,2600.0
2015-08-13,2600.0
2015-08-14,2600.0
2015-08-17,2600.0
2015-08-18,2600.0
2015-08-19,2600.0
2015-08-20,2600.0
2015-08-21,2600.0
2015-08-24,2600.0
2015-08-25,2600.0
2015-08-26,2600.0
2015-08-27,2600.0
2015-08-28,2600.0
2015-08-31,2600.0
2015-09-01,2600.0
2015-09-02,2600.0
2015-09-07,2550.0
2015-09-08,2550.0
2015-09-09,2500.0
2015-09-10,2500.0
2015-09-11,2500.0
2015-09-14,2500.0
2015-09-15,2500.0
2015-09-16,2500.0
2015-09-17,2500.0
2015-09-18,2400.0
2015-09-21,2400.0
2015-09-22,2400.0
2015-09-23,2400.0
2015-09-24,2400.0
2015-09-25,2400.0
2015-09-28,2400.0
2015-09-29,2400.0
2015-09-30,2400.0
2015-10-08,2400.0
2015-10-09,2400.0
2015-10-12,2400.0
2015-10-13,2400.0
2015-10-14,2400.0
2015-10-15,2400.0
2015-10-16,2400.0
2015-10-19,2400.0
2015-10-20,2370.0
2015-10-21,2370.0
2015-10-22,2370.0
2015-10-23,2370.0
2015-10-26,2370.0
2015-10-27,2370.0
2015-10-28,2370.0
2015-10-29,2370.0
2015-10-30,2370.0
2015-11-02,2300.0
2015-11-03,2300.0
2015-11-04,2300.0
2015-11-05,2300.0
2015-11-06,2300.0
2015-11-09,2300.0
2015-11-10,2300.0
2015-11-11,2300.0
2015-11-12,2300.0
2015-11-13,2300.0
2015-11-16,2300.0
2015-11-17,2300.0
2015-11-18,2300.0
2015-11-19,2300.0
2015-11-20,2300.0
2015-11-23,2300.0
2015-11-24,2300.0
2015-11-25,2300.0
2015-11-26,2330.0
2015-11-27,2330.0
2015-11-30,2330.0
2015-12-01,2330.0
2015-12-02,2330.0
2015-12-03,2330.0
2015-12-04,2330.0
2015-12-07,2310.0
2015-12-08,2310.0
2015-12-09,2310.0
2015-12-10,2310.0
2015-12-11,2310.0
2015-12-14,2310.0
2015-12-15,2310.0
2015-12-16,2310.0
2015-12-17,2310.0
2015-12-18,2310.0
2015-12-21,2310.0
2015-12-22,2310.0
2015-12-23,2310.0
2015-12-24,2310.0
2015-12-25,2310.0
2015-12-28,2310.0
2015-12-29,2310.0
2015-12-30,2310.0
2015-12-31,2310.0
2016-01-04,2310.0
2016-01-05,2310.0
2016-01-06,2310.0
2016-01-07,2310.0
2016-01-08,2310.0
2016-01-11,2310.0
2016-01-12,2310.0
2016-01-13,2310.0
2016-01-14,2310.0
2016-01-15,2280.0
2016-01-18,2280.0
2016-01-19,2280.0
2016-01-20,2280.0
2016-01-21,2280.0
2016-01-22,2280.0
2016-01-25,2280.0
2016-01-26,2280.0
2016-01-27,2300.0
2016-01-28,2300.0
2016-01-29,2300.0
2016-02-01,2300.0
2016-02-02,2300.0
2016-02-03,2300.0
2016-02-04,2300.0
2016-02-05,2300.0
2016-02-15,2300.0
2016-02-16,2300.0
2016-02-17,2300.0
2016-02-18,2300.0
2016-02-19,2300.0
2016-02-22,2300.0
2016-02-23,2300.0
2016-02-24,2300.0
2016-02-25,2280.0
2016-02-26,2280.0
2016-02-29,2280.0
2016-03-01,2250.0
2016-03-02,2250.0
2016-03-03,2250.0
2016-03-04,2250.0
2016-03-07,2250.0
2016-03-08,2250.0
2016-03-09,2250.0
2016-03-10,2250.0
2016-03-11,2230.0
2016-03-14,2200.0
2016-03-15,2180.0
2016-03-16,2180.0
2016-03-17,2150.0
2016-03-18,2150.0
2016-03-21,2150.0
2016-03-22,2150.0
2016-03-23,2150.0
2016-03-24,2150.0
2016-03-25,2150.0
2016-03-28,2150.0
2016-03-29,2150.0
2016-03-30,2150.0
2016-03-31,2150.0
2016-04-01,2180.0
2016-04-05,2200.0
2016-04-06,2200.0
2016-04-07,2220.0
2016-04-08,2220.0
2016-04-11,2270.0
2016-04-12,2270.0
2016-04-13,2270.0
2016-04-14,2290.0
2016-04-15,2300.0
2016-04-18,2300.0
2016-04-19,2300.0
2016-04-20,2300.0
2016-04-21,2300.0
2016-04-22,2340.0
2016-04-25,2370.0
2016-04-26,2370.0
2016-04-27,2370.0
2016-04-28,2370.0
2016-04-29,2370.0
2016-05-03,2370.0
2016-05-04,2370.0
2016-05-05,2370.0
2016-05-06,2370.0
2016-05-09,2370.0
2016-05-10,2370.0
2016-05-11,2370.0
2016-05-12,2370.0
2016-05-13,2370.0
2016-05-16,2370.0
2016-05-17,2370.0
2016-05-18,2370.0
2016-05-19,2370.0
2016-05-20,2370.0
2016-05-23,2370.0
2016-05-24,2370.0
2016-05-25,2370.0
2016-05-26,2370.0
2016-05-27,2370.0
2016-05-30,2370.0
2016-05-31,2370.0
2016-06-01,2370.0
2016-06-02,2370.0
2016-06-03,2370.0
2016-06-06,2370.0
2016-06-07,2350.0
2016-06-08,2350.0
2016-06-13,2310.0
2016-06-14,2310.0
2016-06-15,2310.0
2016-06-16,2310.0
2016-06-17,2310.0
2016-06-20,2310.0
2016-06-21,2310.0
2016-06-22,2310.0
2016-06-23,2310.0
2016-06-24,2310.0
2016-06-27,2310.0
2016-06-28,2310.0
2016-06-29,2310.0
2016-06-30,2310.0
2016-07-01,2310.0
2016-07-04,2310.0
2016-07-05,2310.0
2016-07-06,2310.0
2016-07-07,2310.0
2016-07-08,2310.0
2016-07-11,2310.0
2016-07-12,2310.0
2016-07-13,2310.0
2016-07-14,2310.0
2016-07-15,2310.0
2016-07-18,2310.0
2016-07-19,2310.0
2016-07-20,2310.0
2016-07-21,2310.0
2016-07-22,2310.0
2016-07-25,2330.0
2016-07-26,2330.0
2016-07-27,2330.0
2016-07-28,2330.0
2016-07-29,2330.0
2016-08-01,2360.0
2016-08-02,2360.0
2016-08-03,2360.0
2016-08-04,2400.0
2016-08-05,2400.0
2016-08-08,2400.0
2016-08-09,2450.0
2016-08-10,2450.0
2016-08-11,2450.0
2016-08-12,2480.0
2016-08-15,2500.0
2016-08-16,2500.0
2016-08-17,2500.0
2016-08-18,2500.0
2016-08-19,2550.0
2016-08-22,2550.0
2016-08-23,2550.0
2016-08-24,2550.0
2016-08-25,2550.0
2016-08-26,2550.0
2016-08-29,2550.0
2016-08-30,2550.0
2016-08-31,2550.0
2016-09-01,2550.0
2016-09-02,2550.0
2016-09-05,2550.0
2016-09-06,2550.0
2016-09-07,2550.0
2016-09-08,2550.0
2016-09-09,2600.0
2016-09-12,2650.0
2016-09-13,2650.0
2016-09-14,2650.0
2016-09-19,2750.0
2016-09-20,2750.0
2016-09-21,2750.0
2016-09-22,2750.0
2016-09-23,2750.0
2016-09-26,2850.0
2016-09-27,2850.0
2016-09-28,2850.0
2016-09-29,2850.0
2016-09-30,2850.0
2016-10-10,2850.0
2016-10-11,2850.0
2016-10-12,2850.0
2016-10-13,2850.0
2016-10-14,2850.0
2016-10-17,2850.0
2016-10-18,2850.0
2016-10-19,2850.0
2016-10-20,2850.0
2016-10-21,2850.0
2016-10-24,2900.0
2016-10-25,2900.0
2016-10-26,2900.0
2016-10-27,2900.0
2016-10-28,2900.0
2016-10-31,2900.0
2016-11-01,2900.0
2016-11-02,2900.0
2016-11-03,2900.0
2016-11-04,2900.0
2016-11-07,2900.0
2016-11-08,2900.0
2016-11-09,2900.0
2016-11-10,2900.0
2016-11-11,2900.0
2016-11-14,2900.0
2016-11-15,2900.0
2016-11-16,2930.0
2016-11-17,2950.0
2016-11-18,2950.0
2016-11-21,2950.0
2016-11-22,2950.0
2016-11-23,2950.0
2016-11-24,2950.0
2016-11-25,2950.0
2016-11-28,2950.0
2016-11-29,2950.0
2016-11-30,2950.0
2016-12-01,2950.0
2016-12-02,2950.0
2016-12-05,2950.0
2016-12-06,2950.0
2016-12-07,2950.0
2016-12-08,2950.0
2016-12-09,2950.0
2016-12-12,2950.0
2016-12-13,2950.0
2016-12-14,2950.0
2016-12-15,2950.0
2016-12-16,2970.0
2016-12-19,2970.0
2016-12-20,2970.0
2016-12-21,2970.0
2016-12-22,2970.0
2016-12-23,2970.0
2016-12-26,2970.0
2016-12-27,2970.0
2016-12-28,2970.0
2016-12-29,2970.0
2016-12-30,2970.0
2017-01-03,2970.0
2017-01-04,2970.0
2017-01-05,2970.0
2017-01-06,2970.0
2017-01-09,2970.0
2017-01-10,2950.0
2017-01-11,2950.0
2017-01-12,2950.0
2017-01-13,2950.0
2017-01-16,2950.0
2017-01-17,2950.0
2017-01-18,2950.0
2017-01-19,2950.0
2017-01-20,2950.0
2017-01-23,2950.0
2017-01-24,2950.0
2017-01-25,2950.0
2017-01-26,2950.0
2017-02-03,2920.0
2017-02-06,2920.0
2017-02-07,2920.0
2017-02-08,2920.0
2017-02-09,2920.0
2017-02-10,2900.0
2017-02-13,2900.0
2017-02-14,2870.0
2017-02-15,2870.0
2017-02-16,2870.0
2017-02-17,2870.0
2017-02-20,2780.0
2017-02-21,2780.0
2017-02-22,2780.0
2017-02-23,2780.0
2017-02-24,2780.0
2017-02-27,2720.0
2017-02-28,2720.0
2017-03-01,2720.0
2017-03-02,2720.0
2017-03-03,2720.0
2017-03-06,2720.0
2017-03-07,2720.0
2017-03-08,2720.0
2017-03-09,2720.0
2017-03-10,2720.0
2017-03-13,2720.0
2017-03-14,2720.0
2017-03-15,2700.0
2017-03-16,2700.0
2017-03-17,2700.0
2017-03-20,2700.0
2017-03-21,2670.0
2017-03-22,2670.0
2017-03-23,2670.0
2017-03-24,2670.0
2017-03-27,2670.0
2017-03-28,2670.0
2017-03-29,2670.0
2017-03-30,2670.0
2017-03-31,2670.0
2017-04-05,2640.0
2017-04-06,2640.0
2017-04-07,2640.0
2017-04-10,2640.0
2017-04-11,2610.0
2017-04-12,2610.0
2017-04-13,2610.0
2017-04-14,2610.0
2017-04-17,2610.0
2017-04-18,2610.0
2017-04-19,2610.0
2017-04-20,2610.0
2017-04-21,2650.0
2017-04-24,2670.0
2017-04-25,2670.0
2017-04-26,2700.0
2017-04-27,2700.0
2017-04-28,2700.0
2017-05-02,2700.0
2017-05-03,2720.0
2017-05-04,2750.0
2017-05-05,2750.0
2017-05-08,2750.0
2017-05-09,2750.0
2017-05-10,2750.0
2017-05-11,2750.0
2017-05-12,2750.0
2017-05-15,2750.0
2017-05-16,2750.0
2017-05-17,2750.0
2017-05-18,2750.0
2017-05-19,2660.0
2017-05-22,2660.0
2017-05-23,2660.0
2017-05-24,2660.0
2017-05-25,2660.0
2017-05-26,2660.0
2017-05-31,2630.0
2017-06-01,2630.0
2017-06-02,2600.0
2017-06-05,2600.0
2017-06-06,2580.0
2017-06-07,2580.0
2017-06-08,2580.0
2017-06-09,2580.0
2017-06-12,2580.0
2017-06-13,2580.0
2017-06-14,2580.0
2017-06-15,2580.0
2017-06-16,2630.0
2017-06-19,2630.0
2017-06-20,2680.0
2017-06-21,2680.0
2017-06-22,2680.0
2017-06-23,2700.0
2017-06-26,2750.0
2017-06-27,2800.0
2017-06-28,2800.0
2017-06-29,2800.0
2017-06-30,2800.0
2017-07-03,2800.0
2017-07-04,2800.0
2017-07-05,2800.0
2017-07-06,2800.0
2017-07-07,2800.0
2017-07-10,2770.0
2017-07-11,2770.0
2017-07-12,2770.0
2017-07-13,2770.0
2017-07-14,2770.0
2017-07-17,2770.0
2017-07-18,2800.0
2017-07-19,2850.0
2017-07-20,2850.0
2017-07-21,2850.0
2017-07-24,2850.0
2017-07-25,2850.0
2017-07-26,2850.0
2017-07-27,2850.0
2017-07-28,2850.0
2017-07-31,2850.0
2017-08-01,2850.0
2017-08-02,2850.0
2017-08-03,2850.0
2017-08-04,2850.0
2017-08-07,2880.0
2017-08-08,2880.0
2017-08-09,2880.0
2017-08-10,2880.0
2017-08-11,2880.0
2017-08-14,2880.0
2017-08-15,2880.0
2017-08-16,2880.0
2017-08-17,2880.0
2017-08-18,2880.0
2017-08-21,2880.0
2017-08-22,2880.0
2017-08-23,2880.0
2017-08-24,2880.0
2017-08-25,2880.0
2017-08-28,2880.0
2017-08-29,2880.0
2017-08-30,2880.0
2017-08-31,2900.0
2017-09-01,2900.0
2017-09-04,2900.0
2017-09-05,2900.0
2017-09-06,2900.0
2017-09-07,2900.0
2017-09-08,2900.0
2017-09-11,2950.0
2017-09-12,2950.0
2017-09-13,2950.0
2017-09-14,3000.0
2017-09-15,3030.0
2017-09-18,3050.0
2017-09-19,3050.0
2017-09-20,3050.0
2017-09-21,3050.0
2017-09-22,3050.0
2017-09-25,3050.0
2017-09-26,3050.0
2017-09-27,3050.0
2017-09-28,3050.0
2017-09-29,3050.0
2017-10-09,3300.0
2017-10-10,3300.0
2017-10-11,3400.0
2017-10-12,3400.0
2017-10-13,3400.0
2017-10-16,3400.0
2017-10-17,3400.0
2017-10-18,3400.0
2017-10-19,3400.0
2017-10-20,3400.0
2017-10-23,3400.0
2017-10-24,3400.0
2017-10-25,3400.0
2017-10-26,3400.0
2017-10-27,3400.0
2017-10-30,3400.0
2017-10-31,3400.0
2017-11-01,3400.0
2017-11-02,3310.0
2017-11-03,3310.0
2017-11-06,3310.0
2017-11-07,3310.0
2017-11-08,3310.0
2017-11-09,3310.0
2017-11-10,3310.0
2017-11-13,3310.0
2017-11-14,3310.0
2017-11-15,3310.0
2017-11-16,3310.0
2017-11-17,3310.0
2017-11-20,3310.0
2017-11-21,3310.0
2017-11-22,3310.0
2017-11-23,3210.0
2017-11-24,3210.0
2017-11-27,3210.0
2017-11-28,3210.0
2017-11-29,3210.0
2017-11-30,3200.0
2017-12-01,3200.0
2017-12-04,3200.0
2017-12-05,3200.0
2017-12-06,3200.0
2017-12-07,3160.0
2017-12-08,3160.0
2017-12-11,3160.0
2017-12-12,3110.0
2017-12-13,3110.0
2017-12-14,3110.0
2017-12-15,3110.0
2017-12-18,3110.0
2017-12-19,3110.0
2017-12-20,3110.0
2017-12-21,3110.0
2017-12-22,3110.0
2017-12-25,3110.0
2017-12-26,3110.0
2017-12-27,3110.0
2017-12-28,3110.0
2017-12-29,3110.0
2018-01-02,3110.0
2018-01-03,3100.0
2018-01-04,3100.0
2018-01-05,3100.0
2018-01-08,3100.0
2018-01-09,3100.0
2018-01-10,3060.0
2018-01-11,3060.0
2018-01-12,3060.0
2018-01-15,3030.0
2018-01-16,3030.0
2018-01-17,3030.0
2018-01-18,3030.0
2018-01-19,3030.0
2018-01-22,3030.0
2018-01-23,3030.0
2018-01-24,3030.0
2018-01-25,3030.0
2018-01-26,3030.0
2018-01-29,3050.0
2018-01-30,3050.0
2018-01-31,3050.0
2018-02-01,3050.0
2018-02-02,3050.0
2018-02-05,3050.0
2018-02-06,3050.0
2018-02-07,3050.0
2018-02-08,3050.0
2018-02-09,3050.0
2018-02-12,3050.0
2018-02-13,3050.0
2018-02-14,3050.0
2018-02-22,3050.0
2018-02-23,3050.0
2018-02-26,3050.0
2018-02-27,3050.0
2018-02-28,3050.0
2018-03-01,3050.0
2018-03-02,3050.0
2018-03-05,3050.0
2018-03-06,3030.0
2018-03-07,3030.0
2018-03-08,3030.0
2018-03-09,2960.0
2018-03-12,2910.0
2018-03-13,2910.0
2018-03-14,2910.0
2018-03-15,2910.0
2018-03-16,2910.0
2018-03-19,2910.0
2018-03-20,2910.0
2018-03-21,2910.0
2018-03-22,2910.0
2018-03-23,2910.0
2018-03-26,2910.0
2018-03-27,2910.0
2018-03-28,2910.0
2018-03-29,2910.0
2018-03-30,2910.0
2018-04-02,2910.0
2018-04-03,2960.0
2018-04-04,3000.0
2018-04-09,3050.0
2018-04-10,3050.0
2018-04-11,3050.0
2018-04-12,3050.0
2018-04-13,3050.0
2018-04-16,3050.0
2018-04-17,3050.0
2018-04-18,3050.0
2018-04-19,3050.0
2018-04-20,3050.0
2018-04-23,3050.0
2018-04-24,3080.0
2018-04-25,3080.0
2018-04-26,3080.0
2018-04-27,3080.0
2018-05-02,3080.0
2018-05-03,3080.0
2018-05-04,3080.0
2018-05-07,3080.0
2018-05-08,3100.0
2018-05-09,3100.0
2018-05-10,3100.0
2018-05-11,3100.0
2018-05-14,3100.0
2018-05-15,3100.0
2018-05-16,3100.0
2018-05-17,3100.0
2018-05-18,3100.0
2018-05-21,3100.0
2018-05-22,3100.0
2018-05-23,3100.0
2018-05-24,3100.0
2018-05-25,3100.0
2018-05-28,3100.0
2018-05-29,3100.0
2018-05-30,3100.0
2018-05-31,3100.0
2018-06-01,3100.0
2018-06-04,3100.0
2018-06-05,3100.0
2018-06-06,3100.0
2018-06-07,3100.0
2018-06-08,3100.0
2018-06-11,3100.0
2018-06-12,3100.0
2018-06-13,3100.0
2018-06-14,3100.0
2018-06-15,3100.0
2018-06-19,3100.0
2018-06-20,3100.0
2018-06-21,3100.0
2018-06-22,3100.0
2018-06-25,3100.0
2018-06-26,3100.0
2018-06-27,3100.0
2018-06-28,3100.0
2018-06-29,3100.0
2018-07-02,3100.0
2018-07-03,3100.0
2018-07-04,3100.0
2018-07-05,3100.0
2018-07-06,3100.0
2018-07-09,3100.0
2018-07-10,3100.0
2018-07-11,3100.0
2018-07-12,3100.0
2018-07-13,3100.0
2018-07-16,3100.0
2018-07-17,3050.0
2018-07-18,3050.0
2018-07-19,3050.0
2018-07-20,3050.0
2018-07-23,3050.0
2018-07-24,3050.0
2018-07-25,3050.0
2018-07-26,3050.0
2018-07-27,3050.0
2018-07-30,3100.0
2018-07-31,3100.0
2018-08-01,3100.0
2018-08-02,3100.0
2018-08-03,3100.0
2018-08-06,3100.0
2018-08-07,3100.0
2018-08-08,3100.0
2018-08-09,3100.0
2018-08-10,3100.0
2018-08-13,3080.0
2018-08-14,3080.0
2018-08-15,3080.0
2018-08-16,3080.0
2018-08-17,3120.0
2018-08-20,3120.0
2018-08-21,3150.0
2018-08-22,3150.0
2018-08-23,3150.0
2018-08-24,3200.0
2018-08-27,3200.0
2018-08-28,3300.0
2018-08-29,3300.0
2018-08-30,3350.0
2018-08-31,3350.0
2018-09-03,3350.0
2018-09-04,3350.0
2018-09-05,3350.0
2018-09-06,3350.0
2018-09-07,3350.0
2018-09-10,3350.0
2018-09-11,3350.0
2018-09-12,3350.0
2018-09-13,3370.0
2018-09-14,3370.0
2018-09-17,3400.0
2018-09-18,3400.0
2018-09-19,3400.0
2018-09-20,3400.0
2018-09-21,3450.0
2018-09-25,3550.0
2018-09-26,3550.0
2018-09-27,3550.0
2018-09-28,3550.0
2018-10-08,3550.0
2018-10-09,3550.0
2018-10-10,3550.0
2018-10-11,3550.0
