date,NormalIC,NormalIR,RankIC,RankIR,FacRtn,RtnIR,number
2012-01-04,,,,,,,5
2012-01-05,,,,,,,5
2012-01-06,,,,,,,5
2012-01-09,,,,,,,5
2012-01-10,,,,,,,5
2012-01-11,,,,,,,5
2012-01-12,,,,,,,5
2012-01-13,,,,,,,5
2012-01-16,,,,,,,5
2012-01-17,,,,,,,5
2012-01-18,,,,,,,5
2012-01-19,,,,,,,5
2012-01-20,,,,,,,5
2012-01-30,,,,,,,5
2012-01-31,0.1685776656227809,,0.0,,,,5
2012-02-01,0.6080808592231064,,0.6999999999999998,,,,5
2012-02-02,0.3645997531926946,,0.09999999999999998,,,,5
2012-02-03,-0.2374422225903593,,-0.3999999999999999,,,,5
2012-02-06,-0.3749027330892772,,-0.4999999999999999,,,,5
2012-02-07,-0.9138042978435268,,-0.7999999999999998,,,,5
2012-02-08,0.07744647964684115,,0.0,,,,5
2012-02-09,0.6680233903896768,,0.4999999999999999,,,,5
2012-02-10,0.03519694874120704,,0.29999999999999993,,,,5
2012-02-13,-0.037937057790862753,,0.29999999999999993,,,,5
2012-02-14,-0.561969096777524,,-0.19999999999999996,,,,5
2012-02-15,0.03396462636824304,,-0.3999999999999999,,,,5
2012-02-16,-0.21848170436590625,,0.0,,,,5
2012-02-17,-0.5070659342049741,,-0.8999999999999998,,,,5
2012-02-20,-0.8326458384267702,,-0.8999999999999998,,,,5
2012-02-21,-0.3632133715897325,,-0.29999999999999993,,,,5
2012-02-22,-0.24618779285407197,,-0.4999999999999999,,,,5
2012-02-23,-0.41237153868195253,,-0.3999999999999999,,,,5
2012-02-24,-0.9431646146008981,,-0.9999999999999998,,,,5
2012-02-27,0.34110080610492743,,0.19999999999999996,,,,5
2012-02-28,0.2218291207075388,,-0.09999999999999998,,,,5
2012-02-29,-0.0805269775863712,,0.09999999999999998,,,,5
2012-03-01,-0.11975656762918947,,-0.09999999999999998,,,,5
2012-03-02,-0.6338072672437979,,-0.29999999999999993,,,,5
2012-03-05,0.24998196082227728,,0.09999999999999998,,,,5
2012-03-06,-0.03767839409326069,,0.19999999999999996,,,,5
2012-03-07,-0.023753177203827185,,-0.09999999999999998,,,,5
2012-03-08,0.24429019650011707,,-0.09999999999999998,,,,5
2012-03-09,0.5056320987155495,,0.09999999999999998,,,,5
2012-03-12,0.4538180883695144,,0.5999999999999999,,,,5
2012-03-13,-0.2753548664182457,,-0.29999999999999993,,,,5
2012-03-14,0.33485688722719253,,0.09999999999999998,,,,5
2012-03-15,-0.024207599114664326,,0.09999999999999998,,,,5
2012-03-16,0.6908570085045144,,0.3999999999999999,,,,5
2012-03-19,-0.18576364328644418,,-0.19999999999999996,,,,5
2012-03-20,0.14366682868613248,,-0.19999999999999996,,,,5
2012-03-21,-0.7132978554946087,,-0.7999999999999998,,,,5
