date,NormalIC,NormalIR,RankIC,RankIR,FacRtn,RtnIR,number
2012-07-18,-0.10827419314552782,-0.11638751589146776,0.0,-0.26526889485680705,,,5
2012-07-19,0.848122941858729,-0.0842705152373891,0.6999999999999998,-0.23041894432701446,,,5
2012-07-20,0.4084547886504563,-0.06724373866190084,0.09999999999999998,-0.22412401941682467,,,5
2012-07-23,-0.3703902789638667,-0.09440296300984764,-0.09999999999999998,-0.237261010037982,,,5
2012-07-24,0.7158414960305186,-0.08690505231686617,0.6999999999999998,-0.23325744648737246,,,5
2012-07-25,-0.890507480861501,-0.11317720802775129,-0.8999999999999998,-0.250262494244204,,,5
2012-07-26,-0.18885360800455173,-0.12448980061105776,-0.4999999999999999,-0.26747573533203034,,,5
2012-07-27,0.7385817294202213,-0.09620695250216399,0.6999999999999998,-0.2425035545359515,,,5
2012-07-30,-0.08528906986226036,-0.09771188470049216,-0.4999999999999999,-0.2562496365264589,,,5
2012-07-31,-0.9132936878026564,-0.13626290857696285,-0.5999999999999999,-0.2754709501435503,,,5
2012-08-01,-0.6862477461787858,-0.13655129703065558,-0.6999999999999998,-0.27765889286233764,,,5
2012-08-02,0.5203114585392354,-0.10437757472862604,0.29999999999999993,-0.2518495145149098,,,5
2012-08-03,0.048099013559073076,-0.09397222923390486,0.09999999999999998,-0.23508953176299213,,,5
2012-08-06,-0.40051339716794543,-0.11750955680086882,-0.5999999999999999,-0.24812621357360023,,,5
2012-08-07,-0.582208144357483,-0.12742040561624832,-0.19999999999999996,-0.23568127048312223,,,5
2012-08-08,-0.13496892197935226,-0.15902002565596443,0.0,-0.2603647960218272,,,5
2012-08-09,0.4206252192150318,-0.15683159939818753,0.29999999999999993,-0.26775818323444817,,,5
2012-08-10,0.12475705609323014,-0.15583127031133642,0.29999999999999993,-0.27927228724762665,,,5
2012-08-13,0.46633444626803217,-0.12533959471981615,0.09999999999999998,-0.25502831403712806,,,5
2012-08-14,-0.1665919927342735,-0.11339759263771453,-0.09999999999999998,-0.2369051649666738,,,5
2012-08-15,-0.22725015264545617,-0.1188025260404724,-0.29999999999999993,-0.25269066683492397,,,5
2012-08-16,-0.73158437564741,-0.1316319315963875,-0.7999999999999998,-0.2548562266220586,,,5
2012-08-17,-0.0781657247561882,-0.12446004863410952,-0.19999999999999996,-0.25787695246522446,,,5
2012-08-20,0.4697397558190907,-0.10713425941997036,0.19999999999999996,-0.25787695246522446,,,5
2012-08-21,0.049010775929564585,-0.1265905095791019,0.09999999999999998,-0.25787695246522446,,,5
2012-08-22,0.4368925099464433,-0.1249389854893503,0.4999999999999999,-0.26193148500874514,,,5
2012-08-23,0.6702696939822013,-0.10341085186483974,0.5999999999999999,-0.2502956854085331,,,5
2012-08-24,-0.08377366273512224,-0.11101203087182555,-0.29999999999999993,-0.26605740866658467,,,5
2012-08-27,0.8370446418563683,-0.10214367731988618,0.9999999999999998,-0.23766554349872251,,,5
2012-08-28,0.8057472407951768,-0.09933974706002438,0.4999999999999999,-0.2539150024530674,,,5
2012-08-29,0.6375939898337033,-0.0889900980682456,0.4999999999999999,-0.2578764237573835,,,5
2012-08-30,0.3301464820299994,-0.08089210359472157,0.5999999999999999,-0.2224336323121507,,,5
2012-08-31,0.20140121892915167,-0.09804044184496855,0.09999999999999998,-0.24037348016056165,,,5
2012-09-03,0.811703318288573,-0.048900906358522366,0.7999999999999998,-0.18807979936916333,,,5
2012-09-04,0.9205942453482139,-0.03948151175669877,0.8999999999999998,-0.16972247093017492,,,5
2012-09-05,-0.7038985143152418,-0.05153467816570852,-0.6999999999999998,-0.17215247871896738,,,5
2012-09-06,-0.5966603417406182,-0.07094158293776856,-0.09999999999999998,-0.1664956476524109,,,5
2012-09-07,-0.9784263708764781,-0.07674405440936757,-0.8999999999999998,-0.1664956476524109,,,5
2012-09-10,-0.029689447057418668,-0.06138382608100098,-0.09999999999999998,-0.14564676052957706,,,5
2012-09-11,-0.7971317532217157,-0.08422243542653267,-0.4999999999999999,-0.143036607813125,,,5
2012-09-12,0.500856232090159,-0.06835221665162788,0.29999999999999993,-0.143036607813125,,,5
2012-09-13,0.5106667648433041,-0.0816269673061836,0.09999999999999998,-0.15982736538135248,,,5
2012-09-14,0.4319268256043541,-0.0696478729555787,0.6999999999999998,-0.13054754062906013,,,5
2012-09-17,-0.689476253234195,-0.07014838754932362,-0.29999999999999993,-0.11979146012756538,,,5
2012-09-18,0.3595436696276175,-0.05540010245905139,0.6999999999999998,-0.0830044031400464,,,5
2012-09-19,0.4265891152437693,-0.03612918057206437,0.5999999999999999,-0.044510621577064334,,,5
2012-09-20,0.5004572337792147,0.005142421986786117,0.29999999999999993,-0.006079055436800617,,,5
2012-09-21,-0.8408706803228039,0.0006139681505148832,-0.6999999999999998,-0.015059680568061857,,,5
2012-09-24,-0.4761965652022709,0.007890269114512276,-0.5999999999999999,-0.003066395283636351,,,5
2012-09-25,-0.0964478670350351,0.021534217584330894,-0.29999999999999993,0.0061809402545481874,,,5
2012-09-26,-0.946487428970719,0.016950681445135334,-0.8999999999999998,-0.006082485216531171,,,5
2012-09-27,-0.5435052588527862,-0.020041357864524455,-0.5999999999999999,-0.05244257232574608,,,5
2012-09-28,-0.6724103771112026,-0.04903885922409413,-0.6999999999999998,-0.07932339807210638,,,5
2012-10-08,-0.12131953543031415,-0.0316174340578415,0.09999999999999998,-0.04985891508117779,,,5
2012-10-09,-0.04446033202861663,-0.016212666472958912,-0.29999999999999993,-0.04985891508117779,,,5
2012-10-10,0.32157238646214986,-0.0029179190988358897,0.29999999999999993,-0.02196707391334678,,,5
2012-10-11,0.1225178126228338,0.019239491294218803,0.19999999999999996,-0.006284336447634288,,,5
2012-10-12,0.237073990801598,0.03191834238580367,-0.09999999999999998,2.4478116858134196e-17,,,5
2012-10-15,-0.036024837328587,0.0019389927948011887,-0.19999999999999996,-0.035506296883174526,,,5
2012-10-16,-0.641881270736013,0.0002943776518053347,-0.29999999999999993,-0.022878848644130246,,,5
2012-10-17,0.23760112501990902,0.010803265278392893,0.5999999999999999,-0.003229899183117098,,,5
2012-10-18,-0.21618052210717142,-0.021958995066875986,-0.29999999999999993,-0.03601356088449483,,,5
2012-10-19,-0.1365163892637945,-0.039033897809409634,0.09999999999999998,-0.03601356088449483,,,5
2012-10-22,-0.14446556880795672,-0.03210230522769838,-0.29999999999999993,-0.042461622333643444,,,5
2012-10-23,-0.14690967179649533,-0.0600088229116034,-0.5999999999999999,-0.08552242603097987,,,5
2012-10-24,0.12582279928470438,-0.028393731177406897,0.09999999999999998,-0.053945133014925664,,,5
2012-10-25,-0.22806497775755516,-0.029652793793985707,-0.4999999999999999,-0.053945133014925664,,,5
2012-10-26,0.3737096149785977,-0.04206851330918213,0.3999999999999999,-0.06484610272042998,,,5
2012-10-29,-0.11610698439506675,-0.04307577910625886,-0.09999999999999998,-0.05159432500631131,,,5
2012-10-30,-0.5625744397062994,-0.0320744617949372,-0.4999999999999999,-0.04833854339774308,,,5
2012-10-31,0.552861738817406,0.009443318612064851,0.29999999999999993,-0.014000707172221766,,,5
2012-11-01,-0.7028204580728574,-0.03147693243410449,-0.9999999999999998,-0.05766877513912438,,,5
2012-11-02,-0.17790839430342942,-0.03899720363420228,0.0,-0.061095026618539314,,,5
2012-11-05,-0.3710510813424934,-0.0380418121900253,-0.29999999999999993,-0.05137229352962723,,,5
